Category,Sub-Category,Year,Quarter,Value Column Name,Value
"Office Supplies","Binders","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-1.148208163757273"
"Office Supplies","Binders","2016","Qtr 1","Sum of Sales","3541.993000000001"
"Office Supplies","Binders","2016","Qtr 1","Sum of Profit","1133.8051"
"Office Supplies","Binders","2016","Qtr 1","Sum of Profit - Sum of Sales","-2408.187900000001"
"Office Supplies","Binders","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.6798962900265473"
"Office Supplies","Binders","2016","Qtr 2","Sum of Sales","4687.897000000002"
"Office Supplies","Binders","2016","Qtr 2","Sum of Profit","-1643.0190000000002"
"Office Supplies","Binders","2016","Qtr 2","Sum of Profit - Sum of Sales","-6330.916000000002"
"Office Supplies","Binders","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-1.3504810365927407"
"Office Supplies","Binders","2016","Qtr 3","Sum of Sales","12603.913999999993"
"Office Supplies","Binders","2016","Qtr 3","Sum of Profit","235.95200000000023"
"Office Supplies","Binders","2016","Qtr 3","Sum of Profit - Sum of Sales","-12367.961999999992"
"Office Supplies","Binders","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.9812794660452301"
"Office Supplies","Binders","2016","Qtr 4","Sum of Sales","28849.520999999968"
"Office Supplies","Binders","2016","Qtr 4","Sum of Profit","10488.896000000004"
"Office Supplies","Binders","2016","Qtr 4","Sum of Profit - Sum of Sales","-18360.624999999964"
"Office Supplies","Binders","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.6364273777717135"
"Office Supplies","Envelopes","2014","Qtr 1","Sum of Sales","547.5600000000001"
"Office Supplies","Envelopes","2014","Qtr 1","Sum of Profit","199.99309999999997"
"Office Supplies","Envelopes","2014","Qtr 1","Sum of Profit - Sum of Sales","-347.5669000000001"
"Office Supplies","Envelopes","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.6347558258455696"
"Office Supplies","Envelopes","2014","Qtr 2","Sum of Sales","718.106"
"Office Supplies","Envelopes","2014","Qtr 2","Sum of Profit","316.0028"
"Office Supplies","Envelopes","2014","Qtr 2","Sum of Profit - Sum of Sales","-402.1032"
"Office Supplies","Envelopes","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.5599496453169867"
"Office Supplies","Envelopes","2014","Qtr 3","Sum of Sales","721.5679999999999"
"Office Supplies","Envelopes","2014","Qtr 3","Sum of Profit","295.3433"
"Office Supplies","Envelopes","2014","Qtr 3","Sum of Profit - Sum of Sales","-426.22469999999987"
"Office Supplies","Envelopes","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.5906923533194376"
"Office Supplies","Envelopes","2014","Qtr 4","Sum of Sales","1868.516"
"Office Supplies","Envelopes","2014","Qtr 4","Sum of Profit","684.1396"
"Office Supplies","Envelopes","2014","Qtr 4","Sum of Profit - Sum of Sales","-1184.3764"
"Office Supplies","Envelopes","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.6338593835963942"
"Office Supplies","Envelopes","2015","Qtr 1","Sum of Sales","597.348"
"Office Supplies","Envelopes","2015","Qtr 1","Sum of Profit","284.64329999999995"
"Office Supplies","Envelopes","2015","Qtr 1","Sum of Profit - Sum of Sales","-312.7047"
"Office Supplies","Envelopes","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.523488318367183"
"Office Supplies","Envelopes","2015","Qtr 2","Sum of Sales","841.788"
"Office Supplies","Envelopes","2015","Qtr 2","Sum of Profit","354.28349999999995"
"Office Supplies","Envelopes","2015","Qtr 2","Sum of Profit - Sum of Sales","-487.50450000000006"
"Office Supplies","Envelopes","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.5791297808949523"
"Office Supplies","Envelopes","2015","Qtr 3","Sum of Sales","1180.74"
"Office Supplies","Envelopes","2015","Qtr 3","Sum of Profit","513.5864"
"Office Supplies","Envelopes","2015","Qtr 3","Sum of Profit - Sum of Sales","-667.1536"
"Office Supplies","Envelopes","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.565030065890882"
"Office Supplies","Envelopes","2015","Qtr 4","Sum of Sales","1892.3119999999994"
"Office Supplies","Envelopes","2015","Qtr 4","Sum of Profit","807.6773999999998"
"Office Supplies","Envelopes","2015","Qtr 4","Sum of Profit - Sum of Sales","-1084.6345999999996"
"Office Supplies","Envelopes","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.5731795813798147"
"Office Supplies","Envelopes","2016","Qtr 1","Sum of Sales","1081.94"
"Office Supplies","Envelopes","2016","Qtr 1","Sum of Profit","450.9712999999999"
"Office Supplies","Envelopes","2016","Qtr 1","Sum of Profit - Sum of Sales","-630.9687000000001"
"Office Supplies","Envelopes","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.5831827088378284"
"Office Supplies","Envelopes","2016","Qtr 2","Sum of Sales","416.80800000000005"
"Office Supplies","Envelopes","2016","Qtr 2","Sum of Profit","193.43089999999998"
"Office Supplies","Envelopes","2016","Qtr 2","Sum of Profit - Sum of Sales","-223.37710000000007"
"Office Supplies","Envelopes","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.5359232548319611"
"Office Supplies","Envelopes","2016","Qtr 3","Sum of Sales","1586.702"
"Office Supplies","Envelopes","2016","Qtr 3","Sum of Profit","683.1735999999997"
"Office Supplies","Envelopes","2016","Qtr 3","Sum of Profit - Sum of Sales","-903.5284000000003"
"Office Supplies","Envelopes","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.569437991506912"
"Office Supplies","Envelopes","2016","Qtr 4","Sum of Sales","1644.4399999999998"
"Office Supplies","Envelopes","2016","Qtr 4","Sum of Profit","739.1725000000001"
"Office Supplies","Envelopes","2016","Qtr 4","Sum of Profit - Sum of Sales","-905.2674999999997"
"Office Supplies","Envelopes","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.5505019945999853"
"Office Supplies","Fasteners","2014","Qtr 1","Sum of Sales","97.65"
"Office Supplies","Fasteners","2014","Qtr 1","Sum of Profit","10.201099999999997"
"Office Supplies","Fasteners","2014","Qtr 1","Sum of Profit - Sum of Sales","-87.44890000000001"
"Office Supplies","Fasteners","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.8955340501792115"
"Office Supplies","Fasteners","2014","Qtr 2","Sum of Sales","159.552"
"Office Supplies","Fasteners","2014","Qtr 2","Sum of Profit","28.43779999999999"
"Office Supplies","Fasteners","2014","Qtr 2","Sum of Profit - Sum of Sales","-131.1142"
"Office Supplies","Fasteners","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.8217646911351786"
"Office Supplies","Fasteners","2014","Qtr 3","Sum of Sales","205.696"
"Office Supplies","Fasteners","2014","Qtr 3","Sum of Profit","74.86630000000001"
"Office Supplies","Fasteners","2014","Qtr 3","Sum of Profit - Sum of Sales","-130.8297"
"Office Supplies","Fasteners","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.636034244710641"
"Office Supplies","Fasteners","2014","Qtr 4","Sum of Sales","198.42999999999998"
"Office Supplies","Fasteners","2014","Qtr 4","Sum of Profit","65.0531"
"Office Supplies","Fasteners","2014","Qtr 4","Sum of Profit - Sum of Sales","-133.37689999999998"
"Office Supplies","Fasteners","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.6721609635639771"
"Office Supplies","Fasteners","2015","Qtr 1","Sum of Sales","74.238"
"Office Supplies","Fasteners","2015","Qtr 1","Sum of Profit","28.217299999999998"
"Office Supplies","Fasteners","2015","Qtr 1","Sum of Profit - Sum of Sales","-46.020700000000005"
"Office Supplies","Fasteners","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.6199075944933862"
"Office Supplies","Fasteners","2015","Qtr 2","Sum of Sales","72.27000000000001"
"Office Supplies","Fasteners","2015","Qtr 2","Sum of Profit","17.6771"
"Office Supplies","Fasteners","2015","Qtr 2","Sum of Profit - Sum of Sales","-54.592900000000014"
"Office Supplies","Fasteners","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.7554019648540198"
"Office Supplies","Fasteners","2015","Qtr 3","Sum of Sales","136.426"
"Office Supplies","Fasteners","2015","Qtr 3","Sum of Profit","45.33979999999999"
"Office Supplies","Fasteners","2015","Qtr 3","Sum of Profit - Sum of Sales","-91.08619999999999"
"Office Supplies","Fasteners","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.6676601234368814"
"Office Supplies","Fasteners","2015","Qtr 4","Sum of Sales","262.29"
"Office Supplies","Fasteners","2015","Qtr 4","Sum of Profit","80.70339999999999"
"Office Supplies","Fasteners","2015","Qtr 4","Sum of Profit - Sum of Sales","-181.58660000000003"
"Office Supplies","Fasteners","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.6923123260513173"
"Office Supplies","Fasteners","2016","Qtr 1","Sum of Sales","88.12400000000001"
"Office Supplies","Fasteners","2016","Qtr 1","Sum of Profit","28.5745"
"Office Supplies","Fasteners","2016","Qtr 1","Sum of Profit - Sum of Sales","-59.54950000000001"
"Office Supplies","Fasteners","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.6757466751395761"
"Office Supplies","Fasteners","2016","Qtr 2","Sum of Sales","151.21"
"Office Supplies","Fasteners","2016","Qtr 2","Sum of Profit","54.276399999999995"
"Office Supplies","Fasteners","2016","Qtr 2","Sum of Profit - Sum of Sales","-96.93360000000001"
"Office Supplies","Fasteners","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.6410528404206072"
"Office Supplies","Fasteners","2016","Qtr 3","Sum of Sales","248.11"
"Office Supplies","Fasteners","2016","Qtr 3","Sum of Profit","80.20309999999999"
"Office Supplies","Fasteners","2016","Qtr 3","Sum of Profit - Sum of Sales","-167.9069"
"Office Supplies","Fasteners","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.676743782999476"
"Office Supplies","Fasteners","2016","Qtr 4","Sum of Sales","472.69000000000005"
"Office Supplies","Fasteners","2016","Qtr 4","Sum of Profit","131.01940000000002"
"Office Supplies","Fasteners","2016","Qtr 4","Sum of Profit - Sum of Sales","-341.67060000000004"
"Office Supplies","Fasteners","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.7228217224819651"
"Office Supplies","Labels","2014","Qtr 1","Sum of Sales","255.21200000000002"
"Office Supplies","Labels","2014","Qtr 1","Sum of Profit","104.33719999999998"
"Office Supplies","Labels","2014","Qtr 1","Sum of Profit - Sum of Sales","-150.87480000000005"
"Office Supplies","Labels","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.5911743961882672"
"Office Supplies","Labels","2014","Qtr 2","Sum of Sales","744.1580000000001"
"Office Supplies","Labels","2014","Qtr 2","Sum of Profit","344.25750000000005"
"Office Supplies","Labels","2014","Qtr 2","Sum of Profit - Sum of Sales","-399.9005000000001"
"Office Supplies","Labels","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.5373865496305892"
"Office Supplies","Labels","2014","Qtr 3","Sum of Sales","617.702"
"Office Supplies","Labels","2014","Qtr 3","Sum of Profit","276.63399999999996"
"Office Supplies","Labels","2014","Qtr 3","Sum of Profit - Sum of Sales","-341.06800000000004"
"Office Supplies","Labels","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.5521562177231093"
"Office Supplies","Labels","2014","Qtr 4","Sum of Sales","1224.322"
"Office Supplies","Labels","2014","Qtr 4","Sum of Profit","560.7755"
"Office Supplies","Labels","2014","Qtr 4","Sum of Profit - Sum of Sales","-663.5464999999999"
"Office Supplies","Labels","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.5419705763679816"
"Office Supplies","Labels","2015","Qtr 1","Sum of Sales","781.7139999999999"
"Office Supplies","Labels","2015","Qtr 1","Sum of Profit","368.11859999999996"
"Office Supplies","Labels","2015","Qtr 1","Sum of Profit - Sum of Sales","-413.5954"
"Office Supplies","Labels","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.5290878761286097"
"Office Supplies","Labels","2015","Qtr 2","Sum of Sales","423.48600000000005"
"Office Supplies","Labels","2015","Qtr 2","Sum of Profit","171.65800000000004"
"Office Supplies","Labels","2015","Qtr 2","Sum of Profit - Sum of Sales","-251.828"
"Office Supplies","Labels","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.5946548410100924"
"Office Supplies","Labels","2015","Qtr 3","Sum of Sales","676.602"
"Office Supplies","Labels","2015","Qtr 3","Sum of Profit","312.8239"
"Office Supplies","Labels","2015","Qtr 3","Sum of Profit - Sum of Sales","-363.7781"
"Office Supplies","Labels","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.5376544852069607"
"Office Supplies","Labels","2015","Qtr 4","Sum of Sales","1074.66"
"Office Supplies","Labels","2015","Qtr 4","Sum of Profit","470.42810000000003"
"Office Supplies","Labels","2015","Qtr 4","Sum of Profit - Sum of Sales","-604.2319"
"Office Supplies","Labels","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.5622540152234194"
"Office Supplies","Labels","2016","Qtr 1","Sum of Sales","132.37"
"Office Supplies","Labels","2016","Qtr 1","Sum of Profit","62.34609999999999"
"Office Supplies","Labels","2016","Qtr 1","Sum of Profit - Sum of Sales","-70.02390000000001"
"Office Supplies","Labels","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.5290012842789152"
"Office Supplies","Labels","2016","Qtr 2","Sum of Sales","572.2919999999999"
"Office Supplies","Labels","2016","Qtr 2","Sum of Profit","263.2686"
"Office Supplies","Labels","2016","Qtr 2","Sum of Profit - Sum of Sales","-309.0233999999999"
"Office Supplies","Labels","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.5399750477029208"
"Office Supplies","Labels","2016","Qtr 3","Sum of Sales","826.3420000000001"
"Office Supplies","Labels","2016","Qtr 3","Sum of Profit","356.81199999999995"
"Office Supplies","Labels","2016","Qtr 3","Sum of Profit - Sum of Sales","-469.53000000000014"
"Office Supplies","Labels","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.568202995854017"
"Office Supplies","Labels","2016","Qtr 4","Sum of Sales","1296.2360000000003"
"Office Supplies","Labels","2016","Qtr 4","Sum of Profit","510.18519999999995"
"Office Supplies","Labels","2016","Qtr 4","Sum of Profit - Sum of Sales","-786.0508000000004"
"Office Supplies","Labels","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.6064102524540286"
"Office Supplies","Paper","2014","Qtr 1","Sum of Sales","1580.83"
"Office Supplies","Paper","2014","Qtr 1","Sum of Profit","663.2356000000001"
"Office Supplies","Paper","2014","Qtr 1","Sum of Profit - Sum of Sales","-917.5943999999998"
"Office Supplies","Paper","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.5804510288898869"
"Office Supplies","Paper","2014","Qtr 2","Sum of Sales","2194.733999999999"
"Office Supplies","Paper","2014","Qtr 2","Sum of Profit","911.9930000000002"
"Office Supplies","Paper","2014","Qtr 2","Sum of Profit - Sum of Sales","-1282.7409999999988"
"Office Supplies","Paper","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.5844630829977571"
"Office Supplies","Paper","2014","Qtr 3","Sum of Sales","4259.074000000001"
"Office Supplies","Paper","2014","Qtr 3","Sum of Profit","1812.6979999999999"
"Office Supplies","Paper","2014","Qtr 3","Sum of Profit - Sum of Sales","-2446.3760000000016"
"Office Supplies","Paper","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.5743915226643164"
"Office Supplies","Paper","2014","Qtr 4","Sum of Sales","6800.318000000002"
"Office Supplies","Paper","2014","Qtr 4","Sum of Profit","2983.094800000001"
"Office Supplies","Paper","2014","Qtr 4","Sum of Profit - Sum of Sales","-3817.223200000001"
"Office Supplies","Paper","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.5613301025040299"
"Office Supplies","Paper","2015","Qtr 1","Sum of Sales","2316.8320000000003"
"Office Supplies","Paper","2015","Qtr 1","Sum of Profit","1000.3266"
"Office Supplies","Paper","2015","Qtr 1","Sum of Profit - Sum of Sales","-1316.5054000000005"
"Office Supplies","Paper","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.5682351590447647"
"Office Supplies","Paper","2015","Qtr 2","Sum of Sales","2432.764000000001"
"Office Supplies","Paper","2015","Qtr 2","Sum of Profit","956.2088000000006"
"Office Supplies","Paper","2015","Qtr 2","Sum of Profit - Sum of Sales","-1476.5552000000005"
"Office Supplies","Paper","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.606945515471291"
"Office Supplies","Paper","2015","Qtr 3","Sum of Sales","4028.164"
"Office Supplies","Paper","2015","Qtr 3","Sum of Profit","1793.7208000000003"
"Office Supplies","Paper","2015","Qtr 3","Sum of Profit - Sum of Sales","-2234.4431999999997"
"Office Supplies","Paper","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.5547051212413396"
"Office Supplies","Paper","2015","Qtr 4","Sum of Sales","6509.878000000002"
"Office Supplies","Paper","2015","Qtr 4","Sum of Profit","2819.9138000000003"
"Office Supplies","Paper","2015","Qtr 4","Sum of Profit - Sum of Sales","-3689.964200000002"
"Office Supplies","Paper","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.5668253998001193"
"Office Supplies","Paper","2016","Qtr 1","Sum of Sales","2734.2180000000003"
"Office Supplies","Paper","2016","Qtr 1","Sum of Profit","1219.1531999999997"
"Office Supplies","Paper","2016","Qtr 1","Sum of Profit - Sum of Sales","-1515.0648000000006"
"Office Supplies","Paper","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.5541126567084265"
"Office Supplies","Paper","2016","Qtr 2","Sum of Sales","6710.059999999999"
"Office Supplies","Paper","2016","Qtr 2","Sum of Profit","2913.0705000000003"
"Office Supplies","Paper","2016","Qtr 2","Sum of Profit - Sum of Sales","-3796.9894999999983"
"Office Supplies","Paper","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.5658652083587925"
"Office Supplies","Paper","2016","Qtr 3","Sum of Sales","5060.840000000002"
"Office Supplies","Paper","2016","Qtr 3","Sum of Profit","2219.1205"
"Office Supplies","Paper","2016","Qtr 3","Sum of Profit - Sum of Sales","-2841.719500000002"
"Office Supplies","Paper","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.5615114289327465"
"Office Supplies","Paper","2016","Qtr 4","Sum of Sales","6156.776"
"Office Supplies","Paper","2016","Qtr 4","Sum of Profit","2720.1902999999998"
"Office Supplies","Paper","2016","Qtr 4","Sum of Profit - Sum of Sales","-3436.5857"
"Office Supplies","Paper","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.5581794270247935"
"Office Supplies","Storage","2014","Qtr 1","Sum of Sales","7541.361999999996"
"Office Supplies","Storage","2014","Qtr 1","Sum of Profit","693.2789999999995"
"Office Supplies","Storage","2014","Qtr 1","Sum of Profit - Sum of Sales","-6848.082999999997"
"Office Supplies","Storage","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.9080697889850665"
"Office Supplies","Storage","2014","Qtr 2","Sum of Sales","8242.428"
"Office Supplies","Storage","2014","Qtr 2","Sum of Profit","543.1238"
"Office Supplies","Storage","2014","Qtr 2","Sum of Profit - Sum of Sales","-7699.3042"
"Office Supplies","Storage","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.9341063337162302"
"Office Supplies","Storage","2014","Qtr 3","Sum of Sales","13585.685999999998"
"Office Supplies","Storage","2014","Qtr 3","Sum of Profit","1180.8009999999997"
"Office Supplies","Storage","2014","Qtr 3","Sum of Profit - Sum of Sales","-12404.884999999998"
"Office Supplies","Storage","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.9130849189360037"
"Office Supplies","Storage","2014","Qtr 4","Sum of Sales","20959.566000000006"
"Office Supplies","Storage","2014","Qtr 4","Sum of Profit","1749.0750000000005"
"Office Supplies","Storage","2014","Qtr 4","Sum of Profit - Sum of Sales","-19210.491000000005"
"Office Supplies","Storage","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.9165500373433305"
"Office Supplies","Storage","2015","Qtr 1","Sum of Sales","5077.498000000001"
"Office Supplies","Storage","2015","Qtr 1","Sum of Profit","746.0945000000002"
"Office Supplies","Storage","2015","Qtr 1","Sum of Profit - Sum of Sales","-4331.403500000001"
"Office Supplies","Storage","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.8530586324209285"
"Office Supplies","Storage","2015","Qtr 2","Sum of Sales","8621.948000000002"
"Office Supplies","Storage","2015","Qtr 2","Sum of Profit","689.7557999999998"
"Office Supplies","Storage","2015","Qtr 2","Sum of Profit - Sum of Sales","-7932.192200000002"
"Office Supplies","Storage","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.9200000046393229"
"Office Supplies","Storage","2015","Qtr 3","Sum of Sales","17307.246"
"Office Supplies","Storage","2015","Qtr 3","Sum of Profit","1434.177799999999"
"Office Supplies","Storage","2015","Qtr 3","Sum of Profit - Sum of Sales","-15873.0682"
"Office Supplies","Storage","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.9171342569464837"
"Office Supplies","Storage","2015","Qtr 4","Sum of Sales","14041.556"
"Office Supplies","Storage","2015","Qtr 4","Sum of Profit","635.4319999999998"
"Office Supplies","Storage","2015","Qtr 4","Sum of Profit - Sum of Sales","-13406.124"
"Office Supplies","Storage","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.9547463258345442"
"Office Supplies","Storage","2016","Qtr 1","Sum of Sales","8848.104"
"Office Supplies","Storage","2016","Qtr 1","Sum of Profit","1008.8664999999996"
"Office Supplies","Storage","2016","Qtr 1","Sum of Profit - Sum of Sales","-7839.237499999999"
"Office Supplies","Storage","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.8859793578375661"
"Office Supplies","Storage","2016","Qtr 2","Sum of Sales","13805.082000000002"
"Office Supplies","Storage","2016","Qtr 2","Sum of Profit","1154.0078000000003"
"Office Supplies","Storage","2016","Qtr 2","Sum of Profit - Sum of Sales","-12651.074200000003"
"Office Supplies","Storage","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.9164070303964874"
"Office Supplies","Storage","2016","Qtr 3","Sum of Sales","14447.292"
"Office Supplies","Storage","2016","Qtr 3","Sum of Profit","1204.9054999999996"
"Office Supplies","Storage","2016","Qtr 3","Sum of Profit - Sum of Sales","-13242.3865"
"Office Supplies","Storage","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.9165999067506908"
"Office Supplies","Storage","2016","Qtr 4","Sum of Sales","21688.221999999994"
"Office Supplies","Storage","2016","Qtr 4","Sum of Profit","2836.5069999999996"
"Office Supplies","Storage","2016","Qtr 4","Sum of Profit - Sum of Sales","-18851.714999999997"
"Office Supplies","Storage","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.8692144058650819"
"Office Supplies","Supplies","2014","Qtr 1","Sum of Sales","257.24"
"Office Supplies","Supplies","2014","Qtr 1","Sum of Profit","10.172200000000004"
"Office Supplies","Supplies","2014","Qtr 1","Sum of Profit - Sum of Sales","-247.0678"
"Office Supplies","Supplies","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.9604563831441455"
"Office Supplies","Supplies","2014","Qtr 2","Sum of Sales","4282.237999999999"
"Office Supplies","Supplies","2014","Qtr 2","Sum of Profit","106.51020000000005"
"Office Supplies","Supplies","2014","Qtr 2","Sum of Profit - Sum of Sales","-4175.7278"
"Office Supplies","Supplies","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.975127445041588"
"Office Supplies","Supplies","2014","Qtr 3","Sum of Sales","8793.427999999998"
"Office Supplies","Supplies","2014","Qtr 3","Sum of Profit","392.5779999999997"
"Office Supplies","Supplies","2014","Qtr 3","Sum of Profit - Sum of Sales","-8400.849999999999"
"Office Supplies","Supplies","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.9553555223287211"
"Office Supplies","Supplies","2014","Qtr 4","Sum of Sales","1061.1639999999998"
"Office Supplies","Supplies","2014","Qtr 4","Sum of Profit","-19.204799999999985"
"Office Supplies","Supplies","2014","Qtr 4","Sum of Profit - Sum of Sales","-1080.3687999999997"
"Office Supplies","Supplies","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-1.0180978623473846"
"Office Supplies","Supplies","2015","Qtr 1","Sum of Sales","122.32000000000001"
"Office Supplies","Supplies","2015","Qtr 1","Sum of Profit","18.68159999999999"
"Office Supplies","Supplies","2015","Qtr 1","Sum of Profit - Sum of Sales","-103.63840000000002"
"Office Supplies","Supplies","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.8472727272727273"
"Office Supplies","Supplies","2015","Qtr 2","Sum of Sales","531.054"
"Office Supplies","Supplies","2015","Qtr 2","Sum of Profit","41.24939999999999"
"Office Supplies","Supplies","2015","Qtr 2","Sum of Profit - Sum of Sales","-489.8046"
"Office Supplies","Supplies","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.9223254132348123"
"Office Supplies","Supplies","2015","Qtr 3","Sum of Sales","1057.616"
"Office Supplies","Supplies","2015","Qtr 3","Sum of Profit","-113.66950000000001"
"Office Supplies","Supplies","2015","Qtr 3","Sum of Profit - Sum of Sales","-1171.2855"
"Office Supplies","Supplies","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-1.1074770994387377"
"Office Supplies","Supplies","2015","Qtr 4","Sum of Sales","241.49200000000002"
"Office Supplies","Supplies","2015","Qtr 4","Sum of Profit","28.860099999999996"
"Office Supplies","Supplies","2015","Qtr 4","Sum of Profit - Sum of Sales","-212.63190000000003"
"Office Supplies","Supplies","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.8804925214913952"
"Office Supplies","Supplies","2016","Qtr 1","Sum of Sales","8893.722000000002"
"Office Supplies","Supplies","2016","Qtr 1","Sum of Profit","-575.2212000000005"
"Office Supplies","Supplies","2016","Qtr 1","Sum of Profit - Sum of Sales","-9468.943200000002"
"Office Supplies","Supplies","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.0646772183794366"
"Office Supplies","Supplies","2016","Qtr 2","Sum of Sales","2445.4900000000002"
"Office Supplies","Supplies","2016","Qtr 2","Sum of Profit","-57.40329999999997"
"Office Supplies","Supplies","2016","Qtr 2","Sum of Profit - Sum of Sales","-2502.8933"
"Office Supplies","Supplies","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-1.02347312808476"
"Office Supplies","Supplies","2016","Qtr 3","Sum of Sales","743.242"
"Office Supplies","Supplies","2016","Qtr 3","Sum of Profit","61.07499999999993"
"Office Supplies","Supplies","2016","Qtr 3","Sum of Profit - Sum of Sales","-682.167"
"Office Supplies","Supplies","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.9178262261820511"
"Office Supplies","Supplies","2016","Qtr 4","Sum of Sales","2195.1220000000003"
"Office Supplies","Supplies","2016","Qtr 4","Sum of Profit","-127.4144"
"Office Supplies","Supplies","2016","Qtr 4","Sum of Profit - Sum of Sales","-2322.5364000000004"
"Office Supplies","Supplies","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-1.0580443364879037"
"Technology","Accessories","2014","Qtr 1","Sum of Sales","3057.814"
"Technology","Accessories","2014","Qtr 1","Sum of Profit","1124.5735000000002"
"Technology","Accessories","2014","Qtr 1","Sum of Profit - Sum of Sales","-1933.2404999999997"
"Technology","Accessories","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.632229592774446"
"Technology","Accessories","2014","Qtr 2","Sum of Sales","3908.5200000000004"
"Technology","Accessories","2014","Qtr 2","Sum of Profit","1038.4554999999998"
"Technology","Accessories","2014","Qtr 2","Sum of Profit - Sum of Sales","-2870.0645000000004"
