Tax_Reg_No,Bill To Address,Invoice Number,Item Code,Description,Value Column Name,Value
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D66180","Invoice-D66180","Unit Price","460"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D69709","Invoice-D69709","Discount","41"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D69709","Invoice-D69709","Price","16429"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D69709","Invoice-D69709","Quantity","45"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D69709","Invoice-D69709","Unit Price","366"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D75006","Invoice-D75006","Discount","39"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D75006","Invoice-D75006","Price","10026"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D75006","Invoice-D75006","Quantity","55"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D75006","Invoice-D75006","Unit Price","183"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D76013","Invoice-D76013","Discount","36"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D76013","Invoice-D76013","Price","13986"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D76013","Invoice-D76013","Quantity","41"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D76013","Invoice-D76013","Unit Price","342"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D73081","Invoice-D73081","Discount","35"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D73081","Invoice-D73081","Price","12081"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D73081","Invoice-D73081","Quantity","26"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D73081","Invoice-D73081","Unit Price","466"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D63815","Invoice-D63815","Discount","33"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D63815","Invoice-D63815","Price","20217"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D63815","Invoice-D63815","Quantity","45"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D63815","Invoice-D63815","Unit Price","450"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D69068","Invoice-D69068","Discount","31"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D69068","Invoice-D69068","Price","8711"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D69068","Invoice-D69068","Quantity","31"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D69068","Invoice-D69068","Unit Price","282"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D65194","Invoice-D65194","Discount","28"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D65194","Invoice-D65194","Price","16802"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D65194","Invoice-D65194","Quantity","55"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D65194","Invoice-D65194","Unit Price","306"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D59541","Invoice-D59541","Discount","21"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D59541","Invoice-D59541","Price","5489"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D59541","Invoice-D59541","Quantity","38"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D59541","Invoice-D59541","Unit Price","145"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D71828","Invoice-D71828","Discount","21"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D71828","Invoice-D71828","Price","4425"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D71828","Invoice-D71828","Quantity","38"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D71828","Invoice-D71828","Unit Price","117"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D73728","Invoice-D73728","Discount","21"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D73728","Invoice-D73728","Price","8729"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D73728","Invoice-D73728","Quantity","35"
"TX-100150","335 Phoenix Maricopa County Arizona United States","100150","D73728","Invoice-D73728","Unit Price","250"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D522832","Invoice-D522832","Discount","70"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D522832","Invoice-D522832","Price","4809"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D522832","Invoice-D522832","Quantity","41"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D522832","Invoice-D522832","Unit Price","119"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D594760","Invoice-D594760","Discount","70"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D594760","Invoice-D594760","Price","6257"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D594760","Invoice-D594760","Quantity","57"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D594760","Invoice-D594760","Unit Price","111"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D246867","Invoice-D246867","Discount","66"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D246867","Invoice-D246867","Price","14830"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D246867","Invoice-D246867","Quantity","56"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D246867","Invoice-D246867","Unit Price","266"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D658672","Invoice-D658672","Discount","65"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D658672","Invoice-D658672","Price","14065"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D658672","Invoice-D658672","Quantity","45"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D658672","Invoice-D658672","Unit Price","314"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D279791","Invoice-D279791","Discount","57"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D279791","Invoice-D279791","Price","8259"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D279791","Invoice-D279791","Quantity","36"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D279791","Invoice-D279791","Unit Price","231"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D403564","Invoice-D403564","Discount","57"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D403564","Invoice-D403564","Price","17331"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D403564","Invoice-D403564","Quantity","46"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D403564","Invoice-D403564","Unit Price","378"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D512960","Invoice-D512960","Discount","57"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D512960","Invoice-D512960","Price","7197"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D512960","Invoice-D512960","Quantity","39"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D512960","Invoice-D512960","Unit Price","186"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D451183","Invoice-D451183","Discount","54"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D451183","Invoice-D451183","Price","28389"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D451183","Invoice-D451183","Quantity","57"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D451183","Invoice-D451183","Unit Price","499"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D267686","Invoice-D267686","Discount","51"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D267686","Invoice-D267686","Price","19686"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D267686","Invoice-D267686","Quantity","51"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D267686","Invoice-D267686","Unit Price","387"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D674031","Invoice-D674031","Discount","51"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D674031","Invoice-D674031","Price","18009"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D674031","Invoice-D674031","Quantity","60"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D674031","Invoice-D674031","Unit Price","301"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D411858","Invoice-D411858","Discount","50"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D411858","Invoice-D411858","Price","13418"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D411858","Invoice-D411858","Quantity","37"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D411858","Invoice-D411858","Unit Price","364"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D638698","Invoice-D638698","Discount","49"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D638698","Invoice-D638698","Price","7709"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D638698","Invoice-D638698","Quantity","18"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D638698","Invoice-D638698","Unit Price","431"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D574620","Invoice-D574620","Discount","48"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D574620","Invoice-D574620","Price","18610"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D574620","Invoice-D574620","Quantity","38"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D574620","Invoice-D574620","Unit Price","491"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D520661","Invoice-D520661","Discount","43"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D520661","Invoice-D520661","Price","27097"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D520661","Invoice-D520661","Quantity","59"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D520661","Invoice-D520661","Unit Price","460"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D509998","Invoice-D509998","Discount","41"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D509998","Invoice-D509998","Price","16429"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D509998","Invoice-D509998","Quantity","45"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D509998","Invoice-D509998","Unit Price","366"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D597447","Invoice-D597447","Discount","39"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D597447","Invoice-D597447","Price","10026"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D597447","Invoice-D597447","Quantity","55"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D597447","Invoice-D597447","Unit Price","183"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D544201","Invoice-D544201","Discount","36"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D544201","Invoice-D544201","Price","13986"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D544201","Invoice-D544201","Quantity","41"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D544201","Invoice-D544201","Unit Price","342"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D372723","Invoice-D372723","Discount","35"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D372723","Invoice-D372723","Price","12081"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D372723","Invoice-D372723","Quantity","26"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D372723","Invoice-D372723","Unit Price","466"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D346622","Invoice-D346622","Discount","33"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D346622","Invoice-D346622","Price","20217"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D346622","Invoice-D346622","Quantity","45"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D346622","Invoice-D346622","Unit Price","450"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D383814","Invoice-D383814","Discount","31"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D383814","Invoice-D383814","Price","8711"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D383814","Invoice-D383814","Quantity","31"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D383814","Invoice-D383814","Unit Price","282"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D578052","Invoice-D578052","Discount","28"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D578052","Invoice-D578052","Price","16802"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D578052","Invoice-D578052","Quantity","55"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D578052","Invoice-D578052","Unit Price","306"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D294741","Invoice-D294741","Discount","21"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D294741","Invoice-D294741","Price","8729"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D294741","Invoice-D294741","Quantity","35"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D294741","Invoice-D294741","Unit Price","250"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D450299","Invoice-D450299","Discount","21"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D450299","Invoice-D450299","Price","4425"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D450299","Invoice-D450299","Quantity","38"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D450299","Invoice-D450299","Unit Price","117"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D576246","Invoice-D576246","Discount","21"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D576246","Invoice-D576246","Price","5489"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D576246","Invoice-D576246","Quantity","38"
"TX-100160","335 Phoenix Maricopa County Arizona United States","100160","D576246","Invoice-D576246","Unit Price","145"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29879","Invoice - D29879","Discount","48"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29879","Invoice - D29879","Price","10627"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29879","Invoice - D29879","Quantity","25"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29879","Invoice - D29879","Unit Price","427"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D26912","Invoice - D26912","Discount","47"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D26912","Invoice - D26912","Price","5596"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D26912","Invoice - D26912","Quantity","27"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D26912","Invoice - D26912","Unit Price","209"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27029","Invoice - D27029","Discount","47"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27029","Invoice - D27029","Price","7345"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27029","Invoice - D27029","Quantity","28"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27029","Invoice - D27029","Unit Price","264"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D23929","Invoice - D23929","Discount","46"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D23929","Invoice - D23929","Price","7647"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D23929","Invoice - D23929","Quantity","49"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D23929","Invoice - D23929","Unit Price","157"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25013","Invoice - D25013","Discount","46"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25013","Invoice - D25013","Price","8194"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25013","Invoice - D25013","Quantity","20"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25013","Invoice - D25013","Unit Price","412"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29213","Invoice - D29213","Discount","46"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29213","Invoice - D29213","Price","13022"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29213","Invoice - D29213","Quantity","44"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29213","Invoice - D29213","Unit Price","297"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D30239","Invoice - D30239","Discount","45"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D30239","Invoice - D30239","Price","7599"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D30239","Invoice - D30239","Quantity","28"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D30239","Invoice - D30239","Unit Price","273"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25807","Invoice - D25807","Discount","44"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25807","Invoice - D25807","Price","4816"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25807","Invoice - D25807","Quantity","36"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25807","Invoice - D25807","Unit Price","135"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29098","Invoice - D29098","Discount","44"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29098","Invoice - D29098","Price","16752"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29098","Invoice - D29098","Quantity","34"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29098","Invoice - D29098","Unit Price","494"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29328","Invoice - D29328","Discount","44"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29328","Invoice - D29328","Price","5412"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29328","Invoice - D29328","Quantity","31"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D29328","Invoice - D29328","Unit Price","176"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25466","Invoice - D25466","Discount","43"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25466","Invoice - D25466","Price","14969"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25466","Invoice - D25466","Quantity","36"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25466","Invoice - D25466","Unit Price","417"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D23818","Invoice - D23818","Discount","41"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D23818","Invoice - D23818","Price","14145"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D23818","Invoice - D23818","Quantity","41"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D23818","Invoice - D23818","Unit Price","346"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25705","Invoice - D25705","Discount","40"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25705","Invoice - D25705","Price","2720"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25705","Invoice - D25705","Quantity","15"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25705","Invoice - D25705","Unit Price","184"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27486","Invoice - D27486","Discount","37"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27486","Invoice - D27486","Price","10155"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27486","Invoice - D27486","Quantity","26"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27486","Invoice - D27486","Unit Price","392"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25944","Invoice - D25944","Discount","32"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25944","Invoice - D25944","Price","13436"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25944","Invoice - D25944","Quantity","28"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25944","Invoice - D25944","Unit Price","481"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D31557","Invoice - D31557","Discount","31"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D31557","Invoice - D31557","Price","10634"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D31557","Invoice - D31557","Quantity","45"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D31557","Invoice - D31557","Unit Price","237"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D34382","Invoice - D34382","Discount","31"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D34382","Invoice - D34382","Price","3119"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D34382","Invoice - D34382","Quantity","15"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D34382","Invoice - D34382","Unit Price","210"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D26715","Invoice - D26715","Discount","30"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D26715","Invoice - D26715","Price","6824"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D26715","Invoice - D26715","Quantity","23"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D26715","Invoice - D26715","Unit Price","298"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25114","Invoice - D25114","Discount","27"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25114","Invoice - D25114","Price","5539"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25114","Invoice - D25114","Quantity","22"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D25114","Invoice - D25114","Unit Price","253"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27137","Invoice - D27137","Discount","27"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27137","Invoice - D27137","Price","13995"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27137","Invoice - D27137","Quantity","41"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27137","Invoice - D27137","Unit Price","342"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27566","Invoice - D27566","Discount","26"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27566","Invoice - D27566","Price","6112"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27566","Invoice - D27566","Quantity","31"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27566","Invoice - D27566","Unit Price","198"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27500","Invoice - D27500","Discount","25"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27500","Invoice - D27500","Price","14215"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27500","Invoice - D27500","Quantity","32"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D27500","Invoice - D27500","Unit Price","445"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D31919","Invoice - D31919","Discount","24"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D31919","Invoice - D31919","Price","12186"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D31919","Invoice - D31919","Quantity","37"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D31919","Invoice - D31919","Unit Price","330"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D31931","Invoice - D31931","Discount","22"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D31931","Invoice - D31931","Price","13370"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D31931","Invoice - D31931","Quantity","31"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D31931","Invoice - D31931","Unit Price","432"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D33616","Invoice - D33616","Discount","22"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D33616","Invoice - D33616","Price","9260"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D33616","Invoice - D33616","Quantity","26"
"TX-100120","9189 Mesa Maricopa County Arizona United States","100120","D33616","Invoice - D33616","Unit Price","357"
"TX-1001222","335 Phoenix Maricopa County Arizona United States","1001222","D372723","Invoice-D372723","Discount","280"
"TX-1001222","335 Phoenix Maricopa County Arizona United States","1001222","D372723","Invoice-D372723","Price","96648"
"TX-1001222","335 Phoenix Maricopa County Arizona United States","1001222","D372723","Invoice-D372723","Quantity","208"
"TX-1001222","335 Phoenix Maricopa County Arizona United States","1001222","D372723","Invoice-D372723","Unit Price","3728"
"TX-1001222","335 Phoenix Maricopa County Arizona United States","1001222","D522832","Invoice-D522832","Discount","70"
"TX-1001222","335 Phoenix Maricopa County Arizona United States","1001222","D522832","Invoice-D522832","Price","4809"
"TX-1001222","335 Phoenix Maricopa County Arizona United States","1001222","D522832","Invoice-D522832","Quantity","41"
"TX-1001222","335 Phoenix Maricopa County Arizona United States","1001222","D522832","Invoice-D522832","Unit Price","119"
"TX-1001221","335 Phoenix Maricopa County Arizona United States","1001221","D522832","Invoice-D522832","Discount","210"
"TX-1001221","335 Phoenix Maricopa County Arizona United States","1001221","D522832","Invoice-D522832","Price","14427"
"TX-1001221","335 Phoenix Maricopa County Arizona United States","1001221","D522832","Invoice-D522832","Quantity","123"
"TX-1001221","335 Phoenix Maricopa County Arizona United States","1001221","D522832","Invoice-D522832","Unit Price","357"
"TX-1001221","335 Phoenix Maricopa County Arizona United States","1001221","D372723","Invoice-D372723","Discount","105"
"TX-1001221","335 Phoenix Maricopa County Arizona United States","1001221","D372723","Invoice-D372723","Price","36243"
"TX-1001221","335 Phoenix Maricopa County Arizona United States","1001221","D372723","Invoice-D372723","Quantity","78"
"TX-1001221","335 Phoenix Maricopa County Arizona United States","1001221","D372723","Invoice-D372723","Unit Price","1398"
