Category,SubCategory,Month,Value Column Name,Value
"Home Appliances","Microwaves","Mar","Margin","1623"
"Home Appliances","Microwaves","Mar","Sales","12333"
"Home Appliances","Microwaves","Mar","YoY Sales %",
"Home Appliances","Microwaves","Mar","YoY Sales","12333"
"Home Appliances","Microwaves","Mar","YoY Margin","1623"
"Home Appliances","Microwaves","Mar","YoY Margin %",
"Home Appliances","Microwaves","Mar","Margin %","13.159815130138652"
"Home Appliances","Microwaves","Mar","Revenue","12333"
"Home Appliances","Microwaves","Mar","Total Customers","20"
"Home Appliances","Microwaves","Apr","","18327"
"Home Appliances","Microwaves","Apr","Margin","932"
"Home Appliances","Microwaves","Apr","Sales","18327"
"Home Appliances","Microwaves","Apr","YoY Sales %",
"Home Appliances","Microwaves","Apr","YoY Sales","18327"
"Home Appliances","Microwaves","Apr","YoY Margin","932"
"Home Appliances","Microwaves","Apr","YoY Margin %",
"Home Appliances","Microwaves","Apr","Margin %","5.085393135810553"
"Home Appliances","Microwaves","Apr","Revenue","18327"
"Home Appliances","Microwaves","Apr","Total Customers","19"
"Home Appliances","Microwaves","May","","12351"
"Home Appliances","Microwaves","May","Margin","-501"
"Home Appliances","Microwaves","May","Sales","12351"
"Home Appliances","Microwaves","May","YoY Sales %",
"Home Appliances","Microwaves","May","YoY Sales","12351"
"Home Appliances","Microwaves","May","YoY Margin","-501"
"Home Appliances","Microwaves","May","YoY Margin %",
"Home Appliances","Microwaves","May","Margin %","-4.05635171241195"
"Home Appliances","Microwaves","May","Revenue","12351"
"Home Appliances","Microwaves","May","Total Customers","22"
"Home Appliances","Microwaves","Jun","","20274"
"Home Appliances","Microwaves","Jun","Margin","-320"
"Home Appliances","Microwaves","Jun","Sales","20274"
"Home Appliances","Microwaves","Jun","YoY Sales %",
"Home Appliances","Microwaves","Jun","YoY Sales","20274"
"Home Appliances","Microwaves","Jun","YoY Margin","-320"
"Home Appliances","Microwaves","Jun","YoY Margin %",
"Home Appliances","Microwaves","Jun","Margin %","-1.578376245437506"
"Home Appliances","Microwaves","Jun","Revenue","20274"
"Home Appliances","Microwaves","Jun","Total Customers","31"
"Home Appliances","Microwaves","Jul","","19723"
"Home Appliances","Microwaves","Jul","Margin","-2740"
"Home Appliances","Microwaves","Jul","Sales","19723"
"Home Appliances","Microwaves","Jul","YoY Sales %",
"Home Appliances","Microwaves","Jul","YoY Sales","19723"
"Home Appliances","Microwaves","Jul","YoY Margin","-2740"
"Home Appliances","Microwaves","Jul","YoY Margin %",
"Home Appliances","Microwaves","Jul","Margin %","-13.892409876793591"
"Home Appliances","Microwaves","Jul","Revenue","19723"
"Home Appliances","Microwaves","Jul","Total Customers","33"
"Home Appliances","Microwaves","Aug","","25359"
"Home Appliances","Microwaves","Aug","Margin","761"
"Home Appliances","Microwaves","Aug","Sales","25359"
"Home Appliances","Microwaves","Aug","YoY Sales %",
"Home Appliances","Microwaves","Aug","YoY Sales","25359"
"Home Appliances","Microwaves","Aug","YoY Margin","761"
"Home Appliances","Microwaves","Aug","YoY Margin %",
"Home Appliances","Microwaves","Aug","Margin %","3.0009069758271227"
"Home Appliances","Microwaves","Aug","Revenue","25359"
"Home Appliances","Microwaves","Aug","Total Customers","46"
"Home Appliances","Microwaves","Sep","","46341"
"Home Appliances","Microwaves","Sep","Margin","5195"
"Home Appliances","Microwaves","Sep","Sales","46341"
"Home Appliances","Microwaves","Sep","YoY Sales %",
"Home Appliances","Microwaves","Sep","YoY Sales","46341"
"Home Appliances","Microwaves","Sep","YoY Margin","5195"
"Home Appliances","Microwaves","Sep","YoY Margin %",
"Home Appliances","Microwaves","Sep","Margin %","11.210375261647354"
"Home Appliances","Microwaves","Sep","Revenue","46341"
"Home Appliances","Microwaves","Sep","Total Customers","64"
"Home Appliances","Microwaves","Oct","","31674"
"Home Appliances","Microwaves","Oct","Margin","-4201"
"Home Appliances","Microwaves","Oct","Sales","31674"
"Home Appliances","Microwaves","Oct","YoY Sales %","16.596666666666668"
"Home Appliances","Microwaves","Oct","YoY Sales","29874"
"Home Appliances","Microwaves","Oct","YoY Margin","-4251"
"Home Appliances","Microwaves","Oct","YoY Margin %","-85.02"
"Home Appliances","Microwaves","Oct","Margin %","-13.263244301319695"
"Home Appliances","Microwaves","Oct","Revenue","31674"
"Home Appliances","Microwaves","Oct","Total Customers","57"
"Home Appliances","Microwaves","Nov","","30948"
"Home Appliances","Microwaves","Nov","Margin","-524"
"Home Appliances","Microwaves","Nov","Sales","30948"
"Home Appliances","Microwaves","Nov","YoY Sales %","9.671724137931035"
"Home Appliances","Microwaves","Nov","YoY Sales","28048"
"Home Appliances","Microwaves","Nov","YoY Margin","-925"
"Home Appliances","Microwaves","Nov","YoY Margin %","-2.306733167082294"
"Home Appliances","Microwaves","Nov","Margin %","-1.693162724570247"
"Home Appliances","Microwaves","Nov","Revenue","30948"
"Home Appliances","Microwaves","Nov","Total Customers","48"
"Home Appliances","Microwaves","Dec","","41935"
"Home Appliances","Microwaves","Dec","Margin","824"
"Home Appliances","Microwaves","Dec","Sales","41935"
"Home Appliances","Microwaves","Dec","YoY Sales %","1.5890597024140274"
"Home Appliances","Microwaves","Dec","YoY Sales","25738"
"Home Appliances","Microwaves","Dec","YoY Margin","-4201"
"Home Appliances","Microwaves","Dec","YoY Margin %","-0.8360199004975124"
"Home Appliances","Microwaves","Dec","Margin %","1.9649457493740312"
"Home Appliances","Microwaves","Dec","Revenue","41935"
"Home Appliances","Microwaves","Dec","Total Customers","66"
"Home Appliances","Refrigerators","Jan","","54023"
"Home Appliances","Refrigerators","Jan","Margin","-3967"
"Home Appliances","Refrigerators","Jan","Sales","54023"
"Home Appliances","Refrigerators","Jan","YoY Sales %",
"Home Appliances","Refrigerators","Jan","YoY Sales","54023"
"Home Appliances","Refrigerators","Jan","YoY Margin","-3967"
"Home Appliances","Refrigerators","Jan","YoY Margin %",
"Home Appliances","Refrigerators","Jan","Margin %","-7.343168650389649"
"Home Appliances","Refrigerators","Jan","Revenue","54023"
"Home Appliances","Refrigerators","Jan","Total Customers","16"
"Home Appliances","Refrigerators","Feb","","60614"
"Home Appliances","Refrigerators","Feb","Margin","-27106"
"Home Appliances","Refrigerators","Feb","Sales","60614"
"Home Appliances","Refrigerators","Feb","YoY Sales %",
"Home Appliances","Refrigerators","Feb","YoY Sales","60614"
"Home Appliances","Refrigerators","Feb","YoY Margin","-27106"
"Home Appliances","Refrigerators","Feb","YoY Margin %",
"Home Appliances","Refrigerators","Feb","Margin %","-44.719041805523474"
"Home Appliances","Refrigerators","Feb","Revenue","60614"
"Home Appliances","Refrigerators","Feb","Total Customers","18"
"Home Appliances","Refrigerators","Mar","","44314"
"Home Appliances","Refrigerators","Mar","Margin","-15076"
"Home Appliances","Refrigerators","Mar","Sales","44314"
"Home Appliances","Refrigerators","Mar","YoY Sales %",
"Home Appliances","Refrigerators","Mar","YoY Sales","44314"
"Home Appliances","Refrigerators","Mar","YoY Margin","-15076"
"Home Appliances","Refrigerators","Mar","YoY Margin %",
"Home Appliances","Refrigerators","Mar","Margin %","-34.02085119826691"
"Home Appliances","Refrigerators","Mar","Revenue","44314"
"Home Appliances","Refrigerators","Mar","Total Customers","22"
"Home Appliances","Refrigerators","Apr","","53156"
"Home Appliances","Refrigerators","Apr","Margin","-2384"
"Home Appliances","Refrigerators","Apr","Sales","53156"
"Home Appliances","Refrigerators","Apr","YoY Sales %",
"Home Appliances","Refrigerators","Apr","YoY Sales","53156"
"Home Appliances","Refrigerators","Apr","YoY Margin","-2384"
"Home Appliances","Refrigerators","Apr","YoY Margin %",
"Home Appliances","Refrigerators","Apr","Margin %","-4.484912333508917"
"Home Appliances","Refrigerators","Apr","Revenue","53156"
"Home Appliances","Refrigerators","Apr","Total Customers","23"
"Home Appliances","Refrigerators","May","","58468"
"Home Appliances","Refrigerators","May","Margin","3078"
"Home Appliances","Refrigerators","May","Sales","58468"
"Home Appliances","Refrigerators","May","YoY Sales %",
"Home Appliances","Refrigerators","May","YoY Sales","58468"
"Home Appliances","Refrigerators","May","YoY Margin","3078"
"Home Appliances","Refrigerators","May","YoY Margin %",
"Home Appliances","Refrigerators","May","Margin %","5.26441814325785"
"Home Appliances","Refrigerators","May","Revenue","58468"
"Home Appliances","Refrigerators","May","Total Customers","12"
"Home Appliances","Refrigerators","Jun","","39086"
"Home Appliances","Refrigerators","Jun","Margin","-16404"
"Home Appliances","Refrigerators","Jun","Sales","39086"
"Home Appliances","Refrigerators","Jun","YoY Sales %",
"Home Appliances","Refrigerators","Jun","YoY Sales","39086"
"Home Appliances","Refrigerators","Jun","YoY Margin","-16404"
"Home Appliances","Refrigerators","Jun","YoY Margin %",
"Home Appliances","Refrigerators","Jun","Margin %","-41.96899145474083"
"Home Appliances","Refrigerators","Jun","Revenue","39086"
"Home Appliances","Refrigerators","Jun","Total Customers","15"
"Home Appliances","Refrigerators","Jul","","59519"
"Home Appliances","Refrigerators","Jul","Margin","-25791"
"Home Appliances","Refrigerators","Jul","Sales","59519"
"Home Appliances","Refrigerators","Jul","YoY Sales %",
"Home Appliances","Refrigerators","Jul","YoY Sales","59519"
"Home Appliances","Refrigerators","Jul","YoY Margin","-25791"
"Home Appliances","Refrigerators","Jul","YoY Margin %",
"Home Appliances","Refrigerators","Jul","Margin %","-43.33238125640552"
"Home Appliances","Refrigerators","Jul","Revenue","59519"
"Home Appliances","Refrigerators","Jul","Total Customers","28"
"Home Appliances","Refrigerators","Aug","","122808"
"Home Appliances","Refrigerators","Aug","Margin","-47142"
"Home Appliances","Refrigerators","Aug","Sales","122808"
"Home Appliances","Refrigerators","Aug","YoY Sales %",
"Home Appliances","Refrigerators","Aug","YoY Sales","122808"
"Home Appliances","Refrigerators","Aug","YoY Margin","-47142"
"Home Appliances","Refrigerators","Aug","YoY Margin %",
"Home Appliances","Refrigerators","Aug","Margin %","-38.386750048856754"
"Home Appliances","Refrigerators","Aug","Revenue","122808"
"Home Appliances","Refrigerators","Aug","Total Customers","45"
"Home Appliances","Refrigerators","Sep","","91128"
"Home Appliances","Refrigerators","Sep","Margin","-33162"
"Home Appliances","Refrigerators","Sep","Sales","91128"
"Home Appliances","Refrigerators","Sep","YoY Sales %",
"Home Appliances","Refrigerators","Sep","YoY Sales","91128"
"Home Appliances","Refrigerators","Sep","YoY Margin","-33162"
"Home Appliances","Refrigerators","Sep","YoY Margin %",
"Home Appliances","Refrigerators","Sep","Margin %","-36.390571503818805"
"Home Appliances","Refrigerators","Sep","Revenue","91128"
"Home Appliances","Refrigerators","Sep","Total Customers","47"
"Home Appliances","Refrigerators","Oct","","118753"
"Home Appliances","Refrigerators","Oct","Margin","-59007"
"Home Appliances","Refrigerators","Oct","Sales","118753"
"Home Appliances","Refrigerators","Oct","YoY Sales %","131.09454949944381"
"Home Appliances","Refrigerators","Oct","YoY Sales","117854"
"Home Appliances","Refrigerators","Oct","YoY Margin","-55776"
"Home Appliances","Refrigerators","Oct","YoY Margin %","17.2627669452182"
"Home Appliances","Refrigerators","Oct","Margin %","-49.6888499658956"
"Home Appliances","Refrigerators","Oct","Revenue","118753"
"Home Appliances","Refrigerators","Oct","Total Customers","51"
"Home Appliances","Refrigerators","Nov","","148793"
"Home Appliances","Refrigerators","Nov","Margin","-38107"
"Home Appliances","Refrigerators","Nov","Sales","148793"
"Home Appliances","Refrigerators","Nov","YoY Sales %","3.2777506253054653"
"Home Appliances","Refrigerators","Nov","YoY Sales","114010"
"Home Appliances","Refrigerators","Nov","YoY Margin","1720"
"Home Appliances","Refrigerators","Nov","YoY Margin %","-0.04318678283576468"
"Home Appliances","Refrigerators","Nov","Margin %","-25.610747817437648"
"Home Appliances","Refrigerators","Nov","Revenue","148793"
"Home Appliances","Refrigerators","Nov","Total Customers","56"
"Home Appliances","Refrigerators","Dec","","146405"
"Home Appliances","Refrigerators","Dec","Margin","-57275"
"Home Appliances","Refrigerators","Dec","Sales","146405"
"Home Appliances","Refrigerators","Dec","YoY Sales %","8.664334279490395"
"Home Appliances","Refrigerators","Dec","YoY Sales","131256"
"Home Appliances","Refrigerators","Dec","YoY Margin","-48024"
"Home Appliances","Refrigerators","Dec","YoY Margin %","5.191222570532916"
"Home Appliances","Refrigerators","Dec","Margin %","-39.12093166217001"
"Home Appliances","Refrigerators","Dec","Revenue","146405"
"Home Appliances","Refrigerators","Dec","Total Customers","64"
"Home Appliances","Washers & Dryers","Jan","","85784"
"Home Appliances","Washers & Dryers","Jan","Margin","8792"
"Home Appliances","Washers & Dryers","Jan","Sales","85784"
"Home Appliances","Washers & Dryers","Jan","YoY Sales %",
"Home Appliances","Washers & Dryers","Jan","YoY Sales","85784"
"Home Appliances","Washers & Dryers","Jan","YoY Margin","8792"
"Home Appliances","Washers & Dryers","Jan","YoY Margin %",
"Home Appliances","Washers & Dryers","Jan","Margin %","10.248997482047935"
"Home Appliances","Washers & Dryers","Jan","Revenue","85784"
"Home Appliances","Washers & Dryers","Jan","Total Customers","15"
"Home Appliances","Washers & Dryers","Feb","","81205"
"Home Appliances","Washers & Dryers","Feb","Margin","-16523"
"Home Appliances","Washers & Dryers","Feb","Sales","81205"
"Home Appliances","Washers & Dryers","Feb","YoY Sales %",
"Home Appliances","Washers & Dryers","Feb","YoY Sales","81205"
"Home Appliances","Washers & Dryers","Feb","YoY Margin","-16523"
"Home Appliances","Washers & Dryers","Feb","YoY Margin %",
"Home Appliances","Washers & Dryers","Feb","Margin %","-20.34726925681916"
"Home Appliances","Washers & Dryers","Feb","Revenue","81205"
"Home Appliances","Washers & Dryers","Feb","Total Customers","20"
"Home Appliances","Washers & Dryers","Mar","","68839"
"Home Appliances","Washers & Dryers","Mar","Margin","1849"
"Home Appliances","Washers & Dryers","Mar","Sales","68839"
"Home Appliances","Washers & Dryers","Mar","YoY Sales %",
"Home Appliances","Washers & Dryers","Mar","YoY Sales","68839"
"Home Appliances","Washers & Dryers","Mar","YoY Margin","1849"
"Home Appliances","Washers & Dryers","Mar","YoY Margin %",
"Home Appliances","Washers & Dryers","Mar","Margin %","2.68597742558724"
"Home Appliances","Washers & Dryers","Mar","Revenue","68839"
"Home Appliances","Washers & Dryers","Mar","Total Customers","15"
"Home Appliances","Washers & Dryers","Apr","","75644"
"Home Appliances","Washers & Dryers","Apr","Margin","-3220"
"Home Appliances","Washers & Dryers","Apr","Sales","75644"
"Home Appliances","Washers & Dryers","Apr","YoY Sales %",
"Home Appliances","Washers & Dryers","Apr","YoY Sales","75644"
"Home Appliances","Washers & Dryers","Apr","YoY Margin","-3220"
"Home Appliances","Washers & Dryers","Apr","YoY Margin %",
"Home Appliances","Washers & Dryers","Apr","Margin %","-4.256781767225425"
"Home Appliances","Washers & Dryers","Apr","Revenue","75644"
"Home Appliances","Washers & Dryers","Apr","Total Customers","17"
"Home Appliances","Washers & Dryers","May","","92623"
"Home Appliances","Washers & Dryers","May","Margin","3331"
"Home Appliances","Washers & Dryers","May","Sales","92623"
"Home Appliances","Washers & Dryers","May","YoY Sales %",
"Home Appliances","Washers & Dryers","May","YoY Sales","92623"
"Home Appliances","Washers & Dryers","May","YoY Margin","3331"
"Home Appliances","Washers & Dryers","May","YoY Margin %",
"Home Appliances","Washers & Dryers","May","Margin %","3.5962989754164734"
"Home Appliances","Washers & Dryers","May","Revenue","92623"
"Home Appliances","Washers & Dryers","May","Total Customers","20"
"Home Appliances","Washers & Dryers","Jun","","93428"
"Home Appliances","Washers & Dryers","Jun","Margin","-4990"
"Home Appliances","Washers & Dryers","Jun","Sales","93428"
"Home Appliances","Washers & Dryers","Jun","YoY Sales %",
"Home Appliances","Washers & Dryers","Jun","YoY Sales","93428"
"Home Appliances","Washers & Dryers","Jun","YoY Margin","-4990"
"Home Appliances","Washers & Dryers","Jun","YoY Margin %",
"Home Appliances","Washers & Dryers","Jun","Margin %","-5.341011260007707"
"Home Appliances","Washers & Dryers","Jun","Revenue","93428"
"Home Appliances","Washers & Dryers","Jun","Total Customers","20"
"Home Appliances","Washers & Dryers","Jul","","137865"
"Home Appliances","Washers & Dryers","Jul","Margin","9195"
"Home Appliances","Washers & Dryers","Jul","Sales","137865"
"Home Appliances","Washers & Dryers","Jul","YoY Sales %",
"Home Appliances","Washers & Dryers","Jul","YoY Sales","137865"
"Home Appliances","Washers & Dryers","Jul","YoY Margin","9195"
"Home Appliances","Washers & Dryers","Jul","YoY Margin %",
"Home Appliances","Washers & Dryers","Jul","Margin %","6.669568055706669"
"Home Appliances","Washers & Dryers","Jul","Revenue","137865"
"Home Appliances","Washers & Dryers","Jul","Total Customers","26"
"Home Appliances","Washers & Dryers","Aug","","159114"
"Home Appliances","Washers & Dryers","Aug","Margin","24420"
"Home Appliances","Washers & Dryers","Aug","Sales","159114"
"Home Appliances","Washers & Dryers","Aug","YoY Sales %",
"Home Appliances","Washers & Dryers","Aug","YoY Sales","159114"
"Home Appliances","Washers & Dryers","Aug","YoY Margin","24420"
"Home Appliances","Washers & Dryers","Aug","YoY Margin %",
"Home Appliances","Washers & Dryers","Aug","Margin %","15.347486707643576"
"Home Appliances","Washers & Dryers","Aug","Revenue","159114"
"Home Appliances","Washers & Dryers","Aug","Total Customers","27"
"Home Appliances","Washers & Dryers","Sep","","212012"
"Home Appliances","Washers & Dryers","Sep","Margin","20384"
"Home Appliances","Washers & Dryers","Sep","Sales","212012"
"Home Appliances","Washers & Dryers","Sep","YoY Sales %",
"Home Appliances","Washers & Dryers","Sep","YoY Sales","212012"
"Home Appliances","Washers & Dryers","Sep","YoY Margin","20384"
"Home Appliances","Washers & Dryers","Sep","YoY Margin %",
"Home Appliances","Washers & Dryers","Sep","Margin %","9.614550119804539"
"Home Appliances","Washers & Dryers","Sep","Revenue","212012"
"Home Appliances","Washers & Dryers","Sep","Total Customers","39"
"Home Appliances","Washers & Dryers","Oct","","229081"
"Home Appliances","Washers & Dryers","Oct","Margin","33565"
"Home Appliances","Washers & Dryers","Oct","Sales","229081"
"Home Appliances","Washers & Dryers","Oct","YoY Sales %",
"Home Appliances","Washers & Dryers","Oct","YoY Sales","229081"
"Home Appliances","Washers & Dryers","Oct","YoY Margin","33565"
"Home Appliances","Washers & Dryers","Oct","YoY Margin %",
"Home Appliances","Washers & Dryers","Oct","Margin %","14.65202264701132"
"Home Appliances","Washers & Dryers","Oct","Revenue","229081"
"Home Appliances","Washers & Dryers","Oct","Total Customers","37"
"Home Appliances","Washers & Dryers","Nov","","197459"
"Home Appliances","Washers & Dryers","Nov","Margin","13403"
"Home Appliances","Washers & Dryers","Nov","Sales","197459"
"Home Appliances","Washers & Dryers","Nov","YoY Sales %","10.646750029491566"
"Home Appliances","Washers & Dryers","Nov","YoY Sales","180505"
"Home Appliances","Washers & Dryers","Nov","YoY Margin","15373"
"Home Appliances","Washers & Dryers","Nov","YoY Margin %","-7.8035532994923855"
"Home Appliances","Washers & Dryers","Nov","Margin %","6.787738214008984"
"Home Appliances","Washers & Dryers","Nov","Revenue","197459"
"Home Appliances","Washers & Dryers","Nov","Total Customers","37"
"Home Appliances","Washers & Dryers","Dec","","234493"
"Home Appliances","Washers & Dryers","Dec","Margin","28501"
"Home Appliances","Washers & Dryers","Dec","Sales","234493"
"Home Appliances","Washers & Dryers","Dec","YoY Sales %","2.3490388185895057"
"Home Appliances","Washers & Dryers","Dec","YoY Sales","164475"
"Home Appliances","Washers & Dryers","Dec","YoY Margin","21405"
"Home Appliances","Washers & Dryers","Dec","YoY Margin %","3.016488162344983"
"Home Appliances","Washers & Dryers","Dec","Margin %","12.1543073780454"
"Home Appliances","Washers & Dryers","Dec","Revenue","234493"
"Home Appliances","Washers & Dryers","Dec","Total Customers","43"
"Home Appliances","Water Heaters","Jan","","16413"
"Home Appliances","Water Heaters","Jan","Margin","4821"
"Home Appliances","Water Heaters","Jan","Sales","16413"
"Home Appliances","Water Heaters","Jan","YoY Sales %",
"Home Appliances","Water Heaters","Jan","YoY Sales","16413"
"Home Appliances","Water Heaters","Jan","YoY Margin","4821"
"Home Appliances","Water Heaters","Jan","YoY Margin %",
"Home Appliances","Water Heaters","Jan","Margin %","29.37305794187534"
"Home Appliances","Water Heaters","Jan","Revenue","16413"
"Home Appliances","Water Heaters","Jan","Total Customers","7"
"Home Appliances","Water Heaters","Feb","","4533"
"Home Appliances","Water Heaters","Feb","Margin","-231"
"Home Appliances","Water Heaters","Feb","Sales","4533"
"Home Appliances","Water Heaters","Feb","YoY Sales %",
"Home Appliances","Water Heaters","Feb","YoY Sales","4533"
"Home Appliances","Water Heaters","Feb","YoY Margin","-231"
"Home Appliances","Water Heaters","Feb","YoY Margin %",
"Home Appliances","Water Heaters","Feb","Margin %","-5.095962938451357"
"Home Appliances","Water Heaters","Feb","Revenue","4533"
"Home Appliances","Water Heaters","Feb","Total Customers","3"
"Home Appliances","Water Heaters","Mar","","26140"
"Home Appliances","Water Heaters","Mar","Margin","10882"
"Home Appliances","Water Heaters","Mar","Sales","26140"
"Home Appliances","Water Heaters","Mar","YoY Sales %",
"Home Appliances","Water Heaters","Mar","YoY Sales","26140"
"Home Appliances","Water Heaters","Mar","YoY Margin","10882"
"Home Appliances","Water Heaters","Mar","YoY Margin %",
"Home Appliances","Water Heaters","Mar","Margin %","41.62968630451415"
"Home Appliances","Water Heaters","Mar","Revenue","26140"
"Home Appliances","Water Heaters","Mar","Total Customers","8"
"Home Appliances","Water Heaters","Apr","","15756"
"Home Appliances","Water Heaters","Apr","Margin","2940"
"Home Appliances","Water Heaters","Apr","Sales","15756"
"Home Appliances","Water Heaters","Apr","YoY Sales %",
"Home Appliances","Water Heaters","Apr","YoY Sales","15756"
"Home Appliances","Water Heaters","Apr","YoY Margin","2940"
"Home Appliances","Water Heaters","Apr","YoY Margin %",
"Home Appliances","Water Heaters","Apr","Margin %","18.659558263518658"
"Home Appliances","Water Heaters","Apr","Revenue","15756"
"Home Appliances","Water Heaters","Apr","Total Customers","6"
"Home Appliances","Water Heaters","May","","18189"
"Home Appliances","Water Heaters","May","Margin","2061"
"Home Appliances","Water Heaters","May","Sales","18189"
"Home Appliances","Water Heaters","May","YoY Sales %",
"Home Appliances","Water Heaters","May","YoY Sales","18189"
"Home Appliances","Water Heaters","May","YoY Margin","2061"
"Home Appliances","Water Heaters","May","YoY Margin %",
"Home Appliances","Water Heaters","May","Margin %","11.331024245423057"
"Home Appliances","Water Heaters","May","Revenue","18189"
"Home Appliances","Water Heaters","May","Total Customers","7"
"Home Appliances","Water Heaters","Jun","","30233"
"Home Appliances","Water Heaters","Jun","Margin","10763"
"Home Appliances","Water Heaters","Jun","Sales","30233"
"Home Appliances","Water Heaters","Jun","YoY Sales %",
"Home Appliances","Water Heaters","Jun","YoY Sales","30233"
"Home Appliances","Water Heaters","Jun","YoY Margin","10763"
"Home Appliances","Water Heaters","Jun","YoY Margin %",
"Home Appliances","Water Heaters","Jun","Margin %","35.60017199748619"
"Home Appliances","Water Heaters","Jun","Revenue","30233"
"Home Appliances","Water Heaters","Jun","Total Customers","9"
"Home Appliances","Water Heaters","Jul","","8159"
"Home Appliances","Water Heaters","Jul","Margin","-1723"
"Home Appliances","Water Heaters","Jul","Sales","8159"
"Home Appliances","Water Heaters","Jul","YoY Sales %",
"Home Appliances","Water Heaters","Jul","YoY Sales","8159"
"Home Appliances","Water Heaters","Jul","YoY Margin","-1723"
"Home Appliances","Water Heaters","Jul","YoY Margin %",
"Home Appliances","Water Heaters","Jul","Margin %","-21.11778404216203"
"Home Appliances","Water Heaters","Jul","Revenue","8159"
"Home Appliances","Water Heaters","Jul","Total Customers","5"
"Home Appliances","Water Heaters","Aug","","26840"
"Home Appliances","Water Heaters","Aug","Margin","662"
"Home Appliances","Water Heaters","Aug","Sales","26840"
"Home Appliances","Water Heaters","Aug","YoY Sales %",
"Home Appliances","Water Heaters","Aug","YoY Sales","26840"
"Home Appliances","Water Heaters","Aug","YoY Margin","662"
"Home Appliances","Water Heaters","Aug","YoY Margin %",
"Home Appliances","Water Heaters","Aug","Margin %","2.4664679582712368"
"Home Appliances","Water Heaters","Aug","Revenue","26840"
"Home Appliances","Water Heaters","Aug","Total Customers","12"
"Home Appliances","Water Heaters","Sep","","52049"
"Home Appliances","Water Heaters","Sep","Margin","7283"
"Home Appliances","Water Heaters","Sep","Sales","52049"
"Home Appliances","Water Heaters","Sep","YoY Sales %",
"Home Appliances","Water Heaters","Sep","YoY Sales","52049"
"Home Appliances","Water Heaters","Sep","YoY Margin","7283"
"Home Appliances","Water Heaters","Sep","YoY Margin %",
"Home Appliances","Water Heaters","Sep","Margin %","13.992583911314338"
"Home Appliances","Water Heaters","Sep","Revenue","52049"
"Home Appliances","Water Heaters","Sep","Total Customers","22"
"Home Appliances","Water Heaters","Oct","","43995"
"Home Appliances","Water Heaters","Oct","Margin","10155"
"Home Appliances","Water Heaters","Oct","Sales","43995"
"Home Appliances","Water Heaters","Oct","YoY Sales %","2.3959861057506755"
"Home Appliances","Water Heaters","Oct","YoY Sales","31040"
"Home Appliances","Water Heaters","Oct","YoY Margin","6296"
"Home Appliances","Water Heaters","Oct","YoY Margin %","1.6315107540813683"
"Home Appliances","Water Heaters","Oct","Margin %","23.08216842823048"
"Home Appliances","Water Heaters","Oct","Revenue","43995"
"Home Appliances","Water Heaters","Oct","Total Customers","16"
"Home Appliances","Water Heaters","Nov","","34048"
"Home Appliances","Water Heaters","Nov","Margin","4978"
"Home Appliances","Water Heaters","Nov","Sales","34048"
"Home Appliances","Water Heaters","Nov","YoY Sales %","37.77904328018223"
"Home Appliances","Water Heaters","Nov","YoY Sales","33170"
"Home Appliances","Water Heaters","Nov","YoY Margin","6524"
"Home Appliances","Water Heaters","Nov","YoY Margin %","-4.219922380336352"
"Home Appliances","Water Heaters","Nov","Margin %","14.620535714285714"
"Home Appliances","Water Heaters","Nov","Revenue","34048"
"Home Appliances","Water Heaters","Nov","Total Customers","17"
"Home Appliances","Water Heaters","Dec","","47486"
"Home Appliances","Water Heaters","Dec","Margin","2822"
"Home Appliances","Water Heaters","Dec","Sales","47486"
"Home Appliances","Water Heaters","Dec","YoY Sales %","3.8703589743589744"
"Home Appliances","Water Heaters","Dec","YoY Sales","37736"
"Home Appliances","Water Heaters","Dec","YoY Margin","5258"
"Home Appliances","Water Heaters","Dec","YoY Margin %","-2.158456486042693"
"Home Appliances","Water Heaters","Dec","Margin %","5.942804194920608"
"Home Appliances","Water Heaters","Dec","Revenue","47486"
"Home Appliances","Water Heaters","Dec","Total Customers","21"
"Computers","Computers Accessories","Jan","","31912"
"Computers","Computers Accessories","Jan","Margin","-1192"
"Computers","Computers Accessories","Jan","Sales","31912"
"Computers","Computers Accessories","Jan","YoY Sales %","0.9794070214613572"
"Computers","Computers Accessories","Jan","YoY Sales","15790"
"Computers","Computers Accessories","Jan","YoY Margin","2542"
"Computers","Computers Accessories","Jan","YoY Margin %","-0.6807712908409213"
"Computers","Computers Accessories","Jan","Margin %","-3.735271997994485"
"Computers","Computers Accessories","Jan","Revenue","31912"
"Computers","Computers Accessories","Jan","Total Customers","155"
"Computers","Computers Accessories","Feb","","14978"
"Computers","Computers Accessories","Feb","Margin","-1558"
"Computers","Computers Accessories","Feb","Sales","14978"
"Computers","Computers Accessories","Feb","YoY Sales %","0.5341595820956673"
"Computers","Computers Accessories","Feb","YoY Sales","5215"
"Computers","Computers Accessories","Feb","YoY Margin","2055"
"Computers","Computers Accessories","Feb","YoY Margin %","-0.5687794076944368"
"Computers","Computers Accessories","Feb","Margin %","-10.4019228201362"
"Computers","Computers Accessories","Feb","Revenue","14978"
"Computers","Computers Accessories","Feb","Total Customers","94"
"Computers","Computers Accessories","Mar","","12113"
"Computers","Computers Accessories","Mar","Margin","-2487"
"Computers","Computers Accessories","Mar","Sales","12113"
"Computers","Computers Accessories","Mar","YoY Sales %","-0.013920547053077173"
