Country,Category,Subcategory,Model,Fiscal Year,Value Column Name,Value
"France","Accessories","Tires and Tubes","Patch kit","FY2020","(Sales Amount - Order Quantity)%","1.0949971988795517"
"France","Accessories","Tires and Tubes","Mountain Tire Tube","FY2019","Order Quantity",
"France","Accessories","Tires and Tubes","Mountain Tire Tube","FY2019","Sales Amount",
"France","Accessories","Tires and Tubes","Mountain Tire Tube","FY2019","Sales Amount - Order Quantity",
"France","Accessories","Tires and Tubes","Mountain Tire Tube","FY2019","(Sales Amount - Order Quantity)%",
"France","Accessories","Tires and Tubes","Mountain Tire Tube","FY2020","Order Quantity","176"
"France","Accessories","Tires and Tubes","Mountain Tire Tube","FY2020","Sales Amount","878.24"
"France","Accessories","Tires and Tubes","Mountain Tire Tube","FY2020","Sales Amount - Order Quantity","702.24"
"France","Accessories","Tires and Tubes","Mountain Tire Tube","FY2020","(Sales Amount - Order Quantity)%","3.99"
"France","Accessories","Tires and Tubes","Road Tire Tube","FY2019","Order Quantity","5"
"France","Accessories","Tires and Tubes","Road Tire Tube","FY2019","Sales Amount","19.95"
"France","Accessories","Tires and Tubes","Road Tire Tube","FY2019","Sales Amount - Order Quantity","14.95"
"France","Accessories","Tires and Tubes","Road Tire Tube","FY2019","(Sales Amount - Order Quantity)%","2.99"
"France","Accessories","Tires and Tubes","Road Tire Tube","FY2020","Order Quantity","288"
"France","Accessories","Tires and Tubes","Road Tire Tube","FY2020","Sales Amount","1149.12"
"France","Accessories","Tires and Tubes","Road Tire Tube","FY2020","Sales Amount - Order Quantity","861.1199999999999"
"France","Accessories","Tires and Tubes","Road Tire Tube","FY2020","(Sales Amount - Order Quantity)%","2.99"
"France","Accessories","Tires and Tubes","LL Mountain Tire","FY2019","Order Quantity",
"France","Accessories","Tires and Tubes","LL Mountain Tire","FY2019","Sales Amount",
"France","Accessories","Tires and Tubes","LL Mountain Tire","FY2019","Sales Amount - Order Quantity",
"France","Accessories","Tires and Tubes","LL Mountain Tire","FY2019","(Sales Amount - Order Quantity)%",
"France","Accessories","Tires and Tubes","LL Mountain Tire","FY2020","Order Quantity","55"
"France","Accessories","Tires and Tubes","LL Mountain Tire","FY2020","Sales Amount","1374.45"
"France","Accessories","Tires and Tubes","LL Mountain Tire","FY2020","Sales Amount - Order Quantity","1319.45"
"France","Accessories","Tires and Tubes","LL Mountain Tire","FY2020","(Sales Amount - Order Quantity)%","23.99"
"France","Accessories","Tires and Tubes","Touring Tire Tube","FY2019","Order Quantity",
"France","Accessories","Tires and Tubes","Touring Tire Tube","FY2019","Sales Amount",
"France","Accessories","Tires and Tubes","Touring Tire Tube","FY2019","Sales Amount - Order Quantity",
"France","Accessories","Tires and Tubes","Touring Tire Tube","FY2019","(Sales Amount - Order Quantity)%",
"France","Accessories","Tires and Tubes","Touring Tire Tube","FY2020","Order Quantity","280"
"France","Accessories","Tires and Tubes","Touring Tire Tube","FY2020","Sales Amount","1397.2"
"France","Accessories","Tires and Tubes","Touring Tire Tube","FY2020","Sales Amount - Order Quantity","1117.2"
"France","Accessories","Tires and Tubes","Touring Tire Tube","FY2020","(Sales Amount - Order Quantity)%","3.99"
"France","Accessories","Tires and Tubes","HL Mountain Tire","FY2019","Order Quantity","1"
"France","Accessories","Tires and Tubes","HL Mountain Tire","FY2019","Sales Amount","35"
"France","Accessories","Tires and Tubes","HL Mountain Tire","FY2019","Sales Amount - Order Quantity","34"
"France","Accessories","Tires and Tubes","HL Mountain Tire","FY2019","(Sales Amount - Order Quantity)%","34"
"France","Accessories","Tires and Tubes","HL Mountain Tire","FY2020","Order Quantity","64"
"France","Accessories","Tires and Tubes","HL Mountain Tire","FY2020","Sales Amount","2240"
"France","Accessories","Tires and Tubes","HL Mountain Tire","FY2020","Sales Amount - Order Quantity","2176"
"France","Accessories","Tires and Tubes","HL Mountain Tire","FY2020","(Sales Amount - Order Quantity)%","34"
"France","Accessories","Tires and Tubes","HL Road Tire","FY2019","Order Quantity","7"
"France","Accessories","Tires and Tubes","HL Road Tire","FY2019","Sales Amount","228.2"
"France","Accessories","Tires and Tubes","HL Road Tire","FY2019","Sales Amount - Order Quantity","221.2"
"France","Accessories","Tires and Tubes","HL Road Tire","FY2019","(Sales Amount - Order Quantity)%","31.6"
"France","Accessories","Tires and Tubes","HL Road Tire","FY2020","Order Quantity","66"
"France","Accessories","Tires and Tubes","HL Road Tire","FY2020","Sales Amount","2151.6"
"France","Accessories","Tires and Tubes","HL Road Tire","FY2020","Sales Amount - Order Quantity","2085.6"
"France","Accessories","Tires and Tubes","HL Road Tire","FY2020","(Sales Amount - Order Quantity)%","31.6"
"France","Accessories","Tires and Tubes","ML Road Tire","FY2019","Order Quantity","2"
"France","Accessories","Tires and Tubes","ML Road Tire","FY2019","Sales Amount","49.98"
"France","Accessories","Tires and Tubes","ML Road Tire","FY2019","Sales Amount - Order Quantity","47.98"
"France","Accessories","Tires and Tubes","ML Road Tire","FY2019","(Sales Amount - Order Quantity)%","23.99"
"France","Accessories","Tires and Tubes","ML Road Tire","FY2020","Order Quantity","106"
"France","Accessories","Tires and Tubes","ML Road Tire","FY2020","Sales Amount","2648.94"
"France","Accessories","Tires and Tubes","ML Road Tire","FY2020","Sales Amount - Order Quantity","2542.94"
"France","Accessories","Tires and Tubes","ML Road Tire","FY2020","(Sales Amount - Order Quantity)%","23.99"
"France","Accessories","Tires and Tubes","ML Mountain Tire","FY2019","Order Quantity",
"France","Accessories","Tires and Tubes","ML Mountain Tire","FY2019","Sales Amount",
"France","Accessories","Tires and Tubes","ML Mountain Tire","FY2019","Sales Amount - Order Quantity",
"France","Accessories","Tires and Tubes","ML Mountain Tire","FY2019","(Sales Amount - Order Quantity)%",
"France","Accessories","Tires and Tubes","ML Mountain Tire","FY2020","Order Quantity","91"
"France","Accessories","Tires and Tubes","ML Mountain Tire","FY2020","Sales Amount","2729.09"
"France","Accessories","Tires and Tubes","ML Mountain Tire","FY2020","Sales Amount - Order Quantity","2638.09"
"France","Accessories","Tires and Tubes","ML Mountain Tire","FY2020","(Sales Amount - Order Quantity)%","28.99"
"France","Accessories","Tires and Tubes","LL Road Tire","FY2019","Order Quantity","1"
"France","Accessories","Tires and Tubes","LL Road Tire","FY2019","Sales Amount","21.49"
"France","Accessories","Tires and Tubes","LL Road Tire","FY2019","Sales Amount - Order Quantity","20.49"
"France","Accessories","Tires and Tubes","LL Road Tire","FY2019","(Sales Amount - Order Quantity)%","20.49"
"France","Accessories","Tires and Tubes","LL Road Tire","FY2020","Order Quantity","150"
"France","Accessories","Tires and Tubes","LL Road Tire","FY2020","Sales Amount","3223.5"
"France","Accessories","Tires and Tubes","LL Road Tire","FY2020","Sales Amount - Order Quantity","3073.5"
"France","Accessories","Tires and Tubes","LL Road Tire","FY2020","(Sales Amount - Order Quantity)%","20.49"
"France","Accessories","Tires and Tubes","Touring Tire","FY2019","Order Quantity","1"
"France","Accessories","Tires and Tubes","Touring Tire","FY2019","Sales Amount","28.99"
"France","Accessories","Tires and Tubes","Touring Tire","FY2019","Sales Amount - Order Quantity","27.99"
"France","Accessories","Tires and Tubes","Touring Tire","FY2019","(Sales Amount - Order Quantity)%","27.99"
"France","Accessories","Tires and Tubes","Touring Tire","FY2020","Order Quantity","164"
"France","Accessories","Tires and Tubes","Touring Tire","FY2020","Sales Amount","4754.36"
"France","Accessories","Tires and Tubes","Touring Tire","FY2020","Sales Amount - Order Quantity","4590.36"
"France","Accessories","Tires and Tubes","Touring Tire","FY2020","(Sales Amount - Order Quantity)%","27.99"
"France","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2019","Order Quantity","1"
"France","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2019","Sales Amount","120"
"France","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2019","Sales Amount - Order Quantity","119"
"France","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2019","(Sales Amount - Order Quantity)%","119"
"France","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2020","Order Quantity","342"
"France","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2020","Sales Amount","24306.624"
"France","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2020","Sales Amount - Order Quantity","23964.624"
"France","Accessories","Bike Racks","Hitch Rack - 4-Bike","FY2020","(Sales Amount - Order Quantity)%","70.072"
"France","Accessories","Helmets","Sport-100","FY2019","Order Quantity","307"
"France","Accessories","Helmets","Sport-100","FY2019","Sales Amount","6182.4803"
"France","Accessories","Helmets","Sport-100","FY2019","Sales Amount - Order Quantity","5875.4803"
"France","Accessories","Helmets","Sport-100","FY2019","(Sales Amount - Order Quantity)%","19.138372312703584"
"France","Accessories","Helmets","Sport-100","FY2020","Order Quantity","1214"
"France","Accessories","Helmets","Sport-100","FY2020","Sales Amount","33850.5227"
"France","Accessories","Helmets","Sport-100","FY2020","Sales Amount - Order Quantity","32636.5227"
"France","Accessories","Helmets","Sport-100","FY2020","(Sales Amount - Order Quantity)%","26.8834618616145"
"France","Clothing","Socks","Racing Socks","FY2019","Order Quantity",
"France","Clothing","Socks","Racing Socks","FY2019","Sales Amount",
"France","Clothing","Socks","Racing Socks","FY2019","Sales Amount - Order Quantity",
"France","Clothing","Socks","Racing Socks","FY2019","(Sales Amount - Order Quantity)%",
"France","Clothing","Socks","Racing Socks","FY2020","Order Quantity","136"
"France","Clothing","Socks","Racing Socks","FY2020","Sales Amount","848.656"
"France","Clothing","Socks","Racing Socks","FY2020","Sales Amount - Order Quantity","712.656"
"France","Clothing","Socks","Racing Socks","FY2020","(Sales Amount - Order Quantity)%","5.240117647058823"
"France","Clothing","Caps","Cycling Cap","FY2019","Order Quantity","131"
"France","Clothing","Caps","Cycling Cap","FY2019","Sales Amount","685.3954"
"France","Clothing","Caps","Cycling Cap","FY2019","Sales Amount - Order Quantity","554.3954"
"France","Clothing","Caps","Cycling Cap","FY2019","(Sales Amount - Order Quantity)%","4.232025954198473"
"France","Clothing","Caps","Cycling Cap","FY2020","Order Quantity","456"
"France","Clothing","Caps","Cycling Cap","FY2020","Sales Amount","3248.0412"
"France","Clothing","Caps","Cycling Cap","FY2020","Sales Amount - Order Quantity","2792.0412"
"France","Clothing","Caps","Cycling Cap","FY2020","(Sales Amount - Order Quantity)%","6.122897368421053"
"France","Clothing","Bib-Shorts","Men's Bib-Shorts","FY2019","Order Quantity","201"
"France","Clothing","Bib-Shorts","Men's Bib-Shorts","FY2019","Sales Amount","10758.9525"
"France","Clothing","Bib-Shorts","Men's Bib-Shorts","FY2019","Sales Amount - Order Quantity","10557.9525"
"France","Clothing","Bib-Shorts","Men's Bib-Shorts","FY2019","(Sales Amount - Order Quantity)%","52.52712686567165"
"France","Clothing","Bib-Shorts","Men's Bib-Shorts","FY2020","Order Quantity",
"France","Clothing","Bib-Shorts","Men's Bib-Shorts","FY2020","Sales Amount",
"France","Clothing","Bib-Shorts","Men's Bib-Shorts","FY2020","Sales Amount - Order Quantity",
"France","Clothing","Bib-Shorts","Men's Bib-Shorts","FY2020","(Sales Amount - Order Quantity)%",
"France","Clothing","Tights","Women's Tights","FY2019","Order Quantity","270"
"France","Clothing","Tights","Women's Tights","FY2019","Sales Amount","11791.6676"
"France","Clothing","Tights","Women's Tights","FY2019","Sales Amount - Order Quantity","11521.6676"
"France","Clothing","Tights","Women's Tights","FY2019","(Sales Amount - Order Quantity)%","42.67284296296297"
"France","Clothing","Tights","Women's Tights","FY2020","Order Quantity",
"France","Clothing","Tights","Women's Tights","FY2020","Sales Amount",
"France","Clothing","Tights","Women's Tights","FY2020","Sales Amount - Order Quantity",
"France","Clothing","Tights","Women's Tights","FY2020","(Sales Amount - Order Quantity)%",
"France","Clothing","Gloves","Full-Finger Gloves","FY2019","Order Quantity","282"
"France","Clothing","Gloves","Full-Finger Gloves","FY2019","Sales Amount","6267.4649"
"France","Clothing","Gloves","Full-Finger Gloves","FY2019","Sales Amount - Order Quantity","5985.4649"
"France","Clothing","Gloves","Full-Finger Gloves","FY2019","(Sales Amount - Order Quantity)%","21.22505283687943"
"France","Clothing","Gloves","Full-Finger Gloves","FY2020","Order Quantity",
"France","Clothing","Gloves","Full-Finger Gloves","FY2020","Sales Amount",
"France","Clothing","Gloves","Full-Finger Gloves","FY2020","Sales Amount - Order Quantity",
"France","Clothing","Gloves","Full-Finger Gloves","FY2020","(Sales Amount - Order Quantity)%",
"France","Clothing","Gloves","Half-Finger Gloves","FY2019","Order Quantity","133"
"France","Clothing","Gloves","Half-Finger Gloves","FY2019","Sales Amount","1920.5881"
"France","Clothing","Gloves","Half-Finger Gloves","FY2019","Sales Amount - Order Quantity","1787.5881"
"France","Clothing","Gloves","Half-Finger Gloves","FY2019","(Sales Amount - Order Quantity)%","13.440512030075189"
"France","Clothing","Gloves","Half-Finger Gloves","FY2020","Order Quantity","476"
"France","Clothing","Gloves","Half-Finger Gloves","FY2020","Sales Amount","7868.6934"
"France","Clothing","Gloves","Half-Finger Gloves","FY2020","Sales Amount - Order Quantity","7392.6934"
"France","Clothing","Gloves","Half-Finger Gloves","FY2020","(Sales Amount - Order Quantity)%","15.530868487394958"
"France","Clothing","Vests","Classic Vest","FY2019","Order Quantity",
"France","Clothing","Vests","Classic Vest","FY2019","Sales Amount",
"France","Clothing","Vests","Classic Vest","FY2019","Sales Amount - Order Quantity",
"France","Clothing","Vests","Classic Vest","FY2019","(Sales Amount - Order Quantity)%",
"France","Clothing","Vests","Classic Vest","FY2020","Order Quantity","628"
"France","Clothing","Vests","Classic Vest","FY2020","Sales Amount","23613.377"
"France","Clothing","Vests","Classic Vest","FY2020","Sales Amount - Order Quantity","22985.377"
"France","Clothing","Vests","Classic Vest","FY2020","(Sales Amount - Order Quantity)%","36.600918789808915"
"France","Clothing","Shorts","Men's Sports Shorts","FY2019","Order Quantity","166"
"France","Clothing","Shorts","Men's Sports Shorts","FY2019","Sales Amount","5975.004"
"France","Clothing","Shorts","Men's Sports Shorts","FY2019","Sales Amount - Order Quantity","5809.004"
"France","Clothing","Shorts","Men's Sports Shorts","FY2019","(Sales Amount - Order Quantity)%","34.994"
"France","Clothing","Shorts","Men's Sports Shorts","FY2020","Order Quantity",
"France","Clothing","Shorts","Men's Sports Shorts","FY2020","Sales Amount",
"France","Clothing","Shorts","Men's Sports Shorts","FY2020","Sales Amount - Order Quantity",
"France","Clothing","Shorts","Men's Sports Shorts","FY2020","(Sales Amount - Order Quantity)%",
"France","Clothing","Shorts","Women's Mountain Shorts","FY2019","Order Quantity","1"
"France","Clothing","Shorts","Women's Mountain Shorts","FY2019","Sales Amount","69.99"
"France","Clothing","Shorts","Women's Mountain Shorts","FY2019","Sales Amount - Order Quantity","68.99"
"France","Clothing","Shorts","Women's Mountain Shorts","FY2019","(Sales Amount - Order Quantity)%","68.99"
"France","Clothing","Shorts","Women's Mountain Shorts","FY2020","Order Quantity","533"
"France","Clothing","Shorts","Women's Mountain Shorts","FY2020","Sales Amount","23118.446"
"France","Clothing","Shorts","Women's Mountain Shorts","FY2020","Sales Amount - Order Quantity","22585.446"
"France","Clothing","Shorts","Women's Mountain Shorts","FY2020","(Sales Amount - Order Quantity)%","42.37419512195122"
"France","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2019","Order Quantity","6"
"France","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2019","Sales Amount","323.94"
"France","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2019","Sales Amount - Order Quantity","317.94"
"France","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2019","(Sales Amount - Order Quantity)%","52.99"
"France","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2020","Order Quantity","801"
"France","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2020","Sales Amount","27898.3499"
"France","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2020","Sales Amount - Order Quantity","27097.3499"
"France","Clothing","Jerseys","Short-Sleeve Classic Jersey","FY2020","(Sales Amount - Order Quantity)%","33.82940062421973"
"France","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2019","Order Quantity","303"
"France","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2019","Sales Amount","8659.2026"
"France","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2019","Sales Amount - Order Quantity","8356.2026"
"France","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2019","(Sales Amount - Order Quantity)%","27.578226402640265"
"France","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2020","Order Quantity","630"
"France","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2020","Sales Amount","22079.6731"
"France","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2020","Sales Amount - Order Quantity","21449.6731"
"France","Clothing","Jerseys","Long-Sleeve Logo Jersey","FY2020","(Sales Amount - Order Quantity)%","34.04710015873016"
"France","Components","Chains","Chain","FY2019","Order Quantity",
"France","Components","Chains","Chain","FY2019","Sales Amount",
"France","Components","Chains","Chain","FY2019","Sales Amount - Order Quantity",
"France","Components","Chains","Chain","FY2019","(Sales Amount - Order Quantity)%",
"France","Components","Chains","Chain","FY2020","Order Quantity","102"
"France","Components","Chains","Chain","FY2020","Sales Amount","1231.6526"
"France","Components","Chains","Chain","FY2020","Sales Amount - Order Quantity","1129.6526"
"France","Components","Chains","Chain","FY2020","(Sales Amount - Order Quantity)%","11.075025490196078"
"France","Components","Headsets","LL Headset","FY2019","Order Quantity","2"
"France","Components","Headsets","LL Headset","FY2019","Sales Amount","41.04"
"France","Components","Headsets","LL Headset","FY2019","Sales Amount - Order Quantity","39.04"
"France","Components","Headsets","LL Headset","FY2019","(Sales Amount - Order Quantity)%","19.52"
"France","Components","Headsets","LL Headset","FY2020","Order Quantity",
"France","Components","Headsets","LL Headset","FY2020","Sales Amount",
"France","Components","Headsets","LL Headset","FY2020","Sales Amount - Order Quantity",
"France","Components","Headsets","LL Headset","FY2020","(Sales Amount - Order Quantity)%",
"France","Components","Headsets","HL Headset","FY2019","Order Quantity","15"
"France","Components","Headsets","HL Headset","FY2019","Sales Amount","1122.57"
"France","Components","Headsets","HL Headset","FY2019","Sales Amount - Order Quantity","1107.57"
"France","Components","Headsets","HL Headset","FY2019","(Sales Amount - Order Quantity)%","73.838"
"France","Components","Headsets","HL Headset","FY2020","Order Quantity",
"France","Components","Headsets","HL Headset","FY2020","Sales Amount",
"France","Components","Headsets","HL Headset","FY2020","Sales Amount - Order Quantity",
"France","Components","Headsets","HL Headset","FY2020","(Sales Amount - Order Quantity)%",
"France","Components","Headsets","ML Headset","FY2019","Order Quantity","28"
"France","Components","Headsets","ML Headset","FY2019","Sales Amount","1718.472"
"France","Components","Headsets","ML Headset","FY2019","Sales Amount - Order Quantity","1690.472"
"France","Components","Headsets","ML Headset","FY2019","(Sales Amount - Order Quantity)%","60.374"
"France","Components","Headsets","ML Headset","FY2020","Order Quantity",
"France","Components","Headsets","ML Headset","FY2020","Sales Amount",
"France","Components","Headsets","ML Headset","FY2020","Sales Amount - Order Quantity",
"France","Components","Headsets","ML Headset","FY2020","(Sales Amount - Order Quantity)%",
"France","Components","Bottom Brackets","LL Bottom Bracket","FY2019","Order Quantity",
"France","Components","Bottom Brackets","LL Bottom Bracket","FY2019","Sales Amount",
"France","Components","Bottom Brackets","LL Bottom Bracket","FY2019","Sales Amount - Order Quantity",
"France","Components","Bottom Brackets","LL Bottom Bracket","FY2019","(Sales Amount - Order Quantity)%",
"France","Components","Bottom Brackets","LL Bottom Bracket","FY2020","Order Quantity","35"
"France","Components","Bottom Brackets","LL Bottom Bracket","FY2020","Sales Amount","1133.79"
"France","Components","Bottom Brackets","LL Bottom Bracket","FY2020","Sales Amount - Order Quantity","1098.79"
"France","Components","Bottom Brackets","LL Bottom Bracket","FY2020","(Sales Amount - Order Quantity)%","31.393999999999995"
"France","Components","Bottom Brackets","HL Bottom Bracket","FY2019","Order Quantity",
"France","Components","Bottom Brackets","HL Bottom Bracket","FY2019","Sales Amount",
"France","Components","Bottom Brackets","HL Bottom Bracket","FY2019","Sales Amount - Order Quantity",
"France","Components","Bottom Brackets","HL Bottom Bracket","FY2019","(Sales Amount - Order Quantity)%",
"France","Components","Bottom Brackets","HL Bottom Bracket","FY2020","Order Quantity","47"
"France","Components","Bottom Brackets","HL Bottom Bracket","FY2020","Sales Amount","3426.018"
"France","Components","Bottom Brackets","HL Bottom Bracket","FY2020","Sales Amount - Order Quantity","3379.018"
"France","Components","Bottom Brackets","HL Bottom Bracket","FY2020","(Sales Amount - Order Quantity)%","71.894"
"France","Components","Forks","LL Fork","FY2019","Order Quantity","17"
"France","Components","Forks","LL Fork","FY2019","Sales Amount","1511.844"
"France","Components","Forks","LL Fork","FY2019","Sales Amount - Order Quantity","1494.844"
"France","Components","Forks","LL Fork","FY2019","(Sales Amount - Order Quantity)%","87.932"
"France","Components","Forks","LL Fork","FY2020","Order Quantity",
"France","Components","Forks","LL Fork","FY2020","Sales Amount",
"France","Components","Forks","LL Fork","FY2020","Sales Amount - Order Quantity",
"France","Components","Forks","LL Fork","FY2020","(Sales Amount - Order Quantity)%",
"France","Components","Forks","HL Fork","FY2019","Order Quantity","23"
"France","Components","Forks","HL Fork","FY2019","Sales Amount","3166.962"
"France","Components","Forks","HL Fork","FY2019","Sales Amount - Order Quantity","3143.962"
"France","Components","Forks","HL Fork","FY2019","(Sales Amount - Order Quantity)%","136.694"
"France","Components","Forks","HL Fork","FY2020","Order Quantity",
"France","Components","Forks","HL Fork","FY2020","Sales Amount",
"France","Components","Forks","HL Fork","FY2020","Sales Amount - Order Quantity",
"France","Components","Forks","HL Fork","FY2020","(Sales Amount - Order Quantity)%",
"France","Components","Saddles","LL Touring Seat/Saddle","FY2019","Order Quantity",
"France","Components","Saddles","LL Touring Seat/Saddle","FY2019","Sales Amount",
"France","Components","Saddles","LL Touring Seat/Saddle","FY2019","Sales Amount - Order Quantity",
"France","Components","Saddles","LL Touring Seat/Saddle","FY2019","(Sales Amount - Order Quantity)%",
"France","Components","Saddles","LL Touring Seat/Saddle","FY2020","Order Quantity","6"
"France","Components","Saddles","LL Touring Seat/Saddle","FY2020","Sales Amount","97.632"
"France","Components","Saddles","LL Touring Seat/Saddle","FY2020","Sales Amount - Order Quantity","91.632"
"France","Components","Saddles","LL Touring Seat/Saddle","FY2020","(Sales Amount - Order Quantity)%","15.272"
"France","Components","Saddles","ML Touring Seat/Saddle","FY2019","Order Quantity",
"France","Components","Saddles","ML Touring Seat/Saddle","FY2019","Sales Amount",
"France","Components","Saddles","ML Touring Seat/Saddle","FY2019","Sales Amount - Order Quantity",
"France","Components","Saddles","ML Touring Seat/Saddle","FY2019","(Sales Amount - Order Quantity)%",
"France","Components","Saddles","ML Touring Seat/Saddle","FY2020","Order Quantity","7"
"France","Components","Saddles","ML Touring Seat/Saddle","FY2020","Sales Amount","164.388"
"France","Components","Saddles","ML Touring Seat/Saddle","FY2020","Sales Amount - Order Quantity","157.388"
"France","Components","Saddles","ML Touring Seat/Saddle","FY2020","(Sales Amount - Order Quantity)%","22.484"
"France","Components","Saddles","HL Road Seat/Saddle 2","FY2019","Order Quantity",
"France","Components","Saddles","HL Road Seat/Saddle 2","FY2019","Sales Amount",
"France","Components","Saddles","HL Road Seat/Saddle 2","FY2019","Sales Amount - Order Quantity",
"France","Components","Saddles","HL Road Seat/Saddle 2","FY2019","(Sales Amount - Order Quantity)%",
"France","Components","Saddles","HL Road Seat/Saddle 2","FY2020","Order Quantity","9"
"France","Components","Saddles","HL Road Seat/Saddle 2","FY2020","Sales Amount","284.256"
"France","Components","Saddles","HL Road Seat/Saddle 2","FY2020","Sales Amount - Order Quantity","275.256"
"France","Components","Saddles","HL Road Seat/Saddle 2","FY2020","(Sales Amount - Order Quantity)%","30.583999999999996"
"France","Components","Saddles","LL Mountain Seat/Saddle 2","FY2019","Order Quantity",
"France","Components","Saddles","LL Mountain Seat/Saddle 2","FY2019","Sales Amount",
"France","Components","Saddles","LL Mountain Seat/Saddle 2","FY2019","Sales Amount - Order Quantity",
"France","Components","Saddles","LL Mountain Seat/Saddle 2","FY2019","(Sales Amount - Order Quantity)%",
"France","Components","Saddles","LL Mountain Seat/Saddle 2","FY2020","Order Quantity","26"
"France","Components","Saddles","LL Mountain Seat/Saddle 2","FY2020","Sales Amount","423.072"
"France","Components","Saddles","LL Mountain Seat/Saddle 2","FY2020","Sales Amount - Order Quantity","397.072"
"France","Components","Saddles","LL Mountain Seat/Saddle 2","FY2020","(Sales Amount - Order Quantity)%","15.272"
"France","Components","Saddles","HL Touring Seat/Saddle","FY2019","Order Quantity",
"France","Components","Saddles","HL Touring Seat/Saddle","FY2019","Sales Amount",
"France","Components","Saddles","HL Touring Seat/Saddle","FY2019","Sales Amount - Order Quantity",
"France","Components","Saddles","HL Touring Seat/Saddle","FY2019","(Sales Amount - Order Quantity)%",
"France","Components","Saddles","HL Touring Seat/Saddle","FY2020","Order Quantity","40"
"France","Components","Saddles","HL Touring Seat/Saddle","FY2020","Sales Amount","1263.36"
"France","Components","Saddles","HL Touring Seat/Saddle","FY2020","Sales Amount - Order Quantity","1223.36"
"France","Components","Saddles","HL Touring Seat/Saddle","FY2020","(Sales Amount - Order Quantity)%","30.583999999999996"
"France","Components","Saddles","ML Mountain Seat/Saddle 2","FY2019","Order Quantity",
"France","Components","Saddles","ML Mountain Seat/Saddle 2","FY2019","Sales Amount",
"France","Components","Saddles","ML Mountain Seat/Saddle 2","FY2019","Sales Amount - Order Quantity",
"France","Components","Saddles","ML Mountain Seat/Saddle 2","FY2019","(Sales Amount - Order Quantity)%",
"France","Components","Saddles","ML Mountain Seat/Saddle 2","FY2020","Order Quantity","59"
"France","Components","Saddles","ML Mountain Seat/Saddle 2","FY2020","Sales Amount","1385.556"
"France","Components","Saddles","ML Mountain Seat/Saddle 2","FY2020","Sales Amount - Order Quantity","1326.556"
"France","Components","Saddles","ML Mountain Seat/Saddle 2","FY2020","(Sales Amount - Order Quantity)%","22.484"
"France","Components","Saddles","HL Mountain Seat/Saddle 2","FY2019","Order Quantity",
"France","Components","Saddles","HL Mountain Seat/Saddle 2","FY2019","Sales Amount",
"France","Components","Saddles","HL Mountain Seat/Saddle 2","FY2019","Sales Amount - Order Quantity",
"France","Components","Saddles","HL Mountain Seat/Saddle 2","FY2019","(Sales Amount - Order Quantity)%",
"France","Components","Saddles","HL Mountain Seat/Saddle 2","FY2020","Order Quantity","48"
"France","Components","Saddles","HL Mountain Seat/Saddle 2","FY2020","Sales Amount","1516.032"
"France","Components","Saddles","HL Mountain Seat/Saddle 2","FY2020","Sales Amount - Order Quantity","1468.032"
"France","Components","Saddles","HL Mountain Seat/Saddle 2","FY2020","(Sales Amount - Order Quantity)%","30.584"
"France","Components","Brakes","Rear Brakes","FY2019","Order Quantity",
"France","Components","Brakes","Rear Brakes","FY2019","Sales Amount",
"France","Components","Brakes","Rear Brakes","FY2019","Sales Amount - Order Quantity",
"France","Components","Brakes","Rear Brakes","FY2019","(Sales Amount - Order Quantity)%",
"France","Components","Brakes","Rear Brakes","FY2020","Order Quantity","30"
"France","Components","Brakes","Rear Brakes","FY2020","Sales Amount","1917"
"France","Components","Brakes","Rear Brakes","FY2020","Sales Amount - Order Quantity","1887"
"France","Components","Brakes","Rear Brakes","FY2020","(Sales Amount - Order Quantity)%","62.9"
"France","Components","Brakes","Front Brakes","FY2019","Order Quantity",
"France","Components","Brakes","Front Brakes","FY2019","Sales Amount",
"France","Components","Brakes","Front Brakes","FY2019","Sales Amount - Order Quantity",
"France","Components","Brakes","Front Brakes","FY2019","(Sales Amount - Order Quantity)%",
"France","Components","Brakes","Front Brakes","FY2020","Order Quantity","90"
"France","Components","Brakes","Front Brakes","FY2020","Sales Amount","5707.2498"
