Brand Name,Color,Year,Quarter,Value Column Name,Value
"Adventure Works","Blue","2013","Q4","YoY Sales","34245"
"Adventure Works","Blue","2013","Q4","Units","60"
"Adventure Works","Blue","2013","Q4","Units - YoY Sales","-34185"
"Adventure Works","Blue","2013","Q4","(Units - YoY Sales)%","-0.9982479194042927"
"Adventure Works","Blue","2014","Q1","YoY Sales","6125"
"Adventure Works","Blue","2014","Q1","Units","28"
"Adventure Works","Blue","2014","Q1","Units - YoY Sales","-6097"
"Adventure Works","Blue","2014","Q1","(Units - YoY Sales)%","-0.9954285714285714"
"Adventure Works","Blue","2014","Q2","YoY Sales","-10497"
"Adventure Works","Blue","2014","Q2","Units","21"
"Adventure Works","Blue","2014","Q2","Units - YoY Sales","10518"
"Adventure Works","Blue","2014","Q2","(Units - YoY Sales)%","1.0020005715918834"
"Adventure Works","Blue","2014","Q3","YoY Sales","13599"
"Adventure Works","Blue","2014","Q3","Units","74"
"Adventure Works","Blue","2014","Q3","Units - YoY Sales","-13525"
"Adventure Works","Blue","2014","Q3","(Units - YoY Sales)%","-0.9945584234134863"
"Adventure Works","Blue","2014","Q4","YoY Sales","-19505"
"Adventure Works","Blue","2014","Q4","Units","38"
"Adventure Works","Blue","2014","Q4","Units - YoY Sales","19543"
"Adventure Works","Blue","2014","Q4","(Units - YoY Sales)%","1.001948218405537"
"Adventure Works","Blue","2015","Q1","YoY Sales","5821"
"Adventure Works","Blue","2015","Q1","Units","42"
"Adventure Works","Blue","2015","Q1","Units - YoY Sales","-5779"
"Adventure Works","Blue","2015","Q1","(Units - YoY Sales)%","-0.9927847448891943"
"Adventure Works","Blue","2015","Q2","YoY Sales","2211"
"Adventure Works","Blue","2015","Q2","Units","19"
"Adventure Works","Blue","2015","Q2","Units - YoY Sales","-2192"
"Adventure Works","Blue","2015","Q2","(Units - YoY Sales)%","-0.991406603346902"
"Adventure Works","Blue","2015","Q3","YoY Sales","-20331"
"Adventure Works","Blue","2015","Q3","Units","50"
"Adventure Works","Blue","2015","Q3","Units - YoY Sales","20381"
"Adventure Works","Blue","2015","Q3","(Units - YoY Sales)%","1.002459298608037"
"Adventure Works","Blue","2015","Q4","YoY Sales","-10331"
"Adventure Works","Blue","2015","Q4","Units","26"
"Adventure Works","Blue","2015","Q4","Units - YoY Sales","10357"
"Adventure Works","Blue","2015","Q4","(Units - YoY Sales)%","1.0025166973187494"
"Adventure Works","Red","2013","Q1","YoY Sales","3239"
"Adventure Works","Red","2013","Q1","Units","19"
"Adventure Works","Red","2013","Q1","Units - YoY Sales","-3220"
"Adventure Works","Red","2013","Q1","(Units - YoY Sales)%","-0.9941339919728311"
"Adventure Works","Red","2013","Q2","YoY Sales","-775"
"Adventure Works","Red","2013","Q2","Units","7"
"Adventure Works","Red","2013","Q2","Units - YoY Sales","782"
"Adventure Works","Red","2013","Q2","(Units - YoY Sales)%","1.0090322580645161"
"Adventure Works","Red","2013","Q3","YoY Sales","15624"
"Adventure Works","Red","2013","Q3","Units","56"
"Adventure Works","Red","2013","Q3","Units - YoY Sales","-15568"
"Adventure Works","Red","2013","Q3","(Units - YoY Sales)%","-0.996415770609319"
"Adventure Works","Red","2013","Q4","YoY Sales","16835"
"Adventure Works","Red","2013","Q4","Units","50"
"Adventure Works","Red","2013","Q4","Units - YoY Sales","-16785"
"Adventure Works","Red","2013","Q4","(Units - YoY Sales)%","-0.9970299970299971"
"Adventure Works","Red","2014","Q1","YoY Sales","12859"
"Adventure Works","Red","2014","Q1","Units","30"
"Adventure Works","Red","2014","Q1","Units - YoY Sales","-12829"
"Adventure Works","Red","2014","Q1","(Units - YoY Sales)%","-0.9976670036550276"
"Adventure Works","Red","2014","Q2","YoY Sales","2608"
"Adventure Works","Red","2014","Q2","Units","14"
"Adventure Works","Red","2014","Q2","Units - YoY Sales","-2594"
"Adventure Works","Red","2014","Q2","(Units - YoY Sales)%","-0.9946319018404908"
"Adventure Works","Red","2014","Q3","YoY Sales","-19094"
"Adventure Works","Red","2014","Q3","Units","25"
"Adventure Works","Red","2014","Q3","Units - YoY Sales","19119"
"Adventure Works","Red","2014","Q3","(Units - YoY Sales)%","1.0013093118257044"
"Adventure Works","Red","2014","Q4","YoY Sales","-1165"
"Adventure Works","Red","2014","Q4","Units","41"
"Adventure Works","Red","2014","Q4","Units - YoY Sales","1206"
"Adventure Works","Red","2014","Q4","(Units - YoY Sales)%","1.0351931330472104"
"Adventure Works","Red","2015","Q1","YoY Sales","-11712"
"Adventure Works","Red","2015","Q1","Units","16"
"Adventure Works","Red","2015","Q1","Units - YoY Sales","11728"
"Adventure Works","Red","2015","Q1","(Units - YoY Sales)%","1.0013661202185793"
"Adventure Works","Red","2015","Q2","YoY Sales","-2834"
"Adventure Works","Red","2015","Q2","Units","9"
"Adventure Works","Red","2015","Q2","Units - YoY Sales","2843"
"Adventure Works","Red","2015","Q2","(Units - YoY Sales)%","1.0031757233592096"
"Adventure Works","Red","2015","Q3","YoY Sales","-9835"
"Adventure Works","Red","2015","Q3","Units","10"
"Adventure Works","Red","2015","Q3","Units - YoY Sales","9845"
"Adventure Works","Red","2015","Q3","(Units - YoY Sales)%","1.0010167768174885"
"Adventure Works","Red","2015","Q4","YoY Sales","-4117"
"Adventure Works","Red","2015","Q4","Units","36"
"Adventure Works","Red","2015","Q4","Units - YoY Sales","4153"
"Adventure Works","Red","2015","Q4","(Units - YoY Sales)%","1.008744231236337"
"Fabrikam","Black","2013","Q1","YoY Sales","23729"
"Fabrikam","Black","2013","Q1","Units","39"
"Fabrikam","Black","2013","Q1","Units - YoY Sales","-23690"
"Fabrikam","Black","2013","Q1","(Units - YoY Sales)%","-0.9983564414851025"
"Fabrikam","Black","2013","Q2","YoY Sales","5899"
"Fabrikam","Black","2013","Q2","Units","14"
"Fabrikam","Black","2013","Q2","Units - YoY Sales","-5885"
"Fabrikam","Black","2013","Q2","(Units - YoY Sales)%","-0.9976267163926089"
"Fabrikam","Black","2013","Q3","YoY Sales","19788"
"Fabrikam","Black","2013","Q3","Units","28"
"Fabrikam","Black","2013","Q3","Units - YoY Sales","-19760"
"Fabrikam","Black","2013","Q3","(Units - YoY Sales)%","-0.9985850010107136"
"Fabrikam","Black","2013","Q4","YoY Sales","66792"
"Fabrikam","Black","2013","Q4","Units","97"
"Fabrikam","Black","2013","Q4","Units - YoY Sales","-66695"
"Fabrikam","Black","2013","Q4","(Units - YoY Sales)%","-0.998547730267098"
"Fabrikam","Black","2014","Q1","YoY Sales","26041"
"Fabrikam","Black","2014","Q1","Units","105"
"Fabrikam","Black","2014","Q1","Units - YoY Sales","-25936"
"Fabrikam","Black","2014","Q1","(Units - YoY Sales)%","-0.9959678967781574"
"Fabrikam","Black","2014","Q2","YoY Sales","77720"
"Fabrikam","Black","2014","Q2","Units","119"
"Fabrikam","Black","2014","Q2","Units - YoY Sales","-77601"
"Fabrikam","Black","2014","Q2","(Units - YoY Sales)%","-0.9984688625836335"
"Fabrikam","Black","2014","Q3","YoY Sales","126690"
"Fabrikam","Black","2014","Q3","Units","226"
"Fabrikam","Black","2014","Q3","Units - YoY Sales","-126464"
"Fabrikam","Black","2014","Q3","(Units - YoY Sales)%","-0.998216118083511"
"Fabrikam","Black","2014","Q4","YoY Sales","79603"
"Fabrikam","Black","2014","Q4","Units","246"
"Fabrikam","Black","2014","Q4","Units - YoY Sales","-79357"
"Fabrikam","Black","2014","Q4","(Units - YoY Sales)%","-0.9969096642086354"
"Fabrikam","Black","2015","Q1","YoY Sales","37741"
"Fabrikam","Black","2015","Q1","Units","154"
"Fabrikam","Black","2015","Q1","Units - YoY Sales","-37587"
"Fabrikam","Black","2015","Q1","(Units - YoY Sales)%","-0.9959195569804722"
"Fabrikam","Black","2015","Q2","YoY Sales","-31641"
"Fabrikam","Black","2015","Q2","Units","103"
"Fabrikam","Black","2015","Q2","Units - YoY Sales","31744"
"Fabrikam","Black","2015","Q2","(Units - YoY Sales)%","1.003255270060997"
"Fabrikam","Black","2015","Q3","YoY Sales","-38357"
"Fabrikam","Black","2015","Q3","Units","169"
"Fabrikam","Black","2015","Q3","Units - YoY Sales","38526"
"Fabrikam","Black","2015","Q3","(Units - YoY Sales)%","1.0044059754412493"
"Fabrikam","Black","2015","Q4","YoY Sales","-35656"
"Fabrikam","Black","2015","Q4","Units","210"
"Fabrikam","Black","2015","Q4","Units - YoY Sales","35866"
"Fabrikam","Black","2015","Q4","(Units - YoY Sales)%","1.0058896118465335"
"Fabrikam","Blue","2013","Q1","YoY Sales",
"Fabrikam","Blue","2013","Q1","Units",
"Fabrikam","Blue","2013","Q1","Units - YoY Sales",
"Fabrikam","Blue","2013","Q1","(Units - YoY Sales)%",
"Fabrikam","Blue","2013","Q2","YoY Sales",
"Fabrikam","Blue","2013","Q2","Units",
"Fabrikam","Blue","2013","Q2","Units - YoY Sales",
"Fabrikam","Blue","2013","Q2","(Units - YoY Sales)%",
"Fabrikam","Blue","2013","Q3","YoY Sales",
"Fabrikam","Blue","2013","Q3","Units",
"Fabrikam","Blue","2013","Q3","Units - YoY Sales",
"Fabrikam","Blue","2013","Q3","(Units - YoY Sales)%",
"Fabrikam","Blue","2013","Q4","YoY Sales","10299"
"Fabrikam","Blue","2013","Q4","Units","20"
"Fabrikam","Blue","2013","Q4","Units - YoY Sales","-10279"
"Fabrikam","Blue","2013","Q4","(Units - YoY Sales)%","-0.998058063889698"
"Fabrikam","Blue","2014","Q1","YoY Sales","41234"
"Fabrikam","Blue","2014","Q1","Units","75"
"Fabrikam","Blue","2014","Q1","Units - YoY Sales","-41159"
"Fabrikam","Blue","2014","Q1","(Units - YoY Sales)%","-0.998181112674007"
"Fabrikam","Blue","2014","Q2","YoY Sales","14988"
"Fabrikam","Blue","2014","Q2","Units","24"
"Fabrikam","Blue","2014","Q2","Units - YoY Sales","-14964"
"Fabrikam","Blue","2014","Q2","(Units - YoY Sales)%","-0.9983987189751802"
"Fabrikam","Blue","2014","Q3","YoY Sales","77652"
"Fabrikam","Blue","2014","Q3","Units","126"
"Fabrikam","Blue","2014","Q3","Units - YoY Sales","-77526"
"Fabrikam","Blue","2014","Q3","(Units - YoY Sales)%","-0.9983773759851647"
"Fabrikam","Blue","2014","Q4","YoY Sales","129531"
"Fabrikam","Blue","2014","Q4","Units","213"
"Fabrikam","Blue","2014","Q4","Units - YoY Sales","-129318"
"Fabrikam","Blue","2014","Q4","(Units - YoY Sales)%","-0.9983556059939319"
"Fabrikam","Blue","2015","Q1","YoY Sales","42751"
"Fabrikam","Blue","2015","Q1","Units","145"
"Fabrikam","Blue","2015","Q1","Units - YoY Sales","-42606"
"Fabrikam","Blue","2015","Q1","(Units - YoY Sales)%","-0.996608266473299"
"Fabrikam","Blue","2015","Q2","YoY Sales","25598"
"Fabrikam","Blue","2015","Q2","Units","72"
"Fabrikam","Blue","2015","Q2","Units - YoY Sales","-25526"
"Fabrikam","Blue","2015","Q2","(Units - YoY Sales)%","-0.99718728025627"
"Fabrikam","Blue","2015","Q3","YoY Sales","14953"
"Fabrikam","Blue","2015","Q3","Units","134"
"Fabrikam","Blue","2015","Q3","Units - YoY Sales","-14819"
"Fabrikam","Blue","2015","Q3","(Units - YoY Sales)%","-0.9910385875743998"
"Fabrikam","Blue","2015","Q4","YoY Sales","-22678"
"Fabrikam","Blue","2015","Q4","Units","141"
"Fabrikam","Blue","2015","Q4","Units - YoY Sales","22819"
"Fabrikam","Blue","2015","Q4","(Units - YoY Sales)%","1.0062174794955463"
"Fabrikam","Silver","2013","Q1","YoY Sales","3738"
"Fabrikam","Silver","2013","Q1","Units","19"
"Fabrikam","Silver","2013","Q1","Units - YoY Sales","-3719"
"Fabrikam","Silver","2013","Q1","(Units - YoY Sales)%","-0.994917067950776"
"Fabrikam","Silver","2013","Q2","YoY Sales","3755"
"Fabrikam","Silver","2013","Q2","Units","24"
"Fabrikam","Silver","2013","Q2","Units - YoY Sales","-3731"
"Fabrikam","Silver","2013","Q2","(Units - YoY Sales)%","-0.9936085219707057"
"Fabrikam","Silver","2013","Q3","YoY Sales","12036"
"Fabrikam","Silver","2013","Q3","Units","45"
"Fabrikam","Silver","2013","Q3","Units - YoY Sales","-11991"
"Fabrikam","Silver","2013","Q3","(Units - YoY Sales)%","-0.996261216350947"
"Fabrikam","Silver","2013","Q4","YoY Sales","12707"
"Fabrikam","Silver","2013","Q4","Units","57"
"Fabrikam","Silver","2013","Q4","Units - YoY Sales","-12650"
"Fabrikam","Silver","2013","Q4","(Units - YoY Sales)%","-0.9955142834658062"
"Fabrikam","Silver","2014","Q1","YoY Sales","36288"
"Fabrikam","Silver","2014","Q1","Units","74"
"Fabrikam","Silver","2014","Q1","Units - YoY Sales","-36214"
"Fabrikam","Silver","2014","Q1","(Units - YoY Sales)%","-0.997960758377425"
"Fabrikam","Silver","2014","Q2","YoY Sales","40852"
"Fabrikam","Silver","2014","Q2","Units","88"
"Fabrikam","Silver","2014","Q2","Units - YoY Sales","-40764"
"Fabrikam","Silver","2014","Q2","(Units - YoY Sales)%","-0.9978458826985215"
"Fabrikam","Silver","2014","Q3","YoY Sales","51418"
"Fabrikam","Silver","2014","Q3","Units","120"
"Fabrikam","Silver","2014","Q3","Units - YoY Sales","-51298"
"Fabrikam","Silver","2014","Q3","(Units - YoY Sales)%","-0.9976661869384261"
"Fabrikam","Silver","2014","Q4","YoY Sales","62196"
"Fabrikam","Silver","2014","Q4","Units","180"
"Fabrikam","Silver","2014","Q4","Units - YoY Sales","-62016"
"Fabrikam","Silver","2014","Q4","(Units - YoY Sales)%","-0.9971059232104958"
"Fabrikam","Silver","2015","Q1","YoY Sales","-1587"
"Fabrikam","Silver","2015","Q1","Units","92"
"Fabrikam","Silver","2015","Q1","Units - YoY Sales","1679"
"Fabrikam","Silver","2015","Q1","(Units - YoY Sales)%","1.0579710144927537"
"Fabrikam","Silver","2015","Q2","YoY Sales","-30661"
"Fabrikam","Silver","2015","Q2","Units","49"
"Fabrikam","Silver","2015","Q2","Units - YoY Sales","30710"
"Fabrikam","Silver","2015","Q2","(Units - YoY Sales)%","1.0015981213919964"
"Fabrikam","Silver","2015","Q3","YoY Sales","-27420"
"Fabrikam","Silver","2015","Q3","Units","80"
"Fabrikam","Silver","2015","Q3","Units - YoY Sales","27500"
"Fabrikam","Silver","2015","Q3","(Units - YoY Sales)%","1.0029175784099198"
"Fabrikam","Silver","2015","Q4","YoY Sales","-21785"
"Fabrikam","Silver","2015","Q4","Units","108"
"Fabrikam","Silver","2015","Q4","Units - YoY Sales","21893"
"Fabrikam","Silver","2015","Q4","(Units - YoY Sales)%","1.004957539591462"
"Fabrikam","Red","2013","Q1","YoY Sales","7535"
"Fabrikam","Red","2013","Q1","Units","20"
"Fabrikam","Red","2013","Q1","Units - YoY Sales","-7515"
"Fabrikam","Red","2013","Q1","(Units - YoY Sales)%","-0.9973457199734572"
"Fabrikam","Red","2013","Q2","YoY Sales","4155"
"Fabrikam","Red","2013","Q2","Units","14"
"Fabrikam","Red","2013","Q2","Units - YoY Sales","-4141"
"Fabrikam","Red","2013","Q2","(Units - YoY Sales)%","-0.9966305655836343"
"Fabrikam","Red","2013","Q3","YoY Sales","6872"
"Fabrikam","Red","2013","Q3","Units","39"
"Fabrikam","Red","2013","Q3","Units - YoY Sales","-6833"
"Fabrikam","Red","2013","Q3","(Units - YoY Sales)%","-0.9943247962747379"
"Fabrikam","Red","2013","Q4","YoY Sales","25618"
"Fabrikam","Red","2013","Q4","Units","110"
"Fabrikam","Red","2013","Q4","Units - YoY Sales","-25508"
"Fabrikam","Red","2013","Q4","(Units - YoY Sales)%","-0.9957061441174174"
"Fabrikam","Red","2014","Q1","YoY Sales","9564"
"Fabrikam","Red","2014","Q1","Units","61"
"Fabrikam","Red","2014","Q1","Units - YoY Sales","-9503"
"Fabrikam","Red","2014","Q1","(Units - YoY Sales)%","-0.9936219155165201"
"Fabrikam","Red","2014","Q2","YoY Sales","3119"
"Fabrikam","Red","2014","Q2","Units","24"
"Fabrikam","Red","2014","Q2","Units - YoY Sales","-3095"
"Fabrikam","Red","2014","Q2","(Units - YoY Sales)%","-0.9923052260339853"
"Fabrikam","Red","2014","Q3","YoY Sales","14305"
"Fabrikam","Red","2014","Q3","Units","78"
"Fabrikam","Red","2014","Q3","Units - YoY Sales","-14227"
"Fabrikam","Red","2014","Q3","(Units - YoY Sales)%","-0.9945473610625656"
"Fabrikam","Red","2014","Q4","YoY Sales","-14444"
"Fabrikam","Red","2014","Q4","Units","97"
"Fabrikam","Red","2014","Q4","Units - YoY Sales","14541"
"Fabrikam","Red","2014","Q4","(Units - YoY Sales)%","1.0067155912489616"
"Fabrikam","Red","2015","Q1","YoY Sales","-8596"
"Fabrikam","Red","2015","Q1","Units","37"
"Fabrikam","Red","2015","Q1","Units - YoY Sales","8633"
"Fabrikam","Red","2015","Q1","(Units - YoY Sales)%","1.0043043275942298"
"Fabrikam","Red","2015","Q2","YoY Sales","-3964"
"Fabrikam","Red","2015","Q2","Units","16"
"Fabrikam","Red","2015","Q2","Units - YoY Sales","3980"
"Fabrikam","Red","2015","Q2","(Units - YoY Sales)%","1.0040363269424823"
"Fabrikam","Red","2015","Q3","YoY Sales","-9594"
"Fabrikam","Red","2015","Q3","Units","51"
"Fabrikam","Red","2015","Q3","Units - YoY Sales","9645"
"Fabrikam","Red","2015","Q3","(Units - YoY Sales)%","1.005315822388993"
"Fabrikam","Red","2015","Q4","YoY Sales","-12323"
"Fabrikam","Red","2015","Q4","Units","50"
"Fabrikam","Red","2015","Q4","Units - YoY Sales","12373"
"Fabrikam","Red","2015","Q4","(Units - YoY Sales)%","1.004057453542157"
"Fabrikam","Brown","2013","Q1","YoY Sales",
"Fabrikam","Brown","2013","Q1","Units",
"Fabrikam","Brown","2013","Q1","Units - YoY Sales",
"Fabrikam","Brown","2013","Q1","(Units - YoY Sales)%",
"Fabrikam","Brown","2013","Q2","YoY Sales",
"Fabrikam","Brown","2013","Q2","Units",
"Fabrikam","Brown","2013","Q2","Units - YoY Sales",
"Fabrikam","Brown","2013","Q2","(Units - YoY Sales)%",
"Fabrikam","Brown","2013","Q3","YoY Sales",
"Fabrikam","Brown","2013","Q3","Units",
"Fabrikam","Brown","2013","Q3","Units - YoY Sales",
"Fabrikam","Brown","2013","Q3","(Units - YoY Sales)%",
"Fabrikam","Brown","2013","Q4","YoY Sales","6213"
"Fabrikam","Brown","2013","Q4","Units","11"
"Fabrikam","Brown","2013","Q4","Units - YoY Sales","-6202"
"Fabrikam","Brown","2013","Q4","(Units - YoY Sales)%","-0.998229518751006"
"Fabrikam","Brown","2014","Q1","YoY Sales","21413"
"Fabrikam","Brown","2014","Q1","Units","19"
"Fabrikam","Brown","2014","Q1","Units - YoY Sales","-21394"
"Fabrikam","Brown","2014","Q1","(Units - YoY Sales)%","-0.9991126885536823"
"Fabrikam","Brown","2014","Q2","YoY Sales","4495"
"Fabrikam","Brown","2014","Q2","Units","5"
"Fabrikam","Brown","2014","Q2","Units - YoY Sales","-4490"
"Fabrikam","Brown","2014","Q2","(Units - YoY Sales)%","-0.9988876529477195"
"Fabrikam","Brown","2014","Q3","YoY Sales","24350"
"Fabrikam","Brown","2014","Q3","Units","42"
"Fabrikam","Brown","2014","Q3","Units - YoY Sales","-24308"
"Fabrikam","Brown","2014","Q3","(Units - YoY Sales)%","-0.9982751540041067"
"Fabrikam","Brown","2014","Q4","YoY Sales","14107"
"Fabrikam","Brown","2014","Q4","Units","29"
"Fabrikam","Brown","2014","Q4","Units - YoY Sales","-14078"
"Fabrikam","Brown","2014","Q4","(Units - YoY Sales)%","-0.9979442829800809"
"Fabrikam","Brown","2015","Q1","YoY Sales","-13027"
"Fabrikam","Brown","2015","Q1","Units","17"
"Fabrikam","Brown","2015","Q1","Units - YoY Sales","13044"
"Fabrikam","Brown","2015","Q1","(Units - YoY Sales)%","1.0013049819605435"
"Fabrikam","Brown","2015","Q2","YoY Sales","6842"
"Fabrikam","Brown","2015","Q2","Units","13"
"Fabrikam","Brown","2015","Q2","Units - YoY Sales","-6829"
"Fabrikam","Brown","2015","Q2","(Units - YoY Sales)%","-0.9980999707687811"
"Fabrikam","Brown","2015","Q3","YoY Sales","805"
"Fabrikam","Brown","2015","Q3","Units","38"
"Fabrikam","Brown","2015","Q3","Units - YoY Sales","-767"
"Fabrikam","Brown","2015","Q3","(Units - YoY Sales)%","-0.9527950310559006"
"Fabrikam","Brown","2015","Q4","YoY Sales","-83"
"Fabrikam","Brown","2015","Q4","Units","31"
"Fabrikam","Brown","2015","Q4","Units - YoY Sales","114"
"Fabrikam","Brown","2015","Q4","(Units - YoY Sales)%","1.3734939759036144"
"Fabrikam","Silver Grey","2013","Q1","YoY Sales",
"Fabrikam","Silver Grey","2013","Q1","Units",
"Fabrikam","Silver Grey","2013","Q1","Units - YoY Sales",
"Fabrikam","Silver Grey","2013","Q1","(Units - YoY Sales)%",
"Fabrikam","Silver Grey","2013","Q2","YoY Sales",
"Fabrikam","Silver Grey","2013","Q2","Units",
"Fabrikam","Silver Grey","2013","Q2","Units - YoY Sales",
"Fabrikam","Silver Grey","2013","Q2","(Units - YoY Sales)%",
"Fabrikam","Silver Grey","2013","Q3","YoY Sales",
"Fabrikam","Silver Grey","2013","Q3","Units",
"Fabrikam","Silver Grey","2013","Q3","Units - YoY Sales",
"Fabrikam","Silver Grey","2013","Q3","(Units - YoY Sales)%",
"Fabrikam","Silver Grey","2013","Q4","YoY Sales","664"
"Fabrikam","Silver Grey","2013","Q4","Units","2"
"Fabrikam","Silver Grey","2013","Q4","Units - YoY Sales","-662"
"Fabrikam","Silver Grey","2013","Q4","(Units - YoY Sales)%","-0.9969879518072289"
"Fabrikam","Silver Grey","2014","Q1","YoY Sales","2857"
"Fabrikam","Silver Grey","2014","Q1","Units","7"
"Fabrikam","Silver Grey","2014","Q1","Units - YoY Sales","-2850"
"Fabrikam","Silver Grey","2014","Q1","(Units - YoY Sales)%","-0.9975498774938747"
"Fabrikam","Silver Grey","2014","Q2","YoY Sales","4281"
"Fabrikam","Silver Grey","2014","Q2","Units","8"
"Fabrikam","Silver Grey","2014","Q2","Units - YoY Sales","-4273"
"Fabrikam","Silver Grey","2014","Q2","(Units - YoY Sales)%","-0.998131277738846"
"Fabrikam","Silver Grey","2014","Q3","YoY Sales","4277"
"Fabrikam","Silver Grey","2014","Q3","Units","11"
"Fabrikam","Silver Grey","2014","Q3","Units - YoY Sales","-4266"
"Fabrikam","Silver Grey","2014","Q3","(Units - YoY Sales)%","-0.9974281038110824"
"Fabrikam","Silver Grey","2014","Q4","YoY Sales","13126"
"Fabrikam","Silver Grey","2014","Q4","Units","27"
"Fabrikam","Silver Grey","2014","Q4","Units - YoY Sales","-13099"
"Fabrikam","Silver Grey","2014","Q4","(Units - YoY Sales)%","-0.9979430138656101"
"Fabrikam","Silver Grey","2015","Q1","YoY Sales","-1861"
"Fabrikam","Silver Grey","2015","Q1","Units","3"
"Fabrikam","Silver Grey","2015","Q1","Units - YoY Sales","1864"
"Fabrikam","Silver Grey","2015","Q1","(Units - YoY Sales)%","1.001612036539495"
"Fabrikam","Silver Grey","2015","Q2","YoY Sales","-2097"
"Fabrikam","Silver Grey","2015","Q2","Units","6"
"Fabrikam","Silver Grey","2015","Q2","Units - YoY Sales","2103"
"Fabrikam","Silver Grey","2015","Q2","(Units - YoY Sales)%","1.0028612303290414"
"Fabrikam","Silver Grey","2015","Q3","YoY Sales","522"
"Fabrikam","Silver Grey","2015","Q3","Units","11"
"Fabrikam","Silver Grey","2015","Q3","Units - YoY Sales","-511"
"Fabrikam","Silver Grey","2015","Q3","(Units - YoY Sales)%","-0.9789272030651341"
"Fabrikam","Silver Grey","2015","Q4","YoY Sales","-10154"
"Fabrikam","Silver Grey","2015","Q4","Units","11"
"Fabrikam","Silver Grey","2015","Q4","Units - YoY Sales","10165"
"Fabrikam","Silver Grey","2015","Q4","(Units - YoY Sales)%","1.0010833169194406"
