Orders.State,Orders.Category,Orders.Sub-Category,Sum(Orders.Sales),Sum(Orders.Profit)
New Mexico,Office Supplies,Labels,18.45,8.6715
New York,Office Supplies,Labels,1290.57,611.1723
North Carolina,Office Supplies,Labels,229.42399999999998,75.86840000000001
North Dakota,Office Supplies,Labels,,
Ohio,Office Supplies,Labels,161.84000000000003,55.522200000000005
Oklahoma,Office Supplies,Labels,64.24000000000001,31.185200000000002
Oregon,Office Supplies,Labels,902.1120000000001,320.3328
Pennsylvania,Office Supplies,Labels,598.304,201.42079999999999
Rhode Island,Office Supplies,Labels,,
South Carolina,Office Supplies,Labels,,
South Dakota,Office Supplies,Labels,34.85,16.3795
Tennessee,Office Supplies,Labels,115.36800000000001,41.471199999999996
Texas,Office Supplies,Labels,583.6000000000001,200.40199999999996
Utah,Office Supplies,Labels,30.15,14.616
Vermont,Office Supplies,Labels,,
Virginia,Office Supplies,Labels,474.7699999999999,230.8035
Washington,Office Supplies,Labels,1153.8899999999996,560.5303000000001
West Virginia,Office Supplies,Labels,,
Wisconsin,Office Supplies,Labels,177.85,82.9425
Wyoming,Office Supplies,Labels,,
Alabama,Office Supplies,Fasteners,3.62,1.1945999999999999
Arizona,Office Supplies,Fasteners,101.232,2.099299999999995
Arkansas,Office Supplies,Fasteners,42.67,18.961199999999998
California,Office Supplies,Fasteners,479.53,195.75050000000002
Colorado,Office Supplies,Fasteners,44.52,12.605399999999996
Connecticut,Office Supplies,Fasteners,,
Delaware,Office Supplies,Fasteners,26.18,0.5236000000000014
District of Columbia,Office Supplies,Fasteners,,
Florida,Office Supplies,Fasteners,49.256,16.508499999999998
Georgia,Office Supplies,Fasteners,15.12,0.30240000000000045
Idaho,Office Supplies,Fasteners,,
Illinois,Office Supplies,Fasteners,141.336,43.994899999999994
Indiana,Office Supplies,Fasteners,8.459999999999999,0.1008
Iowa,Office Supplies,Fasteners,45.92,21.5824
Kansas,Office Supplies,Fasteners,24.05,10.921100000000001
Kentucky,Office Supplies,Fasteners,76.06,21.8478
Louisiana,Office Supplies,Fasteners,,
Maine,Office Supplies,Fasteners,,
Maryland,Office Supplies,Fasteners,27.32,10.470399999999998
Massachusetts,Office Supplies,Fasteners,51.160000000000004,23.8116
Michigan,Office Supplies,Fasteners,109.49999999999999,42.755399999999995
Minnesota,Office Supplies,Fasteners,42.9,19.328
Mississippi,Office Supplies,Fasteners,35.019999999999996,5.489399999999999
Missouri,Office Supplies,Fasteners,,
Montana,Office Supplies,Fasteners,,
Nebraska,Office Supplies,Fasteners,57.63999999999999,10.384599999999999
Nevada,Office Supplies,Fasteners,4.71,0
New Hampshire,Office Supplies,Fasteners,14.82,6.965400000000001
New Jersey,Office Supplies,Fasteners,54.12,15.110800000000001
New Mexico,Office Supplies,Fasteners,,
New York,Office Supplies,Fasteners,286.51,116.6671
North Carolina,Office Supplies,Fasteners,66.33600000000001,21.863699999999998
North Dakota,Office Supplies,Fasteners,7.41,3.4827000000000004
Ohio,Office Supplies,Fasteners,204.89600000000002,61.11969999999999
Oklahoma,Office Supplies,Fasteners,,
Oregon,Office Supplies,Fasteners,20.024,0.1695000000000011
Pennsylvania,Office Supplies,Fasteners,154.712,29.322199999999995
Rhode Island,Office Supplies,Fasteners,,
South Carolina,Office Supplies,Fasteners,43.41,17.993999999999996
South Dakota,Office Supplies,Fasteners,6.540000000000001,2.6814000000000004
Tennessee,Office Supplies,Fasteners,86.66400000000002,28.89409999999999
Texas,Office Supplies,Fasteners,332.46399999999994,80.7357
Utah,Office Supplies,Fasteners,10,2.5328
Vermont,Office Supplies,Fasteners,,
Virginia,Office Supplies,Fasteners,85.16000000000001,40.6624
Washington,Office Supplies,Fasteners,263.2,62.0332
West Virginia,Office Supplies,Fasteners,,
Wisconsin,Office Supplies,Fasteners,1.81,0.6516
Wyoming,Office Supplies,Fasteners,,
Alabama,Office Supplies,Supplies,484.51,11.50770000000001
Arizona,Office Supplies,Supplies,282.528,-30.197600000000026
Arkansas,Office Supplies,Supplies,,
California,Office Supplies,Supplies,15720.950000000003,862.2002999999994
Colorado,Office Supplies,Supplies,1403.3999999999999,-291.69899999999996
Connecticut,Office Supplies,Supplies,114.86,30.401499999999995
Delaware,Office Supplies,Supplies,,
District of Columbia,Office Supplies,Supplies,,
Florida,Office Supplies,Supplies,1067.896,-197.63149999999996
Georgia,Office Supplies,Supplies,39.519999999999996,10.150399999999994
Idaho,Office Supplies,Supplies,,
Illinois,Office Supplies,Supplies,178.15200000000002,13.427299999999994
Indiana,Office Supplies,Supplies,,
Iowa,Office Supplies,Supplies,,
Kansas,Office Supplies,Supplies,357.93,7.158600000000007
Kentucky,Office Supplies,Supplies,86.32000000000001,17.920799999999996
Louisiana,Office Supplies,Supplies,1665.62,33.312400000000025
Maine,Office Supplies,Supplies,,
Maryland,Office Supplies,Supplies,25.02,6.5052
Massachusetts,Office Supplies,Supplies,30.07,6.859
Michigan,Office Supplies,Supplies,74.48,21.210399999999993
Minnesota,Office Supplies,Supplies,37.24,10.799599999999998
Mississippi,Office Supplies,Supplies,,
Missouri,Office Supplies,Supplies,4216.639999999999,99.05800000000006
Montana,Office Supplies,Supplies,,
Nebraska,Office Supplies,Supplies,16.9,5.0699999999999985
Nevada,Office Supplies,Supplies,86.19999999999999,24.997999999999987
New Hampshire,Office Supplies,Supplies,27.93,8.099699999999999
New Jersey,Office Supplies,Supplies,114.43,32.674699999999994
New Mexico,Office Supplies,Supplies,29.560000000000002,4.7232
New York,Office Supplies,Supplies,2563.630000000001,268.0359
North Carolina,Office Supplies,Supplies,302.04,-27.980300000000028
North Dakota,Office Supplies,Supplies,,
Ohio,Office Supplies,Supplies,478.80800000000005,-82.90289999999999
Oklahoma,Office Supplies,Supplies,21.96,6.148800000000001
Oregon,Office Supplies,Supplies,76.744,-1.6847000000000039
Pennsylvania,Office Supplies,Supplies,6710.208000000002,-1459.5663
Rhode Island,Office Supplies,Supplies,695.16,34.75799999999995
South Carolina,Office Supplies,Supplies,,
South Dakota,Office Supplies,Supplies,25.5,6.63
Tennessee,Office Supplies,Supplies,97.792,8.020799999999987
Texas,Office Supplies,Supplies,4516.760000000001,-837.2795000000003
Utah,Office Supplies,Supplies,44.400000000000006,12.432000000000002
Vermont,Office Supplies,Supplies,,
Virginia,Office Supplies,Supplies,4575.23,146.57700000000006
Washington,Office Supplies,Supplies,483.34000000000003,45.274300000000004
West Virginia,Office Supplies,Supplies,,
Wisconsin,Office Supplies,Supplies,21.81,5.888700000000001
Wyoming,Office Supplies,Supplies,,
Alabama,Furniture,Chairs,3915.54,660.9663999999999
Arizona,Furniture,Chairs,6499.079999999999,121.60489999999949
Arkansas,Furniture,Chairs,1673.2800000000002,369.54899999999986
California,Furniture,Chairs,63079.36799999997,2435.971499999998
Colorado,Furniture,Chairs,8244.816,556.5215999999998
Connecticut,Furniture,Chairs,2782.42,696.2570000000001
Delaware,Furniture,Chairs,1559.92,342.13819999999987
District of Columbia,Furniture,Chairs,1267.53,316.8825
Florida,Furniture,Chairs,11168.816,-37.55860000000027
Georgia,Furniture,Chairs,1858.1599999999999,414.36289999999997
Idaho,Furniture,Chairs,338.352,4.22939999999997
Illinois,Furniture,Chairs,14563.178000000002,-1578.6955000000007
Indiana,Furniture,Chairs,6463.389999999999,1587.5620999999996
Iowa,Furniture,Chairs,1408.1,394.26800000000003
Kansas,Furniture,Chairs,,
Kentucky,Furniture,Chairs,9233.57,2552.2604999999994
Louisiana,Furniture,Chairs,802.34,228.78879999999995
Maine,Furniture,Chairs,,
Maryland,Furniture,Chairs,4329.91,969.6909999999998
Massachusetts,Furniture,Chairs,4245.599999999999,962.1228000000001
Michigan,Furniture,Chairs,13878.059999999996,3001.650599999999
Minnesota,Furniture,Chairs,6079.370000000001,1703.9146999999998
Mississippi,Furniture,Chairs,866.4,225.264
Missouri,Furniture,Chairs,60.89,15.222499999999997
Montana,Furniture,Chairs,,
Nebraska,Furniture,Chairs,563.9399999999999,112.78800000000001
Nevada,Furniture,Chairs,674.3520000000001,-109.58220000000011
New Hampshire,Furniture,Chairs,,
New Jersey,Furniture,Chairs,2661.9,530.9126
New Mexico,Furniture,Chairs,1114.192,119.58779999999994
New York,Furniture,Chairs,46634.247,7111.011899999997
North Carolina,Furniture,Chairs,2723.5919999999996,142.7238999999999
North Dakota,Furniture,Chairs,,
Ohio,Furniture,Chairs,10145.701999999997,-649.3542000000002
Oklahoma,Furniture,Chairs,3963.38,1106.7992
Oregon,Furniture,Chairs,3841.1600000000003,106.11000000000001
Pennsylvania,Furniture,Chairs,18724.174,-1993.4180000000003
Rhode Island,Furniture,Chairs,3194.0800000000004,892.7267999999999
South Carolina,Furniture,Chairs,2537.9399999999996,543.076
South Dakota,Furniture,Chairs,182.94,27.440999999999995
Tennessee,Furniture,Chairs,5074.888,150.42539999999977
Texas,Furniture,Chairs,26572.448000000004,-2515.649
Utah,Furniture,Chairs,,
Vermont,Furniture,Chairs,715.2,178.79999999999998
Virginia,Furniture,Chairs,5321.92,1362.2309999999998
Washington,Furniture,Chairs,16386.872,692.9452999999991
West Virginia,Furniture,Chairs,,
Wisconsin,Furniture,Chairs,11494.949999999999,2737.4204999999993
Wyoming,Furniture,Chairs,1603.1360000000002,100.19599999999997
Alabama,Furniture,Furnishings,40.480000000000004,14.348799999999999
Arizona,Furniture,Furnishings,2511.6480000000006,284.5497
Arkansas,Furniture,Furnishings,573.49,194.13080000000002
California,Furniture,Furnishings,19996.479999999996,5611.560600000001
Colorado,Furniture,Furnishings,1957.568,144.13589999999994
Connecticut,Furniture,Furnishings,457.46999999999997,92.96109999999997
Delaware,Furniture,Furnishings,637.39,137.531
District of Columbia,Furniture,Furnishings,79.05,33.201
Florida,Furniture,Furnishings,3746.192000000002,391.75959999999986
Georgia,Furniture,Furnishings,1805.0800000000004,613.8860999999999
Idaho,Furniture,Furnishings,432.32,110.0308
Illinois,Furniture,Furnishings,2877.976000000001,-2631.976600000001
Indiana,Furniture,Furnishings,1514.4800000000002,180.79139999999992
Iowa,Furniture,Furnishings,49.49000000000001,19.1457
Kansas,Furniture,Furnishings,111.12,36.96959999999999
Kentucky,Furniture,Furnishings,1788.37,456.66049999999996
Louisiana,Furniture,Furnishings,182.48999999999998,31.618599999999994
Maine,Furniture,Furnishings,109.48,33.9388
Maryland,Furniture,Furnishings,3147.7200000000003,901.648
Massachusetts,Furniture,Furnishings,833.74,259.151
Michigan,Furniture,Furnishings,1916.26,435.37790000000007
Minnesota,Furniture,Furnishings,231.52,49.534200000000006
Mississippi,Furniture,Furnishings,430.49,182.163
Missouri,Furniture,Furnishings,941.0799999999999,195.236
Montana,Furniture,Furnishings,63.980000000000004,21.7532
Nebraska,Furniture,Furnishings,1380.7599999999998,405.64839999999987
Nevada,Furniture,Furnishings,463.38,155.7951
New Hampshire,Furniture,Furnishings,833.3100000000001,259.2534
New Jersey,Furniture,Furnishings,950.97,311.31530000000004
New Mexico,Furniture,Furnishings,587.22,132.0039
New York,Furniture,Furnishings,10182.319999999996,2931.4346
North Carolina,Furniture,Furnishings,1791.104,153.04469999999995
North Dakota,Furniture,Furnishings,,
Ohio,Furniture,Furnishings,4088.6240000000007,517.4190999999998
Oklahoma,Furniture,Furnishings,1444.9199999999998,412.46639999999996
Oregon,Furniture,Furnishings,468.464,72.026
Pennsylvania,Furniture,Furnishings,7347.815999999998,282.2119999999997
Rhode Island,Furniture,Furnishings,403.49,121.3418
South Carolina,Furniture,Furnishings,540.31,69.76789999999995
South Dakota,Furniture,Furnishings,,
Tennessee,Furniture,Furnishings,1699.2479999999998,310.6829
Texas,Furniture,Furnishings,3766.7240000000006,-3312.678600000001
Utah,Furniture,Furnishings,165.17000000000002,54.570899999999995
Vermont,Furniture,Furnishings,,
Virginia,Furniture,Furnishings,4709.430000000001,1024.6199999999997
Washington,Furniture,Furnishings,3426.5000000000005,1054.8443000000002
West Virginia,Furniture,Furnishings,,
Wisconsin,Furniture,Furnishings,1020.04,303.2688
Wyoming,Furniture,Furnishings,,
Alabama,Furniture,Bookcases,,
Arizona,Furniture,Bookcases,519.2130000000001,-869.2072999999999
Arkansas,Furniture,Bookcases,638.82,172.4814
California,Furniture,Bookcases,27558.521500000006,1418.991499999999
Colorado,Furniture,Bookcases,1583.5230000000001,-2408.9163000000003
Connecticut,Furniture,Bookcases,1682.7400000000002,456.677
Delaware,Furniture,Bookcases,2051.73,476.9343
District of Columbia,Furniture,Bookcases,,
Florida,Furniture,Bookcases,2587.056,-116.07059999999998
Georgia,Furniture,Bookcases,3793.5,883.2619999999998
Idaho,Furniture,Bookcases,,
Illinois,Furniture,Bookcases,4282.697999999999,-555.8725999999999
Indiana,Furniture,Bookcases,,
Iowa,Furniture,Bookcases,,
Kansas,Furniture,Bookcases,,
Kentucky,Furniture,Bookcases,261.96,41.9136
Louisiana,Furniture,Bookcases,387.70000000000005,57.19280000000002
Maine,Furniture,Bookcases,,
Maryland,Furniture,Bookcases,881.8199999999999,105.60539999999997
Massachusetts,Furniture,Bookcases,1873.7200000000003,414.0936
Michigan,Furniture,Bookcases,810.2,150.6456
Minnesota,Furniture,Bookcases,,
Mississippi,Furniture,Bookcases,504.90000000000003,126.22500000000002
Missouri,Furniture,Bookcases,212.94,53.235000000000014
Montana,Furniture,Bookcases,,
Nebraska,Furniture,Bookcases,,
Nevada,Furniture,Bookcases,141.96,41.16839999999999
New Hampshire,Furniture,Bookcases,,
New Jersey,Furniture,Bookcases,2275.88,141.39199999999988
New Mexico,Furniture,Bookcases,,
New York,Furniture,Bookcases,22777.143999999993,350.8743999999987
North Carolina,Furniture,Bookcases,959.056,-97.978
North Dakota,Furniture,Bookcases,,
Ohio,Furniture,Bookcases,2077.705,-1359.0516
Oklahoma,Furniture,Bookcases,341.96,54.713599999999985
Oregon,Furniture,Bookcases,356.6460000000001,-616.8158
Pennsylvania,Furniture,Bookcases,5230.755,-2896.760100000001
Rhode Island,Furniture,Bookcases,562.9399999999999,129.4762
South Carolina,Furniture,Bookcases,,
South Dakota,Furniture,Bookcases,141.96,39.7488
Tennessee,Furniture,Bookcases,518.24,-6.3236000000000345
Texas,Furniture,Bookcases,14493.458799999999,-2391.137700000001
Utah,Furniture,Bookcases,2699.8,218.26239999999981
Vermont,Furniture,Bookcases,4404.9,1013.1270000000001
Virginia,Furniture,Bookcases,1248.1299999999999,278.78919999999994
Washington,Furniture,Bookcases,3144.46,570.0054
West Virginia,Furniture,Bookcases,,
Wisconsin,Furniture,Bookcases,3873.9600000000005,650.763
Wyoming,Furniture,Bookcases,,
Alabama,Furniture,Tables,2376.46,556.0730000000001
Arizona,Furniture,Tables,3995.35,-2281.8701
Arkansas,Furniture,Tables,301.96,45.29399999999998
California,Furniture,Tables,45430.232,-303.5580000000013
Colorado,Furniture,Tables,1457.13,-974.8754
Connecticut,Furniture,Tables,252.35699999999997,-19.6146
Delaware,Furniture,Tables,510.27900000000005,-85.89630000000007
District of Columbia,Furniture,Tables,,
Florida,Furniture,Tables,5484.974000000001,-2493.1111
Georgia,Furniture,Tables,864.74,137.94699999999995
Idaho,Furniture,Tables,1824.81,419.70630000000006
Illinois,Furniture,Tables,6550.669999999999,-4309.744700000001
Indiana,Furniture,Tables,3518.84,412.92179999999996
Iowa,Furniture,Tables,1184.72,106.62480000000005
Kansas,Furniture,Tables,,
Kentucky,Furniture,Tables,842.94,160.1586
Louisiana,Furniture,Tables,1590.5,368.3944000000001
Maine,Furniture,Tables,,
Maryland,Furniture,Tables,789.803,-71.11700000000002
Massachusetts,Furniture,Tables,3966.0039999999995,-545.2946999999998
Michigan,Furniture,Tables,5716.58,1087.8775
Minnesota,Furniture,Tables,1300.46,270.43820000000005
Mississippi,Furniture,Tables,2516.06,411.16760000000016
Missouri,Furniture,Tables,1721.54,361.5233999999999
Montana,Furniture,Tables,,
Nebraska,Furniture,Tables,,
Nevada,Furniture,Tables,3355.48,437.18919999999986
New Hampshire,Furniture,Tables,1053.164,-105.31639999999993
New Jersey,Furniture,Tables,418.2919999999999,-51.2906
New Mexico,Furniture,Tables,,
New York,Furniture,Tables,13779.017999999998,-4535.640800000001
North Carolina,Furniture,Tables,9681.732,-3684.2539000000006
North Dakota,Furniture,Tables,,
Ohio,Furniture,Tables,7887.1140000000005,-2715.3345000000004
Oklahoma,Furniture,Tables,2533.84,579.883
Oregon,Furniture,Tables,1671.86,-1048.8971
Pennsylvania,Furniture,Tables,8052.186000000001,-2588.753800000001
Rhode Island,Furniture,Tables,1758.2459999999999,-230.16779999999994
South Carolina,Furniture,Tables,,
South Dakota,Furniture,Tables,,
Tennessee,Furniture,Tables,6214.356,-2663.4138000000003
Texas,Furniture,Tables,15760.661,-2216.6766000000002
Utah,Furniture,Tables,1957.3799999999999,358.92240000000004
Vermont,Furniture,Tables,,
Virginia,Furniture,Tables,14042.470000000001,2538.6863
Washington,Furniture,Tables,25062.320000000003,4875.99
West Virginia,Furniture,Tables,673.3439999999999,-76.9536
Wisconsin,Furniture,Tables,867.66,147.5021999999999
Wyoming,Furniture,Tables,,
