Country,Product,Month Name,Value Column Name,Value
"Canada","Carretera","Dec","Profit - Units Sold","245171.12"
"Canada","Carretera","Dec","(Profit - Units Sold)%","40.457280528052806"
"Canada","Carretera","Feb","Discounts","2556.84"
"Canada","Carretera","Feb","Units Sold","1937"
"Canada","Carretera","Feb","Profit","14876.16"
"Canada","Carretera","Feb","Sale Price","12"
"Canada","Carretera","Feb","Sale Price - Discounts","-2544.84"
"Canada","Carretera","Feb","(Sale Price - Discounts)%","-0.9953067067161027"
"Canada","Carretera","Feb","Sale Price - Units Sold","-1925"
"Canada","Carretera","Feb","(Sale Price - Units Sold)%","-0.9938048528652556"
"Canada","Carretera","Feb","Sale Price - Profit","-14864.16"
"Canada","Carretera","Feb","(Sale Price - Profit)%","-0.9991933402168302"
"Canada","Carretera","Feb","Units Sold - Discounts","-619.8400000000001"
"Canada","Carretera","Feb","(Units Sold - Discounts)%","-0.24242424242424246"
"Canada","Carretera","Feb","Profit - Discounts","12319.32"
"Canada","Carretera","Feb","(Profit - Discounts)%","4.8181818181818175"
"Canada","Carretera","Feb","Profit - Units Sold","12939.16"
"Canada","Carretera","Feb","(Profit - Units Sold)%","6.68"
"Canada","Carretera","Jan","Discounts","0"
"Canada","Carretera","Jan","Units Sold","1618.5"
"Canada","Carretera","Jan","Profit","16185"
"Canada","Carretera","Jan","Sale Price","20"
"Canada","Carretera","Jan","Sale Price - Discounts","20"
"Canada","Carretera","Jan","(Sale Price - Discounts)%",
"Canada","Carretera","Jan","Sale Price - Units Sold","-1598.5"
"Canada","Carretera","Jan","(Sale Price - Units Sold)%","-0.9876428792091443"
"Canada","Carretera","Jan","Sale Price - Profit","-16165"
"Canada","Carretera","Jan","(Sale Price - Profit)%","-0.9987642879209144"
"Canada","Carretera","Jan","Units Sold - Discounts","1618.5"
"Canada","Carretera","Jan","(Units Sold - Discounts)%",
"Canada","Carretera","Jan","Profit - Discounts","16185"
"Canada","Carretera","Jan","(Profit - Discounts)%",
"Canada","Carretera","Jan","Profit - Units Sold","14566.5"
"Canada","Carretera","Jan","(Profit - Units Sold)%","9"
"Canada","Carretera","Jul","Discounts","515.97"
"Canada","Carretera","Jul","Units Sold","819"
"Canada","Carretera","Jul","Profit","1122.03"
"Canada","Carretera","Jul","Sale Price","7"
"Canada","Carretera","Jul","Sale Price - Discounts","-508.97"
"Canada","Carretera","Jul","(Sale Price - Discounts)%","-0.986433319766653"
"Canada","Carretera","Jul","Sale Price - Units Sold","-812"
"Canada","Carretera","Jul","(Sale Price - Units Sold)%","-0.9914529914529915"
"Canada","Carretera","Jul","Sale Price - Profit","-1115.03"
"Canada","Carretera","Jul","(Sale Price - Profit)%","-0.9937613076299208"
"Canada","Carretera","Jul","Units Sold - Discounts","303.03"
"Canada","Carretera","Jul","(Units Sold - Discounts)%","0.5873015873015872"
"Canada","Carretera","Jul","Profit - Discounts","606.06"
"Canada","Carretera","Jul","(Profit - Discounts)%","1.1746031746031744"
"Canada","Carretera","Jul","Profit - Units Sold","303.03"
"Canada","Carretera","Jul","(Profit - Units Sold)%","0.36999999999999994"
"Canada","Carretera","Jun","Discounts","32097.6"
"Canada","Carretera","Jun","Units Sold","3938"
"Canada","Carretera","Jun","Profit","36822.4"
"Canada","Carretera","Jun","Sale Price","315"
"Canada","Carretera","Jun","Sale Price - Discounts","-31782.6"
"Canada","Carretera","Jun","(Sale Price - Discounts)%","-0.9901861821444594"
"Canada","Carretera","Jun","Sale Price - Units Sold","-3623"
"Canada","Carretera","Jun","(Sale Price - Units Sold)%","-0.920010157440325"
"Canada","Carretera","Jun","Sale Price - Profit","-36507.4"
"Canada","Carretera","Jun","(Sale Price - Profit)%","-0.9914454245242027"
"Canada","Carretera","Jun","Units Sold - Discounts","-28159.6"
"Canada","Carretera","Jun","(Units Sold - Discounts)%","-0.8773116993170827"
"Canada","Carretera","Jun","Profit - Discounts","4724.800000000003"
"Canada","Carretera","Jun","(Profit - Discounts)%","0.14720103683764527"
"Canada","Carretera","Jun","Profit - Units Sold","32884.4"
"Canada","Carretera","Jun","(Profit - Units Sold)%","8.350533265617065"
"Canada","Carretera","Mar","Discounts","41996.5"
"Canada","Carretera","Mar","Units Sold","923"
"Canada","Carretera","Mar","Profit","41073.5"
"Canada","Carretera","Mar","Sale Price","350"
"Canada","Carretera","Mar","Sale Price - Discounts","-41646.5"
"Canada","Carretera","Mar","(Sale Price - Discounts)%","-0.991665972164347"
"Canada","Carretera","Mar","Sale Price - Units Sold","-573"
"Canada","Carretera","Mar","(Sale Price - Units Sold)%","-0.6208017334777898"
"Canada","Carretera","Mar","Sale Price - Profit","-40723.5"
"Canada","Carretera","Mar","(Sale Price - Profit)%","-0.9914786906399503"
"Canada","Carretera","Mar","Units Sold - Discounts","-41073.5"
"Canada","Carretera","Mar","(Units Sold - Discounts)%","-0.978021978021978"
"Canada","Carretera","Mar","Profit - Discounts","-923"
"Canada","Carretera","Mar","(Profit - Discounts)%","-0.02197802197802198"
"Canada","Carretera","Mar","Profit - Units Sold","40150.5"
"Canada","Carretera","Mar","(Profit - Units Sold)%","43.5"
"Canada","Carretera","May","Discounts","498.6"
"Canada","Carretera","May","Units Sold","831"
"Canada","Carretera","May","Profit","7811.4"
"Canada","Carretera","May","Sale Price","20"
"Canada","Carretera","May","Sale Price - Discounts","-478.6"
"Canada","Carretera","May","(Sale Price - Discounts)%","-0.9598876855194544"
"Canada","Carretera","May","Sale Price - Units Sold","-811"
"Canada","Carretera","May","(Sale Price - Units Sold)%","-0.9759326113116726"
"Canada","Carretera","May","Sale Price - Profit","-7791.4"
"Canada","Carretera","May","(Sale Price - Profit)%","-0.9974396395012418"
"Canada","Carretera","May","Units Sold - Discounts","332.4"
"Canada","Carretera","May","(Units Sold - Discounts)%","0.6666666666666665"
"Canada","Carretera","May","Profit - Discounts","7312.799999999999"
"Canada","Carretera","May","(Profit - Discounts)%","14.666666666666664"
"Canada","Carretera","May","Profit - Units Sold","6980.4"
"Canada","Carretera","May","(Profit - Units Sold)%","8.4"
"Canada","Carretera","Nov","Discounts","7414.2"
"Canada","Carretera","Nov","Units Sold","4249"
"Canada","Carretera","Nov","Profit","13830.8"
"Canada","Carretera","Nov","Sale Price","30"
"Canada","Carretera","Nov","Sale Price - Discounts","-7384.2"
"Canada","Carretera","Nov","(Sale Price - Discounts)%","-0.9959537104475196"
"Canada","Carretera","Nov","Sale Price - Units Sold","-4219"
"Canada","Carretera","Nov","(Sale Price - Units Sold)%","-0.9929395151800423"
"Canada","Carretera","Nov","Sale Price - Profit","-13800.8"
"Canada","Carretera","Nov","(Sale Price - Profit)%","-0.9978309280735749"
"Canada","Carretera","Nov","Units Sold - Discounts","-3165.2"
"Canada","Carretera","Nov","(Units Sold - Discounts)%","-0.4269105230503628"
"Canada","Carretera","Nov","Profit - Discounts","6416.599999999999"
"Canada","Carretera","Nov","(Profit - Discounts)%","0.8654473847481858"
"Canada","Carretera","Nov","Profit - Units Sold","9581.8"
"Canada","Carretera","Nov","(Profit - Units Sold)%","2.2550717815956696"
"Canada","Carretera","Oct","Discounts","65596.36"
"Canada","Carretera","Oct","Units Sold","7941"
"Canada","Carretera","Oct","Profit","47251.64"
"Canada","Carretera","Oct","Sale Price","331"
"Canada","Carretera","Oct","Sale Price - Discounts","-65265.36"
"Canada","Carretera","Oct","(Sale Price - Discounts)%","-0.9949539883005705"
"Canada","Carretera","Oct","Sale Price - Units Sold","-7610"
"Canada","Carretera","Oct","(Sale Price - Units Sold)%","-0.9583175922427906"
"Canada","Carretera","Oct","Sale Price - Profit","-46920.64"
"Canada","Carretera","Oct","(Sale Price - Profit)%","-0.9929949521328784"
"Canada","Carretera","Oct","Units Sold - Discounts","-57655.36"
"Canada","Carretera","Oct","(Units Sold - Discounts)%","-0.878941453458698"
"Canada","Carretera","Oct","Profit - Discounts","-18344.72"
"Canada","Carretera","Oct","(Profit - Discounts)%","-0.2796606397062276"
"Canada","Carretera","Oct","Profit - Units Sold","39310.64"
"Canada","Carretera","Oct","(Profit - Units Sold)%","4.9503387482684795"
"Canada","Carretera","Sep","Discounts","36413.4"
"Canada","Carretera","Sep","Units Sold","3861"
"Canada","Carretera","Sep","Profit","-11328.4"
"Canada","Carretera","Sep","Sale Price","137"
"Canada","Carretera","Sep","Sale Price - Discounts","-36276.4"
"Canada","Carretera","Sep","(Sale Price - Discounts)%","-0.9962376487776478"
"Canada","Carretera","Sep","Sale Price - Units Sold","-3724"
"Canada","Carretera","Sep","(Sale Price - Units Sold)%","-0.9645169645169644"
"Canada","Carretera","Sep","Sale Price - Profit","11465.4"
"Canada","Carretera","Sep","(Sale Price - Profit)%","1.012093499523322"
"Canada","Carretera","Sep","Units Sold - Discounts","-32552.4"
"Canada","Carretera","Sep","(Units Sold - Discounts)%","-0.8939676053321031"
"Canada","Carretera","Sep","Profit - Discounts","-47741.8"
"Canada","Carretera","Sep","(Profit - Discounts)%","-1.3111052524620057"
"Canada","Carretera","Sep","Profit - Units Sold","-15189.4"
"Canada","Carretera","Sep","(Profit - Units Sold)%","-3.934058534058534"
"Canada","Montana","Apr","Discounts","102667.5"
"Canada","Montana","Apr","Units Sold","3802.5"
"Canada","Montana","Apr","Profit","87457.5"
"Canada","Montana","Apr","Sale Price","300"
"Canada","Montana","Apr","Sale Price - Discounts","-102367.5"
"Canada","Montana","Apr","(Sale Price - Discounts)%","-0.9970779457958945"
"Canada","Montana","Apr","Sale Price - Units Sold","-3502.5"
"Canada","Montana","Apr","(Sale Price - Units Sold)%","-0.9211045364891519"
"Canada","Montana","Apr","Sale Price - Profit","-87157.5"
"Canada","Montana","Apr","(Sale Price - Profit)%","-0.9965697624560501"
"Canada","Montana","Apr","Units Sold - Discounts","-98865"
"Canada","Montana","Apr","(Units Sold - Discounts)%","-0.9629629629629629"
"Canada","Montana","Apr","Profit - Discounts","-15210"
"Canada","Montana","Apr","(Profit - Discounts)%","-0.14814814814814814"
"Canada","Montana","Apr","Profit - Units Sold","83655"
"Canada","Montana","Apr","(Profit - Units Sold)%","22"
"Canada","Montana","Aug","Discounts","128.1"
"Canada","Montana","Aug","Units Sold","1830"
"Canada","Montana","Aug","Profit","3531.9"
"Canada","Montana","Aug","Sale Price","7"
"Canada","Montana","Aug","Sale Price - Discounts","-121.1"
"Canada","Montana","Aug","(Sale Price - Discounts)%","-0.9453551912568307"
"Canada","Montana","Aug","Sale Price - Units Sold","-1823"
"Canada","Montana","Aug","(Sale Price - Units Sold)%","-0.9961748633879782"
"Canada","Montana","Aug","Sale Price - Profit","-3524.9"
"Canada","Montana","Aug","(Sale Price - Profit)%","-0.9980180639315948"
"Canada","Montana","Aug","Units Sold - Discounts","1701.9"
"Canada","Montana","Aug","(Units Sold - Discounts)%","13.285714285714286"
"Canada","Montana","Aug","Profit - Discounts","3403.8"
"Canada","Montana","Aug","(Profit - Discounts)%","26.571428571428573"
"Canada","Montana","Aug","Profit - Units Sold","1701.9"
"Canada","Montana","Aug","(Profit - Units Sold)%","0.93"
"Canada","Montana","Dec","Discounts","5844.93"
"Canada","Montana","Dec","Units Sold","3911"
"Canada","Montana","Dec","Profit","8877.07"
"Canada","Montana","Dec","Sale Price","22"
"Canada","Montana","Dec","Sale Price - Discounts","-5822.93"
"Canada","Montana","Dec","(Sale Price - Discounts)%","-0.9962360541529154"
"Canada","Montana","Dec","Sale Price - Units Sold","-3889"
"Canada","Montana","Dec","(Sale Price - Units Sold)%","-0.9943748401943237"
"Canada","Montana","Dec","Sale Price - Profit","-8855.07"
"Canada","Montana","Dec","(Sale Price - Profit)%","-0.9975217047967404"
"Canada","Montana","Dec","Units Sold - Discounts","-1933.9300000000003"
"Canada","Montana","Dec","(Units Sold - Discounts)%","-0.3308730814569208"
"Canada","Montana","Dec","Profit - Discounts","3032.1399999999994"
"Canada","Montana","Dec","(Profit - Discounts)%","0.5187641254899544"
"Canada","Montana","Dec","Profit - Units Sold","4966.07"
"Canada","Montana","Dec","(Profit - Units Sold)%","1.2697698798261314"
"Canada","Montana","Feb","Discounts","273.28"
"Canada","Montana","Feb","Units Sold","488"
"Canada","Montana","Feb","Profit","702.72"
"Canada","Montana","Feb","Sale Price","7"
"Canada","Montana","Feb","Sale Price - Discounts","-266.28"
"Canada","Montana","Feb","(Sale Price - Discounts)%","-0.9743852459016393"
"Canada","Montana","Feb","Sale Price - Units Sold","-481"
"Canada","Montana","Feb","(Sale Price - Units Sold)%","-0.985655737704918"
"Canada","Montana","Feb","Sale Price - Profit","-695.72"
"Canada","Montana","Feb","(Sale Price - Profit)%","-0.9900387067395264"
"Canada","Montana","Feb","Units Sold - Discounts","214.72000000000003"
"Canada","Montana","Feb","(Units Sold - Discounts)%","0.785714285714286"
"Canada","Montana","Feb","Profit - Discounts","429.44000000000005"
"Canada","Montana","Feb","(Profit - Discounts)%","1.571428571428572"
"Canada","Montana","Feb","Profit - Units Sold","214.72000000000003"
"Canada","Montana","Feb","(Profit - Units Sold)%","0.44000000000000006"
"Canada","Montana","Jan","Discounts","109147.5"
"Canada","Montana","Jan","Units Sold","2227.5"
"Canada","Montana","Jan","Profit","91327.5"
"Canada","Montana","Jan","Sale Price","350"
"Canada","Montana","Jan","Sale Price - Discounts","-108797.5"
"Canada","Montana","Jan","(Sale Price - Discounts)%","-0.9967933301266635"
"Canada","Montana","Jan","Sale Price - Units Sold","-1877.5"
"Canada","Montana","Jan","(Sale Price - Units Sold)%","-0.8428731762065095"
"Canada","Montana","Jan","Sale Price - Profit","-90977.5"
"Canada","Montana","Jan","(Sale Price - Profit)%","-0.9961676384440612"
"Canada","Montana","Jan","Units Sold - Discounts","-106920"
"Canada","Montana","Jan","(Units Sold - Discounts)%","-0.9795918367346939"
"Canada","Montana","Jan","Profit - Discounts","-17820"
"Canada","Montana","Jan","(Profit - Discounts)%","-0.163265306122449"
"Canada","Montana","Jan","Profit - Units Sold","89100"
"Canada","Montana","Jan","(Profit - Units Sold)%","40"
"Canada","Montana","Jul","Discounts","0"
"Canada","Montana","Jul","Units Sold","2665.5"
"Canada","Montana","Jul","Profit","13327.5"
"Canada","Montana","Jul","Sale Price","125"
"Canada","Montana","Jul","Sale Price - Discounts","125"
"Canada","Montana","Jul","(Sale Price - Discounts)%",
"Canada","Montana","Jul","Sale Price - Units Sold","-2540.5"
"Canada","Montana","Jul","(Sale Price - Units Sold)%","-0.953104483211405"
"Canada","Montana","Jul","Sale Price - Profit","-13202.5"
"Canada","Montana","Jul","(Sale Price - Profit)%","-0.9906208966422809"
"Canada","Montana","Jul","Units Sold - Discounts","2665.5"
"Canada","Montana","Jul","(Units Sold - Discounts)%",
"Canada","Montana","Jul","Profit - Discounts","13327.5"
"Canada","Montana","Jul","(Profit - Discounts)%",
"Canada","Montana","Jul","Profit - Units Sold","10662"
"Canada","Montana","Jul","(Profit - Units Sold)%","4"
"Canada","Montana","Jun","Discounts","1132.8"
"Canada","Montana","Jun","Units Sold","3226"
"Canada","Montana","Jun","Profit","28609.2"
"Canada","Montana","Jun","Sale Price","32"
"Canada","Montana","Jun","Sale Price - Discounts","-1100.8"
"Canada","Montana","Jun","(Sale Price - Discounts)%","-0.9717514124293786"
"Canada","Montana","Jun","Sale Price - Units Sold","-3194"
"Canada","Montana","Jun","(Sale Price - Units Sold)%","-0.9900805951642901"
"Canada","Montana","Jun","Sale Price - Profit","-28577.2"
"Canada","Montana","Jun","(Sale Price - Profit)%","-0.9988814786851782"
"Canada","Montana","Jun","Units Sold - Discounts","2093.2"
"Canada","Montana","Jun","(Units Sold - Discounts)%","1.847810734463277"
"Canada","Montana","Jun","Profit - Discounts","27476.4"
"Canada","Montana","Jun","(Profit - Discounts)%","24.255296610169495"
"Canada","Montana","Jun","Profit - Units Sold","25383.2"
"Canada","Montana","Jun","(Profit - Units Sold)%","7.868319900805952"
"Canada","Montana","Mar","Discounts","1180.2"
"Canada","Montana","Mar","Units Sold","1967"
"Canada","Montana","Mar","Profit","8654.8"
"Canada","Montana","Mar","Sale Price","15"
"Canada","Montana","Mar","Sale Price - Discounts","-1165.2"
"Canada","Montana","Mar","(Sale Price - Discounts)%","-0.987290289781393"
"Canada","Montana","Mar","Sale Price - Units Sold","-1952"
"Canada","Montana","Mar","(Sale Price - Units Sold)%","-0.9923741738688358"
"Canada","Montana","Mar","Sale Price - Profit","-8639.8"
"Canada","Montana","Mar","(Sale Price - Profit)%","-0.9982668576974628"
"Canada","Montana","Mar","Units Sold - Discounts","786.8"
"Canada","Montana","Mar","(Units Sold - Discounts)%","0.6666666666666665"
"Canada","Montana","Mar","Profit - Discounts","7474.599999999999"
"Canada","Montana","Mar","(Profit - Discounts)%","6.333333333333332"
"Canada","Montana","Mar","Profit - Units Sold","6687.799999999999"
"Canada","Montana","Mar","(Profit - Units Sold)%","3.3999999999999995"
"Canada","Montana","May","Discounts","9800"
"Canada","Montana","May","Units Sold","200"
"Canada","Montana","May","Profit","8200"
"Canada","Montana","May","Sale Price","350"
"Canada","Montana","May","Sale Price - Discounts","-9450"
"Canada","Montana","May","(Sale Price - Discounts)%","-0.9642857142857143"
"Canada","Montana","May","Sale Price - Units Sold","150"
"Canada","Montana","May","(Sale Price - Units Sold)%","0.75"
"Canada","Montana","May","Sale Price - Profit","-7850"
"Canada","Montana","May","(Sale Price - Profit)%","-0.9573170731707318"
"Canada","Montana","May","Units Sold - Discounts","-9600"
"Canada","Montana","May","(Units Sold - Discounts)%","-0.9795918367346939"
"Canada","Montana","May","Profit - Discounts","-1600"
"Canada","Montana","May","(Profit - Discounts)%","-0.163265306122449"
"Canada","Montana","May","Profit - Units Sold","8000"
"Canada","Montana","May","(Profit - Units Sold)%","40"
"Canada","Montana","Nov","Discounts","2506.68"
"Canada","Montana","Nov","Units Sold","2321"
"Canada","Montana","Nov","Profit","18382.32"
"Canada","Montana","Nov","Sale Price","12"
"Canada","Montana","Nov","Sale Price - Discounts","-2494.68"
"Canada","Montana","Nov","(Sale Price - Discounts)%","-0.9952127914213222"
"Canada","Montana","Nov","Sale Price - Units Sold","-2309"
"Canada","Montana","Nov","(Sale Price - Units Sold)%","-0.9948298147350279"
"Canada","Montana","Nov","Sale Price - Profit","-18370.32"
"Canada","Montana","Nov","(Sale Price - Profit)%","-0.9993471988301803"
"Canada","Montana","Nov","Units Sold - Discounts","-185.67999999999984"
"Canada","Montana","Nov","(Units Sold - Discounts)%","-0.07407407407407401"
"Canada","Montana","Nov","Profit - Discounts","15875.64"
"Canada","Montana","Nov","(Profit - Discounts)%","6.333333333333334"
"Canada","Montana","Nov","Profit - Units Sold","16061.32"
"Canada","Montana","Nov","(Profit - Units Sold)%","6.92"
"Canada","Montana","Oct","Discounts","6342.24"
"Canada","Montana","Oct","Units Sold","7179"
"Canada","Montana","Oct","Profit","19042.76"
"Canada","Montana","Oct","Sale Price","159"
"Canada","Montana","Oct","Sale Price - Discounts","-6183.24"
"Canada","Montana","Oct","(Sale Price - Discounts)%","-0.9749299931885264"
"Canada","Montana","Oct","Sale Price - Units Sold","-7020"
"Canada","Montana","Oct","(Sale Price - Units Sold)%","-0.9778520685332219"
"Canada","Montana","Oct","Sale Price - Profit","-18883.76"
"Canada","Montana","Oct","(Sale Price - Profit)%","-0.9916503700093894"
"Canada","Montana","Oct","Units Sold - Discounts","836.7600000000002"
"Canada","Montana","Oct","(Units Sold - Discounts)%","0.1319344584878529"
"Canada","Montana","Oct","Profit - Discounts","12700.519999999999"
"Canada","Montana","Oct","(Profit - Discounts)%","2.0025290749009814"
"Canada","Montana","Oct","Profit - Units Sold","11863.759999999998"
"Canada","Montana","Oct","(Profit - Units Sold)%","1.6525644240144866"
"Canada","Montana","Sep","Discounts","31172.24"
"Canada","Montana","Sep","Units Sold","1671"
"Canada","Montana","Sep","Profit","33753.76"
"Canada","Montana","Sep","Sale Price","307"
"Canada","Montana","Sep","Sale Price - Discounts","-30865.24"
"Canada","Montana","Sep","(Sale Price - Discounts)%","-0.9901514937649653"
"Canada","Montana","Sep","Sale Price - Units Sold","-1364"
"Canada","Montana","Sep","(Sale Price - Units Sold)%","-0.8162776780371036"
"Canada","Montana","Sep","Sale Price - Profit","-33446.76"
"Canada","Montana","Sep","(Sale Price - Profit)%","-0.9909047169856041"
"Canada","Montana","Sep","Units Sold - Discounts","-29501.24"
"Canada","Montana","Sep","(Units Sold - Discounts)%","-0.9463946126425307"
"Canada","Montana","Sep","Profit - Discounts","2581.5200000000004"
"Canada","Montana","Sep","(Profit - Discounts)%","0.08281470949793791"
"Canada","Montana","Sep","Profit - Units Sold","32082.760000000002"
"Canada","Montana","Sep","(Profit - Units Sold)%","19.19973668461999"
"France","Paseo","Apr","Discounts","5370.54"
"France","Paseo","Apr","Units Sold","6333"
"France","Paseo","Apr","Profit","18698.46"
"France","Paseo","Apr","Sale Price","22"
"France","Paseo","Apr","Sale Price - Discounts","-5348.54"
"France","Paseo","Apr","(Sale Price - Discounts)%","-0.9959035776663054"
"France","Paseo","Apr","Sale Price - Units Sold","-6311"
"France","Paseo","Apr","(Sale Price - Units Sold)%","-0.996526132954366"
"France","Paseo","Apr","Sale Price - Profit","-18676.46"
"France","Paseo","Apr","(Sale Price - Profit)%","-0.9988234325179721"
"France","Paseo","Apr","Units Sold - Discounts","962.46"
"France","Paseo","Apr","(Units Sold - Discounts)%","0.17921102905853042"
"France","Paseo","Apr","Profit - Discounts","13327.919999999998"
"France","Paseo","Apr","(Profit - Discounts)%","2.48167223407702"
"France","Paseo","Apr","Profit - Units Sold","12365.46"
"France","Paseo","Apr","(Profit - Units Sold)%","1.952543818095689"
"France","Paseo","Aug","Discounts","4659.41"
"France","Paseo","Aug","Units Sold","4797"
"France","Paseo","Aug","Profit","11237.59"
"France","Paseo","Aug","Sale Price","22"
"France","Paseo","Aug","Sale Price - Discounts","-4637.41"
"France","Paseo","Aug","(Sale Price - Discounts)%","-0.9952783721544144"
"France","Paseo","Aug","Sale Price - Units Sold","-4775"
"France","Paseo","Aug","(Sale Price - Units Sold)%","-0.9954138002918491"
"France","Paseo","Aug","Sale Price - Profit","-11215.59"
"France","Paseo","Aug","(Sale Price - Profit)%","-0.998042284867129"
"France","Paseo","Aug","Units Sold - Discounts","137.59000000000015"
"France","Paseo","Aug","(Units Sold - Discounts)%","0.029529489785187425"
"France","Paseo","Aug","Profit - Discounts","6578.18"
"France","Paseo","Aug","(Profit - Discounts)%","1.411805357330649"
"France","Paseo","Aug","Profit - Units Sold","6440.59"
"France","Paseo","Aug","(Profit - Units Sold)%","1.342628726287263"
"France","Paseo","Dec","Discounts","15605.15"
"France","Paseo","Dec","Units Sold","9187"
"France","Paseo","Dec","Profit","212781.85"
"France","Paseo","Dec","Sale Price","529"
"France","Paseo","Dec","Sale Price - Discounts","-15076.15"
"France","Paseo","Dec","(Sale Price - Discounts)%","-0.9661009346273505"
"France","Paseo","Dec","Sale Price - Units Sold","-8658"
"France","Paseo","Dec","(Sale Price - Units Sold)%","-0.9424186350277566"
"France","Paseo","Dec","Sale Price - Profit","-212252.85"
"France","Paseo","Dec","(Sale Price - Profit)%","-0.9975138857003077"
"France","Paseo","Dec","Units Sold - Discounts","-6418.15"
"France","Paseo","Dec","(Units Sold - Discounts)%","-0.41128409531468774"
"France","Paseo","Dec","Profit - Discounts","197176.7"
"France","Paseo","Dec","(Profit - Discounts)%","12.635360762312443"
"France","Paseo","Dec","Profit - Units Sold","203594.85"
"France","Paseo","Dec","(Profit - Units Sold)%","22.161189724610864"
"France","Paseo","Feb","Discounts","1647.4"
"France","Paseo","Feb","Units Sold","3599"
"France","Paseo","Feb","Profit","22862.6"
"France","Paseo","Feb","Sale Price","35"
"France","Paseo","Feb","Sale Price - Discounts","-1612.4"
"France","Paseo","Feb","(Sale Price - Discounts)%","-0.9787544008741047"
"France","Paseo","Feb","Sale Price - Units Sold","-3564"
"France","Paseo","Feb","(Sale Price - Units Sold)%","-0.9902750764101139"
"France","Paseo","Feb","Sale Price - Profit","-22827.6"
"France","Paseo","Feb","(Sale Price - Profit)%","-0.9984691154986747"
"France","Paseo","Feb","Units Sold - Discounts","1951.6"
"France","Paseo","Feb","(Units Sold - Discounts)%","1.1846546072599247"
"France","Paseo","Feb","Profit - Discounts","21215.199999999997"
"France","Paseo","Feb","(Profit - Discounts)%","12.87798955930557"
"France","Paseo","Feb","Profit - Units Sold","19263.6"
"France","Paseo","Feb","(Profit - Units Sold)%","5.352486801889413"
"France","Paseo","Jan","Discounts","22186.65"
"France","Paseo","Jan","Units Sold","6379.5"
"France","Paseo","Jan","Profit","107428.35"
"France","Paseo","Jan","Sale Price","307"
"France","Paseo","Jan","Sale Price - Discounts","-21879.65"
"France","Paseo","Jan","(Sale Price - Discounts)%","-0.9861628501824297"
"France","Paseo","Jan","Sale Price - Units Sold","-6072.5"
"France","Paseo","Jan","(Sale Price - Units Sold)%","-0.9518771063562975"
"France","Paseo","Jan","Sale Price - Profit","-107121.35"
"France","Paseo","Jan","(Sale Price - Profit)%","-0.9971422813437979"
"France","Paseo","Jan","Units Sold - Discounts","-15807.150000000001"
"France","Paseo","Jan","(Units Sold - Discounts)%","-0.7124622239049159"
"France","Paseo","Jan","Profit - Discounts","85241.70000000001"
"France","Paseo","Jan","(Profit - Discounts)%","3.842026624118558"
"France","Paseo","Jan","Profit - Units Sold","101048.85"
"France","Paseo","Jan","(Profit - Units Sold)%","15.839619092405362"
"France","Paseo","Jul","Discounts","18141.66"
"France","Paseo","Jul","Units Sold","5413.5"
"France","Paseo","Jul","Profit","18627.84"
"France","Paseo","Jul","Sale Price","137"
"France","Paseo","Jul","Sale Price - Discounts","-18004.66"
"France","Paseo","Jul","(Sale Price - Discounts)%","-0.9924483206057217"
"France","Paseo","Jul","Sale Price - Units Sold","-5276.5"
"France","Paseo","Jul","(Sale Price - Units Sold)%","-0.9746928973861643"
"France","Paseo","Jul","Sale Price - Profit","-18490.84"
"France","Paseo","Jul","(Sale Price - Profit)%","-0.9926454167525596"
"France","Paseo","Jul","Units Sold - Discounts","-12728.16"
"France","Paseo","Jul","(Units Sold - Discounts)%","-0.7015984204312063"
"France","Paseo","Jul","Profit - Discounts","486.1800000000003"
"France","Paseo","Jul","(Profit - Discounts)%","0.026799091152628827"
"France","Paseo","Jul","Profit - Units Sold","13214.34"
"France","Paseo","Jul","(Profit - Units Sold)%","2.440997506234414"
"France","Paseo","Jun","Discounts","42492.11"
"France","Paseo","Jun","Units Sold","4632"
"France","Paseo","Jun","Profit","135591.89"
"France","Paseo","Jun","Sale Price","787"
"France","Paseo","Jun","Sale Price - Discounts","-41705.11"
"France","Paseo","Jun","(Sale Price - Discounts)%","-0.9814789145561376"
"France","Paseo","Jun","Sale Price - Units Sold","-3845"
"France","Paseo","Jun","(Sale Price - Units Sold)%","-0.8300949913644214"
"France","Paseo","Jun","Sale Price - Profit","-134804.89"
"France","Paseo","Jun","(Sale Price - Profit)%","-0.9941958180537199"
"France","Paseo","Jun","Units Sold - Discounts","-37860.11"
"France","Paseo","Jun","(Units Sold - Discounts)%","-0.8909915276035951"
"France","Paseo","Jun","Profit - Discounts","93099.78000000001"
"France","Paseo","Jun","(Profit - Discounts)%","2.190989809637601"
"France","Paseo","Jun","Profit - Units Sold","130959.89000000001"
"France","Paseo","Jun","(Profit - Units Sold)%","28.272860535405876"
"France","Paseo","Mar","Discounts","18814.25"
"France","Paseo","Mar","Units Sold","4339"
"France","Paseo","Mar","Profit","12650.75"
"France","Paseo","Mar","Sale Price","145"
"France","Paseo","Mar","Sale Price - Discounts","-18669.25"
"France","Paseo","Mar","(Sale Price - Discounts)%","-0.9922930757271748"
"France","Paseo","Mar","Sale Price - Units Sold","-4194"
"France","Paseo","Mar","(Sale Price - Units Sold)%","-0.9665821617884305"
"France","Paseo","Mar","Sale Price - Profit","-12505.75"
