Orders.Region,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Segment,Sum(Orders.Quantity),Sum(Orders.Profit),Sum(Orders.Discount),Sum(Orders.Sales),CountNonNull(Orders.Postal Code)
West,2015,Office Supplies,Binders,Corporate,92,116.75429999999997,7.500000000000002,883.9000000000001,25
Central,2016,Office Supplies,Binders,Corporate,106,-253.1095000000002,10.4,2048.272,26
East,2016,Office Supplies,Binders,Corporate,138,1538.8229999999992,12.699999999999998,4772.522,38
South,2016,Office Supplies,Binders,Corporate,92,-55.80759999999988,9.1,1026.3249999999998,22
West,2016,Office Supplies,Binders,Corporate,162,568.8918999999999,12.299999999999999,1872.0880000000004,44
Central,2017,Office Supplies,Binders,Corporate,212,-3609.5219000000016,22.40000000000001,6019.74,45
East,2017,Office Supplies,Binders,Corporate,125,763.7821999999999,15.399999999999993,3029.951000000001,36
South,2017,Office Supplies,Binders,Corporate,99,1505.7019000000003,8.4,3756.6069999999995,21
West,2017,Office Supplies,Binders,Corporate,210,4268.103599999999,13.799999999999994,12578.797,54
Central,2014,Office Supplies,Binders,Home Office,52,-45.79620000000011,7.199999999999999,685.9859999999999,14
East,2014,Office Supplies,Binders,Home Office,54,402.4006,3.0999999999999996,1030.7820000000002,10
South,2014,Office Supplies,Binders,Home Office,20,-30.917099999999962,1.4,1113.702,6
West,2014,Office Supplies,Binders,Home Office,42,244.19979999999998,1.9999999999999998,691.64,10
Central,2015,Office Supplies,Binders,Home Office,66,1979.0884,6.3999999999999995,4321.448,16
East,2015,Office Supplies,Binders,Home Office,62,140.0245,5.700000000000001,841.7099999999998,20
South,2015,Office Supplies,Binders,Home Office,30,207.6734,2.0999999999999996,478.07800000000003,8
West,2015,Office Supplies,Binders,Home Office,42,80.94859999999998,3.3999999999999995,282.29200000000003,12
Central,2016,Office Supplies,Binders,Home Office,54,93.30239999999999,6.3999999999999995,406.12000000000006,14
East,2016,Office Supplies,Binders,Home Office,85,542.4744999999994,8,6053.042000000001,18
South,2016,Office Supplies,Binders,Home Office,48,671.6350000000002,6.300000000000001,2169.384,14
West,2016,Office Supplies,Binders,Home Office,111,1812.3247999999992,8.9,5623.252000000002,27
Central,2017,Office Supplies,Binders,Home Office,105,-482.12760000000003,11.200000000000001,2936.612,25
East,2017,Office Supplies,Binders,Home Office,102,609.3618999999999,8.600000000000001,1901.4720000000002,24
South,2017,Office Supplies,Binders,Home Office,89,-1027.8559000000002,7.000000000000001,2823.8420000000006,20
West,2017,Office Supplies,Binders,Home Office,149,652.1089000000002,9.9,2332.049,32
Central,2014,Office Supplies,Envelopes,Consumer,26,285.5756999999999,1,837.2560000000001,6
East,2014,Office Supplies,Envelopes,Consumer,42,221.85469999999998,1.2,589.874,10
South,2014,Office Supplies,Envelopes,Consumer,15,45.9222,0.6000000000000001,125.56400000000001,4
West,2014,Office Supplies,Envelopes,Consumer,32,274.9298,0.6000000000000001,618.3799999999999,9
Central,2015,Office Supplies,Envelopes,Consumer,18,159.57,0.6000000000000001,362.73,6
East,2015,Office Supplies,Envelopes,Consumer,35,150.7986,0.8,339.50399999999996,13
South,2015,Office Supplies,Envelopes,Consumer,24,183.6358,0.2,393.662,8
West,2015,Office Supplies,Envelopes,Consumer,23,319.59659999999997,0.6000000000000001,698.326,9
Central,2016,Office Supplies,Envelopes,Consumer,26,135.6727,1.4,366.636,9
East,2016,Office Supplies,Envelopes,Consumer,41,408.72180000000003,0.6000000000000001,948.1920000000001,10
South,2016,Office Supplies,Envelopes,Consumer,20,93.53209999999999,0.6000000000000001,247.342,6
West,2016,Office Supplies,Envelopes,Consumer,43,322.48400000000004,0.2,679.622,12
Central,2017,Office Supplies,Envelopes,Consumer,29,331.8432,0.6000000000000001,798.828,8
East,2017,Office Supplies,Envelopes,Consumer,15,100.50459999999998,0.4,217.952,6
South,2017,Office Supplies,Envelopes,Consumer,33,180.34060000000002,1.2,424.99,8
West,2017,Office Supplies,Envelopes,Consumer,20,49.430200000000006,0.6000000000000001,122.288,5
Central,2014,Office Supplies,Envelopes,Corporate,20,109.30069999999999,1,290.47600000000006,6
East,2014,Office Supplies,Envelopes,Corporate,27,297.316,0.6000000000000001,746.3879999999999,5
South,2014,Office Supplies,Envelopes,Corporate,10,44.101099999999995,0,89.89,4
West,2014,Office Supplies,Envelopes,Corporate,8,10.208400000000001,0.2,23.928,2
Central,2015,Office Supplies,Envelopes,Corporate,16,99.35379999999996,0.4,288.45599999999996,3
East,2015,Office Supplies,Envelopes,Corporate,20,87.10419999999999,0.4,199.102,6
South,2015,Office Supplies,Envelopes,Corporate,40,393.60349999999994,0.6000000000000001,913.8080000000001,8
West,2015,Office Supplies,Envelopes,Corporate,21,249.0676,0,532.65,5
Central,2016,Office Supplies,Envelopes,Corporate,11,179.79029999999997,0.2,436.87199999999996,2
East,2016,Office Supplies,Envelopes,Corporate,12,84.8253,0.2,190.626,3
South,2016,Office Supplies,Envelopes,Corporate,20,50.142599999999995,0,103.28999999999999,3
West,2016,Office Supplies,Envelopes,Corporate,20,398.84839999999997,0,843.28,6
Central,2017,Office Supplies,Envelopes,Corporate,10,95.21940000000001,0.6000000000000001,220.104,4
East,2017,Office Supplies,Envelopes,Corporate,38,194.3397,0.8,443.15,11
South,2017,Office Supplies,Envelopes,Corporate,20,155.5326,0.6000000000000001,363.916,6
West,2017,Office Supplies,Envelopes,Corporate,30,122.47540000000001,0.2,256.734,10
Central,2014,Office Supplies,Envelopes,Home Office,17,175.97179999999997,0.4,470.95400000000006,5
East,2014,Office Supplies,Envelopes,Home Office,2,5.339199999999999,0,11.36,1
South,2014,Office Supplies,Envelopes,Home Office,5,17.472,0,36.4,1
West,2014,Office Supplies,Envelopes,Home Office,2,7.4872,0,15.28,1
Central,2015,Office Supplies,Envelopes,Home Office,16,88.029,0.4,219.672,3
East,2015,Office Supplies,Envelopes,Home Office,16,125.94249999999997,0.2,338.23400000000004,2
South,2015,Office Supplies,Envelopes,Home Office,6,44.992799999999995,0.2,101.584,3
West,2015,Office Supplies,Envelopes,Home Office,2,58.49619999999999,0,124.46,1
Central,2016,Office Supplies,Envelopes,Home Office,4,56.45969999999999,0.4,167.288,2
East,2016,Office Supplies,Envelopes,Home Office,8,63.0879,0.6000000000000001,165.932,4
South,2016,Office Supplies,Envelopes,Home Office,13,256.20169999999996,0,545.11,3
West,2016,Office Supplies,Envelopes,Home Office,4,16.9818,0,35.699999999999996,2
Central,2017,Office Supplies,Envelopes,Home Office,13,60.74199999999999,0.6000000000000001,177.60000000000002,5
East,2017,Office Supplies,Envelopes,Home Office,11,72.5745,0.2,185.56,3
South,2017,Office Supplies,Envelopes,Home Office,,,,,
West,2017,Office Supplies,Envelopes,Home Office,22,78.75680000000001,0.4,167.452,5
Central,2014,Office Supplies,Fasteners,Consumer,28,-0.001800000000001134,1.2,65.724,7
East,2014,Office Supplies,Fasteners,Consumer,22,17.551199999999994,0.4,54.32000000000001,3
South,2014,Office Supplies,Fasteners,Consumer,20,32.9158,0.4,78.08200000000001,4
West,2014,Office Supplies,Fasteners,Consumer,29,50.3514,0.2,116.76400000000002,8
Central,2015,Office Supplies,Fasteners,Consumer,28,15.8691,0.8,53.138000000000005,6
East,2015,Office Supplies,Fasteners,Consumer,27,37.262499999999996,0.6000000000000001,103.50599999999999,8
South,2015,Office Supplies,Fasteners,Consumer,10,32.79959999999999,0.2,86.664,2
West,2015,Office Supplies,Fasteners,Consumer,33,42.463699999999996,0.2,115.452,10
Central,2016,Office Supplies,Fasteners,Consumer,28,38.1731,1.2,111.13800000000002,7
East,2016,Office Supplies,Fasteners,Consumer,50,51.4534,0.4,161.37600000000003,10
South,2016,Office Supplies,Fasteners,Consumer,7,14.8626,0,30.740000000000002,2
West,2016,Office Supplies,Fasteners,Consumer,45,36.4727,0,183.35000000000002,11
Central,2017,Office Supplies,Fasteners,Consumer,38,74.10730000000001,1,192.432,10
East,2017,Office Supplies,Fasteners,Consumer,37,42.9059,0.4,104.496,8
South,2017,Office Supplies,Fasteners,Consumer,23,33.6934,0.2,80.93,5
West,2017,Office Supplies,Fasteners,Consumer,48,55.9209,0.4,142.83,13
Central,2014,Office Supplies,Fasteners,Corporate,16,15.4984,0.6000000000000001,52.604000000000006,5
East,2014,Office Supplies,Fasteners,Corporate,17,12.913999999999996,0.2,36.912,2
South,2014,Office Supplies,Fasteners,Corporate,17,9.363,0.6000000000000001,30.55,4
West,2014,Office Supplies,Fasteners,Corporate,17,29.1785,0.6000000000000001,75.642,6
Central,2015,Office Supplies,Fasteners,Corporate,8,3.6292000000000004,0.2,19.472,2
East,2015,Office Supplies,Fasteners,Corporate,28,7.9364,0.8,65.9,6
South,2015,Office Supplies,Fasteners,Corporate,16,12.990499999999999,0.4,38.74400000000001,2
West,2015,Office Supplies,Fasteners,Corporate,5,2.289000000000001,0.2,8.72,1
Central,2016,Office Supplies,Fasteners,Corporate,25,22.5829,0.8,58.306,5
East,2016,Office Supplies,Fasteners,Corporate,49,41.2991,0.8,125.23400000000001,8
South,2016,Office Supplies,Fasteners,Corporate,3,5.2164,0,11.34,1
West,2016,Office Supplies,Fasteners,Corporate,10,18.812499999999996,0.2,49.46,2
Central,2017,Office Supplies,Fasteners,Corporate,22,36.845800000000004,1,101.72800000000001,6
East,2017,Office Supplies,Fasteners,Corporate,22,14.320899999999998,0.6000000000000001,58.04600000000001,5
South,2017,Office Supplies,Fasteners,Corporate,,,,,
West,2017,Office Supplies,Fasteners,Corporate,18,19.0264,0.2,50.632,4
Central,2014,Office Supplies,Fasteners,Home Office,2,0.5668,0.2,3.4880000000000004,1
East,2014,Office Supplies,Fasteners,Home Office,2,1.9169999999999998,0.2,5.68,1
South,2014,Office Supplies,Fasteners,Home Office,9,8.626299999999999,0.4,57.160000000000004,3
West,2014,Office Supplies,Fasteners,Home Office,22,-0.32230000000000203,0.2,84.402,6
Central,2015,Office Supplies,Fasteners,Home Office,4,5.6,0.2,16,1
East,2015,Office Supplies,Fasteners,Home Office,12,5.004,0.2,22.247999999999998,3
South,2015,Office Supplies,Fasteners,Home Office,,,,,
West,2015,Office Supplies,Fasteners,Home Office,5,6.093599999999999,0,15.38,3
Central,2016,Office Supplies,Fasteners,Home Office,21,22.469499999999996,0.2,77.92999999999999,3
East,2016,Office Supplies,Fasteners,Home Office,24,19.7248,1,57.56,5
South,2016,Office Supplies,Fasteners,Home Office,14,14.822399999999998,0,62.79,3
West,2016,Office Supplies,Fasteners,Home Office,12,8.184000000000001,0,30.91,2
Central,2017,Office Supplies,Fasteners,Home Office,7,1.2783000000000002,0,26.07,2
East,2017,Office Supplies,Fasteners,Home Office,8,11.7016,0,24.44,2
South,2017,Office Supplies,Fasteners,Home Office,7,8.428099999999999,0.2,26.316,3
West,2017,Office Supplies,Fasteners,Home Office,19,6.7203,0.2,49.67400000000001,6
Central,2014,Office Supplies,Labels,Consumer,17,67.3107,0.4,143.09400000000002,5
East,2014,Office Supplies,Labels,Consumer,47,149.1173,0.4,325.462,10
South,2014,Office Supplies,Labels,Consumer,25,110.52149999999997,0.6000000000000001,251.23000000000002,5
West,2014,Office Supplies,Labels,Consumer,47,139.3539,0.4,301.098,10
Central,2015,Office Supplies,Labels,Consumer,26,66.0458,0.4,148.412,6
East,2015,Office Supplies,Labels,Consumer,52,124.16619999999999,0.8,281.702,13
South,2015,Office Supplies,Labels,Consumer,21,492.72780000000006,0.6000000000000001,1010.604,7
West,2015,Office Supplies,Labels,Consumer,41,124.31269999999996,0.2,266.37000000000006,14
Central,2016,Office Supplies,Labels,Consumer,32,55.1777,1.2,133.426,10
East,2016,Office Supplies,Labels,Consumer,66,254.60210000000004,0.8,581.9199999999998,16
South,2016,Office Supplies,Labels,Consumer,23,85.77489999999999,0.8,183.63800000000003,9
West,2016,Office Supplies,Labels,Consumer,72,226.33559999999997,0,475.82,18
Central,2017,Office Supplies,Labels,Consumer,48,145.66809999999995,1.2,318.274,12
East,2017,Office Supplies,Labels,Consumer,74,205.64340000000007,1.5999999999999999,463.7159999999999,24
South,2017,Office Supplies,Labels,Consumer,25,151.8796,1,422.75000000000006,9
West,2017,Office Supplies,Labels,Consumer,99,677.3511000000001,0.2,1401.7459999999999,21
Central,2014,Office Supplies,Labels,Corporate,14,346.6299,0.6000000000000001,716.754,5
East,2014,Office Supplies,Labels,Corporate,40,65.2848,0.6000000000000001,162.042,9
South,2014,Office Supplies,Labels,Corporate,38,58.09689999999999,0.6000000000000001,146.85999999999999,9
West,2014,Office Supplies,Labels,Corporate,29,194.3524,0,416.24,6
Central,2015,Office Supplies,Labels,Corporate,18,39.0177,1.2,110.946,7
East,2015,Office Supplies,Labels,Corporate,9,19.2288,0.2,45.24000000000001,2
South,2015,Office Supplies,Labels,Corporate,21,33.31049999999999,1,83.744,7
West,2015,Office Supplies,Labels,Corporate,48,317.68479999999994,0.6000000000000001,736.6579999999999,11
Central,2016,Office Supplies,Labels,Corporate,24,35.196799999999996,1,104.67200000000001,5
East,2016,Office Supplies,Labels,Corporate,14,30.6441,0.2,70.206,4
South,2016,Office Supplies,Labels,Corporate,14,36.6768,0.4,81.39599999999999,3
West,2016,Office Supplies,Labels,Corporate,22,258.59979999999996,0.4,696.1880000000001,8
Central,2017,Office Supplies,Labels,Corporate,24,66.3256,0.6000000000000001,162.73600000000002,6
East,2017,Office Supplies,Labels,Corporate,35,103.47220000000002,0.6000000000000001,231.098,8
South,2017,Office Supplies,Labels,Corporate,14,22.353,0.4,53.226000000000006,4
West,2017,Office Supplies,Labels,Corporate,34,133.9532,0,283.64,8
Central,2014,Office Supplies,Labels,Home Office,26,67.61019999999998,1,188.62400000000002,6
East,2014,Office Supplies,Labels,Home Office,12,10.6245,0.2,28.638000000000005,2
South,2014,Office Supplies,Labels,Home Office,1,0.9963,0.2,2.952,1
West,2014,Office Supplies,Labels,Home Office,30,76.1058,0,158.4,8
Central,2015,Office Supplies,Labels,Home Office,5,21.672,0,45.15,2
East,2015,Office Supplies,Labels,Home Office,14,69.84349999999999,0.6000000000000001,189.32,5
South,2015,Office Supplies,Labels,Home Office,6,8.1474,0.4,23.695999999999998,2
West,2015,Office Supplies,Labels,Home Office,2,6.8713999999999995,0,14.62,1
Central,2016,Office Supplies,Labels,Home Office,33,114.5873,0.4,273.15200000000004,7
East,2016,Office Supplies,Labels,Home Office,32,50.4524,1.2,127.03,9
South,2016,Office Supplies,Labels,Home Office,7,10.0524,0.2,23.165999999999997,3
West,2016,Office Supplies,Labels,Home Office,24,34.51199999999999,0.2,76.626,5
Central,2017,Office Supplies,Labels,Home Office,17,47.837599999999995,0.6000000000000001,106.23200000000001,5
East,2017,Office Supplies,Labels,Home Office,25,46.2007,0,96.56,5
South,2017,Office Supplies,Labels,Home Office,21,30.235200000000003,0.8,69.918,6
West,2017,Office Supplies,Labels,Home Office,32,113.6896,0.2,251.32,6
Central,2014,Office Supplies,Paper,Consumer,135,553.0337,5.000000000000002,1535.76,34
East,2014,Office Supplies,Paper,Consumer,122,706.7534,2.1999999999999997,1638.7539999999997,32
South,2014,Office Supplies,Paper,Consumer,92,488.02459999999996,2.8000000000000003,1279.316,24
West,2014,Office Supplies,Paper,Consumer,178,1138.2850999999998,2.8000000000000003,2661.138,46
Central,2015,Office Supplies,Paper,Consumer,94,625.1057,3.0000000000000004,1569.6900000000003,26
East,2015,Office Supplies,Paper,Consumer,140,583.9636999999999,1.5999999999999999,1269.654,37
South,2015,Office Supplies,Paper,Consumer,85,699.585,1.4,1619.0319999999997,20
West,2015,Office Supplies,Paper,Consumer,225,1282.4415000000001,2.1999999999999997,2996.8760000000007,52
Central,2016,Office Supplies,Paper,Consumer,164,667.3287,5.8000000000000025,1769.2240000000004,46
East,2016,Office Supplies,Paper,Consumer,146,979.1502,1.9999999999999998,2143.892,43
South,2016,Office Supplies,Paper,Consumer,103,778.9839,3.0000000000000004,1802.7979999999998,31
West,2016,Office Supplies,Paper,Consumer,221,1672.3316999999993,0.8,3551.728,66
Central,2017,Office Supplies,Paper,Consumer,193,1069.1695999999997,6.000000000000003,2689.346000000001,49
East,2017,Office Supplies,Paper,Consumer,271,1647.4633999999999,4.600000000000001,3608.9680000000008,75
South,2017,Office Supplies,Paper,Consumer,163,1118.7429,6.200000000000003,2902.1260000000007,44
West,2017,Office Supplies,Paper,Consumer,270,1524.2805,1.5999999999999999,3286.0660000000016,68
Central,2014,Office Supplies,Paper,Corporate,56,247.9758,2.6,578.704,19
East,2014,Office Supplies,Paper,Corporate,84,703.1220999999999,1.2,1546.7720000000002,18
South,2014,Office Supplies,Paper,Corporate,81,740.6026,1.2,1628.0560000000003,24
West,2014,Office Supplies,Paper,Corporate,98,849.2582999999998,0.8,1864.2640000000001,27
Central,2015,Office Supplies,Paper,Corporate,99,509.7322999999999,2.8000000000000003,1309.4919999999995,24
East,2015,Office Supplies,Paper,Corporate,87,660.5631000000002,0.8,1406.792,24
South,2015,Office Supplies,Paper,Corporate,51,173.78799999999998,1.4,479.82000000000005,13
West,2015,Office Supplies,Paper,Corporate,94,763.3985999999999,0.8,1672.9719999999998,24
Central,2016,Office Supplies,Paper,Corporate,130,783.6163,4.400000000000001,1909.71,32
East,2016,Office Supplies,Paper,Corporate,88,487.00470000000007,1.4,1105.202,24
South,2016,Office Supplies,Paper,Corporate,53,175.12279999999998,1.5999999999999999,454.10800000000006,11
West,2016,Office Supplies,Paper,Corporate,141,792.2316,1.4,1744.7320000000007,34
Central,2017,Office Supplies,Paper,Corporate,141,857.9061000000002,5.600000000000002,2154.0960000000005,37
East,2017,Office Supplies,Paper,Corporate,126,818.2683000000002,3.0000000000000004,1916.3500000000008,36
South,2017,Office Supplies,Paper,Corporate,71,320.5499,1.7999999999999998,783.338,17
West,2017,Office Supplies,Paper,Corporate,155,1478.4063,1.5999999999999999,3328.7220000000007,44
Central,2014,Office Supplies,Paper,Home Office,41,95.1976,1.4,232.31200000000004,11
East,2014,Office Supplies,Paper,Home Office,49,338.9796999999999,1,731.6219999999998,14
South,2014,Office Supplies,Paper,Home Office,38,110.20219999999999,1.2,277.204,10
West,2014,Office Supplies,Paper,Home Office,43,399.5863,0.2,861.054,14
Central,2015,Office Supplies,Paper,Home Office,31,263.9047,0.6000000000000001,665.056,6
East,2015,Office Supplies,Paper,Home Office,112,564.5344,1.7999999999999998,1291.2320000000004,25
South,2015,Office Supplies,Paper,Home Office,10,75.2952,0.4,204.40000000000003,3
West,2015,Office Supplies,Paper,Home Office,59,367.85779999999994,0.6000000000000001,802.6220000000001,18
Central,2016,Office Supplies,Paper,Home Office,60,754.4257000000001,1.5999999999999999,1686.674,14
East,2016,Office Supplies,Paper,Home Office,88,668.8683,2.8000000000000003,1677.0260000000003,24
South,2016,Office Supplies,Paper,Home Office,78,769.9554999999998,1,1666.258,17
West,2016,Office Supplies,Paper,Home Office,100,542.5151000000001,0.6000000000000001,1150.542,24
Central,2017,Office Supplies,Paper,Home Office,81,544.5043000000001,2.6,1391.838,23
East,2017,Office Supplies,Paper,Home Office,87,856.6996999999998,1.9999999999999998,1836.338,26
South,2017,Office Supplies,Paper,Home Office,26,496.2088,0.6000000000000001,1054.528,7
West,2017,Office Supplies,Paper,Home Office,118,1308.6435999999999,0.8,2743.002,33
Central,2014,Office Supplies,Storage,Consumer,124,-2.6856000000001146,3.800000000000001,7349.325999999997,36
East,2014,Office Supplies,Storage,Consumer,62,364.26749999999964,1.5999999999999999,6443.852000000001,16
South,2014,Office Supplies,Storage,Consumer,39,360.1185999999998,1.2,2688.864,12
West,2014,Office Supplies,Storage,Consumer,136,770.8347999999999,1.2,8744.173999999999,35
Central,2015,Office Supplies,Storage,Consumer,69,-173.60840000000042,3.2000000000000006,4996.564000000001,20
East,2015,Office Supplies,Storage,Consumer,101,525.1284999999997,1.9999999999999998,5359.602000000001,26
South,2015,Office Supplies,Storage,Consumer,66,-290.7855,1.5999999999999999,4368.752000000001,18
West,2015,Office Supplies,Storage,Consumer,138,1214.8914999999995,1,10784.966,34
Central,2016,Office Supplies,Storage,Consumer,94,438.4566,3.0000000000000004,6238.274000000001,25
East,2016,Office Supplies,Storage,Consumer,137,1024.9028999999998,2.1999999999999997,9561.482000000002,41
South,2016,Office Supplies,Storage,Consumer,78,433.4962999999999,1,4882.456000000001,15
West,2016,Office Supplies,Storage,Consumer,121,838.3638,1,5740.273999999999,35
Central,2017,Office Supplies,Storage,Consumer,107,151.14749999999998,5.000000000000002,6087.646,38
East,2017,Office Supplies,Storage,Consumer,98,59.62530000000004,3.0000000000000004,3629.5220000000004,31
South,2017,Office Supplies,Storage,Consumer,69,385.8402999999997,1.9999999999999998,4941.674000000001,21
West,2017,Office Supplies,Storage,Consumer,180,1004.2062999999998,1.7999999999999998,8674.973999999997,47
Central,2014,Office Supplies,Storage,Corporate,42,25.58059999999999,1.7999999999999998,1428.7300000000002,11
East,2014,Office Supplies,Storage,Corporate,72,822.5079000000002,1.4,8385.52,15
South,2014,Office Supplies,Storage,Corporate,48,91.18639999999988,0.8,3036.9739999999993,13
West,2014,Office Supplies,Storage,Corporate,71,724.6847000000001,0.4,4773.114,17
Central,2015,Office Supplies,Storage,Corporate,49,449.8159999999999,1.5999999999999999,2273.248,12
East,2015,Office Supplies,Storage,Corporate,93,1012.5210999999999,1,5395.728000000001,25
South,2015,Office Supplies,Storage,Corporate,22,90.51020000000001,1,2372.986,7
West,2015,Office Supplies,Storage,Corporate,43,277.1819999999998,0.8,3650.7160000000003,11
Central,2016,Office Supplies,Storage,Corporate,40,413.9957999999998,1.5999999999999999,3985.1600000000003,12
East,2016,Office Supplies,Storage,Corporate,106,504.28479999999973,1.9999999999999998,7164.718000000001,26
South,2016,Office Supplies,Storage,Corporate,38,389.7424999999999,1,2996.2780000000002,10
West,2016,Office Supplies,Storage,Corporate,52,416.53740000000005,0.6000000000000001,5096.104000000001,13
Central,2017,Office Supplies,Storage,Corporate,64,195.11779999999993,2.1999999999999997,4969.466,19
East,2017,Office Supplies,Storage,Corporate,85,1497.1426999999992,1.7999999999999998,10022.404,24
South,2017,Office Supplies,Storage,Corporate,42,147.13199999999978,1,2956.02,10
West,2017,Office Supplies,Storage,Corporate,133,2073.082799999999,0.4,11283.831999999999,35
Central,2014,Office Supplies,Storage,Home Office,20,321.5443999999999,0.6000000000000001,2315.33,7
East,2014,Office Supplies,Storage,Home Office,9,125.23099999999997,0,1377.89,3
South,2014,Office Supplies,Storage,Home Office,16,10.92160000000003,0.2,989.1679999999999,4
West,2014,Office Supplies,Storage,Home Office,34,552.0868999999998,0,2796.1,8
Central,2015,Office Supplies,Storage,Home Office,13,161.20809999999994,0.4,1061.662,4
East,2015,Office Supplies,Storage,Home Office,25,194.90819999999982,0.6000000000000001,2553.876,6
South,2015,Office Supplies,Storage,Home Office,5,-67.77260000000001,0.4,745.488,2
West,2015,Office Supplies,Storage,Home Office,31,111.46100000000008,0,1484.66,6
Central,2016,Office Supplies,Storage,Home Office,44,-73.47590000000008,1,2588.0780000000004,10
East,2016,Office Supplies,Storage,Home Office,50,1275.1011999999998,0.6000000000000001,5369.858000000001,10
South,2016,Office Supplies,Storage,Home Office,25,264.8304,0.6000000000000001,2961.6620000000003,7
West,2016,Office Supplies,Storage,Home Office,23,278.05099999999976,0.2,2204.3559999999998,6
Central,2017,Office Supplies,Storage,Home Office,58,62.73960000000004,1.7999999999999998,2636.628,16
East,2017,Office Supplies,Storage,Home Office,69,983.7500999999999,1,6348.131999999999,19
South,2017,Office Supplies,Storage,Home Office,40,459.07629999999983,1,2827.7380000000003,9
West,2017,Office Supplies,Storage,Home Office,77,383.93999999999994,0.8,5299.582,19
Central,2014,Office Supplies,Supplies,Consumer,8,3.927300000000002,0.4,43.632,2
East,2014,Office Supplies,Supplies,Consumer,22,-27.754800000000003,0.4,433.12800000000004,6
South,2014,Office Supplies,Supplies,Consumer,10,9.7335,0.4,52.206,4
West,2014,Office Supplies,Supplies,Consumer,38,361.16859999999957,0.6000000000000001,8395.541999999998,10
Central,2015,Office Supplies,Supplies,Consumer,11,4.516200000000001,0.6000000000000001,78.488,3
East,2015,Office Supplies,Supplies,Consumer,24,-122.0361,0.8,1184.818,7
South,2015,Office Supplies,Supplies,Consumer,8,10.007999999999988,0.2,88.96000000000001,1
West,2015,Office Supplies,Supplies,Consumer,28,42.0286,0.2,239.46399999999997,9
Central,2016,Office Supplies,Supplies,Consumer,18,-819.4432000000003,1,4252.38,6
East,2016,Office Supplies,Supplies,Consumer,51,-82.37489999999995,1,1875.5980000000004,12
South,2016,Office Supplies,Supplies,Consumer,11,7.452899999999995,0.4,69.944,3
West,2016,Office Supplies,Supplies,Consumer,15,26.738800000000005,0,138.51999999999998,4
Central,2017,Office Supplies,Supplies,Consumer,26,28.907499999999985,1.2,185.41199999999998,9
East,2017,Office Supplies,Supplies,Consumer,40,-939.4698999999999,0.6000000000000001,5074.282000000001,10
South,2017,Office Supplies,Supplies,Consumer,10,42.66480000000001,0.6000000000000001,1912.444,5
West,2017,Office Supplies,Supplies,Consumer,39,-203.61860000000004,0.6000000000000001,1716.678,9
Central,2014,Office Supplies,Supplies,Corporate,8,-0.6210000000000049,0.4,38.896,2
East,2014,Office Supplies,Supplies,Corporate,2,4.4564,0,17.14,1
South,2014,Office Supplies,Supplies,Corporate,8,89.91100000000006,0,4189.549999999999,2
West,2014,Office Supplies,Supplies,Corporate,20,38.46860000000004,0.2,820.01,7
Central,2015,Office Supplies,Supplies,Corporate,13,10.814599999999995,0.6000000000000001,106.71799999999999,4
East,2015,Office Supplies,Supplies,Corporate,,,,,
South,2015,Office Supplies,Supplies,Corporate,3,4.654799999999993,0.2,41.376,1
West,2015,Office Supplies,Supplies,Corporate,5,18.75509999999999,0,64.09,2
Central,2016,Office Supplies,Supplies,Corporate,5,7.691400000000002,0.2,42.528000000000006,2
East,2016,Office Supplies,Supplies,Corporate,20,38.971199999999996,0.2,154.8,7
South,2016,Office Supplies,Supplies,Corporate,21,-226.52049999999997,0.8,1253.748,5
West,2016,Office Supplies,Supplies,Corporate,37,272.6279999999997,0.4,5904.524,10
Central,2017,Office Supplies,Supplies,Corporate,12,83.96480000000005,0.4,4194.785999999999,3
East,2017,Office Supplies,Supplies,Corporate,21,-56.325000000000045,0.4,1677.3180000000002,6
South,2017,Office Supplies,Supplies,Corporate,8,20.316800000000004,0,537.48,3
West,2017,Office Supplies,Supplies,Corporate,19,31.760200000000005,0,392.32000000000005,6
Central,2014,Office Supplies,Supplies,Home Office,3,7.158600000000007,0,357.93,1
East,2014,Office Supplies,Supplies,Home Office,3,0.00039999999999906777,0.2,17.604000000000003,2
South,2014,Office Supplies,Supplies,Home Office,2,-1.0410000000000006,0.2,5.5520000000000005,1
West,2014,Office Supplies,Supplies,Home Office,6,4.647999999999998,0,22.88,2
Central,2015,Office Supplies,Supplies,Home Office,13,6.347999999999995,0.2,139.24,2
East,2015,Office Supplies,Supplies,Home Office,2,-0.6976000000000007,0.2,3.4880000000000004,1
South,2015,Office Supplies,Supplies,Home Office,,,,,
West,2015,Office Supplies,Supplies,Home Office,2,0.7299999999999995,0.2,5.84,1
Central,2016,Office Supplies,Supplies,Home Office,,,,,
East,2016,Office Supplies,Supplies,Home Office,6,16.199399999999997,0,55.86,2
South,2016,Office Supplies,Supplies,Home Office,9,34.17899999999999,0.2,132.608,3
West,2016,Office Supplies,Supplies,Home Office,23,25.513999999999967,0.2,397.06600000000003,6
Central,2017,Office Supplies,Supplies,Home Office,5,4.847700000000001,0.2,27.362,2
East,2017,Office Supplies,Supplies,Home Office,4,13.895700000000016,0,266.08,2
South,2017,Office Supplies,Supplies,Home Office,2,10.517999999999997,0,35.06,1
West,2017,Office Supplies,Supplies,Home Office,6,7.225199999999999,0.2,30.188000000000002,3
