Orders.Region,Orders.Country,Orders.Segment,Orders.Ship Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Sum(Orders.Sales),Sum(Orders.Profit)
South,United States,Home Office,2017,Office Supplies,Binders,2823.8420000000006,-1027.8559000000002
South,United States,Home Office,2018,Office Supplies,Binders,,
West,United States,Consumer,2014,Office Supplies,Binders,8801.639000000001,1775.5900000000006
West,United States,Consumer,2015,Office Supplies,Binders,2234.3360000000002,676.3285999999999
West,United States,Consumer,2016,Office Supplies,Binders,5502.2170000000015,1629.5417999999995
West,United States,Consumer,2017,Office Supplies,Binders,11688.928000000005,3757.2175999999986
West,United States,Consumer,2018,Office Supplies,Binders,,
West,United States,Corporate,2014,Office Supplies,Binders,2903.6380000000013,970.1148
West,United States,Corporate,2015,Office Supplies,Binders,1450.237,-338.5688000000002
West,United States,Corporate,2016,Office Supplies,Binders,1712.32,514.9702
West,United States,Corporate,2017,Office Supplies,Binders,12703.941000000003,4311.031499999999
West,United States,Corporate,2018,Office Supplies,Binders,34.623999999999995,10.993799999999997
West,United States,Home Office,2014,Office Supplies,Binders,691.64,244.19979999999998
West,United States,Home Office,2015,Office Supplies,Binders,282.29200000000003,80.94859999999998
West,United States,Home Office,2016,Office Supplies,Binders,5623.252000000002,1812.3247999999992
West,United States,Home Office,2017,Office Supplies,Binders,2332.049,652.1089000000002
Central,United States,Consumer,2014,Office Supplies,Envelopes,837.2560000000001,285.5756999999999
Central,United States,Consumer,2015,Office Supplies,Envelopes,362.73,159.57
Central,United States,Consumer,2016,Office Supplies,Envelopes,366.636,135.6727
Central,United States,Consumer,2017,Office Supplies,Envelopes,798.828,331.8432
Central,United States,Consumer,2018,Office Supplies,Envelopes,,
Central,United States,Corporate,2014,Office Supplies,Envelopes,227.92400000000004,86.6256
Central,United States,Corporate,2015,Office Supplies,Envelopes,351.0079999999999,122.02889999999996
Central,United States,Corporate,2016,Office Supplies,Envelopes,436.87199999999996,179.79029999999997
Central,United States,Corporate,2017,Office Supplies,Envelopes,220.104,95.21940000000001
Central,United States,Corporate,2018,Office Supplies,Envelopes,,
Central,United States,Home Office,2014,Office Supplies,Envelopes,470.95400000000006,175.97179999999997
Central,United States,Home Office,2015,Office Supplies,Envelopes,219.672,88.029
Central,United States,Home Office,2016,Office Supplies,Envelopes,167.288,56.45969999999999
Central,United States,Home Office,2017,Office Supplies,Envelopes,177.60000000000002,60.74199999999999
Central,United States,Home Office,2018,Office Supplies,Envelopes,,
East,United States,Consumer,2014,Office Supplies,Envelopes,589.874,221.85469999999998
East,United States,Consumer,2015,Office Supplies,Envelopes,339.50399999999996,150.7986
East,United States,Consumer,2016,Office Supplies,Envelopes,948.1920000000001,408.72180000000003
East,United States,Consumer,2017,Office Supplies,Envelopes,217.952,100.50459999999998
East,United States,Consumer,2018,Office Supplies,Envelopes,,
East,United States,Corporate,2014,Office Supplies,Envelopes,746.3879999999999,297.316
East,United States,Corporate,2015,Office Supplies,Envelopes,199.102,87.10419999999999
East,United States,Corporate,2016,Office Supplies,Envelopes,190.626,84.8253
East,United States,Corporate,2017,Office Supplies,Envelopes,443.15,194.3397
East,United States,Home Office,2014,Office Supplies,Envelopes,11.36,5.339199999999999
East,United States,Home Office,2015,Office Supplies,Envelopes,338.23400000000004,125.94249999999997
East,United States,Home Office,2016,Office Supplies,Envelopes,165.932,63.0879
East,United States,Home Office,2017,Office Supplies,Envelopes,185.56,72.5745
South,United States,Consumer,2014,Office Supplies,Envelopes,125.56400000000001,45.9222
South,United States,Consumer,2015,Office Supplies,Envelopes,393.662,183.6358
South,United States,Consumer,2016,Office Supplies,Envelopes,247.342,93.53209999999999
South,United States,Consumer,2017,Office Supplies,Envelopes,424.99,180.34060000000002
South,United States,Consumer,2018,Office Supplies,Envelopes,,
South,United States,Corporate,2014,Office Supplies,Envelopes,89.89,44.101099999999995
South,United States,Corporate,2015,Office Supplies,Envelopes,913.8080000000001,393.60349999999994
South,United States,Corporate,2016,Office Supplies,Envelopes,103.28999999999999,50.142599999999995
South,United States,Corporate,2017,Office Supplies,Envelopes,363.916,155.5326
South,United States,Home Office,2014,Office Supplies,Envelopes,36.4,17.472
South,United States,Home Office,2015,Office Supplies,Envelopes,101.584,44.992799999999995
South,United States,Home Office,2016,Office Supplies,Envelopes,545.11,256.20169999999996
South,United States,Home Office,2017,Office Supplies,Envelopes,,
South,United States,Home Office,2018,Office Supplies,Envelopes,,
West,United States,Consumer,2014,Office Supplies,Envelopes,618.3799999999999,274.9298
West,United States,Consumer,2015,Office Supplies,Envelopes,426.88599999999997,197.44859999999994
West,United States,Consumer,2016,Office Supplies,Envelopes,951.062,444.63200000000006
West,United States,Consumer,2017,Office Supplies,Envelopes,122.288,49.430200000000006
West,United States,Consumer,2018,Office Supplies,Envelopes,,
West,United States,Corporate,2014,Office Supplies,Envelopes,23.928,10.208400000000001
West,United States,Corporate,2015,Office Supplies,Envelopes,532.65,249.0676
West,United States,Corporate,2016,Office Supplies,Envelopes,843.28,398.84839999999997
West,United States,Corporate,2017,Office Supplies,Envelopes,256.734,122.47540000000001
West,United States,Corporate,2018,Office Supplies,Envelopes,,
West,United States,Home Office,2014,Office Supplies,Envelopes,15.28,7.4872
West,United States,Home Office,2015,Office Supplies,Envelopes,124.46,58.49619999999999
West,United States,Home Office,2016,Office Supplies,Envelopes,35.699999999999996,16.9818
West,United States,Home Office,2017,Office Supplies,Envelopes,167.452,78.75680000000001
Central,United States,Consumer,2014,Office Supplies,Fasteners,65.724,-0.001800000000001134
Central,United States,Consumer,2015,Office Supplies,Fasteners,49.65,15.302299999999999
Central,United States,Consumer,2016,Office Supplies,Fasteners,114.62600000000002,38.7399
Central,United States,Consumer,2017,Office Supplies,Fasteners,192.432,74.10730000000001
Central,United States,Consumer,2018,Office Supplies,Fasteners,,
Central,United States,Corporate,2014,Office Supplies,Fasteners,52.604000000000006,15.4984
Central,United States,Corporate,2015,Office Supplies,Fasteners,19.472,3.6292000000000004
Central,United States,Corporate,2016,Office Supplies,Fasteners,58.306,22.5829
Central,United States,Corporate,2017,Office Supplies,Fasteners,101.72800000000001,36.845800000000004
Central,United States,Corporate,2018,Office Supplies,Fasteners,,
Central,United States,Home Office,2014,Office Supplies,Fasteners,3.4880000000000004,0.5668
Central,United States,Home Office,2015,Office Supplies,Fasteners,16,5.6
Central,United States,Home Office,2016,Office Supplies,Fasteners,77.92999999999999,22.469499999999996
Central,United States,Home Office,2017,Office Supplies,Fasteners,26.07,1.2783000000000002
Central,United States,Home Office,2018,Office Supplies,Fasteners,,
East,United States,Consumer,2014,Office Supplies,Fasteners,54.32000000000001,17.551199999999994
East,United States,Consumer,2015,Office Supplies,Fasteners,81.306,26.82849999999999
East,United States,Consumer,2016,Office Supplies,Fasteners,183.57600000000005,61.8874
East,United States,Consumer,2017,Office Supplies,Fasteners,90.53599999999999,36.484300000000005
East,United States,Consumer,2018,Office Supplies,Fasteners,13.96,6.4216
East,United States,Corporate,2014,Office Supplies,Fasteners,36.912,12.913999999999996
East,United States,Corporate,2015,Office Supplies,Fasteners,65.9,7.9364
East,United States,Corporate,2016,Office Supplies,Fasteners,125.23400000000001,41.2991
East,United States,Corporate,2017,Office Supplies,Fasteners,58.04600000000001,14.320899999999998
East,United States,Home Office,2014,Office Supplies,Fasteners,5.68,1.9169999999999998
East,United States,Home Office,2015,Office Supplies,Fasteners,22.247999999999998,5.004
East,United States,Home Office,2016,Office Supplies,Fasteners,57.56,19.7248
East,United States,Home Office,2017,Office Supplies,Fasteners,24.44,11.7016
South,United States,Consumer,2014,Office Supplies,Fasteners,78.08200000000001,32.9158
South,United States,Consumer,2015,Office Supplies,Fasteners,86.664,32.79959999999999
South,United States,Consumer,2016,Office Supplies,Fasteners,30.740000000000002,14.8626
South,United States,Consumer,2017,Office Supplies,Fasteners,80.93,33.6934
South,United States,Consumer,2018,Office Supplies,Fasteners,,
South,United States,Corporate,2014,Office Supplies,Fasteners,30.55,9.363
South,United States,Corporate,2015,Office Supplies,Fasteners,38.74400000000001,12.990499999999999
South,United States,Corporate,2016,Office Supplies,Fasteners,11.34,5.2164
South,United States,Corporate,2017,Office Supplies,Fasteners,,
South,United States,Home Office,2014,Office Supplies,Fasteners,57.160000000000004,8.626299999999999
South,United States,Home Office,2015,Office Supplies,Fasteners,,
South,United States,Home Office,2016,Office Supplies,Fasteners,62.79,14.822399999999998
South,United States,Home Office,2017,Office Supplies,Fasteners,26.316,8.428099999999999
South,United States,Home Office,2018,Office Supplies,Fasteners,,
West,United States,Consumer,2014,Office Supplies,Fasteners,116.76400000000002,50.3514
West,United States,Consumer,2015,Office Supplies,Fasteners,115.452,42.463699999999996
West,United States,Consumer,2016,Office Supplies,Fasteners,183.35000000000002,36.4727
West,United States,Consumer,2017,Office Supplies,Fasteners,120.20599999999999,46.9217
West,United States,Consumer,2018,Office Supplies,Fasteners,22.624000000000002,8.999199999999998
West,United States,Corporate,2014,Office Supplies,Fasteners,75.642,29.1785
West,United States,Corporate,2015,Office Supplies,Fasteners,8.72,2.289000000000001
West,United States,Corporate,2016,Office Supplies,Fasteners,49.46,18.812499999999996
West,United States,Corporate,2017,Office Supplies,Fasteners,50.632,19.0264
West,United States,Corporate,2018,Office Supplies,Fasteners,,
West,United States,Home Office,2014,Office Supplies,Fasteners,84.402,-0.32230000000000203
West,United States,Home Office,2015,Office Supplies,Fasteners,15.38,6.093599999999999
West,United States,Home Office,2016,Office Supplies,Fasteners,30.91,8.184000000000001
West,United States,Home Office,2017,Office Supplies,Fasteners,49.67400000000001,6.7203
Central,United States,Consumer,2014,Office Supplies,Labels,143.09400000000002,67.3107
Central,United States,Consumer,2015,Office Supplies,Labels,148.412,66.0458
Central,United States,Consumer,2016,Office Supplies,Labels,133.426,55.1777
Central,United States,Consumer,2017,Office Supplies,Labels,318.274,145.66809999999995
Central,United States,Consumer,2018,Office Supplies,Labels,,
Central,United States,Corporate,2014,Office Supplies,Labels,716.754,346.6299
Central,United States,Corporate,2015,Office Supplies,Labels,110.946,39.0177
Central,United States,Corporate,2016,Office Supplies,Labels,104.67200000000001,35.196799999999996
Central,United States,Corporate,2017,Office Supplies,Labels,162.73600000000002,66.3256
Central,United States,Corporate,2018,Office Supplies,Labels,,
Central,United States,Home Office,2014,Office Supplies,Labels,188.62400000000002,67.61019999999998
Central,United States,Home Office,2015,Office Supplies,Labels,45.15,21.672
Central,United States,Home Office,2016,Office Supplies,Labels,273.15200000000004,114.5873
Central,United States,Home Office,2017,Office Supplies,Labels,106.23200000000001,47.837599999999995
Central,United States,Home Office,2018,Office Supplies,Labels,,
East,United States,Consumer,2014,Office Supplies,Labels,325.462,149.1173
East,United States,Consumer,2015,Office Supplies,Labels,281.702,124.16619999999999
East,United States,Consumer,2016,Office Supplies,Labels,576.0159999999998,252.60950000000003
East,United States,Consumer,2017,Office Supplies,Labels,397.16999999999996,172.86000000000007
East,United States,Consumer,2018,Office Supplies,Labels,72.45,34.775999999999996
East,United States,Corporate,2014,Office Supplies,Labels,143.142,56.5908
East,United States,Corporate,2015,Office Supplies,Labels,64.14,27.9228
East,United States,Corporate,2016,Office Supplies,Labels,70.206,30.6441
East,United States,Corporate,2017,Office Supplies,Labels,231.098,103.47220000000002
East,United States,Home Office,2014,Office Supplies,Labels,28.638000000000005,10.6245
East,United States,Home Office,2015,Office Supplies,Labels,189.32,69.84349999999999
East,United States,Home Office,2016,Office Supplies,Labels,127.03,50.4524
East,United States,Home Office,2017,Office Supplies,Labels,96.56,46.2007
South,United States,Consumer,2014,Office Supplies,Labels,251.23000000000002,110.52149999999997
South,United States,Consumer,2015,Office Supplies,Labels,1010.604,492.72780000000006
South,United States,Consumer,2016,Office Supplies,Labels,181.02800000000002,84.5743
South,United States,Consumer,2017,Office Supplies,Labels,425.36,153.0802
South,United States,Consumer,2018,Office Supplies,Labels,,
South,United States,Corporate,2014,Office Supplies,Labels,146.85999999999999,58.09689999999999
South,United States,Corporate,2015,Office Supplies,Labels,83.744,33.31049999999999
South,United States,Corporate,2016,Office Supplies,Labels,81.39599999999999,36.6768
South,United States,Corporate,2017,Office Supplies,Labels,53.226000000000006,22.353
South,United States,Home Office,2014,Office Supplies,Labels,2.952,0.9963
South,United States,Home Office,2015,Office Supplies,Labels,23.695999999999998,8.1474
South,United States,Home Office,2016,Office Supplies,Labels,23.165999999999997,10.0524
South,United States,Home Office,2017,Office Supplies,Labels,69.918,30.235200000000003
South,United States,Home Office,2018,Office Supplies,Labels,,
West,United States,Consumer,2014,Office Supplies,Labels,212.29800000000003,94.95389999999999
West,United States,Consumer,2015,Office Supplies,Labels,355.1700000000001,168.7127
West,United States,Consumer,2016,Office Supplies,Labels,475.82,226.33559999999997
West,United States,Consumer,2017,Office Supplies,Labels,1401.7459999999999,677.3511000000001
West,United States,Consumer,2018,Office Supplies,Labels,,
West,United States,Corporate,2014,Office Supplies,Labels,141.47,67.9582
West,United States,Corporate,2015,Office Supplies,Labels,1011.4279999999999,444.07899999999995
West,United States,Corporate,2016,Office Supplies,Labels,696.1880000000001,258.59979999999996
West,United States,Corporate,2017,Office Supplies,Labels,283.64,133.9532
West,United States,Corporate,2018,Office Supplies,Labels,,
West,United States,Home Office,2014,Office Supplies,Labels,158.4,76.1058
West,United States,Home Office,2015,Office Supplies,Labels,14.62,6.8713999999999995
West,United States,Home Office,2016,Office Supplies,Labels,76.626,34.51199999999999
West,United States,Home Office,2017,Office Supplies,Labels,251.32,113.6896
Central,United States,Consumer,2014,Office Supplies,Paper,1535.76,553.0337
Central,United States,Consumer,2015,Office Supplies,Paper,1569.6900000000003,625.1057
Central,United States,Consumer,2016,Office Supplies,Paper,1735.1760000000002,656.2999
Central,United States,Consumer,2017,Office Supplies,Paper,2678.6440000000007,1059.6133999999997
Central,United States,Consumer,2018,Office Supplies,Paper,44.75,20.584999999999994
Central,United States,Corporate,2014,Office Supplies,Paper,578.704,247.9758
Central,United States,Corporate,2015,Office Supplies,Paper,1292.1519999999996,501.23569999999984
Central,United States,Corporate,2016,Office Supplies,Paper,1927.0500000000002,792.1129
Central,United States,Corporate,2017,Office Supplies,Paper,1928.3640000000003,751.6389
Central,United States,Corporate,2018,Office Supplies,Paper,225.732,106.26719999999999
Central,United States,Home Office,2014,Office Supplies,Paper,232.31200000000004,95.1976
Central,United States,Home Office,2015,Office Supplies,Paper,665.056,263.9047
Central,United States,Home Office,2016,Office Supplies,Paper,1686.674,754.4257000000001
Central,United States,Home Office,2017,Office Supplies,Paper,1391.838,544.5043000000001
Central,United States,Home Office,2018,Office Supplies,Paper,,
East,United States,Consumer,2014,Office Supplies,Paper,1638.7539999999997,706.7534
East,United States,Consumer,2015,Office Supplies,Paper,1269.654,583.9636999999999
East,United States,Consumer,2016,Office Supplies,Paper,2143.892,979.1502
East,United States,Consumer,2017,Office Supplies,Paper,3608.9680000000008,1647.4633999999999
East,United States,Consumer,2018,Office Supplies,Paper,,
East,United States,Corporate,2014,Office Supplies,Paper,1405.012,636.4949
East,United States,Corporate,2015,Office Supplies,Paper,1548.5519999999997,727.1903000000001
East,United States,Corporate,2016,Office Supplies,Paper,1105.202,487.00470000000007
East,United States,Corporate,2017,Office Supplies,Paper,1916.3500000000008,818.2683000000002
East,United States,Home Office,2014,Office Supplies,Paper,521.0419999999999,240.0071
East,United States,Home Office,2015,Office Supplies,Paper,1501.8120000000008,663.5070000000001
East,United States,Home Office,2016,Office Supplies,Paper,1677.0260000000003,668.8683
East,United States,Home Office,2017,Office Supplies,Paper,1836.338,856.6996999999998
South,United States,Consumer,2014,Office Supplies,Paper,1279.316,488.02459999999996
South,United States,Consumer,2015,Office Supplies,Paper,1619.0319999999997,699.585
South,United States,Consumer,2016,Office Supplies,Paper,1707.0939999999998,745.4875
South,United States,Consumer,2017,Office Supplies,Paper,2997.8300000000004,1152.2393
South,United States,Consumer,2018,Office Supplies,Paper,,
South,United States,Corporate,2014,Office Supplies,Paper,1604.1360000000002,728.8818
South,United States,Corporate,2015,Office Supplies,Paper,503.74,185.50879999999998
South,United States,Corporate,2016,Office Supplies,Paper,454.10800000000006,175.12279999999998
South,United States,Corporate,2017,Office Supplies,Paper,783.338,320.5499
South,United States,Home Office,2014,Office Supplies,Paper,277.204,110.20219999999999
South,United States,Home Office,2015,Office Supplies,Paper,204.40000000000003,75.2952
South,United States,Home Office,2016,Office Supplies,Paper,1666.258,769.9554999999998
South,United States,Home Office,2017,Office Supplies,Paper,1054.528,496.2088
South,United States,Home Office,2018,Office Supplies,Paper,,
West,United States,Consumer,2014,Office Supplies,Paper,2648.2980000000002,1132.5070999999998
West,United States,Consumer,2015,Office Supplies,Paper,2941.196000000001,1256.7003000000002
West,United States,Consumer,2016,Office Supplies,Paper,3620.248,1703.850899999999
West,United States,Consumer,2017,Office Supplies,Paper,3281.7860000000014,1522.3545000000001
West,United States,Consumer,2018,Office Supplies,Paper,4.28,1.9259999999999997
West,United States,Corporate,2014,Office Supplies,Paper,1843.1440000000002,839.7543
West,United States,Corporate,2015,Office Supplies,Paper,1694.092,772.9025999999998
West,United States,Corporate,2016,Office Supplies,Paper,1744.7320000000007,792.2316
West,United States,Corporate,2017,Office Supplies,Paper,3328.7220000000007,1478.4063
West,United States,Corporate,2018,Office Supplies,Paper,,
West,United States,Home Office,2014,Office Supplies,Paper,861.054,399.5863
West,United States,Home Office,2015,Office Supplies,Paper,802.6220000000001,367.85779999999994
West,United States,Home Office,2016,Office Supplies,Paper,1150.542,542.5151000000001
West,United States,Home Office,2017,Office Supplies,Paper,2743.002,1308.6435999999999
Central,United States,Consumer,2014,Office Supplies,Storage,7324.765999999997,-9.562400000000117
Central,United States,Consumer,2015,Office Supplies,Storage,4843.620000000001,-141.56220000000036
Central,United States,Consumer,2016,Office Supplies,Storage,6415.778000000001,413.2871999999999
Central,United States,Consumer,2017,Office Supplies,Storage,6087.646,151.14749999999998
Central,United States,Consumer,2018,Office Supplies,Storage,,
Central,United States,Corporate,2014,Office Supplies,Storage,1428.7300000000002,25.58059999999999
Central,United States,Corporate,2015,Office Supplies,Storage,2273.248,449.8159999999999
Central,United States,Corporate,2016,Office Supplies,Storage,3985.1600000000003,413.9957999999998
Central,United States,Corporate,2017,Office Supplies,Storage,4969.466,195.11779999999993
Central,United States,Corporate,2018,Office Supplies,Storage,,
Central,United States,Home Office,2014,Office Supplies,Storage,2315.33,321.5443999999999
Central,United States,Home Office,2015,Office Supplies,Storage,1048.99,164.37609999999995
Central,United States,Home Office,2016,Office Supplies,Storage,2600.7500000000005,-76.64390000000009
Central,United States,Home Office,2017,Office Supplies,Storage,2636.628,62.73960000000004
Central,United States,Home Office,2018,Office Supplies,Storage,,
East,United States,Consumer,2014,Office Supplies,Storage,6133.812000000002,370.1884999999999
East,United States,Consumer,2015,Office Supplies,Storage,5669.642000000001,519.2074999999996
East,United States,Consumer,2016,Office Supplies,Storage,9404.970000000001,1060.1181
East,United States,Consumer,2017,Office Supplies,Storage,3786.0340000000006,24.4101
East,United States,Consumer,2018,Office Supplies,Storage,,
East,United States,Corporate,2014,Office Supplies,Storage,7681.2699999999995,737.9979000000002
East,United States,Corporate,2015,Office Supplies,Storage,6099.978000000001,1097.0311
East,United States,Corporate,2016,Office Supplies,Storage,7164.718000000001,504.28479999999973
East,United States,Corporate,2017,Office Supplies,Storage,10022.404,1497.1426999999992
East,United States,Home Office,2014,Office Supplies,Storage,1377.89,125.23099999999997
East,United States,Home Office,2015,Office Supplies,Storage,2553.876,194.90819999999982
East,United States,Home Office,2016,Office Supplies,Storage,5369.858000000001,1275.1011999999998
East,United States,Home Office,2017,Office Supplies,Storage,6348.131999999999,983.7500999999999
South,United States,Consumer,2014,Office Supplies,Storage,2649.736,368.9223999999998
South,United States,Consumer,2015,Office Supplies,Storage,4407.880000000001,-299.58930000000004
South,United States,Consumer,2016,Office Supplies,Storage,4882.456000000001,433.4962999999999
South,United States,Consumer,2017,Office Supplies,Storage,4941.674000000001,385.8402999999997
South,United States,Consumer,2018,Office Supplies,Storage,,
South,United States,Corporate,2014,Office Supplies,Storage,3036.9739999999993,91.18639999999988
South,United States,Corporate,2015,Office Supplies,Storage,2372.986,90.51020000000001
South,United States,Corporate,2016,Office Supplies,Storage,2996.2780000000002,389.7424999999999
South,United States,Corporate,2017,Office Supplies,Storage,2956.02,147.13199999999978
South,United States,Home Office,2014,Office Supplies,Storage,989.1679999999999,10.92160000000003
South,United States,Home Office,2015,Office Supplies,Storage,745.488,-67.77260000000001
South,United States,Home Office,2016,Office Supplies,Storage,2961.6620000000003,264.8304
South,United States,Home Office,2017,Office Supplies,Storage,2762.954,472.0330999999998
South,United States,Home Office,2018,Office Supplies,Storage,64.784,-12.956800000000005
West,United States,Consumer,2014,Office Supplies,Storage,7712.063999999999,732.8806
West,United States,Consumer,2015,Office Supplies,Storage,11742.136000000002,1238.6071
West,United States,Consumer,2016,Office Supplies,Storage,5801.183999999999,848.5336999999998
West,United States,Consumer,2017,Office Supplies,Storage,8570.753999999997,973.9824999999998
West,United States,Consumer,2018,Office Supplies,Storage,118.25,34.2925
West,United States,Corporate,2014,Office Supplies,Storage,4773.114,724.6847000000001
West,United States,Corporate,2015,Office Supplies,Storage,3650.7160000000003,277.1819999999998
West,United States,Corporate,2016,Office Supplies,Storage,5096.104000000001,416.53740000000005
West,United States,Corporate,2017,Office Supplies,Storage,10557.991999999998,1862.5891999999994
West,United States,Corporate,2018,Office Supplies,Storage,725.84,210.4935999999999
West,United States,Home Office,2014,Office Supplies,Storage,2796.1,552.0868999999998
West,United States,Home Office,2015,Office Supplies,Storage,1484.66,111.46100000000008
West,United States,Home Office,2016,Office Supplies,Storage,2204.3559999999998,278.05099999999976
West,United States,Home Office,2017,Office Supplies,Storage,5299.582,383.93999999999994
Central,United States,Consumer,2014,Office Supplies,Supplies,43.632,3.927300000000002
Central,United States,Consumer,2015,Office Supplies,Supplies,72.60000000000001,5.841000000000002
Central,United States,Consumer,2016,Office Supplies,Supplies,4258.268,-820.7680000000003
Central,United States,Consumer,2017,Office Supplies,Supplies,140.724,23.88009999999999
Central,United States,Consumer,2018,Office Supplies,Supplies,44.688,5.0273999999999965
Central,United States,Corporate,2014,Office Supplies,Supplies,38.896,-0.6210000000000049
Central,United States,Corporate,2015,Office Supplies,Supplies,106.71799999999999,10.814599999999995
Central,United States,Corporate,2016,Office Supplies,Supplies,42.528000000000006,7.691400000000002
Central,United States,Corporate,2017,Office Supplies,Supplies,4194.785999999999,83.96480000000005
Central,United States,Corporate,2018,Office Supplies,Supplies,,
Central,United States,Home Office,2014,Office Supplies,Supplies,357.93,7.158600000000007
Central,United States,Home Office,2015,Office Supplies,Supplies,139.24,6.347999999999995
Central,United States,Home Office,2016,Office Supplies,Supplies,,
Central,United States,Home Office,2017,Office Supplies,Supplies,27.362,4.847700000000001
Central,United States,Home Office,2018,Office Supplies,Supplies,,
East,United States,Consumer,2014,Office Supplies,Supplies,433.12800000000004,-27.754800000000003
East,United States,Consumer,2015,Office Supplies,Supplies,1178.458,-122.09970000000001
East,United States,Consumer,2016,Office Supplies,Supplies,1868.246,-83.33969999999997
East,United States,Consumer,2017,Office Supplies,Supplies,5087.9940000000015,-938.4414999999999
East,United States,Consumer,2018,Office Supplies,Supplies,,
East,United States,Corporate,2014,Office Supplies,Supplies,17.14,4.4564
East,United States,Corporate,2015,Office Supplies,Supplies,,
East,United States,Corporate,2016,Office Supplies,Supplies,154.8,38.971199999999996
East,United States,Corporate,2017,Office Supplies,Supplies,1677.3180000000002,-56.325000000000045
East,United States,Home Office,2014,Office Supplies,Supplies,17.604000000000003,0.00039999999999906777
East,United States,Home Office,2015,Office Supplies,Supplies,3.4880000000000004,-0.6976000000000007
East,United States,Home Office,2016,Office Supplies,Supplies,55.86,16.199399999999997
East,United States,Home Office,2017,Office Supplies,Supplies,266.08,13.895700000000016
South,United States,Consumer,2014,Office Supplies,Supplies,52.206,9.7335
South,United States,Consumer,2015,Office Supplies,Supplies,88.96000000000001,10.007999999999988
South,United States,Consumer,2016,Office Supplies,Supplies,69.944,7.452899999999995
South,United States,Consumer,2017,Office Supplies,Supplies,1912.444,42.66480000000001
South,United States,Consumer,2018,Office Supplies,Supplies,,
South,United States,Corporate,2014,Office Supplies,Supplies,4189.549999999999,89.91100000000006
South,United States,Corporate,2015,Office Supplies,Supplies,41.376,4.654799999999993
South,United States,Corporate,2016,Office Supplies,Supplies,1253.748,-226.52049999999997
South,United States,Corporate,2017,Office Supplies,Supplies,537.48,20.316800000000004
South,United States,Home Office,2014,Office Supplies,Supplies,5.5520000000000005,-1.0410000000000006
South,United States,Home Office,2015,Office Supplies,Supplies,,
South,United States,Home Office,2016,Office Supplies,Supplies,132.608,34.17899999999999
South,United States,Home Office,2017,Office Supplies,Supplies,35.06,10.517999999999997
South,United States,Home Office,2018,Office Supplies,Supplies,,
West,United States,Consumer,2014,Office Supplies,Supplies,8344.391999999998,347.8695999999996
West,United States,Consumer,2015,Office Supplies,Supplies,290.614,55.3276
West,United States,Consumer,2016,Office Supplies,Supplies,110.55999999999999,19.469200000000004
West,United States,Consumer,2017,Office Supplies,Supplies,1744.6380000000001,-196.34900000000002
West,United States,Consumer,2018,Office Supplies,Supplies,,
West,United States,Corporate,2014,Office Supplies,Supplies,820.01,38.46860000000004
West,United States,Corporate,2015,Office Supplies,Supplies,64.09,18.75509999999999
West,United States,Corporate,2016,Office Supplies,Supplies,5904.524,272.6279999999997
West,United States,Corporate,2017,Office Supplies,Supplies,392.32000000000005,31.760200000000005
West,United States,Corporate,2018,Office Supplies,Supplies,,
West,United States,Home Office,2014,Office Supplies,Supplies,22.88,4.647999999999998
West,United States,Home Office,2015,Office Supplies,Supplies,5.84,0.7299999999999995
West,United States,Home Office,2016,Office Supplies,Supplies,397.06600000000003,25.513999999999967
West,United States,Home Office,2017,Office Supplies,Supplies,30.188000000000002,7.225199999999999
Central,United States,Consumer,2014,Technology,Accessories,3017.9300000000003,574.2314
Central,United States,Consumer,2015,Technology,Accessories,4170.892,838.9639999999998
Central,United States,Consumer,2016,Technology,Accessories,7690.97,1371.3057
Central,United States,Consumer,2017,Technology,Accessories,4182.512,958.8847999999996
Central,United States,Consumer,2018,Technology,Accessories,,
Central,United States,Corporate,2014,Technology,Accessories,696.486,139.06049999999996
Central,United States,Corporate,2015,Technology,Accessories,1566.618,297.36569999999995
Central,United States,Corporate,2016,Technology,Accessories,1788.966,435.2235999999999
Central,United States,Corporate,2017,Technology,Accessories,2143.168,591.2838999999999
Central,United States,Corporate,2018,Technology,Accessories,,
Central,United States,Home Office,2014,Technology,Accessories,509.24,99.49419999999998
Central,United States,Home Office,2015,Technology,Accessories,2273.032,473.19339999999994
Central,United States,Home Office,2016,Technology,Accessories,1322.278,81.56060000000002
Central,United States,Home Office,2017,Technology,Accessories,4593.984,1391.0628000000002
Central,United States,Home Office,2018,Technology,Accessories,,
East,United States,Consumer,2014,Technology,Accessories,2757.594,621.1257999999998
East,United States,Consumer,2015,Technology,Accessories,11871.228000000003,2956.7776999999996
East,United States,Consumer,2016,Technology,Accessories,2482.4400000000005,497.3909000000001
East,United States,Consumer,2017,Technology,Accessories,5749.793999999999,1164.7838999999997
East,United States,Consumer,2018,Technology,Accessories,,
East,United States,Corporate,2014,Technology,Accessories,801.76,273.9998
East,United States,Corporate,2015,Technology,Accessories,2119.5159999999996,702.7076000000001
East,United States,Corporate,2016,Technology,Accessories,1918.672,422.33049999999986
East,United States,Corporate,2017,Technology,Accessories,6908.05,1534.5531999999998
East,United States,Home Office,2014,Technology,Accessories,629.9060000000001,204.45929999999998
East,United States,Home Office,2015,Technology,Accessories,5785.2,1817.4247000000003
East,United States,Home Office,2016,Technology,Accessories,1830.266,340.28149999999994
