Category,Sub-Category,Region,Year,Quarter,Value Column Name,Value
"Furniture","Furnishings","East","2017","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9726813906291245"
"Furniture","Furnishings","South","2014","Qtr 1","Sum of Sales","447.80400000000003"
"Furniture","Furnishings","South","2014","Qtr 1","Sum of Quantity","31"
"Furniture","Furnishings","South","2014","Qtr 1","Sum of Profit","114.21019999999999"
"Furniture","Furnishings","South","2014","Qtr 1","Sum of Profit - Sum of Sales","-333.59380000000004"
"Furniture","Furnishings","South","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.7449549356414861"
"Furniture","Furnishings","South","2014","Qtr 1","Sum of Profit - Sum of Quantity","83.21019999999999"
"Furniture","Furnishings","South","2014","Qtr 1","(Sum of Profit - Sum of Quantity)%","2.6841999999999997"
"Furniture","Furnishings","South","2014","Qtr 1","Sum of Quantity - Sum of Sales","-416.80400000000003"
"Furniture","Furnishings","South","2014","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9307732847406455"
"Furniture","Furnishings","South","2014","Qtr 2","Sum of Sales","623.73"
"Furniture","Furnishings","South","2014","Qtr 2","Sum of Quantity","13"
"Furniture","Furnishings","South","2014","Qtr 2","Sum of Profit","95.95379999999999"
"Furniture","Furnishings","South","2014","Qtr 2","Sum of Profit - Sum of Sales","-527.7762"
"Furniture","Furnishings","South","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.8461613198018373"
"Furniture","Furnishings","South","2014","Qtr 2","Sum of Profit - Sum of Quantity","82.95379999999999"
"Furniture","Furnishings","South","2014","Qtr 2","(Sum of Profit - Sum of Quantity)%","6.381061538461538"
"Furniture","Furnishings","South","2014","Qtr 2","Sum of Quantity - Sum of Sales","-610.73"
"Furniture","Furnishings","South","2014","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9791576483414297"
"Furniture","Furnishings","South","2014","Qtr 3","Sum of Sales","986.182"
"Furniture","Furnishings","South","2014","Qtr 3","Sum of Quantity","36"
"Furniture","Furnishings","South","2014","Qtr 3","Sum of Profit","143.57609999999994"
"Furniture","Furnishings","South","2014","Qtr 3","Sum of Profit - Sum of Sales","-842.6059"
"Furniture","Furnishings","South","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.8544121673281403"
"Furniture","Furnishings","South","2014","Qtr 3","Sum of Profit - Sum of Quantity","107.57609999999994"
"Furniture","Furnishings","South","2014","Qtr 3","(Sum of Profit - Sum of Quantity)%","2.988224999999998"
"Furniture","Furnishings","South","2014","Qtr 3","Sum of Quantity - Sum of Sales","-950.182"
"Furniture","Furnishings","South","2014","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9634955819514045"
"Furniture","Furnishings","South","2014","Qtr 4","Sum of Sales","1102.786"
"Furniture","Furnishings","South","2014","Qtr 4","Sum of Quantity","28"
"Furniture","Furnishings","South","2014","Qtr 4","Sum of Profit","69.42649999999993"
"Furniture","Furnishings","South","2014","Qtr 4","Sum of Profit - Sum of Sales","-1033.3595"
"Furniture","Furnishings","South","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.9370444492403784"
"Furniture","Furnishings","South","2014","Qtr 4","Sum of Profit - Sum of Quantity","41.42649999999993"
"Furniture","Furnishings","South","2014","Qtr 4","(Sum of Profit - Sum of Quantity)%","1.4795178571428549"
"Furniture","Furnishings","South","2014","Qtr 4","Sum of Quantity - Sum of Sales","-1074.786"
"Furniture","Furnishings","South","2014","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9746097610959878"
"Furniture","Furnishings","South","2015","Qtr 1","Sum of Sales","229.50799999999998"
"Furniture","Furnishings","South","2015","Qtr 1","Sum of Quantity","21"
"Furniture","Furnishings","South","2015","Qtr 1","Sum of Profit","74.501"
"Furniture","Furnishings","South","2015","Qtr 1","Sum of Profit - Sum of Sales","-155.00699999999998"
"Furniture","Furnishings","South","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.6753882217613328"
"Furniture","Furnishings","South","2015","Qtr 1","Sum of Profit - Sum of Quantity","53.501000000000005"
"Furniture","Furnishings","South","2015","Qtr 1","(Sum of Profit - Sum of Quantity)%","2.5476666666666667"
"Furniture","Furnishings","South","2015","Qtr 1","Sum of Quantity - Sum of Sales","-208.50799999999998"
"Furniture","Furnishings","South","2015","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9084999215713614"
"Furniture","Furnishings","South","2015","Qtr 2","Sum of Sales","2787.036"
"Furniture","Furnishings","South","2015","Qtr 2","Sum of Quantity","48"
"Furniture","Furnishings","South","2015","Qtr 2","Sum of Profit","605.7260999999997"
"Furniture","Furnishings","South","2015","Qtr 2","Sum of Profit - Sum of Sales","-2181.3099"
"Furniture","Furnishings","South","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.7826629795955273"
"Furniture","Furnishings","South","2015","Qtr 2","Sum of Profit - Sum of Quantity","557.7260999999997"
"Furniture","Furnishings","South","2015","Qtr 2","(Sum of Profit - Sum of Quantity)%","11.619293749999995"
"Furniture","Furnishings","South","2015","Qtr 2","Sum of Quantity - Sum of Sales","-2739.036"
"Furniture","Furnishings","South","2015","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9827774022294653"
"Furniture","Furnishings","South","2015","Qtr 3","Sum of Sales","575.6980000000001"
"Furniture","Furnishings","South","2015","Qtr 3","Sum of Quantity","42"
"Furniture","Furnishings","South","2015","Qtr 3","Sum of Profit","110.45229999999997"
"Furniture","Furnishings","South","2015","Qtr 3","Sum of Profit - Sum of Sales","-465.2457000000001"
"Furniture","Furnishings","South","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.8081419424767847"
"Furniture","Furnishings","South","2015","Qtr 3","Sum of Profit - Sum of Quantity","68.45229999999997"
"Furniture","Furnishings","South","2015","Qtr 3","(Sum of Profit - Sum of Quantity)%","1.6298166666666658"
"Furniture","Furnishings","South","2015","Qtr 3","Sum of Quantity - Sum of Sales","-533.6980000000001"
"Furniture","Furnishings","South","2015","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9270450826648694"
"Furniture","Furnishings","South","2015","Qtr 4","Sum of Sales","1785.5659999999998"
"Furniture","Furnishings","South","2015","Qtr 4","Sum of Quantity","53"
"Furniture","Furnishings","South","2015","Qtr 4","Sum of Profit","381.45829999999995"
"Furniture","Furnishings","South","2015","Qtr 4","Sum of Profit - Sum of Sales","-1404.1076999999998"
"Furniture","Furnishings","South","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.7863656118004039"
"Furniture","Furnishings","South","2015","Qtr 4","Sum of Profit - Sum of Quantity","328.45829999999995"
"Furniture","Furnishings","South","2015","Qtr 4","(Sum of Profit - Sum of Quantity)%","6.197326415094339"
"Furniture","Furnishings","South","2015","Qtr 4","Sum of Quantity - Sum of Sales","-1732.5659999999998"
"Furniture","Furnishings","South","2015","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9703175351681204"
"Furniture","Furnishings","South","2016","Qtr 1","Sum of Sales","1271.652"
"Furniture","Furnishings","South","2016","Qtr 1","Sum of Quantity","55"
"Furniture","Furnishings","South","2016","Qtr 1","Sum of Profit","193.4677"
"Furniture","Furnishings","South","2016","Qtr 1","Sum of Profit - Sum of Sales","-1078.1843000000001"
"Furniture","Furnishings","South","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.8478611286735681"
"Furniture","Furnishings","South","2016","Qtr 1","Sum of Profit - Sum of Quantity","138.4677"
"Furniture","Furnishings","South","2016","Qtr 1","(Sum of Profit - Sum of Quantity)%","2.5175945454545454"
"Furniture","Furnishings","South","2016","Qtr 1","Sum of Quantity - Sum of Sales","-1216.652"
"Furniture","Furnishings","South","2016","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9567491735160248"
"Furniture","Furnishings","South","2016","Qtr 2","Sum of Sales","381.336"
"Furniture","Furnishings","South","2016","Qtr 2","Sum of Quantity","36"
"Furniture","Furnishings","South","2016","Qtr 2","Sum of Profit","87.64699999999998"
"Furniture","Furnishings","South","2016","Qtr 2","Sum of Profit - Sum of Sales","-293.689"
"Furniture","Furnishings","South","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.7701580758176516"
"Furniture","Furnishings","South","2016","Qtr 2","Sum of Profit - Sum of Quantity","51.64699999999998"
"Furniture","Furnishings","South","2016","Qtr 2","(Sum of Profit - Sum of Quantity)%","1.4346388888888884"
"Furniture","Furnishings","South","2016","Qtr 2","Sum of Quantity - Sum of Sales","-345.336"
"Furniture","Furnishings","South","2016","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9055950657687708"
"Furniture","Furnishings","South","2016","Qtr 3","Sum of Sales","606.6379999999999"
"Furniture","Furnishings","South","2016","Qtr 3","Sum of Quantity","26"
"Furniture","Furnishings","South","2016","Qtr 3","Sum of Profit","202.82400000000004"
"Furniture","Furnishings","South","2016","Qtr 3","Sum of Profit - Sum of Sales","-403.81399999999985"
"Furniture","Furnishings","South","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.6656589267404942"
"Furniture","Furnishings","South","2016","Qtr 3","Sum of Profit - Sum of Quantity","176.82400000000004"
"Furniture","Furnishings","South","2016","Qtr 3","(Sum of Profit - Sum of Quantity)%","6.800923076923079"
"Furniture","Furnishings","South","2016","Qtr 3","Sum of Quantity - Sum of Sales","-580.6379999999999"
"Furniture","Furnishings","South","2016","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9571408319294208"
"Furniture","Furnishings","South","2016","Qtr 4","Sum of Sales","3123.1580000000013"
"Furniture","Furnishings","South","2016","Qtr 4","Sum of Quantity","69"
"Furniture","Furnishings","South","2016","Qtr 4","Sum of Profit","794.4612"
"Furniture","Furnishings","South","2016","Qtr 4","Sum of Profit - Sum of Sales","-2328.6968000000015"
"Furniture","Furnishings","South","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.7456224757120838"
"Furniture","Furnishings","South","2016","Qtr 4","Sum of Profit - Sum of Quantity","725.4612"
"Furniture","Furnishings","South","2016","Qtr 4","(Sum of Profit - Sum of Quantity)%","10.513930434782608"
"Furniture","Furnishings","South","2016","Qtr 4","Sum of Quantity - Sum of Sales","-3054.1580000000013"
"Furniture","Furnishings","South","2016","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9779069774888111"
"Furniture","Furnishings","South","2017","Qtr 1","Sum of Sales","123.72"
"Furniture","Furnishings","South","2017","Qtr 1","Sum of Quantity","9"
"Furniture","Furnishings","South","2017","Qtr 1","Sum of Profit","50.0808"
"Furniture","Furnishings","South","2017","Qtr 1","Sum of Profit - Sum of Sales","-73.63919999999999"
"Furniture","Furnishings","South","2017","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.5952085354025217"
"Furniture","Furnishings","South","2017","Qtr 1","Sum of Profit - Sum of Quantity","41.0808"
"Furniture","Furnishings","South","2017","Qtr 1","(Sum of Profit - Sum of Quantity)%","4.564533333333333"
"Furniture","Furnishings","South","2017","Qtr 1","Sum of Quantity - Sum of Sales","-114.72"
"Furniture","Furnishings","South","2017","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.92725509214355"
"Furniture","Furnishings","South","2017","Qtr 2","Sum of Sales","919.8960000000001"
"Furniture","Furnishings","South","2017","Qtr 2","Sum of Quantity","54"
"Furniture","Furnishings","South","2017","Qtr 2","Sum of Profit","56.10509999999994"
"Furniture","Furnishings","South","2017","Qtr 2","Sum of Profit - Sum of Sales","-863.7909000000001"
"Furniture","Furnishings","South","2017","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.9390093010514232"
"Furniture","Furnishings","South","2017","Qtr 2","Sum of Profit - Sum of Quantity","2.1050999999999433"
"Furniture","Furnishings","South","2017","Qtr 2","(Sum of Profit - Sum of Quantity)%","0.03898333333333229"
"Furniture","Furnishings","South","2017","Qtr 2","Sum of Quantity - Sum of Sales","-865.8960000000001"
"Furniture","Furnishings","South","2017","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.94129771191526"
"Furniture","Furnishings","South","2017","Qtr 3","Sum of Sales","269.694"
"Furniture","Furnishings","South","2017","Qtr 3","Sum of Quantity","30"
"Furniture","Furnishings","South","2017","Qtr 3","Sum of Profit","42.19769999999998"
"Furniture","Furnishings","South","2017","Qtr 3","Sum of Profit - Sum of Sales","-227.49630000000002"
"Furniture","Furnishings","South","2017","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.8435348951033393"
"Furniture","Furnishings","South","2017","Qtr 3","Sum of Profit - Sum of Quantity","12.197699999999983"
"Furniture","Furnishings","South","2017","Qtr 3","(Sum of Profit - Sum of Quantity)%","0.4065899999999994"
"Furniture","Furnishings","South","2017","Qtr 3","Sum of Quantity - Sum of Sales","-239.69400000000002"
"Furniture","Furnishings","South","2017","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.8887628200849852"
"Furniture","Furnishings","South","2017","Qtr 4","Sum of Sales","2072.2799999999997"
"Furniture","Furnishings","South","2017","Qtr 4","Sum of Quantity","64"
"Furniture","Furnishings","South","2017","Qtr 4","Sum of Profit","420.5951"
"Furniture","Furnishings","South","2017","Qtr 4","Sum of Profit - Sum of Sales","-1651.6848999999997"
"Furniture","Furnishings","South","2017","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.797037514235528"
"Furniture","Furnishings","South","2017","Qtr 4","Sum of Profit - Sum of Quantity","356.5951"
"Furniture","Furnishings","South","2017","Qtr 4","(Sum of Profit - Sum of Quantity)%","5.5717984375"
"Furniture","Furnishings","South","2017","Qtr 4","Sum of Quantity - Sum of Sales","-2008.2799999999997"
"Furniture","Furnishings","South","2017","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9691161426062115"
"Furniture","Furnishings","West","2014","Qtr 1","Sum of Sales","185.34"
"Furniture","Furnishings","West","2014","Qtr 1","Sum of Quantity","8"
"Furniture","Furnishings","West","2014","Qtr 1","Sum of Profit","40.3256"
"Furniture","Furnishings","West","2014","Qtr 1","Sum of Profit - Sum of Sales","-145.0144"
"Furniture","Furnishings","West","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.7824236538254019"
"Furniture","Furnishings","West","2014","Qtr 1","Sum of Profit - Sum of Quantity","32.3256"
"Furniture","Furnishings","West","2014","Qtr 1","(Sum of Profit - Sum of Quantity)%","4.0407"
"Furniture","Furnishings","West","2014","Qtr 1","Sum of Quantity - Sum of Sales","-177.34"
"Furniture","Furnishings","West","2014","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9568360850329125"
"Furniture","Furnishings","West","2014","Qtr 2","Sum of Sales","934.412"
"Furniture","Furnishings","West","2014","Qtr 2","Sum of Quantity","52"
"Furniture","Furnishings","West","2014","Qtr 2","Sum of Profit","281.2794"
"Furniture","Furnishings","West","2014","Qtr 2","Sum of Profit - Sum of Sales","-653.1326"
"Furniture","Furnishings","West","2014","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.69897711073916"
"Furniture","Furnishings","West","2014","Qtr 2","Sum of Profit - Sum of Quantity","229.2794"
"Furniture","Furnishings","West","2014","Qtr 2","(Sum of Profit - Sum of Quantity)%","4.409219230769231"
"Furniture","Furnishings","West","2014","Qtr 2","Sum of Quantity - Sum of Sales","-882.412"
"Furniture","Furnishings","West","2014","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9443500297513302"
"Furniture","Furnishings","West","2014","Qtr 3","Sum of Sales","1531.7399999999998"
"Furniture","Furnishings","West","2014","Qtr 3","Sum of Quantity","65"
"Furniture","Furnishings","West","2014","Qtr 3","Sum of Profit","350.6891"
"Furniture","Furnishings","West","2014","Qtr 3","Sum of Profit - Sum of Sales","-1181.0508999999997"
"Furniture","Furnishings","West","2014","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.7710518103594605"
"Furniture","Furnishings","West","2014","Qtr 3","Sum of Profit - Sum of Quantity","285.6891"
"Furniture","Furnishings","West","2014","Qtr 3","(Sum of Profit - Sum of Quantity)%","4.395216923076923"
"Furniture","Furnishings","West","2014","Qtr 3","Sum of Quantity - Sum of Sales","-1466.7399999999998"
"Furniture","Furnishings","West","2014","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9575645997362475"
"Furniture","Furnishings","West","2014","Qtr 4","Sum of Sales","1720.8280000000002"
"Furniture","Furnishings","West","2014","Qtr 4","Sum of Quantity","98"
"Furniture","Furnishings","West","2014","Qtr 4","Sum of Profit","379.55940000000004"
"Furniture","Furnishings","West","2014","Qtr 4","Sum of Profit - Sum of Sales","-1341.2686"
"Furniture","Furnishings","West","2014","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.7794321105886236"
"Furniture","Furnishings","West","2014","Qtr 4","Sum of Profit - Sum of Quantity","281.55940000000004"
"Furniture","Furnishings","West","2014","Qtr 4","(Sum of Profit - Sum of Quantity)%","2.8730551020408166"
"Furniture","Furnishings","West","2014","Qtr 4","Sum of Quantity - Sum of Sales","-1622.8280000000002"
"Furniture","Furnishings","West","2014","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9430506709560746"
"Furniture","Furnishings","West","2015","Qtr 1","Sum of Sales","1871.66"
"Furniture","Furnishings","West","2015","Qtr 1","Sum of Quantity","50"
"Furniture","Furnishings","West","2015","Qtr 1","Sum of Profit","497.89099999999996"
"Furniture","Furnishings","West","2015","Qtr 1","Sum of Profit - Sum of Sales","-1373.7690000000002"
"Furniture","Furnishings","West","2015","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.7339842706474468"
"Furniture","Furnishings","West","2015","Qtr 1","Sum of Profit - Sum of Quantity","447.89099999999996"
"Furniture","Furnishings","West","2015","Qtr 1","(Sum of Profit - Sum of Quantity)%","8.95782"
"Furniture","Furnishings","West","2015","Qtr 1","Sum of Quantity - Sum of Sales","-1821.66"
"Furniture","Furnishings","West","2015","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9732857463428188"
"Furniture","Furnishings","West","2015","Qtr 2","Sum of Sales","2793.9300000000003"
"Furniture","Furnishings","West","2015","Qtr 2","Sum of Quantity","51"
"Furniture","Furnishings","West","2015","Qtr 2","Sum of Profit","465.74209999999994"
"Furniture","Furnishings","West","2015","Qtr 2","Sum of Profit - Sum of Sales","-2328.1879000000004"
"Furniture","Furnishings","West","2015","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.8333021586081256"
"Furniture","Furnishings","West","2015","Qtr 2","Sum of Profit - Sum of Quantity","414.74209999999994"
"Furniture","Furnishings","West","2015","Qtr 2","(Sum of Profit - Sum of Quantity)%","8.132198039215686"
"Furniture","Furnishings","West","2015","Qtr 2","Sum of Quantity - Sum of Sales","-2742.9300000000003"
"Furniture","Furnishings","West","2015","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9817461425304141"
"Furniture","Furnishings","West","2015","Qtr 3","Sum of Sales","1395.172"
"Furniture","Furnishings","West","2015","Qtr 3","Sum of Quantity","56"
"Furniture","Furnishings","West","2015","Qtr 3","Sum of Profit","423.68629999999996"
"Furniture","Furnishings","West","2015","Qtr 3","Sum of Profit - Sum of Sales","-971.4857000000001"
"Furniture","Furnishings","West","2015","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.6963196652455755"
"Furniture","Furnishings","West","2015","Qtr 3","Sum of Profit - Sum of Quantity","367.68629999999996"
"Furniture","Furnishings","West","2015","Qtr 3","(Sum of Profit - Sum of Quantity)%","6.565826785714284"
"Furniture","Furnishings","West","2015","Qtr 3","Sum of Quantity - Sum of Sales","-1339.172"
"Furniture","Furnishings","West","2015","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9598615797908788"
"Furniture","Furnishings","West","2015","Qtr 4","Sum of Sales","1852.668"
"Furniture","Furnishings","West","2015","Qtr 4","Sum of Quantity","121"
"Furniture","Furnishings","West","2015","Qtr 4","Sum of Profit","512.9866000000001"
"Furniture","Furnishings","West","2015","Qtr 4","Sum of Profit - Sum of Sales","-1339.6814"
"Furniture","Furnishings","West","2015","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.7231092672837227"
"Furniture","Furnishings","West","2015","Qtr 4","Sum of Profit - Sum of Quantity","391.98660000000007"
"Furniture","Furnishings","West","2015","Qtr 4","(Sum of Profit - Sum of Quantity)%","3.239558677685951"
"Furniture","Furnishings","West","2015","Qtr 4","Sum of Quantity - Sum of Sales","-1731.668"
"Furniture","Furnishings","West","2015","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9346887839591335"
"Furniture","Furnishings","West","2016","Qtr 1","Sum of Sales","352.588"
"Furniture","Furnishings","West","2016","Qtr 1","Sum of Quantity","28"
"Furniture","Furnishings","West","2016","Qtr 1","Sum of Profit","124.33070000000001"
"Furniture","Furnishings","West","2016","Qtr 1","Sum of Profit - Sum of Sales","-228.25730000000001"
"Furniture","Furnishings","West","2016","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.647376825076293"
"Furniture","Furnishings","West","2016","Qtr 1","Sum of Profit - Sum of Quantity","96.33070000000001"
"Furniture","Furnishings","West","2016","Qtr 1","(Sum of Profit - Sum of Quantity)%","3.4403821428571435"
"Furniture","Furnishings","West","2016","Qtr 1","Sum of Quantity - Sum of Sales","-324.588"
"Furniture","Furnishings","West","2016","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9205872009257263"
"Furniture","Furnishings","West","2016","Qtr 2","Sum of Sales","2067.4599999999996"
"Furniture","Furnishings","West","2016","Qtr 2","Sum of Quantity","53"
"Furniture","Furnishings","West","2016","Qtr 2","Sum of Profit","382.2260999999999"
"Furniture","Furnishings","West","2016","Qtr 2","Sum of Profit - Sum of Sales","-1685.2338999999997"
"Furniture","Furnishings","West","2016","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.81512285606493"
"Furniture","Furnishings","West","2016","Qtr 2","Sum of Profit - Sum of Quantity","329.2260999999999"
"Furniture","Furnishings","West","2016","Qtr 2","(Sum of Profit - Sum of Quantity)%","6.211813207547168"
"Furniture","Furnishings","West","2016","Qtr 2","Sum of Quantity - Sum of Sales","-2014.4599999999996"
"Furniture","Furnishings","West","2016","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9743646793650178"
"Furniture","Furnishings","West","2016","Qtr 3","Sum of Sales","1462.3980000000001"
"Furniture","Furnishings","West","2016","Qtr 3","Sum of Quantity","82"
"Furniture","Furnishings","West","2016","Qtr 3","Sum of Profit","389.73720000000003"
"Furniture","Furnishings","West","2016","Qtr 3","Sum of Profit - Sum of Sales","-1072.6608"
"Furniture","Furnishings","West","2016","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.733494438586486"
"Furniture","Furnishings","West","2016","Qtr 3","Sum of Profit - Sum of Quantity","307.73720000000003"
"Furniture","Furnishings","West","2016","Qtr 3","(Sum of Profit - Sum of Quantity)%","3.7528926829268294"
"Furniture","Furnishings","West","2016","Qtr 3","Sum of Quantity - Sum of Sales","-1380.3980000000001"
"Furniture","Furnishings","West","2016","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9439277132490608"
"Furniture","Furnishings","West","2016","Qtr 4","Sum of Sales","3906.0620000000013"
"Furniture","Furnishings","West","2016","Qtr 4","Sum of Quantity","131"
"Furniture","Furnishings","West","2016","Qtr 4","Sum of Profit","1207.7258999999992"
"Furniture","Furnishings","West","2016","Qtr 4","Sum of Profit - Sum of Sales","-2698.3361000000023"
"Furniture","Furnishings","West","2016","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.6908072887731944"
"Furniture","Furnishings","West","2016","Qtr 4","Sum of Profit - Sum of Quantity","1076.7258999999992"
"Furniture","Furnishings","West","2016","Qtr 4","(Sum of Profit - Sum of Quantity)%","8.219281679389306"
"Furniture","Furnishings","West","2016","Qtr 4","Sum of Quantity - Sum of Sales","-3775.0620000000013"
"Furniture","Furnishings","West","2016","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9664623859017086"
"Furniture","Furnishings","West","2017","Qtr 1","Sum of Sales","1600.294"
"Furniture","Furnishings","West","2017","Qtr 1","Sum of Quantity","60"
"Furniture","Furnishings","West","2017","Qtr 1","Sum of Profit","493.4425"
"Furniture","Furnishings","West","2017","Qtr 1","Sum of Profit - Sum of Sales","-1106.8515000000002"
"Furniture","Furnishings","West","2017","Qtr 1","(Sum of Profit - Sum of Sales)%","-0.6916550958761328"
"Furniture","Furnishings","West","2017","Qtr 1","Sum of Profit - Sum of Quantity","433.4425"
"Furniture","Furnishings","West","2017","Qtr 1","(Sum of Profit - Sum of Quantity)%","7.224041666666667"
"Furniture","Furnishings","West","2017","Qtr 1","Sum of Quantity - Sum of Sales","-1540.294"
"Furniture","Furnishings","West","2017","Qtr 1","(Sum of Quantity - Sum of Sales)%","-0.9625068893590804"
"Furniture","Furnishings","West","2017","Qtr 2","Sum of Sales","1159.776"
"Furniture","Furnishings","West","2017","Qtr 2","Sum of Quantity","55"
"Furniture","Furnishings","West","2017","Qtr 2","Sum of Profit","367.40659999999997"
"Furniture","Furnishings","West","2017","Qtr 2","Sum of Profit - Sum of Sales","-792.3694"
"Furniture","Furnishings","West","2017","Qtr 2","(Sum of Profit - Sum of Sales)%","-0.6832089989791131"
"Furniture","Furnishings","West","2017","Qtr 2","Sum of Profit - Sum of Quantity","312.40659999999997"
"Furniture","Furnishings","West","2017","Qtr 2","(Sum of Profit - Sum of Quantity)%","5.68012"
"Furniture","Furnishings","West","2017","Qtr 2","Sum of Quantity - Sum of Sales","-1104.776"
"Furniture","Furnishings","West","2017","Qtr 2","(Sum of Quantity - Sum of Sales)%","-0.9525770493612559"
"Furniture","Furnishings","West","2017","Qtr 3","Sum of Sales","4305.398000000001"
"Furniture","Furnishings","West","2017","Qtr 3","Sum of Quantity","127"
"Furniture","Furnishings","West","2017","Qtr 3","Sum of Profit","1148.6176999999996"
"Furniture","Furnishings","West","2017","Qtr 3","Sum of Profit - Sum of Sales","-3156.7803000000013"
"Furniture","Furnishings","West","2017","Qtr 3","(Sum of Profit - Sum of Sales)%","-0.7332145135014233"
"Furniture","Furnishings","West","2017","Qtr 3","Sum of Profit - Sum of Quantity","1021.6176999999996"
"Furniture","Furnishings","West","2017","Qtr 3","(Sum of Profit - Sum of Quantity)%","8.044233858267713"
"Furniture","Furnishings","West","2017","Qtr 3","Sum of Quantity - Sum of Sales","-4178.398000000001"
"Furniture","Furnishings","West","2017","Qtr 3","(Sum of Quantity - Sum of Sales)%","-0.9705021463753176"
"Furniture","Furnishings","West","2017","Qtr 4","Sum of Sales","2933.0040000000004"
"Furniture","Furnishings","West","2017","Qtr 4","Sum of Quantity","138"
"Furniture","Furnishings","West","2017","Qtr 4","Sum of Profit","575.6242000000001"
"Furniture","Furnishings","West","2017","Qtr 4","Sum of Profit - Sum of Sales","-2357.3798"
"Furniture","Furnishings","West","2017","Qtr 4","(Sum of Profit - Sum of Sales)%","-0.803742442901544"
"Furniture","Furnishings","West","2017","Qtr 4","Sum of Profit - Sum of Quantity","437.6242000000001"
"Furniture","Furnishings","West","2017","Qtr 4","(Sum of Profit - Sum of Quantity)%","3.1711898550724644"
"Furniture","Furnishings","West","2017","Qtr 4","Sum of Quantity - Sum of Sales","-2795.0040000000004"
"Furniture","Furnishings","West","2017","Qtr 4","(Sum of Quantity - Sum of Sales)%","-0.9529492629399755"
"Furniture","Tables","Central","2014","Qtr 1","Sum of Sales","2452.0699999999997"
"Furniture","Tables","Central","2014","Qtr 1","Sum of Quantity","10"
"Furniture","Tables","Central","2014","Qtr 1","Sum of Profit","-89.12039999999999"
"Furniture","Tables","Central","2014","Qtr 1","Sum of Profit - Sum of Sales","-2541.1903999999995"
"Furniture","Tables","Central","2014","Qtr 1","(Sum of Profit - Sum of Sales)%","-1.0363449656820563"
"Furniture","Tables","Central","2014","Qtr 1","Sum of Profit - Sum of Quantity","-99.12039999999999"
