Category,Sub-Category,Region,Segment,Value Column Name,Value
"Office Supplies","Appliances","East","Consumer","Sum of Sales","19389.75599999999"
"Office Supplies","Appliances","East","Consumer","Sum of Profit","5008.7579000000005"
"Office Supplies","Appliances","East","Consumer","Sum of Profit - Sum of Sales","-14380.99809999999"
"Office Supplies","Appliances","East","Consumer","(Sum of Profit - Sum of Sales)%","-0.7416801995858018"
"Office Supplies","Appliances","East","Corporate","Sum of Sales","10981.264000000001"
"Office Supplies","Appliances","East","Corporate","Sum of Profit","2607.2871999999993"
"Office Supplies","Appliances","East","Corporate","Sum of Profit - Sum of Sales","-8373.976800000002"
"Office Supplies","Appliances","East","Corporate","(Sum of Profit - Sum of Sales)%","-0.7625694819831307"
"Office Supplies","Appliances","East","Home Office","Sum of Sales","3817.446000000001"
"Office Supplies","Appliances","East","Home Office","Sum of Profit","775.3682999999995"
"Office Supplies","Appliances","East","Home Office","Sum of Profit - Sum of Sales","-3042.077700000001"
"Office Supplies","Appliances","East","Home Office","(Sum of Profit - Sum of Sales)%","-0.79688820745598"
"Office Supplies","Appliances","South","Consumer","Sum of Sales","8287.354"
"Office Supplies","Appliances","South","Consumer","Sum of Profit","1455.2631999999996"
"Office Supplies","Appliances","South","Consumer","Sum of Profit - Sum of Sales","-6832.0908"
"Office Supplies","Appliances","South","Consumer","(Sum of Profit - Sum of Sales)%","-0.8243995369330187"
"Office Supplies","Appliances","South","Corporate","Sum of Sales","10123.635999999997"
"Office Supplies","Appliances","South","Corporate","Sum of Profit","2543.821799999999"
"Office Supplies","Appliances","South","Corporate","Sum of Profit - Sum of Sales","-7579.814199999998"
"Office Supplies","Appliances","South","Corporate","(Sum of Profit - Sum of Sales)%","-0.748724489896713"
"Office Supplies","Appliances","South","Home Office","Sum of Sales","1114.336"
"Office Supplies","Appliances","South","Home Office","Sum of Profit","124.85459999999995"
"Office Supplies","Appliances","South","Home Office","Sum of Profit - Sum of Sales","-989.4814000000001"
"Office Supplies","Appliances","South","Home Office","(Sum of Profit - Sum of Sales)%","-0.8879560563420729"
"Office Supplies","Appliances","West","Consumer","Sum of Sales","15323.750000000002"
"Office Supplies","Appliances","West","Consumer","Sum of Profit","4293.513599999998"
"Office Supplies","Appliances","West","Consumer","Sum of Profit - Sum of Sales","-11030.236400000003"
"Office Supplies","Appliances","West","Consumer","(Sum of Profit - Sum of Sales)%","-0.7198131266824376"
"Office Supplies","Appliances","West","Corporate","Sum of Sales","10259.023999999998"
"Office Supplies","Appliances","West","Corporate","Sum of Profit","2738.0168000000003"
"Office Supplies","Appliances","West","Corporate","Sum of Profit - Sum of Sales","-7521.007199999997"
"Office Supplies","Appliances","West","Corporate","(Sum of Profit - Sum of Sales)%","-0.7331113758969663"
"Office Supplies","Appliances","West","Home Office","Sum of Sales","4653.562"
"Office Supplies","Appliances","West","Home Office","Sum of Profit","1229.7395"
"Office Supplies","Appliances","West","Home Office","Sum of Profit - Sum of Sales","-3423.8225"
"Office Supplies","Appliances","West","Home Office","(Sum of Profit - Sum of Sales)%","-0.7357423195393121"
"Office Supplies","Envelopes","Central","Consumer","Sum of Sales","2365.4500000000003"
"Office Supplies","Envelopes","Central","Consumer","Sum of Profit","912.6615999999998"
"Office Supplies","Envelopes","Central","Consumer","Sum of Profit - Sum of Sales","-1452.7884000000004"
"Office Supplies","Envelopes","Central","Consumer","(Sum of Profit - Sum of Sales)%","-0.6141699887970578"
"Office Supplies","Envelopes","Central","Corporate","Sum of Sales","1235.9080000000001"
"Office Supplies","Envelopes","Central","Corporate","Sum of Profit","483.66419999999994"
"Office Supplies","Envelopes","Central","Corporate","Sum of Profit - Sum of Sales","-752.2438000000002"
"Office Supplies","Envelopes","Central","Corporate","(Sum of Profit - Sum of Sales)%","-0.6086567932240912"
"Office Supplies","Envelopes","Central","Home Office","Sum of Sales","1035.514"
"Office Supplies","Envelopes","Central","Home Office","Sum of Profit","381.20249999999993"
"Office Supplies","Envelopes","Central","Home Office","Sum of Profit - Sum of Sales","-654.3115"
"Office Supplies","Envelopes","Central","Home Office","(Sum of Profit - Sum of Sales)%","-0.6318712253045349"
"Office Supplies","Envelopes","East","Consumer","Sum of Sales","2095.522"
"Office Supplies","Envelopes","East","Consumer","Sum of Profit","881.8797000000001"
"Office Supplies","Envelopes","East","Consumer","Sum of Profit - Sum of Sales","-1213.6423"
"Office Supplies","Envelopes","East","Consumer","(Sum of Profit - Sum of Sales)%","-0.5791598942888693"
"Office Supplies","Envelopes","East","Corporate","Sum of Sales","1579.2660000000003"
"Office Supplies","Envelopes","East","Corporate","Sum of Profit","663.5851999999999"
"Office Supplies","Envelopes","East","Corporate","Sum of Profit - Sum of Sales","-915.6808000000004"
"Office Supplies","Envelopes","East","Corporate","(Sum of Profit - Sum of Sales)%","-0.5798141668344663"
"Office Supplies","Envelopes","East","Home Office","Sum of Sales","701.086"
"Office Supplies","Envelopes","East","Home Office","Sum of Profit","266.9441"
"Office Supplies","Envelopes","East","Home Office","Sum of Profit - Sum of Sales","-434.1419"
"Office Supplies","Envelopes","East","Home Office","(Sum of Profit - Sum of Sales)%","-0.619242004547231"
"Office Supplies","Envelopes","South","Consumer","Sum of Sales","1191.5579999999998"
"Office Supplies","Envelopes","South","Consumer","Sum of Profit","503.43069999999994"
"Office Supplies","Envelopes","South","Consumer","Sum of Profit - Sum of Sales","-688.1272999999999"
"Office Supplies","Envelopes","South","Consumer","(Sum of Profit - Sum of Sales)%","-0.5775021442514758"
"Office Supplies","Envelopes","South","Corporate","Sum of Sales","1470.904"
"Office Supplies","Envelopes","South","Corporate","Sum of Profit","643.3798"
"Office Supplies","Envelopes","South","Corporate","Sum of Profit - Sum of Sales","-827.5242"
"Office Supplies","Envelopes","South","Corporate","(Sum of Profit - Sum of Sales)%","-0.5625956554608594"
"Office Supplies","Envelopes","South","Home Office","Sum of Sales","683.094"
"Office Supplies","Envelopes","South","Home Office","Sum of Profit","318.6664999999999"
"Office Supplies","Envelopes","South","Home Office","Sum of Profit - Sum of Sales","-364.4275000000001"
"Office Supplies","Envelopes","South","Home Office","(Sum of Profit - Sum of Sales)%","-0.5334953900927253"
"Office Supplies","Envelopes","West","Consumer","Sum of Sales","2118.616000000001"
"Office Supplies","Envelopes","West","Consumer","Sum of Profit","966.4405999999999"
"Office Supplies","Envelopes","West","Consumer","Sum of Profit - Sum of Sales","-1152.175400000001"
"Office Supplies","Envelopes","West","Consumer","(Sum of Profit - Sum of Sales)%","-0.5438339935127463"
"Office Supplies","Envelopes","West","Corporate","Sum of Sales","1656.5919999999999"
"Office Supplies","Envelopes","West","Corporate","Sum of Profit","780.5997999999998"
"Office Supplies","Envelopes","West","Corporate","Sum of Profit - Sum of Sales","-875.9922"
"Office Supplies","Envelopes","West","Corporate","(Sum of Profit - Sum of Sales)%","-0.5287917604334683"
"Office Supplies","Envelopes","West","Home Office","Sum of Sales","342.89199999999994"
"Office Supplies","Envelopes","West","Home Office","Sum of Profit","161.72199999999998"
"Office Supplies","Envelopes","West","Home Office","Sum of Profit - Sum of Sales","-181.16999999999996"
"Office Supplies","Envelopes","West","Home Office","(Sum of Profit - Sum of Sales)%","-0.528358783523675"
"Office Supplies","Art","Central","Consumer","Sum of Sales","3272.352"
"Office Supplies","Art","Central","Consumer","Sum of Profit","605.5615"
"Office Supplies","Art","Central","Consumer","Sum of Profit - Sum of Sales","-2666.7905"
"Office Supplies","Art","Central","Consumer","(Sum of Profit - Sum of Sales)%","-0.8149460999305699"
"Office Supplies","Art","Central","Corporate","Sum of Sales","1478.7420000000002"
"Office Supplies","Art","Central","Corporate","Sum of Profit","343.9692999999999"
"Office Supplies","Art","Central","Corporate","Sum of Profit - Sum of Sales","-1134.7727000000002"
"Office Supplies","Art","Central","Corporate","(Sum of Profit - Sum of Sales)%","-0.7673905928147033"
"Office Supplies","Art","Central","Home Office","Sum of Sales","1014.2460000000002"
"Office Supplies","Art","Central","Home Office","Sum of Profit","245.62829999999997"
"Office Supplies","Art","Central","Home Office","Sum of Profit - Sum of Sales","-768.6177000000002"
"Office Supplies","Art","Central","Home Office","(Sum of Profit - Sum of Sales)%","-0.7578217710496271"
"Office Supplies","Art","East","Consumer","Sum of Sales","3847.198"
"Office Supplies","Art","East","Consumer","Sum of Profit","989.0641999999997"
"Office Supplies","Art","East","Consumer","Sum of Profit - Sum of Sales","-2858.1338"
"Office Supplies","Art","East","Consumer","(Sum of Profit - Sum of Sales)%","-0.7429131019510824"
"Office Supplies","Art","East","Corporate","Sum of Sales","2278.402"
"Office Supplies","Art","East","Corporate","Sum of Profit","566.1715999999999"
"Office Supplies","Art","East","Corporate","Sum of Profit - Sum of Sales","-1712.2304000000001"
"Office Supplies","Art","East","Corporate","(Sum of Profit - Sum of Sales)%","-0.7515049582997206"
"Office Supplies","Art","East","Home Office","Sum of Sales","1360.1639999999998"
"Office Supplies","Art","East","Home Office","Sum of Profit","344.7084999999999"
"Office Supplies","Art","East","Home Office","Sum of Profit - Sum of Sales","-1015.4554999999998"
"Office Supplies","Art","East","Home Office","(Sum of Profit - Sum of Sales)%","-0.7465684285130323"
"Office Supplies","Art","South","Consumer","Sum of Sales","2654.7560000000008"
"Office Supplies","Art","South","Consumer","Sum of Profit","648.4542999999995"
"Office Supplies","Art","South","Consumer","Sum of Profit - Sum of Sales","-2006.3017000000013"
"Office Supplies","Art","South","Consumer","(Sum of Profit - Sum of Sales)%","-0.7557386441541146"
"Office Supplies","Art","South","Corporate","Sum of Sales","1332.4040000000002"
"Office Supplies","Art","South","Corporate","Sum of Profit","264.25429999999994"
"Office Supplies","Art","South","Corporate","Sum of Profit - Sum of Sales","-1068.1497000000004"
"Office Supplies","Art","South","Corporate","(Sum of Profit - Sum of Sales)%","-0.8016710397146813"
"Office Supplies","Art","South","Home Office","Sum of Sales","668.462"
"Office Supplies","Art","South","Home Office","Sum of Profit","145.87799999999993"
"Office Supplies","Art","South","Home Office","Sum of Profit - Sum of Sales","-522.5840000000001"
"Office Supplies","Art","South","Home Office","(Sum of Profit - Sum of Sales)%","-0.7817706915277159"
"Office Supplies","Art","West","Consumer","Sum of Sales","4477.6240000000025"
"Office Supplies","Art","West","Consumer","Sum of Profit","1211.2211000000002"
"Office Supplies","Art","West","Consumer","Sum of Profit - Sum of Sales","-3266.4029000000023"
"Office Supplies","Art","West","Consumer","(Sum of Profit - Sum of Sales)%","-0.729494682894321"
"Office Supplies","Art","West","Corporate","Sum of Sales","3500.9"
"Office Supplies","Art","West","Corporate","Sum of Profit","830.2524999999998"
"Office Supplies","Art","West","Corporate","Sum of Profit - Sum of Sales","-2670.6475"
"Office Supplies","Art","West","Corporate","(Sum of Profit - Sum of Sales)%","-0.7628459824616527"
"Office Supplies","Art","West","Home Office","Sum of Sales","1233.542"
"Office Supplies","Art","West","Home Office","Sum of Profit","332.6234"
"Office Supplies","Art","West","Home Office","Sum of Profit - Sum of Sales","-900.9186"
"Office Supplies","Art","West","Home Office","(Sum of Profit - Sum of Sales)%","-0.7303509730515865"
"Office Supplies","Labels","Central","Consumer","Sum of Sales","743.2059999999999"
"Office Supplies","Labels","Central","Consumer","Sum of Profit","334.20230000000004"
"Office Supplies","Labels","Central","Consumer","Sum of Profit - Sum of Sales","-409.00369999999987"
"Office Supplies","Labels","Central","Consumer","(Sum of Profit - Sum of Sales)%","-0.5503234634811881"
"Office Supplies","Labels","Central","Corporate","Sum of Sales","1095.108"
"Office Supplies","Labels","Central","Corporate","Sum of Profit","487.17"
"Office Supplies","Labels","Central","Corporate","Sum of Profit - Sum of Sales","-607.9379999999999"
"Office Supplies","Labels","Central","Corporate","(Sum of Profit - Sum of Sales)%","-0.5551397670366758"
"Office Supplies","Labels","Central","Home Office","Sum of Sales","613.1580000000001"
"Office Supplies","Labels","Central","Home Office","Sum of Profit","251.7071"
"Office Supplies","Labels","Central","Home Office","Sum of Profit - Sum of Sales","-361.45090000000016"
"Office Supplies","Labels","Central","Home Office","(Sum of Profit - Sum of Sales)%","-0.5894906369973156"
"Office Supplies","Labels","East","Consumer","Sum of Sales","1652.7999999999997"
"Office Supplies","Labels","East","Consumer","Sum of Profit","733.5290000000001"
"Office Supplies","Labels","East","Consumer","Sum of Profit - Sum of Sales","-919.2709999999996"
"Office Supplies","Labels","East","Consumer","(Sum of Profit - Sum of Sales)%","-0.556190101645692"
"Office Supplies","Labels","East","Corporate","Sum of Sales","508.5859999999999"
"Office Supplies","Labels","East","Corporate","Sum of Profit","218.62989999999994"
"Office Supplies","Labels","East","Corporate","Sum of Profit - Sum of Sales","-289.9561"
"Office Supplies","Labels","East","Corporate","(Sum of Profit - Sum of Sales)%","-0.5701220639183935"
"Office Supplies","Labels","East","Home Office","Sum of Sales","441.548"
"Office Supplies","Labels","East","Home Office","Sum of Profit","177.1211"
"Office Supplies","Labels","East","Home Office","Sum of Profit - Sum of Sales","-264.4269"
"Office Supplies","Labels","East","Home Office","(Sum of Profit - Sum of Sales)%","-0.5988633172384429"
"Office Supplies","Labels","South","Consumer","Sum of Sales","1868.2219999999995"
"Office Supplies","Labels","South","Consumer","Sum of Profit","840.9037999999999"
"Office Supplies","Labels","South","Consumer","Sum of Profit - Sum of Sales","-1027.3181999999997"
"Office Supplies","Labels","South","Consumer","(Sum of Profit - Sum of Sales)%","-0.5498908587951539"
"Office Supplies","Labels","South","Corporate","Sum of Sales","365.2260000000001"
"Office Supplies","Labels","South","Corporate","Sum of Profit","150.43720000000002"
"Office Supplies","Labels","South","Corporate","Sum of Profit - Sum of Sales","-214.7888000000001"
"Office Supplies","Labels","South","Corporate","(Sum of Profit - Sum of Sales)%","-0.5880983281584554"
"Office Supplies","Labels","South","Home Office","Sum of Sales","119.732"
"Office Supplies","Labels","South","Home Office","Sum of Profit","49.4313"
"Office Supplies","Labels","South","Home Office","Sum of Profit - Sum of Sales","-70.3007"
"Office Supplies","Labels","South","Home Office","(Sum of Profit - Sum of Sales)%","-0.587150469381619"
"Office Supplies","Labels","West","Consumer","Sum of Sales","2445.033999999999"
"Office Supplies","Labels","West","Consumer","Sum of Profit","1167.3532999999995"
"Office Supplies","Labels","West","Consumer","Sum of Profit - Sum of Sales","-1277.6806999999997"
"Office Supplies","Labels","West","Consumer","(Sum of Profit - Sum of Sales)%","-0.5225615267517753"
"Office Supplies","Labels","West","Corporate","Sum of Sales","2132.726"
"Office Supplies","Labels","West","Corporate","Sum of Profit","904.5902000000003"
"Office Supplies","Labels","West","Corporate","Sum of Profit - Sum of Sales","-1228.1357999999998"
"Office Supplies","Labels","West","Corporate","(Sum of Profit - Sum of Sales)%","-0.5758525942854356"
"Office Supplies","Labels","West","Home Office","Sum of Sales","500.96600000000007"
"Office Supplies","Labels","West","Home Office","Sum of Profit","231.17880000000002"
"Office Supplies","Labels","West","Home Office","Sum of Profit - Sum of Sales","-269.78720000000004"
"Office Supplies","Labels","West","Home Office","(Sum of Profit - Sum of Sales)%","-0.5385339524039555"
"Office Supplies","Fasteners","Central","Consumer","Sum of Sales","422.43199999999996"
"Office Supplies","Fasteners","Central","Consumer","Sum of Profit","128.14770000000001"
"Office Supplies","Fasteners","Central","Consumer","Sum of Profit - Sum of Sales","-294.2842999999999"
"Office Supplies","Fasteners","Central","Consumer","(Sum of Profit - Sum of Sales)%","-0.6966430099992423"
"Office Supplies","Fasteners","Central","Corporate","Sum of Sales","232.11000000000004"
"Office Supplies","Fasteners","Central","Corporate","Sum of Profit","78.5563"
"Office Supplies","Fasteners","Central","Corporate","Sum of Profit - Sum of Sales","-153.55370000000005"
"Office Supplies","Fasteners","Central","Corporate","(Sum of Profit - Sum of Sales)%","-0.6615557278876396"
"Office Supplies","Fasteners","Central","Home Office","Sum of Sales","123.48799999999999"
"Office Supplies","Fasteners","Central","Home Office","Sum of Profit","29.9146"
"Office Supplies","Fasteners","Central","Home Office","Sum of Profit - Sum of Sales","-93.57339999999999"
"Office Supplies","Fasteners","Central","Home Office","(Sum of Profit - Sum of Sales)%","-0.7577529800466443"
"Office Supplies","Fasteners","East","Consumer","Sum of Sales","423.698"
"Office Supplies","Fasteners","East","Consumer","Sum of Profit","149.17299999999997"
"Office Supplies","Fasteners","East","Consumer","Sum of Profit - Sum of Sales","-274.525"
"Office Supplies","Fasteners","East","Consumer","(Sum of Profit - Sum of Sales)%","-0.6479261171872417"
"Office Supplies","Fasteners","East","Corporate","Sum of Sales","286.09200000000004"
"Office Supplies","Fasteners","East","Corporate","Sum of Profit","76.4704"
"Office Supplies","Fasteners","East","Corporate","Sum of Profit - Sum of Sales","-209.62160000000006"
"Office Supplies","Fasteners","East","Corporate","(Sum of Profit - Sum of Sales)%","-0.7327069613970332"
"Office Supplies","Fasteners","East","Home Office","Sum of Sales","109.928"
"Office Supplies","Fasteners","East","Home Office","Sum of Profit","38.34739999999999"
"Office Supplies","Fasteners","East","Home Office","Sum of Profit - Sum of Sales","-71.5806"
"Office Supplies","Fasteners","East","Home Office","(Sum of Profit - Sum of Sales)%","-0.651158940397351"
"Office Supplies","Fasteners","South","Consumer","Sum of Sales","276.416"
"Office Supplies","Fasteners","South","Consumer","Sum of Profit","114.2714"
"Office Supplies","Fasteners","South","Consumer","Sum of Profit - Sum of Sales","-162.1446"
"Office Supplies","Fasteners","South","Consumer","(Sum of Profit - Sum of Sales)%","-0.586596289650382"
"Office Supplies","Fasteners","South","Corporate","Sum of Sales","80.63400000000001"
"Office Supplies","Fasteners","South","Corporate","Sum of Profit","27.569899999999997"
"Office Supplies","Fasteners","South","Corporate","Sum of Profit - Sum of Sales","-53.06410000000002"
"Office Supplies","Fasteners","South","Corporate","(Sum of Profit - Sum of Sales)%","-0.6580859190912023"
"Office Supplies","Fasteners","South","Home Office","Sum of Sales","146.266"
"Office Supplies","Fasteners","South","Home Office","Sum of Profit","31.876799999999996"
"Office Supplies","Fasteners","South","Home Office","Sum of Profit - Sum of Sales","-114.38919999999999"
"Office Supplies","Fasteners","South","Home Office","(Sum of Profit - Sum of Sales)%","-0.7820628170593302"
"Office Supplies","Fasteners","West","Consumer","Sum of Sales","558.3960000000002"
"Office Supplies","Fasteners","West","Consumer","Sum of Profit","185.2087"
"Office Supplies","Fasteners","West","Consumer","Sum of Profit - Sum of Sales","-373.18730000000016"
"Office Supplies","Fasteners","West","Consumer","(Sum of Profit - Sum of Sales)%","-0.6683201527231571"
"Office Supplies","Fasteners","West","Corporate","Sum of Sales","184.45399999999998"
"Office Supplies","Fasteners","West","Corporate","Sum of Profit","69.3064"
"Office Supplies","Fasteners","West","Corporate","Sum of Profit - Sum of Sales","-115.14759999999998"
"Office Supplies","Fasteners","West","Corporate","(Sum of Profit - Sum of Sales)%","-0.6242618755895779"
"Office Supplies","Fasteners","West","Home Office","Sum of Sales","180.36599999999999"
"Office Supplies","Fasteners","West","Home Office","Sum of Profit","20.675600000000003"
"Office Supplies","Fasteners","West","Home Office","Sum of Profit - Sum of Sales","-159.69039999999998"
"Office Supplies","Fasteners","West","Home Office","(Sum of Profit - Sum of Sales)%","-0.885368639322267"
"Office Supplies","Supplies","Central","Consumer","Sum of Sales","4559.912000000001"
"Office Supplies","Supplies","Central","Consumer","Sum of Profit","-782.0922000000003"
"Office Supplies","Supplies","Central","Consumer","Sum of Profit - Sum of Sales","-5342.004200000001"
"Office Supplies","Supplies","Central","Consumer","(Sum of Profit - Sum of Sales)%","-1.171514757302334"
"Office Supplies","Supplies","Central","Corporate","Sum of Sales","4382.928"
"Office Supplies","Supplies","Central","Corporate","Sum of Profit","101.84980000000003"
"Office Supplies","Supplies","Central","Corporate","Sum of Profit - Sum of Sales","-4281.0782"
"Office Supplies","Supplies","Central","Corporate","(Sum of Profit - Sum of Sales)%","-0.9767621553445551"
"Office Supplies","Supplies","Central","Home Office","Sum of Sales","524.532"
"Office Supplies","Supplies","Central","Home Office","Sum of Profit","18.354300000000002"
"Office Supplies","Supplies","Central","Home Office","Sum of Profit - Sum of Sales","-506.1777"
"Office Supplies","Supplies","Central","Home Office","(Sum of Profit - Sum of Sales)%","-0.965008235913157"
"Office Supplies","Supplies","East","Consumer","Sum of Sales","8567.826000000003"
"Office Supplies","Supplies","East","Consumer","Sum of Profit","-1171.6356999999998"
"Office Supplies","Supplies","East","Consumer","Sum of Profit - Sum of Sales","-9739.461700000003"
"Office Supplies","Supplies","East","Consumer","(Sum of Profit - Sum of Sales)%","-1.1367483069800903"
"Office Supplies","Supplies","East","Corporate","Sum of Sales","1849.2580000000003"
"Office Supplies","Supplies","East","Corporate","Sum of Profit","-12.897400000000047"
"Office Supplies","Supplies","East","Corporate","Sum of Profit - Sum of Sales","-1862.1554000000003"
"Office Supplies","Supplies","East","Corporate","(Sum of Profit - Sum of Sales)%","-1.006974364853363"
"Office Supplies","Supplies","East","Home Office","Sum of Sales","343.03200000000004"
"Office Supplies","Supplies","East","Home Office","Sum of Profit","29.397900000000014"
"Office Supplies","Supplies","East","Home Office","Sum of Profit - Sum of Sales","-313.63410000000005"
"Office Supplies","Supplies","East","Home Office","(Sum of Profit - Sum of Sales)%","-0.9142998320856364"
"Office Supplies","Supplies","South","Consumer","Sum of Sales","2123.554"
"Office Supplies","Supplies","South","Consumer","Sum of Profit","69.85919999999999"
"Office Supplies","Supplies","South","Consumer","Sum of Profit - Sum of Sales","-2053.6948"
"Office Supplies","Supplies","South","Consumer","(Sum of Profit - Sum of Sales)%","-0.9671026967056171"
"Office Supplies","Supplies","South","Corporate","Sum of Sales","6022.1539999999995"
"Office Supplies","Supplies","South","Corporate","Sum of Profit","-111.63789999999989"
"Office Supplies","Supplies","South","Corporate","Sum of Profit - Sum of Sales","-6133.791899999999"
"Office Supplies","Supplies","South","Corporate","(Sum of Profit - Sum of Sales)%","-1.0185378686762245"
"Office Supplies","Supplies","South","Home Office","Sum of Sales","173.22"
"Office Supplies","Supplies","South","Home Office","Sum of Profit","43.655999999999985"
"Office Supplies","Supplies","South","Home Office","Sum of Profit - Sum of Sales","-129.56400000000002"
"Office Supplies","Supplies","South","Home Office","(Sum of Profit - Sum of Sales)%","-0.7479736750952547"
"Office Supplies","Supplies","West","Consumer","Sum of Sales","10490.203999999996"
"Office Supplies","Supplies","West","Consumer","Sum of Profit","226.3173999999996"
"Office Supplies","Supplies","West","Consumer","Sum of Profit - Sum of Sales","-10263.886599999996"
"Office Supplies","Supplies","West","Consumer","(Sum of Profit - Sum of Sales)%","-0.9784258342354448"
"Office Supplies","Supplies","West","Corporate","Sum of Sales","7180.943999999999"
"Office Supplies","Supplies","West","Corporate","Sum of Profit","361.6118999999998"
"Office Supplies","Supplies","West","Corporate","Sum of Profit - Sum of Sales","-6819.332099999999"
"Office Supplies","Supplies","West","Corporate","(Sum of Profit - Sum of Sales)%","-0.949642846400139"
"Office Supplies","Supplies","West","Home Office","Sum of Sales","455.97400000000005"
"Office Supplies","Supplies","West","Home Office","Sum of Profit","38.117199999999976"
"Office Supplies","Supplies","West","Home Office","Sum of Profit - Sum of Sales","-417.8568000000001"
"Office Supplies","Supplies","West","Home Office","(Sum of Profit - Sum of Sales)%","-0.9164048827345419"
"Furniture","Chairs","Central","Consumer","Sum of Sales","42933.37499999999"
"Furniture","Chairs","Central","Consumer","Sum of Profit","2920.9013000000004"
"Furniture","Chairs","Central","Consumer","Sum of Profit - Sum of Sales","-40012.473699999995"
"Furniture","Chairs","Central","Consumer","(Sum of Profit - Sum of Sales)%","-0.9319666506534836"
"Furniture","Chairs","Central","Corporate","Sum of Sales","27989.551999999992"
"Furniture","Chairs","Central","Corporate","Sum of Profit","3206.8836999999976"
"Furniture","Chairs","Central","Corporate","Sum of Profit - Sum of Sales","-24782.668299999994"
"Furniture","Chairs","Central","Corporate","(Sum of Profit - Sum of Sales)%","-0.885425686699094"
"Furniture","Chairs","Central","Home Office","Sum of Sales","14307.719000000003"
"Furniture","Chairs","Central","Home Office","Sum of Profit","464.9370999999995"
"Furniture","Chairs","Central","Home Office","Sum of Profit - Sum of Sales","-13842.781900000004"
"Furniture","Chairs","Central","Home Office","(Sum of Profit - Sum of Sales)%","-0.967504456859965"
"Furniture","Chairs","East","Consumer","Sum of Sales","59645.13300000001"
"Furniture","Chairs","East","Consumer","Sum of Profit","4917.395199999997"
"Furniture","Chairs","East","Consumer","Sum of Profit - Sum of Sales","-54727.73780000001"
"Furniture","Chairs","East","Consumer","(Sum of Profit - Sum of Sales)%","-0.917555801241989"
"Furniture","Chairs","East","Corporate","Sum of Sales","23505.23"
"Furniture","Chairs","East","Corporate","Sum of Profit","2720.5878"
"Furniture","Chairs","East","Corporate","Sum of Profit - Sum of Sales","-20784.6422"
"Furniture","Chairs","East","Corporate","(Sum of Profit - Sum of Sales)%","-0.8842560655649827"
"Furniture","Chairs","East","Home Office","Sum of Sales","13110.32"
"Furniture","Chairs","East","Home Office","Sum of Profit","1719.7875999999994"
"Furniture","Chairs","East","Home Office","Sum of Profit - Sum of Sales","-11390.5324"
"Furniture","Chairs","East","Home Office","(Sum of Profit - Sum of Sales)%","-0.8688218441655124"
"Furniture","Chairs","South","Consumer","Sum of Sales","26804.226"
"Furniture","Chairs","South","Consumer","Sum of Profit","4017.0347"
"Furniture","Chairs","South","Consumer","Sum of Profit - Sum of Sales","-22787.1913"
"Furniture","Chairs","South","Consumer","(Sum of Profit - Sum of Sales)%","-0.8501342773337308"
"Furniture","Chairs","South","Corporate","Sum of Sales","11366.872000000003"
"Furniture","Chairs","South","Corporate","Sum of Profit","1183.9544999999994"
"Furniture","Chairs","South","Corporate","Sum of Profit - Sum of Sales","-10182.917500000003"
"Furniture","Chairs","South","Corporate","(Sum of Profit - Sum of Sales)%","-0.8958416616286345"
"Furniture","Chairs","South","Home Office","Sum of Sales","7005.348"
"Furniture","Chairs","South","Home Office","Sum of Profit","1411.1000999999997"
"Furniture","Chairs","South","Home Office","Sum of Profit - Sum of Sales","-5594.2479"
"Furniture","Chairs","South","Home Office","(Sum of Profit - Sum of Sales)%","-0.7985681653502439"
"Furniture","Chairs","West","Consumer","Sum of Sales","43480.007999999965"
"Furniture","Chairs","West","Consumer","Sum of Profit","1380.0006999999987"
"Furniture","Chairs","West","Consumer","Sum of Profit - Sum of Sales","-42100.00729999997"
"Furniture","Chairs","West","Consumer","(Sum of Profit - Sum of Sales)%","-0.9682612592895568"
"Furniture","Chairs","West","Corporate","Sum of Sales","36279.223999999995"
"Furniture","Chairs","West","Corporate","Sum of Profit","1233.2304999999983"
"Furniture","Chairs","West","Corporate","Sum of Profit - Sum of Sales","-35045.9935"
"Furniture","Chairs","West","Corporate","(Sum of Profit - Sum of Sales)%","-0.9660072525255778"
"Furniture","Chairs","West","Home Office","Sum of Sales","22022.096"
"Furniture","Chairs","West","Home Office","Sum of Profit","1414.3530999999994"
"Furniture","Chairs","West","Home Office","Sum of Profit - Sum of Sales","-20607.7429"
"Furniture","Chairs","West","Home Office","(Sum of Profit - Sum of Sales)%","-0.9357757272513934"
"Furniture","Furnishings","Central","Consumer","Sum of Sales","9499.989999999993"
"Furniture","Furnishings","Central","Consumer","Sum of Profit","-1454.0523999999998"
"Furniture","Furnishings","Central","Consumer","Sum of Profit - Sum of Sales","-10954.042399999993"
"Furniture","Furnishings","Central","Consumer","(Sum of Profit - Sum of Sales)%","-1.1530583084824302"
"Furniture","Furnishings","Central","Corporate","Sum of Sales","3143.956000000001"
"Furniture","Furnishings","Central","Corporate","Sum of Profit","-1209.3583"
"Furniture","Furnishings","Central","Corporate","Sum of Profit - Sum of Sales","-4353.314300000001"
"Furniture","Furnishings","Central","Corporate","(Sum of Profit - Sum of Sales)%","-1.3846613311382219"
"Furniture","Furnishings","Central","Home Office","Sum of Sales","2610.424"
"Furniture","Furnishings","Central","Home Office","Sum of Profit","-1242.8060999999998"
"Furniture","Furnishings","Central","Home Office","Sum of Profit - Sum of Sales","-3853.2300999999998"
