Region,Ship Mode,Segment,Value Column Name,Value
"East","Standard Class","Home Office","(Row ID - Quantity)%","-0.7408354646206309"
"East","Standard Class","Home Office","Sales - Quantity","69909.96500000001"
"East","Standard Class","Home Office","(Sales - Quantity)%","59.59928815004263"
"East","Standard Class","Home Office","Sales - Row ID","70778.96500000001"
"East","Standard Class","Home Office","(Sales - Row ID)%","232.82554276315793"
"East","Standard Class","Home Office","Quantity (Simulation)","1173"
"East","First Class","Consumer","Quantity","968"
"East","First Class","Consumer","Overall Rank of Quantity","8"
"East","First Class","Consumer","Lead/Lag of Quantity","2947"
"East","First Class","Consumer","% Cont. GT of Quantity","0.028861921941620204"
"East","First Class","Consumer","% Cont. of Quantity","0.18103609500654572"
"East","First Class","Consumer","Running Total of Quantity","3915"
"East","First Class","Consumer","Row ID","273"
"East","First Class","Consumer","Sales","57261.95199999999"
"East","First Class","Consumer","Profit","4333.869700000005"
"East","First Class","Consumer","Profit - Quantity","3365.8697000000047"
"East","First Class","Consumer","(Profit - Quantity)%","3.4771381198347155"
"East","First Class","Consumer","Profit - Row ID","4060.8697000000047"
"East","First Class","Consumer","(Profit - Row ID)%","14.874980586080603"
"East","First Class","Consumer","Profit - Sales","-52928.08229999999"
"East","First Class","Consumer","(Profit - Sales)%","-0.9243150198582123"
"East","First Class","Consumer","Row ID - Quantity","-695"
"East","First Class","Consumer","(Row ID - Quantity)%","-0.7179752066115702"
"East","First Class","Consumer","Sales - Quantity","56293.95199999999"
"East","First Class","Consumer","(Sales - Quantity)%","58.15490909090908"
"East","First Class","Consumer","Sales - Row ID","56988.95199999999"
"East","First Class","Consumer","(Sales - Row ID)%","208.75073992673987"
"East","First Class","Consumer","Quantity (Simulation)","968"
"East","First Class","Corporate","Quantity","488"
"East","First Class","Corporate","Overall Rank of Quantity","10"
"East","First Class","Corporate","Lead/Lag of Quantity","2094"
"East","First Class","Corporate","% Cont. GT of Quantity","0.0205707541204738"
"East","First Class","Corporate","% Cont. of Quantity","0.14532459797498512"
"East","First Class","Corporate","Running Total of Quantity","2582"
"East","First Class","Corporate","Row ID","124"
"East","First Class","Corporate","Sales","18880.978000000006"
"East","First Class","Corporate","Profit","2802.207099999998"
"East","First Class","Corporate","Profit - Quantity","2314.207099999998"
"East","First Class","Corporate","(Profit - Quantity)%","4.742227663934422"
"East","First Class","Corporate","Profit - Row ID","2678.207099999998"
"East","First Class","Corporate","(Profit - Row ID)%","21.59844435483869"
"East","First Class","Corporate","Profit - Sales","-16078.770900000009"
"East","First Class","Corporate","(Profit - Sales)%","-0.8515857017576104"
"East","First Class","Corporate","Row ID - Quantity","-364"
"East","First Class","Corporate","(Row ID - Quantity)%","-0.7459016393442623"
"East","First Class","Corporate","Sales - Quantity","18392.978000000006"
"East","First Class","Corporate","(Sales - Quantity)%","37.6905286885246"
"East","First Class","Corporate","Sales - Row ID","18756.978000000006"
"East","First Class","Corporate","(Sales - Row ID)%","151.26595161290328"
"East","First Class","Corporate","Quantity (Simulation)","488"
"East","First Class","Home Office","Quantity","349"
"East","First Class","Home Office","Overall Rank of Quantity","9"
"East","First Class","Home Office","Lead/Lag of Quantity","1173"
"East","First Class","Home Office","% Cont. GT of Quantity","0.01939319848855301"
"East","First Class","Home Office","% Cont. of Quantity","0.18243596445373758"
"East","First Class","Home Office","Running Total of Quantity","1522"
"East","First Class","Home Office","Row ID","93"
"East","First Class","Home Office","Sales","37444.123000000014"
"East","First Class","Home Office","Profit","8595.937299999996"
"East","First Class","Home Office","Profit - Quantity","8246.937299999996"
"East","First Class","Home Office","(Profit - Quantity)%","23.630192836676205"
"East","First Class","Home Office","Profit - Row ID","8502.937299999996"
"East","First Class","Home Office","(Profit - Row ID)%","91.4294333333333"
"East","First Class","Home Office","Profit - Sales","-28848.185700000016"
"East","First Class","Home Office","(Profit - Sales)%","-0.7704329381676266"
"East","First Class","Home Office","Row ID - Quantity","-256"
"East","First Class","Home Office","(Row ID - Quantity)%","-0.7335243553008596"
"East","First Class","Home Office","Sales - Quantity","37095.123000000014"
"East","First Class","Home Office","(Sales - Quantity)%","106.28975071633242"
"East","First Class","Home Office","Sales - Row ID","37351.123000000014"
"East","First Class","Home Office","(Sales - Row ID)%","401.6249784946238"
"East","First Class","Home Office","Quantity (Simulation)","349"
"East","Second Class","Consumer","Quantity","1129"
"East","Second Class","Consumer","Overall Rank of Quantity","7"
"East","Second Class","Consumer","Lead/Lag of Quantity","968"
"East","Second Class","Consumer","% Cont. GT of Quantity","0.033662303586869016"
"East","Second Class","Consumer","% Cont. of Quantity","0.21114643725453525"
"East","Second Class","Consumer","Running Total of Quantity","5044"
"East","Second Class","Consumer","Row ID","293"
"East","Second Class","Consumer","Sales","63171.60600000002"
"East","Second Class","Consumer","Profit","6489.932699999999"
"East","Second Class","Consumer","Profit - Quantity","5360.932699999999"
"East","Second Class","Consumer","(Profit - Quantity)%","4.74839034543844"
"East","Second Class","Consumer","Profit - Row ID","6196.932699999999"
"East","Second Class","Consumer","(Profit - Row ID)%","21.149940955631397"
"East","Second Class","Consumer","Profit - Sales","-56681.673300000024"
"East","Second Class","Consumer","(Profit - Sales)%","-0.8972650354971188"
"East","Second Class","Consumer","Row ID - Quantity","-836"
"East","Second Class","Consumer","(Row ID - Quantity)%","-0.7404782993799823"
"East","Second Class","Consumer","Sales - Quantity","62042.60600000002"
"East","Second Class","Consumer","(Sales - Quantity)%","54.95359255978744"
"East","Second Class","Consumer","Sales - Row ID","62878.60600000002"
"East","Second Class","Consumer","(Sales - Row ID)%","214.60275085324238"
"East","Second Class","Consumer","Quantity (Simulation)","1129"
"East","Second Class","Corporate","Quantity","586"
"East","Second Class","Corporate","Overall Rank of Quantity","8"
"East","Second Class","Corporate","Lead/Lag of Quantity","488"
"East","Second Class","Corporate","% Cont. GT of Quantity","0.024701766218437803"
"East","Second Class","Corporate","% Cont. of Quantity","0.17450863609291248"
"East","Second Class","Corporate","Running Total of Quantity","3168"
"East","Second Class","Corporate","Row ID","155"
"East","Second Class","Corporate","Sales","37387.628000000004"
"East","Second Class","Corporate","Profit","2327.572999999998"
"East","Second Class","Corporate","Profit - Quantity","1741.572999999998"
"East","Second Class","Corporate","(Profit - Quantity)%","2.9719675767918057"
"East","Second Class","Corporate","Profit - Row ID","2172.572999999998"
"East","Second Class","Corporate","(Profit - Row ID)%","14.016599999999988"
"East","Second Class","Corporate","Profit - Sales","-35060.05500000001"
"East","Second Class","Corporate","(Profit - Sales)%","-0.937744833665297"
"East","Second Class","Corporate","Row ID - Quantity","-431"
"East","Second Class","Corporate","(Row ID - Quantity)%","-0.735494880546075"
"East","Second Class","Corporate","Sales - Quantity","36801.628000000004"
"East","Second Class","Corporate","(Sales - Quantity)%","62.801412969283284"
"East","Second Class","Corporate","Sales - Row ID","37232.628000000004"
"East","Second Class","Corporate","(Sales - Row ID)%","240.2105032258065"
"East","Second Class","Corporate","Quantity (Simulation)","586"
"East","Second Class","Home Office","Quantity","311"
"East","Second Class","Home Office","Overall Rank of Quantity","10"
"East","Second Class","Home Office","Lead/Lag of Quantity","349"
"East","Second Class","Home Office","% Cont. GT of Quantity","0.01728161813736386"
"East","Second Class","Home Office","% Cont. of Quantity","0.16257187663355985"
"East","Second Class","Home Office","Running Total of Quantity","1833"
"East","Second Class","Home Office","Row ID","82"
"East","Second Class","Home Office","Sales","15986.289999999995"
"East","Second Class","Home Office","Profit","1969.7850999999996"
"East","Second Class","Home Office","Profit - Quantity","1658.7850999999996"
"East","Second Class","Home Office","(Profit - Quantity)%","5.3337141479099675"
"East","Second Class","Home Office","Profit - Row ID","1887.7850999999996"
"East","Second Class","Home Office","(Profit - Row ID)%","23.02176951219512"
"East","Second Class","Home Office","Profit - Sales","-14016.504899999996"
"East","Second Class","Home Office","(Profit - Sales)%","-0.8767828495542118"
"East","Second Class","Home Office","Row ID - Quantity","-229"
"East","Second Class","Home Office","(Row ID - Quantity)%","-0.7363344051446945"
"East","Second Class","Home Office","Sales - Quantity","15675.289999999995"
"East","Second Class","Home Office","(Sales - Quantity)%","50.40286173633439"
"East","Second Class","Home Office","Sales - Row ID","15904.289999999995"
"East","Second Class","Home Office","(Sales - Row ID)%","193.95475609756093"
"East","Second Class","Home Office","Quantity (Simulation)","311"
"East","Same Day","Consumer","Quantity","303"
"East","Same Day","Consumer","Overall Rank of Quantity","15"
"East","Same Day","Consumer","Lead/Lag of Quantity","1129"
"East","Same Day","Consumer","% Cont. GT of Quantity","0.009034258624288142"
"East","Same Day","Consumer","% Cont. of Quantity","0.05666729006919768"
"East","Same Day","Consumer","Running Total of Quantity","5347"
"East","Same Day","Consumer","Row ID","87"
"East","Same Day","Consumer","Sales","20891.143"
"East","Same Day","Consumer","Profit","4047.728700000004"
"East","Same Day","Consumer","Profit - Quantity","3744.728700000004"
"East","Same Day","Consumer","(Profit - Quantity)%","12.358840594059421"
"East","Same Day","Consumer","Profit - Row ID","3960.728700000004"
"East","Same Day","Consumer","(Profit - Row ID)%","45.52561724137936"
"East","Same Day","Consumer","Profit - Sales","-16843.414299999997"
"East","Same Day","Consumer","(Profit - Sales)%","-0.8062466615637065"
"East","Same Day","Consumer","Row ID - Quantity","-216"
"East","Same Day","Consumer","(Row ID - Quantity)%","-0.7128712871287128"
"East","Same Day","Consumer","Sales - Quantity","20588.143"
"East","Same Day","Consumer","(Sales - Quantity)%","67.94766666666666"
"East","Same Day","Consumer","Sales - Row ID","20804.143"
"East","Same Day","Consumer","(Sales - Row ID)%","239.1280804597701"
"East","Same Day","Consumer","Quantity (Simulation)","303"
"East","Same Day","Corporate","Quantity","190"
"East","Same Day","Corporate","Overall Rank of Quantity","14"
"East","Same Day","Corporate","Lead/Lag of Quantity","586"
"East","Same Day","Corporate","% Cont. GT of Quantity","0.00800910508788939"
"East","Same Day","Corporate","% Cont. of Quantity","0.05658129839189994"
"East","Same Day","Corporate","Running Total of Quantity","3358"
"East","Same Day","Corporate","Row ID","45"
"East","Same Day","Corporate","Sales","19485.341"
"East","Same Day","Corporate","Profit","3517.8922"
"East","Same Day","Corporate","Profit - Quantity","3327.8922"
"East","Same Day","Corporate","(Profit - Quantity)%","17.515222105263156"
"East","Same Day","Corporate","Profit - Row ID","3472.8922"
"East","Same Day","Corporate","(Profit - Row ID)%","77.17538222222221"
"East","Same Day","Corporate","Profit - Sales","-15967.4488"
"East","Same Day","Corporate","(Profit - Sales)%","-0.8194595516701504"
"East","Same Day","Corporate","Row ID - Quantity","-145"
"East","Same Day","Corporate","(Row ID - Quantity)%","-0.7631578947368421"
"East","Same Day","Corporate","Sales - Quantity","19295.341"
"East","Same Day","Corporate","(Sales - Quantity)%","101.55442631578948"
"East","Same Day","Corporate","Sales - Row ID","19440.341"
"East","Same Day","Corporate","(Sales - Row ID)%","432.0075777777778"
"East","Same Day","Corporate","Quantity (Simulation)","190"
"East","Same Day","Home Office","Quantity","80"
"East","Same Day","Home Office","Overall Rank of Quantity","15"
"East","Same Day","Home Office","Lead/Lag of Quantity","311"
"East","Same Day","Home Office","% Cont. GT of Quantity","0.004445432318292954"
"East","Same Day","Home Office","% Cont. of Quantity","0.04181913225300575"
"East","Same Day","Home Office","Running Total of Quantity","1913"
"East","Same Day","Home Office","Row ID","23"
"East","Same Day","Home Office","Sales","2950.348000000001"
"East","Same Day","Home Office","Profit","414.64609999999965"
"East","Same Day","Home Office","Profit - Quantity","334.64609999999965"
"East","Same Day","Home Office","(Profit - Quantity)%","4.183076249999996"
"East","Same Day","Home Office","Profit - Row ID","391.64609999999965"
"East","Same Day","Home Office","(Profit - Row ID)%","17.02809130434781"
"East","Same Day","Home Office","Profit - Sales","-2535.7019000000014"
"East","Same Day","Home Office","(Profit - Sales)%","-0.8594585791235477"
"East","Same Day","Home Office","Row ID - Quantity","-57"
"East","Same Day","Home Office","(Row ID - Quantity)%","-0.7125"
"East","Same Day","Home Office","Sales - Quantity","2870.348000000001"
"East","Same Day","Home Office","(Sales - Quantity)%","35.87935000000001"
"East","Same Day","Home Office","Sales - Row ID","2927.348000000001"
"East","Same Day","Home Office","(Sales - Row ID)%","127.27600000000004"
"East","Same Day","Home Office","Quantity (Simulation)","80"
"South","Standard Class","Consumer","Quantity","1909"
"South","Standard Class","Consumer","Overall Rank of Quantity","5"
"South","Standard Class","Consumer","Lead/Lag of Quantity",
"South","Standard Class","Consumer","% Cont. GT of Quantity","0.05691881093652165"
"South","Standard Class","Consumer","% Cont. of Quantity","0.6006922592825676"
"South","Standard Class","Consumer","Running Total of Quantity","1909"
"South","Standard Class","Consumer","Row ID","499"
"South","Standard Class","Consumer","Sales","116922.13449999987"
"South","Standard Class","Consumer","Profit","16213.08130000002"
"South","Standard Class","Consumer","Profit - Quantity","14304.08130000002"
"South","Standard Class","Consumer","(Profit - Quantity)%","7.492970822420125"
"South","Standard Class","Consumer","Profit - Row ID","15714.08130000002"
"South","Standard Class","Consumer","(Profit - Row ID)%","31.491144889779598"
"South","Standard Class","Consumer","Profit - Sales","-100709.05319999985"
"South","Standard Class","Consumer","(Profit - Sales)%","-0.8613343712092424"
"South","Standard Class","Consumer","Row ID - Quantity","-1410"
"South","Standard Class","Consumer","(Row ID - Quantity)%","-0.7386066003143007"
"South","Standard Class","Consumer","Sales - Quantity","115013.13449999987"
"South","Standard Class","Consumer","(Sales - Quantity)%","60.2478441592456"
"South","Standard Class","Consumer","Sales - Row ID","116423.13449999987"
"South","Standard Class","Consumer","(Sales - Row ID)%","233.3128947895789"
"South","Standard Class","Consumer","Quantity (Simulation)","1909"
"South","Standard Class","Corporate","Quantity","1193"
"South","Standard Class","Corporate","Overall Rank of Quantity","5"
"South","Standard Class","Corporate","Lead/Lag of Quantity",
"South","Standard Class","Corporate","% Cont. GT of Quantity","0.05028874931501075"
"South","Standard Class","Corporate","% Cont. of Quantity","0.591765873015873"
"South","Standard Class","Corporate","Running Total of Quantity","1193"
"South","Standard Class","Corporate","Row ID","295"
"South","Standard Class","Corporate","Sales","55942.78649999993"
"South","Standard Class","Corporate","Profit","8737.994700000008"
"South","Standard Class","Corporate","Profit - Quantity","7544.994700000008"
"South","Standard Class","Corporate","(Profit - Quantity)%","6.324387845766981"
"South","Standard Class","Corporate","Profit - Row ID","8442.994700000008"
"South","Standard Class","Corporate","(Profit - Row ID)%","28.620321016949177"
"South","Standard Class","Corporate","Profit - Sales","-47204.79179999992"
"South","Standard Class","Corporate","(Profit - Sales)%","-0.8438048004634159"
"South","Standard Class","Corporate","Row ID - Quantity","-898"
"South","Standard Class","Corporate","(Row ID - Quantity)%","-0.7527242246437552"
"South","Standard Class","Corporate","Sales - Quantity","54749.78649999993"
"South","Standard Class","Corporate","(Sales - Quantity)%","45.892528499580834"
"South","Standard Class","Corporate","Sales - Row ID","55647.78649999993"
"South","Standard Class","Corporate","(Sales - Row ID)%","188.63656440677943"
"South","Standard Class","Corporate","Quantity (Simulation)","1193"
"South","Standard Class","Home Office","Quantity","659"
"South","Standard Class","Home Office","Overall Rank of Quantity","5"
"South","Standard Class","Home Office","Lead/Lag of Quantity",
"South","Standard Class","Home Office","% Cont. GT of Quantity","0.03661924872193821"
"South","Standard Class","Home Office","% Cont. of Quantity","0.6492610837438424"
"South","Standard Class","Home Office","Running Total of Quantity","659"
"South","Standard Class","Home Office","Row ID","180"
"South","Standard Class","Home Office","Sales","54748.63249999998"
"South","Standard Class","Home Office","Profit","2001.1569999999938"
"South","Standard Class","Home Office","Profit - Quantity","1342.1569999999938"
"South","Standard Class","Home Office","(Profit - Quantity)%","2.036657056145666"
"South","Standard Class","Home Office","Profit - Row ID","1821.1569999999938"
"South","Standard Class","Home Office","(Profit - Row ID)%","10.117538888888854"
"South","Standard Class","Home Office","Profit - Sales","-52747.475499999986"
"South","Standard Class","Home Office","(Profit - Sales)%","-0.9634482742559827"
"South","Standard Class","Home Office","Row ID - Quantity","-479"
"South","Standard Class","Home Office","(Row ID - Quantity)%","-0.7268588770864945"
"South","Standard Class","Home Office","Sales - Quantity","54089.63249999998"
"South","Standard Class","Home Office","(Sales - Quantity)%","82.07834977238237"
"South","Standard Class","Home Office","Sales - Row ID","54568.63249999998"
"South","Standard Class","Home Office","(Sales - Row ID)%","303.1590694444443"
"South","Standard Class","Home Office","Quantity (Simulation)","659"
"South","Second Class","Consumer","Quantity","669"
"South","Second Class","Consumer","Overall Rank of Quantity","11"
"South","Second Class","Consumer","Lead/Lag of Quantity","1909"
"South","Second Class","Consumer","% Cont. GT of Quantity","0.01994692745758669"
"South","Second Class","Consumer","% Cont. of Quantity","0.210509754562618"
"South","Second Class","Consumer","Running Total of Quantity","2578"
"South","Second Class","Consumer","Row ID","178"
"South","Second Class","Consumer","Sales","49724.254499999945"
"South","Second Class","Consumer","Profit","5929.812400000002"
"South","Second Class","Consumer","Profit - Quantity","5260.812400000002"
"South","Second Class","Consumer","(Profit - Quantity)%","7.8636956651719006"
"South","Second Class","Consumer","Profit - Row ID","5751.812400000002"
"South","Second Class","Consumer","(Profit - Row ID)%","32.313552808988774"
"South","Second Class","Consumer","Profit - Sales","-43794.44209999994"
"South","Second Class","Consumer","(Profit - Sales)%","-0.880746077349435"
"South","Second Class","Consumer","Row ID - Quantity","-491"
"South","Second Class","Consumer","(Row ID - Quantity)%","-0.7339312406576981"
"South","Second Class","Consumer","Sales - Quantity","49055.254499999945"
"South","Second Class","Consumer","(Sales - Quantity)%","73.32623991031382"
"South","Second Class","Consumer","Sales - Row ID","49546.254499999945"
"South","Second Class","Consumer","(Sales - Row ID)%","278.34974438202215"
"South","Second Class","Consumer","Quantity (Simulation)","669"
"South","Second Class","Corporate","Quantity","467"
"South","Second Class","Corporate","Overall Rank of Quantity","11"
"South","Second Class","Corporate","Lead/Lag of Quantity","1193"
"South","Second Class","Corporate","% Cont. GT of Quantity","0.01968553724233866"
"South","Second Class","Corporate","% Cont. of Quantity","0.2316468253968254"
"South","Second Class","Corporate","Running Total of Quantity","1660"
"South","Second Class","Corporate","Row ID","110"
"South","Second Class","Corporate","Sales","35243.231"
"South","Second Class","Corporate","Profit","6705.038799999998"
"South","Second Class","Corporate","Profit - Quantity","6238.038799999998"
"South","Second Class","Corporate","(Profit - Quantity)%","13.35768479657387"
"South","Second Class","Corporate","Profit - Row ID","6595.038799999998"
"South","Second Class","Corporate","(Profit - Row ID)%","59.95489818181816"
"South","Second Class","Corporate","Profit - Sales","-28538.1922"
"South","Second Class","Corporate","(Profit - Sales)%","-0.8097495998593319"
"South","Second Class","Corporate","Row ID - Quantity","-357"
"South","Second Class","Corporate","(Row ID - Quantity)%","-0.7644539614561028"
"South","Second Class","Corporate","Sales - Quantity","34776.231"
"South","Second Class","Corporate","(Sales - Quantity)%","74.46730406852248"
"South","Second Class","Corporate","Sales - Row ID","35133.231"
"South","Second Class","Corporate","(Sales - Row ID)%","319.39300909090906"
"South","Second Class","Corporate","Quantity (Simulation)","467"
"South","Second Class","Home Office","Quantity","158"
"South","Second Class","Home Office","Overall Rank of Quantity","12"
"South","Second Class","Home Office","Lead/Lag of Quantity","659"
"South","Second Class","Home Office","% Cont. GT of Quantity","0.008779728828628585"
"South","Second Class","Home Office","% Cont. of Quantity","0.15566502463054188"
"South","Second Class","Home Office","Running Total of Quantity","817"
"South","Second Class","Home Office","Row ID","41"
"South","Second Class","Home Office","Sales","8791.127"
"South","Second Class","Home Office","Profit","2032.2957000000001"
"South","Second Class","Home Office","Profit - Quantity","1874.2957000000001"
"South","Second Class","Home Office","(Profit - Quantity)%","11.862631012658229"
"South","Second Class","Home Office","Profit - Row ID","1991.2957000000001"
"South","Second Class","Home Office","(Profit - Row ID)%","48.56818780487805"
"South","Second Class","Home Office","Profit - Sales","-6758.8313"
"South","Second Class","Home Office","(Profit - Sales)%","-0.7688242133232747"
"South","Second Class","Home Office","Row ID - Quantity","-117"
"South","Second Class","Home Office","(Row ID - Quantity)%","-0.740506329113924"
"South","Second Class","Home Office","Sales - Quantity","8633.127"
"South","Second Class","Home Office","(Sales - Quantity)%","54.640044303797474"
"South","Second Class","Home Office","Sales - Row ID","8750.127"
"South","Second Class","Home Office","(Sales - Row ID)%","213.41773170731707"
"South","Second Class","Home Office","Quantity (Simulation)","158"
"South","First Class","Consumer","Quantity","407"
"South","First Class","Consumer","Overall Rank of Quantity","13"
"South","First Class","Consumer","Lead/Lag of Quantity","669"
"South","First Class","Consumer","% Cont. GT of Quantity","0.012135126270908493"
"South","First Class","Consumer","% Cont. of Quantity","0.12806796727501574"
"South","First Class","Consumer","Running Total of Quantity","2985"
"South","First Class","Consumer","Row ID","112"
"South","First Class","Consumer","Sales","20802.172999999984"
"South","First Class","Consumer","Profit","3875.9891000000034"
"South","First Class","Consumer","Profit - Quantity","3468.9891000000034"
"South","First Class","Consumer","(Profit - Quantity)%","8.523314742014751"
"South","First Class","Consumer","Profit - Row ID","3763.9891000000034"
"South","First Class","Consumer","(Profit - Row ID)%","33.60704553571431"
"South","First Class","Consumer","Profit - Sales","-16926.18389999998"
"South","First Class","Consumer","(Profit - Sales)%","-0.8136738359016625"
"South","First Class","Consumer","Row ID - Quantity","-295"
"South","First Class","Consumer","(Row ID - Quantity)%","-0.7248157248157249"
"South","First Class","Consumer","Sales - Quantity","20395.172999999984"
"South","First Class","Consumer","(Sales - Quantity)%","50.11099017199013"
"South","First Class","Consumer","Sales - Row ID","20690.172999999984"
"South","First Class","Consumer","(Sales - Row ID)%","184.73368749999986"
"South","First Class","Consumer","Quantity (Simulation)","407"
"South","First Class","Corporate","Quantity","303"
"South","First Class","Corporate","Overall Rank of Quantity","13"
"South","First Class","Corporate","Lead/Lag of Quantity","467"
"South","First Class","Corporate","% Cont. GT of Quantity","0.012772414955949923"
"South","First Class","Corporate","% Cont. of Quantity","0.15029761904761904"
"South","First Class","Corporate","Running Total of Quantity","1963"
"South","First Class","Corporate","Row ID","90"
"South","First Class","Corporate","Sales","20792.607000000004"
"South","First Class","Corporate","Profit","3401.4025000000015"
"South","First Class","Corporate","Profit - Quantity","3098.4025000000015"
"South","First Class","Corporate","(Profit - Quantity)%","10.225750825082514"
"South","First Class","Corporate","Profit - Row ID","3311.4025000000015"
"South","First Class","Corporate","(Profit - Row ID)%","36.793361111111125"
"South","First Class","Corporate","Profit - Sales","-17391.204500000003"
"South","First Class","Corporate","(Profit - Sales)%","-0.8364128894467154"
"South","First Class","Corporate","Row ID - Quantity","-213"
"South","First Class","Corporate","(Row ID - Quantity)%","-0.7029702970297029"
"South","First Class","Corporate","Sales - Quantity","20489.607000000004"
"South","First Class","Corporate","(Sales - Quantity)%","67.62246534653467"
"South","First Class","Corporate","Sales - Row ID","20702.607000000004"
"South","First Class","Corporate","(Sales - Row ID)%","230.02896666666672"
"South","First Class","Corporate","Quantity (Simulation)","303"
"South","First Class","Home Office","Quantity","120"
"South","First Class","Home Office","Overall Rank of Quantity","14"
"South","First Class","Home Office","Lead/Lag of Quantity","158"
"South","First Class","Home Office","% Cont. GT of Quantity","0.006668148477439431"
"South","First Class","Home Office","% Cont. of Quantity","0.11822660098522167"
"South","First Class","Home Office","Running Total of Quantity","937"
"South","First Class","Home Office","Row ID","32"
"South","First Class","Home Office","Sales","7737.786"
"South","First Class","Home Office","Profit","-385.00619999999975"
"South","First Class","Home Office","Profit - Quantity","-505.00619999999975"
"South","First Class","Home Office","(Profit - Quantity)%","-4.208384999999998"
"South","First Class","Home Office","Profit - Row ID","-417.00619999999975"
"South","First Class","Home Office","(Profit - Row ID)%","-13.031443749999992"
"South","First Class","Home Office","Profit - Sales","-8122.7922"
"South","First Class","Home Office","(Profit - Sales)%","-1.0497566358128798"
"South","First Class","Home Office","Row ID - Quantity","-88"
"South","First Class","Home Office","(Row ID - Quantity)%","-0.7333333333333333"
"South","First Class","Home Office","Sales - Quantity","7617.786"
"South","First Class","Home Office","(Sales - Quantity)%","63.48155"
"South","First Class","Home Office","Sales - Row ID","7705.786"
"South","First Class","Home Office","(Sales - Row ID)%","240.8058125"
"South","First Class","Home Office","Quantity (Simulation)","120"
"South","Same Day","Consumer","Quantity","193"
"South","Same Day","Consumer","Overall Rank of Quantity","17"
"South","Same Day","Consumer","Lead/Lag of Quantity","407"
"South","Same Day","Consumer","% Cont. GT of Quantity","0.0057544947672858475"
"South","Same Day","Consumer","% Cont. of Quantity","0.060730018879798606"
"South","Same Day","Consumer","Running Total of Quantity","3178"
"South","Same Day","Consumer","Row ID","49"
"South","Same Day","Consumer","Sales","8132.409000000001"
"South","Same Day","Consumer","Profit","894.6899999999996"
"South","Same Day","Consumer","Profit - Quantity","701.6899999999996"
"South","Same Day","Consumer","(Profit - Quantity)%","3.6356994818652826"
"South","Same Day","Consumer","Profit - Row ID","845.6899999999996"
"South","Same Day","Consumer","(Profit - Row ID)%","17.258979591836727"
"South","Same Day","Consumer","Profit - Sales","-7237.719000000001"
"South","Same Day","Consumer","(Profit - Sales)%","-0.8899846281710623"
"South","Same Day","Consumer","Row ID - Quantity","-144"
"South","Same Day","Consumer","(Row ID - Quantity)%","-0.7461139896373057"
"South","Same Day","Consumer","Sales - Quantity","7939.409000000001"
"South","Same Day","Consumer","(Sales - Quantity)%","41.13683419689119"
"South","Same Day","Consumer","Sales - Row ID","8083.409000000001"
"South","Same Day","Consumer","(Sales - Row ID)%","164.96753061224487"
"South","Same Day","Consumer","Quantity (Simulation)","193"
"South","Same Day","Corporate","Quantity","53"
"South","Same Day","Corporate","Overall Rank of Quantity","16"
"South","Same Day","Corporate","Lead/Lag of Quantity","303"
"South","Same Day","Corporate","% Cont. GT of Quantity","0.002234118787674409"
"South","Same Day","Corporate","% Cont. of Quantity","0.02628968253968254"
"South","Same Day","Corporate","Running Total of Quantity","2016"
"South","Same Day","Corporate","Row ID","15"
"South","Same Day","Corporate","Sales","9907.307999999999"
"South","Same Day","Corporate","Profit","-3629.212799999999"
"South","Same Day","Corporate","Profit - Quantity","-3682.212799999999"
"South","Same Day","Corporate","(Profit - Quantity)%","-69.47571320754714"
"South","Same Day","Corporate","Profit - Row ID","-3644.212799999999"
"South","Same Day","Corporate","(Profit - Row ID)%","-242.94751999999988"
"South","Same Day","Corporate","Profit - Sales","-13536.520799999998"
"South","Same Day","Corporate","(Profit - Sales)%","-1.3663167431556584"
"South","Same Day","Corporate","Row ID - Quantity","-38"
"South","Same Day","Corporate","(Row ID - Quantity)%","-0.7169811320754716"
"South","Same Day","Corporate","Sales - Quantity","9854.307999999999"
"South","Same Day","Corporate","(Sales - Quantity)%","185.93033962264153"
"South","Same Day","Corporate","Sales - Row ID","9892.307999999999"
"South","Same Day","Corporate","(Sales - Row ID)%","659.4871999999999"
"South","Same Day","Corporate","Quantity (Simulation)","53"
"South","Same Day","Home Office","Quantity","78"
"South","Same Day","Home Office","Overall Rank of Quantity","16"
"South","Same Day","Home Office","Lead/Lag of Quantity","120"
"South","Same Day","Home Office","% Cont. GT of Quantity","0.00433429651033563"
"South","Same Day","Home Office","% Cont. of Quantity","0.07684729064039408"
"South","Same Day","Home Office","Running Total of Quantity","1015"
"South","Same Day","Home Office","Row ID","19"
"South","Same Day","Home Office","Sales","2977.4559999999997"
"South","Same Day","Home Office","Profit","972.1878"
"South","Same Day","Home Office","Profit - Quantity","894.1878"
"South","Same Day","Home Office","(Profit - Quantity)%","11.463946153846155"
"South","Same Day","Home Office","Profit - Row ID","953.1878"
"South","Same Day","Home Office","(Profit - Row ID)%","50.167778947368426"
"South","Same Day","Home Office","Profit - Sales","-2005.2681999999995"
"South","Same Day","Home Office","(Profit - Sales)%","-0.6734837391383784"
"South","Same Day","Home Office","Row ID - Quantity","-59"
"South","Same Day","Home Office","(Row ID - Quantity)%","-0.7564102564102564"
"South","Same Day","Home Office","Sales - Quantity","2899.4559999999997"
"South","Same Day","Home Office","(Sales - Quantity)%","37.172512820512814"
