Superstore 2023.Ship Date	Dates.Year	Dates.Quarter	Dates.Month	Sum(Superstore 2023.Profit)
Monday, February 19, 2018	2020	Q 4	October	
Wednesday, February 21, 2018	2020	Q 4	October	
Saturday, February 24, 2018	2020	Q 4	October	
Sunday, February 25, 2018	2020	Q 4	October	
Monday, February 26, 2018	2020	Q 4	October	
Tuesday, February 27, 2018	2020	Q 4	October	
Friday, March 02, 2018	2020	Q 4	October	
Saturday, March 03, 2018	2020	Q 4	October	
Sunday, March 04, 2018	2020	Q 4	October	
Monday, March 05, 2018	2020	Q 4	October	
Tuesday, March 06, 2018	2020	Q 4	October	
Wednesday, March 07, 2018	2020	Q 4	October	
Thursday, March 08, 2018	2020	Q 4	October	
Friday, March 09, 2018	2020	Q 4	October	
Sunday, March 11, 2018	2020	Q 4	October	
Monday, March 12, 2018	2020	Q 4	October	
Tuesday, March 13, 2018	2020	Q 4	October	
Wednesday, March 14, 2018	2020	Q 4	October	
Thursday, March 15, 2018	2020	Q 4	October	
Friday, March 16, 2018	2020	Q 4	October	
Saturday, March 17, 2018	2020	Q 4	October	
Sunday, March 18, 2018	2020	Q 4	October	
Monday, March 19, 2018	2020	Q 4	October	
Tuesday, March 20, 2018	2020	Q 4	October	
Wednesday, March 21, 2018	2020	Q 4	October	
Thursday, March 22, 2018	2020	Q 4	October	
Friday, March 23, 2018	2020	Q 4	October	
Saturday, March 24, 2018	2020	Q 4	October	
Sunday, March 25, 2018	2020	Q 4	October	
Monday, March 26, 2018	2020	Q 4	October	
Wednesday, March 28, 2018	2020	Q 4	October	
Sunday, January 07, 2018	2020	Q 4	November	
Monday, January 08, 2018	2020	Q 4	November	
Wednesday, January 10, 2018	2020	Q 4	November	
Friday, January 12, 2018	2020	Q 4	November	
Saturday, January 13, 2018	2020	Q 4	November	
Sunday, January 14, 2018	2020	Q 4	November	
Monday, January 15, 2018	2020	Q 4	November	
Tuesday, January 16, 2018	2020	Q 4	November	
Wednesday, January 17, 2018	2020	Q 4	November	
Thursday, January 18, 2018	2020	Q 4	November	
Saturday, January 20, 2018	2020	Q 4	November	
Sunday, January 21, 2018	2020	Q 4	November	
Tuesday, January 23, 2018	2020	Q 4	November	
Thursday, January 25, 2018	2020	Q 4	November	
Friday, January 26, 2018	2020	Q 4	November	
Saturday, January 27, 2018	2020	Q 4	November	
Sunday, January 28, 2018	2020	Q 4	November	
Monday, January 29, 2018	2020	Q 4	November	
Wednesday, January 31, 2018	2020	Q 4	November	
Friday, February 02, 2018	2020	Q 4	November	
Saturday, February 03, 2018	2020	Q 4	November	
Sunday, February 04, 2018	2020	Q 4	November	
Tuesday, February 06, 2018	2020	Q 4	November	
Thursday, February 08, 2018	2020	Q 4	November	
Friday, February 09, 2018	2020	Q 4	November	
Saturday, February 10, 2018	2020	Q 4	November	
Monday, February 12, 2018	2020	Q 4	November	
Thursday, February 15, 2018	2020	Q 4	November	
Sunday, February 18, 2018	2020	Q 4	November	
Monday, February 19, 2018	2020	Q 4	November	
Wednesday, February 21, 2018	2020	Q 4	November	
Saturday, February 24, 2018	2020	Q 4	November	
Sunday, February 25, 2018	2020	Q 4	November	
Monday, February 26, 2018	2020	Q 4	November	
Tuesday, February 27, 2018	2020	Q 4	November	
Friday, March 02, 2018	2020	Q 4	November	
Saturday, March 03, 2018	2020	Q 4	November	
Sunday, March 04, 2018	2020	Q 4	November	
Monday, March 05, 2018	2020	Q 4	November	
Tuesday, March 06, 2018	2020	Q 4	November	
Wednesday, March 07, 2018	2020	Q 4	November	
Thursday, March 08, 2018	2020	Q 4	November	
Friday, March 09, 2018	2020	Q 4	November	
Sunday, March 11, 2018	2020	Q 4	November	
Monday, March 12, 2018	2020	Q 4	November	
Tuesday, March 13, 2018	2020	Q 4	November	
Wednesday, March 14, 2018	2020	Q 4	November	
Thursday, March 15, 2018	2020	Q 4	November	
Friday, March 16, 2018	2020	Q 4	November	
Saturday, March 17, 2018	2020	Q 4	November	
Sunday, March 18, 2018	2020	Q 4	November	
Monday, March 19, 2018	2020	Q 4	November	
Tuesday, March 20, 2018	2020	Q 4	November	
Wednesday, March 21, 2018	2020	Q 4	November	
Thursday, March 22, 2018	2020	Q 4	November	
Friday, March 23, 2018	2020	Q 4	November	
Saturday, March 24, 2018	2020	Q 4	November	
Sunday, March 25, 2018	2020	Q 4	November	
Monday, March 26, 2018	2020	Q 4	November	
Wednesday, March 28, 2018	2020	Q 4	November	
Sunday, January 07, 2018	2020	Q 4	December	
Monday, January 08, 2018	2020	Q 4	December	
Wednesday, January 10, 2018	2020	Q 4	December	
Friday, January 12, 2018	2020	Q 4	December	
Saturday, January 13, 2018	2020	Q 4	December	
Sunday, January 14, 2018	2020	Q 4	December	
Monday, January 15, 2018	2020	Q 4	December	
Tuesday, January 16, 2018	2020	Q 4	December	
Wednesday, January 17, 2018	2020	Q 4	December	
Thursday, January 18, 2018	2020	Q 4	December	
Saturday, January 20, 2018	2020	Q 4	December	
Sunday, January 21, 2018	2020	Q 4	December	
Tuesday, January 23, 2018	2020	Q 4	December	
Thursday, January 25, 2018	2020	Q 4	December	
Friday, January 26, 2018	2020	Q 4	December	
Saturday, January 27, 2018	2020	Q 4	December	
Sunday, January 28, 2018	2020	Q 4	December	
Monday, January 29, 2018	2020	Q 4	December	
Wednesday, January 31, 2018	2020	Q 4	December	
Friday, February 02, 2018	2020	Q 4	December	
Saturday, February 03, 2018	2020	Q 4	December	
Sunday, February 04, 2018	2020	Q 4	December	
Tuesday, February 06, 2018	2020	Q 4	December	
Thursday, February 08, 2018	2020	Q 4	December	
Friday, February 09, 2018	2020	Q 4	December	
Saturday, February 10, 2018	2020	Q 4	December	
Monday, February 12, 2018	2020	Q 4	December	
Thursday, February 15, 2018	2020	Q 4	December	
Sunday, February 18, 2018	2020	Q 4	December	
Monday, February 19, 2018	2020	Q 4	December	
Wednesday, February 21, 2018	2020	Q 4	December	
Saturday, February 24, 2018	2020	Q 4	December	
Sunday, February 25, 2018	2020	Q 4	December	
Monday, February 26, 2018	2020	Q 4	December	
Tuesday, February 27, 2018	2020	Q 4	December	
Friday, March 02, 2018	2020	Q 4	December	
Saturday, March 03, 2018	2020	Q 4	December	
Sunday, March 04, 2018	2020	Q 4	December	
Monday, March 05, 2018	2020	Q 4	December	
Tuesday, March 06, 2018	2020	Q 4	December	
Wednesday, March 07, 2018	2020	Q 4	December	
Thursday, March 08, 2018	2020	Q 4	December	
Friday, March 09, 2018	2020	Q 4	December	
Sunday, March 11, 2018	2020	Q 4	December	
Monday, March 12, 2018	2020	Q 4	December	
Tuesday, March 13, 2018	2020	Q 4	December	
Wednesday, March 14, 2018	2020	Q 4	December	
Thursday, March 15, 2018	2020	Q 4	December	
Friday, March 16, 2018	2020	Q 4	December	
Saturday, March 17, 2018	2020	Q 4	December	
Sunday, March 18, 2018	2020	Q 4	December	
Monday, March 19, 2018	2020	Q 4	December	
Tuesday, March 20, 2018	2020	Q 4	December	
Wednesday, March 21, 2018	2020	Q 4	December	
Thursday, March 22, 2018	2020	Q 4	December	
Friday, March 23, 2018	2020	Q 4	December	
Saturday, March 24, 2018	2020	Q 4	December	
Sunday, March 25, 2018	2020	Q 4	December	
Monday, March 26, 2018	2020	Q 4	December	
Wednesday, March 28, 2018	2020	Q 4	December	
Sunday, January 07, 2018	2021	Q 1	January	
Monday, January 08, 2018	2021	Q 1	January	
Wednesday, January 10, 2018	2021	Q 1	January	
Friday, January 12, 2018	2021	Q 1	January	
Saturday, January 13, 2018	2021	Q 1	January	
Sunday, January 14, 2018	2021	Q 1	January	
Monday, January 15, 2018	2021	Q 1	January	
Tuesday, January 16, 2018	2021	Q 1	January	
Wednesday, January 17, 2018	2021	Q 1	January	
Thursday, January 18, 2018	2021	Q 1	January	
Saturday, January 20, 2018	2021	Q 1	January	
Sunday, January 21, 2018	2021	Q 1	January	
Tuesday, January 23, 2018	2021	Q 1	January	
Thursday, January 25, 2018	2021	Q 1	January	
Friday, January 26, 2018	2021	Q 1	January	
Saturday, January 27, 2018	2021	Q 1	January	
Sunday, January 28, 2018	2021	Q 1	January	
Monday, January 29, 2018	2021	Q 1	January	
Wednesday, January 31, 2018	2021	Q 1	January	
Friday, February 02, 2018	2021	Q 1	January	
Saturday, February 03, 2018	2021	Q 1	January	
Sunday, February 04, 2018	2021	Q 1	January	
Tuesday, February 06, 2018	2021	Q 1	January	
Thursday, February 08, 2018	2021	Q 1	January	
Friday, February 09, 2018	2021	Q 1	January	
Saturday, February 10, 2018	2021	Q 1	January	
Monday, February 12, 2018	2021	Q 1	January	
Thursday, February 15, 2018	2021	Q 1	January	
Sunday, February 18, 2018	2021	Q 1	January	
Monday, February 19, 2018	2021	Q 1	January	
Wednesday, February 21, 2018	2021	Q 1	January	
Saturday, February 24, 2018	2021	Q 1	January	
Sunday, February 25, 2018	2021	Q 1	January	
Monday, February 26, 2018	2021	Q 1	January	
Tuesday, February 27, 2018	2021	Q 1	January	
Friday, March 02, 2018	2021	Q 1	January	
Saturday, March 03, 2018	2021	Q 1	January	
Sunday, March 04, 2018	2021	Q 1	January	
Monday, March 05, 2018	2021	Q 1	January	
Tuesday, March 06, 2018	2021	Q 1	January	
Wednesday, March 07, 2018	2021	Q 1	January	
Thursday, March 08, 2018	2021	Q 1	January	
Friday, March 09, 2018	2021	Q 1	January	
Sunday, March 11, 2018	2021	Q 1	January	
Monday, March 12, 2018	2021	Q 1	January	
Tuesday, March 13, 2018	2021	Q 1	January	
Wednesday, March 14, 2018	2021	Q 1	January	
Thursday, March 15, 2018	2021	Q 1	January	
Friday, March 16, 2018	2021	Q 1	January	
Saturday, March 17, 2018	2021	Q 1	January	
Sunday, March 18, 2018	2021	Q 1	January	
Monday, March 19, 2018	2021	Q 1	January	
Tuesday, March 20, 2018	2021	Q 1	January	
Wednesday, March 21, 2018	2021	Q 1	January	
Thursday, March 22, 2018	2021	Q 1	January	
Friday, March 23, 2018	2021	Q 1	January	
Saturday, March 24, 2018	2021	Q 1	January	
Sunday, March 25, 2018	2021	Q 1	January	
Monday, March 26, 2018	2021	Q 1	January	
Wednesday, March 28, 2018	2021	Q 1	January	
Sunday, January 07, 2018	2021	Q 1	February	
Monday, January 08, 2018	2021	Q 1	February	
Wednesday, January 10, 2018	2021	Q 1	February	
Friday, January 12, 2018	2021	Q 1	February	
Saturday, January 13, 2018	2021	Q 1	February	
Sunday, January 14, 2018	2021	Q 1	February	
Monday, January 15, 2018	2021	Q 1	February	
Tuesday, January 16, 2018	2021	Q 1	February	
Wednesday, January 17, 2018	2021	Q 1	February	
Thursday, January 18, 2018	2021	Q 1	February	
Saturday, January 20, 2018	2021	Q 1	February	
Sunday, January 21, 2018	2021	Q 1	February	
Tuesday, January 23, 2018	2021	Q 1	February	
Thursday, January 25, 2018	2021	Q 1	February	
Friday, January 26, 2018	2021	Q 1	February	
Saturday, January 27, 2018	2021	Q 1	February	
Sunday, January 28, 2018	2021	Q 1	February	
Monday, January 29, 2018	2021	Q 1	February	
Wednesday, January 31, 2018	2021	Q 1	February	
Friday, February 02, 2018	2021	Q 1	February	
Saturday, February 03, 2018	2021	Q 1	February	
Sunday, February 04, 2018	2021	Q 1	February	
Tuesday, February 06, 2018	2021	Q 1	February	
Thursday, February 08, 2018	2021	Q 1	February	
Friday, February 09, 2018	2021	Q 1	February	
Saturday, February 10, 2018	2021	Q 1	February	
Monday, February 12, 2018	2021	Q 1	February	
Thursday, February 15, 2018	2021	Q 1	February	
Sunday, February 18, 2018	2021	Q 1	February	
Monday, February 19, 2018	2021	Q 1	February	
Wednesday, February 21, 2018	2021	Q 1	February	
Saturday, February 24, 2018	2021	Q 1	February	
Sunday, February 25, 2018	2021	Q 1	February	
Monday, February 26, 2018	2021	Q 1	February	
Tuesday, February 27, 2018	2021	Q 1	February	
Friday, March 02, 2018	2021	Q 1	February	
Saturday, March 03, 2018	2021	Q 1	February	
Sunday, March 04, 2018	2021	Q 1	February	
Monday, March 05, 2018	2021	Q 1	February	
Tuesday, March 06, 2018	2021	Q 1	February	
Wednesday, March 07, 2018	2021	Q 1	February	
Thursday, March 08, 2018	2021	Q 1	February	
Friday, March 09, 2018	2021	Q 1	February	
Sunday, March 11, 2018	2021	Q 1	February	
Monday, March 12, 2018	2021	Q 1	February	
Tuesday, March 13, 2018	2021	Q 1	February	
Wednesday, March 14, 2018	2021	Q 1	February	
Thursday, March 15, 2018	2021	Q 1	February	
Friday, March 16, 2018	2021	Q 1	February	
Saturday, March 17, 2018	2021	Q 1	February	
Sunday, March 18, 2018	2021	Q 1	February	
Monday, March 19, 2018	2021	Q 1	February	
Tuesday, March 20, 2018	2021	Q 1	February	
Wednesday, March 21, 2018	2021	Q 1	February	
Thursday, March 22, 2018	2021	Q 1	February	
Friday, March 23, 2018	2021	Q 1	February	
Saturday, March 24, 2018	2021	Q 1	February	
Sunday, March 25, 2018	2021	Q 1	February	
Monday, March 26, 2018	2021	Q 1	February	
Wednesday, March 28, 2018	2021	Q 1	February	
Sunday, January 07, 2018	2021	Q 1	March	
Monday, January 08, 2018	2021	Q 1	March	
Wednesday, January 10, 2018	2021	Q 1	March	
Friday, January 12, 2018	2021	Q 1	March	
Saturday, January 13, 2018	2021	Q 1	March	
Sunday, January 14, 2018	2021	Q 1	March	
Monday, January 15, 2018	2021	Q 1	March	
Tuesday, January 16, 2018	2021	Q 1	March	
Wednesday, January 17, 2018	2021	Q 1	March	
Thursday, January 18, 2018	2021	Q 1	March	
Saturday, January 20, 2018	2021	Q 1	March	
Sunday, January 21, 2018	2021	Q 1	March	
Tuesday, January 23, 2018	2021	Q 1	March	
Thursday, January 25, 2018	2021	Q 1	March	
Friday, January 26, 2018	2021	Q 1	March	
Saturday, January 27, 2018	2021	Q 1	March	
Sunday, January 28, 2018	2021	Q 1	March	
Monday, January 29, 2018	2021	Q 1	March	
Wednesday, January 31, 2018	2021	Q 1	March	
Friday, February 02, 2018	2021	Q 1	March	
Saturday, February 03, 2018	2021	Q 1	March	
Sunday, February 04, 2018	2021	Q 1	March	
Tuesday, February 06, 2018	2021	Q 1	March	
Thursday, February 08, 2018	2021	Q 1	March	
Friday, February 09, 2018	2021	Q 1	March	
Saturday, February 10, 2018	2021	Q 1	March	
Monday, February 12, 2018	2021	Q 1	March	
Thursday, February 15, 2018	2021	Q 1	March	
Sunday, February 18, 2018	2021	Q 1	March	
Monday, February 19, 2018	2021	Q 1	March	
Wednesday, February 21, 2018	2021	Q 1	March	
Saturday, February 24, 2018	2021	Q 1	March	
Sunday, February 25, 2018	2021	Q 1	March	
Monday, February 26, 2018	2021	Q 1	March	
Tuesday, February 27, 2018	2021	Q 1	March	
Friday, March 02, 2018	2021	Q 1	March	
Saturday, March 03, 2018	2021	Q 1	March	
Sunday, March 04, 2018	2021	Q 1	March	
Monday, March 05, 2018	2021	Q 1	March	
Tuesday, March 06, 2018	2021	Q 1	March	
Wednesday, March 07, 2018	2021	Q 1	March	
Thursday, March 08, 2018	2021	Q 1	March	
Friday, March 09, 2018	2021	Q 1	March	
Sunday, March 11, 2018	2021	Q 1	March	
Monday, March 12, 2018	2021	Q 1	March	
Tuesday, March 13, 2018	2021	Q 1	March	
Wednesday, March 14, 2018	2021	Q 1	March	
Thursday, March 15, 2018	2021	Q 1	March	
Friday, March 16, 2018	2021	Q 1	March	
Saturday, March 17, 2018	2021	Q 1	March	
Sunday, March 18, 2018	2021	Q 1	March	
Monday, March 19, 2018	2021	Q 1	March	
Tuesday, March 20, 2018	2021	Q 1	March	
Wednesday, March 21, 2018	2021	Q 1	March	
Thursday, March 22, 2018	2021	Q 1	March	
Friday, March 23, 2018	2021	Q 1	March	
Saturday, March 24, 2018	2021	Q 1	March	
Sunday, March 25, 2018	2021	Q 1	March	
Monday, March 26, 2018	2021	Q 1	March	
Wednesday, March 28, 2018	2021	Q 1	March	
Sunday, January 07, 2018	2021	Q 2	April	
Monday, January 08, 2018	2021	Q 2	April	
Wednesday, January 10, 2018	2021	Q 2	April	
Friday, January 12, 2018	2021	Q 2	April	
Saturday, January 13, 2018	2021	Q 2	April	
Sunday, January 14, 2018	2021	Q 2	April	
Monday, January 15, 2018	2021	Q 2	April	
Tuesday, January 16, 2018	2021	Q 2	April	
Wednesday, January 17, 2018	2021	Q 2	April	
Thursday, January 18, 2018	2021	Q 2	April	
Saturday, January 20, 2018	2021	Q 2	April	
Sunday, January 21, 2018	2021	Q 2	April	
Tuesday, January 23, 2018	2021	Q 2	April	
Thursday, January 25, 2018	2021	Q 2	April	
Friday, January 26, 2018	2021	Q 2	April	
Saturday, January 27, 2018	2021	Q 2	April	
Sunday, January 28, 2018	2021	Q 2	April	
Monday, January 29, 2018	2021	Q 2	April	
Wednesday, January 31, 2018	2021	Q 2	April	
Friday, February 02, 2018	2021	Q 2	April	
Saturday, February 03, 2018	2021	Q 2	April	
Sunday, February 04, 2018	2021	Q 2	April	
Tuesday, February 06, 2018	2021	Q 2	April	
Thursday, February 08, 2018	2021	Q 2	April	
Friday, February 09, 2018	2021	Q 2	April	
Saturday, February 10, 2018	2021	Q 2	April	
Monday, February 12, 2018	2021	Q 2	April	
Thursday, February 15, 2018	2021	Q 2	April	
Sunday, February 18, 2018	2021	Q 2	April	
Monday, February 19, 2018	2021	Q 2	April	
Wednesday, February 21, 2018	2021	Q 2	April	
Saturday, February 24, 2018	2021	Q 2	April	
Sunday, February 25, 2018	2021	Q 2	April	
Monday, February 26, 2018	2021	Q 2	April	
Tuesday, February 27, 2018	2021	Q 2	April	
Friday, March 02, 2018	2021	Q 2	April	
Saturday, March 03, 2018	2021	Q 2	April	
Sunday, March 04, 2018	2021	Q 2	April	
Monday, March 05, 2018	2021	Q 2	April	
Tuesday, March 06, 2018	2021	Q 2	April	
Wednesday, March 07, 2018	2021	Q 2	April	
Thursday, March 08, 2018	2021	Q 2	April	
Friday, March 09, 2018	2021	Q 2	April	
Sunday, March 11, 2018	2021	Q 2	April	
Monday, March 12, 2018	2021	Q 2	April	
Tuesday, March 13, 2018	2021	Q 2	April	
Wednesday, March 14, 2018	2021	Q 2	April	
Thursday, March 15, 2018	2021	Q 2	April	
Friday, March 16, 2018	2021	Q 2	April	
Saturday, March 17, 2018	2021	Q 2	April	
Sunday, March 18, 2018	2021	Q 2	April	
Monday, March 19, 2018	2021	Q 2	April	
Tuesday, March 20, 2018	2021	Q 2	April	
Wednesday, March 21, 2018	2021	Q 2	April	
Thursday, March 22, 2018	2021	Q 2	April	
Friday, March 23, 2018	2021	Q 2	April	
Saturday, March 24, 2018	2021	Q 2	April	
Sunday, March 25, 2018	2021	Q 2	April	
Monday, March 26, 2018	2021	Q 2	April	
Wednesday, March 28, 2018	2021	Q 2	April	
Sunday, January 07, 2018	2021	Q 2	May	
Monday, January 08, 2018	2021	Q 2	May	
Wednesday, January 10, 2018	2021	Q 2	May	
Friday, January 12, 2018	2021	Q 2	May	
Saturday, January 13, 2018	2021	Q 2	May	
Sunday, January 14, 2018	2021	Q 2	May	
Monday, January 15, 2018	2021	Q 2	May	
Tuesday, January 16, 2018	2021	Q 2	May	
Wednesday, January 17, 2018	2021	Q 2	May	
Thursday, January 18, 2018	2021	Q 2	May	
Saturday, January 20, 2018	2021	Q 2	May	
Sunday, January 21, 2018	2021	Q 2	May	
Tuesday, January 23, 2018	2021	Q 2	May	
Thursday, January 25, 2018	2021	Q 2	May	
Friday, January 26, 2018	2021	Q 2	May	
Saturday, January 27, 2018	2021	Q 2	May	
Sunday, January 28, 2018	2021	Q 2	May	
Monday, January 29, 2018	2021	Q 2	May	
Wednesday, January 31, 2018	2021	Q 2	May	
Friday, February 02, 2018	2021	Q 2	May	
Saturday, February 03, 2018	2021	Q 2	May	
Sunday, February 04, 2018	2021	Q 2	May	
Tuesday, February 06, 2018	2021	Q 2	May	
Thursday, February 08, 2018	2021	Q 2	May	
Friday, February 09, 2018	2021	Q 2	May	
Saturday, February 10, 2018	2021	Q 2	May	
Monday, February 12, 2018	2021	Q 2	May	
Thursday, February 15, 2018	2021	Q 2	May	
Sunday, February 18, 2018	2021	Q 2	May	
Monday, February 19, 2018	2021	Q 2	May	
Wednesday, February 21, 2018	2021	Q 2	May	
Saturday, February 24, 2018	2021	Q 2	May	
Sunday, February 25, 2018	2021	Q 2	May	
Monday, February 26, 2018	2021	Q 2	May	
Tuesday, February 27, 2018	2021	Q 2	May	
Friday, March 02, 2018	2021	Q 2	May	
Saturday, March 03, 2018	2021	Q 2	May	
Sunday, March 04, 2018	2021	Q 2	May	
Monday, March 05, 2018	2021	Q 2	May	
Tuesday, March 06, 2018	2021	Q 2	May	
Wednesday, March 07, 2018	2021	Q 2	May	
Thursday, March 08, 2018	2021	Q 2	May	
Friday, March 09, 2018	2021	Q 2	May	
Sunday, March 11, 2018	2021	Q 2	May	
Monday, March 12, 2018	2021	Q 2	May	
Tuesday, March 13, 2018	2021	Q 2	May	
Wednesday, March 14, 2018	2021	Q 2	May	
Thursday, March 15, 2018	2021	Q 2	May	
Friday, March 16, 2018	2021	Q 2	May	
Saturday, March 17, 2018	2021	Q 2	May	
Sunday, March 18, 2018	2021	Q 2	May	
Monday, March 19, 2018	2021	Q 2	May	
Tuesday, March 20, 2018	2021	Q 2	May	
Wednesday, March 21, 2018	2021	Q 2	May	
Thursday, March 22, 2018	2021	Q 2	May	
Friday, March 23, 2018	2021	Q 2	May	
Saturday, March 24, 2018	2021	Q 2	May	
Sunday, March 25, 2018	2021	Q 2	May	
Monday, March 26, 2018	2021	Q 2	May	
Wednesday, March 28, 2018	2021	Q 2	May	
Sunday, January 07, 2018	2021	Q 2	June	
Monday, January 08, 2018	2021	Q 2	June	
Wednesday, January 10, 2018	2021	Q 2	June	
Friday, January 12, 2018	2021	Q 2	June	
Saturday, January 13, 2018	2021	Q 2	June	
Sunday, January 14, 2018	2021	Q 2	June	
Monday, January 15, 2018	2021	Q 2	June	
Tuesday, January 16, 2018	2021	Q 2	June	
Wednesday, January 17, 2018	2021	Q 2	June	
Thursday, January 18, 2018	2021	Q 2	June	
Saturday, January 20, 2018	2021	Q 2	June	
Sunday, January 21, 2018	2021	Q 2	June	
Tuesday, January 23, 2018	2021	Q 2	June	
Thursday, January 25, 2018	2021	Q 2	June	
Friday, January 26, 2018	2021	Q 2	June	
Saturday, January 27, 2018	2021	Q 2	June	
Sunday, January 28, 2018	2021	Q 2	June	
Monday, January 29, 2018	2021	Q 2	June	
Wednesday, January 31, 2018	2021	Q 2	June	
Friday, February 02, 2018	2021	Q 2	June	
Saturday, February 03, 2018	2021	Q 2	June	
Sunday, February 04, 2018	2021	Q 2	June	
Tuesday, February 06, 2018	2021	Q 2	June	
Thursday, February 08, 2018	2021	Q 2	June	
Friday, February 09, 2018	2021	Q 2	June	
Saturday, February 10, 2018	2021	Q 2	June	
Monday, February 12, 2018	2021	Q 2	June	
Thursday, February 15, 2018	2021	Q 2	June	
Sunday, February 18, 2018	2021	Q 2	June	
Monday, February 19, 2018	2021	Q 2	June	
Wednesday, February 21, 2018	2021	Q 2	June	
Saturday, February 24, 2018	2021	Q 2	June	
Sunday, February 25, 2018	2021	Q 2	June	
Monday, February 26, 2018	2021	Q 2	June	
Tuesday, February 27, 2018	2021	Q 2	June	
Friday, March 02, 2018	2021	Q 2	June	
Saturday, March 03, 2018	2021	Q 2	June	
Sunday, March 04, 2018	2021	Q 2	June	
Monday, March 05, 2018	2021	Q 2	June	
Tuesday, March 06, 2018	2021	Q 2	June	
Wednesday, March 07, 2018	2021	Q 2	June	
Thursday, March 08, 2018	2021	Q 2	June	
Friday, March 09, 2018	2021	Q 2	June	
Sunday, March 11, 2018	2021	Q 2	June	
Monday, March 12, 2018	2021	Q 2	June	
Tuesday, March 13, 2018	2021	Q 2	June	
Wednesday, March 14, 2018	2021	Q 2	June	
Thursday, March 15, 2018	2021	Q 2	June	
Friday, March 16, 2018	2021	Q 2	June	
Saturday, March 17, 2018	2021	Q 2	June	
Sunday, March 18, 2018	2021	Q 2	June	
Monday, March 19, 2018	2021	Q 2	June	
Tuesday, March 20, 2018	2021	Q 2	June	
Wednesday, March 21, 2018	2021	Q 2	June	
Thursday, March 22, 2018	2021	Q 2	June	
Friday, March 23, 2018	2021	Q 2	June	
Saturday, March 24, 2018	2021	Q 2	June	
Sunday, March 25, 2018	2021	Q 2	June	
Monday, March 26, 2018	2021	Q 2	June	
Wednesday, March 28, 2018	2021	Q 2	June	
Sunday, January 07, 2018	2021	Q 3	July	
Monday, January 08, 2018	2021	Q 3	July	
Wednesday, January 10, 2018	2021	Q 3	July	
Friday, January 12, 2018	2021	Q 3	July	
Saturday, January 13, 2018	2021	Q 3	July	
Sunday, January 14, 2018	2021	Q 3	July	
Monday, January 15, 2018	2021	Q 3	July	
Tuesday, January 16, 2018	2021	Q 3	July	
Wednesday, January 17, 2018	2021	Q 3	July	
Thursday, January 18, 2018	2021	Q 3	July	
Saturday, January 20, 2018	2021	Q 3	July	
Sunday, January 21, 2018	2021	Q 3	July	
Tuesday, January 23, 2018	2021	Q 3	July	
Thursday, January 25, 2018	2021	Q 3	July	
Friday, January 26, 2018	2021	Q 3	July	
Saturday, January 27, 2018	2021	Q 3	July	
Sunday, January 28, 2018	2021	Q 3	July	
Monday, January 29, 2018	2021	Q 3	July	
Wednesday, January 31, 2018	2021	Q 3	July	
Friday, February 02, 2018	2021	Q 3	July	
Saturday, February 03, 2018	2021	Q 3	July	
Sunday, February 04, 2018	2021	Q 3	July	
Tuesday, February 06, 2018	2021	Q 3	July	
Thursday, February 08, 2018	2021	Q 3	July	
Friday, February 09, 2018	2021	Q 3	July	
Saturday, February 10, 2018	2021	Q 3	July	
Monday, February 12, 2018	2021	Q 3	July	
Thursday, February 15, 2018	2021	Q 3	July	
Sunday, February 18, 2018	2021	Q 3	July	
Monday, February 19, 2018	2021	Q 3	July	
Wednesday, February 21, 2018	2021	Q 3	July	
Saturday, February 24, 2018	2021	Q 3	July	
Sunday, February 25, 2018	2021	Q 3	July	
Monday, February 26, 2018	2021	Q 3	July	
Tuesday, February 27, 2018	2021	Q 3	July	
Friday, March 02, 2018	2021	Q 3	July	
Saturday, March 03, 2018	2021	Q 3	July	
Sunday, March 04, 2018	2021	Q 3	July	
Monday, March 05, 2018	2021	Q 3	July	
Tuesday, March 06, 2018	2021	Q 3	July	
Wednesday, March 07, 2018	2021	Q 3	July	
Thursday, March 08, 2018	2021	Q 3	July	
Friday, March 09, 2018	2021	Q 3	July	
Sunday, March 11, 2018	2021	Q 3	July	
Monday, March 12, 2018	2021	Q 3	July	
Tuesday, March 13, 2018	2021	Q 3	July	
Wednesday, March 14, 2018	2021	Q 3	July	
Thursday, March 15, 2018	2021	Q 3	July	
Friday, March 16, 2018	2021	Q 3	July	
Saturday, March 17, 2018	2021	Q 3	July	
Sunday, March 18, 2018	2021	Q 3	July	
Monday, March 19, 2018	2021	Q 3	July	
Tuesday, March 20, 2018	2021	Q 3	July	
Wednesday, March 21, 2018	2021	Q 3	July	
Thursday, March 22, 2018	2021	Q 3	July	
Friday, March 23, 2018	2021	Q 3	July	
Saturday, March 24, 2018	2021	Q 3	July	
Sunday, March 25, 2018	2021	Q 3	July	
Monday, March 26, 2018	2021	Q 3	July	
Wednesday, March 28, 2018	2021	Q 3	July	
Sunday, January 07, 2018	2021	Q 3	August	
Monday, January 08, 2018	2021	Q 3	August	
Wednesday, January 10, 2018	2021	Q 3	August	
Friday, January 12, 2018	2021	Q 3	August	
Saturday, January 13, 2018	2021	Q 3	August	
Sunday, January 14, 2018	2021	Q 3	August	
Monday, January 15, 2018	2021	Q 3	August	
Tuesday, January 16, 2018	2021	Q 3	August	
Wednesday, January 17, 2018	2021	Q 3	August	
Thursday, January 18, 2018	2021	Q 3	August	
Saturday, January 20, 2018	2021	Q 3	August	
