OnepointFive.Column.Variation.Date Hierarchy.Quarter,OnepointFive.Column.Variation.Date Hierarchy.Month,OnepointFive.Column.Variation.Date Hierarchy.Year,OnepointFive.Discount,OnepointFive.Performance,OnepointFive.Profit,OnepointFive.Sales,OnepointFive.Quantity,Sum(OnepointFive.Series 1),Sum(OnepointFive.Series 2),Sum(OnepointFive.Series 3),Sum(OnepointFive.Series 4),Sum(OnepointFive.Series 5)
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0002,Sales.0002,Quantity.0000,522266.568374,610140.9983099999,599677.447547,667012.9901440002,498421.950036
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0002,Sales.0002,Quantity.0000,739473.6852899999,605988.73228,859951.37486,764672.443184,648064.3573
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0002,Sales.0002,Quantity.0001,775296.89424,546861.960461,700781.95137,584255.56255,594921.5774119999
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0002,Sales.0002,Quantity.0001,533049.4635,517063.6823433999,569393.6013199999,790883.2775400002,568677.714364
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0002,Sales.0002,Quantity.0001,563699.5643209999,641532.43215,430584.4448931,366647.67377500003,578637.24786
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0002,Sales.0002,Quantity.0001,474112.82087800006,380256.673559,701118.4511200001,602545.4996359999,526659.8146940001
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0002,Sales.0002,Quantity.0001,685624.9749200001,628630.07963,655047.4755449999,504136.16481329995,390320.88978599996
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0002,Sales.0003,Quantity.0000,495971.44853200007,480499.317006,565328.6496039999,732401.7550569999,857767.6312900002
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0002,Sales.0003,Quantity.0000,751782.2285,363439.35545499995,490151.1189125999,618045.4491900001,633978.487961
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0002,Sales.0003,Quantity.0000,727957.83767,524944.069284,542604.52759,684012.0176339999,729227.6533500002
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0002,Sales.0003,Quantity.0000,553832.4081806,618498.9848943999,700259.09681,496506.24845300004,664212.869
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0002,Sales.0003,Quantity.0000,496627.71137300006,686405.330165,580410.9356311,672358.4824010001,488769.9390159999
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0002,Sales.0003,Quantity.0001,525924.5178849999,705614.6243649999,391380.12102769996,440827.417888,738809.1380109999
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0002,Sales.0003,Quantity.0001,662811.03796,677053.62933,612335.30093,573061.4791270001,565410.631607
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0002,Sales.0003,Quantity.0001,726560.667097,586600.92621,672858.4487200001,549804.807307,779398.0863739998
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0002,Sales.0003,Quantity.0001,553294.2757080001,501698.97774600005,486647.16640100005,527629.326072,717245.69815
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0002,Sales.0003,Quantity.0001,667720.3013820001,545211.56907,542943.2123200002,693001.87506,529618.3357860001
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0002,Sales.0004,Quantity.0000,737248.858553,584999.3485365001,575567.726086,553029.2693779999,555364.4503291
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0002,Sales.0004,Quantity.0000,618684.9349309999,563167.955057,596655.9893899999,665599.1770100001,490818.121414
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0002,Sales.0004,Quantity.0000,618637.759158,567768.3655589999,616841.3483000001,764282.33838,578526.614896
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0002,Sales.0004,Quantity.0000,587621.28212,485615.34583410004,640973.0668529999,654364.745867,569446.0388954
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0002,Sales.0004,Quantity.0000,804572.8637529999,534016.160364,707079.9672190001,612811.53975,655070.72904
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0002,Sales.0004,Quantity.0001,532979.4348,595871.657181,620559.6258720001,453206.4805341,645754.4171247
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0002,Sales.0004,Quantity.0001,701533.5604699999,663586.1089400001,842452.1481000001,627146.71854,570259.361432
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0002,Sales.0004,Quantity.0001,486760.75452699995,634962.2015900001,676174.480945,474541.83829000004,601528.2948000001
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0002,Sales.0004,Quantity.0001,721611.576689,645219.22519,504891.57160019997,656489.006411,585731.1413299999
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0002,Sales.0004,Quantity.0001,529512.7172562999,602897.066633,503275.58592800004,617610.7496451,573691.867429
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0003,Sales.0000,Quantity.0000,382393.0292746,566857.0417849999,707295.836869,524084.2183649999,599305.184215
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0003,Sales.0000,Quantity.0000,592624.50988,656906.215583,612066.038096,496885.789363,550377.404279
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0003,Sales.0000,Quantity.0000,680079.305271,659828.70186,575066.516865,569013.68647,572353.368442
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0003,Sales.0000,Quantity.0000,714399.06612,638533.3077149999,625789.4139059999,698202.2194399999,827894.9734800002
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0003,Sales.0000,Quantity.0000,606447.43171,651914.7386360001,713943.4477200002,531124.250718,603318.392963
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0003,Sales.0000,Quantity.0001,492597.97501100006,448487.884013,634933.886204,572445.522391,445124.76506
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0003,Sales.0000,Quantity.0001,615233.6124160001,709003.6638359999,636900.62524,544878.372312,624310.5962870001
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0003,Sales.0000,Quantity.0001,535072.031778,566837.52192,663674.28869,356363.395952,664011.2430090001
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0003,Sales.0000,Quantity.0001,684601.61278,793304.8464699999,625587.502297,692443.949335,616255.595267
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0003,Sales.0000,Quantity.0001,502287.53790600004,751751.62969,641027.51773,418930.250099,579380.5524559999
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0003,Sales.0001,Quantity.0000,591198.9219072999,610267.72449,723440.33185,534470.34965,640477.842111
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0003,Sales.0001,Quantity.0000,539145.4761112,589458.075716,655224.705315,766344.28505,612735.4554055
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0003,Sales.0001,Quantity.0000,674376.9856899999,683026.1557300001,501526.91872400005,603143.3364220001,632123.1306920002
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0003,Sales.0001,Quantity.0000,830810.9918000001,805533.828183,769807.9811399999,449129.1371349999,729787.0532499999
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0003,Sales.0001,Quantity.0000,614228.64466,641849.359271,514004.24110300007,713326.893405,600202.1474309999
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0003,Sales.0001,Quantity.0001,740328.378303,570778.40927,648365.1425600001,531564.039494,622548.16901
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0003,Sales.0001,Quantity.0001,471711.49071700004,646206.19133,690335.59136,458271.83831539995,661267.6460630001
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0003,Sales.0001,Quantity.0001,484037.74250900006,786808.305244,458803.40295799996,770870.4687290002,539850.623647
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0003,Sales.0001,Quantity.0001,643473.8637926,525864.716083,614047.7869030001,608960.5433,604805.4543120001
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0003,Sales.0001,Quantity.0001,621803.47361,718720.9287299999,381718.5128667,814368.6906600001,376811.056333
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0003,Sales.0002,Quantity.0000,502574.132879,523916.45277200005,626588.262373,511342.2797259,401480.53776999994
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0003,Sales.0002,Quantity.0000,585987.977698,701409.66157,650908.66678,593685.8619259999,723621.52565
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0003,Sales.0002,Quantity.0000,489292.35589000006,683636.1075359999,550461.24957,548027.6248959999,634361.2674549
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0003,Sales.0002,Quantity.0000,584192.1223734,508927.7297160001,641506.059595,561614.7788858,618348.83983
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0003,Sales.0002,Quantity.0000,633153.553511,770659.886434,668727.268935,758172.3242800001,638754.59086
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0003,Sales.0002,Quantity.0001,325310.2432238,506663.49663,540491.615987,511541.676716,659636.25424
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0003,Sales.0002,Quantity.0001,610417.8922200002,644713.60179,541740.687467,690161.752689,478134.894022
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0003,Sales.0002,Quantity.0001,566183.7976940001,550062.023385,565476.709722,512051.896442,449117.87462200003
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0003,Sales.0002,Quantity.0001,801928.4209300001,545386.69073,639269.466861,537214.40019,538292.56716
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0003,Sales.0002,Quantity.0001,474664.47268,643292.5980819999,665692.4434300001,546900.500251,607898.7926815001
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0003,Sales.0003,Quantity.0000,701682.637401,516884.10187700007,673580.875358,758541.6672510001,540029.160721
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0003,Sales.0003,Quantity.0000,759480.9448400001,657263.8287010001,538418.357547,550758.002535,806254.68288
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0003,Sales.0003,Quantity.0000,574115.4711819999,448679.464507,565026.9102149999,650884.4225839999,506426.99448
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0003,Sales.0003,Quantity.0000,593032.4336100001,528279.478153,549223.394123,596904.23773,599006.2856729999
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0003,Sales.0003,Quantity.0000,461154.65310100006,600755.5580249999,510008.96261899994,461564.13487,550263.1265100001
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0003,Sales.0003,Quantity.0001,516827.399282,669066.5473300001,577984.276257,603139.654946,574176.601686
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0003,Sales.0003,Quantity.0001,440177.51973700005,564294.62684,798012.58466,462451.1089104999,767832.8368299999
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0003,Sales.0003,Quantity.0001,734666.529306,597115.28119,626771.693449,604153.119079,586480.182202
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0003,Sales.0003,Quantity.0001,558304.390146,557260.03243,625387.852747,581147.141049,676924.86272
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0003,Sales.0003,Quantity.0001,686050.4377000002,647632.8823209999,520497.5377900001,579381.96445,565245.85878
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0003,Sales.0004,Quantity.0000,482317.09569800005,835972.2413075,571931.512308,664219.261791,666256.54599
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0003,Sales.0004,Quantity.0000,557744.11818,747995.928741,541416.51506,805428.6017100001,627008.852153
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0003,Sales.0004,Quantity.0000,488273.252243,651859.90679,534548.13599,635778.23745,508785.5931860001
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0003,Sales.0004,Quantity.0000,615045.9762179999,658791.435149,674094.73415,654543.3884800001,651873.0139638
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0003,Sales.0004,Quantity.0000,543438.183294,685076.829697,546822.64435,820558.179061,577111.481134
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0003,Sales.0004,Quantity.0001,568517.5001789998,660221.326278,596145.296478,616213.7007299999,518601.598516
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0003,Sales.0004,Quantity.0001,461150.41384259996,416927.92176100006,519183.60771100014,586286.575555,541448.404858
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0003,Sales.0004,Quantity.0001,588641.4750919999,638959.1925619999,745802.243339,857109.8218,618332.28236
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0003,Sales.0004,Quantity.0001,597721.63724,561666.579203,701938.12995,528058.295327,586784.8877612
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0003,Sales.0004,Quantity.0001,523062.9058834,620888.2381928,606358.288964,489056.62378,551450.520748
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0004,Sales.0000,Quantity.0000,478517.8772816,536313.408687,471429.407263,659563.713989,583027.695626
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0004,Sales.0000,Quantity.0000,664898.8945218001,515836.563382,662443.9715199999,495063.18045999995,534144.7588104
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0004,Sales.0000,Quantity.0000,502806.04215699993,602133.1667940001,666922.99664,682733.8346449999,589757.7198976001
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0004,Sales.0000,Quantity.0000,394398.747526,651816.3730299999,715027.84898,688012.7438040001,564764.9624817
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0004,Sales.0000,Quantity.0000,624543.27081,560133.370932,690864.850397,562945.243457,737000.92176
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0004,Sales.0000,Quantity.0001,483900.21083399997,545928.4906299999,583263.93267,378837.471996,589345.0239590001
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0004,Sales.0000,Quantity.0001,563578.43332,547568.1110397,657643.984694,639944.10008,487133.39513300004
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0004,Sales.0000,Quantity.0001,599554.95554,573283.7573370001,597876.2563501,660981.8834899999,504984.1215539999
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0004,Sales.0000,Quantity.0001,534042.716231,549692.9972806,553942.732397,474432.89295300003,642575.162261
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0004,Sales.0000,Quantity.0001,732650.1912359998,617249.023661,474388.5690799999,518135.917968,442851.61678199994
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0004,Sales.0001,Quantity.0000,519482.14407,527412.594943,579460.8912020001,544878.27822,538336.647012
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0004,Sales.0001,Quantity.0000,459524.06266999996,563988.3923933,705640.86514,580954.142928,548046.288815
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0004,Sales.0001,Quantity.0000,595676.3061200001,611487.315711,588070.017089,609376.397182,600226.9701522
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0004,Sales.0001,Quantity.0000,707046.082619,609857.8984699999,665305.556284,747324.84804,679292.628824
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0004,Sales.0001,Quantity.0000,820038.3359770001,705060.812439,402688.260857,566322.2707814,656771.417136
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0004,Sales.0001,Quantity.0001,324853.793392,542978.627585,590451.6112319,623185.0031719998,728256.0642980001
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0004,Sales.0001,Quantity.0001,592741.802352,674020.3072700001,563974.58405,584593.501061,491783.760308
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0004,Sales.0001,Quantity.0001,530266.2793242,548103.6751542,771942.8928392001,668923.317766,524386.224757
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0004,Sales.0001,Quantity.0001,637964.1740700001,478321.782618,550482.940585,608606.0240982,644536.2525
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0004,Sales.0001,Quantity.0001,528825.87191,690469.9531899998,406607.38252900005,720321.4404900001,708795.5167870001
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0004,Sales.0002,Quantity.0000,617122.05565,604847.0718350001,688578.0289931999,577593.197675,592884.16826
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0004,Sales.0002,Quantity.0000,590194.9258883,582914.998764,571350.2812599998,652593.87029,617453.4903700001
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0004,Sales.0002,Quantity.0000,782555.8442060001,611348.422149,686566.44799,603641.5086940001,722666.057062
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0004,Sales.0002,Quantity.0000,576087.3307009999,645036.5488009999,768470.270829,653426.9481500001,739229.7734899999
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0004,Sales.0002,Quantity.0000,803195.1770350001,472317.09849899996,720390.2524300001,732277.75374,459884.466534
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0004,Sales.0002,Quantity.0001,571442.2672000001,688492.633331,498347.9034481,505496.55934000004,694783.65752
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0004,Sales.0002,Quantity.0001,607519.4006409999,445193.64767999994,518246.034956,405491.65400100005,533408.879443
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0004,Sales.0002,Quantity.0001,657471.328821,680715.9491699999,480144.1582170001,661417.3003789999,630729.737662
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0004,Sales.0002,Quantity.0001,609268.4616730001,625359.981209,569511.2334699999,713419.5004199999,555405.293167
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0004,Sales.0002,Quantity.0001,712248.555626,443839.819968,507484.04465500003,511854.96721100004,585185.68523
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0004,Sales.0003,Quantity.0000,577905.701622,585560.751667,630710.7163699999,692445.5388099999,799733.1974460001
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0004,Sales.0003,Quantity.0000,629376.557653,667772.681388,575772.48396,529960.221328,718646.9870200001
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0004,Sales.0003,Quantity.0000,552520.088883,637032.730157,501890.13309,486118.5298543,702482.374601
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0004,Sales.0003,Quantity.0000,416976.00633699994,616174.604733,679603.49948,471283.4522657,492855.064191
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0004,Sales.0003,Quantity.0000,547986.282346,522500.7849226,528219.3452030001,666980.9154570001,692138.803367
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0004,Sales.0003,Quantity.0001,691885.29805,740732.9630699999,584301.919645,569129.710495,615790.092968
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0004,Sales.0003,Quantity.0001,618772.458993,664794.84681,480356.43058000004,643558.0990319998,610320.4846650001
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0004,Sales.0003,Quantity.0001,550459.2746860001,692647.9006919999,547798.1445640001,608664.9730700001,572308.00505
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0004,Sales.0003,Quantity.0001,582856.8535300001,767831.30831,645102.4989537001,527762.10768,370225.744361
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0004,Sales.0003,Quantity.0001,813220.0450600001,593692.0945570001,793905.9881600001,880138.899856,363943.9109121
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0004,Sales.0004,Quantity.0000,573631.741162,610725.2913041001,568662.0252887,679528.6070747,679043.78249
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0004,Sales.0004,Quantity.0000,574083.207277,604486.5471399999,506264.41310299997,558006.9468859999,600256.867938
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0004,Sales.0004,Quantity.0000,473834.36072999996,588403.134032,537352.275395,460460.577104,609127.3973079999
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0004,Sales.0004,Quantity.0000,642619.7661100001,752147.0021299999,367250.75189629995,532959.391939,612298.188886
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0004,Sales.0004,Quantity.0000,630654.177854,511516.31384190003,612271.9855503,518882.898889,561929.1119029999
Qtr 1,January,2021,Discount.0002,Performance.0002,Profit.0004,Sales.0004,Quantity.0001,480038.1773815001,571183.731208,827361.3247789999,644819.7152920001,695248.129458
Qtr 1,January,2022,Discount.0002,Performance.0002,Profit.0004,Sales.0004,Quantity.0001,684754.6214900002,734265.914922,644171.195352,652193.072603,617992.0550070001
Qtr 1,January,2023,Discount.0002,Performance.0002,Profit.0004,Sales.0004,Quantity.0001,638301.824541,641466.9285180001,681713.60503,507279.1184599999,635813.91955
Qtr 1,January,2024,Discount.0002,Performance.0002,Profit.0004,Sales.0004,Quantity.0001,729126.008774,691127.899819,424102.866001,635650.87895,556706.9448260001
Qtr 1,January,2025,Discount.0002,Performance.0002,Profit.0004,Sales.0004,Quantity.0001,537887.73676,641322.01055,437383.55688000005,371224.575205,554256.7451930001
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0000,Sales.0000,Quantity.0000,591243.4923,710267.15118,466138.8158899999,456561.7179,575551.4291051
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0000,Sales.0000,Quantity.0000,650304.7296199999,580235.891789,577535.527747,585676.572678,662993.20719
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0000,Sales.0000,Quantity.0000,555719.112215,741311.009665,518912.456593,533672.349165,610627.247484
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0000,Sales.0000,Quantity.0000,730231.79975,727803.0348479999,559806.095319,481162.09726899996,621673.948647
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0000,Sales.0000,Quantity.0000,648361.2132189999,702884.27059,837156.5058449,851075.624,608678.6098509999
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0000,Sales.0000,Quantity.0001,734835.761865,439906.764173,630541.6560900001,642858.6648909999,621898.0777101999
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0000,Sales.0000,Quantity.0001,642535.7259660001,685534.671565,528519.14639,415815.47596799996,716626.46959
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0000,Sales.0000,Quantity.0001,663605.240874,598600.751839,520049.65019,733669.2941380001,583069.53242
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0000,Sales.0000,Quantity.0001,620745.47863,701311.64024,504319.96075,530186.777612,655107.31773
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0000,Sales.0000,Quantity.0001,499976.19558999996,615233.0759727001,635711.62856,580883.705435,788262.1493799998
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0000,Sales.0001,Quantity.0000,443147.1094499001,691591.4888499997,704618.29619,706623.3342200001,629464.57794
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0000,Sales.0001,Quantity.0000,659108.2622199999,519992.1325549999,627893.513738,643044.7266100001,529879.452882
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0000,Sales.0001,Quantity.0000,736806.1686539999,744527.9019979999,525435.643256,425286.09506300004,523191.399714
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0000,Sales.0001,Quantity.0000,762557.920189,721102.241851,593675.0875690001,582218.69029,600127.462571
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0000,Sales.0001,Quantity.0000,577094.7316419999,631281.2757963,629265.91892,652366.5110899999,507564.89096889994
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0000,Sales.0001,Quantity.0001,660519.729979,773212.22722,571806.3221015999,659914.762597,532168.774508
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0000,Sales.0001,Quantity.0001,714547.050621,507850.20331,692008.3062761,544446.9569114,502276.12820000004
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0000,Sales.0001,Quantity.0001,619651.941168,544726.7034181999,642345.4540099999,719044.3095698,479978.0018079999
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0000,Sales.0001,Quantity.0001,670914.4806100001,612460.7256990001,624184.3468999999,446287.972774,433753.9240985
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0000,Sales.0001,Quantity.0001,634330.2955339999,667935.9322100001,646753.6163189999,566912.675099,428598.694097
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0000,Sales.0002,Quantity.0000,638864.722741,401026.34769589995,717621.5995640001,604858.0136000001,452065.4991879999
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0000,Sales.0002,Quantity.0000,590235.1934104001,524729.3403769999,570333.0618029999,575568.3426629999,576057.051603
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0000,Sales.0002,Quantity.0000,623298.9342789999,564039.62482,524471.359754,578044.262849,636791.7116300002
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0000,Sales.0002,Quantity.0000,538491.444936,777828.3123430001,684658.684554,491259.27337000007,607806.077459
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0000,Sales.0002,Quantity.0000,630353.7312929999,702805.3972400001,661254.217112,571153.959714,690454.5798499999
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0000,Sales.0002,Quantity.0001,584802.741079,680305.426555,435563.881984,655985.6203482001,605378.2199729999
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0000,Sales.0002,Quantity.0001,475445.955112,570610.864636,358043.88274659996,660485.186667,724703.93099
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0000,Sales.0002,Quantity.0001,405779.127936,592291.487433,435723.925116,620345.831983,499803.91689000005
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0000,Sales.0002,Quantity.0001,707363.375438,616235.128423,623637.4063439999,700005.48927,670678.06202
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0000,Sales.0002,Quantity.0001,716285.5152999999,586491.3491100001,508143.8023700001,609923.8107977,660078.40368
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0000,Sales.0003,Quantity.0000,591527.5763999999,601110.0040459998,579045.2742260001,489598.9734080001,703180.0851700001
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0000,Sales.0003,Quantity.0000,602317.3098490001,468068.16389200004,691706.76404,591160.22956,474665.064779
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0000,Sales.0003,Quantity.0000,473139.84544899996,652900.626504,760687.59279,633198.262944,737669.8233800001
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0000,Sales.0003,Quantity.0000,633654.0748560001,558254.272289,480709.89029,784986.7124500001,537052.195039
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0000,Sales.0003,Quantity.0000,635008.6025269999,684091.6220099999,519674.17620700004,527501.2502199999,554762.836983
Qtr 1,January,2021,Discount.0002,Performance.0003,Profit.0000,Sales.0003,Quantity.0001,672136.8832510001,433302.709274,397479.07783699996,601625.726161,604617.351882
Qtr 1,January,2022,Discount.0002,Performance.0003,Profit.0000,Sales.0003,Quantity.0001,728548.846062,504589.77140500006,721122.0955609999,490521.75405,584418.772423
Qtr 1,January,2023,Discount.0002,Performance.0003,Profit.0000,Sales.0003,Quantity.0001,713061.38519,643025.8523,518234.405304,654499.22867,526351.18537
Qtr 1,January,2024,Discount.0002,Performance.0003,Profit.0000,Sales.0003,Quantity.0001,342839.64619899995,724364.50514,485016.547881,637552.2246409999,585863.5346039999
Qtr 1,January,2025,Discount.0002,Performance.0003,Profit.0000,Sales.0003,Quantity.0001,541198.056078,518724.888949,833844.1918,435392.33874100004,520063.7237399999
