Category,Sub-Category,Segment,Month,Value Column Name,Value
"Furniture","Tables","Home Office","October","(Sum of Sales - Sum of Profit)%","3.7981776020380558"
"Furniture","Tables","Home Office","November","Sum of Profit","-87.7556000000003"
"Furniture","Tables","Home Office","November","Sum of Sales","8308.32"
"Furniture","Tables","Home Office","November","Sum of Sales - Sum of Profit","8396.0756"
"Furniture","Tables","Home Office","November","(Sum of Sales - Sum of Profit)%","95.67566742179385"
"Furniture","Tables","Home Office","December","Sum of Profit","380.0081"
"Furniture","Tables","Home Office","December","Sum of Sales","8552.659"
"Furniture","Tables","Home Office","December","Sum of Sales - Sum of Profit","8172.6509"
"Furniture","Tables","Home Office","December","(Sum of Sales - Sum of Profit)%","21.506517624229588"
"NewTechnology","Accessories","Consumer","January","Sum of Profit","190.86110000000002"
"NewTechnology","Accessories","Consumer","January","Sum of Sales","852.672"
"NewTechnology","Accessories","Consumer","January","Sum of Sales - Sum of Profit","661.8109"
"NewTechnology","Accessories","Consumer","January","(Sum of Sales - Sum of Profit)%","3.46750018730899"
"NewTechnology","Accessories","Consumer","February","Sum of Profit","972.3863000000001"
"NewTechnology","Accessories","Consumer","February","Sum of Sales","3194.7439999999997"
"NewTechnology","Accessories","Consumer","February","Sum of Sales - Sum of Profit","2222.3576999999996"
"NewTechnology","Accessories","Consumer","February","(Sum of Sales - Sum of Profit)%","2.2854679256587627"
"NewTechnology","Accessories","Consumer","March","Sum of Profit","1306.9402999999998"
"NewTechnology","Accessories","Consumer","March","Sum of Sales","4955.330000000002"
"NewTechnology","Accessories","Consumer","March","Sum of Sales - Sum of Profit","3648.389700000002"
"NewTechnology","Accessories","Consumer","March","(Sum of Sales - Sum of Profit)%","2.79155038680803"
"NewTechnology","Accessories","Consumer","April","Sum of Profit","886.93"
"NewTechnology","Accessories","Consumer","April","Sum of Sales","4158.374"
"NewTechnology","Accessories","Consumer","April","Sum of Sales - Sum of Profit","3271.444"
"NewTechnology","Accessories","Consumer","April","(Sum of Sales - Sum of Profit)%","3.6885030385712514"
"NewTechnology","Accessories","Consumer","May","Sum of Profit","1101.2270999999998"
"NewTechnology","Accessories","Consumer","May","Sum of Sales","4699.6179999999995"
"NewTechnology","Accessories","Consumer","May","Sum of Sales - Sum of Profit","3598.3908999999994"
"NewTechnology","Accessories","Consumer","May","(Sum of Sales - Sum of Profit)%","3.267619276714131"
"NewTechnology","Accessories","Consumer","June","Sum of Profit","1360.6829"
"NewTechnology","Accessories","Consumer","June","Sum of Sales","5073.4039999999995"
"NewTechnology","Accessories","Consumer","June","Sum of Sales - Sum of Profit","3712.7210999999998"
"NewTechnology","Accessories","Consumer","June","(Sum of Sales - Sum of Profit)%","2.7285718810753044"
"NewTechnology","Accessories","Consumer","July","Sum of Profit","1957.5744999999997"
"NewTechnology","Accessories","Consumer","July","Sum of Sales","9014.753999999999"
"NewTechnology","Accessories","Consumer","July","Sum of Sales - Sum of Profit","7057.179499999999"
"NewTechnology","Accessories","Consumer","July","(Sum of Sales - Sum of Profit)%","3.6050630512401955"
"NewTechnology","Accessories","Consumer","August","Sum of Profit","872.5383999999996"
"NewTechnology","Accessories","Consumer","August","Sum of Sales","5100.4400000000005"
"NewTechnology","Accessories","Consumer","August","Sum of Sales - Sum of Profit","4227.901600000001"
"NewTechnology","Accessories","Consumer","August","(Sum of Sales - Sum of Profit)%","4.8455192344543265"
"NewTechnology","Accessories","Consumer","September","Sum of Profit","3305.374099999999"
"NewTechnology","Accessories","Consumer","September","Sum of Sales","14419.117999999997"
"NewTechnology","Accessories","Consumer","September","Sum of Sales - Sum of Profit","11113.743899999998"
"NewTechnology","Accessories","Consumer","September","(Sum of Sales - Sum of Profit)%","3.3623255836608634"
"NewTechnology","Accessories","Consumer","October","Sum of Profit","1278.2220999999997"
"NewTechnology","Accessories","Consumer","October","Sum of Sales","6414.461999999999"
"NewTechnology","Accessories","Consumer","October","Sum of Sales - Sum of Profit","5136.239899999999"
"NewTechnology","Accessories","Consumer","October","(Sum of Sales - Sum of Profit)%","4.0182687343615795"
"NewTechnology","Accessories","Consumer","November","Sum of Profit","2691.617400000001"
"NewTechnology","Accessories","Consumer","November","Sum of Sales","11981.041999999994"
"NewTechnology","Accessories","Consumer","November","Sum of Sales - Sum of Profit","9289.424599999993"
"NewTechnology","Accessories","Consumer","November","(Sum of Sales - Sum of Profit)%","3.4512425874494603"
"NewTechnology","Accessories","Consumer","December","Sum of Profit","4811.5683"
"NewTechnology","Accessories","Consumer","December","Sum of Sales","17241.28"
"NewTechnology","Accessories","Consumer","December","Sum of Sales - Sum of Profit","12429.7117"
"NewTechnology","Accessories","Consumer","December","(Sum of Sales - Sum of Profit)%","2.5832973627330613"
"NewTechnology","Accessories","Corporate","January","Sum of Profit","492.4795999999999"
"NewTechnology","Accessories","Corporate","January","Sum of Sales","2155.424"
"NewTechnology","Accessories","Corporate","January","Sum of Sales - Sum of Profit","1662.9444"
"NewTechnology","Accessories","Corporate","January","(Sum of Sales - Sum of Profit)%","3.376676719198116"
"NewTechnology","Accessories","Corporate","February","Sum of Profit","504.59869999999984"
"NewTechnology","Accessories","Corporate","February","Sum of Sales","2142.54"
"NewTechnology","Accessories","Corporate","February","Sum of Sales - Sum of Profit","1637.9413000000002"
"NewTechnology","Accessories","Corporate","February","(Sum of Sales - Sum of Profit)%","3.2460275858816137"
"NewTechnology","Accessories","Corporate","March","Sum of Profit","717.2840999999999"
"NewTechnology","Accessories","Corporate","March","Sum of Sales","2971.762"
"NewTechnology","Accessories","Corporate","March","Sum of Sales - Sum of Profit","2254.4779000000003"
"NewTechnology","Accessories","Corporate","March","(Sum of Sales - Sum of Profit)%","3.1430752473113523"
"NewTechnology","Accessories","Corporate","April","Sum of Profit","373.50640000000004"
"NewTechnology","Accessories","Corporate","April","Sum of Sales","1103.846"
"NewTechnology","Accessories","Corporate","April","Sum of Sales - Sum of Profit","730.3396"
"NewTechnology","Accessories","Corporate","April","(Sum of Sales - Sum of Profit)%","1.9553603365297085"
"NewTechnology","Accessories","Corporate","May","Sum of Profit","1032.2942999999996"
"NewTechnology","Accessories","Corporate","May","Sum of Sales","3528.315999999999"
"NewTechnology","Accessories","Corporate","May","Sum of Sales - Sum of Profit","2496.0216999999993"
"NewTechnology","Accessories","Corporate","May","(Sum of Sales - Sum of Profit)%","2.4179361447602687"
"NewTechnology","Accessories","Corporate","June","Sum of Profit","731.0641999999999"
"NewTechnology","Accessories","Corporate","June","Sum of Sales","3161.705999999999"
"NewTechnology","Accessories","Corporate","June","Sum of Sales - Sum of Profit","2430.6417999999994"
"NewTechnology","Accessories","Corporate","June","(Sum of Sales - Sum of Profit)%","3.3247993815043873"
"NewTechnology","Accessories","Corporate","July","Sum of Profit","1608.7865000000002"
"NewTechnology","Accessories","Corporate","July","Sum of Sales","4962.939999999999"
"NewTechnology","Accessories","Corporate","July","Sum of Sales - Sum of Profit","3354.1534999999985"
"NewTechnology","Accessories","Corporate","July","(Sum of Sales - Sum of Profit)%","2.084896597528633"
"NewTechnology","Accessories","Corporate","August","Sum of Profit","1468.6568000000002"
"NewTechnology","Accessories","Corporate","August","Sum of Sales","5450.112000000001"
"NewTechnology","Accessories","Corporate","August","Sum of Sales - Sum of Profit","3981.455200000001"
"NewTechnology","Accessories","Corporate","August","(Sum of Sales - Sum of Profit)%","2.7109500327101608"
"NewTechnology","Accessories","Corporate","September","Sum of Profit","1830.1556999999996"
"NewTechnology","Accessories","Corporate","September","Sum of Sales","6305.71"
"NewTechnology","Accessories","Corporate","September","Sum of Sales - Sum of Profit","4475.554300000001"
"NewTechnology","Accessories","Corporate","September","(Sum of Sales - Sum of Profit)%","2.4454500237329544"
"NewTechnology","Accessories","Corporate","October","Sum of Profit","618.1287999999998"
"NewTechnology","Accessories","Corporate","October","Sum of Sales","3015.7619999999997"
"NewTechnology","Accessories","Corporate","October","Sum of Sales - Sum of Profit","2397.6331999999998"
"NewTechnology","Accessories","Corporate","October","(Sum of Sales - Sum of Profit)%","3.878856963144251"
"NewTechnology","Accessories","Corporate","November","Sum of Profit","2504.6463000000003"
"NewTechnology","Accessories","Corporate","November","Sum of Sales","9154.864"
"NewTechnology","Accessories","Corporate","November","Sum of Sales - Sum of Profit","6650.217699999999"
"NewTechnology","Accessories","Corporate","November","(Sum of Sales - Sum of Profit)%","2.6551524261130197"
"NewTechnology","Accessories","Corporate","December","Sum of Profit","825.8791"
"NewTechnology","Accessories","Corporate","December","Sum of Sales","4237.582"
"NewTechnology","Accessories","Corporate","December","Sum of Sales - Sum of Profit","3411.7029"
"NewTechnology","Accessories","Corporate","December","(Sum of Sales - Sum of Profit)%","4.130995565815868"
"NewTechnology","Accessories","Home Office","January","Sum of Profit","654.4995"
"NewTechnology","Accessories","Home Office","January","Sum of Sales","2469.8099999999995"
"NewTechnology","Accessories","Home Office","January","Sum of Sales - Sum of Profit","1815.3104999999996"
"NewTechnology","Accessories","Home Office","January","(Sum of Sales - Sum of Profit)%","2.77358577050097"
"NewTechnology","Accessories","Home Office","February","Sum of Profit","4.798799999999996"
"NewTechnology","Accessories","Home Office","February","Sum of Sales","31.992000000000004"
"NewTechnology","Accessories","Home Office","February","Sum of Sales - Sum of Profit","27.193200000000008"
"NewTechnology","Accessories","Home Office","February","(Sum of Sales - Sum of Profit)%","5.666666666666672"
"NewTechnology","Accessories","Home Office","March","Sum of Profit","279.1856"
"NewTechnology","Accessories","Home Office","March","Sum of Sales","839.546"
"NewTechnology","Accessories","Home Office","March","Sum of Sales - Sum of Profit","560.3604"
"NewTechnology","Accessories","Home Office","March","(Sum of Sales - Sum of Profit)%","2.007125009312801"
"NewTechnology","Accessories","Home Office","April","Sum of Profit","571.5170999999999"
"NewTechnology","Accessories","Home Office","April","Sum of Sales","2689.4880000000003"
"NewTechnology","Accessories","Home Office","April","Sum of Sales - Sum of Profit","2117.9709000000003"
"NewTechnology","Accessories","Home Office","April","(Sum of Sales - Sum of Profit)%","3.705874942324561"
"NewTechnology","Accessories","Home Office","May","Sum of Profit","338.17170000000004"
"NewTechnology","Accessories","Home Office","May","Sum of Sales","1385.1659999999997"
"NewTechnology","Accessories","Home Office","May","Sum of Sales - Sum of Profit","1046.9942999999996"
"NewTechnology","Accessories","Home Office","May","(Sum of Sales - Sum of Profit)%","3.0960435187214053"
"NewTechnology","Accessories","Home Office","June","Sum of Profit","141.84339999999997"
"NewTechnology","Accessories","Home Office","June","Sum of Sales","673.274"
"NewTechnology","Accessories","Home Office","June","Sum of Sales - Sum of Profit","531.4306"
"NewTechnology","Accessories","Home Office","June","(Sum of Sales - Sum of Profit)%","3.746600828801341"
"NewTechnology","Accessories","Home Office","July","Sum of Profit","1217.6195999999998"
"NewTechnology","Accessories","Home Office","July","Sum of Sales","3148.724"
"NewTechnology","Accessories","Home Office","July","Sum of Sales - Sum of Profit","1931.1044000000004"
"NewTechnology","Accessories","Home Office","July","(Sum of Sales - Sum of Profit)%","1.5859669144616273"
"NewTechnology","Accessories","Home Office","August","Sum of Profit","222.13030000000003"
"NewTechnology","Accessories","Home Office","August","Sum of Sales","1825.592"
"NewTechnology","Accessories","Home Office","August","Sum of Sales - Sum of Profit","1603.4617"
"NewTechnology","Accessories","Home Office","August","(Sum of Sales - Sum of Profit)%","7.218563608836795"
"NewTechnology","Accessories","Home Office","September","Sum of Profit","1222.1365000000005"
"NewTechnology","Accessories","Home Office","September","Sum of Sales","4175.526000000001"
"NewTechnology","Accessories","Home Office","September","Sum of Sales - Sum of Profit","2953.3895"
"NewTechnology","Accessories","Home Office","September","(Sum of Sales - Sum of Profit)%","2.4165790809782695"
"NewTechnology","Accessories","Home Office","October","Sum of Profit","813.3250999999998"
"NewTechnology","Accessories","Home Office","October","Sum of Sales","3496.9179999999997"
"NewTechnology","Accessories","Home Office","October","Sum of Sales - Sum of Profit","2683.5928999999996"
"NewTechnology","Accessories","Home Office","October","(Sum of Sales - Sum of Profit)%","3.2995328682220677"
"NewTechnology","Accessories","Home Office","November","Sum of Profit","1156.4280999999996"
"NewTechnology","Accessories","Home Office","November","Sum of Sales","4820.825999999998"
"NewTechnology","Accessories","Home Office","November","Sum of Sales - Sum of Profit","3664.3978999999986"
"NewTechnology","Accessories","Home Office","November","(Sum of Sales - Sum of Profit)%","3.168720908805311"
"NewTechnology","Accessories","Home Office","December","Sum of Profit","1871.577"
"NewTechnology","Accessories","Home Office","December","Sum of Sales","6527.6539999999995"
"NewTechnology","Accessories","Home Office","December","Sum of Sales - Sum of Profit","4656.076999999999"
"NewTechnology","Accessories","Home Office","December","(Sum of Sales - Sum of Profit)%","2.4877827628785774"
"NewTechnology","Copiers","Consumer","January","Sum of Profit",
"NewTechnology","Copiers","Consumer","January","Sum of Sales",
"NewTechnology","Copiers","Consumer","January","Sum of Sales - Sum of Profit",
"NewTechnology","Copiers","Consumer","January","(Sum of Sales - Sum of Profit)%",
"NewTechnology","Copiers","Consumer","February","Sum of Profit",
"NewTechnology","Copiers","Consumer","February","Sum of Sales",
"NewTechnology","Copiers","Consumer","February","Sum of Sales - Sum of Profit",
"NewTechnology","Copiers","Consumer","February","(Sum of Sales - Sum of Profit)%",
"NewTechnology","Copiers","Consumer","March","Sum of Profit","7217.9713999999985"
"NewTechnology","Copiers","Consumer","March","Sum of Sales","16079.912"
"NewTechnology","Copiers","Consumer","March","Sum of Sales - Sum of Profit","8861.940600000002"
"NewTechnology","Copiers","Consumer","March","(Sum of Sales - Sum of Profit)%","1.2277605588739244"
"NewTechnology","Copiers","Consumer","April","Sum of Profit","911.9713999999999"
"NewTechnology","Copiers","Consumer","April","Sum of Sales","2679.916"
"NewTechnology","Copiers","Consumer","April","Sum of Sales - Sum of Profit","1767.9446000000003"
"NewTechnology","Copiers","Consumer","April","(Sum of Sales - Sum of Profit)%","1.9385965393212994"
"NewTechnology","Copiers","Consumer","May","Sum of Profit","2464.9694999999992"
"NewTechnology","Copiers","Consumer","May","Sum of Sales","13479.873999999998"
"NewTechnology","Copiers","Consumer","May","Sum of Sales - Sum of Profit","11014.904499999999"
"NewTechnology","Copiers","Consumer","May","(Sum of Sales - Sum of Profit)%","4.46857638603642"
"NewTechnology","Copiers","Consumer","June","Sum of Profit",
"NewTechnology","Copiers","Consumer","June","Sum of Sales",
"NewTechnology","Copiers","Consumer","June","Sum of Sales - Sum of Profit",
"NewTechnology","Copiers","Consumer","June","(Sum of Sales - Sum of Profit)%",
"NewTechnology","Copiers","Consumer","July","Sum of Profit","1381.9772999999998"
"NewTechnology","Copiers","Consumer","July","Sum of Sales","5399.898000000001"
"NewTechnology","Copiers","Consumer","July","Sum of Sales - Sum of Profit","4017.9207000000015"
"NewTechnology","Copiers","Consumer","July","(Sum of Sales - Sum of Profit)%","2.9073709821427616"
"NewTechnology","Copiers","Consumer","August","Sum of Profit","524.9883"
"NewTechnology","Copiers","Consumer","August","Sum of Sales","1499.9660000000001"
"NewTechnology","Copiers","Consumer","August","Sum of Sales - Sum of Profit","974.9777000000001"
"NewTechnology","Copiers","Consumer","August","(Sum of Sales - Sum of Profit)%","1.8571417686832263"
"NewTechnology","Copiers","Consumer","September","Sum of Profit","3736.9065"
"NewTechnology","Copiers","Consumer","September","Sum of Sales","9999.758000000002"
"NewTechnology","Copiers","Consumer","September","Sum of Sales - Sum of Profit","6262.851500000002"
"NewTechnology","Copiers","Consumer","September","(Sum of Sales - Sum of Profit)%","1.6759454645172422"
"NewTechnology","Copiers","Consumer","October","Sum of Profit","786.9793999999999"
"NewTechnology","Copiers","Consumer","October","Sum of Sales","2479.936"
"NewTechnology","Copiers","Consumer","October","Sum of Sales - Sum of Profit","1692.9566000000002"
"NewTechnology","Copiers","Consumer","October","(Sum of Sales - Sum of Profit)%","2.151208278132821"
"NewTechnology","Copiers","Consumer","November","Sum of Profit","5531.9768"
"NewTechnology","Copiers","Consumer","November","Sum of Sales","12659.93"
"NewTechnology","Copiers","Consumer","November","Sum of Sales - Sum of Profit","7127.9532"
"NewTechnology","Copiers","Consumer","November","(Sum of Sales - Sum of Profit)%","1.2885001976147115"
"NewTechnology","Copiers","Consumer","December","Sum of Profit","1525.9699999999998"
"NewTechnology","Copiers","Consumer","December","Sum of Sales","5539.88"
"NewTechnology","Copiers","Consumer","December","Sum of Sales - Sum of Profit","4013.9100000000003"
"NewTechnology","Copiers","Consumer","December","(Sum of Sales - Sum of Profit)%","2.6303990248825344"
"NewTechnology","Copiers","Corporate","January","Sum of Profit","119.99599999999992"
"NewTechnology","Copiers","Corporate","January","Sum of Sales","959.9680000000001"
"NewTechnology","Copiers","Corporate","January","Sum of Sales - Sum of Profit","839.9720000000002"
"NewTechnology","Copiers","Corporate","January","(Sum of Sales - Sum of Profit)%","7.000000000000005"
"NewTechnology","Copiers","Corporate","February","Sum of Profit",
"NewTechnology","Copiers","Corporate","February","Sum of Sales",
"NewTechnology","Copiers","Corporate","February","Sum of Sales - Sum of Profit",
"NewTechnology","Copiers","Corporate","February","(Sum of Sales - Sum of Profit)%",
"NewTechnology","Copiers","Corporate","March","Sum of Profit","3490.4336000000003"
"NewTechnology","Copiers","Corporate","March","Sum of Sales","8549.84"
"NewTechnology","Copiers","Corporate","March","Sum of Sales - Sum of Profit","5059.4064"
"NewTechnology","Copiers","Corporate","March","(Sum of Sales - Sum of Profit)%","1.4495065598726757"
"NewTechnology","Copiers","Corporate","April","Sum of Profit","374.99249999999995"
"NewTechnology","Copiers","Corporate","April","Sum of Sales","1199.976"
"NewTechnology","Copiers","Corporate","April","Sum of Sales - Sum of Profit","824.9835000000002"
"NewTechnology","Copiers","Corporate","April","(Sum of Sales - Sum of Profit)%","2.2000000000000006"
"NewTechnology","Copiers","Corporate","May","Sum of Profit","204.9944999999999"
"NewTechnology","Copiers","Corporate","May","Sum of Sales","1559.964"
"NewTechnology","Copiers","Corporate","May","Sum of Sales - Sum of Profit","1354.9695000000002"
"NewTechnology","Copiers","Corporate","May","(Sum of Sales - Sum of Profit)%","6.6097846527589805"
"NewTechnology","Copiers","Corporate","June","Sum of Profit","314.9895"
"NewTechnology","Copiers","Corporate","June","Sum of Sales","899.97"
"NewTechnology","Copiers","Corporate","June","Sum of Sales - Sum of Profit","584.9805"
"NewTechnology","Copiers","Corporate","June","(Sum of Sales - Sum of Profit)%","1.857142857142857"
"NewTechnology","Copiers","Corporate","July","Sum of Profit","839.9860000000001"
"NewTechnology","Copiers","Corporate","July","Sum of Sales","2399.96"
"NewTechnology","Copiers","Corporate","July","Sum of Sales - Sum of Profit","1559.974"
"NewTechnology","Copiers","Corporate","July","(Sum of Sales - Sum of Profit)%","1.8571428571428568"
"NewTechnology","Copiers","Corporate","August","Sum of Profit","1204.9814999999999"
"NewTechnology","Copiers","Corporate","August","Sum of Sales","3679.9440000000004"
"NewTechnology","Copiers","Corporate","August","Sum of Sales - Sum of Profit","2474.9625000000005"
"NewTechnology","Copiers","Corporate","August","(Sum of Sales - Sum of Profit)%","2.0539423219360637"
"NewTechnology","Copiers","Corporate","September","Sum of Profit","107.99459999999999"
"NewTechnology","Copiers","Corporate","September","Sum of Sales","319.98400000000004"
"NewTechnology","Copiers","Corporate","September","Sum of Sales - Sum of Profit","211.98940000000005"
"NewTechnology","Copiers","Corporate","September","(Sum of Sales - Sum of Profit)%","1.9629629629629632"
"NewTechnology","Copiers","Corporate","October","Sum of Profit","8564.972999999998"
"NewTechnology","Copiers","Corporate","October","Sum of Sales","17939.941999999995"
"NewTechnology","Copiers","Corporate","October","Sum of Sales - Sum of Profit","9374.968999999997"
"NewTechnology","Copiers","Corporate","October","(Sum of Sales - Sum of Profit)%","1.0945707593007006"
"NewTechnology","Copiers","Corporate","November","Sum of Profit","473.99159999999995"
"NewTechnology","Copiers","Corporate","November","Sum of Sales","1939.964"
"NewTechnology","Copiers","Corporate","November","Sum of Sales - Sum of Profit","1465.9724"
"NewTechnology","Copiers","Corporate","November","(Sum of Sales - Sum of Profit)%","3.0928235859032105"
"NewTechnology","Copiers","Corporate","December","Sum of Profit","3292.9460999999997"
"NewTechnology","Copiers","Corporate","December","Sum of Sales","7379.874000000001"
"NewTechnology","Copiers","Corporate","December","Sum of Sales - Sum of Profit","4086.927900000001"
"NewTechnology","Copiers","Corporate","December","(Sum of Sales - Sum of Profit)%","1.2411159417398303"
"NewTechnology","Copiers","Home Office","January","Sum of Profit","1379.9769999999999"
"NewTechnology","Copiers","Home Office","January","Sum of Sales","2999.95"
"NewTechnology","Copiers","Home Office","January","Sum of Sales - Sum of Profit","1619.973"
"NewTechnology","Copiers","Home Office","January","(Sum of Sales - Sum of Profit)%","1.173913043478261"
"NewTechnology","Copiers","Home Office","February","Sum of Profit",
"NewTechnology","Copiers","Home Office","February","Sum of Sales",
"NewTechnology","Copiers","Home Office","February","Sum of Sales - Sum of Profit",
"NewTechnology","Copiers","Home Office","February","(Sum of Sales - Sum of Profit)%",
"NewTechnology","Copiers","Home Office","March","Sum of Profit","335.99440000000004"
"NewTechnology","Copiers","Home Office","March","Sum of Sales","959.984"
"NewTechnology","Copiers","Home Office","March","Sum of Sales - Sum of Profit","623.9896"
"NewTechnology","Copiers","Home Office","March","(Sum of Sales - Sum of Profit)%","1.857142857142857"
"NewTechnology","Copiers","Home Office","April","Sum of Profit",
"NewTechnology","Copiers","Home Office","April","Sum of Sales",
"NewTechnology","Copiers","Home Office","April","Sum of Sales - Sum of Profit",
"NewTechnology","Copiers","Home Office","April","(Sum of Sales - Sum of Profit)%",
"NewTechnology","Copiers","Home Office","May","Sum of Profit","1049.985"
"NewTechnology","Copiers","Home Office","May","Sum of Sales","3359.952"
"NewTechnology","Copiers","Home Office","May","Sum of Sales - Sum of Profit","2309.9670000000006"
"NewTechnology","Copiers","Home Office","May","(Sum of Sales - Sum of Profit)%","2.2000000000000006"
"NewTechnology","Copiers","Home Office","June","Sum of Profit",
"NewTechnology","Copiers","Home Office","June","Sum of Sales",
"NewTechnology","Copiers","Home Office","June","Sum of Sales - Sum of Profit",
"NewTechnology","Copiers","Home Office","June","(Sum of Sales - Sum of Profit)%",
"NewTechnology","Copiers","Home Office","July","Sum of Profit","539.9819999999999"
"NewTechnology","Copiers","Home Office","July","Sum of Sales","1979.9340000000002"
"NewTechnology","Copiers","Home Office","July","Sum of Sales - Sum of Profit","1439.9520000000002"
"NewTechnology","Copiers","Home Office","July","(Sum of Sales - Sum of Profit)%","2.666666666666668"
"NewTechnology","Copiers","Home Office","August","Sum of Profit","274.995"
"NewTechnology","Copiers","Home Office","August","Sum of Sales","549.99"
"NewTechnology","Copiers","Home Office","August","Sum of Sales - Sum of Profit","274.995"
"NewTechnology","Copiers","Home Office","August","(Sum of Sales - Sum of Profit)%","1"
"NewTechnology","Copiers","Home Office","September","Sum of Profit",
"NewTechnology","Copiers","Home Office","September","Sum of Sales",
"NewTechnology","Copiers","Home Office","September","Sum of Sales - Sum of Profit",
"NewTechnology","Copiers","Home Office","September","(Sum of Sales - Sum of Profit)%",
"NewTechnology","Copiers","Home Office","October","Sum of Profit","6511.945599999999"
"NewTechnology","Copiers","Home Office","October","Sum of Sales","16599.878"
"NewTechnology","Copiers","Home Office","October","Sum of Sales - Sum of Profit","10087.932400000002"
"NewTechnology","Copiers","Home Office","October","(Sum of Sales - Sum of Profit)%","1.5491426095451417"
"NewTechnology","Copiers","Home Office","November","Sum of Profit","274.995"
"NewTechnology","Copiers","Home Office","November","Sum of Sales","549.99"
"NewTechnology","Copiers","Home Office","November","Sum of Sales - Sum of Profit","274.995"
"NewTechnology","Copiers","Home Office","November","(Sum of Sales - Sum of Profit)%","1"
"NewTechnology","Copiers","Home Office","December","Sum of Profit","2175.9614"
"NewTechnology","Copiers","Home Office","December","Sum of Sales","5879.896000000001"
"NewTechnology","Copiers","Home Office","December","Sum of Sales - Sum of Profit","3703.9346000000005"
"NewTechnology","Copiers","Home Office","December","(Sum of Sales - Sum of Profit)%","1.7022060225884525"
"NewTechnology","Machines","Consumer","January","Sum of Profit","215.99729999999977"
"NewTechnology","Machines","Consumer","January","Sum of Sales","1919.976"
"NewTechnology","Machines","Consumer","January","Sum of Sales - Sum of Profit","1703.9787000000003"
"NewTechnology","Machines","Consumer","January","(Sum of Sales - Sum of Profit)%","7.888888888888899"
"NewTechnology","Machines","Consumer","February","Sum of Profit","2799.9839999999995"
"NewTechnology","Machines","Consumer","February","Sum of Sales","8749.95"
"NewTechnology","Machines","Consumer","February","Sum of Sales - Sum of Profit","5949.966000000001"
"NewTechnology","Machines","Consumer","February","(Sum of Sales - Sum of Profit)%","2.125000000000001"
"NewTechnology","Machines","Consumer","March","Sum of Profit","2434.5552"
"NewTechnology","Machines","Consumer","March","Sum of Sales","5187.84"
"NewTechnology","Machines","Consumer","March","Sum of Sales - Sum of Profit","2753.2848000000004"
"NewTechnology","Machines","Consumer","March","(Sum of Sales - Sum of Profit)%","1.1309190278372003"
"NewTechnology","Machines","Consumer","April","Sum of Profit","770.0435"
"NewTechnology","Machines","Consumer","April","Sum of Sales","1739.864"
"NewTechnology","Machines","Consumer","April","Sum of Sales - Sum of Profit","969.8205"
"NewTechnology","Machines","Consumer","April","(Sum of Sales - Sum of Profit)%","1.2594359929016998"
"NewTechnology","Machines","Consumer","May","Sum of Profit","1407.7446999999993"
"NewTechnology","Machines","Consumer","May","Sum of Sales","8528.123"
"NewTechnology","Machines","Consumer","May","Sum of Sales - Sum of Profit","7120.3783"
"NewTechnology","Machines","Consumer","May","(Sum of Sales - Sum of Profit)%","5.058003983250659"
"NewTechnology","Machines","Consumer","June","Sum of Profit","731.2723999999994"
"NewTechnology","Machines","Consumer","June","Sum of Sales","7599.911"
"NewTechnology","Machines","Consumer","June","Sum of Sales - Sum of Profit","6868.6386"
"NewTechnology","Machines","Consumer","June","(Sum of Sales - Sum of Profit)%","9.392722328916019"
"NewTechnology","Machines","Consumer","July","Sum of Profit","209.23649999999998"
"NewTechnology","Machines","Consumer","July","Sum of Sales","464.97"
"NewTechnology","Machines","Consumer","July","Sum of Sales - Sum of Profit","255.73350000000005"
"NewTechnology","Machines","Consumer","July","(Sum of Sales - Sum of Profit)%","1.2222222222222225"
"NewTechnology","Machines","Consumer","August","Sum of Profit","1557.1238"
"NewTechnology","Machines","Consumer","August","Sum of Sales","4581.552"
"NewTechnology","Machines","Consumer","August","Sum of Sales - Sum of Profit","3024.4281999999994"
"NewTechnology","Machines","Consumer","August","(Sum of Sales - Sum of Profit)%","1.9423171105598664"
"NewTechnology","Machines","Consumer","September","Sum of Profit","-708.1861000000024"
"NewTechnology","Machines","Consumer","September","Sum of Sales","18933.686999999998"
"NewTechnology","Machines","Consumer","September","Sum of Sales - Sum of Profit","19641.8731"
"NewTechnology","Machines","Consumer","September","(Sum of Sales - Sum of Profit)%","27.735468261802843"
"NewTechnology","Machines","Consumer","October","Sum of Profit","-39.09429999999996"
"NewTechnology","Machines","Consumer","October","Sum of Sales","471.15400000000005"
"NewTechnology","Machines","Consumer","October","Sum of Sales - Sum of Profit","510.24830000000003"
"NewTechnology","Machines","Consumer","October","(Sum of Sales - Sum of Profit)%","13.051731326561686"
"NewTechnology","Machines","Consumer","November","Sum of Profit","-6700.538800000001"
"NewTechnology","Machines","Consumer","November","Sum of Sales","8288.326000000001"
"NewTechnology","Machines","Consumer","November","Sum of Sales - Sum of Profit","14988.864800000003"
"NewTechnology","Machines","Consumer","November","(Sum of Sales - Sum of Profit)%","2.2369641080206866"
"NewTechnology","Machines","Consumer","December","Sum of Profit","-537.0764000000013"
"NewTechnology","Machines","Consumer","December","Sum of Sales","13077.472000000002"
"NewTechnology","Machines","Consumer","December","Sum of Sales - Sum of Profit","13614.548400000003"
"NewTechnology","Machines","Consumer","December","(Sum of Sales - Sum of Profit)%","25.349370033760508"
"NewTechnology","Machines","Corporate","January","Sum of Profit","-298.2320000000004"
