Model3_Invoice_Table.Invoice Date,Model3_Invoice_Table.Order Date,Model3_Invoice_Table.Shipping Date,Model3_Invoice_Table.Bill To Address,Model3_Invoice_Table.Shipping Address,Model3_Invoice_Table.Company Name,Model3_Invoice_Table.Company Address,Model3_Invoice_Table.Date,Model3_Invoice_Table.Phone,Model3_Invoice_Table.Invoice Number,Model3_Invoice_Table.Item Code,Model3_Invoice_Table.Description,Sum(Model3_Invoice_Table.Unit Price),Sum(Model3_Invoice_Table.Quantity),Sum(Model3_Invoice_Table.Discount),Sum(Model3_Invoice_Table.Price)
25/04/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D31919,Invoice - D31919,,,,
02/06/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D31919,Invoice - D31919,,,,
12/06/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D31919,Invoice - D31919,,,,
03/07/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D31919,Invoice - D31919,,,,
12/02/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D31931,Invoice - D31931,432,31,22,13370
25/04/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D31931,Invoice - D31931,,,,
02/06/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D31931,Invoice - D31931,,,,
12/06/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D31931,Invoice - D31931,,,,
03/07/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D31931,Invoice - D31931,,,,
12/02/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D33616,Invoice - D33616,357,26,22,9260
25/04/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D33616,Invoice - D33616,,,,
02/06/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D33616,Invoice - D33616,,,,
12/06/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D33616,Invoice - D33616,,,,
03/07/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D33616,Invoice - D33616,,,,
12/02/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D34382,Invoice - D34382,210,15,31,3119
25/04/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D34382,Invoice - D34382,,,,
02/06/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D34382,Invoice - D34382,,,,
12/06/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D34382,Invoice - D34382,,,,
03/07/2021,12/02/2021,17/02/2021,9189 Mesa Maricopa County Arizona United States,9189 Mesa Maricopa County Arizona United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",12/04/2020,540-1290-160,100120,D34382,Invoice - D34382,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D11797,Invoice-D11797,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D11797,Invoice-D11797,184,45,67,8213
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D11797,Invoice-D11797,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D11797,Invoice-D11797,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D11797,Invoice-D11797,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D12113,Invoice-D12113,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D12113,Invoice-D12113,359,45,65,16090
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D12113,Invoice-D12113,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D12113,Invoice-D12113,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D12113,Invoice-D12113,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D17813,Invoice-D17813,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D17813,Invoice-D17813,264,35,62,9178
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D17813,Invoice-D17813,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D17813,Invoice-D17813,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D17813,Invoice-D17813,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D18652,Invoice-D18652,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D18652,Invoice-D18652,417,38,64,15782
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D18652,Invoice-D18652,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D18652,Invoice-D18652,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D18652,Invoice-D18652,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D19600,Invoice-D19600,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D19600,Invoice-D19600,284,36,33,10191
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D19600,Invoice-D19600,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D19600,Invoice-D19600,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D19600,Invoice-D19600,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D20086,Invoice-D20086,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D20086,Invoice-D20086,429,45,33,19272
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D20086,Invoice-D20086,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D20086,Invoice-D20086,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D20086,Invoice-D20086,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D21426,Invoice-D21426,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D21426,Invoice-D21426,454,38,59,17193
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D21426,Invoice-D21426,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D21426,Invoice-D21426,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D21426,Invoice-D21426,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D22882,Invoice-D22882,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D22882,Invoice-D22882,100,42,47,4153
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D22882,Invoice-D22882,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D22882,Invoice-D22882,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D22882,Invoice-D22882,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24071,Invoice-D24071,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24071,Invoice-D24071,336,30,33,10047
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24071,Invoice-D24071,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24071,Invoice-D24071,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24071,Invoice-D24071,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24221,Invoice-D24221,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24221,Invoice-D24221,404,41,57,16507
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24221,Invoice-D24221,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24221,Invoice-D24221,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24221,Invoice-D24221,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24366,Invoice-D24366,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24366,Invoice-D24366,402,40,69,16011
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24366,Invoice-D24366,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24366,Invoice-D24366,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D24366,Invoice-D24366,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D27458,Invoice-D27458,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D27458,Invoice-D27458,288,36,55,10313
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D27458,Invoice-D27458,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D27458,Invoice-D27458,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D27458,Invoice-D27458,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D27920,Invoice-D27920,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D27920,Invoice-D27920,472,50,56,23544
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D27920,Invoice-D27920,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D27920,Invoice-D27920,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D27920,Invoice-D27920,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D28436,Invoice-D28436,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D28436,Invoice-D28436,290,42,55,12125
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D28436,Invoice-D28436,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D28436,Invoice-D28436,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D28436,Invoice-D28436,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D28967,Invoice-D28967,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D28967,Invoice-D28967,234,59,31,13775
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D28967,Invoice-D28967,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D28967,Invoice-D28967,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D28967,Invoice-D28967,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D30106,Invoice-D30106,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D30106,Invoice-D30106,388,41,35,15873
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D30106,Invoice-D30106,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D30106,Invoice-D30106,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D30106,Invoice-D30106,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D30392,Invoice-D30392,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D30392,Invoice-D30392,484,55,56,26564
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D30392,Invoice-D30392,,,,
12/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D30392,Invoice-D30392,,,,
03/07/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D30392,Invoice-D30392,,,,
12/02/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D32436,Invoice-D32436,,,,
25/04/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D32436,Invoice-D32436,209,31,43,6436
02/06/2021,25/04/2021,30/04/2021,2096 Montgomery Montgomery County Alabama United States,2096 Montgomery Montgomery County Alabama United States,Contoso Ltd,"567, Walnut Lane, Moline, MO 098765",13/05/2021,340-1290-160,100130,D32436,Invoice-D32436,,,,
