Category,Sub-Category,Ship Mode,Value Column Name,Value
"Office Supplies","Supplies","Same Day","Sales - Quantity","476.31"
"Office Supplies","Supplies","Same Day","(Sales - Quantity)%","14.009117647058824"
"Office Supplies","Supplies","Same Day","Sales - Profit","431.3698"
"Office Supplies","Supplies","Same Day","(Sales - Profit)%","5.464513644505588"
"Office Supplies","Supplies","Same Day","Profit - Quantity","44.940200000000004"
"Office Supplies","Supplies","Same Day","(Profit - Quantity)%","1.3217705882352941"
"Office Supplies","Supplies","Second Class","Quantity","152"
"Office Supplies","Supplies","Second Class","Profit","-505.5624"
"Office Supplies","Supplies","Second Class","Sales","29378.41"
"Office Supplies","Supplies","Second Class","Sales - Quantity","29226.41"
"Office Supplies","Supplies","Second Class","(Sales - Quantity)%","192.27901315789472"
"Office Supplies","Supplies","Second Class","Sales - Profit","29883.9724"
"Office Supplies","Supplies","Second Class","(Sales - Profit)%","59.11035393454893"
"Office Supplies","Supplies","Second Class","Profit - Quantity","-657.5624"
"Office Supplies","Supplies","Second Class","(Profit - Quantity)%","-4.326068421052632"
"Office Supplies","Supplies","Standard Class","Quantity","387"
"Office Supplies","Supplies","Standard Class","Profit","-875.5835"
"Office Supplies","Supplies","Standard Class","Sales","13216.524"
"Office Supplies","Supplies","Standard Class","Sales - Quantity","12829.524"
"Office Supplies","Supplies","Standard Class","(Sales - Quantity)%","33.15122480620155"
"Office Supplies","Supplies","Standard Class","Sales - Profit","14092.1075"
"Office Supplies","Supplies","Standard Class","(Sales - Profit)%","16.094532960020377"
"Office Supplies","Supplies","Standard Class","Profit - Quantity","-1262.5835"
"Office Supplies","Supplies","Standard Class","(Profit - Quantity)%","-3.262489664082687"
"Office Supplies","Art","First Class","Quantity","414"
"Office Supplies","Art","First Class","Profit","750.35"
"Office Supplies","Art","First Class","Sales","3470.088"
"Office Supplies","Art","First Class","Sales - Quantity","3056.088"
"Office Supplies","Art","First Class","(Sales - Quantity)%","7.381855072463768"
"Office Supplies","Art","First Class","Sales - Profit","2719.7380000000003"
"Office Supplies","Art","First Class","(Sales - Profit)%","3.6246258412740726"
"Office Supplies","Art","First Class","Profit - Quantity","336.35"
"Office Supplies","Art","First Class","(Profit - Quantity)%","0.8124396135265701"
"Office Supplies","Art","Same Day","Quantity","133"
"Office Supplies","Art","Same Day","Profit","403.4431"
"Office Supplies","Art","Same Day","Sales","1437.476"
"Office Supplies","Art","Same Day","Sales - Quantity","1304.476"
"Office Supplies","Art","Same Day","(Sales - Quantity)%","9.80809022556391"
"Office Supplies","Art","Same Day","Sales - Profit","1034.0329000000002"
"Office Supplies","Art","Same Day","(Sales - Profit)%","2.5630204110567267"
"Office Supplies","Art","Same Day","Profit - Quantity","270.4431"
"Office Supplies","Art","Same Day","(Profit - Quantity)%","2.0334067669172935"
"Office Supplies","Art","Second Class","Quantity","585"
"Office Supplies","Art","Second Class","Profit","1299.1289"
"Office Supplies","Art","Second Class","Sales","5270.03"
"Office Supplies","Art","Second Class","Sales - Quantity","4685.03"
"Office Supplies","Art","Second Class","(Sales - Quantity)%","8.00859829059829"
"Office Supplies","Art","Second Class","Sales - Profit","3970.9011"
"Office Supplies","Art","Second Class","(Sales - Profit)%","3.056587456410215"
"Office Supplies","Art","Second Class","Profit - Quantity","714.1288999999999"
"Office Supplies","Art","Second Class","(Profit - Quantity)%","1.2207331623931623"
"Office Supplies","Art","Standard Class","Quantity","1868"
"Office Supplies","Art","Standard Class","Profit","4074.865"
"Office Supplies","Art","Standard Class","Sales","16941.198"
"Office Supplies","Art","Standard Class","Sales - Quantity","15073.198"
"Office Supplies","Art","Standard Class","(Sales - Quantity)%","8.06916381156317"
"Office Supplies","Art","Standard Class","Sales - Profit","12866.333"
"Office Supplies","Art","Standard Class","(Sales - Profit)%","3.157486935149999"
"Office Supplies","Art","Standard Class","Profit - Quantity","2206.865"
"Office Supplies","Art","Standard Class","(Profit - Quantity)%","1.1814052462526765"
"Office Supplies","Envelopes","First Class","Quantity","114"
"Office Supplies","Envelopes","First Class","Profit","1001.5961"
"Office Supplies","Envelopes","First Class","Sales","2563.456"
"Office Supplies","Envelopes","First Class","Sales - Quantity","2449.456"
"Office Supplies","Envelopes","First Class","(Sales - Quantity)%","21.486456140350878"
"Office Supplies","Envelopes","First Class","Sales - Profit","1561.8599000000002"
"Office Supplies","Envelopes","First Class","(Sales - Profit)%","1.5593709879661075"
"Office Supplies","Envelopes","First Class","Profit - Quantity","887.5961"
"Office Supplies","Envelopes","First Class","(Profit - Quantity)%","7.785930701754386"
"Office Supplies","Envelopes","Same Day","Quantity","58"
"Office Supplies","Envelopes","Same Day","Profit","348.8148"
"Office Supplies","Envelopes","Same Day","Sales","790.476"
"Office Supplies","Envelopes","Same Day","Sales - Quantity","732.476"
"Office Supplies","Envelopes","Same Day","(Sales - Quantity)%","12.628896551724138"
"Office Supplies","Envelopes","Same Day","Sales - Profit","441.6612"
"Office Supplies","Envelopes","Same Day","(Sales - Profit)%","1.2661767791962957"
"Office Supplies","Envelopes","Same Day","Profit - Quantity","290.8148"
"Office Supplies","Envelopes","Same Day","(Profit - Quantity)%","5.014048275862069"
"Office Supplies","Envelopes","Second Class","Quantity","186"
"Office Supplies","Envelopes","Second Class","Profit","1280.4035"
"Office Supplies","Envelopes","Second Class","Sales","2847.608"
"Office Supplies","Envelopes","Second Class","Sales - Quantity","2661.608"
"Office Supplies","Envelopes","Second Class","(Sales - Quantity)%","14.309720430107529"
"Office Supplies","Envelopes","Second Class","Sales - Profit","1567.2045000000003"
"Office Supplies","Envelopes","Second Class","(Sales - Profit)%","1.223992671060334"
"Office Supplies","Envelopes","Second Class","Profit - Quantity","1094.4035"
"Office Supplies","Envelopes","Second Class","(Profit - Quantity)%","5.883889784946237"
"Office Supplies","Envelopes","Standard Class","Quantity","548"
"Office Supplies","Envelopes","Standard Class","Profit","4333.3623"
"Office Supplies","Envelopes","Standard Class","Sales","10274.862"
"Office Supplies","Envelopes","Standard Class","Sales - Quantity","9726.862"
"Office Supplies","Envelopes","Standard Class","(Sales - Quantity)%","17.74974817518248"
"Office Supplies","Envelopes","Standard Class","Sales - Profit","5941.499699999999"
"Office Supplies","Envelopes","Standard Class","(Sales - Profit)%","1.3711061500673507"
"Office Supplies","Envelopes","Standard Class","Profit - Quantity","3785.3623"
"Office Supplies","Envelopes","Standard Class","(Profit - Quantity)%","6.907595437956204"
"Office Supplies","Labels","First Class","Quantity","250"
"Office Supplies","Labels","First Class","Profit","804.7152"
"Office Supplies","Labels","First Class","Sales","1835.98"
"Office Supplies","Labels","First Class","Sales - Quantity","1585.98"
"Office Supplies","Labels","First Class","(Sales - Quantity)%","6.34392"
"Office Supplies","Labels","First Class","Sales - Profit","1031.2648"
"Office Supplies","Labels","First Class","(Sales - Profit)%","1.2815276758783731"
"Office Supplies","Labels","First Class","Profit - Quantity","554.7152"
"Office Supplies","Labels","First Class","(Profit - Quantity)%","2.2188608"
"Office Supplies","Labels","Same Day","Quantity","68"
"Office Supplies","Labels","Same Day","Profit","245.5642"
"Office Supplies","Labels","Same Day","Sales","566.448"
"Office Supplies","Labels","Same Day","Sales - Quantity","498.448"
"Office Supplies","Labels","Same Day","(Sales - Quantity)%","7.330117647058824"
"Office Supplies","Labels","Same Day","Sales - Profit","320.88379999999995"
"Office Supplies","Labels","Same Day","(Sales - Profit)%","1.3067206050393336"
"Office Supplies","Labels","Same Day","Profit - Quantity","177.5642"
"Office Supplies","Labels","Same Day","(Profit - Quantity)%","2.6112382352941177"
"Office Supplies","Labels","Second Class","Quantity","252"
"Office Supplies","Labels","Second Class","Profit","1466.7881"
"Office Supplies","Labels","Second Class","Sales","3352.534"
"Office Supplies","Labels","Second Class","Sales - Quantity","3100.534"
"Office Supplies","Labels","Second Class","(Sales - Quantity)%","12.30370634920635"
"Office Supplies","Labels","Second Class","Sales - Profit","1885.7459000000001"
"Office Supplies","Labels","Second Class","(Sales - Profit)%","1.2856293966388193"
"Office Supplies","Labels","Second Class","Profit - Quantity","1214.7881"
"Office Supplies","Labels","Second Class","(Profit - Quantity)%","4.820587698412698"
"Office Supplies","Labels","Standard Class","Quantity","830"
"Office Supplies","Labels","Standard Class","Profit","3029.1865"
"Office Supplies","Labels","Standard Class","Sales","6731.35"
"Office Supplies","Labels","Standard Class","Sales - Quantity","5901.35"
"Office Supplies","Labels","Standard Class","(Sales - Quantity)%","7.110060240963856"
"Office Supplies","Labels","Standard Class","Sales - Profit","3702.1635000000006"
"Office Supplies","Labels","Standard Class","(Sales - Profit)%","1.222164267535195"
"Office Supplies","Labels","Standard Class","Profit - Quantity","2199.1865"
"Office Supplies","Labels","Standard Class","(Profit - Quantity)%","2.649622289156626"
"Office Supplies","Fasteners","First Class","Quantity","106"
"Office Supplies","Fasteners","First Class","Profit","127.0752"
"Office Supplies","Fasteners","First Class","Sales","357.598"
"Office Supplies","Fasteners","First Class","Sales - Quantity","251.598"
"Office Supplies","Fasteners","First Class","(Sales - Quantity)%","2.3735660377358494"
"Office Supplies","Fasteners","First Class","Sales - Profit","230.52280000000002"
"Office Supplies","Fasteners","First Class","(Sales - Profit)%","1.8140660018634636"
"Office Supplies","Fasteners","First Class","Profit - Quantity","21.075199999999995"
"Office Supplies","Fasteners","First Class","(Profit - Quantity)%","0.19882264150943393"
"Office Supplies","Fasteners","Same Day","Quantity","53"
"Office Supplies","Fasteners","Same Day","Profit","46.1181"
"Office Supplies","Fasteners","Same Day","Sales","139.752"
"Office Supplies","Fasteners","Same Day","Sales - Quantity","86.75200000000001"
"Office Supplies","Fasteners","Same Day","(Sales - Quantity)%","1.6368301886792453"
"Office Supplies","Fasteners","Same Day","Sales - Profit","93.63390000000001"
"Office Supplies","Fasteners","Same Day","(Sales - Profit)%","2.0303069727503953"
"Office Supplies","Fasteners","Same Day","Profit - Quantity","-6.881900000000002"
"Office Supplies","Fasteners","Same Day","(Profit - Quantity)%","-0.12984716981132077"
"Office Supplies","Fasteners","Second Class","Quantity","168"
"Office Supplies","Fasteners","Second Class","Profit","158.0298"
"Office Supplies","Fasteners","Second Class","Sales","478.018"
"Office Supplies","Fasteners","Second Class","Sales - Quantity","310.018"
"Office Supplies","Fasteners","Second Class","(Sales - Quantity)%","1.845345238095238"
"Office Supplies","Fasteners","Second Class","Sales - Profit","319.9882"
"Office Supplies","Fasteners","Second Class","(Sales - Profit)%","2.0248598682020735"
"Office Supplies","Fasteners","Second Class","Profit - Quantity","-9.970200000000006"
"Office Supplies","Fasteners","Second Class","(Profit - Quantity)%","-0.059346428571428606"
"Office Supplies","Fasteners","Standard Class","Quantity","587"
"Office Supplies","Fasteners","Standard Class","Profit","618.2951"
"Office Supplies","Fasteners","Standard Class","Sales","2048.912"
"Office Supplies","Fasteners","Standard Class","Sales - Quantity","1461.9119999999998"
"Office Supplies","Fasteners","Standard Class","(Sales - Quantity)%","2.490480408858603"
"Office Supplies","Fasteners","Standard Class","Sales - Profit","1430.6168999999998"
"Office Supplies","Fasteners","Standard Class","(Sales - Profit)%","2.313809215049577"
"Office Supplies","Fasteners","Standard Class","Profit - Quantity","31.295100000000048"
"Office Supplies","Fasteners","Standard Class","(Profit - Quantity)%","0.0533136286201023"
