Orders.Order Date.Variation.Date Hierarchy.Day,Orders.Order Date.Variation.Date Hierarchy.Month,Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Sum(Orders.Profit),Sum(Orders.Quantity),Sum(Orders.Sales)
3,May,Qtr 2,2014,Office Supplies,Appliances,,,
4,May,Qtr 2,2014,Office Supplies,Appliances,19.034399999999998,4,57.68
5,May,Qtr 2,2014,Office Supplies,Appliances,,,
6,May,Qtr 2,2014,Office Supplies,Appliances,,,
7,May,Qtr 2,2014,Office Supplies,Appliances,,,
8,May,Qtr 2,2014,Office Supplies,Appliances,,,
9,May,Qtr 2,2014,Office Supplies,Appliances,,,
10,May,Qtr 2,2014,Office Supplies,Appliances,,,
11,May,Qtr 2,2014,Office Supplies,Appliances,9.695699999999999,3,35.910000000000004
12,May,Qtr 2,2014,Office Supplies,Appliances,,,
13,May,Qtr 2,2014,Office Supplies,Appliances,,,
14,May,Qtr 2,2014,Office Supplies,Appliances,,,
16,May,Qtr 2,2014,Office Supplies,Appliances,,,
17,May,Qtr 2,2014,Office Supplies,Appliances,,,
18,May,Qtr 2,2014,Office Supplies,Appliances,,,
19,May,Qtr 2,2014,Office Supplies,Appliances,,,
20,May,Qtr 2,2014,Office Supplies,Appliances,9.3184,4,33.28
21,May,Qtr 2,2014,Office Supplies,Appliances,68.84639999999999,6,245.88
22,May,Qtr 2,2014,Office Supplies,Appliances,,,
23,May,Qtr 2,2014,Office Supplies,Appliances,56.20320000000001,1,208.16
24,May,Qtr 2,2014,Office Supplies,Appliances,,,
25,May,Qtr 2,2014,Office Supplies,Appliances,-166.32000000000005,2,75.59999999999998
26,May,Qtr 2,2014,Office Supplies,Appliances,,,
27,May,Qtr 2,2014,Office Supplies,Appliances,,,
28,May,Qtr 2,2014,Office Supplies,Appliances,,,
30,May,Qtr 2,2014,Office Supplies,Appliances,77.86349999999999,3,235.95000000000002
31,May,Qtr 2,2014,Office Supplies,Appliances,,,
1,June,Qtr 2,2014,Office Supplies,Appliances,508.4484999999999,10,1568.77
2,June,Qtr 2,2014,Office Supplies,Appliances,,,
3,June,Qtr 2,2014,Office Supplies,Appliances,,,
4,June,Qtr 2,2014,Office Supplies,Appliances,4.0456,4,15.56
6,June,Qtr 2,2014,Office Supplies,Appliances,,,
7,June,Qtr 2,2014,Office Supplies,Appliances,,,
8,June,Qtr 2,2014,Office Supplies,Appliances,,,
9,June,Qtr 2,2014,Office Supplies,Appliances,34.46999999999999,5,114.9
10,June,Qtr 2,2014,Office Supplies,Appliances,,,
13,June,Qtr 2,2014,Office Supplies,Appliances,,,
14,June,Qtr 2,2014,Office Supplies,Appliances,,,
15,June,Qtr 2,2014,Office Supplies,Appliances,,,
16,June,Qtr 2,2014,Office Supplies,Appliances,,,
17,June,Qtr 2,2014,Office Supplies,Appliances,,,
18,June,Qtr 2,2014,Office Supplies,Appliances,,,
20,June,Qtr 2,2014,Office Supplies,Appliances,155.72699999999998,6,471.90000000000003
21,June,Qtr 2,2014,Office Supplies,Appliances,30.751399999999997,5,104.116
22,June,Qtr 2,2014,Office Supplies,Appliances,,,
23,June,Qtr 2,2014,Office Supplies,Appliances,,,
24,June,Qtr 2,2014,Office Supplies,Appliances,,,
25,June,Qtr 2,2014,Office Supplies,Appliances,,,
27,June,Qtr 2,2014,Office Supplies,Appliances,,,
28,June,Qtr 2,2014,Office Supplies,Appliances,,,
29,June,Qtr 2,2014,Office Supplies,Appliances,,,
30,June,Qtr 2,2014,Office Supplies,Appliances,,,
1,July,Qtr 3,2014,Office Supplies,Appliances,,,
2,July,Qtr 3,2014,Office Supplies,Appliances,,,
4,July,Qtr 3,2014,Office Supplies,Appliances,3.2432000000000016,2,32.432
5,July,Qtr 3,2014,Office Supplies,Appliances,,,
6,July,Qtr 3,2014,Office Supplies,Appliances,,,
7,July,Qtr 3,2014,Office Supplies,Appliances,,,
8,July,Qtr 3,2014,Office Supplies,Appliances,,,
9,July,Qtr 3,2014,Office Supplies,Appliances,,,
11,July,Qtr 3,2014,Office Supplies,Appliances,,,
12,July,Qtr 3,2014,Office Supplies,Appliances,,,
13,July,Qtr 3,2014,Office Supplies,Appliances,,,
14,July,Qtr 3,2014,Office Supplies,Appliances,11.054400000000001,1,39.48
15,July,Qtr 3,2014,Office Supplies,Appliances,,,
18,July,Qtr 3,2014,Office Supplies,Appliances,,,
19,July,Qtr 3,2014,Office Supplies,Appliances,,,
20,July,Qtr 3,2014,Office Supplies,Appliances,,,
21,July,Qtr 3,2014,Office Supplies,Appliances,-12.979200000000002,3,4.991999999999999
22,July,Qtr 3,2014,Office Supplies,Appliances,,,
23,July,Qtr 3,2014,Office Supplies,Appliances,,,
25,July,Qtr 3,2014,Office Supplies,Appliances,,,
26,July,Qtr 3,2014,Office Supplies,Appliances,-12.090000000000003,2,4.8359999999999985
27,July,Qtr 3,2014,Office Supplies,Appliances,,,
28,July,Qtr 3,2014,Office Supplies,Appliances,,,
30,July,Qtr 3,2014,Office Supplies,Appliances,,,
1,August,Qtr 3,2014,Office Supplies,Appliances,10.224499999999994,1,62.92000000000001
2,August,Qtr 3,2014,Office Supplies,Appliances,,,
3,August,Qtr 3,2014,Office Supplies,Appliances,0.29249999999999987,1,2.6
4,August,Qtr 3,2014,Office Supplies,Appliances,332.6592000000001,5,1191.71
5,August,Qtr 3,2014,Office Supplies,Appliances,22.251600000000003,3,79.47
6,August,Qtr 3,2014,Office Supplies,Appliances,,,
8,August,Qtr 3,2014,Office Supplies,Appliances,59.30479999999998,5,243.655
9,August,Qtr 3,2014,Office Supplies,Appliances,,,
11,August,Qtr 3,2014,Office Supplies,Appliances,,,
12,August,Qtr 3,2014,Office Supplies,Appliances,15.843599999999995,6,211.248
15,August,Qtr 3,2014,Office Supplies,Appliances,59.941799999999986,8,305.15
16,August,Qtr 3,2014,Office Supplies,Appliances,,,
17,August,Qtr 3,2014,Office Supplies,Appliances,,,
19,August,Qtr 3,2014,Office Supplies,Appliances,,,
20,August,Qtr 3,2014,Office Supplies,Appliances,,,
22,August,Qtr 3,2014,Office Supplies,Appliances,,,
23,August,Qtr 3,2014,Office Supplies,Appliances,,,
24,August,Qtr 3,2014,Office Supplies,Appliances,,,
25,August,Qtr 3,2014,Office Supplies,Appliances,,,
26,August,Qtr 3,2014,Office Supplies,Appliances,,,
27,August,Qtr 3,2014,Office Supplies,Appliances,,,
29,August,Qtr 3,2014,Office Supplies,Appliances,,,
30,August,Qtr 3,2014,Office Supplies,Appliances,,,
31,August,Qtr 3,2014,Office Supplies,Appliances,,,
1,September,Qtr 3,2014,Office Supplies,Appliances,,,
2,September,Qtr 3,2014,Office Supplies,Appliances,8.954999999999998,1,19.9
3,September,Qtr 3,2014,Office Supplies,Appliances,,,
5,September,Qtr 3,2014,Office Supplies,Appliances,,,
6,September,Qtr 3,2014,Office Supplies,Appliances,,,
7,September,Qtr 3,2014,Office Supplies,Appliances,,,
8,September,Qtr 3,2014,Office Supplies,Appliances,-425.2945,12,251.40999999999997
9,September,Qtr 3,2014,Office Supplies,Appliances,,,
10,September,Qtr 3,2014,Office Supplies,Appliances,22.1184,4,81.92
11,September,Qtr 3,2014,Office Supplies,Appliances,,,
12,September,Qtr 3,2014,Office Supplies,Appliances,18.769499999999987,5,166.84
13,September,Qtr 3,2014,Office Supplies,Appliances,9.743800000000002,2,22.66
14,September,Qtr 3,2014,Office Supplies,Appliances,68.60899999999995,9,666.7479999999999
15,September,Qtr 3,2014,Office Supplies,Appliances,,,
16,September,Qtr 3,2014,Office Supplies,Appliances,,,
17,September,Qtr 3,2014,Office Supplies,Appliances,,,
19,September,Qtr 3,2014,Office Supplies,Appliances,,,
20,September,Qtr 3,2014,Office Supplies,Appliances,19.913200000000003,5,74.9
21,September,Qtr 3,2014,Office Supplies,Appliances,18.409399999999994,5,62.23
22,September,Qtr 3,2014,Office Supplies,Appliances,,,
23,September,Qtr 3,2014,Office Supplies,Appliances,,,
24,September,Qtr 3,2014,Office Supplies,Appliances,,,
25,September,Qtr 3,2014,Office Supplies,Appliances,,,
26,September,Qtr 3,2014,Office Supplies,Appliances,18.75120000000001,15,202.032
27,September,Qtr 3,2014,Office Supplies,Appliances,,,
28,September,Qtr 3,2014,Office Supplies,Appliances,,,
29,September,Qtr 3,2014,Office Supplies,Appliances,,,
30,September,Qtr 3,2014,Office Supplies,Appliances,70.90319999999998,12,864.6240000000001
1,October,Qtr 4,2014,Office Supplies,Appliances,,,
2,October,Qtr 4,2014,Office Supplies,Appliances,,,
3,October,Qtr 4,2014,Office Supplies,Appliances,,,
4,October,Qtr 4,2014,Office Supplies,Appliances,,,
5,October,Qtr 4,2014,Office Supplies,Appliances,11.489999999999991,5,91.92
6,October,Qtr 4,2014,Office Supplies,Appliances,,,
7,October,Qtr 4,2014,Office Supplies,Appliances,,,
8,October,Qtr 4,2014,Office Supplies,Appliances,,,
9,October,Qtr 4,2014,Office Supplies,Appliances,,,
10,October,Qtr 4,2014,Office Supplies,Appliances,,,
11,October,Qtr 4,2014,Office Supplies,Appliances,,,
12,October,Qtr 4,2014,Office Supplies,Appliances,,,
13,October,Qtr 4,2014,Office Supplies,Appliances,62.03679999999997,4,213.92
14,October,Qtr 4,2014,Office Supplies,Appliances,-8.532,4,3.1599999999999993
15,October,Qtr 4,2014,Office Supplies,Appliances,,,
16,October,Qtr 4,2014,Office Supplies,Appliances,,,
17,October,Qtr 4,2014,Office Supplies,Appliances,,,
18,October,Qtr 4,2014,Office Supplies,Appliances,,,
19,October,Qtr 4,2014,Office Supplies,Appliances,,,
20,October,Qtr 4,2014,Office Supplies,Appliances,,,
21,October,Qtr 4,2014,Office Supplies,Appliances,13.701599999999988,4,121.79200000000002
22,October,Qtr 4,2014,Office Supplies,Appliances,,,
24,October,Qtr 4,2014,Office Supplies,Appliances,,,
25,October,Qtr 4,2014,Office Supplies,Appliances,,,
26,October,Qtr 4,2014,Office Supplies,Appliances,,,
27,October,Qtr 4,2014,Office Supplies,Appliances,,,
28,October,Qtr 4,2014,Office Supplies,Appliances,,,
29,October,Qtr 4,2014,Office Supplies,Appliances,,,
31,October,Qtr 4,2014,Office Supplies,Appliances,,,
1,November,Qtr 4,2014,Office Supplies,Appliances,176.91739999999993,5,610.06
2,November,Qtr 4,2014,Office Supplies,Appliances,,,
3,November,Qtr 4,2014,Office Supplies,Appliances,,,
4,November,Qtr 4,2014,Office Supplies,Appliances,5.096,5,58.24000000000001
5,November,Qtr 4,2014,Office Supplies,Appliances,,,
6,November,Qtr 4,2014,Office Supplies,Appliances,,,
7,November,Qtr 4,2014,Office Supplies,Appliances,68.84639999999999,6,245.88
8,November,Qtr 4,2014,Office Supplies,Appliances,,,
9,November,Qtr 4,2014,Office Supplies,Appliances,,,
10,November,Qtr 4,2014,Office Supplies,Appliances,,,
11,November,Qtr 4,2014,Office Supplies,Appliances,8.916799999999999,3,30.76
12,November,Qtr 4,2014,Office Supplies,Appliances,,,
14,November,Qtr 4,2014,Office Supplies,Appliances,,,
15,November,Qtr 4,2014,Office Supplies,Appliances,29.14240000000001,2,333.05600000000004
16,November,Qtr 4,2014,Office Supplies,Appliances,,,
17,November,Qtr 4,2014,Office Supplies,Appliances,72.43199999999999,3,241.44
18,November,Qtr 4,2014,Office Supplies,Appliances,,,
19,November,Qtr 4,2014,Office Supplies,Appliances,,,
20,November,Qtr 4,2014,Office Supplies,Appliances,,,
21,November,Qtr 4,2014,Office Supplies,Appliances,,,
22,November,Qtr 4,2014,Office Supplies,Appliances,290.3016,3,675.12
23,November,Qtr 4,2014,Office Supplies,Appliances,-87.14880000000002,3,34.175999999999995
24,November,Qtr 4,2014,Office Supplies,Appliances,,,
25,November,Qtr 4,2014,Office Supplies,Appliances,93.05519999999996,6,320.88
26,November,Qtr 4,2014,Office Supplies,Appliances,11.351200000000002,2,40.54
27,November,Qtr 4,2014,Office Supplies,Appliances,,,
28,November,Qtr 4,2014,Office Supplies,Appliances,11.793600000000001,3,43.68
29,November,Qtr 4,2014,Office Supplies,Appliances,,,
30,November,Qtr 4,2014,Office Supplies,Appliances,,,
1,December,Qtr 4,2014,Office Supplies,Appliances,,,
2,December,Qtr 4,2014,Office Supplies,Appliances,-6.344100000000001,1,2.3939999999999997
3,December,Qtr 4,2014,Office Supplies,Appliances,,,
4,December,Qtr 4,2014,Office Supplies,Appliances,,,
5,December,Qtr 4,2014,Office Supplies,Appliances,72.57539999999997,6,250.26
6,December,Qtr 4,2014,Office Supplies,Appliances,-31.536,4,14.015999999999996
7,December,Qtr 4,2014,Office Supplies,Appliances,,,
8,December,Qtr 4,2014,Office Supplies,Appliances,,,
9,December,Qtr 4,2014,Office Supplies,Appliances,-53.00880000000001,2,20.387999999999995
10,December,Qtr 4,2014,Office Supplies,Appliances,,,
12,December,Qtr 4,2014,Office Supplies,Appliances,,,
13,December,Qtr 4,2014,Office Supplies,Appliances,,,
14,December,Qtr 4,2014,Office Supplies,Appliances,,,
15,December,Qtr 4,2014,Office Supplies,Appliances,,,
16,December,Qtr 4,2014,Office Supplies,Appliances,,,
17,December,Qtr 4,2014,Office Supplies,Appliances,,,
19,December,Qtr 4,2014,Office Supplies,Appliances,,,
20,December,Qtr 4,2014,Office Supplies,Appliances,-45.744300000000024,9,62.943999999999996
21,December,Qtr 4,2014,Office Supplies,Appliances,,,
22,December,Qtr 4,2014,Office Supplies,Appliances,,,
23,December,Qtr 4,2014,Office Supplies,Appliances,73.8528,14,263.76
24,December,Qtr 4,2014,Office Supplies,Appliances,104.98099999999998,3,375.93
26,December,Qtr 4,2014,Office Supplies,Appliances,13.786799999999994,4,116.208
27,December,Qtr 4,2014,Office Supplies,Appliances,2.964600000000001,1,10.98
28,December,Qtr 4,2014,Office Supplies,Appliances,503.78219999999976,6,1737.1799999999998
29,December,Qtr 4,2014,Office Supplies,Appliances,6.044999999999995,5,48.36
30,December,Qtr 4,2014,Office Supplies,Appliances,30.734999999999992,3,122.94
31,December,Qtr 4,2014,Office Supplies,Appliances,,,
3,January,Qtr 1,2014,Office Supplies,Art,,,
4,January,Qtr 1,2014,Office Supplies,Art,,,
5,January,Qtr 1,2014,Office Supplies,Art,4.884,3,19.536
6,January,Qtr 1,2014,Office Supplies,Art,6.7194,5,18.259999999999998
7,January,Qtr 1,2014,Office Supplies,Art,,,
9,January,Qtr 1,2014,Office Supplies,Art,1.1679999999999997,2,9.344
10,January,Qtr 1,2014,Office Supplies,Art,,,
11,January,Qtr 1,2014,Office Supplies,Art,,,
13,January,Qtr 1,2014,Office Supplies,Art,6.566999999999998,5,19.9
14,January,Qtr 1,2014,Office Supplies,Art,,,
15,January,Qtr 1,2014,Office Supplies,Art,,,
16,January,Qtr 1,2014,Office Supplies,Art,,,
18,January,Qtr 1,2014,Office Supplies,Art,,,
19,January,Qtr 1,2014,Office Supplies,Art,,,
20,January,Qtr 1,2014,Office Supplies,Art,21.185299999999998,13,73.50999999999999
21,January,Qtr 1,2014,Office Supplies,Art,,,
23,January,Qtr 1,2014,Office Supplies,Art,,,
26,January,Qtr 1,2014,Office Supplies,Art,,,
27,January,Qtr 1,2014,Office Supplies,Art,12.025199999999998,4,36.44
28,January,Qtr 1,2014,Office Supplies,Art,,,
30,January,Qtr 1,2014,Office Supplies,Art,,,
31,January,Qtr 1,2014,Office Supplies,Art,,,
1,February,Qtr 1,2014,Office Supplies,Art,,,
2,February,Qtr 1,2014,Office Supplies,Art,,,
3,February,Qtr 1,2014,Office Supplies,Art,,,
4,February,Qtr 1,2014,Office Supplies,Art,,,
6,February,Qtr 1,2014,Office Supplies,Art,,,
7,February,Qtr 1,2014,Office Supplies,Art,,,
8,February,Qtr 1,2014,Office Supplies,Art,,,
11,February,Qtr 1,2014,Office Supplies,Art,,,
12,February,Qtr 1,2014,Office Supplies,Art,,,
14,February,Qtr 1,2014,Office Supplies,Art,,,
15,February,Qtr 1,2014,Office Supplies,Art,,,
16,February,Qtr 1,2014,Office Supplies,Art,,,
17,February,Qtr 1,2014,Office Supplies,Art,8.808799999999998,14,54.208
18,February,Qtr 1,2014,Office Supplies,Art,,,
20,February,Qtr 1,2014,Office Supplies,Art,,,
21,February,Qtr 1,2014,Office Supplies,Art,,,
22,February,Qtr 1,2014,Office Supplies,Art,,,
23,February,Qtr 1,2014,Office Supplies,Art,,,
24,February,Qtr 1,2014,Office Supplies,Art,,,
27,February,Qtr 1,2014,Office Supplies,Art,3.404799999999998,4,19.456000000000003
1,March,Qtr 1,2014,Office Supplies,Art,,,
2,March,Qtr 1,2014,Office Supplies,Art,,,
3,March,Qtr 1,2014,Office Supplies,Art,3.404799999999998,4,19.456000000000003
4,March,Qtr 1,2014,Office Supplies,Art,2.332799999999999,3,15.552000000000003
5,March,Qtr 1,2014,Office Supplies,Art,15.475200000000001,3,59.519999999999996
7,March,Qtr 1,2014,Office Supplies,Art,14.1634,8,38.59
10,March,Qtr 1,2014,Office Supplies,Art,9.356399999999994,4,83.168
11,March,Qtr 1,2014,Office Supplies,Art,2.0747999999999998,3,7.98
14,March,Qtr 1,2014,Office Supplies,Art,1.2506,1,3.38
15,March,Qtr 1,2014,Office Supplies,Art,,,
16,March,Qtr 1,2014,Office Supplies,Art,,,
17,March,Qtr 1,2014,Office Supplies,Art,6.040799999999997,8,24.128
18,March,Qtr 1,2014,Office Supplies,Art,1.0019999999999993,3,8.016
19,March,Qtr 1,2014,Office Supplies,Art,,,
21,March,Qtr 1,2014,Office Supplies,Art,5.494199999999999,9,22.776000000000003
22,March,Qtr 1,2014,Office Supplies,Art,6.5120000000000005,2,16.28
23,March,Qtr 1,2014,Office Supplies,Art,,,
24,March,Qtr 1,2014,Office Supplies,Art,,,
25,March,Qtr 1,2014,Office Supplies,Art,15.544,10,46.88
26,March,Qtr 1,2014,Office Supplies,Art,0.8399999999999999,2,3.36
28,March,Qtr 1,2014,Office Supplies,Art,,,
29,March,Qtr 1,2014,Office Supplies,Art,,,
30,March,Qtr 1,2014,Office Supplies,Art,23.793000000000003,10,60.15
31,March,Qtr 1,2014,Office Supplies,Art,1.0584000000000002,2,4.032
1,April,Qtr 2,2014,Office Supplies,Art,,,
2,April,Qtr 2,2014,Office Supplies,Art,,,
3,April,Qtr 2,2014,Office Supplies,Art,,,
4,April,Qtr 2,2014,Office Supplies,Art,23.807999999999993,4,79.36
5,April,Qtr 2,2014,Office Supplies,Art,26.294899999999995,19,86.50999999999999
6,April,Qtr 2,2014,Office Supplies,Art,18.447000000000003,3,70.94999999999999
7,April,Qtr 2,2014,Office Supplies,Art,,,
8,April,Qtr 2,2014,Office Supplies,Art,,,
11,April,Qtr 2,2014,Office Supplies,Art,,,
12,April,Qtr 2,2014,Office Supplies,Art,16.268800000000002,2,39.68
13,April,Qtr 2,2014,Office Supplies,Art,1.1159999999999979,4,17.856
15,April,Qtr 2,2014,Office Supplies,Art,,,
16,April,Qtr 2,2014,Office Supplies,Art,9.768,6,39.072
18,April,Qtr 2,2014,Office Supplies,Art,8.360299999999999,11,26.557999999999996
19,April,Qtr 2,2014,Office Supplies,Art,,,
20,April,Qtr 2,2014,Office Supplies,Art,,,
21,April,Qtr 2,2014,Office Supplies,Art,,,
22,April,Qtr 2,2014,Office Supplies,Art,,,
23,April,Qtr 2,2014,Office Supplies,Art,,,
25,April,Qtr 2,2014,Office Supplies,Art,0.5460000000000007,3,6.24
26,April,Qtr 2,2014,Office Supplies,Art,6.205999999999998,5,21.400000000000002
28,April,Qtr 2,2014,Office Supplies,Art,1.4952,2,5.34
29,April,Qtr 2,2014,Office Supplies,Art,,,
30,April,Qtr 2,2014,Office Supplies,Art,45.487,5,174.95000000000002
2,May,Qtr 2,2014,Office Supplies,Art,,,
3,May,Qtr 2,2014,Office Supplies,Art,,,
4,May,Qtr 2,2014,Office Supplies,Art,2.8380000000000027,2,37.839999999999996
5,May,Qtr 2,2014,Office Supplies,Art,1.9023999999999992,2,6.56
6,May,Qtr 2,2014,Office Supplies,Art,30.223200000000002,6,107.94
7,May,Qtr 2,2014,Office Supplies,Art,2.5056,3,8.64
8,May,Qtr 2,2014,Office Supplies,Art,,,
9,May,Qtr 2,2014,Office Supplies,Art,,,
10,May,Qtr 2,2014,Office Supplies,Art,5.301,5,22.32
11,May,Qtr 2,2014,Office Supplies,Art,,,
12,May,Qtr 2,2014,Office Supplies,Art,,,
13,May,Qtr 2,2014,Office Supplies,Art,,,
14,May,Qtr 2,2014,Office Supplies,Art,,,
16,May,Qtr 2,2014,Office Supplies,Art,,,
17,May,Qtr 2,2014,Office Supplies,Art,,,
18,May,Qtr 2,2014,Office Supplies,Art,,,
19,May,Qtr 2,2014,Office Supplies,Art,,,
20,May,Qtr 2,2014,Office Supplies,Art,11.9412,9,38.52
21,May,Qtr 2,2014,Office Supplies,Art,10.507199999999997,8,31.84
22,May,Qtr 2,2014,Office Supplies,Art,,,
23,May,Qtr 2,2014,Office Supplies,Art,2.3813999999999984,9,21.168
24,May,Qtr 2,2014,Office Supplies,Art,,,
25,May,Qtr 2,2014,Office Supplies,Art,,,
26,May,Qtr 2,2014,Office Supplies,Art,3.1806000000000005,3,13.392000000000001
27,May,Qtr 2,2014,Office Supplies,Art,,,
28,May,Qtr 2,2014,Office Supplies,Art,,,
30,May,Qtr 2,2014,Office Supplies,Art,,,
31,May,Qtr 2,2014,Office Supplies,Art,,,
1,June,Qtr 2,2014,Office Supplies,Art,83.86799999999997,6,289.20000000000005
2,June,Qtr 2,2014,Office Supplies,Art,2.6536,2,8.56
3,June,Qtr 2,2014,Office Supplies,Art,,,
4,June,Qtr 2,2014,Office Supplies,Art,,,
6,June,Qtr 2,2014,Office Supplies,Art,4.943199999999999,2,13.36
7,June,Qtr 2,2014,Office Supplies,Art,,,
8,June,Qtr 2,2014,Office Supplies,Art,,,
9,June,Qtr 2,2014,Office Supplies,Art,23.4444,15,118.80799999999999
10,June,Qtr 2,2014,Office Supplies,Art,,,
13,June,Qtr 2,2014,Office Supplies,Art,4.7916,3,14.52
14,June,Qtr 2,2014,Office Supplies,Art,,,
15,June,Qtr 2,2014,Office Supplies,Art,,,
16,June,Qtr 2,2014,Office Supplies,Art,10.499999999999996,4,35
17,June,Qtr 2,2014,Office Supplies,Art,,,
18,June,Qtr 2,2014,Office Supplies,Art,,,
20,June,Qtr 2,2014,Office Supplies,Art,1.6896,2,3.52
21,June,Qtr 2,2014,Office Supplies,Art,7.2963999999999976,7,25.160000000000004
22,June,Qtr 2,2014,Office Supplies,Art,,,
23,June,Qtr 2,2014,Office Supplies,Art,1.7514000000000003,9,20.016
24,June,Qtr 2,2014,Office Supplies,Art,,,
25,June,Qtr 2,2014,Office Supplies,Art,18.724200000000003,12,80.96000000000001
27,June,Qtr 2,2014,Office Supplies,Art,,,
28,June,Qtr 2,2014,Office Supplies,Art,,,
29,June,Qtr 2,2014,Office Supplies,Art,3.685499999999996,7,32.76
30,June,Qtr 2,2014,Office Supplies,Art,14.911999999999997,12,44.248000000000005
1,July,Qtr 3,2014,Office Supplies,Art,,,
2,July,Qtr 3,2014,Office Supplies,Art,2.1762,1,5.58
4,July,Qtr 3,2014,Office Supplies,Art,,,
5,July,Qtr 3,2014,Office Supplies,Art,0.3822000000000001,3,4.368
6,July,Qtr 3,2014,Office Supplies,Art,,,
7,July,Qtr 3,2014,Office Supplies,Art,,,
8,July,Qtr 3,2014,Office Supplies,Art,,,
9,July,Qtr 3,2014,Office Supplies,Art,2.2239999999999998,2,5.56
11,July,Qtr 3,2014,Office Supplies,Art,,,
12,July,Qtr 3,2014,Office Supplies,Art,3.9003999999999985,7,22.288
13,July,Qtr 3,2014,Office Supplies,Art,,,
14,July,Qtr 3,2014,Office Supplies,Art,9.163199999999996,5,59.524
15,July,Qtr 3,2014,Office Supplies,Art,,,
18,July,Qtr 3,2014,Office Supplies,Art,,,
19,July,Qtr 3,2014,Office Supplies,Art,,,
20,July,Qtr 3,2014,Office Supplies,Art,3.8047999999999984,4,13.12
21,July,Qtr 3,2014,Office Supplies,Art,25.792,5,99.2
22,July,Qtr 3,2014,Office Supplies,Art,11.3888,12,37.16
23,July,Qtr 3,2014,Office Supplies,Art,0.9239999999999999,1,9.24
25,July,Qtr 3,2014,Office Supplies,Art,,,
26,July,Qtr 3,2014,Office Supplies,Art,,,
27,July,Qtr 3,2014,Office Supplies,Art,,,
28,July,Qtr 3,2014,Office Supplies,Art,,,
30,July,Qtr 3,2014,Office Supplies,Art,,,
1,August,Qtr 3,2014,Office Supplies,Art,,,
2,August,Qtr 3,2014,Office Supplies,Art,,,
3,August,Qtr 3,2014,Office Supplies,Art,,,
4,August,Qtr 3,2014,Office Supplies,Art,4.263999999999999,5,16.4
5,August,Qtr 3,2014,Office Supplies,Art,21.903200000000002,11,66.5
6,August,Qtr 3,2014,Office Supplies,Art,,,
8,August,Qtr 3,2014,Office Supplies,Art,,,
9,August,Qtr 3,2014,Office Supplies,Art,,,
11,August,Qtr 3,2014,Office Supplies,Art,10.6522,1,40.97
12,August,Qtr 3,2014,Office Supplies,Art,4.196499999999995,5,47.96
15,August,Qtr 3,2014,Office Supplies,Art,,,
16,August,Qtr 3,2014,Office Supplies,Art,,,
17,August,Qtr 3,2014,Office Supplies,Art,,,
19,August,Qtr 3,2014,Office Supplies,Art,1.7419999999999987,2,10.72
20,August,Qtr 3,2014,Office Supplies,Art,,,
22,August,Qtr 3,2014,Office Supplies,Art,1.0269000000000001,1,3.912
23,August,Qtr 3,2014,Office Supplies,Art,,,
24,August,Qtr 3,2014,Office Supplies,Art,,,
25,August,Qtr 3,2014,Office Supplies,Art,,,
26,August,Qtr 3,2014,Office Supplies,Art,2.5056,3,8.64
27,August,Qtr 3,2014,Office Supplies,Art,2.4823999999999993,2,8.56
29,August,Qtr 3,2014,Office Supplies,Art,,,
30,August,Qtr 3,2014,Office Supplies,Art,,,
31,August,Qtr 3,2014,Office Supplies,Art,,,
1,September,Qtr 3,2014,Office Supplies,Art,15.642599999999995,3,53.94
2,September,Qtr 3,2014,Office Supplies,Art,24.241200000000003,8,78.99000000000001
3,September,Qtr 3,2014,Office Supplies,Art,,,
5,September,Qtr 3,2014,Office Supplies,Art,,,
6,September,Qtr 3,2014,Office Supplies,Art,,,
7,September,Qtr 3,2014,Office Supplies,Art,3.5528999999999984,3,21.864
8,September,Qtr 3,2014,Office Supplies,Art,105.03359999999995,21,355.23999999999995
9,September,Qtr 3,2014,Office Supplies,Art,2.6964000000000006,9,30.816000000000003
10,September,Qtr 3,2014,Office Supplies,Art,,,
11,September,Qtr 3,2014,Office Supplies,Art,,,
12,September,Qtr 3,2014,Office Supplies,Art,,,
13,September,Qtr 3,2014,Office Supplies,Art,1.4742000000000002,3,5.46
14,September,Qtr 3,2014,Office Supplies,Art,,,
15,September,Qtr 3,2014,Office Supplies,Art,,,
16,September,Qtr 3,2014,Office Supplies,Art,,,
17,September,Qtr 3,2014,Office Supplies,Art,5.241199999999995,5,43.504
19,September,Qtr 3,2014,Office Supplies,Art,,,
20,September,Qtr 3,2014,Office Supplies,Art,0.9855999999999999,2,2.8160000000000003
21,September,Qtr 3,2014,Office Supplies,Art,32.643,6,125.55
22,September,Qtr 3,2014,Office Supplies,Art,5.7376000000000005,4,13.04
23,September,Qtr 3,2014,Office Supplies,Art,2.853599999999999,3,9.84
24,September,Qtr 3,2014,Office Supplies,Art,,,
25,September,Qtr 3,2014,Office Supplies,Art,2.368599999999999,2,14.576
26,September,Qtr 3,2014,Office Supplies,Art,,,
27,September,Qtr 3,2014,Office Supplies,Art,,,
28,September,Qtr 3,2014,Office Supplies,Art,,,
29,September,Qtr 3,2014,Office Supplies,Art,1.4783999999999997,3,4.224
30,September,Qtr 3,2014,Office Supplies,Art,,,
