Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Segment,Orders.Region,Sum(Orders.Sales),Sum(Orders.Profit)
2015,Office Supplies,Fasteners,Consumer,West,115.45200000000001,42.463699999999996
2016,Office Supplies,Fasteners,Consumer,West,183.35,36.472699999999996
2017,Office Supplies,Fasteners,Consumer,West,142.83,55.9209
2014,Office Supplies,Fasteners,Corporate,Central,52.604000000000006,15.4984
2015,Office Supplies,Fasteners,Corporate,Central,19.472,3.6292000000000004
2016,Office Supplies,Fasteners,Corporate,Central,58.306,22.5829
2017,Office Supplies,Fasteners,Corporate,Central,101.72800000000001,36.8458
2014,Office Supplies,Fasteners,Corporate,East,36.912,12.913999999999996
2015,Office Supplies,Fasteners,Corporate,East,65.9,7.936400000000001
2016,Office Supplies,Fasteners,Corporate,East,125.23400000000001,41.299099999999996
2017,Office Supplies,Fasteners,Corporate,East,58.04600000000001,14.320899999999998
2014,Office Supplies,Fasteners,Corporate,South,30.55,9.363
2015,Office Supplies,Fasteners,Corporate,South,38.74400000000001,12.990499999999999
2016,Office Supplies,Fasteners,Corporate,South,11.34,5.2164
2017,Office Supplies,Fasteners,Corporate,South,,
2014,Office Supplies,Fasteners,Corporate,West,75.642,29.1785
2015,Office Supplies,Fasteners,Corporate,West,8.72,2.289000000000001
2016,Office Supplies,Fasteners,Corporate,West,49.46,18.812499999999996
2017,Office Supplies,Fasteners,Corporate,West,50.632,19.0264
2014,Office Supplies,Fasteners,Home Office,Central,3.4880000000000004,0.5668
2015,Office Supplies,Fasteners,Home Office,Central,16,5.6
2016,Office Supplies,Fasteners,Home Office,Central,77.92999999999999,22.469499999999996
2017,Office Supplies,Fasteners,Home Office,Central,26.07,1.2783000000000002
2014,Office Supplies,Fasteners,Home Office,East,5.68,1.9169999999999998
2015,Office Supplies,Fasteners,Home Office,East,22.247999999999998,5.004
2016,Office Supplies,Fasteners,Home Office,East,57.56,19.7248
2017,Office Supplies,Fasteners,Home Office,East,24.44,11.7016
2014,Office Supplies,Fasteners,Home Office,South,57.160000000000004,8.626299999999999
2015,Office Supplies,Fasteners,Home Office,South,,
2016,Office Supplies,Fasteners,Home Office,South,62.790000000000006,14.822399999999998
2017,Office Supplies,Fasteners,Home Office,South,26.316,8.428099999999999
2014,Office Supplies,Fasteners,Home Office,West,84.402,-0.32230000000000025
2015,Office Supplies,Fasteners,Home Office,West,15.38,6.0935999999999995
2016,Office Supplies,Fasteners,Home Office,West,30.91,8.184000000000001
2017,Office Supplies,Fasteners,Home Office,West,49.674,6.720300000000002
2014,Office Supplies,Labels,Consumer,Central,143.094,67.3107
2015,Office Supplies,Labels,Consumer,Central,148.412,66.0458
2016,Office Supplies,Labels,Consumer,Central,133.426,55.17770000000001
2017,Office Supplies,Labels,Consumer,Central,318.274,145.66809999999995
2014,Office Supplies,Labels,Consumer,East,325.462,149.1173
2015,Office Supplies,Labels,Consumer,East,281.702,124.16619999999999
2016,Office Supplies,Labels,Consumer,East,581.92,254.6021
2017,Office Supplies,Labels,Consumer,East,463.71599999999995,205.64340000000004
2014,Office Supplies,Labels,Consumer,South,251.23000000000002,110.52149999999997
2015,Office Supplies,Labels,Consumer,South,1010.6039999999999,492.72779999999995
2016,Office Supplies,Labels,Consumer,South,183.63800000000003,85.77489999999999
2017,Office Supplies,Labels,Consumer,South,422.75000000000006,151.8796
2014,Office Supplies,Labels,Consumer,West,301.098,139.3539
2015,Office Supplies,Labels,Consumer,West,266.37,124.31269999999998
2016,Office Supplies,Labels,Consumer,West,475.81999999999994,226.33560000000003
2017,Office Supplies,Labels,Consumer,West,1401.746,677.3511000000002
2014,Office Supplies,Labels,Corporate,Central,716.754,346.6299
2015,Office Supplies,Labels,Corporate,Central,110.946,39.0177
2016,Office Supplies,Labels,Corporate,Central,104.67200000000001,35.196799999999996
2017,Office Supplies,Labels,Corporate,Central,162.736,66.3256
2014,Office Supplies,Labels,Corporate,East,162.042,65.2848
2015,Office Supplies,Labels,Corporate,East,45.24000000000001,19.2288
2016,Office Supplies,Labels,Corporate,East,70.206,30.6441
2017,Office Supplies,Labels,Corporate,East,231.098,103.4722
2014,Office Supplies,Labels,Corporate,South,146.85999999999999,58.096899999999984
2015,Office Supplies,Labels,Corporate,South,83.744,33.31049999999999
2016,Office Supplies,Labels,Corporate,South,81.39599999999999,36.6768
2017,Office Supplies,Labels,Corporate,South,53.226000000000006,22.353
2014,Office Supplies,Labels,Corporate,West,416.24,194.35240000000002
2015,Office Supplies,Labels,Corporate,West,736.6579999999999,317.68479999999994
2016,Office Supplies,Labels,Corporate,West,696.1880000000001,258.59979999999996
2017,Office Supplies,Labels,Corporate,West,283.64,133.9532
2014,Office Supplies,Labels,Home Office,Central,188.62400000000002,67.61019999999999
2015,Office Supplies,Labels,Home Office,Central,45.15,21.672
2016,Office Supplies,Labels,Home Office,Central,273.15200000000004,114.5873
2017,Office Supplies,Labels,Home Office,Central,106.23200000000001,47.837599999999995
2014,Office Supplies,Labels,Home Office,East,28.638000000000005,10.6245
2015,Office Supplies,Labels,Home Office,East,189.32,69.84349999999999
2016,Office Supplies,Labels,Home Office,East,127.03,50.4524
2017,Office Supplies,Labels,Home Office,East,96.55999999999999,46.2007
2014,Office Supplies,Labels,Home Office,South,2.952,0.9963
2015,Office Supplies,Labels,Home Office,South,23.695999999999998,8.1474
2016,Office Supplies,Labels,Home Office,South,23.165999999999997,10.0524
2017,Office Supplies,Labels,Home Office,South,69.918,30.235200000000003
2014,Office Supplies,Labels,Home Office,West,158.4,76.1058
2015,Office Supplies,Labels,Home Office,West,14.62,6.8713999999999995
2016,Office Supplies,Labels,Home Office,West,76.626,34.51199999999999
2017,Office Supplies,Labels,Home Office,West,251.32,113.68959999999998
2014,Office Supplies,Paper,Consumer,Central,1535.76,553.0337
2015,Office Supplies,Paper,Consumer,Central,1569.69,625.1057000000001
2016,Office Supplies,Paper,Consumer,Central,1769.224,667.3286999999998
2017,Office Supplies,Paper,Consumer,Central,2689.3460000000005,1069.1695999999995
2014,Office Supplies,Paper,Consumer,East,1638.7539999999997,706.7533999999999
2015,Office Supplies,Paper,Consumer,East,1269.6539999999998,583.9637
2016,Office Supplies,Paper,Consumer,East,2143.892,979.1501999999997
2017,Office Supplies,Paper,Consumer,East,3608.9680000000003,1647.4634
2014,Office Supplies,Paper,Consumer,South,1279.3160000000003,488.02459999999996
2015,Office Supplies,Paper,Consumer,South,1619.0319999999997,699.585
2016,Office Supplies,Paper,Consumer,South,1802.7980000000002,778.9839
2017,Office Supplies,Paper,Consumer,South,2917.678,1124.1861000000001
2014,Office Supplies,Paper,Consumer,West,2661.1380000000004,1138.2850999999998
2015,Office Supplies,Paper,Consumer,West,2996.876,1282.4415000000001
2016,Office Supplies,Paper,Consumer,West,3551.728,1672.3317000000002
2017,Office Supplies,Paper,Consumer,West,3286.0660000000007,1524.2805000000005
2014,Office Supplies,Paper,Corporate,Central,578.7040000000001,247.97580000000002
2015,Office Supplies,Paper,Corporate,Central,1309.492,509.7322999999999
2016,Office Supplies,Paper,Corporate,Central,1909.71,783.6163
2017,Office Supplies,Paper,Corporate,Central,2154.096,857.9061000000003
2014,Office Supplies,Paper,Corporate,East,1546.7720000000002,703.1220999999999
2015,Office Supplies,Paper,Corporate,East,1406.7919999999997,660.5630999999998
2016,Office Supplies,Paper,Corporate,East,1105.2020000000002,487.00469999999996
2017,Office Supplies,Paper,Corporate,East,1916.3500000000006,818.2683000000002
2014,Office Supplies,Paper,Corporate,South,1628.0560000000003,740.6025999999999
2015,Office Supplies,Paper,Corporate,South,479.82000000000005,173.78799999999995
2016,Office Supplies,Paper,Corporate,South,454.108,175.1228
2017,Office Supplies,Paper,Corporate,South,783.338,320.5499
2014,Office Supplies,Paper,Corporate,West,1864.2640000000001,849.2583000000001
2015,Office Supplies,Paper,Corporate,West,1672.9719999999998,763.3985999999999
2016,Office Supplies,Paper,Corporate,West,1744.7320000000002,792.2316
2017,Office Supplies,Paper,Corporate,West,3328.722,1478.4062999999999
2014,Office Supplies,Paper,Home Office,Central,232.312,95.1976
2015,Office Supplies,Paper,Home Office,Central,665.056,263.90470000000005
2016,Office Supplies,Paper,Home Office,Central,1686.6739999999998,754.4257000000001
2017,Office Supplies,Paper,Home Office,Central,1391.838,544.5043000000001
2014,Office Supplies,Paper,Home Office,East,731.622,338.9797
2015,Office Supplies,Paper,Home Office,East,1291.2320000000002,564.5344000000001
2016,Office Supplies,Paper,Home Office,East,1677.026,668.8683
2017,Office Supplies,Paper,Home Office,East,1836.3379999999997,856.6996999999999
2014,Office Supplies,Paper,Home Office,South,277.204,110.20219999999999
2015,Office Supplies,Paper,Home Office,South,204.40000000000003,75.2952
2016,Office Supplies,Paper,Home Office,South,1666.2579999999998,769.9554999999999
2017,Office Supplies,Paper,Home Office,South,1054.528,496.2088
2014,Office Supplies,Paper,Home Office,West,861.054,399.58630000000005
2015,Office Supplies,Paper,Home Office,West,802.6220000000001,367.85779999999994
2016,Office Supplies,Paper,Home Office,West,1150.542,542.5151000000002
2017,Office Supplies,Paper,Home Office,West,2743.002,1308.6436000000003
2014,Office Supplies,Storage,Consumer,Central,8015.205999999997,10.631999999999866
2015,Office Supplies,Storage,Consumer,Central,4996.564,-173.60840000000044
2016,Office Supplies,Storage,Consumer,Central,6238.273999999999,438.4566
2017,Office Supplies,Storage,Consumer,Central,6087.646000000001,151.1474999999999
2014,Office Supplies,Storage,Consumer,East,6443.852000000001,364.26749999999987
2015,Office Supplies,Storage,Consumer,East,5359.602,525.1284999999998
2016,Office Supplies,Storage,Consumer,East,9561.482000000002,1024.9028999999994
2017,Office Supplies,Storage,Consumer,East,3629.5220000000004,59.62530000000001
2014,Office Supplies,Storage,Consumer,South,2688.864,360.1185999999998
2015,Office Supplies,Storage,Consumer,South,4368.752,-290.78550000000007
2016,Office Supplies,Storage,Consumer,South,4882.456,433.4963
2017,Office Supplies,Storage,Consumer,South,4941.674,385.84029999999956
2014,Office Supplies,Storage,Consumer,West,8744.173999999999,770.8347999999999
2015,Office Supplies,Storage,Consumer,West,10784.965999999997,1214.8915000000002
2016,Office Supplies,Storage,Consumer,West,5740.274,838.3638
2017,Office Supplies,Storage,Consumer,West,8674.973999999997,1004.2062999999997
2014,Office Supplies,Storage,Corporate,Central,1428.7300000000002,25.580599999999997
2015,Office Supplies,Storage,Corporate,Central,2273.2479999999996,449.8159999999999
2016,Office Supplies,Storage,Corporate,Central,3985.1600000000003,413.9957999999998
2017,Office Supplies,Storage,Corporate,Central,4969.466000000001,195.11779999999993
2014,Office Supplies,Storage,Corporate,East,8385.519999999999,822.5079000000001
2015,Office Supplies,Storage,Corporate,East,5395.728000000001,1012.5210999999999
2016,Office Supplies,Storage,Corporate,East,7164.718000000002,504.2847999999999
2017,Office Supplies,Storage,Corporate,East,10022.404,1497.1426999999994
2014,Office Supplies,Storage,Corporate,South,3036.9739999999997,91.18639999999989
2015,Office Supplies,Storage,Corporate,South,2372.986,90.51020000000001
2016,Office Supplies,Storage,Corporate,South,2996.2780000000002,389.7424999999999
2017,Office Supplies,Storage,Corporate,South,2956.02,147.13199999999978
2014,Office Supplies,Storage,Corporate,West,4773.113999999999,724.6847000000001
2015,Office Supplies,Storage,Corporate,West,3650.7160000000003,277.1819999999998
2016,Office Supplies,Storage,Corporate,West,5096.104000000001,416.53740000000016
2017,Office Supplies,Storage,Corporate,West,11283.832000000004,2073.0827999999997
2014,Office Supplies,Storage,Home Office,Central,2315.33,321.5443999999999
2015,Office Supplies,Storage,Home Office,Central,1061.662,161.20809999999994
2016,Office Supplies,Storage,Home Office,Central,2588.078,-73.47590000000011
2017,Office Supplies,Storage,Home Office,Central,2636.6279999999997,62.739599999999996
2014,Office Supplies,Storage,Home Office,East,1377.89,125.23099999999997
2015,Office Supplies,Storage,Home Office,East,2553.876,194.90819999999982
2016,Office Supplies,Storage,Home Office,East,5369.858000000001,1275.1011999999998
2017,Office Supplies,Storage,Home Office,East,6348.131999999999,983.7500999999997
2014,Office Supplies,Storage,Home Office,South,989.1679999999999,10.92160000000003
2015,Office Supplies,Storage,Home Office,South,745.488,-67.77260000000001
2016,Office Supplies,Storage,Home Office,South,2961.6620000000003,264.83039999999994
2017,Office Supplies,Storage,Home Office,South,2827.7380000000003,459.07629999999983
2014,Office Supplies,Storage,Home Office,West,2796.1,552.0868999999998
2015,Office Supplies,Storage,Home Office,West,1484.66,111.46100000000008
2016,Office Supplies,Storage,Home Office,West,2204.3559999999998,278.0509999999998
2017,Office Supplies,Storage,Home Office,West,5299.582,383.93999999999994
2014,Office Supplies,Supplies,Consumer,Central,43.632,3.927300000000002
2015,Office Supplies,Supplies,Consumer,Central,78.48800000000001,4.516200000000001
2016,Office Supplies,Supplies,Consumer,Central,4252.38,-819.4432000000003
2017,Office Supplies,Supplies,Consumer,Central,185.41199999999998,28.907499999999988
2014,Office Supplies,Supplies,Consumer,East,433.12800000000004,-27.754800000000003
2015,Office Supplies,Supplies,Consumer,East,1184.8180000000002,-122.0361
2016,Office Supplies,Supplies,Consumer,East,1875.5980000000004,-82.37489999999994
2017,Office Supplies,Supplies,Consumer,East,5074.282000000001,-939.4698999999999
2014,Office Supplies,Supplies,Consumer,South,52.206,9.7335
2015,Office Supplies,Supplies,Consumer,South,88.96000000000001,10.007999999999988
2016,Office Supplies,Supplies,Consumer,South,69.944,7.452899999999995
2017,Office Supplies,Supplies,Consumer,South,1912.444,42.66480000000001
2014,Office Supplies,Supplies,Consumer,West,8395.541999999998,361.16859999999957
2015,Office Supplies,Supplies,Consumer,West,239.46399999999997,42.0286
2016,Office Supplies,Supplies,Consumer,West,138.51999999999998,26.738800000000005
2017,Office Supplies,Supplies,Consumer,West,1716.6780000000003,-203.61860000000001
2014,Office Supplies,Supplies,Corporate,Central,38.896,-0.6210000000000049
2015,Office Supplies,Supplies,Corporate,Central,106.71799999999999,10.814599999999995
2016,Office Supplies,Supplies,Corporate,Central,42.528000000000006,7.691400000000002
2017,Office Supplies,Supplies,Corporate,Central,4194.785999999999,83.96480000000005
2014,Office Supplies,Supplies,Corporate,East,17.14,4.4564
2015,Office Supplies,Supplies,Corporate,East,,
2016,Office Supplies,Supplies,Corporate,East,154.8,38.9712
2017,Office Supplies,Supplies,Corporate,East,1677.318,-56.325000000000045
2014,Office Supplies,Supplies,Corporate,South,4189.549999999999,89.91100000000006
2015,Office Supplies,Supplies,Corporate,South,41.376,4.654799999999993
2016,Office Supplies,Supplies,Corporate,South,1253.7480000000003,-226.52049999999997
2017,Office Supplies,Supplies,Corporate,South,537.48,20.316800000000004
2014,Office Supplies,Supplies,Corporate,West,820.01,38.46860000000004
2015,Office Supplies,Supplies,Corporate,West,64.09,18.75509999999999
2016,Office Supplies,Supplies,Corporate,West,5904.524,272.6279999999997
2017,Office Supplies,Supplies,Corporate,West,392.32000000000005,31.760200000000005
2014,Office Supplies,Supplies,Home Office,Central,357.93,7.158600000000007
2015,Office Supplies,Supplies,Home Office,Central,139.24,6.347999999999995
2016,Office Supplies,Supplies,Home Office,Central,,
2017,Office Supplies,Supplies,Home Office,Central,27.362,4.847700000000001
2014,Office Supplies,Supplies,Home Office,East,17.604000000000003,0.00039999999999906777
2015,Office Supplies,Supplies,Home Office,East,3.4880000000000004,-0.6976000000000007
2016,Office Supplies,Supplies,Home Office,East,55.86,16.199399999999997
2017,Office Supplies,Supplies,Home Office,East,266.08,13.895700000000016
2014,Office Supplies,Supplies,Home Office,South,5.5520000000000005,-1.0410000000000006
2015,Office Supplies,Supplies,Home Office,South,,
2016,Office Supplies,Supplies,Home Office,South,132.608,34.17899999999999
2017,Office Supplies,Supplies,Home Office,South,35.06,10.517999999999997
2014,Office Supplies,Supplies,Home Office,West,22.88,4.647999999999998
2015,Office Supplies,Supplies,Home Office,West,5.84,0.7299999999999995
2016,Office Supplies,Supplies,Home Office,West,397.06600000000003,25.513999999999974
2017,Office Supplies,Supplies,Home Office,West,30.188000000000002,7.225199999999999
2014,Technology,Accessories,Consumer,Central,3137.7300000000005,622.1514000000001
2015,Technology,Accessories,Consumer,Central,4051.0919999999996,791.0439999999998
2016,Technology,Accessories,Consumer,Central,7690.970000000001,1371.3057000000001
2017,Technology,Accessories,Consumer,Central,4182.512000000001,958.8847999999998
2014,Technology,Accessories,Consumer,East,2785.5620000000004,628.1177999999998
2015,Technology,Accessories,Consumer,East,11843.260000000002,2949.7856999999995
2016,Technology,Accessories,Consumer,East,2482.4400000000005,497.39090000000004
2017,Technology,Accessories,Consumer,East,5749.793999999998,1164.7838999999997
2014,Technology,Accessories,Consumer,South,2610.7960000000003,654.2966999999999
2015,Technology,Accessories,Consumer,South,2110.15,357.7556999999999
2016,Technology,Accessories,Consumer,South,3826.0720000000006,1092.9295
2017,Technology,Accessories,Consumer,South,3104.5460000000003,683.3252999999997
2014,Technology,Accessories,Consumer,West,5764.523999999999,1152.2438
2015,Technology,Accessories,Consumer,West,8394.364,2510.7203
2016,Technology,Accessories,Consumer,West,9461.813999999998,2343.520299999999
2017,Technology,Accessories,Consumer,West,9909.612,2957.6666999999998
2014,Technology,Accessories,Corporate,Central,792,169.61589999999998
2015,Technology,Accessories,Corporate,Central,1471.1039999999998,266.8103
2016,Technology,Accessories,Corporate,Central,1788.966,435.2235999999999
2017,Technology,Accessories,Corporate,Central,2143.168,591.2838999999999
2014,Technology,Accessories,Corporate,East,836.53,285.4739
2015,Technology,Accessories,Corporate,East,2084.746,691.2335
2016,Technology,Accessories,Corporate,East,1918.672,422.33049999999986
2017,Technology,Accessories,Corporate,East,6908.05,1534.5531999999998
2014,Technology,Accessories,Corporate,South,1925.8960000000002,721.8763000000001
2015,Technology,Accessories,Corporate,South,1175.652,287.0609999999999
2016,Technology,Accessories,Corporate,South,4165.411999999999,1318.4211999999998
2017,Technology,Accessories,Corporate,South,2908.4959999999996,758.1192
2014,Technology,Accessories,Corporate,West,1687.1200000000003,482.62979999999993
2015,Technology,Accessories,Corporate,West,1427.508,408.38689999999997
2016,Technology,Accessories,Corporate,West,4795.588,1297.8576999999996
2017,Technology,Accessories,Corporate,West,12161.656000000003,3036.603600000001
2014,Technology,Accessories,Home Office,Central,509.24,99.4942
2015,Technology,Accessories,Home Office,Central,2273.032,473.19339999999994
2016,Technology,Accessories,Home Office,Central,1322.278,81.56060000000004
2017,Technology,Accessories,Home Office,Central,4593.984,1391.0628000000002
2014,Technology,Accessories,Home Office,East,2431.676,974.4441000000002
2015,Technology,Accessories,Home Office,East,3983.43,1047.4399
2016,Technology,Accessories,Home Office,East,1830.266,340.2815
2017,Technology,Accessories,Home Office,East,2178.9460000000004,660.0295000000001
2014,Technology,Accessories,Home Office,South,1058.598,309.55559999999997
2015,Technology,Accessories,Home Office,South,855.732,183.21739999999997
2016,Technology,Accessories,Home Office,South,1388.3600000000001,132.49019999999996
2017,Technology,Accessories,Home Office,South,2147.044,505.49429999999995
2014,Technology,Accessories,Home Office,West,1474.6,302.81549999999993
2015,Technology,Accessories,Home Office,West,853.89,230.62709999999996
2016,Technology,Accessories,Home Office,West,1225.016,330.9768
2017,Technology,Accessories,Home Office,West,3958.4239999999995,1430.5498
2014,Technology,Copiers,Consumer,Central,1999.96,624.9875
2015,Technology,Copiers,Consumer,Central,2519.924,857.9740999999999
2016,Technology,Copiers,Consumer,Central,,
2017,Technology,Copiers,Consumer,Central,,
2014,Technology,Copiers,Consumer,East,4099.9259999999995,650.9886999999999
2015,Technology,Copiers,Consumer,East,4159.912,1404.9717
2016,Technology,Copiers,Consumer,East,11039.928,1491.9899999999989
2017,Technology,Copiers,Consumer,East,11099.939999999999,5109.9821
2014,Technology,Copiers,Consumer,South,479.98400000000004,89.99699999999999
2015,Technology,Copiers,Consumer,South,,
2016,Technology,Copiers,Consumer,South,1599.92,751.9624
2017,Technology,Copiers,Consumer,South,2359.964,941.9857999999999
2014,Technology,Copiers,Consumer,West,2999.946,1136.9796000000001
2015,Technology,Copiers,Consumer,West,3919.8960000000006,1154.9706999999999
2016,Technology,Copiers,Consumer,West,7079.876000000001,2501.9559
2017,Technology,Copiers,Consumer,West,16459.894,7364.9650999999985
2014,Technology,Copiers,Corporate,Central,719.9760000000001,134.9955
2015,Technology,Copiers,Corporate,Central,8739.872000000001,3576.9476999999993
2016,Technology,Copiers,Corporate,Central,17499.949999999997,8399.975999999999
2017,Technology,Copiers,Corporate,Central,2719.944,677.9851000000001
2014,Technology,Copiers,Corporate,East,,
2015,Technology,Copiers,Corporate,East,,
2016,Technology,Copiers,Corporate,East,3319.932,1059.9779999999998
2017,Technology,Copiers,Corporate,East,899.982,74.99849999999992
2014,Technology,Copiers,Corporate,South,,
2015,Technology,Copiers,Corporate,South,899.97,314.9895
2016,Technology,Copiers,Corporate,South,959.9680000000001,119.99599999999992
2017,Technology,Copiers,Corporate,South,2999.95,1439.976
2014,Technology,Copiers,Corporate,West,,
2015,Technology,Copiers,Corporate,West,3589.9220000000005,1645.4641
2016,Technology,Copiers,Corporate,West,1199.976,374.99249999999995
2017,Technology,Copiers,Corporate,West,3279.944,1169.98
2014,Technology,Copiers,Home Office,Central,549.99,274.995
2015,Technology,Copiers,Home Office,Central,1549.97,724.986
2016,Technology,Copiers,Home Office,Central,,
2017,Technology,Copiers,Home Office,Central,959.984,335.99440000000004
2014,Technology,Copiers,Home Office,East,,
2015,Technology,Copiers,Home Office,East,799.984,249.99499999999998
2016,Technology,Copiers,Home Office,East,5399.91,2591.9568
2017,Technology,Copiers,Home Office,East,12399.948,4387.980999999999
2014,Technology,Copiers,Home Office,West,,
2015,Technology,Copiers,Home Office,West,,
2016,Technology,Copiers,Home Office,West,1499.95,449.9849999999999
2017,Technology,Copiers,Home Office,West,9719.838,3527.942199999999
2014,Technology,Machines,Consumer,Central,9577.601999999999,-1657.4820000000022
2015,Technology,Machines,Consumer,Central,771.3499999999999,-23.665500000000023
2016,Technology,Machines,Consumer,Central,1650.81,14.119499999999846
2017,Technology,Machines,Consumer,Central,,
2014,Technology,Machines,Consumer,East,10174.875,3399.0852
2015,Technology,Machines,Consumer,East,4754.802,-1870.1156000000005
2016,Technology,Machines,Consumer,East,15004.997000000001,-2863.7971000000016
2017,Technology,Machines,Consumer,East,733.755,38.74250000000009
2014,Technology,Machines,Consumer,South,4134.945,-1426.7031000000004
2015,Technology,Machines,Consumer,South,3112.985,1414.8208999999997
2016,Technology,Machines,Consumer,South,9841.650000000001,2962.2359999999994
2017,Technology,Machines,Consumer,South,1248.97,-39.795000000000144
2014,Technology,Machines,Consumer,West,1452.181,438.2881999999999
2015,Technology,Machines,Consumer,West,8072.232,903.3806999999989
2016,Technology,Machines,Consumer,West,7216.718999999999,585.4388999999996
2017,Technology,Machines,Consumer,West,1794.952,266.50820000000004
2014,Technology,Machines,Corporate,Central,6139.65,-883.2633000000006
2015,Technology,Machines,Corporate,Central,479.988,55.99859999999995
2016,Technology,Machines,Corporate,Central,,
2017,Technology,Machines,Corporate,Central,5097.096,465.76029999999935
2014,Technology,Machines,Corporate,East,399.54,-559.3559999999999
2015,Technology,Machines,Corporate,East,7349.9400000000005,1210.2939999999999
2016,Technology,Machines,Corporate,East,10210.941,1521.4505999999994
2017,Technology,Machines,Corporate,East,5931.615,452.2137
2014,Technology,Machines,Corporate,South,,
2015,Technology,Machines,Corporate,South,,
2016,Technology,Machines,Corporate,South,3305.475,1347.7005
2017,Technology,Machines,Corporate,South,8695.68,-3867.8183999999987
2014,Technology,Machines,Corporate,West,767.9520000000001,287.98199999999997
2015,Technology,Machines,Corporate,West,299.97,34.99649999999998
2016,Technology,Machines,Corporate,West,3503.9700000000003,-144.4069999999998
2017,Technology,Machines,Corporate,West,8094.937999999999,781.4674999999993
2014,Technology,Machines,Home Office,Central,574.91,156.04699999999997
2015,Technology,Machines,Home Office,Central,600.53,137.26399999999995
2016,Technology,Machines,Home Office,Central,1007.979,43.199100000000044
2017,Technology,Machines,Home Office,Central,897.469,205.95569999999992
2014,Technology,Machines,Home Office,East,4061.97,2026.0857
2015,Technology,Machines,Home Office,East,2321.9,1114.512
2016,Technology,Machines,Home Office,East,,
2017,Technology,Machines,Home Office,East,5161.83,2459.5279
2014,Technology,Machines,Home Office,South,23459.78,-1827.504400000002
2015,Technology,Machines,Home Office,South,,
2016,Technology,Machines,Home Office,South,91.475,-1.829499999999996
2017,Technology,Machines,Home Office,South,,
2014,Technology,Machines,Home Office,West,1279.968,415.98959999999994
2015,Technology,Machines,Home Office,West,,
2016,Technology,Machines,Home Office,West,4072.8700000000003,-556.7930000000003
2017,Technology,Machines,Home Office,West,5888.370000000001,-3631.7780000000007
2014,Technology,Phones,Consumer,Central,5550.279999999999,735.6789999999996
2015,Technology,Phones,Consumer,Central,8957.146,1798.2329999999997
2016,Technology,Phones,Consumer,Central,11299.904000000004,1865.3407000000002
2017,Technology,Phones,Consumer,Central,11301.456000000002,2016.7668999999996
2014,Technology,Phones,Consumer,East,16651.998,3043.229000000001
2015,Technology,Phones,Consumer,East,12095.465999999999,2038.2199999999984
2016,Technology,Phones,Consumer,East,6680.607999999999,635.6175999999997
2017,Technology,Phones,Consumer,East,16083.965999999997,1611.1870000000004
2014,Technology,Phones,Consumer,South,4690.514,1185.0283
2015,Technology,Phones,Consumer,South,5847.658,1558.2632999999996
2016,Technology,Phones,Consumer,South,7732.339999999999,976.231
2017,Technology,Phones,Consumer,South,12575.692,1904.3891999999998
2014,Technology,Phones,Consumer,West,20409.695999999996,1880.9945999999993
2015,Technology,Phones,Consumer,West,11779.960000000003,1143.4174999999993
2016,Technology,Phones,Consumer,West,7625.640000000001,589.7996999999996
2017,Technology,Phones,Consumer,West,11561.864,923.0746999999998
2014,Technology,Phones,Corporate,Central,2548.196000000001,277.50849999999997
2015,Technology,Phones,Corporate,Central,6451.063999999999,891.0112999999997
2016,Technology,Phones,Corporate,Central,5353.372000000001,789.2827000000001
2017,Technology,Phones,Corporate,Central,2828.164,433.4771999999999
2014,Technology,Phones,Corporate,East,3744.782,299.65110000000016
2015,Technology,Phones,Corporate,East,7726.910000000002,914.1632999999997
2016,Technology,Phones,Corporate,East,7130.254,1104.0686
2017,Technology,Phones,Corporate,East,11263.672000000004,811.7353000000006
2014,Technology,Phones,Corporate,South,9740.38,2277.5083999999997
2015,Technology,Phones,Corporate,South,2000.7240000000002,383.77779999999984
2016,Technology,Phones,Corporate,South,1767.8080000000002,196.22480000000002
2017,Technology,Phones,Corporate,South,5765.3200000000015,822.701
2014,Technology,Phones,Corporate,West,5094.312,639.2624
2015,Technology,Phones,Corporate,West,4197.688,476.4329999999997
2016,Technology,Phones,Corporate,West,8693.488,845.2782000000004
2017,Technology,Phones,Corporate,West,6847.280000000001,604.136
2014,Technology,Phones,Home Office,Central,1827.276,467.7412
2015,Technology,Phones,Home Office,Central,3955.7120000000004,617.9998000000002
2016,Technology,Phones,Home Office,Central,3249.176,760.5102
2017,Technology,Phones,Home Office,Central,9081.536,1669.4761999999998
2014,Technology,Phones,Home Office,East,291.87,86.2218
2015,Technology,Phones,Home Office,East,2739.03,347.2843000000001
2016,Technology,Phones,Home Office,East,7479.493999999999,428.12589999999983
2017,Technology,Phones,Home Office,East,8726.931999999999,995.1820999999995
2014,Technology,Phones,Home Office,South,2818.0699999999997,623.1709
2015,Technology,Phones,Home Office,South,,
2016,Technology,Phones,Home Office,South,2343.674,335.4691999999998
2017,Technology,Phones,Home Office,South,3022.2580000000003,504.5114000000001
2014,Technology,Phones,Home Office,West,4934.856000000001,360.36689999999976
2015,Technology,Phones,Home Office,West,2562.344,230.00410000000008
2016,Technology,Phones,Home Office,West,9606.272,933.6443000000003
2017,Technology,Phones,Home Office,West,6282.375999999999,552.688
