Superstore 2023.Category,Dates.Date,Key measures.Total sales,Key measures.Total YTD,Sum(Superstore 2023.Sales)
Furniture,"Sunday, March 21, 2021",,21798.764599999995,
Furniture,"Monday, March 22, 2021",91.96,21890.724599999994,91.96
Furniture,"Tuesday, March 23, 2021",107.772,21998.496599999995,107.772
Furniture,"Wednesday, March 24, 2021",405.958,22404.454599999994,405.958
Furniture,"Thursday, March 25, 2021",,22404.454599999994,
Furniture,"Friday, March 26, 2021",3393.68,25798.134599999994,3393.68
Furniture,"Saturday, March 27, 2021",,25798.134599999994,
Furniture,"Sunday, March 28, 2021",,25798.134599999994,
Furniture,"Monday, March 29, 2021",1186.84,26984.974599999994,1186.84
Furniture,"Tuesday, March 30, 2021",366.744,27351.718599999993,366.744
Furniture,"Wednesday, March 31, 2021",22.38,27374.098599999994,22.38
Furniture,"Thursday, April 01, 2021",,27374.098599999994,
Furniture,"Friday, April 02, 2021",,27374.098599999994,
Furniture,"Saturday, April 03, 2021",,27374.098599999994,
Furniture,"Sunday, April 04, 2021",108.4,27482.498599999995,108.4
Furniture,"Monday, April 05, 2021",1799.394,29281.892599999996,1799.394
Furniture,"Tuesday, April 06, 2021",,29281.892599999996,
Furniture,"Wednesday, April 07, 2021",,29281.892599999996,
Furniture,"Thursday, April 08, 2021",,29281.892599999996,
Furniture,"Friday, April 09, 2021",369.912,29651.804599999996,369.912
Furniture,"Saturday, April 10, 2021",,29651.804599999996,
Furniture,"Sunday, April 11, 2021",121.888,29773.692599999995,121.888
Furniture,"Monday, April 12, 2021",,29773.692599999995,
Furniture,"Tuesday, April 13, 2021",1811.432,31585.124599999996,1811.432
Furniture,"Wednesday, April 14, 2021",,31585.124599999996,
Furniture,"Thursday, April 15, 2021",,31585.124599999996,
Furniture,"Friday, April 16, 2021",1847.884,33433.008599999994,1847.884
Furniture,"Saturday, April 17, 2021",,33433.008599999994,
Furniture,"Sunday, April 18, 2021",152.836,33585.8446,152.836
Furniture,"Monday, April 19, 2021",,33585.8446,
Furniture,"Tuesday, April 20, 2021",595.38,34181.224599999994,595.38
Furniture,"Wednesday, April 21, 2021",401.84,34583.06459999999,401.84
Furniture,"Thursday, April 22, 2021",,34583.06459999999,
Furniture,"Friday, April 23, 2021",,34583.06459999999,
Furniture,"Saturday, April 24, 2021",,34583.06459999999,
Furniture,"Sunday, April 25, 2021",128.058,34711.12259999999,128.058
Furniture,"Monday, April 26, 2021",1592.8495,36303.972099999984,1592.8495
Furniture,"Tuesday, April 27, 2021",1267.53,37571.50209999998,1267.53
Furniture,"Wednesday, April 28, 2021",,37571.50209999998,
Furniture,"Thursday, April 29, 2021",,37571.50209999998,
Furniture,"Friday, April 30, 2021",278.295,37849.79709999998,278.295
Furniture,"Saturday, May 01, 2021",63.552,37913.349099999985,63.552
Furniture,"Sunday, May 02, 2021",,37913.349099999985,
Furniture,"Monday, May 03, 2021",1509.996,39423.345099999984,1509.996
Furniture,"Tuesday, May 04, 2021",49.088,39472.43309999999,49.088
Furniture,"Wednesday, May 05, 2021",,39472.43309999999,
Furniture,"Thursday, May 06, 2021",,39472.43309999999,
Furniture,"Friday, May 07, 2021",244.006,39716.43909999999,244.006
Furniture,"Saturday, May 08, 2021",339.516,40055.95509999999,339.516
Furniture,"Sunday, May 09, 2021",,40055.95509999999,
Furniture,"Monday, May 10, 2021",,40055.95509999999,
Furniture,"Tuesday, May 11, 2021",191.968,40247.92309999999,191.968
Furniture,"Wednesday, May 12, 2021",21.968,40269.89109999999,21.968
Furniture,"Thursday, May 13, 2021",,40269.89109999999,
Furniture,"Friday, May 14, 2021",1452.7875,41722.67859999999,1452.7875
Furniture,"Saturday, May 15, 2021",,41722.67859999999,
Furniture,"Sunday, May 16, 2021",,41722.67859999999,
Furniture,"Monday, May 17, 2021",,41722.67859999999,
Furniture,"Tuesday, May 18, 2021",,41722.67859999999,
Furniture,"Wednesday, May 19, 2021",,41722.67859999999,
Furniture,"Thursday, May 20, 2021",163.136,41885.81459999999,163.136
Furniture,"Friday, May 21, 2021",,41885.81459999999,
Furniture,"Saturday, May 22, 2021",,41885.81459999999,
Furniture,"Sunday, May 23, 2021",75.33,41961.14459999999,75.33
Furniture,"Monday, May 24, 2021",602.651,42563.79559999999,602.651
Furniture,"Tuesday, May 25, 2021",14.73,42578.52559999999,14.73
Furniture,"Wednesday, May 26, 2021",230.856,42809.38159999999,230.856
Furniture,"Thursday, May 27, 2021",,42809.38159999999,
Furniture,"Friday, May 28, 2021",,42809.38159999999,
Furniture,"Saturday, May 29, 2021",358.626,43168.00759999999,358.626
Furniture,"Sunday, May 30, 2021",,43168.00759999999,
Furniture,"Monday, May 31, 2021",4056.74,47224.74759999999,4056.74
Furniture,"Tuesday, June 01, 2021",,47224.74759999999,
Furniture,"Wednesday, June 02, 2021",,47224.74759999999,
Furniture,"Thursday, June 03, 2021",,47224.74759999999,
Furniture,"Friday, June 04, 2021",35.28,47260.02759999999,35.28
Furniture,"Saturday, June 05, 2021",1522.638,48782.665599999986,1522.638
Furniture,"Sunday, June 06, 2021",,48782.665599999986,
Furniture,"Monday, June 07, 2021",,48782.665599999986,
Furniture,"Tuesday, June 08, 2021",173.208,48955.873599999984,173.208
Furniture,"Wednesday, June 09, 2021",355.36,49311.233599999985,355.36
Furniture,"Thursday, June 10, 2021",,49311.233599999985,
Furniture,"Friday, June 11, 2021",1201.752,50512.985599999985,1201.752
Furniture,"Saturday, June 12, 2021",43.296,50556.28159999999,43.296
Furniture,"Sunday, June 13, 2021",,50556.28159999999,
Furniture,"Monday, June 14, 2021",51.072,50607.35359999999,51.072
Furniture,"Tuesday, June 15, 2021",404.96,51012.31359999999,404.96
Furniture,"Wednesday, June 16, 2021",197.372,51209.68559999999,197.372
Furniture,"Thursday, June 17, 2021",,51209.68559999999,
Furniture,"Friday, June 18, 2021",779.336,51989.02159999999,779.336
Furniture,"Saturday, June 19, 2021",12.56,52001.58159999999,12.56
Furniture,"Sunday, June 20, 2021",257.64,52259.22159999999,257.64
Furniture,"Monday, June 21, 2021",,52259.22159999999,
Furniture,"Tuesday, June 22, 2021",796.425,53055.64659999999,796.425
Furniture,"Wednesday, June 23, 2021",27.42,53083.06659999999,27.42
Furniture,"Thursday, June 24, 2021",,53083.06659999999,
Furniture,"Friday, June 25, 2021",280.234,53363.30059999999,280.234
Furniture,"Saturday, June 26, 2021",332.94,53696.24059999999,332.94
Furniture,"Sunday, June 27, 2021",,53696.24059999999,
Furniture,"Monday, June 28, 2021",1104.7,54800.94059999999,1104.7
Furniture,"Tuesday, June 29, 2021",137.986,54938.926599999984,137.986
Furniture,"Wednesday, June 30, 2021",,54938.926599999984,
Furniture,"Thursday, July 01, 2021",,54938.926599999984,
Furniture,"Friday, July 02, 2021",950.378,55889.30459999998,950.378
Furniture,"Saturday, July 03, 2021",522.332,56411.63659999998,522.332
Furniture,"Sunday, July 04, 2021",,56411.63659999998,
Furniture,"Monday, July 05, 2021",9.856,56421.49259999998,9.856
Furniture,"Tuesday, July 06, 2021",642.092,57063.58459999998,642.092
Furniture,"Wednesday, July 07, 2021",,57063.58459999998,
Furniture,"Thursday, July 08, 2021",,57063.58459999998,
Furniture,"Friday, July 09, 2021",181.96,57245.54459999998,181.96
Furniture,"Saturday, July 10, 2021",,57245.54459999998,
Furniture,"Sunday, July 11, 2021",856.468,58102.01259999998,856.468
Furniture,"Monday, July 12, 2021",391.367,58493.37959999998,391.367
Furniture,"Tuesday, July 13, 2021",1931.04,60424.41959999998,1931.04
Furniture,"Wednesday, July 14, 2021",569.684,60994.10359999998,569.684
Furniture,"Thursday, July 15, 2021",,60994.10359999998,
Furniture,"Friday, July 16, 2021",2199.836,63193.93959999998,2199.836
Furniture,"Saturday, July 17, 2021",427.386,63621.32559999998,427.386
Furniture,"Sunday, July 18, 2021",7.38,63628.70559999998,7.38
Furniture,"Monday, July 19, 2021",,63628.70559999998,
Furniture,"Tuesday, July 20, 2021",1298.374,64927.07959999998,1298.374
Furniture,"Wednesday, July 21, 2021",,64927.07959999998,
Furniture,"Thursday, July 22, 2021",,64927.07959999998,
Furniture,"Friday, July 23, 2021",128.82,65055.89959999998,128.82
Furniture,"Saturday, July 24, 2021",20.94,65076.839599999985,20.94
Furniture,"Sunday, July 25, 2021",1625.048,66701.88759999999,1625.048
Furniture,"Monday, July 26, 2021",659.517,67361.4046,659.517
Furniture,"Tuesday, July 27, 2021",,67361.4046,
Furniture,"Wednesday, July 28, 2021",,67361.4046,
Furniture,"Thursday, July 29, 2021",,67361.4046,
Furniture,"Friday, July 30, 2021",161.16,67522.5646,161.16
Furniture,"Saturday, July 31, 2021",1090.782,68613.3466,1090.782
Furniture,"Sunday, August 01, 2021",1004.976,69618.3226,1004.976
Furniture,"Monday, August 02, 2021",388.48,70006.8026,388.48
Furniture,"Tuesday, August 03, 2021",,70006.8026,
Furniture,"Wednesday, August 04, 2021",,70006.8026,
Furniture,"Thursday, August 05, 2021",14.76,70021.56259999999,14.76
Furniture,"Friday, August 06, 2021",369.1992,70390.7618,369.1992
Furniture,"Saturday, August 07, 2021",212.94,70603.7018,212.94
Furniture,"Sunday, August 08, 2021",144.784,70748.4858,144.784
Furniture,"Monday, August 09, 2021",1755.876,72504.3618,1755.876
Furniture,"Tuesday, August 10, 2021",,72504.3618,
Furniture,"Wednesday, August 11, 2021",46.152,72550.5138,46.152
Furniture,"Thursday, August 12, 2021",,72550.5138,
Furniture,"Friday, August 13, 2021",31.56,72582.0738,31.56
Furniture,"Saturday, August 14, 2021",,72582.0738,
Furniture,"Sunday, August 15, 2021",104.23,72686.3038,104.23
Furniture,"Monday, August 16, 2021",555.822,73242.1258,555.822
Furniture,"Tuesday, August 17, 2021",,73242.1258,
Furniture,"Wednesday, August 18, 2021",,73242.1258,
Furniture,"Thursday, August 19, 2021",,73242.1258,
Furniture,"Friday, August 20, 2021",,73242.1258,
Furniture,"Saturday, August 21, 2021",1754.848,74996.97379999999,1754.848
Furniture,"Sunday, August 22, 2021",,74996.97379999999,
Furniture,"Monday, August 23, 2021",,74996.97379999999,
Furniture,"Tuesday, August 24, 2021",1218.059,76215.03279999999,1218.059
Furniture,"Wednesday, August 25, 2021",68.768,76283.80079999998,68.768
Furniture,"Thursday, August 26, 2021",,76283.80079999998,
Furniture,"Friday, August 27, 2021",,76283.80079999998,
Furniture,"Saturday, August 28, 2021",415.307,76699.10779999998,415.307
Furniture,"Sunday, August 29, 2021",,76699.10779999998,
Furniture,"Monday, August 30, 2021",,76699.10779999998,
Furniture,"Tuesday, August 31, 2021",1552.831,78251.93879999999,1552.831
Furniture,"Wednesday, September 01, 2021",185.1,78437.0388,185.1
Furniture,"Thursday, September 02, 2021",,78437.0388,
Furniture,"Friday, September 03, 2021",367.72,78804.7588,367.72
Furniture,"Saturday, September 04, 2021",,78804.7588,
Furniture,"Sunday, September 05, 2021",778.651,79583.4098,778.651
Furniture,"Monday, September 06, 2021",549.564,80132.97379999999,549.564
Furniture,"Tuesday, September 07, 2021",556.106,80689.07979999999,556.106
Furniture,"Wednesday, September 08, 2021",21.36,80710.4398,21.36
Furniture,"Thursday, September 09, 2021",,80710.4398,
Furniture,"Friday, September 10, 2021",648.526,81358.96579999999,648.526
Furniture,"Saturday, September 11, 2021",244.24,81603.2058,244.24
Furniture,"Sunday, September 12, 2021",,81603.2058,
Furniture,"Monday, September 13, 2021",2917.822,84521.0278,2917.822
Furniture,"Tuesday, September 14, 2021",1082.886,85603.9138,1082.886
Furniture,"Wednesday, September 15, 2021",1976.884,87580.7978,1976.884
Furniture,"Thursday, September 16, 2021",,87580.7978,
Furniture,"Friday, September 17, 2021",10006.174,97586.9718,10006.174
Furniture,"Saturday, September 18, 2021",24.4,97611.3718,24.4
Furniture,"Sunday, September 19, 2021",122.8,97734.1718,122.8
Furniture,"Monday, September 20, 2021",,97734.1718,
Furniture,"Tuesday, September 21, 2021",3119.064,100853.2358,3119.064
Furniture,"Wednesday, September 22, 2021",252.58,101105.8158,252.58
Furniture,"Thursday, September 23, 2021",,101105.8158,
Furniture,"Friday, September 24, 2021",1940.51,103046.32579999999,1940.51
Furniture,"Saturday, September 25, 2021",1454.348,104500.67379999999,1454.348
Furniture,"Sunday, September 26, 2021",,104500.67379999999,
Furniture,"Monday, September 27, 2021",24.288,104524.96179999999,24.288
Furniture,"Tuesday, September 28, 2021",,104524.96179999999,
Furniture,"Wednesday, September 29, 2021",,104524.96179999999,
Furniture,"Thursday, September 30, 2021",,104524.96179999999,
Furniture,"Friday, October 01, 2021",,104524.96179999999,
Furniture,"Saturday, October 02, 2021",11.032,104535.9938,11.032
Furniture,"Sunday, October 03, 2021",156.156,104692.1498,156.156
Furniture,"Monday, October 04, 2021",457.884,105150.0338,457.884
Furniture,"Tuesday, October 05, 2021",357.462,105507.4958,357.462
Furniture,"Wednesday, October 06, 2021",,105507.4958,
Furniture,"Thursday, October 07, 2021",,105507.4958,
Furniture,"Friday, October 08, 2021",218.68,105726.1758,218.68
Furniture,"Saturday, October 09, 2021",389.97,106116.1458,389.97
Furniture,"Sunday, October 10, 2021",362.136,106478.2818,362.136
Furniture,"Monday, October 11, 2021",957.5775,107435.8593,957.5775
Furniture,"Tuesday, October 12, 2021",1735.158,109171.01729999999,1735.158
Furniture,"Wednesday, October 13, 2021",287.94,109458.9573,287.94
Furniture,"Thursday, October 14, 2021",,109458.9573,
Furniture,"Friday, October 15, 2021",2601.946,112060.90329999999,2601.946
Furniture,"Saturday, October 16, 2021",,112060.90329999999,
Furniture,"Sunday, October 17, 2021",,112060.90329999999,
Furniture,"Monday, October 18, 2021",10.11,112071.01329999999,10.11
Furniture,"Tuesday, October 19, 2021",,112071.01329999999,
Furniture,"Wednesday, October 20, 2021",455.556,112526.56929999999,455.556
Furniture,"Thursday, October 21, 2021",,112526.56929999999,
Furniture,"Friday, October 22, 2021",,112526.56929999999,
Furniture,"Saturday, October 23, 2021",1275.104,113801.6733,1275.104
Furniture,"Sunday, October 24, 2021",801.633,114603.3063,801.633
Furniture,"Monday, October 25, 2021",1126.612,115729.91829999999,1126.612
Furniture,"Tuesday, October 26, 2021",,115729.91829999999,
Furniture,"Wednesday, October 27, 2021",,115729.91829999999,
Furniture,"Thursday, October 28, 2021",57.21,115787.1283,57.21
Furniture,"Friday, October 29, 2021",,115787.1283,
Furniture,"Saturday, October 30, 2021",15.488,115802.6163,15.488
Furniture,"Sunday, October 31, 2021",748.969,116551.58529999999,748.969
Furniture,"Monday, November 01, 2021",1094.388,117645.9733,1094.388
Furniture,"Tuesday, November 02, 2021",4379.385,122025.35829999999,4379.385
Furniture,"Wednesday, November 03, 2021",1491.42,123516.77829999999,1491.42
Furniture,"Thursday, November 04, 2021",,123516.77829999999,
Furniture,"Friday, November 05, 2021",207,123723.77829999999,207
Furniture,"Saturday, November 06, 2021",,123723.77829999999,
Furniture,"Sunday, November 07, 2021",970.88,124694.6583,970.88
Furniture,"Monday, November 08, 2021",5252.426,129947.0843,5252.426
Furniture,"Tuesday, November 09, 2021",1024.38,130971.4643,1024.38
Furniture,"Wednesday, November 10, 2021",29.22,131000.68430000001,29.22
Furniture,"Thursday, November 11, 2021",,131000.68430000001,
Furniture,"Friday, November 12, 2021",670.056,131670.7403,670.056
Furniture,"Saturday, November 13, 2021",1781.1372,133451.8775,1781.1372
Furniture,"Sunday, November 14, 2021",1190.332,134642.2095,1190.332
Furniture,"Monday, November 15, 2021",39.96,134682.1695,39.96
Furniture,"Tuesday, November 16, 2021",1784.164,136466.33349999998,1784.164
Furniture,"Wednesday, November 17, 2021",1667.028,138133.36149999997,1667.028
Furniture,"Thursday, November 18, 2021",,138133.36149999997,
Furniture,"Friday, November 19, 2021",141.96,138275.32149999996,141.96
Furniture,"Saturday, November 20, 2021",1656.7,139932.02149999997,1656.7
Furniture,"Sunday, November 21, 2021",2055.7748,141987.7963,2055.7748
Furniture,"Monday, November 22, 2021",206.962,142194.7583,206.962
Furniture,"Tuesday, November 23, 2021",,142194.7583,
Furniture,"Wednesday, November 24, 2021",79.76,142274.5183,79.76
Furniture,"Thursday, November 25, 2021",,142274.5183,
Furniture,"Friday, November 26, 2021",692.472,142966.9903,692.472
Furniture,"Saturday, November 27, 2021",1315.3955,144282.38580000002,1315.3955
Furniture,"Sunday, November 28, 2021",625.962,144908.34780000002,625.962
Furniture,"Monday, November 29, 2021",1408.87,146317.2178,1408.87
Furniture,"Tuesday, November 30, 2021",1115.2,147432.41780000002,1115.2
Furniture,"Wednesday, December 01, 2021",6600.68,154033.09780000002,6600.68
Furniture,"Thursday, December 02, 2021",,154033.09780000002,
Furniture,"Friday, December 03, 2021",440.411,154473.5088,440.411
Furniture,"Saturday, December 04, 2021",1200.268,155673.77680000002,1200.268
Furniture,"Sunday, December 05, 2021",306.53,155980.30680000002,306.53
Furniture,"Monday, December 06, 2021",390.718,156371.0248,390.718
Furniture,"Tuesday, December 07, 2021",363.84,156734.8648,363.84
Furniture,"Wednesday, December 08, 2021",,156734.8648,
Furniture,"Thursday, December 09, 2021",,156734.8648,
Furniture,"Friday, December 10, 2021",1536.86,158271.7248,1536.86
Furniture,"Saturday, December 11, 2021",541.862,158813.5868,541.862
Furniture,"Sunday, December 12, 2021",515.428,159329.0148,515.428
Furniture,"Monday, December 13, 2021",,159329.0148,
Furniture,"Tuesday, December 14, 2021",324.188,159653.2028,324.188
Furniture,"Wednesday, December 15, 2021",262.864,159916.0668,262.864
Furniture,"Thursday, December 16, 2021",,159916.0668,
Furniture,"Friday, December 17, 2021",1245.642,161161.7088,1245.642
Furniture,"Saturday, December 18, 2021",20.32,161182.0288,20.32
Furniture,"Sunday, December 19, 2021",1053.164,162235.1928,1053.164
Furniture,"Monday, December 20, 2021",373.426,162608.6188,373.426
Furniture,"Tuesday, December 21, 2021",1670.126,164278.7448,1670.126
Furniture,"Wednesday, December 22, 2021",422.625,164701.3698,422.625
Furniture,"Thursday, December 23, 2021",,164701.3698,
Furniture,"Friday, December 24, 2021",1563.994,166265.3638,1563.994
Furniture,"Saturday, December 25, 2021",1433.564,167698.9278,1433.564
Furniture,"Sunday, December 26, 2021",326.646,168025.5738,326.646
Furniture,"Monday, December 27, 2021",2477.9032,170503.477,2477.9032
Furniture,"Tuesday, December 28, 2021",,170503.477,
Furniture,"Wednesday, December 29, 2021",,170503.477,
Furniture,"Thursday, December 30, 2021",,170503.477,
Furniture,"Friday, December 31, 2021",14.76,170518.23700000002,14.76
Furniture,"Sunday, January 02, 2022",173.94,173.94,173.94
Furniture,"Monday, January 03, 2022",1592.85,1766.79,1592.85
Furniture,"Tuesday, January 04, 2022",,1766.79,
Furniture,"Wednesday, January 05, 2022",,1766.79,
Furniture,"Thursday, January 06, 2022",,1766.79,
Furniture,"Friday, January 07, 2022",23.076,1789.866,23.076
Furniture,"Saturday, January 08, 2022",1565.88,3355.746,1565.88
Furniture,"Sunday, January 09, 2022",15.168,3370.914,15.168
Furniture,"Monday, January 10, 2022",104.77,3475.684,104.77
Furniture,"Tuesday, January 11, 2022",54.992,3530.6760000000004,54.992
Furniture,"Wednesday, January 12, 2022",,3530.6760000000004,
Furniture,"Thursday, January 13, 2022",,3530.6760000000004,
Furniture,"Friday, January 14, 2022",315.776,3846.452,315.776
Furniture,"Saturday, January 15, 2022",181.797,4028.2490000000003,181.797
Furniture,"Sunday, January 16, 2022",,4028.2490000000003,
Furniture,"Monday, January 17, 2022",322.59,4350.839,322.59
Furniture,"Tuesday, January 18, 2022",,4350.839,
Furniture,"Wednesday, January 19, 2022",,4350.839,
Furniture,"Thursday, January 20, 2022",,4350.839,
Furniture,"Friday, January 21, 2022",1167.056,5517.895,1167.056
Furniture,"Saturday, January 22, 2022",575.308,6093.203,575.308
Furniture,"Sunday, January 23, 2022",59.99,6153.193,59.99
Furniture,"Monday, January 24, 2022",,6153.193,
Furniture,"Tuesday, January 25, 2022",359.702,6512.895,359.702
Furniture,"Wednesday, January 26, 2022",,6512.895,
Furniture,"Thursday, January 27, 2022",,6512.895,
Furniture,"Friday, January 28, 2022",,6512.895,
Furniture,"Saturday, January 29, 2022",,6512.895,
Furniture,"Sunday, January 30, 2022",1109.848,7622.743,1109.848
Furniture,"Monday, January 31, 2022",,7622.743,
Furniture,"Tuesday, February 01, 2022",,7622.743,
Furniture,"Wednesday, February 02, 2022",92.474,7715.217000000001,92.474
Furniture,"Thursday, February 03, 2022",866.4,8581.617,866.4
Furniture,"Friday, February 04, 2022",14.368,8595.985,14.368
Furniture,"Saturday, February 05, 2022",816.548,9412.533000000001,816.548
Furniture,"Sunday, February 06, 2022",132.224,9544.757000000001,132.224
Furniture,"Monday, February 07, 2022",,9544.757000000001,
Furniture,"Tuesday, February 08, 2022",241.5,9786.257000000001,241.5
Furniture,"Wednesday, February 09, 2022",,9786.257000000001,
Furniture,"Thursday, February 10, 2022",,9786.257000000001,
Furniture,"Friday, February 11, 2022",,9786.257000000001,
Furniture,"Saturday, February 12, 2022",,9786.257000000001,
Furniture,"Sunday, February 13, 2022",,9786.257000000001,
Furniture,"Monday, February 14, 2022",560.991,10347.248000000001,560.991
Furniture,"Tuesday, February 15, 2022",,10347.248000000001,
Furniture,"Wednesday, February 16, 2022",935.644,11282.892000000002,935.644
Furniture,"Thursday, February 17, 2022",,11282.892000000002,
Furniture,"Friday, February 18, 2022",,11282.892000000002,
Furniture,"Saturday, February 19, 2022",44.46,11327.352,44.46
Furniture,"Sunday, February 20, 2022",,11327.352,
Furniture,"Monday, February 21, 2022",204.75,11532.102,204.75
Furniture,"Tuesday, February 22, 2022",,11532.102,
Furniture,"Wednesday, February 23, 2022",,11532.102,
Furniture,"Thursday, February 24, 2022",,11532.102,
Furniture,"Friday, February 25, 2022",,11532.102,
Furniture,"Saturday, February 26, 2022",,11532.102,
Furniture,"Sunday, February 27, 2022",16.192,11548.294,16.192
Furniture,"Monday, February 28, 2022",,11548.294,
Furniture,"Tuesday, March 01, 2022",836.592,12384.886,836.592
Furniture,"Wednesday, March 02, 2022",,12384.886,
Furniture,"Thursday, March 03, 2022",1236.606,13621.492,1236.606
Furniture,"Friday, March 04, 2022",,13621.492,
Furniture,"Saturday, March 05, 2022",,13621.492,
Furniture,"Sunday, March 06, 2022",305.02,13926.512,305.02
Furniture,"Monday, March 07, 2022",,13926.512,
Furniture,"Tuesday, March 08, 2022",215.96,14142.472,215.96
Furniture,"Wednesday, March 09, 2022",354.9,14497.372,354.9
Furniture,"Thursday, March 10, 2022",176.784,14674.155999999999,176.784
Furniture,"Friday, March 11, 2022",351.262,15025.418,351.262
Furniture,"Saturday, March 12, 2022",770.352,15795.77,770.352
Furniture,"Sunday, March 13, 2022",1100.425,16896.195,1100.425
Furniture,"Monday, March 14, 2022",476.736,17372.931,476.736
Furniture,"Tuesday, March 15, 2022",1880.462,19253.393,1880.462
Furniture,"Wednesday, March 16, 2022",,19253.393,
Furniture,"Thursday, March 17, 2022",971.5,20224.893,971.5
Furniture,"Friday, March 18, 2022",189.882,20414.775,189.882
Furniture,"Saturday, March 19, 2022",107.594,20522.369000000002,107.594
Furniture,"Sunday, March 20, 2022",783.61,21305.979000000003,783.61
Furniture,"Monday, March 21, 2022",627.802,21933.781000000003,627.802
Furniture,"Tuesday, March 22, 2022",167.888,22101.669,167.888
Furniture,"Wednesday, March 23, 2022",,22101.669,
Furniture,"Thursday, March 24, 2022",301.47,22403.139000000003,301.47
Furniture,"Friday, March 25, 2022",,22403.139000000003,
Furniture,"Saturday, March 26, 2022",,22403.139000000003,
Furniture,"Sunday, March 27, 2022",60.16,22463.299000000003,60.16
Furniture,"Monday, March 28, 2022",,22463.299000000003,
Furniture,"Tuesday, March 29, 2022",1558.091,24021.390000000003,1558.091
Furniture,"Wednesday, March 30, 2022",,24021.390000000003,
Furniture,"Thursday, March 31, 2022",327.996,24349.386000000002,327.996
Furniture,"Friday, April 01, 2022",1324.532,25673.918,1324.532
Furniture,"Saturday, April 02, 2022",1454.9,27128.818000000003,1454.9
Furniture,"Sunday, April 03, 2022",71.12,27199.938000000002,71.12
Furniture,"Monday, April 04, 2022",82.64,27282.578,82.64
Furniture,"Tuesday, April 05, 2022",,27282.578,
Furniture,"Wednesday, April 06, 2022",,27282.578,
Furniture,"Thursday, April 07, 2022",658.746,27941.324,658.746
Furniture,"Friday, April 08, 2022",1024.208,28965.532,1024.208
Furniture,"Saturday, April 09, 2022",556.665,29522.197,556.665
Furniture,"Sunday, April 10, 2022",,29522.197,
Furniture,"Monday, April 11, 2022",,29522.197,
Furniture,"Tuesday, April 12, 2022",1176.56,30698.757,1176.56
Furniture,"Wednesday, April 13, 2022",,30698.757,
Furniture,"Thursday, April 14, 2022",1317.336,32016.093,1317.336
Furniture,"Friday, April 15, 2022",1121.568,33137.661,1121.568
Furniture,"Saturday, April 16, 2022",9.96,33147.621,9.96
Furniture,"Sunday, April 17, 2022",355.243,33502.864,355.243
Furniture,"Monday, April 18, 2022",472.252,33975.116,472.252
Furniture,"Tuesday, April 19, 2022",205.176,34180.292,205.176
Furniture,"Wednesday, April 20, 2022",,34180.292,
Furniture,"Thursday, April 21, 2022",,34180.292,
Furniture,"Friday, April 22, 2022",1414.37,35594.662000000004,1414.37
Furniture,"Saturday, April 23, 2022",,35594.662000000004,
Furniture,"Sunday, April 24, 2022",1325.76,36920.422000000006,1325.76
Furniture,"Monday, April 25, 2022",,36920.422000000006,
Furniture,"Tuesday, April 26, 2022",434.646,37355.06800000001,434.646
Furniture,"Wednesday, April 27, 2022",,37355.06800000001,
Furniture,"Thursday, April 28, 2022",71.912,37426.98,71.912
Furniture,"Friday, April 29, 2022",,37426.98,
Furniture,"Saturday, April 30, 2022",134.496,37561.476,134.496
Furniture,"Sunday, May 01, 2022",370.62,37932.096000000005,370.62
Furniture,"Monday, May 02, 2022",781.06,38713.156,781.06
Furniture,"Tuesday, May 03, 2022",51.968,38765.124,51.968
Furniture,"Wednesday, May 04, 2022",,38765.124,
Furniture,"Thursday, May 05, 2022",2072.464,40837.588,2072.464
Furniture,"Friday, May 06, 2022",96.312,40933.9,96.312
Furniture,"Saturday, May 07, 2022",506.444,41440.344000000005,506.444
Furniture,"Sunday, May 08, 2022",211.96,41652.304000000004,211.96
Furniture,"Monday, May 09, 2022",,41652.304000000004,
Furniture,"Tuesday, May 10, 2022",,41652.304000000004,
Furniture,"Wednesday, May 11, 2022",,41652.304000000004,
Furniture,"Thursday, May 12, 2022",10.02,41662.324,10.02
Furniture,"Friday, May 13, 2022",,41662.324,
Furniture,"Saturday, May 14, 2022",109.576,41771.9,109.576
Furniture,"Sunday, May 15, 2022",,41771.9,
Furniture,"Monday, May 16, 2022",282.84,42054.74,282.84
Furniture,"Tuesday, May 17, 2022",195.848,42250.587999999996,195.848
Furniture,"Wednesday, May 18, 2022",,42250.587999999996,
Furniture,"Thursday, May 19, 2022",717.64,42968.227999999996,717.64
Furniture,"Friday, May 20, 2022",1049.2,44017.42799999999,1049.2
Furniture,"Saturday, May 21, 2022",,44017.42799999999,
Furniture,"Sunday, May 22, 2022",174.286,44191.71399999999,174.286
Furniture,"Monday, May 23, 2022",37.05,44228.763999999996,37.05
Furniture,"Tuesday, May 24, 2022",,44228.763999999996,
Furniture,"Wednesday, May 25, 2022",24.96,44253.723999999995,24.96
Furniture,"Thursday, May 26, 2022",941.444,45195.168,941.444
Furniture,"Friday, May 27, 2022",3535.66,48730.827999999994,3535.66
Furniture,"Saturday, May 28, 2022",390.272,49121.09999999999,390.272
Furniture,"Sunday, May 29, 2022",44.76,49165.85999999999,44.76
Furniture,"Monday, May 30, 2022",3292.308,52458.16799999999,3292.308
Furniture,"Tuesday, May 31, 2022",223.143,52681.31099999999,223.143
Furniture,"Wednesday, June 01, 2022",,52681.31099999999,
