Category,Sub-Category,Region,Value Column Name,Value
"Office Supplies","Envelopes","South","PL","2786"
"Office Supplies","Envelopes","South","FC","1535"
"Office Supplies","Envelopes","South","Profit","286397.0217"
"Office Supplies","Envelopes","South","Profit - Quantity","248524.02169999998"
"Office Supplies","Envelopes","South","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Envelopes","South","Profit - PL","283611.0217"
"Office Supplies","Envelopes","South","(Profit - PL)%","101.79864382627422"
"Office Supplies","Envelopes","South","Profit - FC","284862.0217"
"Office Supplies","Envelopes","South","(Profit - FC)%","185.57786429967425"
"Office Supplies","Envelopes","South","PL - Quantity","-35087"
"Office Supplies","Envelopes","South","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Envelopes","South","FC - Quantity","-36338"
"Office Supplies","Envelopes","South","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Envelopes","South","FC - PL","-1251"
"Office Supplies","Envelopes","South","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Envelopes","West","Quantity","37873"
"Office Supplies","Envelopes","West","PL","2786"
"Office Supplies","Envelopes","West","FC","1535"
"Office Supplies","Envelopes","West","Profit","286397.0217"
"Office Supplies","Envelopes","West","Profit - Quantity","248524.02169999998"
"Office Supplies","Envelopes","West","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Envelopes","West","Profit - PL","283611.0217"
"Office Supplies","Envelopes","West","(Profit - PL)%","101.79864382627422"
"Office Supplies","Envelopes","West","Profit - FC","284862.0217"
"Office Supplies","Envelopes","West","(Profit - FC)%","185.57786429967425"
"Office Supplies","Envelopes","West","PL - Quantity","-35087"
"Office Supplies","Envelopes","West","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Envelopes","West","FC - Quantity","-36338"
"Office Supplies","Envelopes","West","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Envelopes","West","FC - PL","-1251"
"Office Supplies","Envelopes","West","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Fasteners","Central","Quantity","37873"
"Office Supplies","Fasteners","Central","PL","2786"
"Office Supplies","Fasteners","Central","FC","1535"
"Office Supplies","Fasteners","Central","Profit","286397.0217"
"Office Supplies","Fasteners","Central","Profit - Quantity","248524.02169999998"
"Office Supplies","Fasteners","Central","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Fasteners","Central","Profit - PL","283611.0217"
"Office Supplies","Fasteners","Central","(Profit - PL)%","101.79864382627422"
"Office Supplies","Fasteners","Central","Profit - FC","284862.0217"
"Office Supplies","Fasteners","Central","(Profit - FC)%","185.57786429967425"
"Office Supplies","Fasteners","Central","PL - Quantity","-35087"
"Office Supplies","Fasteners","Central","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Fasteners","Central","FC - Quantity","-36338"
"Office Supplies","Fasteners","Central","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Fasteners","Central","FC - PL","-1251"
"Office Supplies","Fasteners","Central","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Fasteners","East","Quantity","37873"
"Office Supplies","Fasteners","East","PL","2786"
"Office Supplies","Fasteners","East","FC","1535"
"Office Supplies","Fasteners","East","Profit","286397.0217"
"Office Supplies","Fasteners","East","Profit - Quantity","248524.02169999998"
"Office Supplies","Fasteners","East","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Fasteners","East","Profit - PL","283611.0217"
"Office Supplies","Fasteners","East","(Profit - PL)%","101.79864382627422"
"Office Supplies","Fasteners","East","Profit - FC","284862.0217"
"Office Supplies","Fasteners","East","(Profit - FC)%","185.57786429967425"
"Office Supplies","Fasteners","East","PL - Quantity","-35087"
"Office Supplies","Fasteners","East","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Fasteners","East","FC - Quantity","-36338"
"Office Supplies","Fasteners","East","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Fasteners","East","FC - PL","-1251"
"Office Supplies","Fasteners","East","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Fasteners","South","Quantity","37873"
"Office Supplies","Fasteners","South","PL","2786"
"Office Supplies","Fasteners","South","FC","1535"
"Office Supplies","Fasteners","South","Profit","286397.0217"
"Office Supplies","Fasteners","South","Profit - Quantity","248524.02169999998"
"Office Supplies","Fasteners","South","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Fasteners","South","Profit - PL","283611.0217"
"Office Supplies","Fasteners","South","(Profit - PL)%","101.79864382627422"
"Office Supplies","Fasteners","South","Profit - FC","284862.0217"
"Office Supplies","Fasteners","South","(Profit - FC)%","185.57786429967425"
"Office Supplies","Fasteners","South","PL - Quantity","-35087"
"Office Supplies","Fasteners","South","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Fasteners","South","FC - Quantity","-36338"
"Office Supplies","Fasteners","South","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Fasteners","South","FC - PL","-1251"
"Office Supplies","Fasteners","South","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Fasteners","West","Quantity","37873"
"Office Supplies","Fasteners","West","PL","2786"
"Office Supplies","Fasteners","West","FC","1535"
"Office Supplies","Fasteners","West","Profit","286397.0217"
"Office Supplies","Fasteners","West","Profit - Quantity","248524.02169999998"
"Office Supplies","Fasteners","West","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Fasteners","West","Profit - PL","283611.0217"
"Office Supplies","Fasteners","West","(Profit - PL)%","101.79864382627422"
"Office Supplies","Fasteners","West","Profit - FC","284862.0217"
"Office Supplies","Fasteners","West","(Profit - FC)%","185.57786429967425"
"Office Supplies","Fasteners","West","PL - Quantity","-35087"
"Office Supplies","Fasteners","West","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Fasteners","West","FC - Quantity","-36338"
"Office Supplies","Fasteners","West","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Fasteners","West","FC - PL","-1251"
"Office Supplies","Fasteners","West","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Labels","Central","Quantity","37873"
"Office Supplies","Labels","Central","PL","2786"
"Office Supplies","Labels","Central","FC","1535"
"Office Supplies","Labels","Central","Profit","286397.0217"
"Office Supplies","Labels","Central","Profit - Quantity","248524.02169999998"
"Office Supplies","Labels","Central","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Labels","Central","Profit - PL","283611.0217"
"Office Supplies","Labels","Central","(Profit - PL)%","101.79864382627422"
"Office Supplies","Labels","Central","Profit - FC","284862.0217"
"Office Supplies","Labels","Central","(Profit - FC)%","185.57786429967425"
"Office Supplies","Labels","Central","PL - Quantity","-35087"
"Office Supplies","Labels","Central","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Labels","Central","FC - Quantity","-36338"
"Office Supplies","Labels","Central","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Labels","Central","FC - PL","-1251"
"Office Supplies","Labels","Central","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Labels","East","Quantity","37873"
"Office Supplies","Labels","East","PL","2786"
"Office Supplies","Labels","East","FC","1535"
"Office Supplies","Labels","East","Profit","286397.0217"
"Office Supplies","Labels","East","Profit - Quantity","248524.02169999998"
"Office Supplies","Labels","East","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Labels","East","Profit - PL","283611.0217"
"Office Supplies","Labels","East","(Profit - PL)%","101.79864382627422"
"Office Supplies","Labels","East","Profit - FC","284862.0217"
"Office Supplies","Labels","East","(Profit - FC)%","185.57786429967425"
"Office Supplies","Labels","East","PL - Quantity","-35087"
"Office Supplies","Labels","East","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Labels","East","FC - Quantity","-36338"
"Office Supplies","Labels","East","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Labels","East","FC - PL","-1251"
"Office Supplies","Labels","East","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Labels","South","Quantity","37873"
"Office Supplies","Labels","South","PL","2786"
"Office Supplies","Labels","South","FC","1535"
"Office Supplies","Labels","South","Profit","286397.0217"
"Office Supplies","Labels","South","Profit - Quantity","248524.02169999998"
"Office Supplies","Labels","South","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Labels","South","Profit - PL","283611.0217"
"Office Supplies","Labels","South","(Profit - PL)%","101.79864382627422"
"Office Supplies","Labels","South","Profit - FC","284862.0217"
"Office Supplies","Labels","South","(Profit - FC)%","185.57786429967425"
"Office Supplies","Labels","South","PL - Quantity","-35087"
"Office Supplies","Labels","South","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Labels","South","FC - Quantity","-36338"
"Office Supplies","Labels","South","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Labels","South","FC - PL","-1251"
"Office Supplies","Labels","South","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Labels","West","Quantity","37873"
"Office Supplies","Labels","West","PL","2786"
"Office Supplies","Labels","West","FC","1535"
"Office Supplies","Labels","West","Profit","286397.0217"
"Office Supplies","Labels","West","Profit - Quantity","248524.02169999998"
"Office Supplies","Labels","West","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Labels","West","Profit - PL","283611.0217"
"Office Supplies","Labels","West","(Profit - PL)%","101.79864382627422"
"Office Supplies","Labels","West","Profit - FC","284862.0217"
"Office Supplies","Labels","West","(Profit - FC)%","185.57786429967425"
"Office Supplies","Labels","West","PL - Quantity","-35087"
"Office Supplies","Labels","West","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Labels","West","FC - Quantity","-36338"
"Office Supplies","Labels","West","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Labels","West","FC - PL","-1251"
"Office Supplies","Labels","West","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Paper","Central","Quantity","37873"
"Office Supplies","Paper","Central","PL","2786"
"Office Supplies","Paper","Central","FC","1535"
"Office Supplies","Paper","Central","Profit","286397.0217"
"Office Supplies","Paper","Central","Profit - Quantity","248524.02169999998"
"Office Supplies","Paper","Central","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Paper","Central","Profit - PL","283611.0217"
"Office Supplies","Paper","Central","(Profit - PL)%","101.79864382627422"
"Office Supplies","Paper","Central","Profit - FC","284862.0217"
"Office Supplies","Paper","Central","(Profit - FC)%","185.57786429967425"
"Office Supplies","Paper","Central","PL - Quantity","-35087"
"Office Supplies","Paper","Central","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Paper","Central","FC - Quantity","-36338"
"Office Supplies","Paper","Central","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Paper","Central","FC - PL","-1251"
"Office Supplies","Paper","Central","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Paper","East","Quantity","37873"
"Office Supplies","Paper","East","PL","2786"
"Office Supplies","Paper","East","FC","1535"
"Office Supplies","Paper","East","Profit","286397.0217"
"Office Supplies","Paper","East","Profit - Quantity","248524.02169999998"
"Office Supplies","Paper","East","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Paper","East","Profit - PL","283611.0217"
"Office Supplies","Paper","East","(Profit - PL)%","101.79864382627422"
"Office Supplies","Paper","East","Profit - FC","284862.0217"
"Office Supplies","Paper","East","(Profit - FC)%","185.57786429967425"
"Office Supplies","Paper","East","PL - Quantity","-35087"
"Office Supplies","Paper","East","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Paper","East","FC - Quantity","-36338"
"Office Supplies","Paper","East","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Paper","East","FC - PL","-1251"
"Office Supplies","Paper","East","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Paper","South","Quantity","37873"
"Office Supplies","Paper","South","PL","2786"
"Office Supplies","Paper","South","FC","1535"
"Office Supplies","Paper","South","Profit","286397.0217"
"Office Supplies","Paper","South","Profit - Quantity","248524.02169999998"
"Office Supplies","Paper","South","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Paper","South","Profit - PL","283611.0217"
"Office Supplies","Paper","South","(Profit - PL)%","101.79864382627422"
"Office Supplies","Paper","South","Profit - FC","284862.0217"
"Office Supplies","Paper","South","(Profit - FC)%","185.57786429967425"
"Office Supplies","Paper","South","PL - Quantity","-35087"
"Office Supplies","Paper","South","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Paper","South","FC - Quantity","-36338"
"Office Supplies","Paper","South","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Paper","South","FC - PL","-1251"
"Office Supplies","Paper","South","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Paper","West","Quantity","37873"
"Office Supplies","Paper","West","PL","2786"
"Office Supplies","Paper","West","FC","1535"
"Office Supplies","Paper","West","Profit","286397.0217"
"Office Supplies","Paper","West","Profit - Quantity","248524.02169999998"
"Office Supplies","Paper","West","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Paper","West","Profit - PL","283611.0217"
"Office Supplies","Paper","West","(Profit - PL)%","101.79864382627422"
"Office Supplies","Paper","West","Profit - FC","284862.0217"
"Office Supplies","Paper","West","(Profit - FC)%","185.57786429967425"
"Office Supplies","Paper","West","PL - Quantity","-35087"
"Office Supplies","Paper","West","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Paper","West","FC - Quantity","-36338"
"Office Supplies","Paper","West","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Paper","West","FC - PL","-1251"
"Office Supplies","Paper","West","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Storage","Central","Quantity","37873"
"Office Supplies","Storage","Central","PL","2786"
"Office Supplies","Storage","Central","FC","1535"
"Office Supplies","Storage","Central","Profit","286397.0217"
"Office Supplies","Storage","Central","Profit - Quantity","248524.02169999998"
"Office Supplies","Storage","Central","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Storage","Central","Profit - PL","283611.0217"
"Office Supplies","Storage","Central","(Profit - PL)%","101.79864382627422"
"Office Supplies","Storage","Central","Profit - FC","284862.0217"
"Office Supplies","Storage","Central","(Profit - FC)%","185.57786429967425"
"Office Supplies","Storage","Central","PL - Quantity","-35087"
"Office Supplies","Storage","Central","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Storage","Central","FC - Quantity","-36338"
"Office Supplies","Storage","Central","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Storage","Central","FC - PL","-1251"
"Office Supplies","Storage","Central","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Storage","East","Quantity","37873"
"Office Supplies","Storage","East","PL","2786"
"Office Supplies","Storage","East","FC","1535"
"Office Supplies","Storage","East","Profit","286397.0217"
"Office Supplies","Storage","East","Profit - Quantity","248524.02169999998"
"Office Supplies","Storage","East","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Storage","East","Profit - PL","283611.0217"
"Office Supplies","Storage","East","(Profit - PL)%","101.79864382627422"
"Office Supplies","Storage","East","Profit - FC","284862.0217"
"Office Supplies","Storage","East","(Profit - FC)%","185.57786429967425"
"Office Supplies","Storage","East","PL - Quantity","-35087"
"Office Supplies","Storage","East","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Storage","East","FC - Quantity","-36338"
"Office Supplies","Storage","East","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Storage","East","FC - PL","-1251"
"Office Supplies","Storage","East","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Storage","South","Quantity","37873"
"Office Supplies","Storage","South","PL","2786"
"Office Supplies","Storage","South","FC","1535"
"Office Supplies","Storage","South","Profit","286397.0217"
"Office Supplies","Storage","South","Profit - Quantity","248524.02169999998"
"Office Supplies","Storage","South","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Storage","South","Profit - PL","283611.0217"
"Office Supplies","Storage","South","(Profit - PL)%","101.79864382627422"
"Office Supplies","Storage","South","Profit - FC","284862.0217"
"Office Supplies","Storage","South","(Profit - FC)%","185.57786429967425"
"Office Supplies","Storage","South","PL - Quantity","-35087"
"Office Supplies","Storage","South","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Storage","South","FC - Quantity","-36338"
"Office Supplies","Storage","South","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Storage","South","FC - PL","-1251"
"Office Supplies","Storage","South","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Storage","West","Quantity","37873"
"Office Supplies","Storage","West","PL","2786"
"Office Supplies","Storage","West","FC","1535"
"Office Supplies","Storage","West","Profit","286397.0217"
"Office Supplies","Storage","West","Profit - Quantity","248524.02169999998"
"Office Supplies","Storage","West","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Storage","West","Profit - PL","283611.0217"
"Office Supplies","Storage","West","(Profit - PL)%","101.79864382627422"
"Office Supplies","Storage","West","Profit - FC","284862.0217"
"Office Supplies","Storage","West","(Profit - FC)%","185.57786429967425"
"Office Supplies","Storage","West","PL - Quantity","-35087"
"Office Supplies","Storage","West","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Storage","West","FC - Quantity","-36338"
"Office Supplies","Storage","West","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Storage","West","FC - PL","-1251"
"Office Supplies","Storage","West","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Supplies","Central","Quantity","37873"
"Office Supplies","Supplies","Central","PL","2786"
"Office Supplies","Supplies","Central","FC","1535"
"Office Supplies","Supplies","Central","Profit","286397.0217"
"Office Supplies","Supplies","Central","Profit - Quantity","248524.02169999998"
"Office Supplies","Supplies","Central","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Supplies","Central","Profit - PL","283611.0217"
"Office Supplies","Supplies","Central","(Profit - PL)%","101.79864382627422"
"Office Supplies","Supplies","Central","Profit - FC","284862.0217"
"Office Supplies","Supplies","Central","(Profit - FC)%","185.57786429967425"
"Office Supplies","Supplies","Central","PL - Quantity","-35087"
"Office Supplies","Supplies","Central","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Supplies","Central","FC - Quantity","-36338"
"Office Supplies","Supplies","Central","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Supplies","Central","FC - PL","-1251"
"Office Supplies","Supplies","Central","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Supplies","East","Quantity","37873"
"Office Supplies","Supplies","East","PL","2786"
"Office Supplies","Supplies","East","FC","1535"
"Office Supplies","Supplies","East","Profit","286397.0217"
"Office Supplies","Supplies","East","Profit - Quantity","248524.02169999998"
"Office Supplies","Supplies","East","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Supplies","East","Profit - PL","283611.0217"
"Office Supplies","Supplies","East","(Profit - PL)%","101.79864382627422"
"Office Supplies","Supplies","East","Profit - FC","284862.0217"
"Office Supplies","Supplies","East","(Profit - FC)%","185.57786429967425"
"Office Supplies","Supplies","East","PL - Quantity","-35087"
"Office Supplies","Supplies","East","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Supplies","East","FC - Quantity","-36338"
"Office Supplies","Supplies","East","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Supplies","East","FC - PL","-1251"
"Office Supplies","Supplies","East","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Supplies","South","Quantity","37873"
"Office Supplies","Supplies","South","PL","2786"
"Office Supplies","Supplies","South","FC","1535"
"Office Supplies","Supplies","South","Profit","286397.0217"
"Office Supplies","Supplies","South","Profit - Quantity","248524.02169999998"
"Office Supplies","Supplies","South","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Supplies","South","Profit - PL","283611.0217"
"Office Supplies","Supplies","South","(Profit - PL)%","101.79864382627422"
"Office Supplies","Supplies","South","Profit - FC","284862.0217"
"Office Supplies","Supplies","South","(Profit - FC)%","185.57786429967425"
"Office Supplies","Supplies","South","PL - Quantity","-35087"
"Office Supplies","Supplies","South","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Supplies","South","FC - Quantity","-36338"
"Office Supplies","Supplies","South","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Supplies","South","FC - PL","-1251"
"Office Supplies","Supplies","South","(FC - PL)%","-0.44903086862885855"
"Office Supplies","Supplies","West","Quantity","37873"
"Office Supplies","Supplies","West","PL","2786"
"Office Supplies","Supplies","West","FC","1535"
"Office Supplies","Supplies","West","Profit","286397.0217"
"Office Supplies","Supplies","West","Profit - Quantity","248524.02169999998"
"Office Supplies","Supplies","West","(Profit - Quantity)%","6.562036852111003"
"Office Supplies","Supplies","West","Profit - PL","283611.0217"
"Office Supplies","Supplies","West","(Profit - PL)%","101.79864382627422"
"Office Supplies","Supplies","West","Profit - FC","284862.0217"
"Office Supplies","Supplies","West","(Profit - FC)%","185.57786429967425"
"Office Supplies","Supplies","West","PL - Quantity","-35087"
"Office Supplies","Supplies","West","(PL - Quantity)%","-0.9264383597813746"
"Office Supplies","Supplies","West","FC - Quantity","-36338"
"Office Supplies","Supplies","West","(FC - Quantity)%","-0.9594698069865075"
"Office Supplies","Supplies","West","FC - PL","-1251"
"Office Supplies","Supplies","West","(FC - PL)%","-0.44903086862885855"
"Technology","Accessories","Central","Quantity","37873"
"Technology","Accessories","Central","PL","2786"
"Technology","Accessories","Central","FC","1535"
"Technology","Accessories","Central","Profit","286397.0217"
"Technology","Accessories","Central","Profit - Quantity","248524.02169999998"
"Technology","Accessories","Central","(Profit - Quantity)%","6.562036852111003"
"Technology","Accessories","Central","Profit - PL","283611.0217"
"Technology","Accessories","Central","(Profit - PL)%","101.79864382627422"
"Technology","Accessories","Central","Profit - FC","284862.0217"
"Technology","Accessories","Central","(Profit - FC)%","185.57786429967425"
"Technology","Accessories","Central","PL - Quantity","-35087"
"Technology","Accessories","Central","(PL - Quantity)%","-0.9264383597813746"
"Technology","Accessories","Central","FC - Quantity","-36338"
"Technology","Accessories","Central","(FC - Quantity)%","-0.9594698069865075"
"Technology","Accessories","Central","FC - PL","-1251"
"Technology","Accessories","Central","(FC - PL)%","-0.44903086862885855"
"Technology","Accessories","East","Quantity","37873"
"Technology","Accessories","East","PL","2786"
"Technology","Accessories","East","FC","1535"
"Technology","Accessories","East","Profit","286397.0217"
"Technology","Accessories","East","Profit - Quantity","248524.02169999998"
"Technology","Accessories","East","(Profit - Quantity)%","6.562036852111003"
"Technology","Accessories","East","Profit - PL","283611.0217"
"Technology","Accessories","East","(Profit - PL)%","101.79864382627422"
"Technology","Accessories","East","Profit - FC","284862.0217"
"Technology","Accessories","East","(Profit - FC)%","185.57786429967425"
"Technology","Accessories","East","PL - Quantity","-35087"
"Technology","Accessories","East","(PL - Quantity)%","-0.9264383597813746"
"Technology","Accessories","East","FC - Quantity","-36338"
"Technology","Accessories","East","(FC - Quantity)%","-0.9594698069865075"
"Technology","Accessories","East","FC - PL","-1251"
"Technology","Accessories","East","(FC - PL)%","-0.44903086862885855"
"Technology","Accessories","South","Quantity","37873"
"Technology","Accessories","South","PL","2786"
"Technology","Accessories","South","FC","1535"
"Technology","Accessories","South","Profit","286397.0217"
"Technology","Accessories","South","Profit - Quantity","248524.02169999998"
"Technology","Accessories","South","(Profit - Quantity)%","6.562036852111003"
"Technology","Accessories","South","Profit - PL","283611.0217"
"Technology","Accessories","South","(Profit - PL)%","101.79864382627422"
"Technology","Accessories","South","Profit - FC","284862.0217"
"Technology","Accessories","South","(Profit - FC)%","185.57786429967425"
"Technology","Accessories","South","PL - Quantity","-35087"
"Technology","Accessories","South","(PL - Quantity)%","-0.9264383597813746"
"Technology","Accessories","South","FC - Quantity","-36338"
"Technology","Accessories","South","(FC - Quantity)%","-0.9594698069865075"
"Technology","Accessories","South","FC - PL","-1251"
"Technology","Accessories","South","(FC - PL)%","-0.44903086862885855"
"Technology","Accessories","West","Quantity","37873"
"Technology","Accessories","West","PL","2786"
"Technology","Accessories","West","FC","1535"
"Technology","Accessories","West","Profit","286397.0217"
"Technology","Accessories","West","Profit - Quantity","248524.02169999998"
"Technology","Accessories","West","(Profit - Quantity)%","6.562036852111003"
"Technology","Accessories","West","Profit - PL","283611.0217"
"Technology","Accessories","West","(Profit - PL)%","101.79864382627422"
"Technology","Accessories","West","Profit - FC","284862.0217"
"Technology","Accessories","West","(Profit - FC)%","185.57786429967425"
"Technology","Accessories","West","PL - Quantity","-35087"
"Technology","Accessories","West","(PL - Quantity)%","-0.9264383597813746"
"Technology","Accessories","West","FC - Quantity","-36338"
"Technology","Accessories","West","(FC - Quantity)%","-0.9594698069865075"
"Technology","Accessories","West","FC - PL","-1251"
"Technology","Accessories","West","(FC - PL)%","-0.44903086862885855"
"Technology","Copiers","Central","Quantity","37873"
"Technology","Copiers","Central","PL","2786"
"Technology","Copiers","Central","FC","1535"
"Technology","Copiers","Central","Profit","286397.0217"
"Technology","Copiers","Central","Profit - Quantity","248524.02169999998"
"Technology","Copiers","Central","(Profit - Quantity)%","6.562036852111003"
"Technology","Copiers","Central","Profit - PL","283611.0217"
"Technology","Copiers","Central","(Profit - PL)%","101.79864382627422"
"Technology","Copiers","Central","Profit - FC","284862.0217"
"Technology","Copiers","Central","(Profit - FC)%","185.57786429967425"
"Technology","Copiers","Central","PL - Quantity","-35087"
"Technology","Copiers","Central","(PL - Quantity)%","-0.9264383597813746"
"Technology","Copiers","Central","FC - Quantity","-36338"
"Technology","Copiers","Central","(FC - Quantity)%","-0.9594698069865075"
"Technology","Copiers","Central","FC - PL","-1251"
"Technology","Copiers","Central","(FC - PL)%","-0.44903086862885855"
"Technology","Copiers","East","Quantity","37873"
"Technology","Copiers","East","PL","2786"
"Technology","Copiers","East","FC","1535"
"Technology","Copiers","East","Profit","286397.0217"
"Technology","Copiers","East","Profit - Quantity","248524.02169999998"
"Technology","Copiers","East","(Profit - Quantity)%","6.562036852111003"
"Technology","Copiers","East","Profit - PL","283611.0217"
"Technology","Copiers","East","(Profit - PL)%","101.79864382627422"
"Technology","Copiers","East","Profit - FC","284862.0217"
"Technology","Copiers","East","(Profit - FC)%","185.57786429967425"
"Technology","Copiers","East","PL - Quantity","-35087"
"Technology","Copiers","East","(PL - Quantity)%","-0.9264383597813746"
"Technology","Copiers","East","FC - Quantity","-36338"
"Technology","Copiers","East","(FC - Quantity)%","-0.9594698069865075"
"Technology","Copiers","East","FC - PL","-1251"
"Technology","Copiers","East","(FC - PL)%","-0.44903086862885855"
"Technology","Copiers","South","Quantity","37873"
"Technology","Copiers","South","PL","2786"
"Technology","Copiers","South","FC","1535"
"Technology","Copiers","South","Profit","286397.0217"
"Technology","Copiers","South","Profit - Quantity","248524.02169999998"
"Technology","Copiers","South","(Profit - Quantity)%","6.562036852111003"
"Technology","Copiers","South","Profit - PL","283611.0217"
"Technology","Copiers","South","(Profit - PL)%","101.79864382627422"
"Technology","Copiers","South","Profit - FC","284862.0217"
"Technology","Copiers","South","(Profit - FC)%","185.57786429967425"
"Technology","Copiers","South","PL - Quantity","-35087"
"Technology","Copiers","South","(PL - Quantity)%","-0.9264383597813746"
"Technology","Copiers","South","FC - Quantity","-36338"
"Technology","Copiers","South","(FC - Quantity)%","-0.9594698069865075"
"Technology","Copiers","South","FC - PL","-1251"
"Technology","Copiers","South","(FC - PL)%","-0.44903086862885855"
"Technology","Copiers","West","Quantity","37873"
"Technology","Copiers","West","PL","2786"
"Technology","Copiers","West","FC","1535"
"Technology","Copiers","West","Profit","286397.0217"
"Technology","Copiers","West","Profit - Quantity","248524.02169999998"
"Technology","Copiers","West","(Profit - Quantity)%","6.562036852111003"
"Technology","Copiers","West","Profit - PL","283611.0217"
"Technology","Copiers","West","(Profit - PL)%","101.79864382627422"
"Technology","Copiers","West","Profit - FC","284862.0217"
"Technology","Copiers","West","(Profit - FC)%","185.57786429967425"
"Technology","Copiers","West","PL - Quantity","-35087"
"Technology","Copiers","West","(PL - Quantity)%","-0.9264383597813746"
"Technology","Copiers","West","FC - Quantity","-36338"
"Technology","Copiers","West","(FC - Quantity)%","-0.9594698069865075"
"Technology","Copiers","West","FC - PL","-1251"
