Orders.Order Date.Variation.Date Hierarchy.Year,Orders.City,Sum(Orders.Profit)
2015,Lindenhurst,26.630399999999998
2016,Lindenhurst,
2017,Lindenhurst,
2014,Little Rock,426.14419999999996
2015,Little Rock,
2016,Little Rock,348.3501
2017,Little Rock,380.17479999999995
2014,Littleton,
2015,Littleton,
2016,Littleton,-98.80179999999999
2017,Littleton,
2014,Lodi,16.268800000000002
2015,Lodi,
2016,Lodi,
2017,Lodi,28.21699999999999
2014,Logan,46.963199999999986
2015,Logan,
2016,Logan,
2017,Logan,
2014,Long Beach,446.01639999999986
2015,Long Beach,421.7318999999999
2016,Long Beach,786.5273999999997
2017,Long Beach,454.6548999999997
2014,Longmont,
2015,Longmont,
2016,Longmont,34.82519999999992
2017,Longmont,
2014,Longview,
2015,Longview,
2016,Longview,7.703499999999998
2017,Longview,31.194799999999997
2014,Lorain,-734.5264
2015,Lorain,
2016,Lorain,91.2892
2017,Lorain,10.3143
2014,Los Angeles,4096.552799999998
2015,Los Angeles,7169.274999999999
2016,Los Angeles,9115.64
2017,Los Angeles,10059.290099999997
2014,Louisville,362.37360000000007
2015,Louisville,546.1438
2016,Louisville,63.62249999999998
2017,Louisville,-2402.4528000000014
2014,Loveland,
2015,Loveland,
2016,Loveland,
2017,Loveland,4.4778
2014,Lowell,641.2469999999998
2015,Lowell,
2016,Lowell,255.68619999999993
2017,Lowell,415.63849999999996
2014,Lubbock,-11.322
2015,Lubbock,172.15429999999998
2016,Lubbock,
2017,Lubbock,-13.6936
2014,Macon,99.1799
2015,Macon,45.6736
2016,Macon,
2017,Macon,
2014,Madison,699.7920000000001
2015,Madison,
2016,Madison,4.5338
2017,Madison,419.3294000000001
2014,Malden,
2015,Malden,
2016,Malden,31.169199999999993
2017,Malden,
2014,Manchester,
2015,Manchester,24.150000000000002
2016,Manchester,311.34760000000006
2017,Manchester,265.0078
2014,Manhattan,10.958399999999983
2015,Manhattan,
2016,Manhattan,
2017,Manhattan,
2014,Mansfield,
2015,Mansfield,
2016,Mansfield,
2017,Mansfield,-66.79130000000004
2014,Manteca,21.251799999999996
2015,Manteca,
2016,Manteca,
2017,Manteca,150.98399999999998
2014,Maple Grove,
2015,Maple Grove,
2016,Maple Grove,
2017,Maple Grove,385.01009999999997
2014,Margate,2.332799999999999
2015,Margate,
2016,Margate,
2017,Margate,
2014,Marietta,78.23610000000001
2015,Marietta,2.7071999999999994
2016,Marietta,431.2022999999999
2017,Marietta,
2014,Marion,-9.147800000000053
2015,Marion,-583.6098000000002
2016,Marion,54.4448
2017,Marion,157.95049999999998
2014,Marlborough,
2015,Marlborough,
2016,Marlborough,67.60679999999999
2017,Marlborough,
2014,Marysville,
2015,Marysville,
2016,Marysville,3.3149999999999986
2017,Marysville,
2014,Mason,-4.235199999999988
2015,Mason,
2016,Mason,
2017,Mason,
2014,Mcallen,
2015,Mcallen,-160.81900000000007
2016,Mcallen,10.225800000000007
2017,Mcallen,-13.278500000000005
2014,Medford,18.789299999999997
2015,Medford,-6.833400000000001
2016,Medford,7.744999999999998
2017,Medford,
2014,Medina,-131.50860000000003
2015,Medina,-1211.536
2016,Medina,
2017,Medina,
2014,Melbourne,
2015,Melbourne,
2016,Melbourne,
2017,Melbourne,9.56160000000001
2014,Memphis,73.86279999999991
2015,Memphis,-86.41400000000006
2016,Memphis,-237.7280000000001
2017,Memphis,-1228.7607999999996
2014,Mentor,
2015,Mentor,
2016,Mentor,
2017,Mentor,-123.27420000000001
2014,Meriden,325.13500000000005
2015,Meriden,28.388599999999997
2016,Meriden,
2017,Meriden,116.6976
2014,Meridian,
2015,Meridian,
2016,Meridian,
2017,Meridian,95.21399999999996
2014,Mesa,-1.2588000000000008
2015,Mesa,-469.3538000000001
2016,Mesa,-4.480600000000003
2017,Mesa,-84.13819999999997
2014,Mesquite,-89.43440000000002
2015,Mesquite,
2016,Mesquite,
2017,Mesquite,1.8144
2014,Miami,-220.7018999999999
2015,Miami,-1287.4521000000007
2016,Miami,202.12140000000002
2017,Miami,155.66219999999998
2014,Middletown,9.8856
2015,Middletown,13.181000000000001
2016,Middletown,22.153599999999997
2017,Middletown,112.3957
2014,Midland,345.70179999999993
2015,Midland,1947.981
2016,Midland,
2017,Midland,
2014,Milford,
2015,Milford,
2016,Milford,117.26240000000001
2017,Milford,201.79159999999996
2014,Milwaukee,10.784899999999999
2015,Milwaukee,989.529
2016,Milwaukee,853.4195000000002
2017,Milwaukee,939.3516999999999
2014,Minneapolis,4695.1974
2015,Minneapolis,948.2365999999998
2016,Minneapolis,179.2638
2017,Minneapolis,1001.8868
2014,Miramar,
2015,Miramar,
2016,Miramar,
2017,Miramar,32.28099999999991
2014,Mishawaka,32.39199999999994
2015,Mishawaka,
2016,Mishawaka,64.19999999999999
2017,Mishawaka,
2014,Mission Viejo,3.4195999999999884
2015,Mission Viejo,
2016,Mission Viejo,49.1409
2017,Mission Viejo,98.50399999999999
2014,Missoula,
2015,Missoula,152.49499999999998
2016,Missoula,
2017,Missoula,
2014,Missouri City,
2015,Missouri City,
2016,Missouri City,
2017,Missouri City,-9.555000000000001
2014,Mobile,2.7775999999999996
2015,Mobile,506.9793999999999
2016,Mobile,1666.0721999999998
2017,Mobile,
2014,Modesto,
2015,Modesto,
2016,Modesto,
2017,Modesto,19.942999999999984
2014,Monroe,180.2656
2015,Monroe,141.16899999999995
2016,Monroe,79.05000000000001
2017,Monroe,296.1396
2014,Montebello,
2015,Montebello,
2016,Montebello,3.903200000000002
2017,Montebello,
2014,Montgomery,448.65109999999993
2015,Montgomery,96.79060000000001
2016,Montgomery,285.7610000000001
2017,Montgomery,3.4543999999999997
2014,Moorhead,81.58299999999997
2015,Moorhead,
2016,Moorhead,
2017,Moorhead,19.827599999999997
2014,Moreno Valley,43.6989
2015,Moreno Valley,96.7688
2016,Moreno Valley,213.1624
2017,Moreno Valley,
2014,Morgan Hill,
2015,Morgan Hill,
2016,Morgan Hill,7.845999999999979
2017,Morgan Hill,
2014,Morristown,
2015,Morristown,739.5186
2016,Morristown,843.473
2017,Morristown,255.2355
2014,Mount Pleasant,87.35040000000004
2015,Mount Pleasant,6.170400000000001
2016,Mount Pleasant,
2017,Mount Pleasant,
2014,Mount Vernon,32.0817
2015,Mount Vernon,
2016,Mount Vernon,
2017,Mount Vernon,630.4329
2014,Murfreesboro,
2015,Murfreesboro,9.486999999999991
2016,Murfreesboro,5.2026
2017,Murfreesboro,0.999499999999999
2014,Murray,23.232
2015,Murray,
2016,Murray,74.8098
2017,Murray,33.4868
2014,Murrieta,
2015,Murrieta,92.08350000000002
2016,Murrieta,
2017,Murrieta,
2014,Muskogee,
2015,Muskogee,
2016,Muskogee,
2017,Muskogee,442.5966
2014,Naperville,-65.99010000000001
2015,Naperville,-181.08470000000005
2016,Naperville,
2017,Naperville,100.54239999999999
2014,Nashua,
2015,Nashua,
2016,Nashua,6.547199999999998
2017,Nashua,6.965400000000001
2014,Nashville,49.72859999999999
2015,Nashville,-952.1048
2016,Nashville,44.8775
2017,Nashville,20.00789999999988
2014,New Albany,
2015,New Albany,73.35289999999998
2016,New Albany,
2017,New Albany,
2014,New Bedford,
2015,New Bedford,23.49
2016,New Bedford,
2017,New Bedford,26.9961
2014,New Brunswick,
2015,New Brunswick,
2016,New Brunswick,
2017,New Brunswick,7.1567
2014,New Castle,
2015,New Castle,23.083900000000003
2016,New Castle,
2017,New Castle,
2014,New Rochelle,168.3098
2015,New Rochelle,
2016,New Rochelle,166.50559999999993
2017,New Rochelle,33.59559999999999
2014,New York City,10196.174600000002
2015,New York City,17080.511699999995
2016,New York City,12354.270300000002
2017,New York City,22406.027099999996
2014,Newark,948.6119
2015,Newark,-1197.1455000000003
2016,Newark,574.0249999999999
2017,Newark,5468.267400000001
2014,Newport News,122.96619999999997
2015,Newport News,14.6264
2016,Newport News,869.5194999999999
2017,Newport News,189.93479999999994
2014,Niagara Falls,47.80649999999999
2015,Niagara Falls,
2016,Niagara Falls,11.4318
2017,Niagara Falls,
2014,Noblesville,
2015,Noblesville,112.20840000000001
2016,Noblesville,241.1046
2017,Noblesville,
2014,Norfolk,
2015,Norfolk,8.0178
2016,Norfolk,
2017,Norfolk,
2014,Normal,
2015,Normal,-110.02320000000003
2016,Normal,
2017,Normal,
2014,Norman,
2015,Norman,
2016,Norman,269.5286999999999
2017,Norman,
2014,North Charleston,
2015,North Charleston,5.389799999999994
2016,North Charleston,
2017,North Charleston,4.280399999999998
2014,North Las Vegas,171.5409999999998
2015,North Las Vegas,248.6357999999999
2016,North Las Vegas,1710.6410999999998
2017,North Las Vegas,116.87199999999984
2014,North Miami,-1.8126000000000002
2015,North Miami,4.8924
2016,North Miami,
2017,North Miami,
2014,Norwich,
2015,Norwich,153.4566
2016,Norwich,5.5565999999999995
2017,Norwich,5.0764
2014,Oak Park,
2015,Oak Park,
2016,Oak Park,
2017,Oak Park,152.0428
2014,Oakland,62.064899999999994
2015,Oakland,-6.405000000000086
2016,Oakland,196.32670000000002
2017,Oakland,582.1162999999996
2014,Oceanside,10.8096
2015,Oceanside,464.75989999999996
2016,Oceanside,177.41689999999994
2017,Oceanside,119.6935
2014,Odessa,-9.717599999999976
2015,Odessa,
2016,Odessa,-40.83380000000002
2017,Odessa,-19.1604
2014,Oklahoma City,134.3888
2015,Oklahoma City,439.31379999999996
2016,Oklahoma City,554.5123999999998
2017,Oklahoma City,452.5456999999999
2014,Olathe,180.42579999999998
2015,Olathe,
2016,Olathe,26.984999999999992
2017,Olathe,
2014,Olympia,66.30680000000001
2015,Olympia,22.676399999999994
2016,Olympia,
2017,Olympia,50.643699999999995
2014,Omaha,58.167899999999996
2015,Omaha,195.44799999999998
2016,Omaha,818.0881999999999
2017,Omaha,769.9226999999998
2014,Ontario,
2015,Ontario,
2016,Ontario,
2017,Ontario,-46.13700000000003
2014,Orange,24.897199999999998
2015,Orange,
2016,Orange,20.819699999999997
2017,Orange,20.8529
2014,Orem,41.43359999999999
2015,Orem,449.89989999999995
2016,Orem,19.095200000000002
2017,Orem,4.2048
2014,Orland Park,
2015,Orland Park,67.99199999999996
2016,Orland Park,
2017,Orland Park,
2014,Orlando,-4.427999999999999
2015,Orlando,10.895999999999987
2016,Orlando,39.80409999999998
2017,Orlando,331.4532
2014,Ormond Beach,
2015,Ormond Beach,
2016,Ormond Beach,
2017,Ormond Beach,-1.9656000000000002
2014,Oswego,-536.1276
2015,Oswego,
2016,Oswego,
2017,Oswego,
2014,Overland Park,
2015,Overland Park,
2016,Overland Park,85.29799999999999
2017,Overland Park,118.22380000000001
2014,Owensboro,6.63
2015,Owensboro,21.0128
2016,Owensboro,
2017,Owensboro,
2014,Oxnard,21.751499999999986
2015,Oxnard,37.2649
2016,Oxnard,258.4087999999999
2017,Oxnard,29.0325
2014,Palatine,
2015,Palatine,
2016,Palatine,
2017,Palatine,23.262400000000003
2014,Palm Coast,14.492199999999997
2015,Palm Coast,
2016,Palm Coast,-5.699399999999997
2017,Palm Coast,8.8624
2014,Park Ridge,
2015,Park Ridge,-312.06139999999994
2016,Park Ridge,25.060000000000016
2017,Park Ridge,48.551399999999994
2014,Parker,
2015,Parker,
2016,Parker,33.042699999999996
2017,Parker,-197.2319999999999
2014,Parma,-4.9704000000000015
2015,Parma,
2016,Parma,24.55539999999985
2017,Parma,11.476799999999999
2014,Pasadena,-60.56320000000005
2015,Pasadena,3.1226999999999947
2016,Pasadena,-103.61899999999997
2017,Pasadena,250.93139999999985
2014,Pasco,235.22319999999985
2015,Pasco,
2016,Pasco,
2017,Pasco,122.30120000000001
2014,Passaic,
2015,Passaic,
2016,Passaic,356.81860000000006
2017,Passaic,
2014,Paterson,
2015,Paterson,318.3094
2016,Paterson,175.7344
2017,Paterson,246.44619999999998
2014,Pearland,
2015,Pearland,
2016,Pearland,
2017,Pearland,39.41309999999994
2014,Pembroke Pines,
2015,Pembroke Pines,-158.05919999999998
2016,Pembroke Pines,-0.20879999999999743
2017,Pembroke Pines,85.81889999999997
2014,Pensacola,
2015,Pensacola,
2016,Pensacola,-1.4760000000000004
2017,Pensacola,
2014,Peoria,-20.5623
2015,Peoria,-48.65160000000002
2016,Peoria,-6.567000000000002
2017,Peoria,-52.08540000000004
2014,Perth Amboy,
2015,Perth Amboy,74.56540000000001
2016,Perth Amboy,513.3682
2017,Perth Amboy,45.71039999999999
2014,Pharr,
2015,Pharr,
2016,Pharr,-216.2264
2017,Pharr,-21.3264
2014,Philadelphia,-1998.6756
2015,Philadelphia,-3773.1234000000013
2016,Philadelphia,-3070.8821000000025
2017,Philadelphia,-4995.086300000003
2014,Phoenix,-1154.4719
2015,Phoenix,418.03469999999976
2016,Phoenix,-1476.3604999999998
2017,Phoenix,-578.0854999999999
2014,Pico Rivera,
2015,Pico Rivera,
2016,Pico Rivera,
2017,Pico Rivera,62.736999999999995
2014,Pine Bluff,
2015,Pine Bluff,
2016,Pine Bluff,
2017,Pine Bluff,70.20479999999999
2014,Plainfield,22.150800000000004
2015,Plainfield,
2016,Plainfield,196.56090000000003
2017,Plainfield,1016.9540000000001
2014,Plano,-373.09159999999997
2015,Plano,
2016,Plano,3.574200000000001
2017,Plano,-13.537999999999968
2014,Plantation,
2015,Plantation,12.039099999999944
2016,Plantation,
2017,Plantation,
2014,Pleasant Grove,576.5563
2015,Pleasant Grove,4.098599999999999
2016,Pleasant Grove,
2017,Pleasant Grove,
2014,Pocatello,
2015,Pocatello,101.1671
2016,Pocatello,14.181599999999998
2017,Pocatello,66.00719999999998
2014,Pomona,43.992999999999995
2015,Pomona,-17.3386
2016,Pomona,
2017,Pomona,123.64459999999995
2014,Pompano Beach,
2015,Pompano Beach,
2016,Pompano Beach,
2017,Pompano Beach,15.006499999999999
2014,Port Arthur,1.8144
2015,Port Arthur,92.93280000000003
2016,Port Arthur,11.0288
2017,Port Arthur,
2014,Port Orange,
2015,Port Orange,
2016,Port Orange,
2017,Port Orange,2.9339999999999997
2014,Port Saint Lucie,
2015,Port Saint Lucie,5.798000000000002
2016,Port Saint Lucie,-2.245
2017,Port Saint Lucie,0.8959999999999999
2014,Portage,6.5120000000000005
2015,Portage,
2016,Portage,
2017,Portage,
2014,Portland,-21.611799999999974
2015,Portland,75.10300000000004
2016,Portland,-172.88539999999992
2017,Portland,129.1515
2014,Providence,1071.7254
2015,Providence,80.3461
2016,Providence,4205.2012
2017,Providence,148.38419999999996
2014,Provo,9.890999999999998
2015,Provo,118.65750000000006
2016,Provo,12.432000000000002
2017,Provo,247.58689999999993
2014,Pueblo,-24.907199999999996
2015,Pueblo,85.46739999999994
2016,Pueblo,-961.5321
2017,Pueblo,
2014,Quincy,
2015,Quincy,26.196799999999975
2016,Quincy,193.61629999999997
2017,Quincy,127.27770000000001
2014,Raleigh,44.36680000000002
2015,Raleigh,89.03139999999999
2016,Raleigh,215.88279999999975
2017,Raleigh,123.313
2014,Rancho Cucamonga,11.138399999999999
2015,Rancho Cucamonga,2.6495999999999995
2016,Rancho Cucamonga,
2017,Rancho Cucamonga,59.95620000000001
2014,Rapid City,44.7684
2015,Rapid City,
2016,Rapid City,
2017,Rapid City,
2014,Reading,-242.75119999999998
2015,Reading,1.5008
2016,Reading,-30.392000000000024
2017,Reading,2.878199999999999
2014,Redding,25.018199999999993
2015,Redding,
2016,Redding,
2017,Redding,
2014,Redlands,
2015,Redlands,409.75529999999986
2016,Redlands,44.4003
2017,Redlands,
2014,Redmond,
2015,Redmond,21.88539999999999
2016,Redmond,-11.192799999999988
2017,Redmond,-164.41039999999995
2014,Redondo Beach,124.58089999999996
2015,Redondo Beach,
2016,Redondo Beach,51.84799999999999
2017,Redondo Beach,
2014,Redwood City,
2015,Redwood City,
2016,Redwood City,14.142599999999996
2017,Redwood City,
2014,Reno,59.49299999999995
2015,Reno,
2016,Reno,55.55970000000001
2017,Reno,
2014,Renton,
2015,Renton,
2016,Renton,
2017,Renton,185.43240000000003
2014,Revere,5.735999999999996
2015,Revere,253.10059999999996
2016,Revere,
2017,Revere,
2014,Richardson,
2015,Richardson,
2016,Richardson,-24.489300000000128
2017,Richardson,
2014,Richmond,819.2058000000001
2015,Richmond,667.8367
2016,Richmond,1341.4100999999998
2017,Richmond,2738.7960000000003
2014,Rio Rancho,
2015,Rio Rancho,119.58779999999994
2016,Rio Rancho,
2017,Rio Rancho,
2014,Riverside,185.38659999999993
2015,Riverside,47.40639999999999
2016,Riverside,139.83060000000006
2017,Riverside,2.1060000000000008
2014,Rochester,24.954799999999985
2015,Rochester,988.6375999999998
2016,Rochester,147.9207999999999
2017,Rochester,581.9058999999999
2014,Rochester Hills,
2015,Rochester Hills,
2016,Rochester Hills,
2017,Rochester Hills,54.333200000000005
2014,Rock Hill,3.7919999999999994
2015,Rock Hill,
2016,Rock Hill,
2017,Rock Hill,
2014,Rockford,
2015,Rockford,12.874400000000001
2016,Rockford,-1145.8778
2017,Rockford,-16.504400000000032
2014,Rockville,
2015,Rockville,12.947400000000002
2016,Rockville,120.26729999999999
2017,Rockville,
2014,Rogers,
2015,Rogers,
2016,Rogers,
2017,Rogers,18.5886
2014,Rome,
2015,Rome,15.147000000000004
2016,Rome,9.1602
2017,Rome,129.9066
2014,Romeoville,-14.770800000000001
2015,Romeoville,
2016,Romeoville,
2017,Romeoville,
2014,Roseville,2.0747999999999998
2015,Roseville,654.8399999999999
2016,Roseville,559.7053000000001
2017,Roseville,36.766999999999996
2014,Roswell,242.90519999999998
2015,Roswell,304.5268
2016,Roswell,
2017,Roswell,1880.0032999999996
2014,Round Rock,
2015,Round Rock,
2016,Round Rock,-747.1021000000002
2017,Round Rock,-436.3292
2014,Royal Oak,10.7424
2015,Royal Oak,6.2208000000000006
2016,Royal Oak,
2017,Royal Oak,
2014,Sacramento,52.089200000000034
2015,Sacramento,23.799599999999998
2016,Sacramento,55.41950000000001
2017,Sacramento,1938.3775999999998
2014,Saginaw,
2015,Saginaw,
2016,Saginaw,
2017,Saginaw,77.1801
2014,Saint Charles,0.8595999999999986
2015,Saint Charles,258.05779999999993
2016,Saint Charles,-31.861200000000004
2017,Saint Charles,84.4272
2014,Saint Cloud,
2015,Saint Cloud,
2016,Saint Cloud,
2017,Saint Cloud,469.6139999999999
2014,Saint Louis,56.0397
2015,Saint Louis,15.776999999999996
2016,Saint Louis,
2017,Saint Louis,26.7374
2014,Saint Paul,
2015,Saint Paul,
2016,Saint Paul,24.8842
2017,Saint Paul,
2014,Saint Peters,
2015,Saint Peters,
2016,Saint Peters,146.40359999999998
2017,Saint Peters,
2014,Saint Petersburg,54.404199999999946
2015,Saint Petersburg,96.5101
2016,Saint Petersburg,
2017,Saint Petersburg,1.0679999999999996
2014,Salem,52.33529999999998
2015,Salem,4.927500000000003
2016,Salem,-187.20920000000007
2017,Salem,400.64040000000006
2014,Salinas,
2015,Salinas,216.2889
2016,Salinas,20.004
2017,Salinas,34.2252
2014,Salt Lake City,79.8912
2015,Salt Lake City,
2016,Salt Lake City,95.84389999999999
2017,Salt Lake City,153.52499999999998
2014,San Angelo,
2015,San Angelo,
2016,San Angelo,-49.829999999999984
2017,San Angelo,-8.72320000000002
2014,San Antonio,-6100.867900000004
2015,San Antonio,-1174.9841000000008
2016,San Antonio,-64.13750000000002
2017,San Antonio,40.9393
2014,San Bernardino,
2015,San Bernardino,69.98199999999994
2016,San Bernardino,
2017,San Bernardino,
2014,San Clemente,
2015,San Clemente,
2016,San Clemente,42.5419
2017,San Clemente,
2014,San Diego,1326.7156999999993
2015,San Diego,2048.1622
2016,San Diego,2241.8661999999986
2017,San Diego,760.4518999999999
2014,San Francisco,4293.065699999999
2015,San Francisco,2738.7913000000003
2016,San Francisco,3857.5734
2017,San Francisco,6617.954999999996
2014,San Gabriel,290.8953
2015,San Gabriel,
2016,San Gabriel,
2017,San Gabriel,
2014,San Jose,260.2531
2015,San Jose,216.3758
2016,San Jose,382.2588999999999
2017,San Jose,357.1701
2014,San Luis Obispo,
2015,San Luis Obispo,
2016,San Luis Obispo,1.1945999999999999
2017,San Luis Obispo,
2014,San Marcos,-19.341300000000004
2015,San Marcos,
2016,San Marcos,
2017,San Marcos,
2014,San Mateo,
2015,San Mateo,
2016,San Mateo,
2017,San Mateo,35.334599999999995
2014,Sandy Springs,7.9958
2015,Sandy Springs,
2016,Sandy Springs,301.0896999999999
2017,Sandy Springs,211.5036
2014,Sanford,
2015,Sanford,
2016,Sanford,
2017,Sanford,-11.827200000000037
2014,Santa Ana,
2015,Santa Ana,15.764000000000003
2016,Santa Ana,74.04839999999989
2017,Santa Ana,746.9341000000001
2014,Santa Barbara,
2015,Santa Barbara,-35.02599999999998
2016,Santa Barbara,391.7590000000001
2017,Santa Barbara,100.55279999999999
2014,Santa Clara,48.520399999999995
2015,Santa Clara,
2016,Santa Clara,22.7292
2017,Santa Clara,4.752
2014,Santa Fe,18.50399999999999
2015,Santa Fe,2.184
2016,Santa Fe,
2017,Santa Fe,
2014,Santa Maria,
2015,Santa Maria,30.0144
2016,Santa Maria,
2017,Santa Maria,
2014,Scottsdale,-279.19559999999996
2015,Scottsdale,-1.0428000000000006
2016,Scottsdale,79.18169999999998
2017,Scottsdale,111.5688
2014,Seattle,5074.8431
2015,Seattle,5241.942500000001
2016,Seattle,3320.6141000000025
2017,Seattle,15518.696999999995
2014,Sheboygan,
2015,Sheboygan,
2016,Sheboygan,34.341899999999995
2017,Sheboygan,
2014,Shelton,
2015,Shelton,
2016,Shelton,21.405299999999997
2017,Shelton,
2014,Sierra Vista,
2015,Sierra Vista,
2016,Sierra Vista,16.828099999999996
2017,Sierra Vista,
2014,Sioux Falls,3.988200000000001
2015,Sioux Falls,
2016,Sioux Falls,
2017,Sioux Falls,339.4417000000001
2014,Skokie,-12.824599999999998
2015,Skokie,
2016,Skokie,
2017,Skokie,-334.0454
2014,Smyrna,-51.515399999999985
2015,Smyrna,156.26
2016,Smyrna,709.1664000000001
2017,Smyrna,12.7926
2014,South Bend,
2015,South Bend,279.5512
2016,South Bend,
2017,South Bend,
2014,Southaven,76.10520000000002
2015,Southaven,
2016,Southaven,
2017,Southaven,336.78499999999997
2014,Sparks,
2015,Sparks,23.807999999999993
2016,Sparks,204.72800000000012
2017,Sparks,
2014,Spokane,
2015,Spokane,32.83019999999999
2016,Spokane,62.82000000000005
2017,Spokane,76.57589999999989
2014,Springdale,
2015,Springdale,
2016,Springdale,
2017,Springdale,1.4189999999999996
2014,Springfield,1552.7594000000006
2015,Springfield,3139.3014
2016,Springfield,2025.3467999999984
2017,Springfield,-516.7102000000003
2014,Sterling Heights,
2015,Sterling Heights,29.5636
2016,Sterling Heights,3.5039999999999996
2017,Sterling Heights,
2014,Stockton,
2015,Stockton,
2016,Stockton,191.52479999999997
2017,Stockton,148.00159999999994
2014,Suffolk,
2015,Suffolk,112.7334
2016,Suffolk,63.345600000000005
2017,Suffolk,213.73319999999998
2014,Summerville,
2015,Summerville,
2016,Summerville,
2017,Summerville,196.91319999999996
2014,Sunnyvale,
2015,Sunnyvale,
2016,Sunnyvale,
2017,Sunnyvale,107.50729999999996
2014,Superior,
2015,Superior,4.9647999999999985
2016,Superior,509.1173999999999
2017,Superior,
2014,Tallahassee,
2015,Tallahassee,-6.032399999999999
2016,Tallahassee,13.611300000000028
2017,Tallahassee,385.13270000000006
2014,Tamarac,
2015,Tamarac,-2.5256
2016,Tamarac,-349.3704999999999
2017,Tamarac,
2014,Tampa,139.35629999999998
2015,Tampa,53.436099999999975
2016,Tampa,-126.12550000000007
2017,Tampa,-391.9035
2014,Taylor,2.853599999999999
2015,Taylor,8.799
2016,Taylor,33.215599999999995
2017,Taylor,
2014,Temecula,
2015,Temecula,101.88689999999997
2016,Temecula,
2017,Temecula,
2014,Tempe,139.7182
2015,Tempe,-2.243999999999999
2016,Tempe,-34.64100000000002
2017,Tempe,-7.383600000000007
2014,Texarkana,145.2816
2015,Texarkana,
2016,Texarkana,
2017,Texarkana,18.093
2014,Texas City,41.934
2015,Texas City,-21.71220000000001
2016,Texas City,
2017,Texas City,
2014,The Colony,
2015,The Colony,
2016,The Colony,31.658599999999996
2017,The Colony,
2014,Thomasville,
2015,Thomasville,
2016,Thomasville,33.39389999999998
2017,Thomasville,
2014,Thornton,89.58879999999999
2015,Thornton,0.9575999999999998
2016,Thornton,
2017,Thornton,50.29339999999998
2014,Thousand Oaks,
2015,Thousand Oaks,16.2638
2016,Thousand Oaks,
2017,Thousand Oaks,83.65020000000001
2014,Tigard,-249.49400000000006
2015,Tigard,
2016,Tigard,19.0026
2017,Tigard,14.205299999999985
2014,Tinley Park,
2015,Tinley Park,-8.915199999999999
2016,Tinley Park,
2017,Tinley Park,
2014,Toledo,-335.3853000000002
2015,Toledo,-245.10410000000005
2016,Toledo,11.290099999999967
2017,Toledo,229.20249999999987
2014,Torrance,
2015,Torrance,
2016,Torrance,43.99500000000003
2017,Torrance,501.1559999999999
2014,Trenton,436.102
2015,Trenton,
2016,Trenton,88.4908
2017,Trenton,127.50699999999999
2014,Troy,124.78689999999999
2015,Troy,-636.4145
2016,Troy,72.46510000000002
2017,Troy,-104.98930000000013
2014,Tucson,177.26559999999984
2015,Tucson,171.13359999999997
2016,Tucson,-192.60639999999995
2017,Tucson,-220.75960000000018
2014,Tulsa,470.2637
2015,Tulsa,7.021800000000001
2016,Tulsa,248.1321
2017,Tulsa,781.5173999999997
2014,Tuscaloosa,
2015,Tuscaloosa,
2016,Tuscaloosa,
2017,Tuscaloosa,51.01040000000001
2014,Twin Falls,
2015,Twin Falls,
2016,Twin Falls,266.16490000000005
2017,Twin Falls,
2014,Tyler,-79.33519999999999
2015,Tyler,
2016,Tyler,
2017,Tyler,-364.37340000000006
2014,Urbandale,
2015,Urbandale,
2016,Urbandale,36.13559999999999
2017,Urbandale,21.5824
2014,Utica,139.1934
2015,Utica,28.7964
2016,Utica,14.572799999999997
2017,Utica,5.996999999999986
2014,Vacaville,110.05279999999999
2015,Vacaville,
2016,Vacaville,
2017,Vacaville,
2014,Vallejo,58.230699999999985
2015,Vallejo,
2016,Vallejo,277.80480000000006
2017,Vallejo,
2014,Vancouver,
2015,Vancouver,
2016,Vancouver,71.79139999999998
2017,Vancouver,3.6632000000000007
2014,Vineland,
2015,Vineland,2.8911999999999995
2016,Vineland,1.5977999999999994
2017,Vineland,57.76280000000001
2014,Virginia Beach,1607.1183
2015,Virginia Beach,53.04389999999998
2016,Virginia Beach,168.7625
2017,Virginia Beach,195.95899999999995
2014,Visalia,
2015,Visalia,3.484800000000001
2016,Visalia,84.563
2017,Visalia,
2014,Waco,
2015,Waco,
2016,Waco,2.396799999999999
2017,Waco,-522.5002000000001
2014,Warner Robins,
2015,Warner Robins,43.223399999999984
2016,Warner Robins,10.465
2017,Warner Robins,
2014,Warwick,
2015,Warwick,
2016,Warwick,954.8424
2017,Warwick,108.95320000000001
2014,Washington,
2015,Washington,974.3135
2016,Washington,50.211800000000004
2017,Washington,35.064
2014,Waterbury,
2015,Waterbury,
2016,Waterbury,202.77139999999997
2017,Waterbury,136.16410000000002
2014,Waterloo,
2015,Waterloo,
2016,Waterloo,
2017,Waterloo,11.8248
2014,Watertown,220.28639999999984
2015,Watertown,
2016,Watertown,229.70079999999996
2017,Watertown,457.0199999999999
2014,Waukesha,
2015,Waukesha,
2016,Waukesha,14.169999999999998
2017,Waukesha,
2014,Wausau,90.4306
2015,Wausau,
2016,Wausau,
2017,Wausau,
2014,Waynesboro,98.92980000000001
2015,Waynesboro,397.94479999999993
2016,Waynesboro,106.5112
2017,Waynesboro,
2014,West Allis,
2015,West Allis,
2016,West Allis,28.370799999999996
2017,West Allis,
2014,West Jordan,9.989999999999995
2015,West Jordan,92.6823
2016,West Jordan,
2017,West Jordan,
2014,West Palm Beach,
2015,West Palm Beach,6.330799999999997
