Orders.Category	Orders.Country	Orders.Order Date.Variation.Date Hierarchy.Year	Orders.Order Date.Variation.Date Hierarchy.Month	Orders.Order Date.Variation.Date Hierarchy.Day	Sum(Orders.Profit)
Technology	United States	2015	January	9	
Furniture	United States	2015	January	10	-373.3048
Office Supplies	United States	2015	January	10	
Technology	United States	2015	January	10	
Furniture	United States	2015	January	12	
Office Supplies	United States	2015	January	12	122.502
Technology	United States	2015	January	12	-59.6972
Furniture	United States	2015	January	13	130.994
Office Supplies	United States	2015	January	13	29.3146
Technology	United States	2015	January	13	
Furniture	United States	2015	January	17	-312.0614
Office Supplies	United States	2015	January	17	12.012
Technology	United States	2015	January	17	
Furniture	United States	2015	January	19	-21.7122
Office Supplies	United States	2015	January	19	
Technology	United States	2015	January	19	
Furniture	United States	2015	January	23	
Office Supplies	United States	2015	January	23	20.8106
Technology	United States	2015	January	23	
Furniture	United States	2015	January	24	
Office Supplies	United States	2015	January	24	2.132
Technology	United States	2015	January	24	
Furniture	United States	2015	January	26	
Office Supplies	United States	2015	January	26	84.0512
Technology	United States	2015	January	26	
Furniture	United States	2015	January	27	-54.5958
Office Supplies	United States	2015	January	27	
Technology	United States	2015	January	27	-137.0474
Furniture	United States	2015	January	28	-1862.3124
Office Supplies	United States	2015	January	28	
Technology	United States	2015	January	28	
Furniture	United States	2015	January	30	81.8496
Office Supplies	United States	2015	January	30	5.0064
Technology	United States	2015	January	30	215.9973
Furniture	United States	2015	January	31	16.5354
Office Supplies	United States	2015	January	31	22.3712
Technology	United States	2015	January	31	
Furniture	United States	2015	February	3	67.299
Office Supplies	United States	2015	February	3	39.123
Technology	United States	2015	February	3	50.9898
Furniture	United States	2015	February	6	348.789
Office Supplies	United States	2015	February	6	-111.0722
Technology	United States	2015	February	6	4.4004
Furniture	United States	2015	February	7	
Office Supplies	United States	2015	February	7	152.5909
Technology	United States	2015	February	7	
Furniture	United States	2015	February	8	
Office Supplies	United States	2015	February	8	7.8221
Technology	United States	2015	February	8	-26.9955
Furniture	United States	2015	February	9	-7.647
Office Supplies	United States	2015	February	9	13.5324
Technology	United States	2015	February	9	96.491
Furniture	United States	2015	February	10	
Office Supplies	United States	2015	February	10	7.724
Technology	United States	2015	February	10	
Furniture	United States	2015	February	14	
Office Supplies	United States	2015	February	14	-3.1623
Technology	United States	2015	February	14	107.7012
Furniture	United States	2015	February	15	
Office Supplies	United States	2015	February	15	189.9751
Technology	United States	2015	February	15	287.3705
Furniture	United States	2015	February	16	
Office Supplies	United States	2015	February	16	74.6845
Technology	United States	2015	February	16	
Furniture	United States	2015	February	18	-0.8886
Office Supplies	United States	2015	February	18	32.5228
Technology	United States	2015	February	18	
Furniture	United States	2015	February	20	
Office Supplies	United States	2015	February	20	74.5654
Technology	United States	2015	February	20	2.999
Furniture	United States	2015	February	21	
Office Supplies	United States	2015	February	21	1294.0764
Technology	United States	2015	February	21	
Furniture	United States	2015	February	22	
Office Supplies	United States	2015	February	22	20.6336
Technology	United States	2015	February	22	
Furniture	United States	2015	February	23	
Office Supplies	United States	2015	February	23	10.5336
Technology	United States	2015	February	23	
Furniture	United States	2015	February	25	
Office Supplies	United States	2015	February	25	11.736
Technology	United States	2015	February	25	
Furniture	United States	2015	February	27	-28.224
Office Supplies	United States	2015	February	27	-1.1835
Technology	United States	2015	February	27	81.8978
Furniture	United States	2015	February	28	15.5664
Office Supplies	United States	2015	February	28	
Technology	United States	2015	February	28	
Furniture	United States	2015	March	1	-56.9022
Office Supplies	United States	2015	March	1	33.6796
Technology	United States	2015	March	1	35.9408
Furniture	United States	2015	March	2	165.3813
Office Supplies	United States	2015	March	2	53.5816
Technology	United States	2015	March	2	
Furniture	United States	2015	March	5	49.4969
Office Supplies	United States	2015	March	5	-381.9629
Technology	United States	2015	March	5	-85.429
Furniture	United States	2015	March	6	95.7572
Office Supplies	United States	2015	March	6	
Technology	United States	2015	March	6	377.9946
Furniture	United States	2015	March	7	
Office Supplies	United States	2015	March	7	48.17
Technology	United States	2015	March	7	223.2453
Furniture	United States	2015	March	8	368.9408
Office Supplies	United States	2015	March	8	0.1542
Technology	United States	2015	March	8	223.2855
Furniture	United States	2015	March	9	
Office Supplies	United States	2015	March	9	1.6704
Technology	United States	2015	March	9	52.2915
Furniture	United States	2015	March	10	
Office Supplies	United States	2015	March	10	23.2592
Technology	United States	2015	March	10	
Furniture	United States	2015	March	12	5.3018
Office Supplies	United States	2015	March	12	4.6962
Technology	United States	2015	March	12	
Furniture	United States	2015	March	13	234.4744
Office Supplies	United States	2015	March	13	
Technology	United States	2015	March	13	
Furniture	United States	2015	March	14	
Office Supplies	United States	2015	March	14	332.7422
Technology	United States	2015	March	14	
Furniture	United States	2015	March	15	
Office Supplies	United States	2015	March	15	
Technology	United States	2015	March	15	1.6776
Furniture	United States	2015	March	16	62.8242
Office Supplies	United States	2015	March	16	3442.6297
Technology	United States	2015	March	16	2.577
Furniture	United States	2015	March	17	
Office Supplies	United States	2015	March	17	9.1314
Technology	United States	2015	March	17	2.7036
Furniture	United States	2015	March	19	-67.6704
Office Supplies	United States	2015	March	19	529.7012
Technology	United States	2015	March	19	1520.155
Furniture	United States	2015	March	20	
Office Supplies	United States	2015	March	20	431.7208
Technology	United States	2015	March	20	53.9946
Furniture	United States	2015	March	21	
Office Supplies	United States	2015	March	21	242.5149
Technology	United States	2015	March	21	
Furniture	United States	2015	March	22	15.6332
Office Supplies	United States	2015	March	22	-26.9074
Technology	United States	2015	March	22	282.0723
Furniture	United States	2015	March	23	-29.2524
Office Supplies	United States	2015	March	23	123.946
Technology	United States	2015	March	23	86.3892
Furniture	United States	2015	March	24	-22.7738
Office Supplies	United States	2015	March	24	0.5244
Technology	United States	2015	March	24	
Furniture	United States	2015	March	26	610.8624
Office Supplies	United States	2015	March	26	321.3628
Technology	United States	2015	March	26	5.0328
Furniture	United States	2015	March	27	
Office Supplies	United States	2015	March	27	3.348
Technology	United States	2015	March	27	
Furniture	United States	2015	March	28	
Office Supplies	United States	2015	March	28	34.4064
Technology	United States	2015	March	28	24.936
Furniture	United States	2015	March	29	140.8401
Office Supplies	United States	2015	March	29	135.2922
Technology	United States	2015	March	29	20.7675
Furniture	United States	2015	March	30	-110.0232
Office Supplies	United States	2015	March	30	8.526
Technology	United States	2015	March	30	13.572
Furniture	United States	2015	March	31	-7.833
Office Supplies	United States	2015	March	31	35.6613
Technology	United States	2015	March	31	27.986
Furniture	United States	2015	April	2	
Office Supplies	United States	2015	April	2	-94.214
Technology	United States	2015	April	2	58.3895
Furniture	United States	2015	April	4	22.764
Office Supplies	United States	2015	April	4	151.2815
Technology	United States	2015	April	4	210.431
Furniture	United States	2015	April	5	-188.2696
Office Supplies	United States	2015	April	5	-68.9232
Technology	United States	2015	April	5	13.3787
Furniture	United States	2015	April	6	
Office Supplies	United States	2015	April	6	-4.6308
Technology	United States	2015	April	6	4.4604
Furniture	United States	2015	April	7	
Office Supplies	United States	2015	April	7	-1161.9431
Technology	United States	2015	April	7	47.994
Furniture	United States	2015	April	9	-13.8717
Office Supplies	United States	2015	April	9	147.4044
Technology	United States	2015	April	9	
Furniture	United States	2015	April	10	
Office Supplies	United States	2015	April	10	48.6963
Technology	United States	2015	April	10	
Furniture	United States	2015	April	11	24.4176
Office Supplies	United States	2015	April	11	138.1176
Technology	United States	2015	April	11	261.4518
Furniture	United States	2015	April	12	
Office Supplies	United States	2015	April	12	0.4074
Technology	United States	2015	April	12	
Furniture	United States	2015	April	13	-255.5878
Office Supplies	United States	2015	April	13	67.4892
Technology	United States	2015	April	13	149.3704
Furniture	United States	2015	April	14	
Office Supplies	United States	2015	April	14	2.6406
Technology	United States	2015	April	14	
Furniture	United States	2015	April	16	248.1076
Office Supplies	United States	2015	April	16	-33.7451
Technology	United States	2015	April	16	601.4793
Furniture	United States	2015	April	17	
Office Supplies	United States	2015	April	17	451.7124
Technology	United States	2015	April	17	234.7965
Furniture	United States	2015	April	18	-0.1901
Office Supplies	United States	2015	April	18	134.6208
Technology	United States	2015	April	18	80.4196
Furniture	United States	2015	April	19	
Office Supplies	United States	2015	April	19	-564.9804
Technology	United States	2015	April	19	
Furniture	United States	2015	April	20	297.69
Office Supplies	United States	2015	April	20	131.6988
Technology	United States	2015	April	20	77.7519
Furniture	United States	2015	April	21	87.5088
Office Supplies	United States	2015	April	21	9.798
Technology	United States	2015	April	21	131.586
Furniture	United States	2015	April	22	
Office Supplies	United States	2015	April	22	16.6764
Technology	United States	2015	April	22	7.7679
Furniture	United States	2015	April	24	
Office Supplies	United States	2015	April	24	7.5371
Technology	United States	2015	April	24	
Furniture	United States	2015	April	25	-23.7822
Office Supplies	United States	2015	April	25	142.3634
Technology	United States	2015	April	25	
Furniture	United States	2015	April	26	-189.2254
Office Supplies	United States	2015	April	26	15.3288
Technology	United States	2015	April	26	38.997
Furniture	United States	2015	April	27	316.8825
Office Supplies	United States	2015	April	27	12.8656
Technology	United States	2015	April	27	648.5624
Furniture	United States	2015	April	28	
Office Supplies	United States	2015	April	28	1911.4571
Technology	United States	2015	April	28	
Furniture	United States	2015	April	29	
Office Supplies	United States	2015	April	29	2.8884
Technology	United States	2015	April	29	
Furniture	United States	2015	April	30	12.2065
Office Supplies	United States	2015	April	30	12.8124
Technology	United States	2015	April	30	-195.35
Furniture	United States	2015	May	1	14.2992
Office Supplies	United States	2015	May	1	40.8302
Technology	United States	2015	May	1	11.094
Furniture	United States	2015	May	2	
Office Supplies	United States	2015	May	2	2.9889
Technology	United States	2015	May	2	13.8579
Furniture	United States	2015	May	3	70.3644
Office Supplies	United States	2015	May	3	63.0587
Technology	United States	2015	May	3	122.0412
Furniture	United States	2015	May	4	3.9488
Office Supplies	United States	2015	May	4	35.2604
Technology	United States	2015	May	4	118.293
Furniture	United States	2015	May	7	-31.3722
Office Supplies	United States	2015	May	7	26.3912
Technology	United States	2015	May	7	
Furniture	United States	2015	May	8	63.8904
Office Supplies	United States	2015	May	8	57.2814
Technology	United States	2015	May	8	1120.8113
Furniture	United States	2015	May	9	
Office Supplies	United States	2015	May	9	23.9169
Technology	United States	2015	May	9	
Furniture	United States	2015	May	10	
Office Supplies	United States	2015	May	10	-187.9406
Technology	United States	2015	May	10	-2.918
Furniture	United States	2015	May	11	16.7972
Office Supplies	United States	2015	May	11	
Technology	United States	2015	May	11	
Furniture	United States	2015	May	12	-15.9268
Office Supplies	United States	2015	May	12	73.7177
Technology	United States	2015	May	12	89.813
Furniture	United States	2015	May	13	
Office Supplies	United States	2015	May	13	5.6
Technology	United States	2015	May	13	16.6788
Furniture	United States	2015	May	14	151.5779
Office Supplies	United States	2015	May	14	169.3139
Technology	United States	2015	May	14	
Furniture	United States	2015	May	15	
Office Supplies	United States	2015	May	15	-1.603
Technology	United States	2015	May	15	
Furniture	United States	2015	May	16	
Office Supplies	United States	2015	May	16	
Technology	United States	2015	May	16	31.996
Furniture	United States	2015	May	17	
Office Supplies	United States	2015	May	17	-13.7452
Technology	United States	2015	May	17	
Furniture	United States	2015	May	18	
Office Supplies	United States	2015	May	18	5.3214
Technology	United States	2015	May	18	
Furniture	United States	2015	May	20	20.392
Office Supplies	United States	2015	May	20	-4.9128
Technology	United States	2015	May	20	
Furniture	United States	2015	May	21	
Office Supplies	United States	2015	May	21	-62.2224
Technology	United States	2015	May	21	
Furniture	United States	2015	May	22	
Office Supplies	United States	2015	May	22	33.1408
Technology	United States	2015	May	22	392.6781
Furniture	United States	2015	May	23	19.5858
Office Supplies	United States	2015	May	23	348.2414
Technology	United States	2015	May	23	
Furniture	United States	2015	May	24	-163.5767
Office Supplies	United States	2015	May	24	-13.0152
Technology	United States	2015	May	24	
Furniture	United States	2015	May	25	4.8609
Office Supplies	United States	2015	May	25	166.1962
Technology	United States	2015	May	25	94.7772
Furniture	United States	2015	May	26	-25.2896
Office Supplies	United States	2015	May	26	64.1744
Technology	United States	2015	May	26	-29.5248
Furniture	United States	2015	May	28	
Office Supplies	United States	2015	May	28	230.7423
Technology	United States	2015	May	28	13.3371
Furniture	United States	2015	May	29	-90.2154
Office Supplies	United States	2015	May	29	256.3305
Technology	United States	2015	May	29	
Furniture	United States	2015	May	30	
Office Supplies	United States	2015	May	30	44.8896
Technology	United States	2015	May	30	42.7356
Furniture	United States	2015	May	31	861.2488
Office Supplies	United States	2015	May	31	367.6572
Technology	United States	2015	May	31	
Furniture	United States	2015	June	1	
Office Supplies	United States	2015	June	1	204.7522
Technology	United States	2015	June	1	95.7264
Furniture	United States	2015	June	4	11.9952
Office Supplies	United States	2015	June	4	20.8312
Technology	United States	2015	June	4	431.982
Furniture	United States	2015	June	5	169.182
Office Supplies	United States	2015	June	5	4.752
Technology	United States	2015	June	5	
Furniture	United States	2015	June	7	
Office Supplies	United States	2015	June	7	0.498
Technology	United States	2015	June	7	
Furniture	United States	2015	June	8	45.4671
Office Supplies	United States	2015	June	8	-342.559
Technology	United States	2015	June	8	0.7425
Furniture	United States	2015	June	9	92.3936
Office Supplies	United States	2015	June	9	-6.9932
Technology	United States	2015	June	9	0.606
Furniture	United States	2015	June	11	-164.547
Office Supplies	United States	2015	June	11	62.5456
Technology	United States	2015	June	11	41.401
Furniture	United States	2015	June	12	4.3296
Office Supplies	United States	2015	June	12	19.2174
Technology	United States	2015	June	12	4.1988
Furniture	United States	2015	June	13	
Office Supplies	United States	2015	June	13	65.749
Technology	United States	2015	June	13	329.9451
Furniture	United States	2015	June	14	5.1072
Office Supplies	United States	2015	June	14	
Technology	United States	2015	June	14	
Furniture	United States	2015	June	15	-25.4
Office Supplies	United States	2015	June	15	-16.5724
Technology	United States	2015	June	15	21.8281
Furniture	United States	2015	June	16	-25.3764
Office Supplies	United States	2015	June	16	1165.274
Technology	United States	2015	June	16	33.495
Furniture	United States	2015	June	18	96.4672
Office Supplies	United States	2015	June	18	107.2806
Technology	United States	2015	June	18	140.391
Furniture	United States	2015	June	19	4.0192
Office Supplies	United States	2015	June	19	97.598
Technology	United States	2015	June	19	
Furniture	United States	2015	June	20	100.4796
Office Supplies	United States	2015	June	20	
Technology	United States	2015	June	20	154.9794
Furniture	United States	2015	June	21	
Office Supplies	United States	2015	June	21	
Technology	United States	2015	June	21	37.7916
Furniture	United States	2015	June	22	-525.6405
Office Supplies	United States	2015	June	22	458.9192
Technology	United States	2015	June	22	
Furniture	United States	2015	June	23	9.3228
Office Supplies	United States	2015	June	23	76.4829
Technology	United States	2015	June	23	68.7135
Furniture	United States	2015	June	25	36.6274
Office Supplies	United States	2015	June	25	51.7589
Technology	United States	2015	June	25	
Furniture	United States	2015	June	26	79.9056
Office Supplies	United States	2015	June	26	109.9616
Technology	United States	2015	June	26	118.1355
Furniture	United States	2015	June	28	-330.0612
Office Supplies	United States	2015	June	28	104.6584
Technology	United States	2015	June	28	
Furniture	United States	2015	June	29	3.0689
Office Supplies	United States	2015	June	29	11.232
Technology	United States	2015	June	29	72.8946
Furniture	United States	2015	July	2	-52.6802
Office Supplies	United States	2015	July	2	-6.4963
Technology	United States	2015	July	2	8.352
Furniture	United States	2015	July	3	32.065
Office Supplies	United States	2015	July	3	146.9517
Technology	United States	2015	July	3	
Furniture	United States	2015	July	4	
Office Supplies	United States	2015	July	4	11.9148
Technology	United States	2015	July	4	285.9896
Furniture	United States	2015	July	5	1.4784
Office Supplies	United States	2015	July	5	4.9817
Technology	United States	2015	July	5	2.175
Furniture	United States	2015	July	6	113.9438
Office Supplies	United States	2015	July	6	159.3202
Technology	United States	2015	July	6	2.499
Furniture	United States	2015	July	8	
Office Supplies	United States	2015	July	8	6.6
Technology	United States	2015	July	8	
Furniture	United States	2015	July	9	20.0156
Office Supplies	United States	2015	July	9	147.0642
Technology	United States	2015	July	9	249.7338
Furniture	United States	2015	July	10	
Office Supplies	United States	2015	July	10	10.73
Technology	United States	2015	July	10	
Furniture	United States	2015	July	11	-70.5786
Office Supplies	United States	2015	July	11	145.8883
Technology	United States	2015	July	11	193.32
Furniture	United States	2015	July	12	-7.6141
Office Supplies	United States	2015	July	12	-2.2972
Technology	United States	2015	July	12	150.6128
Furniture	United States	2015	July	13	321.84
Office Supplies	United States	2015	July	13	-38.8848
Technology	United States	2015	July	13	
Furniture	United States	2015	July	14	-141.93
Office Supplies	United States	2015	July	14	-58.07
Technology	United States	2015	July	14	
Furniture	United States	2015	July	16	-96.6131
Office Supplies	United States	2015	July	16	108.1806
Technology	United States	2015	July	16	191.968
Furniture	United States	2015	July	17	-7.9996
Office Supplies	United States	2015	July	17	5.4634
Technology	United States	2015	July	17	
Furniture	United States	2015	July	18	2.1402
Office Supplies	United States	2015	July	18	2.8192
Technology	United States	2015	July	18	213.5037
Furniture	United States	2015	July	19	
Office Supplies	United States	2015	July	19	-1.35
Technology	United States	2015	July	19	
Furniture	United States	2015	July	20	-178.6776
Office Supplies	United States	2015	July	20	150.4072
Technology	United States	2015	July	20	138.1186
Furniture	United States	2015	July	23	50.2398
Office Supplies	United States	2015	July	23	24.3612
Technology	United States	2015	July	23	
Furniture	United States	2015	July	24	6.0726
Office Supplies	United States	2015	July	24	103.569
Technology	United States	2015	July	24	64.3678
Furniture	United States	2015	July	25	123.9142
Office Supplies	United States	2015	July	25	37.4594
Technology	United States	2015	July	25	38.9975
Furniture	United States	2015	July	26	-191.1282
Office Supplies	United States	2015	July	26	119.7879
Technology	United States	2015	July	26	
Furniture	United States	2015	July	27	
Office Supplies	United States	2015	July	27	
Technology	United States	2015	July	27	0.2997
Furniture	United States	2015	July	30	41.2932
Office Supplies	United States	2015	July	30	10.2742
Technology	United States	2015	July	30	92.3692
Furniture	United States	2015	July	31	-290.8752
Office Supplies	United States	2015	July	31	25.1082
Technology	United States	2015	July	31	867.6525
Furniture	United States	2015	August	1	-175.8708
Office Supplies	United States	2015	August	1	3.36
Technology	United States	2015	August	1	
Furniture	United States	2015	August	2	-173.1628
Office Supplies	United States	2015	August	2	6.2652
Technology	United States	2015	August	2	129.7371
Furniture	United States	2015	August	5	-11.439
Office Supplies	United States	2015	August	5	-8.331
Technology	United States	2015	August	5	
Furniture	United States	2015	August	6	-114.0174
Office Supplies	United States	2015	August	6	32.6669
Technology	United States	2015	August	6	
Furniture	United States	2015	August	7	34.0704
Office Supplies	United States	2015	August	7	63.2719
Technology	United States	2015	August	7	148.491
Furniture	United States	2015	August	8	10.8588
Office Supplies	United States	2015	August	8	260.3892
Technology	United States	2015	August	8	28.7964
Furniture	United States	2015	August	9	57.6458
Office Supplies	United States	2015	August	9	605.5425
Technology	United States	2015	August	9	398.3922
Furniture	United States	2015	August	10	
Office Supplies	United States	2015	August	10	78.3369
Technology	United States	2015	August	10	6.8698
Furniture	United States	2015	August	11	12.1149
Office Supplies	United States	2015	August	11	3.1096
Technology	United States	2015	August	11	34.5
Furniture	United States	2015	August	13	10.4148
Office Supplies	United States	2015	August	13	45.4237
Technology	United States	2015	August	13	
Furniture	United States	2015	August	15	28.1421
Office Supplies	United States	2015	August	15	80.3592
Technology	United States	2015	August	15	
Furniture	United States	2015	August	16	-204.9996
Office Supplies	United States	2015	August	16	113.1936
Technology	United States	2015	August	16	93.4181
Furniture	United States	2015	August	17	
Office Supplies	United States	2015	August	17	37.3464
Technology	United States	2015	August	17	-36.864
Furniture	United States	2015	August	21	28.65
Office Supplies	United States	2015	August	21	-179.6402
Technology	United States	2015	August	21	3.8024
Furniture	United States	2015	August	22	
Office Supplies	United States	2015	August	22	23.8856
Technology	United States	2015	August	22	
Furniture	United States	2015	August	23	
Office Supplies	United States	2015	August	23	311.6144
Technology	United States	2015	August	23	47.8629
Furniture	United States	2015	August	24	-189.3378
Office Supplies	United States	2015	August	24	37.1568
Technology	United States	2015	August	24	1621.4494
Furniture	United States	2015	August	25	-15.9376
Office Supplies	United States	2015	August	25	23.592
Technology	United States	2015	August	25	
Furniture	United States	2015	August	27	
Office Supplies	United States	2015	August	27	156.9759
Technology	United States	2015	August	27	
Furniture	United States	2015	August	28	14.4427
Office Supplies	United States	2015	August	28	433.1104
Technology	United States	2015	August	28	972.5961
Furniture	United States	2015	August	29	
Office Supplies	United States	2015	August	29	
Technology	United States	2015	August	29	47.0866
Furniture	United States	2015	August	31	200.9546
Office Supplies	United States	2015	August	31	81.1241
Technology	United States	2015	August	31	138.3882
Furniture	United States	2015	September	1	42.5442
Office Supplies	United States	2015	September	1	373.4042
Technology	United States	2015	September	1	335.9944
Furniture	United States	2015	September	3	76.3502
Office Supplies	United States	2015	September	3	31.4031
Technology	United States	2015	September	3	75.1255
Furniture	United States	2015	September	4	
Office Supplies	United States	2015	September	4	133.7292
Technology	United States	2015	September	4	118.3098
Furniture	United States	2015	September	5	-10.346
Office Supplies	United States	2015	September	5	-20.7104
Technology	United States	2015	September	5	
Furniture	United States	2015	September	6	157.5566
Office Supplies	United States	2015	September	6	24.3272
Technology	United States	2015	September	6	119.4588
Furniture	United States	2015	September	7	-136.4943
Office Supplies	United States	2015	September	7	45.2471
Technology	United States	2015	September	7	52.185
Furniture	United States	2015	September	8	8.1168
Office Supplies	United States	2015	September	8	12.7176
Technology	United States	2015	September	8	
Furniture	United States	2015	September	10	113.7518
Office Supplies	United States	2015	September	10	169.9072
Technology	United States	2015	September	10	
Furniture	United States	2015	September	11	58.492
Office Supplies	United States	2015	September	11	402.6705
Technology	United States	2015	September	11	6.7966
Furniture	United States	2015	September	12	
Office Supplies	United States	2015	September	12	50.7974
Technology	United States	2015	September	12	68.5702
Furniture	United States	2015	September	13	559.1615
Office Supplies	United States	2015	September	13	130.8338
Technology	United States	2015	September	13	15.9968
Furniture	United States	2015	September	14	110.1507
Office Supplies	United States	2015	September	14	280.3288
Technology	United States	2015	September	14	329.994
Furniture	United States	2015	September	15	508.5934
Office Supplies	United States	2015	September	15	31.1976
Technology	United States	2015	September	15	0
Furniture	United States	2015	September	16	
Office Supplies	United States	2015	September	16	14.6264
Technology	United States	2015	September	16	
Furniture	United States	2015	September	17	-1620.807
Office Supplies	United States	2015	September	17	137.7132
Technology	United States	2015	September	17	288.8106
Furniture	United States	2015	September	18	10.248
Office Supplies	United States	2015	September	18	158.717
Technology	United States	2015	September	18	609.9672
Furniture	United States	2015	September	19	23.806
Office Supplies	United States	2015	September	19	13.4344
Technology	United States	2015	September	19	157.5588
Furniture	United States	2015	September	20	
Office Supplies	United States	2015	September	20	-905.3418
Technology	United States	2015	September	20	
Furniture	United States	2015	September	21	607.7882
Office Supplies	United States	2015	September	21	182.1283
Technology	United States	2015	September	21	507.2657
Furniture	United States	2015	September	22	64.2314
Office Supplies	United States	2015	September	22	-27.4232
Technology	United States	2015	September	22	-7.7247
Furniture	United States	2015	September	24	554.1401
Office Supplies	United States	2015	September	24	393.9705
Technology	United States	2015	September	24	228.3244
Furniture	United States	2015	September	25	235.5861
Office Supplies	United States	2015	September	25	97.2256
Technology	United States	2015	September	25	525.8708
Furniture	United States	2015	September	26	
Office Supplies	United States	2015	September	26	-73.3026
Technology	United States	2015	September	26	746.0548
Furniture	United States	2015	September	27	-12.7512
Office Supplies	United States	2015	September	27	174.0482
Technology	United States	2015	September	27	561.564
Furniture	United States	2015	September	28	
Office Supplies	United States	2015	September	28	206.2344
Technology	United States	2015	September	28	81.0378
Furniture	United States	2015	October	1	
Office Supplies	United States	2015	October	1	23.267
Technology	United States	2015	October	1	146.4332
Furniture	United States	2015	October	2	3.0338
Office Supplies	United States	2015	October	2	209.5788
Technology	United States	2015	October	2	78.155
Furniture	United States	2015	October	3	2.8392
Office Supplies	United States	2015	October	3	-20.9482
Technology	United States	2015	October	3	-2.1002
Furniture	United States	2015	October	4	49.7178
Office Supplies	United States	2015	October	4	14.2672
Technology	United States	2015	October	4	
Furniture	United States	2015	October	5	-118.419
Office Supplies	United States	2015	October	5	44.1672
Technology	United States	2015	October	5	52.959
Furniture	United States	2015	October	8	-8.2235
Office Supplies	United States	2015	October	8	0.559
Technology	United States	2015	October	8	
Furniture	United States	2015	October	9	35.0973
Office Supplies	United States	2015	October	9	103.1086
Technology	United States	2015	October	9	423.3882
Furniture	United States	2015	October	10	-54.3204
Office Supplies	United States	2015	October	10	-300.1272
Technology	United States	2015	October	10	
Furniture	United States	2015	October	11	-383.031
Office Supplies	United States	2015	October	11	2.5164
Technology	United States	2015	October	11	2.2365
Furniture	United States	2015	October	12	145.3904
Office Supplies	United States	2015	October	12	37.1022
Technology	United States	2015	October	12	130.0502
Furniture	United States	2015	October	13	77.7438
Office Supplies	United States	2015	October	13	
Technology	United States	2015	October	13	23.4416
Furniture	United States	2015	October	15	-439.5672
Office Supplies	United States	2015	October	15	-3.3856
Technology	United States	2015	October	15	110.8725
Furniture	United States	2015	October	16	
Office Supplies	United States	2015	October	16	
Technology	United States	2015	October	16	214.4922
Furniture	United States	2015	October	17	
Office Supplies	United States	2015	October	17	3.894
Technology	United States	2015	October	17	
Furniture	United States	2015	October	18	3.2352
Office Supplies	United States	2015	October	18	-177.7776
Technology	United States	2015	October	18	19.061
Furniture	United States	2015	October	19	
Office Supplies	United States	2015	October	19	491.3868
Technology	United States	2015	October	19	142.185
Furniture	United States	2015	October	20	57.369
Office Supplies	United States	2015	October	20	11.5432
Technology	United States	2015	October	20	86.3892
Furniture	United States	2015	October	22	
Office Supplies	United States	2015	October	22	-6.7688
Technology	United States	2015	October	22	
Furniture	United States	2015	October	23	86.003
Office Supplies	United States	2015	October	23	37.5853
Technology	United States	2015	October	23	228.5558
Furniture	United States	2015	October	24	-143.2914
Office Supplies	United States	2015	October	24	2.786
Technology	United States	2015	October	24	
Furniture	United States	2015	October	25	14.9222
Office Supplies	United States	2015	October	25	40.1295
Technology	United States	2015	October	25	41.3374
Furniture	United States	2015	October	26	
Office Supplies	United States	2015	October	26	-53.7018
Technology	United States	2015	October	26	-5.3644
Furniture	United States	2015	October	28	22.0709
Office Supplies	United States	2015	October	28	14.7983
Technology	United States	2015	October	28	
Furniture	United States	2015	October	29	
Office Supplies	United States	2015	October	29	119.3436
Technology	United States	2015	October	29	
Furniture	United States	2015	October	30	3.6784
Office Supplies	United States	2015	October	30	53.0439
Technology	United States	2015	October	30	494.0706
Furniture	United States	2015	October	31	40.2352
Office Supplies	United States	2015	October	31	444.5697
Technology	United States	2015	October	31	145.782
Furniture	United States	2015	November	1	187.2862
Office Supplies	United States	2015	November	1	7.2794
Technology	United States	2015	November	1	727.4909
Furniture	United States	2015	November	2	617.6584
Office Supplies	United States	2015	November	2	53.6704
Technology	United States	2015	November	2	88.0515
Furniture	United States	2015	November	3	225.888
Office Supplies	United States	2015	November	3	2.1476
Technology	United States	2015	November	3	143.9116
Furniture	United States	2015	November	5	25.875
Office Supplies	United States	2015	November	5	87.368
Technology	United States	2015	November	5	
Furniture	United States	2015	November	6	
Office Supplies	United States	2015	November	6	-1.0428
Technology	United States	2015	November	6	
Furniture	United States	2015	November	7	106.272
Office Supplies	United States	2015	November	7	-1097.5483
Technology	United States	2015	November	7	33.5895
Furniture	United States	2015	November	8	1197.8679
Office Supplies	United States	2015	November	8	191.271
Technology	United States	2015	November	8	2617.4978
Furniture	United States	2015	November	9	215.1198
Office Supplies	United States	2015	November	9	52.8707
Technology	United States	2015	November	9	1174.5204
Furniture	United States	2015	November	10	12.8568
Office Supplies	United States	2015	November	10	606.9572
Technology	United States	2015	November	10	310.151
Furniture	United States	2015	November	11	
Office Supplies	United States	2015	November	11	163.9204
Technology	United States	2015	November	11	
Furniture	United States	2015	November	12	-55.5987
Office Supplies	United States	2015	November	12	68.982
Technology	United States	2015	November	12	10.0792
Furniture	United States	2015	November	13	9.2184
Office Supplies	United States	2015	November	13	31.6119
Technology	United States	2015	November	13	165.1548
Furniture	United States	2015	November	14	146.2368
Office Supplies	United States	2015	November	14	367.4831
Technology	United States	2015	November	14	59.5692
Furniture	United States	2015	November	15	14.3856
