Country,Region,Year,Value Column Name,Value
"Belgium","Europe","2017","(AC - PL)%","-0.5416666666666666"
"Belgium","Europe","2017","AC - FC","-163000"
"Belgium","Europe","2017","(AC - FC)%","-0.649402390438247"
"Belgium","Europe","2017","PL - PY","74000"
"Belgium","Europe","2017","(PL - PY)%","0.6271186440677966"
"Belgium","Europe","2017","FC - PY","133000"
"Belgium","Europe","2017","(FC - PY)%","1.1271186440677967"
"Belgium","Europe","2017","FC - PL","59000"
"Belgium","Europe","2017","(FC - PL)%","0.3072916666666667"
"Belgium","Europe","2018","PY","173000"
"Belgium","Europe","2018","PL","235000"
"Belgium","Europe","2018","FC","211000"
"Belgium","Europe","2018","AC","198000"
"Belgium","Europe","2018","AC - PY","25000"
"Belgium","Europe","2018","(AC - PY)%","0.14450867052023122"
"Belgium","Europe","2018","AC - PL","-37000"
"Belgium","Europe","2018","(AC - PL)%","-0.1574468085106383"
"Belgium","Europe","2018","AC - FC","-13000"
"Belgium","Europe","2018","(AC - FC)%","-0.061611374407582936"
"Belgium","Europe","2018","PL - PY","62000"
"Belgium","Europe","2018","(PL - PY)%","0.3583815028901734"
"Belgium","Europe","2018","FC - PY","38000"
"Belgium","Europe","2018","(FC - PY)%","0.21965317919075145"
"Belgium","Europe","2018","FC - PL","-24000"
"Belgium","Europe","2018","(FC - PL)%","-0.10212765957446807"
"Belgium","Europe","2019","PY","240000"
"Belgium","Europe","2019","PL","113000"
"Belgium","Europe","2019","FC","191000"
"Belgium","Europe","2019","AC","227000"
"Belgium","Europe","2019","AC - PY","-13000"
"Belgium","Europe","2019","(AC - PY)%","-0.05416666666666667"
"Belgium","Europe","2019","AC - PL","114000"
"Belgium","Europe","2019","(AC - PL)%","1.008849557522124"
"Belgium","Europe","2019","AC - FC","36000"
"Belgium","Europe","2019","(AC - FC)%","0.18848167539267016"
"Belgium","Europe","2019","PL - PY","-127000"
"Belgium","Europe","2019","(PL - PY)%","-0.5291666666666667"
"Belgium","Europe","2019","FC - PY","-49000"
"Belgium","Europe","2019","(FC - PY)%","-0.2041666666666667"
"Belgium","Europe","2019","FC - PL","78000"
"Belgium","Europe","2019","(FC - PL)%","0.6902654867256637"
"Germany","Europe","2017","PY","0"
"Germany","Europe","2017","PL","260000"
"Germany","Europe","2017","FC","207000"
"Germany","Europe","2017","AC","107000"
"Germany","Europe","2017","AC - PY","107000"
"Germany","Europe","2017","(AC - PY)%",
"Germany","Europe","2017","AC - PL","-153000"
"Germany","Europe","2017","(AC - PL)%","-0.5884615384615385"
"Germany","Europe","2017","AC - FC","-100000"
"Germany","Europe","2017","(AC - FC)%","-0.48309178743961356"
"Germany","Europe","2017","PL - PY","260000"
"Germany","Europe","2017","(PL - PY)%",
"Germany","Europe","2017","FC - PY","207000"
"Germany","Europe","2017","(FC - PY)%",
"Germany","Europe","2017","FC - PL","-53000"
"Germany","Europe","2017","(FC - PL)%","-0.20384615384615384"
"Germany","Europe","2018","PY","100000"
"Germany","Europe","2018","PL","126000"
"Germany","Europe","2018","FC","84000"
"Germany","Europe","2018","AC","91000"
"Germany","Europe","2018","AC - PY","-9000"
"Germany","Europe","2018","(AC - PY)%","-0.09"
"Germany","Europe","2018","AC - PL","-35000"
"Germany","Europe","2018","(AC - PL)%","-0.2777777777777778"
"Germany","Europe","2018","AC - FC","7000"
"Germany","Europe","2018","(AC - FC)%","0.08333333333333331"
"Germany","Europe","2018","PL - PY","26000"
"Germany","Europe","2018","(PL - PY)%","0.26"
"Germany","Europe","2018","FC - PY","-16000"
"Germany","Europe","2018","(FC - PY)%","-0.16"
"Germany","Europe","2018","FC - PL","-42000"
"Germany","Europe","2018","(FC - PL)%","-0.33333333333333326"
"Germany","Europe","2019","PY","190000"
"Germany","Europe","2019","PL","232000"
"Germany","Europe","2019","FC","116000"
"Germany","Europe","2019","AC","219000"
"Germany","Europe","2019","AC - PY","29000"
"Germany","Europe","2019","(AC - PY)%","0.15263157894736842"
"Germany","Europe","2019","AC - PL","-13000"
"Germany","Europe","2019","(AC - PL)%","-0.05603448275862069"
"Germany","Europe","2019","AC - FC","103000"
"Germany","Europe","2019","(AC - FC)%","0.8879310344827587"
"Germany","Europe","2019","PL - PY","42000"
"Germany","Europe","2019","(PL - PY)%","0.22105263157894736"
"Germany","Europe","2019","FC - PY","-74000"
"Germany","Europe","2019","(FC - PY)%","-0.3894736842105263"
"Germany","Europe","2019","FC - PL","-116000"
"Germany","Europe","2019","(FC - PL)%","-0.5"
"France","Europe","2017","PY","196000"
"France","Europe","2017","PL","199000"
"France","Europe","2017","FC","191000"
"France","Europe","2017","AC","118000"
"France","Europe","2017","AC - PY","-78000"
"France","Europe","2017","(AC - PY)%","-0.39795918367346933"
"France","Europe","2017","AC - PL","-81000"
"France","Europe","2017","(AC - PL)%","-0.407035175879397"
"France","Europe","2017","AC - FC","-73000"
"France","Europe","2017","(AC - FC)%","-0.38219895287958117"
"France","Europe","2017","PL - PY","3000"
"France","Europe","2017","(PL - PY)%","0.015306122448979591"
"France","Europe","2017","FC - PY","-5000"
"France","Europe","2017","(FC - PY)%","-0.025510204081632654"
"France","Europe","2017","FC - PL","-8000"
"France","Europe","2017","(FC - PL)%","-0.04020100502512562"
"France","Europe","2018","PY","0"
"France","Europe","2018","PL","0"
"France","Europe","2018","FC","170000"
"France","Europe","2018","AC","0"
"France","Europe","2018","AC - PY","0"
"France","Europe","2018","(AC - PY)%",
"France","Europe","2018","AC - PL","0"
"France","Europe","2018","(AC - PL)%",
"France","Europe","2018","AC - FC","-170000"
"France","Europe","2018","(AC - FC)%","-1"
"France","Europe","2018","PL - PY","0"
"France","Europe","2018","(PL - PY)%",
"France","Europe","2018","FC - PY","170000"
"France","Europe","2018","(FC - PY)%",
"France","Europe","2018","FC - PL","170000"
"France","Europe","2018","(FC - PL)%",
"France","Europe","2019","PY","152000"
"France","Europe","2019","PL","158000"
"France","Europe","2019","FC","142000"
"France","Europe","2019","AC","175000"
"France","Europe","2019","AC - PY","23000"
"France","Europe","2019","(AC - PY)%","0.1513157894736842"
"France","Europe","2019","AC - PL","17000"
"France","Europe","2019","(AC - PL)%","0.10759493670886076"
"France","Europe","2019","AC - FC","33000"
"France","Europe","2019","(AC - FC)%","0.2323943661971831"
"France","Europe","2019","PL - PY","6000"
"France","Europe","2019","(PL - PY)%","0.039473684210526314"
"France","Europe","2019","FC - PY","-10000"
"France","Europe","2019","(FC - PY)%","-0.06578947368421052"
"France","Europe","2019","FC - PL","-16000"
"France","Europe","2019","(FC - PL)%","-0.10126582278481014"
