Country,City,Year,Value Column Name,Value
"Japan","Tokyo","2018","Sum of AC - Sum of PL","-27000"
"Japan","Tokyo","2018","(Sum of AC - Sum of PL)%","-0.23275862068965517"
"Japan","Tokyo","2018","Sum of PL - Sum of PY","57000"
"Japan","Tokyo","2018","(Sum of PL - Sum of PY)%","0.9661016949152542"
"Japan","Tokyo","2018","Sum of BU",""
"Japan","Tokyo","2019","Sum of PY","139000"
"Japan","Tokyo","2019","Sum of PL","94000"
"Japan","Tokyo","2019","Sum of AC","91000"
"Japan","Tokyo","2019","Sum of AC - Sum of PY","-48000"
"Japan","Tokyo","2019","(Sum of AC - Sum of PY)%","-0.3453237410071942"
"Japan","Tokyo","2019","Sum of AC - Sum of PL","-3000"
"Japan","Tokyo","2019","(Sum of AC - Sum of PL)%","-0.031914893617021274"
"Japan","Tokyo","2019","Sum of PL - Sum of PY","-45000"
"Japan","Tokyo","2019","(Sum of PL - Sum of PY)%","-0.3237410071942446"
"Japan","Tokyo","2019","Sum of BU",""
"Japan","Hiroshima","2017","Sum of PY","117000"
"Japan","Hiroshima","2017","Sum of PL","78000"
"Japan","Hiroshima","2017","Sum of AC","40000"
"Japan","Hiroshima","2017","Sum of AC - Sum of PY","-77000"
"Japan","Hiroshima","2017","(Sum of AC - Sum of PY)%","-0.658119658119658"
"Japan","Hiroshima","2017","Sum of AC - Sum of PL","-38000"
"Japan","Hiroshima","2017","(Sum of AC - Sum of PL)%","-0.48717948717948717"
"Japan","Hiroshima","2017","Sum of PL - Sum of PY","-39000"
"Japan","Hiroshima","2017","(Sum of PL - Sum of PY)%","-0.33333333333333326"
"Japan","Hiroshima","2017","Sum of BU",""
"Japan","Hiroshima","2018","Sum of PY","62000"
"Japan","Hiroshima","2018","Sum of PL","87000"
"Japan","Hiroshima","2018","Sum of AC","92000"
"Japan","Hiroshima","2018","Sum of AC - Sum of PY","30000"
"Japan","Hiroshima","2018","(Sum of AC - Sum of PY)%","0.4838709677419355"
"Japan","Hiroshima","2018","Sum of AC - Sum of PL","5000"
"Japan","Hiroshima","2018","(Sum of AC - Sum of PL)%","0.05747126436781609"
"Japan","Hiroshima","2018","Sum of PL - Sum of PY","25000"
"Japan","Hiroshima","2018","(Sum of PL - Sum of PY)%","0.4032258064516129"
"Japan","Hiroshima","2018","Sum of BU",""
"Japan","Hiroshima","2019","Sum of PY","67000"
"Japan","Hiroshima","2019","Sum of PL","92000"
"Japan","Hiroshima","2019","Sum of AC","102000"
"Japan","Hiroshima","2019","Sum of AC - Sum of PY","35000"
"Japan","Hiroshima","2019","(Sum of AC - Sum of PY)%","0.5223880597014925"
"Japan","Hiroshima","2019","Sum of AC - Sum of PL","10000"
"Japan","Hiroshima","2019","(Sum of AC - Sum of PL)%","0.10869565217391304"
"Japan","Hiroshima","2019","Sum of PL - Sum of PY","25000"
"Japan","Hiroshima","2019","(Sum of PL - Sum of PY)%","0.373134328358209"
"Japan","Hiroshima","2019","Sum of BU",""
"Japan","Yokohoma","2017","Sum of PY","35000"
"Japan","Yokohoma","2017","Sum of PL","85000"
"Japan","Yokohoma","2017","Sum of AC","47000"
"Japan","Yokohoma","2017","Sum of AC - Sum of PY","12000"
"Japan","Yokohoma","2017","(Sum of AC - Sum of PY)%","0.34285714285714286"
"Japan","Yokohoma","2017","Sum of AC - Sum of PL","-38000"
"Japan","Yokohoma","2017","(Sum of AC - Sum of PL)%","-0.4470588235294118"
"Japan","Yokohoma","2017","Sum of PL - Sum of PY","50000"
"Japan","Yokohoma","2017","(Sum of PL - Sum of PY)%","1.4285714285714286"
"Japan","Yokohoma","2017","Sum of BU",""
"Japan","Yokohoma","2018","Sum of PY","66000"
"Japan","Yokohoma","2018","Sum of PL","62000"
"Japan","Yokohoma","2018","Sum of AC","68000"
"Japan","Yokohoma","2018","Sum of AC - Sum of PY","2000"
"Japan","Yokohoma","2018","(Sum of AC - Sum of PY)%","0.030303030303030304"
"Japan","Yokohoma","2018","Sum of AC - Sum of PL","6000"
"Japan","Yokohoma","2018","(Sum of AC - Sum of PL)%","0.0967741935483871"
"Japan","Yokohoma","2018","Sum of PL - Sum of PY","-4000"
"Japan","Yokohoma","2018","(Sum of PL - Sum of PY)%","-0.06060606060606061"
"Japan","Yokohoma","2018","Sum of BU",""
"Japan","Yokohoma","2019","Sum of PY","73000"
"Japan","Yokohoma","2019","Sum of PL","114000"
"Japan","Yokohoma","2019","Sum of AC","36000"
"Japan","Yokohoma","2019","Sum of AC - Sum of PY","-37000"
"Japan","Yokohoma","2019","(Sum of AC - Sum of PY)%","-0.5068493150684932"
"Japan","Yokohoma","2019","Sum of AC - Sum of PL","-78000"
"Japan","Yokohoma","2019","(Sum of AC - Sum of PL)%","-0.6842105263157895"
"Japan","Yokohoma","2019","Sum of PL - Sum of PY","41000"
"Japan","Yokohoma","2019","(Sum of PL - Sum of PY)%","0.5616438356164384"
"Japan","Yokohoma","2019","Sum of BU",""
"China","Shangai","2017","Sum of PY","108000"
"China","Shangai","2017","Sum of PL","129000"
"China","Shangai","2017","Sum of AC","134000"
"China","Shangai","2017","Sum of AC - Sum of PY","26000"
"China","Shangai","2017","(Sum of AC - Sum of PY)%","0.24074074074074073"
"China","Shangai","2017","Sum of AC - Sum of PL","5000"
"China","Shangai","2017","(Sum of AC - Sum of PL)%","0.03875968992248062"
"China","Shangai","2017","Sum of PL - Sum of PY","21000"
"China","Shangai","2017","(Sum of PL - Sum of PY)%","0.19444444444444448"
"China","Shangai","2017","Sum of BU",""
"China","Shangai","2018","Sum of PY","109000"
"China","Shangai","2018","Sum of PL","63000"
"China","Shangai","2018","Sum of AC","124000"
"China","Shangai","2018","Sum of AC - Sum of PY","15000"
"China","Shangai","2018","(Sum of AC - Sum of PY)%","0.13761467889908258"
"China","Shangai","2018","Sum of AC - Sum of PL","61000"
"China","Shangai","2018","(Sum of AC - Sum of PL)%","0.9682539682539683"
"China","Shangai","2018","Sum of PL - Sum of PY","-46000"
"China","Shangai","2018","(Sum of PL - Sum of PY)%","-0.42201834862385323"
"China","Shangai","2018","Sum of BU",""
"China","Shangai","2019","Sum of PY","96000"
"China","Shangai","2019","Sum of PL","113000"
"China","Shangai","2019","Sum of AC","68000"
"China","Shangai","2019","Sum of AC - Sum of PY","-28000"
"China","Shangai","2019","(Sum of AC - Sum of PY)%","-0.2916666666666667"
"China","Shangai","2019","Sum of AC - Sum of PL","-45000"
"China","Shangai","2019","(Sum of AC - Sum of PL)%","-0.39823008849557523"
"China","Shangai","2019","Sum of PL - Sum of PY","17000"
"China","Shangai","2019","(Sum of PL - Sum of PY)%","0.17708333333333337"
"China","Shangai","2019","Sum of BU",""
"China","Beijing","2017","Sum of PY","104000"
"China","Beijing","2017","Sum of PL","35000"
"China","Beijing","2017","Sum of AC","48000"
"China","Beijing","2017","Sum of AC - Sum of PY","-56000"
"China","Beijing","2017","(Sum of AC - Sum of PY)%","-0.5384615384615384"
"China","Beijing","2017","Sum of AC - Sum of PL","13000"
"China","Beijing","2017","(Sum of AC - Sum of PL)%","0.37142857142857144"
"China","Beijing","2017","Sum of PL - Sum of PY","-69000"
"China","Beijing","2017","(Sum of PL - Sum of PY)%","-0.6634615384615384"
"China","Beijing","2017","Sum of BU",""
"China","Beijing","2018","Sum of PY","92000"
"China","Beijing","2018","Sum of PL","133000"
"China","Beijing","2018","Sum of AC","115000"
"China","Beijing","2018","Sum of AC - Sum of PY","23000"
"China","Beijing","2018","(Sum of AC - Sum of PY)%","0.25"
"China","Beijing","2018","Sum of AC - Sum of PL","-18000"
"China","Beijing","2018","(Sum of AC - Sum of PL)%","-0.13533834586466165"
"China","Beijing","2018","Sum of PL - Sum of PY","41000"
"China","Beijing","2018","(Sum of PL - Sum of PY)%","0.44565217391304346"
"China","Beijing","2018","Sum of BU",""
"China","Beijing","2019","Sum of PY","145000"
"China","Beijing","2019","Sum of PL","135000"
"China","Beijing","2019","Sum of AC","39000"
"China","Beijing","2019","Sum of AC - Sum of PY","-106000"
"China","Beijing","2019","(Sum of AC - Sum of PY)%","-0.7310344827586206"
"China","Beijing","2019","Sum of AC - Sum of PL","-96000"
"China","Beijing","2019","(Sum of AC - Sum of PL)%","-0.7111111111111111"
"China","Beijing","2019","Sum of PL - Sum of PY","-10000"
"China","Beijing","2019","(Sum of PL - Sum of PY)%","-0.06896551724137931"
"China","Beijing","2019","Sum of BU",""
"China","Chengdu","2017","Sum of PY","96000"
"China","Chengdu","2017","Sum of PL","130000"
"China","Chengdu","2017","Sum of AC","62000"
"China","Chengdu","2017","Sum of AC - Sum of PY","-34000"
"China","Chengdu","2017","(Sum of AC - Sum of PY)%","-0.35416666666666674"
"China","Chengdu","2017","Sum of AC - Sum of PL","-68000"
"China","Chengdu","2017","(Sum of AC - Sum of PL)%","-0.5230769230769231"
"China","Chengdu","2017","Sum of PL - Sum of PY","34000"
"China","Chengdu","2017","(Sum of PL - Sum of PY)%","0.35416666666666674"
"China","Chengdu","2017","Sum of BU",""
"China","Chengdu","2018","Sum of PY","117000"
"China","Chengdu","2018","Sum of PL","41000"
"China","Chengdu","2018","Sum of AC","48000"
"China","Chengdu","2018","Sum of AC - Sum of PY","-69000"
"China","Chengdu","2018","(Sum of AC - Sum of PY)%","-0.5897435897435898"
"China","Chengdu","2018","Sum of AC - Sum of PL","7000"
"China","Chengdu","2018","(Sum of AC - Sum of PL)%","0.17073170731707318"
"China","Chengdu","2018","Sum of PL - Sum of PY","-76000"
"China","Chengdu","2018","(Sum of PL - Sum of PY)%","-0.6495726495726495"
"China","Chengdu","2018","Sum of BU",""
"China","Chengdu","2019","Sum of PY","80000"
"China","Chengdu","2019","Sum of PL","47000"
"China","Chengdu","2019","Sum of AC","38000"
"China","Chengdu","2019","Sum of AC - Sum of PY","-42000"
"China","Chengdu","2019","(Sum of AC - Sum of PY)%","-0.525"
"China","Chengdu","2019","Sum of AC - Sum of PL","-9000"
"China","Chengdu","2019","(Sum of AC - Sum of PL)%","-0.1914893617021277"
"China","Chengdu","2019","Sum of PL - Sum of PY","-33000"
"China","Chengdu","2019","(Sum of PL - Sum of PY)%","-0.4125"
"China","Chengdu","2019","Sum of BU",""
"Poland","Warsaw","2017","Sum of PY","0"
"Poland","Warsaw","2017","Sum of PL","90000"
"Poland","Warsaw","2017","Sum of AC","103000"
"Poland","Warsaw","2017","Sum of AC - Sum of PY","103000"
"Poland","Warsaw","2017","(Sum of AC - Sum of PY)%",
"Poland","Warsaw","2017","Sum of AC - Sum of PL","13000"
"Poland","Warsaw","2017","(Sum of AC - Sum of PL)%","0.14444444444444443"
"Poland","Warsaw","2017","Sum of PL - Sum of PY","90000"
"Poland","Warsaw","2017","(Sum of PL - Sum of PY)%",
"Poland","Warsaw","2017","Sum of BU",""
"Poland","Warsaw","2018","Sum of PY","103000"
"Poland","Warsaw","2018","Sum of PL","55000"
"Poland","Warsaw","2018","Sum of AC","99000"
"Poland","Warsaw","2018","Sum of AC - Sum of PY","-4000"
"Poland","Warsaw","2018","(Sum of AC - Sum of PY)%","-0.038834951456310676"
"Poland","Warsaw","2018","Sum of AC - Sum of PL","44000"
"Poland","Warsaw","2018","(Sum of AC - Sum of PL)%","0.8"
"Poland","Warsaw","2018","Sum of PL - Sum of PY","-48000"
"Poland","Warsaw","2018","(Sum of PL - Sum of PY)%","-0.46601941747572817"
"Poland","Warsaw","2018","Sum of BU",""
"Poland","Warsaw","2019","Sum of PY","144000"
"Poland","Warsaw","2019","Sum of PL","67000"
"Poland","Warsaw","2019","Sum of AC","118000"
"Poland","Warsaw","2019","Sum of AC - Sum of PY","-26000"
"Poland","Warsaw","2019","(Sum of AC - Sum of PY)%","-0.18055555555555552"
"Poland","Warsaw","2019","Sum of AC - Sum of PL","51000"
"Poland","Warsaw","2019","(Sum of AC - Sum of PL)%","0.7611940298507462"
"Poland","Warsaw","2019","Sum of PL - Sum of PY","-77000"
"Poland","Warsaw","2019","(Sum of PL - Sum of PY)%","-0.5347222222222222"
"Poland","Warsaw","2019","Sum of BU",""
"Poland","Lublin","2017","Sum of PY","0"
"Poland","Lublin","2017","Sum of PL","82000"
"Poland","Lublin","2017","Sum of AC","0"
"Poland","Lublin","2017","Sum of AC - Sum of PY","0"
"Poland","Lublin","2017","(Sum of AC - Sum of PY)%",
"Poland","Lublin","2017","Sum of AC - Sum of PL","-82000"
"Poland","Lublin","2017","(Sum of AC - Sum of PL)%","-1"
"Poland","Lublin","2017","Sum of PL - Sum of PY","82000"
"Poland","Lublin","2017","(Sum of PL - Sum of PY)%",
"Poland","Lublin","2017","Sum of BU",""
"Poland","Lublin","2018","Sum of PY","79000"
"Poland","Lublin","2018","Sum of PL","118000"
"Poland","Lublin","2018","Sum of AC","81000"
"Poland","Lublin","2018","Sum of AC - Sum of PY","2000"
"Poland","Lublin","2018","(Sum of AC - Sum of PY)%","0.025316455696202535"
"Poland","Lublin","2018","Sum of AC - Sum of PL","-37000"
"Poland","Lublin","2018","(Sum of AC - Sum of PL)%","-0.3135593220338983"
"Poland","Lublin","2018","Sum of PL - Sum of PY","39000"
"Poland","Lublin","2018","(Sum of PL - Sum of PY)%","0.4936708860759494"
"Poland","Lublin","2018","Sum of BU",""
"Poland","Lublin","2019","Sum of PY","128000"
"Poland","Lublin","2019","Sum of PL","106000"
"Poland","Lublin","2019","Sum of AC","121000"
"Poland","Lublin","2019","Sum of AC - Sum of PY","-7000"
"Poland","Lublin","2019","(Sum of AC - Sum of PY)%","-0.0546875"
"Poland","Lublin","2019","Sum of AC - Sum of PL","15000"
"Poland","Lublin","2019","(Sum of AC - Sum of PL)%","0.14150943396226415"
"Poland","Lublin","2019","Sum of PL - Sum of PY","-22000"
"Poland","Lublin","2019","(Sum of PL - Sum of PY)%","-0.171875"
"Poland","Lublin","2019","Sum of BU",""
"Sweden","Stockholm","2017","Sum of PY","84000"
"Sweden","Stockholm","2017","Sum of PL","130000"
"Sweden","Stockholm","2017","Sum of AC","115000"
"Sweden","Stockholm","2017","Sum of AC - Sum of PY","31000"
"Sweden","Stockholm","2017","(Sum of AC - Sum of PY)%","0.36904761904761907"
"Sweden","Stockholm","2017","Sum of AC - Sum of PL","-15000"
"Sweden","Stockholm","2017","(Sum of AC - Sum of PL)%","-0.11538461538461538"
"Sweden","Stockholm","2017","Sum of PL - Sum of PY","46000"
"Sweden","Stockholm","2017","(Sum of PL - Sum of PY)%","0.5476190476190477"
"Sweden","Stockholm","2017","Sum of BU",""
"Sweden","Stockholm","2018","Sum of PY","131000"
"Sweden","Stockholm","2018","Sum of PL","111000"
"Sweden","Stockholm","2018","Sum of AC",
"Sweden","Stockholm","2018","Sum of AC - Sum of PY","-131000"
"Sweden","Stockholm","2018","(Sum of AC - Sum of PY)%","-1"
"Sweden","Stockholm","2018","Sum of AC - Sum of PL","-111000"
"Sweden","Stockholm","2018","(Sum of AC - Sum of PL)%","-1"
"Sweden","Stockholm","2018","Sum of PL - Sum of PY","-20000"
"Sweden","Stockholm","2018","(Sum of PL - Sum of PY)%","-0.15267175572519084"
"Sweden","Stockholm","2018","Sum of BU",""
"Sweden","Stockholm","2019","Sum of PY","117000"
"Sweden","Stockholm","2019","Sum of PL","55000"
"Sweden","Stockholm","2019","Sum of AC","139000"
"Sweden","Stockholm","2019","Sum of AC - Sum of PY","22000"
"Sweden","Stockholm","2019","(Sum of AC - Sum of PY)%","0.18803418803418803"
"Sweden","Stockholm","2019","Sum of AC - Sum of PL","84000"
"Sweden","Stockholm","2019","(Sum of AC - Sum of PL)%","1.5272727272727276"
"Sweden","Stockholm","2019","Sum of PL - Sum of PY","-62000"
"Sweden","Stockholm","2019","(Sum of PL - Sum of PY)%","-0.5299145299145299"
"Sweden","Stockholm","2019","Sum of BU",""
"Sweden","Gothenburg","2017","Sum of PY","112000"
"Sweden","Gothenburg","2017","Sum of PL","135000"
"Sweden","Gothenburg","2017","Sum of AC","0"
"Sweden","Gothenburg","2017","Sum of AC - Sum of PY","-112000"
"Sweden","Gothenburg","2017","(Sum of AC - Sum of PY)%","-1"
"Sweden","Gothenburg","2017","Sum of AC - Sum of PL","-135000"
"Sweden","Gothenburg","2017","(Sum of AC - Sum of PL)%","-1"
"Sweden","Gothenburg","2017","Sum of PL - Sum of PY","23000"
"Sweden","Gothenburg","2017","(Sum of PL - Sum of PY)%","0.20535714285714285"
"Sweden","Gothenburg","2017","Sum of BU",""
"Sweden","Gothenburg","2018","Sum of PY","130000"
"Sweden","Gothenburg","2018","Sum of PL","68000"
"Sweden","Gothenburg","2018","Sum of AC",
"Sweden","Gothenburg","2018","Sum of AC - Sum of PY","-130000"
"Sweden","Gothenburg","2018","(Sum of AC - Sum of PY)%","-1"
"Sweden","Gothenburg","2018","Sum of AC - Sum of PL","-68000"
"Sweden","Gothenburg","2018","(Sum of AC - Sum of PL)%","-1"
"Sweden","Gothenburg","2018","Sum of PL - Sum of PY","-62000"
"Sweden","Gothenburg","2018","(Sum of PL - Sum of PY)%","-0.47692307692307695"
"Sweden","Gothenburg","2018","Sum of BU",""
"Sweden","Gothenburg","2019","Sum of PY","101000"
"Sweden","Gothenburg","2019","Sum of PL","43000"
"Sweden","Gothenburg","2019","Sum of AC","141000"
"Sweden","Gothenburg","2019","Sum of AC - Sum of PY","40000"
"Sweden","Gothenburg","2019","(Sum of AC - Sum of PY)%","0.39603960396039606"
"Sweden","Gothenburg","2019","Sum of AC - Sum of PL","98000"
"Sweden","Gothenburg","2019","(Sum of AC - Sum of PL)%","2.2790697674418605"
"Sweden","Gothenburg","2019","Sum of PL - Sum of PY","-58000"
"Sweden","Gothenburg","2019","(Sum of PL - Sum of PY)%","-0.5742574257425742"
"Sweden","Gothenburg","2019","Sum of BU",""
"Sweden","Malmo","2017","Sum of PY","80000"
"Sweden","Malmo","2017","Sum of PL","140000"
"Sweden","Malmo","2017","Sum of AC","61000"
"Sweden","Malmo","2017","Sum of AC - Sum of PY","-19000"
"Sweden","Malmo","2017","(Sum of AC - Sum of PY)%","-0.2375"
"Sweden","Malmo","2017","Sum of AC - Sum of PL","-79000"
"Sweden","Malmo","2017","(Sum of AC - Sum of PL)%","-0.5642857142857143"
"Sweden","Malmo","2017","Sum of PL - Sum of PY","60000"
"Sweden","Malmo","2017","(Sum of PL - Sum of PY)%","0.75"
"Sweden","Malmo","2017","Sum of BU",""
"Sweden","Malmo","2018","Sum of PY","84000"
"Sweden","Malmo","2018","Sum of PL","68000"
"Sweden","Malmo","2018","Sum of AC",
"Sweden","Malmo","2018","Sum of AC - Sum of PY","-84000"
"Sweden","Malmo","2018","(Sum of AC - Sum of PY)%","-1"
"Sweden","Malmo","2018","Sum of AC - Sum of PL","-68000"
"Sweden","Malmo","2018","(Sum of AC - Sum of PL)%","-1"
"Sweden","Malmo","2018","Sum of PL - Sum of PY","-16000"
"Sweden","Malmo","2018","(Sum of PL - Sum of PY)%","-0.19047619047619047"
"Sweden","Malmo","2018","Sum of BU",""
"Sweden","Malmo","2019","Sum of PY","101000"
"Sweden","Malmo","2019","Sum of PL","148000"
"Sweden","Malmo","2019","Sum of AC","60000"
"Sweden","Malmo","2019","Sum of AC - Sum of PY","-41000"
"Sweden","Malmo","2019","(Sum of AC - Sum of PY)%","-0.40594059405940597"
"Sweden","Malmo","2019","Sum of AC - Sum of PL","-88000"
"Sweden","Malmo","2019","(Sum of AC - Sum of PL)%","-0.5945945945945946"
"Sweden","Malmo","2019","Sum of PL - Sum of PY","47000"
"Sweden","Malmo","2019","(Sum of PL - Sum of PY)%","0.46534653465346537"
"Sweden","Malmo","2019","Sum of BU",""
"Belgium","Flanders","2017","Sum of PY","118000"
"Belgium","Flanders","2017","Sum of PL","77000"
"Belgium","Flanders","2017","Sum of AC","88000"
"Belgium","Flanders","2017","Sum of AC - Sum of PY","-30000"
"Belgium","Flanders","2017","(Sum of AC - Sum of PY)%","-0.2542372881355932"
"Belgium","Flanders","2017","Sum of AC - Sum of PL","11000"
"Belgium","Flanders","2017","(Sum of AC - Sum of PL)%","0.14285714285714285"
"Belgium","Flanders","2017","Sum of PL - Sum of PY","-41000"
"Belgium","Flanders","2017","(Sum of PL - Sum of PY)%","-0.3474576271186441"
"Belgium","Flanders","2017","Sum of BU",""
"Belgium","Flanders","2018","Sum of PY","95000"
"Belgium","Flanders","2018","Sum of PL","141000"
"Belgium","Flanders","2018","Sum of AC","134000"
"Belgium","Flanders","2018","Sum of AC - Sum of PY","39000"
"Belgium","Flanders","2018","(Sum of AC - Sum of PY)%","0.4105263157894737"
"Belgium","Flanders","2018","Sum of AC - Sum of PL","-7000"
"Belgium","Flanders","2018","(Sum of AC - Sum of PL)%","-0.04964539007092199"
"Belgium","Flanders","2018","Sum of PL - Sum of PY","46000"
"Belgium","Flanders","2018","(Sum of PL - Sum of PY)%","0.4842105263157894"
"Belgium","Flanders","2018","Sum of BU",""
"Belgium","Flanders","2019","Sum of PY","128000"
"Belgium","Flanders","2019","Sum of PL","78000"
"Belgium","Flanders","2019","Sum of AC","108000"
"Belgium","Flanders","2019","Sum of AC - Sum of PY","-20000"
"Belgium","Flanders","2019","(Sum of AC - Sum of PY)%","-0.15625"
"Belgium","Flanders","2019","Sum of AC - Sum of PL","30000"
"Belgium","Flanders","2019","(Sum of AC - Sum of PL)%","0.3846153846153847"
"Belgium","Flanders","2019","Sum of PL - Sum of PY","-50000"
"Belgium","Flanders","2019","(Sum of PL - Sum of PY)%","-0.390625"
"Belgium","Flanders","2019","Sum of BU",""
"Belgium","Brussels","2017","Sum of PY","0"
"Belgium","Brussels","2017","Sum of PL","115000"
"Belgium","Brussels","2017","Sum of AC","0"
"Belgium","Brussels","2017","Sum of AC - Sum of PY","0"
"Belgium","Brussels","2017","(Sum of AC - Sum of PY)%",
"Belgium","Brussels","2017","Sum of AC - Sum of PL","-115000"
"Belgium","Brussels","2017","(Sum of AC - Sum of PL)%","-1"
"Belgium","Brussels","2017","Sum of PL - Sum of PY","115000"
"Belgium","Brussels","2017","(Sum of PL - Sum of PY)%",
"Belgium","Brussels","2017","Sum of BU",""
"Belgium","Brussels","2018","Sum of PY","78000"
"Belgium","Brussels","2018","Sum of PL","94000"
"Belgium","Brussels","2018","Sum of AC","64000"
"Belgium","Brussels","2018","Sum of AC - Sum of PY","-14000"
"Belgium","Brussels","2018","(Sum of AC - Sum of PY)%","-0.1794871794871795"
"Belgium","Brussels","2018","Sum of AC - Sum of PL","-30000"
"Belgium","Brussels","2018","(Sum of AC - Sum of PL)%","-0.3191489361702128"
"Belgium","Brussels","2018","Sum of PL - Sum of PY","16000"
"Belgium","Brussels","2018","(Sum of PL - Sum of PY)%","0.20512820512820512"
"Belgium","Brussels","2018","Sum of BU",""
"Belgium","Brussels","2019","Sum of PY","112000"
"Belgium","Brussels","2019","Sum of PL","35000"
"Belgium","Brussels","2019","Sum of AC","119000"
"Belgium","Brussels","2019","Sum of AC - Sum of PY","7000"
"Belgium","Brussels","2019","(Sum of AC - Sum of PY)%","0.0625"
"Belgium","Brussels","2019","Sum of AC - Sum of PL","84000"
"Belgium","Brussels","2019","(Sum of AC - Sum of PL)%","2.4"
"Belgium","Brussels","2019","Sum of PL - Sum of PY","-77000"
"Belgium","Brussels","2019","(Sum of PL - Sum of PY)%","-0.6875"
"Belgium","Brussels","2019","Sum of BU",""
"Germany","Frankfurt","2017","Sum of PY","0"
"Germany","Frankfurt","2017","Sum of PL","133000"
"Germany","Frankfurt","2017","Sum of AC","107000"
"Germany","Frankfurt","2017","Sum of AC - Sum of PY","107000"
"Germany","Frankfurt","2017","(Sum of AC - Sum of PY)%",
"Germany","Frankfurt","2017","Sum of AC - Sum of PL","-26000"
"Germany","Frankfurt","2017","(Sum of AC - Sum of PL)%","-0.19548872180451127"
"Germany","Frankfurt","2017","Sum of PL - Sum of PY","133000"
"Germany","Frankfurt","2017","(Sum of PL - Sum of PY)%",
"Germany","Frankfurt","2017","Sum of BU",""
"Germany","Frankfurt","2018","Sum of PY","100000"
"Germany","Frankfurt","2018","Sum of PL","126000"
"Germany","Frankfurt","2018","Sum of AC","91000"
"Germany","Frankfurt","2018","Sum of AC - Sum of PY","-9000"
"Germany","Frankfurt","2018","(Sum of AC - Sum of PY)%","-0.09"
"Germany","Frankfurt","2018","Sum of AC - Sum of PL","-35000"
"Germany","Frankfurt","2018","(Sum of AC - Sum of PL)%","-0.2777777777777778"
"Germany","Frankfurt","2018","Sum of PL - Sum of PY","26000"
"Germany","Frankfurt","2018","(Sum of PL - Sum of PY)%","0.26"
"Germany","Frankfurt","2018","Sum of BU",""
"Germany","Frankfurt","2019","Sum of PY","142000"
"Germany","Frankfurt","2019","Sum of PL","139000"
"Germany","Frankfurt","2019","Sum of AC","91000"
"Germany","Frankfurt","2019","Sum of AC - Sum of PY","-51000"
"Germany","Frankfurt","2019","(Sum of AC - Sum of PY)%","-0.3591549295774648"
"Germany","Frankfurt","2019","Sum of AC - Sum of PL","-48000"
"Germany","Frankfurt","2019","(Sum of AC - Sum of PL)%","-0.3453237410071942"
"Germany","Frankfurt","2019","Sum of PL - Sum of PY","-3000"
"Germany","Frankfurt","2019","(Sum of PL - Sum of PY)%","-0.02112676056338028"
"Germany","Frankfurt","2019","Sum of BU",""
"Germany","Berlin","2017","Sum of PY","0"
"Germany","Berlin","2017","Sum of PL","127000"
"Germany","Berlin","2017","Sum of AC","0"
"Germany","Berlin","2017","Sum of AC - Sum of PY","0"
"Germany","Berlin","2017","(Sum of AC - Sum of PY)%",
"Germany","Berlin","2017","Sum of AC - Sum of PL","-127000"
"Germany","Berlin","2017","(Sum of AC - Sum of PL)%","-1"
"Germany","Berlin","2017","Sum of PL - Sum of PY","127000"
"Germany","Berlin","2017","(Sum of PL - Sum of PY)%",
"Germany","Berlin","2017","Sum of BU",""
"Germany","Berlin","2018","Sum of PY",
"Germany","Berlin","2018","Sum of PL",
"Germany","Berlin","2018","Sum of AC",
"Germany","Berlin","2018","Sum of AC - Sum of PY",
"Germany","Berlin","2018","(Sum of AC - Sum of PY)%",
"Germany","Berlin","2018","Sum of AC - Sum of PL",
"Germany","Berlin","2018","(Sum of AC - Sum of PL)%",
"Germany","Berlin","2018","Sum of PL - Sum of PY",
"Germany","Berlin","2018","(Sum of PL - Sum of PY)%",
"Germany","Berlin","2018","Sum of BU",""
"Germany","Berlin","2019","Sum of PY","48000"
"Germany","Berlin","2019","Sum of PL","93000"
"Germany","Berlin","2019","Sum of AC","128000"
"Germany","Berlin","2019","Sum of AC - Sum of PY","80000"
"Germany","Berlin","2019","(Sum of AC - Sum of PY)%","1.666666666666667"
"Germany","Berlin","2019","Sum of AC - Sum of PL","35000"
"Germany","Berlin","2019","(Sum of AC - Sum of PL)%","0.3763440860215054"
"Germany","Berlin","2019","Sum of PL - Sum of PY","45000"
"Germany","Berlin","2019","(Sum of PL - Sum of PY)%","0.9375"
"Germany","Berlin","2019","Sum of BU",""
"France","Marseille","2017","Sum of PY","107000"
"France","Marseille","2017","Sum of PL","99000"
"France","Marseille","2017","Sum of AC","118000"
"France","Marseille","2017","Sum of AC - Sum of PY","11000"
"France","Marseille","2017","(Sum of AC - Sum of PY)%","0.10280373831775699"
"France","Marseille","2017","Sum of AC - Sum of PL","19000"
"France","Marseille","2017","(Sum of AC - Sum of PL)%","0.1919191919191919"
"France","Marseille","2017","Sum of PL - Sum of PY","-8000"
"France","Marseille","2017","(Sum of PL - Sum of PY)%","-0.07476635514018691"
"France","Marseille","2017","Sum of BU",""
"France","Marseille","2018","Sum of PY","0"
"France","Marseille","2018","Sum of PL","0"
"France","Marseille","2018","Sum of AC","0"
"France","Marseille","2018","Sum of AC - Sum of PY","0"
"France","Marseille","2018","(Sum of AC - Sum of PY)%",
"France","Marseille","2018","Sum of AC - Sum of PL","0"
"France","Marseille","2018","(Sum of AC - Sum of PL)%",
