P&L_Template.Period.Variation.Date Hierarchy.Day,P&L_Template.Period.Variation.Date Hierarchy.Month,P&L_Template.Period.Variation.Date Hierarchy.Quarter,P&L_Template.Period.Variation.Date Hierarchy.Year,P&L_Template.Region,P&L_Template.Business Unit,P&L_Template.Product Category,P&L_Template.Product,P&L_Template.GL Account,Sum(P&L_Template.2022),Sum(P&L_Template.2021)
1,July,Qtr 3,2019,Europe,BU 1,Dairy,Cheese,Units Sold,104,119
1,August,Qtr 3,2019,Europe,BU 1,Dairy,Cheese,Units Sold,117,116
1,September,Qtr 3,2019,Europe,BU 1,Dairy,Cheese,Units Sold,120,112
1,October,Qtr 4,2019,Europe,BU 1,Dairy,Cheese,Units Sold,103,110
1,November,Qtr 4,2019,Europe,BU 1,Dairy,Cheese,Units Sold,120,108
1,December,Qtr 4,2019,Europe,BU 1,Dairy,Cheese,Units Sold,114,100
1,January,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Cost of Sales,1064,1198
1,February,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Cost of Sales,1144,1224
1,March,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Cost of Sales,1170,1089
1,April,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Cost of Sales,1097,1267
1,May,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Cost of Sales,1109,1082
1,June,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Cost of Sales,1282,1115
1,July,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Cost of Sales,1028,1169
1,August,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Cost of Sales,1075,1067
1,September,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Cost of Sales,1053,1133
1,October,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Cost of Sales,1060,1060
1,November,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Cost of Sales,1189,1117
1,December,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Cost of Sales,1000,1008
1,January,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Other Costs,745,807
1,February,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Other Costs,721,835
1,March,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Other Costs,753,767
1,April,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Other Costs,777,768
1,May,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Other Costs,715,761
1,June,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Other Costs,795,765
1,July,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Other Costs,765,709
1,August,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Other Costs,794,704
1,September,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Other Costs,745,830
1,October,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Other Costs,823,809
1,November,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Other Costs,709,734
1,December,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Other Costs,724,829
1,January,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Other Income,8471,8679
1,February,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Other Income,9990,8669
1,March,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Other Income,8958,9870
1,April,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Other Income,9325,8783
1,May,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Other Income,8759,8403
1,June,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Other Income,9615,8788
1,July,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Other Income,9398,9269
1,August,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Other Income,8495,8339
1,September,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Other Income,9140,8646
1,October,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Other Income,8117,9354
1,November,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Other Income,8714,8004
1,December,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Other Income,9258,9269
1,January,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Selling Price,19,18
1,February,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Selling Price,18,19
1,March,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Selling Price,17,18
1,April,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Selling Price,18,18
1,May,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Selling Price,19,20
1,June,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Selling Price,19,19
1,July,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Selling Price,19,17
1,August,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Selling Price,19,18
1,September,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Selling Price,18,17
1,October,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Selling Price,20,19
1,November,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Selling Price,20,19
1,December,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Selling Price,20,19
1,January,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Units Sold,482,460
1,February,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Units Sold,499,401
1,March,Qtr 1,2019,Europe,BU 1,Dairy,Milk,Units Sold,456,474
1,April,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Units Sold,457,426
1,May,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Units Sold,482,413
1,June,Qtr 2,2019,Europe,BU 1,Dairy,Milk,Units Sold,498,404
1,July,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Units Sold,431,429
1,August,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Units Sold,453,416
1,September,Qtr 3,2019,Europe,BU 1,Dairy,Milk,Units Sold,500,416
1,October,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Units Sold,440,468
1,November,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Units Sold,401,423
1,December,Qtr 4,2019,Europe,BU 1,Dairy,Milk,Units Sold,400,408
1,January,Qtr 1,2019,US,BU 1,Beverages,Lemon,Cost of Sales,1064,1210
1,February,Qtr 1,2019,US,BU 1,Beverages,Lemon,Cost of Sales,1199,1157
1,March,Qtr 1,2019,US,BU 1,Beverages,Lemon,Cost of Sales,1141,1187
1,April,Qtr 2,2019,US,BU 1,Beverages,Lemon,Cost of Sales,1247,1291
1,May,Qtr 2,2019,US,BU 1,Beverages,Lemon,Cost of Sales,1179,1039
1,June,Qtr 2,2019,US,BU 1,Beverages,Lemon,Cost of Sales,1200,1251
1,July,Qtr 3,2019,US,BU 1,Beverages,Lemon,Cost of Sales,1289,1192
1,August,Qtr 3,2019,US,BU 1,Beverages,Lemon,Cost of Sales,1104,1121
1,September,Qtr 3,2019,US,BU 1,Beverages,Lemon,Cost of Sales,1044,1252
1,October,Qtr 4,2019,US,BU 1,Beverages,Lemon,Cost of Sales,1129,1293
1,November,Qtr 4,2019,US,BU 1,Beverages,Lemon,Cost of Sales,1240,1131
1,December,Qtr 4,2019,US,BU 1,Beverages,Lemon,Cost of Sales,1260,1078
1,January,Qtr 1,2019,US,BU 1,Beverages,Lemon,Other Costs,812,826
1,February,Qtr 1,2019,US,BU 1,Beverages,Lemon,Other Costs,783,735
1,March,Qtr 1,2019,US,BU 1,Beverages,Lemon,Other Costs,712,767
1,April,Qtr 2,2019,US,BU 1,Beverages,Lemon,Other Costs,807,751
1,May,Qtr 2,2019,US,BU 1,Beverages,Lemon,Other Costs,740,848
1,June,Qtr 2,2019,US,BU 1,Beverages,Lemon,Other Costs,721,749
1,July,Qtr 3,2019,US,BU 1,Beverages,Lemon,Other Costs,775,748
1,August,Qtr 3,2019,US,BU 1,Beverages,Lemon,Other Costs,820,846
1,September,Qtr 3,2019,US,BU 1,Beverages,Lemon,Other Costs,812,755
1,October,Qtr 4,2019,US,BU 1,Beverages,Lemon,Other Costs,777,755
1,November,Qtr 4,2019,US,BU 1,Beverages,Lemon,Other Costs,787,828
1,December,Qtr 4,2019,US,BU 1,Beverages,Lemon,Other Costs,803,708
1,January,Qtr 1,2019,US,BU 1,Beverages,Lemon,Other Income,8307,9491
1,February,Qtr 1,2019,US,BU 1,Beverages,Lemon,Other Income,8118,9612
1,March,Qtr 1,2019,US,BU 1,Beverages,Lemon,Other Income,9752,9309
1,April,Qtr 2,2019,US,BU 1,Beverages,Lemon,Other Income,8078,8632
1,May,Qtr 2,2019,US,BU 1,Beverages,Lemon,Other Income,9904,8271
1,June,Qtr 2,2019,US,BU 1,Beverages,Lemon,Other Income,8408,9622
1,July,Qtr 3,2019,US,BU 1,Beverages,Lemon,Other Income,9601,9316
1,August,Qtr 3,2019,US,BU 1,Beverages,Lemon,Other Income,9011,8260
1,September,Qtr 3,2019,US,BU 1,Beverages,Lemon,Other Income,9847,9426
1,October,Qtr 4,2019,US,BU 1,Beverages,Lemon,Other Income,8133,8641
1,November,Qtr 4,2019,US,BU 1,Beverages,Lemon,Other Income,9373,9700
1,December,Qtr 4,2019,US,BU 1,Beverages,Lemon,Other Income,8216,9819
1,January,Qtr 1,2019,US,BU 1,Beverages,Lemon,Selling Price,22,16
1,February,Qtr 1,2019,US,BU 1,Beverages,Lemon,Selling Price,21,18
1,March,Qtr 1,2019,US,BU 1,Beverages,Lemon,Selling Price,18,20
1,April,Qtr 2,2019,US,BU 1,Beverages,Lemon,Selling Price,21,16
1,May,Qtr 2,2019,US,BU 1,Beverages,Lemon,Selling Price,18,17
1,June,Qtr 2,2019,US,BU 1,Beverages,Lemon,Selling Price,22,16
1,July,Qtr 3,2019,US,BU 1,Beverages,Lemon,Selling Price,19,20
1,August,Qtr 3,2019,US,BU 1,Beverages,Lemon,Selling Price,19,19
1,September,Qtr 3,2019,US,BU 1,Beverages,Lemon,Selling Price,23,16
1,October,Qtr 4,2019,US,BU 1,Beverages,Lemon,Selling Price,18,20
1,November,Qtr 4,2019,US,BU 1,Beverages,Lemon,Selling Price,18,20
1,December,Qtr 4,2019,US,BU 1,Beverages,Lemon,Selling Price,21,17
1,January,Qtr 1,2019,US,BU 1,Beverages,Lemon,Units Sold,406,393
1,February,Qtr 1,2019,US,BU 1,Beverages,Lemon,Units Sold,325,381
1,March,Qtr 1,2019,US,BU 1,Beverages,Lemon,Units Sold,320,340
1,April,Qtr 2,2019,US,BU 1,Beverages,Lemon,Units Sold,432,384
1,May,Qtr 2,2019,US,BU 1,Beverages,Lemon,Units Sold,423,316
1,June,Qtr 2,2019,US,BU 1,Beverages,Lemon,Units Sold,416,405
1,July,Qtr 3,2019,US,BU 1,Beverages,Lemon,Units Sold,367,398
1,August,Qtr 3,2019,US,BU 1,Beverages,Lemon,Units Sold,362,381
1,September,Qtr 3,2019,US,BU 1,Beverages,Lemon,Units Sold,378,337
1,October,Qtr 4,2019,US,BU 1,Beverages,Lemon,Units Sold,434,425
1,November,Qtr 4,2019,US,BU 1,Beverages,Lemon,Units Sold,411,431
1,December,Qtr 4,2019,US,BU 1,Beverages,Lemon,Units Sold,373,408
1,January,Qtr 1,2019,US,BU 1,Beverages,Orange,Cost of Sales,1046,1112
1,February,Qtr 1,2019,US,BU 1,Beverages,Orange,Cost of Sales,1036,1076
1,March,Qtr 1,2019,US,BU 1,Beverages,Orange,Cost of Sales,1279,1012
1,April,Qtr 2,2019,US,BU 1,Beverages,Orange,Cost of Sales,1233,1155
1,May,Qtr 2,2019,US,BU 1,Beverages,Orange,Cost of Sales,1023,1295
1,June,Qtr 2,2019,US,BU 1,Beverages,Orange,Cost of Sales,1274,1067
1,July,Qtr 3,2019,US,BU 1,Beverages,Orange,Cost of Sales,1041,1261
1,August,Qtr 3,2019,US,BU 1,Beverages,Orange,Cost of Sales,1123,1232
1,September,Qtr 3,2019,US,BU 1,Beverages,Orange,Cost of Sales,1160,1199
1,October,Qtr 4,2019,US,BU 1,Beverages,Orange,Cost of Sales,1264,1068
1,November,Qtr 4,2019,US,BU 1,Beverages,Orange,Cost of Sales,1248,1013
1,December,Qtr 4,2019,US,BU 1,Beverages,Orange,Cost of Sales,1002,1161
1,January,Qtr 1,2019,US,BU 1,Beverages,Orange,Other Costs,841,788
1,February,Qtr 1,2019,US,BU 1,Beverages,Orange,Other Costs,725,814
1,March,Qtr 1,2019,US,BU 1,Beverages,Orange,Other Costs,707,765
1,April,Qtr 2,2019,US,BU 1,Beverages,Orange,Other Costs,849,817
1,May,Qtr 2,2019,US,BU 1,Beverages,Orange,Other Costs,845,799
1,June,Qtr 2,2019,US,BU 1,Beverages,Orange,Other Costs,828,702
1,July,Qtr 3,2019,US,BU 1,Beverages,Orange,Other Costs,736,735
1,August,Qtr 3,2019,US,BU 1,Beverages,Orange,Other Costs,775,742
1,September,Qtr 3,2019,US,BU 1,Beverages,Orange,Other Costs,825,757
1,October,Qtr 4,2019,US,BU 1,Beverages,Orange,Other Costs,811,722
1,November,Qtr 4,2019,US,BU 1,Beverages,Orange,Other Costs,808,787
1,December,Qtr 4,2019,US,BU 1,Beverages,Orange,Other Costs,752,825
1,January,Qtr 1,2019,US,BU 1,Beverages,Orange,Other Income,9827,9825
1,February,Qtr 1,2019,US,BU 1,Beverages,Orange,Other Income,9004,9214
1,March,Qtr 1,2019,US,BU 1,Beverages,Orange,Other Income,9780,8413
1,April,Qtr 2,2019,US,BU 1,Beverages,Orange,Other Income,9028,9921
1,May,Qtr 2,2019,US,BU 1,Beverages,Orange,Other Income,9997,8521
1,June,Qtr 2,2019,US,BU 1,Beverages,Orange,Other Income,9114,9822
1,July,Qtr 3,2019,US,BU 1,Beverages,Orange,Other Income,8047,8195
1,August,Qtr 3,2019,US,BU 1,Beverages,Orange,Other Income,9888,8048
1,September,Qtr 3,2019,US,BU 1,Beverages,Orange,Other Income,8767,9218
1,October,Qtr 4,2019,US,BU 1,Beverages,Orange,Other Income,8240,8431
1,November,Qtr 4,2019,US,BU 1,Beverages,Orange,Other Income,8491,8243
1,December,Qtr 4,2019,US,BU 1,Beverages,Orange,Other Income,8518,8307
1,January,Qtr 1,2019,US,BU 1,Beverages,Orange,Selling Price,20,18
1,February,Qtr 1,2019,US,BU 1,Beverages,Orange,Selling Price,19,17
1,March,Qtr 1,2019,US,BU 1,Beverages,Orange,Selling Price,22,20
1,April,Qtr 2,2019,US,BU 1,Beverages,Orange,Selling Price,20,18
1,May,Qtr 2,2019,US,BU 1,Beverages,Orange,Selling Price,20,17
1,June,Qtr 2,2019,US,BU 1,Beverages,Orange,Selling Price,18,17
1,July,Qtr 3,2019,US,BU 1,Beverages,Orange,Selling Price,19,16
1,August,Qtr 3,2019,US,BU 1,Beverages,Orange,Selling Price,23,18
1,September,Qtr 3,2019,US,BU 1,Beverages,Orange,Selling Price,22,20
1,October,Qtr 4,2019,US,BU 1,Beverages,Orange,Selling Price,23,20
1,November,Qtr 4,2019,US,BU 1,Beverages,Orange,Selling Price,21,18
1,December,Qtr 4,2019,US,BU 1,Beverages,Orange,Selling Price,18,18
1,January,Qtr 1,2019,US,BU 1,Beverages,Orange,Units Sold,345,445
1,February,Qtr 1,2019,US,BU 1,Beverages,Orange,Units Sold,412,434
1,March,Qtr 1,2019,US,BU 1,Beverages,Orange,Units Sold,306,349
1,April,Qtr 2,2019,US,BU 1,Beverages,Orange,Units Sold,307,319
1,May,Qtr 2,2019,US,BU 1,Beverages,Orange,Units Sold,403,371
1,June,Qtr 2,2019,US,BU 1,Beverages,Orange,Units Sold,335,447
1,July,Qtr 3,2019,US,BU 1,Beverages,Orange,Units Sold,330,445
1,August,Qtr 3,2019,US,BU 1,Beverages,Orange,Units Sold,386,429
1,September,Qtr 3,2019,US,BU 1,Beverages,Orange,Units Sold,371,439
1,October,Qtr 4,2019,US,BU 1,Beverages,Orange,Units Sold,333,342
1,November,Qtr 4,2019,US,BU 1,Beverages,Orange,Units Sold,433,404
1,December,Qtr 4,2019,US,BU 1,Beverages,Orange,Units Sold,434,322
1,January,Qtr 1,2019,US,BU 2,Clothing,Men,Cost of Sales,2528,2740
1,February,Qtr 1,2019,US,BU 2,Clothing,Men,Cost of Sales,2771,2934
1,March,Qtr 1,2019,US,BU 2,Clothing,Men,Cost of Sales,2663,2704
1,April,Qtr 2,2019,US,BU 2,Clothing,Men,Cost of Sales,2809,2671
1,May,Qtr 2,2019,US,BU 2,Clothing,Men,Cost of Sales,2997,2677
1,June,Qtr 2,2019,US,BU 2,Clothing,Men,Cost of Sales,2531,2579
1,July,Qtr 3,2019,US,BU 2,Clothing,Men,Cost of Sales,2524,2829
1,August,Qtr 3,2019,US,BU 2,Clothing,Men,Cost of Sales,2937,2508
1,September,Qtr 3,2019,US,BU 2,Clothing,Men,Cost of Sales,2534,2907
1,October,Qtr 4,2019,US,BU 2,Clothing,Men,Cost of Sales,2517,2896
1,November,Qtr 4,2019,US,BU 2,Clothing,Men,Cost of Sales,2933,2581
1,December,Qtr 4,2019,US,BU 2,Clothing,Men,Cost of Sales,2761,2745
1,January,Qtr 1,2019,US,BU 2,Clothing,Men,Discount %,11,11
1,February,Qtr 1,2019,US,BU 2,Clothing,Men,Discount %,12,11
1,March,Qtr 1,2019,US,BU 2,Clothing,Men,Discount %,9,10
1,April,Qtr 2,2019,US,BU 2,Clothing,Men,Discount %,8,10
1,May,Qtr 2,2019,US,BU 2,Clothing,Men,Discount %,9,8
1,June,Qtr 2,2019,US,BU 2,Clothing,Men,Discount %,11,8
1,July,Qtr 3,2019,US,BU 2,Clothing,Men,Discount %,13,12
1,August,Qtr 3,2019,US,BU 2,Clothing,Men,Discount %,11,9
1,September,Qtr 3,2019,US,BU 2,Clothing,Men,Discount %,11,11
1,October,Qtr 4,2019,US,BU 2,Clothing,Men,Discount %,12,11
1,November,Qtr 4,2019,US,BU 2,Clothing,Men,Discount %,13,9
1,December,Qtr 4,2019,US,BU 2,Clothing,Men,Discount %,9,8
1,January,Qtr 1,2019,US,BU 2,Clothing,Men,Other Costs,343,312
1,February,Qtr 1,2019,US,BU 2,Clothing,Men,Other Costs,337,314
1,March,Qtr 1,2019,US,BU 2,Clothing,Men,Other Costs,350,334
1,April,Qtr 2,2019,US,BU 2,Clothing,Men,Other Costs,317,346
1,May,Qtr 2,2019,US,BU 2,Clothing,Men,Other Costs,345,332
1,June,Qtr 2,2019,US,BU 2,Clothing,Men,Other Costs,317,346
1,July,Qtr 3,2019,US,BU 2,Clothing,Men,Other Costs,311,325
1,August,Qtr 3,2019,US,BU 2,Clothing,Men,Other Costs,343,320
1,September,Qtr 3,2019,US,BU 2,Clothing,Men,Other Costs,312,328
1,October,Qtr 4,2019,US,BU 2,Clothing,Men,Other Costs,316,305
1,November,Qtr 4,2019,US,BU 2,Clothing,Men,Other Costs,321,345
1,December,Qtr 4,2019,US,BU 2,Clothing,Men,Other Costs,350,324
1,January,Qtr 1,2019,US,BU 2,Clothing,Men,Other Income,9204,9728
1,February,Qtr 1,2019,US,BU 2,Clothing,Men,Other Income,9198,9139
1,March,Qtr 1,2019,US,BU 2,Clothing,Men,Other Income,9495,9774
1,April,Qtr 2,2019,US,BU 2,Clothing,Men,Other Income,9566,8959
1,May,Qtr 2,2019,US,BU 2,Clothing,Men,Other Income,8295,8554
1,June,Qtr 2,2019,US,BU 2,Clothing,Men,Other Income,8871,9749
1,July,Qtr 3,2019,US,BU 2,Clothing,Men,Other Income,8601,8825
1,August,Qtr 3,2019,US,BU 2,Clothing,Men,Other Income,9403,8932
1,September,Qtr 3,2019,US,BU 2,Clothing,Men,Other Income,9992,9455
1,October,Qtr 4,2019,US,BU 2,Clothing,Men,Other Income,9967,8969
1,November,Qtr 4,2019,US,BU 2,Clothing,Men,Other Income,8687,9932
1,December,Qtr 4,2019,US,BU 2,Clothing,Men,Other Income,8687,9330
1,January,Qtr 1,2019,US,BU 2,Clothing,Men,Selling Price,318,327
1,February,Qtr 1,2019,US,BU 2,Clothing,Men,Selling Price,401,416
1,March,Qtr 1,2019,US,BU 2,Clothing,Men,Selling Price,443,239
1,April,Qtr 2,2019,US,BU 2,Clothing,Men,Selling Price,260,452
1,May,Qtr 2,2019,US,BU 2,Clothing,Men,Selling Price,445,249
1,June,Qtr 2,2019,US,BU 2,Clothing,Men,Selling Price,394,444
1,July,Qtr 3,2019,US,BU 2,Clothing,Men,Selling Price,364,496
1,August,Qtr 3,2019,US,BU 2,Clothing,Men,Selling Price,283,383
1,September,Qtr 3,2019,US,BU 2,Clothing,Men,Selling Price,259,297
1,October,Qtr 4,2019,US,BU 2,Clothing,Men,Selling Price,353,335
1,November,Qtr 4,2019,US,BU 2,Clothing,Men,Selling Price,313,398
1,December,Qtr 4,2019,US,BU 2,Clothing,Men,Selling Price,299,445
1,January,Qtr 1,2019,US,BU 2,Clothing,Men,Units Sold,108,120
1,February,Qtr 1,2019,US,BU 2,Clothing,Men,Units Sold,106,102
1,March,Qtr 1,2019,US,BU 2,Clothing,Men,Units Sold,122,117
1,April,Qtr 2,2019,US,BU 2,Clothing,Men,Units Sold,114,127
1,May,Qtr 2,2019,US,BU 2,Clothing,Men,Units Sold,102,119
1,June,Qtr 2,2019,US,BU 2,Clothing,Men,Units Sold,109,118
1,July,Qtr 3,2019,US,BU 2,Clothing,Men,Units Sold,130,100
1,August,Qtr 3,2019,US,BU 2,Clothing,Men,Units Sold,119,104
1,September,Qtr 3,2019,US,BU 2,Clothing,Men,Units Sold,107,129
1,October,Qtr 4,2019,US,BU 2,Clothing,Men,Units Sold,115,124
1,November,Qtr 4,2019,US,BU 2,Clothing,Men,Units Sold,114,120
1,December,Qtr 4,2019,US,BU 2,Clothing,Men,Units Sold,130,112
1,January,Qtr 1,2019,US,BU 2,Clothing,Women,Cost of Sales,2953,2745
1,February,Qtr 1,2019,US,BU 2,Clothing,Women,Cost of Sales,2866,2645
1,March,Qtr 1,2019,US,BU 2,Clothing,Women,Cost of Sales,2572,2589
1,April,Qtr 2,2019,US,BU 2,Clothing,Women,Cost of Sales,2942,2830
1,May,Qtr 2,2019,US,BU 2,Clothing,Women,Cost of Sales,2793,2971
1,June,Qtr 2,2019,US,BU 2,Clothing,Women,Cost of Sales,2655,2562
1,July,Qtr 3,2019,US,BU 2,Clothing,Women,Cost of Sales,2820,2952
1,August,Qtr 3,2019,US,BU 2,Clothing,Women,Cost of Sales,2894,2537
1,September,Qtr 3,2019,US,BU 2,Clothing,Women,Cost of Sales,2626,2966
1,October,Qtr 4,2019,US,BU 2,Clothing,Women,Cost of Sales,2766,2765
1,November,Qtr 4,2019,US,BU 2,Clothing,Women,Cost of Sales,2987,2621
1,December,Qtr 4,2019,US,BU 2,Clothing,Women,Cost of Sales,2768,2697
1,January,Qtr 1,2019,US,BU 2,Clothing,Women,Discount %,13,13
1,February,Qtr 1,2019,US,BU 2,Clothing,Women,Discount %,12,9
1,March,Qtr 1,2019,US,BU 2,Clothing,Women,Discount %,8,8
1,April,Qtr 2,2019,US,BU 2,Clothing,Women,Discount %,12,9
1,May,Qtr 2,2019,US,BU 2,Clothing,Women,Discount %,10,12
1,June,Qtr 2,2019,US,BU 2,Clothing,Women,Discount %,10,8
1,July,Qtr 3,2019,US,BU 2,Clothing,Women,Discount %,9,11
1,August,Qtr 3,2019,US,BU 2,Clothing,Women,Discount %,9,10
1,September,Qtr 3,2019,US,BU 2,Clothing,Women,Discount %,12,11
1,October,Qtr 4,2019,US,BU 2,Clothing,Women,Discount %,13,12
1,November,Qtr 4,2019,US,BU 2,Clothing,Women,Discount %,10,12
1,December,Qtr 4,2019,US,BU 2,Clothing,Women,Discount %,12,13
1,January,Qtr 1,2019,US,BU 2,Clothing,Women,Other Costs,331,326
1,February,Qtr 1,2019,US,BU 2,Clothing,Women,Other Costs,320,340
1,March,Qtr 1,2019,US,BU 2,Clothing,Women,Other Costs,327,336
1,April,Qtr 2,2019,US,BU 2,Clothing,Women,Other Costs,336,324
1,May,Qtr 2,2019,US,BU 2,Clothing,Women,Other Costs,315,347
1,June,Qtr 2,2019,US,BU 2,Clothing,Women,Other Costs,325,332
1,July,Qtr 3,2019,US,BU 2,Clothing,Women,Other Costs,309,327
1,August,Qtr 3,2019,US,BU 2,Clothing,Women,Other Costs,348,325
1,September,Qtr 3,2019,US,BU 2,Clothing,Women,Other Costs,324,309
1,October,Qtr 4,2019,US,BU 2,Clothing,Women,Other Costs,322,309
1,November,Qtr 4,2019,US,BU 2,Clothing,Women,Other Costs,327,337
1,December,Qtr 4,2019,US,BU 2,Clothing,Women,Other Costs,336,302
1,January,Qtr 1,2019,US,BU 2,Clothing,Women,Other Income,9322,9123
1,February,Qtr 1,2019,US,BU 2,Clothing,Women,Other Income,8752,8291
1,March,Qtr 1,2019,US,BU 2,Clothing,Women,Other Income,9724,9568
1,April,Qtr 2,2019,US,BU 2,Clothing,Women,Other Income,9578,9025
1,May,Qtr 2,2019,US,BU 2,Clothing,Women,Other Income,9002,8572
1,June,Qtr 2,2019,US,BU 2,Clothing,Women,Other Income,9008,9450
1,July,Qtr 3,2019,US,BU 2,Clothing,Women,Other Income,9395,8987
1,August,Qtr 3,2019,US,BU 2,Clothing,Women,Other Income,8763,8004
1,September,Qtr 3,2019,US,BU 2,Clothing,Women,Other Income,9593,9475
1,October,Qtr 4,2019,US,BU 2,Clothing,Women,Other Income,8785,8280
1,November,Qtr 4,2019,US,BU 2,Clothing,Women,Other Income,9258,8112
1,December,Qtr 4,2019,US,BU 2,Clothing,Women,Other Income,9108,8404
1,January,Qtr 1,2019,US,BU 2,Clothing,Women,Selling Price,495,276
1,February,Qtr 1,2019,US,BU 2,Clothing,Women,Selling Price,253,314
1,March,Qtr 1,2019,US,BU 2,Clothing,Women,Selling Price,409,309
1,April,Qtr 2,2019,US,BU 2,Clothing,Women,Selling Price,254,248
1,May,Qtr 2,2019,US,BU 2,Clothing,Women,Selling Price,206,267
1,June,Qtr 2,2019,US,BU 2,Clothing,Women,Selling Price,458,349
1,July,Qtr 3,2019,US,BU 2,Clothing,Women,Selling Price,454,432
1,August,Qtr 3,2019,US,BU 2,Clothing,Women,Selling Price,215,463
1,September,Qtr 3,2019,US,BU 2,Clothing,Women,Selling Price,452,301
1,October,Qtr 4,2019,US,BU 2,Clothing,Women,Selling Price,421,308
1,November,Qtr 4,2019,US,BU 2,Clothing,Women,Selling Price,240,347
1,December,Qtr 4,2019,US,BU 2,Clothing,Women,Selling Price,410,289
1,January,Qtr 1,2019,US,BU 2,Clothing,Women,Units Sold,121,125
1,February,Qtr 1,2019,US,BU 2,Clothing,Women,Units Sold,127,113
1,March,Qtr 1,2019,US,BU 2,Clothing,Women,Units Sold,117,122
1,April,Qtr 2,2019,US,BU 2,Clothing,Women,Units Sold,126,130
1,May,Qtr 2,2019,US,BU 2,Clothing,Women,Units Sold,126,125
1,June,Qtr 2,2019,US,BU 2,Clothing,Women,Units Sold,104,129
1,July,Qtr 3,2019,US,BU 2,Clothing,Women,Units Sold,111,109
1,August,Qtr 3,2019,US,BU 2,Clothing,Women,Units Sold,125,106
1,September,Qtr 3,2019,US,BU 2,Clothing,Women,Units Sold,126,113
1,October,Qtr 4,2019,US,BU 2,Clothing,Women,Units Sold,125,128
1,November,Qtr 4,2019,US,BU 2,Clothing,Women,Units Sold,126,115
1,December,Qtr 4,2019,US,BU 2,Clothing,Women,Units Sold,118,101
