Fifty Thousand Report.Column.Variation.Date Hierarchy.Month,Fifty Thousand Report.Column.Variation.Date Hierarchy.Quarter,Fifty Thousand Report.Column.Variation.Date Hierarchy.Year,Fifty Thousand Report.Appliances,Fifty Thousand Report.Office Suppliers,Fifty Thousand Report.Performance,Fifty Thousand Report.Sales,Sum(Fifty Thousand Report.Series 2),Sum(Fifty Thousand Report.Series 3),Sum(Fifty Thousand Report.Series 4),Sum(Fifty Thousand Report.Series 5),Sum(Fifty Thousand Report.Series 1)
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0001,Sales.0003,732161.6230100001,614223.495404,578563.853431,689082.7536350001,702234.989801
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0001,Sales.0004,713920.38923,698618.8638099999,700629.78254,603494.9345750001,605569.5810039999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0001,Sales.0004,608617.5005119999,546105.3276501001,781443.335683,714253.552083,498508.122161
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0001,Sales.0004,726422.4388460001,591663.193443,560518.734938,456066.13856999995,570811.5212175
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0001,Sales.0005,513254.80180270004,629081.8014199999,561594.942205,424039.615143,689189.835414
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0001,Sales.0005,599565.81056,462931.7766892999,565449.91883,693168.51507,536736.237186
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0001,Sales.0005,694999.8117300001,577905.6098900001,652247.5400096,564858.7782999999,793796.1509510002
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0001,Sales.0006,362172.472212,549578.11993,703431.6627160001,554693.0509629999,729154.5755693
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0001,Sales.0006,614433.885896,728896.6746200001,606710.49338,720923.5731260001,435691.875122
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0001,Sales.0006,662408.7596,697066.1962010001,800510.18843,658172.01644,592034.6557300001
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0001,Sales.0007,592654.43481,640285.67979,612578.929506,440082.0244890001,611575.84776
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0001,Sales.0007,621813.4196699999,504467.9654500001,634637.93652,511418.5436313999,578006.33489
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0001,Sales.0007,695077.86484,654110.4423999999,561336.892191,619976.068071,692094.647863
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0000,497948.97102199995,619847.2295410001,518060.437398,588186.899526,676259.9264710001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0000,689944.7781499999,526942.6013554999,604633.3336000001,556936.214854,443900.15054410003
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0000,698774.3989054,421123.059766,588502.7457999,667602.9139249999,544600.29634
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0001,857529.12405,745730.64734,787677.7535,755337.7771999999,606216.57565
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0001,634294.4506099999,463648.55475749995,487884.58585000003,534272.1241949999,708912.7990430001
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0001,737012.73617,615377.8468539999,477490.6663289001,478236.35068300006,712103.1846399999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0002,607120.8509659999,664142.7588,473531.47214900004,646576.158613,582689.614033
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0002,553793.12848,640834.263759,688398.6497176001,538663.664228,559004.5043898
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0002,738961.25526,469384.41249500006,545492.79577,647684.58417,786331.63424
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0003,625552.78284,597443.5919092,571706.6607550001,629600.662615,379384.20710500004
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0003,608606.4626970001,661808.6708590001,721136.8510683001,681563.7313399999,352834.20897300006
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0003,540273.54548,570473.5528709,722144.9563449,657804.3979999999,633530.626269
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0004,516203.64531799994,580295.03145,768396.42907,406316.33027,751718.088028
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0004,454072.532774,764540.414408,741274.420719,526135.6667160001,647050.785208
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0004,546863.227287,475397.98308499996,591516.1059972,387452.9429789,829201.41053
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0005,577094.7171530001,527234.644026,580319.0099899999,584412.643602,435662.72601250006
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0005,606184.05245,560941.169451,679628.0361970001,490743.86779099994,728341.0490899999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0005,806773.8842199999,711031.77998,491551.89072400006,658354.059122,558379.010653
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0006,517414.690795,685383.667499,474040.20480099996,528222.54348,620155.42767
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0006,635605.3654850001,478725.17616000003,572290.2833,674658.78459,614221.770358
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0006,733258.778045,568339.07407,602471.8313,743802.86464,687382.58878
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0007,725415.7109330001,768282.6127299999,696060.900341,650309.934164,800094.1158510001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0007,616855.552546,566647.155012,722549.18476,430519.05789,611353.5970429999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0002,Sales.0007,590825.743433,595374.425883,927750.2167,431123.9984199999,674190.4905900001
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0000,585526.82036,491713.147226,653353.3033299999,570137.397638,556480.583219
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0000,559493.7032999999,718266.2510099999,552923.418114,639084.60035,546940.247959
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0000,527601.87825,800933.47641,594746.382437,727944.450457,454124.43959200004
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0001,652585.871311,775815.256847,641471.92367,587945.7482500001,484234.9146380001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0001,588384.9657099999,587279.86326,667432.0256649998,519830.3306839999,764607.7811700001
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0001,571596.3874580001,685498.782987,572794.3859700001,635381.58774,443319.94786599994
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0002,642165.20642,550725.543783,723128.440862,494826.25720000005,494641.649126
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0002,554214.6742499999,546693.5158930001,707739.2575099999,583143.008082,543503.9012966999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0002,632312.7405049999,618050.5844640001,526283.1248497,633610.8884811,522797.239317
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0003,547232.6616039001,609775.0116280001,439488.93382269994,630245.8388149999,768129.54737
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0003,669232.6301869999,678488.658668,699510.46138,502846.01554899995,742614.3193679999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0003,710354.1617390001,628867.70927,591647.107994,686958.87001,429053.174296
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0004,510211.51522,508913.094759,742469.2303599999,644016.7362000002,571222.827971
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0004,690755.5024400001,479408.953386,559054.987188,495474.88565600006,722801.38719
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0004,703060.18437,650642.0281000001,756273.7171200002,732554.7048300001,624602.104727
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0005,630744.6400240001,521821.04836599994,516679.29770899995,588439.9100700001,525178.521887
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0005,652182.894722,536788.141247,607949.4136709999,551458.9283660001,664411.2378100001
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0005,557272.00723,628834.162843,681497.8626199999,615721.1252541,372135.475121
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0006,832233.76597,649585.035109,705471.3271,630611.68741,642018.625176
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0006,791068.89293,709211.66256,470605.60822099994,672862.96705,657393.1359799999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0006,704509.46578,484946.024828,608777.0980055,859220.42211,572541.231496
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0007,436029.747368,533949.776939,714858.6139799999,625521.9460209999,546893.3365420001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0007,402035.02976299997,647500.60545,609253.396233,576046.0169819999,638861.2800189999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0003,Sales.0007,560428.1961399999,641956.676657,697666.21297,620330.3237510001,589588.682985
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0000,594299.815629,534060.884611,585790.16635,562177.747321,445842.86516299995
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0000,630009.5887119999,520839.61305700004,613095.954476,508659.0651495,739675.36178
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0000,696522.66459,568216.1436070001,483529.120772,549226.054117,559126.7295199999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0001,775980.8631099998,614267.6292099999,597303.1336559999,653878.917648,581198.7639199999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0001,673291.1530190001,627567.5351109,606754.13119,435375.343415,643049.471291
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0001,327007.09008,577854.839476,736135.9602020001,568376.2193939999,533604.90085
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0002,608715.66668,539711.385654,529813.1096199999,594545.0811289998,541889.7530019999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0002,543273.6501,545309.839247,523093.65406400006,641529.2186011,624240.2178239
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0002,543954.90969,461806.17427,577735.131486,505543.4563935,574022.49493
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0003,580440.61128,450164.43656600005,614444.3097549999,512785.814024,566451.742159
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0003,456058.56424549996,600916.898509,786969.92481,438120.98453699995,452497.475936
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0003,522690.5698209999,586388.6444239999,622560.2227340001,436793.10248700005,494602.034837
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0004,492706.98667099996,709984.7260499999,533670.57849,567801.7745118,593625.93446
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0004,666080.907751,518772.16087,629929.486894,708791.58851,526372.0140430001
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0004,515799.33699000004,612562.3750309999,623451.52035,468107.123768,591960.996382
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0005,581954.35962,693243.3322099999,546753.7055790001,573494.007445,561252.6759119999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0005,563656.657804,522494.18666340003,494203.10154999985,559950.7177510001,600845.7816149999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0005,496972.648461,609787.3665010001,562050.473211,598246.8236549998,608499.854942
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0006,586470.39055,648272.462439,398499.4487659999,673008.924386,589645.0732564001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0006,626199.1862700001,744218.8925000001,646386.7181720001,651147.6297469999,616347.61615
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0006,648247.278123,790999.62404,524841.998088,683571.918218,440254.94611119997
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0007,456171.023529,705517.03546,508928.45737099997,617202.1623799999,612985.7755299999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0007,474463.792702,677433.301246,561738.456244,651432.4228599999,565891.582378
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0001,Performance.0004,Sales.0007,613346.78345,692941.2484200001,679772.29849,606053.7280155001,443629.47762789996
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0000,395617.08204199997,729260.4094790001,614212.6353600001,457854.4517310001,605344.825629
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0000,691837.9219910001,596802.0728815999,592766.46635,624406.609628,699921.4960960001
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0000,660146.31501,857829.6725499999,597469.2375040001,453723.80885000003,705920.2898
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0001,536320.5281519999,549330.4271,523009.564555,729534.8343659999,544727.9512779999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0001,855897.59396,588434.190935,735181.6657400001,680434.4399510002,581413.1226550001
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0001,695275.81365,493190.65182,509013.38682,426875.7715797,413271.6018949999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0002,538398.17979,602807.3254140001,731721.47205,703858.0914299999,633781.733887
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0002,620728.616734,431045.5128288,589183.094859,697246.5236879999,505599.6619616
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0002,621367.79472,486894.22160499997,741423.2742399999,709602.065916,551916.176123
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0003,513282.674052,463930.3885474,653537.3397450999,614774.2061729999,595695.815243
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0003,449904.12471199996,556232.414051,643800.610157,548291.665783,462220.579654
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0003,483139.73379389994,600827.140425,447818.17803499993,749368.448768,747767.1859779998
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0004,502590.288852,489220.67928399995,456069.200033,482260.05880910007,524010.44440300006
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0004,635434.2576230001,473167.248171,624479.805496,559036.3062280001,665387.7514664999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0004,596872.587389,654536.690232,552404.439124,499649.97015999997,676105.63163
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0005,663059.37523,580840.26651,563879.9547499999,577195.876724,713128.5933170001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0005,609463.948175,571419.57235,514881.20916,654747.7203899999,717825.355433
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0005,687867.4375700001,498828.678267,616351.688064,773407.3588139999,654944.8550519999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0006,575169.710092,586619.651557,506328.15898,546383.74045,668800.536107
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0006,694195.2571599,544024.65615,564278.0403842,575700.514378,655378.030927
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0006,652530.6918330999,590544.713827,540296.194131,508979.91763,793076.3431899999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0007,670862.1227,712999.0503,544200.856024,424662.8592279999,525362.7327371
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0007,514414.45107500005,501657.5611660001,637076.4832749999,721626.6387499999,529695.686855
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0000,Sales.0007,639373.6973319999,617657.880461,716437.69297,552492.572472,492883.9938080001
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0000,653685.65969,481483.5944350001,736243.02501,626757.6527000001,582390.1209270001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0000,620814.66494,674078.8558120001,591918.811947,579334.265702,591544.702106
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0000,419585.794667,646298.873408,643563.70018,548651.879366,652218.9081929999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0001,608066.3548150001,575784.8373070001,615764.3451070001,490330.11197599996,670016.6570179999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0001,670261.4216461999,563149.9103880001,556335.2191720001,675862.243799,711324.7968929999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0001,452352.79327399994,552278.63896,662263.0868610002,596053.3635120001,696509.576717
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0002,632439.733786,623383.4738580001,617542.93764,739606.6989900001,723952.124199
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0002,477376.970756,469267.53986,684864.5217404001,616489.79455,575444.05355
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0002,506586.6699347,689724.8380400002,525328.9791900001,388956.527423,794944.80794
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0003,631935.686382,420526.7893440001,656124.8612673999,741418.408997,608025.878353
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0003,650685.5373,503461.008505,658977.469888,588740.222649,713723.2867800001
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0003,685803.86101,611380.4354469001,430330.05379999994,670724.542846,694840.36458
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0004,726267.5103700001,635131.6281871999,666881.385634,534497.3866557,640924.2770169999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0004,554213.51834,736600.900856,606671.6625129998,617164.3995650001,542075.9254751
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0004,630683.675026,550069.422645,437061.611411,850516.1469700001,378720.7195154
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0005,470636.634403,590765.87362,564845.058217,850141.8339499999,695660.5839219001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0005,687848.389995,536220.28491,737356.4935699999,541785.3611130001,481090.73633399996
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0005,631798.24784,667770.236126,382751.16456899996,741627.30783,621929.6937899999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0006,558004.9689334,532383.0830682,606318.1823239999,615419.0597725,559171.7123329999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0006,498342.76965000003,594383.17809,686362.32281,583738.700142,569975.486103
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0006,575174.5366100001,539444.1827300001,649861.264509,637692.1480645,569519.944808
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0007,567263.683581,521632.56587500003,455764.0461299999,525524.57015,498396.995229
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0007,587881.1853690001,684413.825219,510475.33469999995,557427.450879,671085.25806
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0001,Sales.0007,454737.636266,679857.7449099999,706438.6545599999,627846.6810534,715183.55883
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0000,548997.0196100001,598279.9943280001,735533.777994,600874.08012,567965.1965369999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0000,531798.254745,506215.05117800005,670476.96639,644926.638059,583532.125239
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0000,446304.041572,677818.328579,515086.085944,736650.1401499999,564716.38492
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0001,344401.4252650001,580871.094711,531532.9920280001,576688.5166730001,504672.217764
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0001,524647.36765,739900.724619,617079.6168470001,641390.5956799999,809403.7917999999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0001,457240.4711377,468236.5786029999,680146.3373899,559392.371406,658019.294611
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0002,571695.376703,600249.46169,637086.074522,506308.56908099994,714425.94417
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0002,594098.928757,433327.57944110007,645998.0616039999,386240.7619522,511377.143134
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0002,565253.55158,512942.93332099996,660736.2601699999,491867.60319399997,488243.48845299997
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0003,657619.894219,529937.6308330001,470450.5787502,605704.4333,638792.9576384999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0003,624183.728978,458066.913282,613072.166955,708684.325036,702361.216171
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0003,675738.23481,652618.20613,448860.62947399996,430351.9893135,458208.56360399997
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0004,543086.372942,620975.4553099999,436463.6591600001,630028.795249,788684.4521400001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0004,607072.323387,540768.14784,496093.96732,713598.3133329999,626109.363233
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0004,632082.368114,592143.9840152999,691600.2775600001,722224.229117,492750.65929100005
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0005,536797.4787709999,340541.39447,608044.778134,570723.6882600001,541165.1509270001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0005,497835.54199500004,569399.4605230001,731654.7442599998,664165.55754,559839.4082624
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0005,579598.0316969999,635211.6210800001,695029.81173,606543.9594500001,511312.9712412
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0006,610798.468321,566446.7771960001,504856.15715100005,557120.0332000001,695357.9221580001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0006,698025.27654,647259.808303,425670.8257200001,832935.88435,636314.7462799998
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0006,629241.03504,566172.984177,611451.148521,723555.1467520001,727433.3199299999
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0007,530576.8004315,718773.75162,422210.79807699996,563830.394585,526786.49298
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0007,539929.197801,710063.342819,536434.2410800001,564482.9388897,488000.335554
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0002,Sales.0007,672609.5965969001,807547.7968320001,641988.2806320001,521609.077749,559734.600809
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0000,638184.24261,610683.63168,693408.99068,441474.99261400005,480733.27638580004
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0000,575993.481018,610421.7964149999,694212.7844540001,669936.76015,722103.46944
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0000,528881.3087805,486503.09288400004,594906.4105700001,588534.4429899999,651457.9889070002
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0001,676437.61348,474346.47205900005,663814.321537,649260.3484199999,697969.9792950001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0001,603703.0365320002,626985.148724,572754.334896,683481.5728769999,606945.760131
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0001,609525.54987,611120.699133,544928.004128,651242.189368,591577.038111
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0002,510103.946802,668493.973691,416313.5203356,657937.5048083001,486879.2588733
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0002,587820.6869,462042.156193,645107.4200019999,689656.07981,745178.3805799999
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0002,605058.347971,692011.70185,619649.04796,601517.075626,574759.327755
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0003,467712.7542644001,455763.89443199994,645406.7213859999,548412.413323,651764.4139761999
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0003,417510.5493489999,691776.289332,561516.725078,639714.00892,743381.987442
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0003,516825.93689700007,613267.723775,767986.503223,605068.4282869999,630135.639537
January,Qtr 1,2021,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0004,406551.859912,563052.9873995001,410875.312904,660398.2540699999,750163.3464800001
January,Qtr 1,2022,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0004,639911.84864,484266.719285,548656.931757,694061.7904999999,589912.455095
January,Qtr 1,2023,Appliances.0001,Office Suppliers.0002,Performance.0003,Sales.0004,553479.3851470001,557180.4690350001,622153.796861,661380.4763952,561786.11094
