Category,Sub-Category,Year,Region,Value Column Name,Value
"Furniture","Furnishings","2017","South","(Sum of Discount - Sum of Quantity)%","-0.9605095541401275"
"Furniture","Furnishings","2017","South","Sum of Discount - Sum of Profit","-562.7786999999998"
"Furniture","Furnishings","2017","South","(Sum of Discount - Sum of Profit)%","-0.9891032827766663"
"Furniture","Furnishings","2017","South","Count of Postal Code",""
"Furniture","Furnishings","2017","West","Sum of Quantity","380"
"Furniture","Furnishings","2017","West","Sum of Profit","2585.0909999999994"
"Furniture","Furnishings","2017","West","Sum of Discount","3.0000000000000004"
"Furniture","Furnishings","2017","West","Sum of Sales","9998.471999999998"
"Furniture","Furnishings","2017","West","Sum of Sales - Sum of Quantity","9618.471999999998"
"Furniture","Furnishings","2017","West","(Sum of Sales - Sum of Quantity)%","25.311768421052626"
"Furniture","Furnishings","2017","West","Sum of Sales - Sum of Profit","7413.3809999999985"
"Furniture","Furnishings","2017","West","(Sum of Sales - Sum of Profit)%","2.8677446944807747"
"Furniture","Furnishings","2017","West","Sum of Sales - Sum of Discount","9995.471999999998"
"Furniture","Furnishings","2017","West","(Sum of Sales - Sum of Discount)%","3331.8239999999987"
"Furniture","Furnishings","2017","West","Sum of Profit - Sum of Quantity","2205.0909999999994"
"Furniture","Furnishings","2017","West","(Sum of Profit - Sum of Quantity)%","5.802871052631577"
"Furniture","Furnishings","2017","West","Sum of Discount - Sum of Quantity","-377"
"Furniture","Furnishings","2017","West","(Sum of Discount - Sum of Quantity)%","-0.9921052631578946"
"Furniture","Furnishings","2017","West","Sum of Discount - Sum of Profit","-2582.0909999999994"
"Furniture","Furnishings","2017","West","(Sum of Discount - Sum of Profit)%","-0.9988394992671438"
"Furniture","Furnishings","2017","West","Count of Postal Code",""
"Furniture","Tables","2014","Central","Sum of Quantity","53"
"Furniture","Tables","2014","Central","Sum of Profit","-1424.3310000000004"
"Furniture","Tables","2014","Central","Sum of Discount","4.899999999999999"
"Furniture","Tables","2014","Central","Sum of Sales","7785.477999999999"
"Furniture","Tables","2014","Central","Sum of Sales - Sum of Quantity","7732.477999999999"
"Furniture","Tables","2014","Central","(Sum of Sales - Sum of Quantity)%","145.8958113207547"
"Furniture","Tables","2014","Central","Sum of Sales - Sum of Profit","9209.809"
"Furniture","Tables","2014","Central","(Sum of Sales - Sum of Profit)%","6.466059504426989"
"Furniture","Tables","2014","Central","Sum of Sales - Sum of Discount","7780.5779999999995"
"Furniture","Tables","2014","Central","(Sum of Sales - Sum of Discount)%","1587.8730612244901"
"Furniture","Tables","2014","Central","Sum of Profit - Sum of Quantity","-1477.3310000000004"
"Furniture","Tables","2014","Central","(Sum of Profit - Sum of Quantity)%","-27.874169811320762"
"Furniture","Tables","2014","Central","Sum of Discount - Sum of Quantity","-48.1"
"Furniture","Tables","2014","Central","(Sum of Discount - Sum of Quantity)%","-0.9075471698113208"
"Furniture","Tables","2014","Central","Sum of Discount - Sum of Profit","1429.2310000000004"
"Furniture","Tables","2014","Central","(Sum of Discount - Sum of Profit)%","1.0034402115800332"
"Furniture","Tables","2014","Central","Count of Postal Code",""
"Furniture","Tables","2014","East","Sum of Quantity","64"
"Furniture","Tables","2014","East","Sum of Profit","-3537.8375000000005"
"Furniture","Tables","2014","East","Sum of Discount","7.600000000000002"
"Furniture","Tables","2014","East","Sum of Sales","10603.704"
"Furniture","Tables","2014","East","Sum of Sales - Sum of Quantity","10539.704"
"Furniture","Tables","2014","East","(Sum of Sales - Sum of Quantity)%","164.682875"
"Furniture","Tables","2014","East","Sum of Sales - Sum of Profit","14141.5415"
"Furniture","Tables","2014","East","(Sum of Sales - Sum of Profit)%","3.997227543661911"
"Furniture","Tables","2014","East","Sum of Sales - Sum of Discount","10596.104"
"Furniture","Tables","2014","East","(Sum of Sales - Sum of Discount)%","1394.2242105263153"
"Furniture","Tables","2014","East","Sum of Profit - Sum of Quantity","-3601.8375000000005"
"Furniture","Tables","2014","East","(Sum of Profit - Sum of Quantity)%","-56.27871093750001"
"Furniture","Tables","2014","East","Sum of Discount - Sum of Quantity","-56.4"
"Furniture","Tables","2014","East","(Sum of Discount - Sum of Quantity)%","-0.88125"
"Furniture","Tables","2014","East","Sum of Discount - Sum of Profit","3545.4375000000005"
"Furniture","Tables","2014","East","(Sum of Discount - Sum of Profit)%","1.002148204941578"
"Furniture","Tables","2014","East","Count of Postal Code",""
"Furniture","Tables","2014","South","Sum of Quantity","50"
"Furniture","Tables","2014","South","Sum of Profit","1107.9901999999997"
"Furniture","Tables","2014","South","Sum of Discount","1.25"
"Furniture","Tables","2014","South","Sum of Sales","9940.9445"
"Furniture","Tables","2014","South","Sum of Sales - Sum of Quantity","9890.9445"
"Furniture","Tables","2014","South","(Sum of Sales - Sum of Quantity)%","197.81888999999998"
"Furniture","Tables","2014","South","Sum of Sales - Sum of Profit","8832.9543"
"Furniture","Tables","2014","South","(Sum of Sales - Sum of Profit)%","7.9720509260822"
"Furniture","Tables","2014","South","Sum of Sales - Sum of Discount","9939.6945"
"Furniture","Tables","2014","South","(Sum of Sales - Sum of Discount)%","7951.7555999999995"
"Furniture","Tables","2014","South","Sum of Profit - Sum of Quantity","1057.9901999999997"
"Furniture","Tables","2014","South","(Sum of Profit - Sum of Quantity)%","21.159803999999994"
"Furniture","Tables","2014","South","Sum of Discount - Sum of Quantity","-48.75"
"Furniture","Tables","2014","South","(Sum of Discount - Sum of Quantity)%","-0.975"
"Furniture","Tables","2014","South","Sum of Discount - Sum of Profit","-1106.7401999999997"
"Furniture","Tables","2014","South","(Sum of Discount - Sum of Profit)%","-0.9988718311768462"
"Furniture","Tables","2014","South","Count of Postal Code",""
"Furniture","Tables","2014","West","Sum of Quantity","103"
"Furniture","Tables","2014","West","Sum of Profit","730.1355999999994"
"Furniture","Tables","2014","West","Sum of Discount","5.200000000000001"
"Furniture","Tables","2014","West","Sum of Sales","17758.239000000005"
"Furniture","Tables","2014","West","Sum of Sales - Sum of Quantity","17655.239000000005"
"Furniture","Tables","2014","West","(Sum of Sales - Sum of Quantity)%","171.41008737864087"
"Furniture","Tables","2014","West","Sum of Sales - Sum of Profit","17028.103400000007"
"Furniture","Tables","2014","West","(Sum of Sales - Sum of Profit)%","23.321836930016865"
"Furniture","Tables","2014","West","Sum of Sales - Sum of Discount","17753.039000000004"
"Furniture","Tables","2014","West","(Sum of Sales - Sum of Discount)%","3414.045961538462"
"Furniture","Tables","2014","West","Sum of Profit - Sum of Quantity","627.1355999999994"
"Furniture","Tables","2014","West","(Sum of Profit - Sum of Quantity)%","6.088695145631062"
"Furniture","Tables","2014","West","Sum of Discount - Sum of Quantity","-97.8"
"Furniture","Tables","2014","West","(Sum of Discount - Sum of Quantity)%","-0.949514563106796"
"Furniture","Tables","2014","West","Sum of Discount - Sum of Profit","-724.9355999999993"
"Furniture","Tables","2014","West","(Sum of Discount - Sum of Profit)%","-0.9928780352581081"
"Furniture","Tables","2014","West","Count of Postal Code",""
"Furniture","Tables","2015","Central","Sum of Quantity","51"
"Furniture","Tables","2015","Central","Sum of Profit","-265.09390000000053"
"Furniture","Tables","2015","Central","Sum of Discount","2.8999999999999995"
"Furniture","Tables","2015","Central","Sum of Sales","6857.26"
"Furniture","Tables","2015","Central","Sum of Sales - Sum of Quantity","6806.26"
"Furniture","Tables","2015","Central","(Sum of Sales - Sum of Quantity)%","133.45607843137256"
"Furniture","Tables","2015","Central","Sum of Sales - Sum of Profit","7122.353900000001"
"Furniture","Tables","2015","Central","(Sum of Sales - Sum of Profit)%","26.867287025465266"
"Furniture","Tables","2015","Central","Sum of Sales - Sum of Discount","6854.360000000001"
"Furniture","Tables","2015","Central","(Sum of Sales - Sum of Discount)%","2363.5724137931043"
"Furniture","Tables","2015","Central","Sum of Profit - Sum of Quantity","-316.09390000000053"
"Furniture","Tables","2015","Central","(Sum of Profit - Sum of Quantity)%","-6.197919607843148"
"Furniture","Tables","2015","Central","Sum of Discount - Sum of Quantity","-48.1"
"Furniture","Tables","2015","Central","(Sum of Discount - Sum of Quantity)%","-0.9431372549019608"
"Furniture","Tables","2015","Central","Sum of Discount - Sum of Profit","267.9939000000005"
"Furniture","Tables","2015","Central","(Sum of Discount - Sum of Profit)%","1.0109395199210542"
"Furniture","Tables","2015","Central","Count of Postal Code",""
"Furniture","Tables","2015","East","Sum of Quantity","67"
"Furniture","Tables","2015","East","Sum of Profit","-2275.8641000000007"
"Furniture","Tables","2015","East","Sum of Discount","5.6000000000000005"
"Furniture","Tables","2015","East","Sum of Sales","8884.806"
"Furniture","Tables","2015","East","Sum of Sales - Sum of Quantity","8817.806"
"Furniture","Tables","2015","East","(Sum of Sales - Sum of Quantity)%","131.60904477611942"
"Furniture","Tables","2015","East","Sum of Sales - Sum of Profit","11160.670100000001"
"Furniture","Tables","2015","East","(Sum of Sales - Sum of Profit)%","4.903926425132326"
"Furniture","Tables","2015","East","Sum of Sales - Sum of Discount","8879.206"
"Furniture","Tables","2015","East","(Sum of Sales - Sum of Discount)%","1585.5724999999998"
"Furniture","Tables","2015","East","Sum of Profit - Sum of Quantity","-2342.8641000000007"
"Furniture","Tables","2015","East","(Sum of Profit - Sum of Quantity)%","-34.9681208955224"
"Furniture","Tables","2015","East","Sum of Discount - Sum of Quantity","-61.4"
"Furniture","Tables","2015","East","(Sum of Discount - Sum of Quantity)%","-0.9164179104477612"
"Furniture","Tables","2015","East","Sum of Discount - Sum of Profit","2281.4641000000006"
"Furniture","Tables","2015","East","(Sum of Discount - Sum of Profit)%","1.0024606038647035"
"Furniture","Tables","2015","East","Count of Postal Code",""
"Furniture","Tables","2015","South","Sum of Quantity","29"
"Furniture","Tables","2015","South","Sum of Profit","-2171.3765000000003"
"Furniture","Tables","2015","South","Sum of Discount","1.75"
"Furniture","Tables","2015","South","Sum of Sales","7370.6745"
"Furniture","Tables","2015","South","Sum of Sales - Sum of Quantity","7341.6745"
"Furniture","Tables","2015","South","(Sum of Sales - Sum of Quantity)%","253.16118965517242"
"Furniture","Tables","2015","South","Sum of Sales - Sum of Profit","9542.051"
"Furniture","Tables","2015","South","(Sum of Sales - Sum of Profit)%","4.394470972675626"
"Furniture","Tables","2015","South","Sum of Sales - Sum of Discount","7368.9245"
"Furniture","Tables","2015","South","(Sum of Sales - Sum of Discount)%","4210.814"
"Furniture","Tables","2015","South","Sum of Profit - Sum of Quantity","-2200.3765000000003"
"Furniture","Tables","2015","South","(Sum of Profit - Sum of Quantity)%","-75.87505172413795"
"Furniture","Tables","2015","South","Sum of Discount - Sum of Quantity","-27.25"
"Furniture","Tables","2015","South","(Sum of Discount - Sum of Quantity)%","-0.9396551724137931"
"Furniture","Tables","2015","South","Sum of Discount - Sum of Profit","2173.1265000000003"
"Furniture","Tables","2015","South","(Sum of Discount - Sum of Profit)%","1.000805940379294"
"Furniture","Tables","2015","South","Count of Postal Code",""
"Furniture","Tables","2015","West","Sum of Quantity","88"
"Furniture","Tables","2015","West","Sum of Profit","1202.5326"
"Furniture","Tables","2015","West","Sum of Discount","3.5"
"Furniture","Tables","2015","West","Sum of Sales","16037.683"
"Furniture","Tables","2015","West","Sum of Sales - Sum of Quantity","15949.683"
"Furniture","Tables","2015","West","(Sum of Sales - Sum of Quantity)%","181.24639772727275"
"Furniture","Tables","2015","West","Sum of Sales - Sum of Profit","14835.1504"
"Furniture","Tables","2015","West","(Sum of Sales - Sum of Profit)%","12.33658896232834"
"Furniture","Tables","2015","West","Sum of Sales - Sum of Discount","16034.183"
"Furniture","Tables","2015","West","(Sum of Sales - Sum of Discount)%","4581.195142857143"
"Furniture","Tables","2015","West","Sum of Profit - Sum of Quantity","1114.5326"
"Furniture","Tables","2015","West","(Sum of Profit - Sum of Quantity)%","12.665143181818182"
"Furniture","Tables","2015","West","Sum of Discount - Sum of Quantity","-84.5"
"Furniture","Tables","2015","West","(Sum of Discount - Sum of Quantity)%","-0.9602272727272727"
"Furniture","Tables","2015","West","Sum of Discount - Sum of Profit","-1199.0326"
"Furniture","Tables","2015","West","(Sum of Discount - Sum of Profit)%","-0.9970894759942475"
"Furniture","Tables","2015","West","Count of Postal Code",""
"Furniture","Tables","2016","Central","Sum of Quantity","74"
"Furniture","Tables","2016","Central","Sum of Profit","292.6210999999996"
"Furniture","Tables","2016","Central","Sum of Discount","3.499999999999999"
"Furniture","Tables","2016","Central","Sum of Sales","13922.926"
"Furniture","Tables","2016","Central","Sum of Sales - Sum of Quantity","13848.926"
"Furniture","Tables","2016","Central","(Sum of Sales - Sum of Quantity)%","187.14764864864864"
"Furniture","Tables","2016","Central","Sum of Sales - Sum of Profit","13630.3049"
"Furniture","Tables","2016","Central","(Sum of Sales - Sum of Profit)%","46.58004805531801"
"Furniture","Tables","2016","Central","Sum of Sales - Sum of Discount","13919.426"
"Furniture","Tables","2016","Central","(Sum of Sales - Sum of Discount)%","3976.9788571428576"
"Furniture","Tables","2016","Central","Sum of Profit - Sum of Quantity","218.62109999999961"
"Furniture","Tables","2016","Central","(Sum of Profit - Sum of Quantity)%","2.954339189189184"
"Furniture","Tables","2016","Central","Sum of Discount - Sum of Quantity","-70.5"
"Furniture","Tables","2016","Central","(Sum of Discount - Sum of Quantity)%","-0.9527027027027027"
"Furniture","Tables","2016","Central","Sum of Discount - Sum of Profit","-289.1210999999996"
"Furniture","Tables","2016","Central","(Sum of Discount - Sum of Profit)%","-0.9880391400346729"
"Furniture","Tables","2016","Central","Count of Postal Code",""
"Furniture","Tables","2016","East","Sum of Quantity","60"
"Furniture","Tables","2016","East","Sum of Profit","-2306.7783"
"Furniture","Tables","2016","East","Sum of Discount","8.100000000000003"
"Furniture","Tables","2016","East","Sum of Sales","7825.328"
"Furniture","Tables","2016","East","Sum of Sales - Sum of Quantity","7765.328"
"Furniture","Tables","2016","East","(Sum of Sales - Sum of Quantity)%","129.42213333333333"
"Furniture","Tables","2016","East","Sum of Sales - Sum of Profit","10132.1063"
"Furniture","Tables","2016","East","(Sum of Sales - Sum of Profit)%","4.392319062477742"
"Furniture","Tables","2016","East","Sum of Sales - Sum of Discount","7817.228"
"Furniture","Tables","2016","East","(Sum of Sales - Sum of Discount)%","965.0898765432096"
"Furniture","Tables","2016","East","Sum of Profit - Sum of Quantity","-2366.7783"
"Furniture","Tables","2016","East","(Sum of Profit - Sum of Quantity)%","-39.446305"
"Furniture","Tables","2016","East","Sum of Discount - Sum of Quantity","-51.9"
"Furniture","Tables","2016","East","(Sum of Discount - Sum of Quantity)%","-0.865"
"Furniture","Tables","2016","East","Sum of Discount - Sum of Profit","2314.8783"
"Furniture","Tables","2016","East","(Sum of Discount - Sum of Profit)%","1.003511390756537"
"Furniture","Tables","2016","East","Count of Postal Code",""
"Furniture","Tables","2016","South","Sum of Quantity","79"
"Furniture","Tables","2016","South","Sum of Profit","39.22299999999967"
"Furniture","Tables","2016","South","Sum of Discount","3.75"
"Furniture","Tables","2016","South","Sum of Sales","12498.3115"
"Furniture","Tables","2016","South","Sum of Sales - Sum of Quantity","12419.3115"
"Furniture","Tables","2016","South","(Sum of Sales - Sum of Quantity)%","157.20647468354431"
"Furniture","Tables","2016","South","Sum of Sales - Sum of Profit","12459.0885"
"Furniture","Tables","2016","South","(Sum of Sales - Sum of Profit)%","317.6475154883641"
"Furniture","Tables","2016","South","Sum of Sales - Sum of Discount","12494.5615"
"Furniture","Tables","2016","South","(Sum of Sales - Sum of Discount)%","3331.883066666667"
"Furniture","Tables","2016","South","Sum of Profit - Sum of Quantity","-39.77700000000033"
"Furniture","Tables","2016","South","(Sum of Profit - Sum of Quantity)%","-0.5035063291139282"
"Furniture","Tables","2016","South","Sum of Discount - Sum of Quantity","-75.25"
"Furniture","Tables","2016","South","(Sum of Discount - Sum of Quantity)%","-0.9525316455696202"
"Furniture","Tables","2016","South","Sum of Discount - Sum of Profit","-35.47299999999967"
"Furniture","Tables","2016","South","(Sum of Discount - Sum of Profit)%","-0.9043928307370668"
"Furniture","Tables","2016","South","Count of Postal Code",""
"Furniture","Tables","2016","West","Sum of Quantity","133"
"Furniture","Tables","2016","West","Sum of Profit","-976.0075999999999"
"Furniture","Tables","2016","West","Sum of Discount","7.700000000000001"
"Furniture","Tables","2016","West","Sum of Sales","26586.635000000006"
"Furniture","Tables","2016","West","Sum of Sales - Sum of Quantity","26453.635000000006"
"Furniture","Tables","2016","West","(Sum of Sales - Sum of Quantity)%","198.89951127819552"
"Furniture","Tables","2016","West","Sum of Sales - Sum of Profit","27562.642600000006"
"Furniture","Tables","2016","West","(Sum of Sales - Sum of Profit)%","28.240192596860933"
"Furniture","Tables","2016","West","Sum of Sales - Sum of Discount","26578.935000000005"
"Furniture","Tables","2016","West","(Sum of Sales - Sum of Discount)%","3451.8097402597405"
"Furniture","Tables","2016","West","Sum of Profit - Sum of Quantity","-1109.0076"
"Furniture","Tables","2016","West","(Sum of Profit - Sum of Quantity)%","-8.338403007518796"
"Furniture","Tables","2016","West","Sum of Discount - Sum of Quantity","-125.3"
"Furniture","Tables","2016","West","(Sum of Discount - Sum of Quantity)%","-0.9421052631578947"
"Furniture","Tables","2016","West","Sum of Discount - Sum of Profit","983.7076"
"Furniture","Tables","2016","West","(Sum of Discount - Sum of Profit)%","1.007889282829355"
"Furniture","Tables","2016","West","Count of Postal Code",""
"Furniture","Tables","2017","Central","Sum of Quantity","84"
"Furniture","Tables","2017","Central","Sum of Profit","-2162.8466000000008"
"Furniture","Tables","2017","Central","Sum of Discount","7.599999999999998"
"Furniture","Tables","2017","Central","Sum of Sales","10589.307000000003"
"Furniture","Tables","2017","Central","Sum of Sales - Sum of Quantity","10505.307000000003"
"Furniture","Tables","2017","Central","(Sum of Sales - Sum of Quantity)%","125.06317857142862"
"Furniture","Tables","2017","Central","Sum of Sales - Sum of Profit","12752.153600000003"
"Furniture","Tables","2017","Central","(Sum of Sales - Sum of Profit)%","5.896004644989616"
"Furniture","Tables","2017","Central","Sum of Sales - Sum of Discount","10581.707000000002"
"Furniture","Tables","2017","Central","(Sum of Sales - Sum of Discount)%","1392.3298684210533"
"Furniture","Tables","2017","Central","Sum of Profit - Sum of Quantity","-2246.8466000000008"
"Furniture","Tables","2017","Central","(Sum of Profit - Sum of Quantity)%","-26.74817380952382"
"Furniture","Tables","2017","Central","Sum of Discount - Sum of Quantity","-76.4"
"Furniture","Tables","2017","Central","(Sum of Discount - Sum of Quantity)%","-0.9095238095238096"
"Furniture","Tables","2017","Central","Sum of Discount - Sum of Profit","2170.4466000000007"
"Furniture","Tables","2017","Central","(Sum of Discount - Sum of Profit)%","1.0035138876700733"
"Furniture","Tables","2017","Central","Count of Postal Code",""
"Furniture","Tables","2017","East","Sum of Quantity","80"
"Furniture","Tables","2017","East","Sum of Profit","-2904.9002"
"Furniture","Tables","2017","East","Sum of Discount","8.600000000000003"
"Furniture","Tables","2017","East","Sum of Sales","11825.968999999997"
"Furniture","Tables","2017","East","Sum of Sales - Sum of Quantity","11745.968999999997"
"Furniture","Tables","2017","East","(Sum of Sales - Sum of Quantity)%","146.82461249999997"
"Furniture","Tables","2017","East","Sum of Sales - Sum of Profit","14730.869199999997"
"Furniture","Tables","2017","East","(Sum of Sales - Sum of Profit)%","5.07104140789415"
"Furniture","Tables","2017","East","Sum of Sales - Sum of Discount","11817.368999999997"
"Furniture","Tables","2017","East","(Sum of Sales - Sum of Discount)%","1374.1126744186038"
"Furniture","Tables","2017","East","Sum of Profit - Sum of Quantity","-2984.9002"
"Furniture","Tables","2017","East","(Sum of Profit - Sum of Quantity)%","-37.3112525"
"Furniture","Tables","2017","East","Sum of Discount - Sum of Quantity","-71.39999999999999"
"Furniture","Tables","2017","East","(Sum of Discount - Sum of Quantity)%","-0.8924999999999998"
"Furniture","Tables","2017","East","Sum of Discount - Sum of Profit","2913.5002"
"Furniture","Tables","2017","East","(Sum of Discount - Sum of Profit)%","1.0029605147880811"
"Furniture","Tables","2017","East","Count of Postal Code",""
"Furniture","Tables","2017","South","Sum of Quantity","69"
"Furniture","Tables","2017","South","Sum of Profit","-3598.8946"
"Furniture","Tables","2017","South","Sum of Discount","4.6000000000000005"
"Furniture","Tables","2017","South","Sum of Sales","14106.261499999999"
"Furniture","Tables","2017","South","Sum of Sales - Sum of Quantity","14037.261499999999"
"Furniture","Tables","2017","South","(Sum of Sales - Sum of Quantity)%","203.4385724637681"
"Furniture","Tables","2017","South","Sum of Sales - Sum of Profit","17705.1561"
"Furniture","Tables","2017","South","(Sum of Sales - Sum of Profit)%","4.9196095100979065"
"Furniture","Tables","2017","South","Sum of Sales - Sum of Discount","14101.661499999998"
"Furniture","Tables","2017","South","(Sum of Sales - Sum of Discount)%","3065.578586956521"
"Furniture","Tables","2017","South","Sum of Profit - Sum of Quantity","-3667.8946"
"Furniture","Tables","2017","South","(Sum of Profit - Sum of Quantity)%","-53.157892753623194"
"Furniture","Tables","2017","South","Sum of Discount - Sum of Quantity","-64.4"
"Furniture","Tables","2017","South","(Sum of Discount - Sum of Quantity)%","-0.9333333333333335"
"Furniture","Tables","2017","South","Sum of Discount - Sum of Profit","3603.4946"
"Furniture","Tables","2017","South","(Sum of Discount - Sum of Profit)%","1.001278170247053"
"Furniture","Tables","2017","South","Count of Postal Code",""
"Furniture","Tables","2017","West","Sum of Quantity","157"
"Furniture","Tables","2017","West","Sum of Profit","525.9466999999997"
"Furniture","Tables","2017","West","Sum of Discount","6.800000000000002"
"Furniture","Tables","2017","West","Sum of Sales","24372.004999999994"
"Furniture","Tables","2017","West","Sum of Sales - Sum of Quantity","24215.004999999994"
"Furniture","Tables","2017","West","(Sum of Sales - Sum of Quantity)%","154.23570063694262"
"Furniture","Tables","2017","West","Sum of Sales - Sum of Profit","23846.058299999993"
"Furniture","Tables","2017","West","(Sum of Sales - Sum of Profit)%","45.339305865023974"
"Furniture","Tables","2017","West","Sum of Sales - Sum of Discount","24365.204999999994"
"Furniture","Tables","2017","West","(Sum of Sales - Sum of Discount)%","3583.11838235294"
"Furniture","Tables","2017","West","Sum of Profit - Sum of Quantity","368.94669999999974"
"Furniture","Tables","2017","West","(Sum of Profit - Sum of Quantity)%","2.349978980891718"
"Furniture","Tables","2017","West","Sum of Discount - Sum of Quantity","-150.2"
"Furniture","Tables","2017","West","(Sum of Discount - Sum of Quantity)%","-0.9566878980891719"
"Furniture","Tables","2017","West","Sum of Discount - Sum of Profit","-519.1466999999998"
"Furniture","Tables","2017","West","(Sum of Discount - Sum of Profit)%","-0.9870709332333486"
"Furniture","Tables","2017","West","Count of Postal Code",""
"Office Supplies","Appliances","2014","Central","Sum of Quantity","82"
"Office Supplies","Appliances","2014","Central","Sum of Profit","-509.17240000000027"
"Office Supplies","Appliances","2014","Central","Sum of Discount","10.700000000000001"
"Office Supplies","Appliances","2014","Central","Sum of Sales","3659.204999999999"
"Office Supplies","Appliances","2014","Central","Sum of Sales - Sum of Quantity","3577.204999999999"
"Office Supplies","Appliances","2014","Central","(Sum of Sales - Sum of Quantity)%","43.62445121951218"
"Office Supplies","Appliances","2014","Central","Sum of Sales - Sum of Profit","4168.377399999999"
"Office Supplies","Appliances","2014","Central","(Sum of Sales - Sum of Profit)%","8.186573742017433"
"Office Supplies","Appliances","2014","Central","Sum of Sales - Sum of Discount","3648.504999999999"
"Office Supplies","Appliances","2014","Central","(Sum of Sales - Sum of Discount)%","340.98177570093446"
"Office Supplies","Appliances","2014","Central","Sum of Profit - Sum of Quantity","-591.1724000000003"
"Office Supplies","Appliances","2014","Central","(Sum of Profit - Sum of Quantity)%","-7.209419512195125"
"Office Supplies","Appliances","2014","Central","Sum of Discount - Sum of Quantity","-71.3"
"Office Supplies","Appliances","2014","Central","(Sum of Discount - Sum of Quantity)%","-0.8695121951219512"
"Office Supplies","Appliances","2014","Central","Sum of Discount - Sum of Profit","519.8724000000003"
"Office Supplies","Appliances","2014","Central","(Sum of Discount - Sum of Profit)%","1.0210144933228904"
"Office Supplies","Appliances","2014","Central","Count of Postal Code",""
"Office Supplies","Appliances","2014","East","Sum of Quantity","101"
"Office Supplies","Appliances","2014","East","Sum of Profit","1411.9621999999997"
"Office Supplies","Appliances","2014","East","Sum of Discount","2.1999999999999997"
"Office Supplies","Appliances","2014","East","Sum of Sales","5779.202"
"Office Supplies","Appliances","2014","East","Sum of Sales - Sum of Quantity","5678.202"
"Office Supplies","Appliances","2014","East","(Sum of Sales - Sum of Quantity)%","56.21982178217822"
"Office Supplies","Appliances","2014","East","Sum of Sales - Sum of Profit","4367.2398"
"Office Supplies","Appliances","2014","East","(Sum of Sales - Sum of Profit)%","3.093028836041079"
"Office Supplies","Appliances","2014","East","Sum of Sales - Sum of Discount","5777.002"
"Office Supplies","Appliances","2014","East","(Sum of Sales - Sum of Discount)%","2625.9100000000008"
"Office Supplies","Appliances","2014","East","Sum of Profit - Sum of Quantity","1310.9621999999997"
"Office Supplies","Appliances","2014","East","(Sum of Profit - Sum of Quantity)%","12.979823762376235"
"Office Supplies","Appliances","2014","East","Sum of Discount - Sum of Quantity","-98.8"
"Office Supplies","Appliances","2014","East","(Sum of Discount - Sum of Quantity)%","-0.9782178217821782"
"Office Supplies","Appliances","2014","East","Sum of Discount - Sum of Profit","-1409.7621999999997"
"Office Supplies","Appliances","2014","East","(Sum of Discount - Sum of Profit)%","-0.9984418846340221"
"Office Supplies","Appliances","2014","East","Count of Postal Code",""
"Office Supplies","Appliances","2014","South","Sum of Quantity","56"
"Office Supplies","Appliances","2014","South","Sum of Profit","489.78529999999995"
"Office Supplies","Appliances","2014","South","Sum of Discount","1.7999999999999998"
"Office Supplies","Appliances","2014","South","Sum of Sales","2119.7219999999998"
"Office Supplies","Appliances","2014","South","Sum of Sales - Sum of Quantity","2063.7219999999998"
"Office Supplies","Appliances","2014","South","(Sum of Sales - Sum of Quantity)%","36.85217857142857"
"Office Supplies","Appliances","2014","South","Sum of Sales - Sum of Profit","1629.9366999999997"
"Office Supplies","Appliances","2014","South","(Sum of Sales - Sum of Profit)%","3.327859574389023"
"Office Supplies","Appliances","2014","South","Sum of Sales - Sum of Discount","2117.9219999999996"
"Office Supplies","Appliances","2014","South","(Sum of Sales - Sum of Discount)%","1176.6233333333332"
"Office Supplies","Appliances","2014","South","Sum of Profit - Sum of Quantity","433.78529999999995"
"Office Supplies","Appliances","2014","South","(Sum of Profit - Sum of Quantity)%","7.74616607142857"
"Office Supplies","Appliances","2014","South","Sum of Discount - Sum of Quantity","-54.2"
"Office Supplies","Appliances","2014","South","(Sum of Discount - Sum of Quantity)%","-0.967857142857143"
"Office Supplies","Appliances","2014","South","Sum of Discount - Sum of Profit","-487.98529999999994"
"Office Supplies","Appliances","2014","South","(Sum of Discount - Sum of Profit)%","-0.9963249203273352"
"Office Supplies","Appliances","2014","South","Count of Postal Code",""
"Office Supplies","Appliances","2014","West","Sum of Quantity","75"
"Office Supplies","Appliances","2014","West","Sum of Profit","1066.9247999999998"
"Office Supplies","Appliances","2014","West","Sum of Discount","0.6000000000000001"
"Office Supplies","Appliances","2014","West","Sum of Sales","3755.495999999999"
"Office Supplies","Appliances","2014","West","Sum of Sales - Sum of Quantity","3680.495999999999"
"Office Supplies","Appliances","2014","West","(Sum of Sales - Sum of Quantity)%","49.07327999999998"
"Office Supplies","Appliances","2014","West","Sum of Sales - Sum of Profit","2688.5711999999994"
"Office Supplies","Appliances","2014","West","(Sum of Sales - Sum of Profit)%","2.5199256779859276"
"Office Supplies","Appliances","2014","West","Sum of Sales - Sum of Discount","3754.8959999999993"
"Office Supplies","Appliances","2014","West","(Sum of Sales - Sum of Discount)%","6258.159999999998"
"Office Supplies","Appliances","2014","West","Sum of Profit - Sum of Quantity","991.9247999999998"
"Office Supplies","Appliances","2014","West","(Sum of Profit - Sum of Quantity)%","13.225663999999997"
"Office Supplies","Appliances","2014","West","Sum of Discount - Sum of Quantity","-74.4"
