Account Level 2,Year,Value Column Name,Value
"Net income","Jan_Mar","(FC - PL)%","-0.907116181642314"
"Net income","2022","PY","285"
"Net income","2022","PL","1561.09"
"Net income","2022","FC","104"
"Net income","2022","AC","160"
"Net income","2022","AC - PY","-125"
"Net income","2022","(AC - PY)%","-0.43859649122807015"
"Net income","2022","AC - PL","-1401.09"
"Net income","2022","(AC - PL)%","-0.8975075107777257"
"Net income","2022","AC - FC","56"
"Net income","2022","(AC - FC)%","0.5384615384615384"
"Net income","2022","PL - PY","1276.09"
"Net income","2022","(PL - PY)%","4.477508771929824"
"Net income","2022","FC - PY","-181"
"Net income","2022","(FC - PY)%","-0.6350877192982456"
"Net income","2022","FC - PL","-1457.09"
"Net income","2022","(FC - PL)%","-0.9333798820055218"
"Income from discontinued operations","Jan_Mar","PY","26"
"Income from discontinued operations","Jan_Mar","PL","1561.0900000000006"
"Income from discontinued operations","Jan_Mar","FC","8"
"Income from discontinued operations","Jan_Mar","AC","6"
"Income from discontinued operations","Jan_Mar","AC - PY","-20"
"Income from discontinued operations","Jan_Mar","(AC - PY)%","-0.7692307692307694"
"Income from discontinued operations","Jan_Mar","AC - PL","-1555.0900000000006"
"Income from discontinued operations","Jan_Mar","(AC - PL)%","-0.9961565316541647"
"Income from discontinued operations","Jan_Mar","AC - FC","-2"
"Income from discontinued operations","Jan_Mar","(AC - FC)%","-0.25"
"Income from discontinued operations","Jan_Mar","PL - PY","1535.0900000000006"
"Income from discontinued operations","Jan_Mar","(PL - PY)%","59.0419230769231"
"Income from discontinued operations","Jan_Mar","FC - PY","-18"
"Income from discontinued operations","Jan_Mar","(FC - PY)%","-0.6923076923076923"
"Income from discontinued operations","Jan_Mar","FC - PL","-1553.0900000000006"
"Income from discontinued operations","Jan_Mar","(FC - PL)%","-0.9948753755388863"
"Income from discontinued operations","2022","PY","2"
"Income from discontinued operations","2022","PL","1561.0900000000006"
"Income from discontinued operations","2022","FC","5"
"Income from discontinued operations","2022","AC","6"
"Income from discontinued operations","2022","AC - PY","4"
"Income from discontinued operations","2022","(AC - PY)%","2"
"Income from discontinued operations","2022","AC - PL","-1555.0900000000006"
"Income from discontinued operations","2022","(AC - PL)%","-0.9961565316541647"
"Income from discontinued operations","2022","AC - FC","1"
"Income from discontinued operations","2022","(AC - FC)%","0.2"
"Income from discontinued operations","2022","PL - PY","1559.0900000000006"
"Income from discontinued operations","2022","(PL - PY)%","779.5450000000003"
"Income from discontinued operations","2022","FC - PY","3"
"Income from discontinued operations","2022","(FC - PY)%","1.5"
"Income from discontinued operations","2022","FC - PL","-1556.0900000000006"
"Income from discontinued operations","2022","(FC - PL)%","-0.9967971097118038"
"Gross Profit as % of Total","Jan_Mar","PY","0.26843853820598007"
"Gross Profit as % of Total","Jan_Mar","PL","0.25"
"Gross Profit as % of Total","Jan_Mar","FC","0.24256756756756756"
"Gross Profit as % of Total","Jan_Mar","AC","0.21489255372313842"
"Gross Profit as % of Total","Jan_Mar","AC - PY","0.05241935483870968"
"Gross Profit as % of Total","Jan_Mar","(AC - PY)%",
"Gross Profit as % of Total","Jan_Mar","AC - PL","0.2566983100235323"
"Gross Profit as % of Total","Jan_Mar","(AC - PL)%",
"Gross Profit as % of Total","Jan_Mar","AC - FC","0.1362763915547025"
"Gross Profit as % of Total","Jan_Mar","(AC - FC)%",
"Gross Profit as % of Total","Jan_Mar","PL - PY","0.247473533556937"
"Gross Profit as % of Total","Jan_Mar","(PL - PY)%",
"Gross Profit as % of Total","Jan_Mar","FC - PY","1.8"
"Gross Profit as % of Total","Jan_Mar","(FC - PY)%",
"Gross Profit as % of Total","Jan_Mar","FC - PL","0.25099920790064606"
"Gross Profit as % of Total","Jan_Mar","(FC - PL)%",
"Gross Profit as % of Total","2022","PY","0.21755162241887904"
"Gross Profit as % of Total","2022","PL","0.25"
"Gross Profit as % of Total","2022","FC","0.23212536728697356"
"Gross Profit as % of Total","2022","AC","0.23796610169491525"
"Gross Profit as % of Total","2022","AC - PY","0.19320937752627323"
"Gross Profit as % of Total","2022","(AC - PY)%",
"Gross Profit as % of Total","2022","AC - PL","0.25161162622619787"
"Gross Profit as % of Total","2022","(AC - PL)%",
"Gross Profit as % of Total","2022","AC - FC","0.2511013215859031"
"Gross Profit as % of Total","2022","(AC - FC)%",
"Gross Profit as % of Total","2022","PL - PY","0.2590009737417048"
"Gross Profit as % of Total","2022","(PL - PY)%",
"Gross Profit as % of Total","2022","FC - PY","0.20875221762270846"
"Gross Profit as % of Total","2022","(FC - PY)%",
"Gross Profit as % of Total","2022","FC - PL","0.25159142357853176"
"Gross Profit as % of Total","2022","(FC - PL)%",
