One Lakh Report.column.Variation.Date Hierarchy.Month,One Lakh Report.column.Variation.Date Hierarchy.Quarter,One Lakh Report.column.Variation.Date Hierarchy.Year,One Lakh Report.Continent,One Lakh Report.Country,One Lakh Report.States,One Lakh Report.Districts,One Lakh Report.Villages,Sum(One Lakh Report.Series 2),Sum(One Lakh Report.Series 3),Sum(One Lakh Report.Series 4),Sum(One Lakh Report.Series 5),Sum(One Lakh Report.Series 1)
January,Qtr 1,2022,Continent.0000,Country.0002,States.0007,Districts.0000,Villages.0000,687559.4274259999,670180.778652,723288.30528,310021.1216959,665899.780972
January,Qtr 1,2023,Continent.0000,Country.0002,States.0007,Districts.0000,Villages.0000,611936.1474,406413.57533799997,468556.95837300003,558014.5832189999,655901.68641
January,Qtr 1,2021,Continent.0000,Country.0002,States.0007,Districts.0000,Villages.0001,585839.8028790001,623438.639501,608353.3953020001,744541.21944,704322.6267163999
January,Qtr 1,2022,Continent.0000,Country.0002,States.0007,Districts.0000,Villages.0001,710334.8566879999,676264.5797309999,574108.400336,527046.06167,827546.8128099999
January,Qtr 1,2023,Continent.0000,Country.0002,States.0007,Districts.0000,Villages.0001,531543.2010091,595118.1800840001,792887.99905,573914.901099,581401.5943550001
January,Qtr 1,2021,Continent.0000,Country.0002,States.0007,Districts.0001,Villages.0000,342294.839848,713885.097817,690137.961398,646634.7572260001,708696.74925
January,Qtr 1,2022,Continent.0000,Country.0002,States.0007,Districts.0001,Villages.0000,500924.68264,609789.788829,610678.772325,577567.777624,792232.57845
January,Qtr 1,2023,Continent.0000,Country.0002,States.0007,Districts.0001,Villages.0000,633335.451934,654335.100541,509441.8983520001,689894.8154600001,533446.947931
January,Qtr 1,2021,Continent.0000,Country.0002,States.0007,Districts.0001,Villages.0001,506955.4130999,551979.150229,636740.8782800001,578788.122565,501601.31741300004
January,Qtr 1,2022,Continent.0000,Country.0002,States.0007,Districts.0001,Villages.0001,601956.1930200001,563026.059691,654212.282335,590774.815611,402908.4394039999
January,Qtr 1,2023,Continent.0000,Country.0002,States.0007,Districts.0001,Villages.0001,610385.876978,695194.1812599999,721962.32313,646026.2149199999,633541.772325
January,Qtr 1,2021,Continent.0000,Country.0002,States.0007,Districts.0002,Villages.0000,539462.8835297001,773353.4069500001,472264.93403600005,532136.502246,372724.03346199996
January,Qtr 1,2022,Continent.0000,Country.0002,States.0007,Districts.0002,Villages.0000,593537.7816059999,642170.9051270001,707460.6735449999,702309.93983,660663.107741
January,Qtr 1,2023,Continent.0000,Country.0002,States.0007,Districts.0002,Villages.0000,564253.359759,562701.400032,689140.3545000001,567458.033525,814416.4924829999
January,Qtr 1,2021,Continent.0000,Country.0002,States.0007,Districts.0002,Villages.0001,579721.4057462,541563.437468,456709.7332479999,626755.2992990001,594348.17493
January,Qtr 1,2022,Continent.0000,Country.0002,States.0007,Districts.0002,Villages.0001,466512.3405299999,561768.158471,494382.849635,554851.7830500001,594118.244145
January,Qtr 1,2023,Continent.0000,Country.0002,States.0007,Districts.0002,Villages.0001,645394.4658400001,663272.1858999998,614016.8395929999,659474.7292500001,788638.7412500001
January,Qtr 1,2021,Continent.0000,Country.0002,States.0007,Districts.0003,Villages.0000,596038.821772,462213.12260400003,493380.759962,546500.439361,720534.9283680001
January,Qtr 1,2022,Continent.0000,Country.0002,States.0007,Districts.0003,Villages.0000,556490.87338,648255.468613,643706.151877,545209.5439662001,567422.001359
January,Qtr 1,2023,Continent.0000,Country.0002,States.0007,Districts.0003,Villages.0000,518892.67054,608733.871243,595671.1326789999,540122.944792,759358.600989
January,Qtr 1,2021,Continent.0000,Country.0002,States.0007,Districts.0003,Villages.0001,583731.6175679999,599763.171571,617536.3017200001,436021.402967,547923.4550060001
January,Qtr 1,2022,Continent.0000,Country.0002,States.0007,Districts.0003,Villages.0001,540868.373792,453785.69578999997,471684.602519,731744.6666,595926.3301878001
January,Qtr 1,2023,Continent.0000,Country.0002,States.0007,Districts.0003,Villages.0001,413772.11765499995,582240.014579,683177.0968900002,484159.892822,412469.04500700004
January,Qtr 1,2021,Continent.0000,Country.0002,States.0007,Districts.0004,Villages.0000,616990.38361,630591.290706,477056.018529,461926.427534,763573.2150599998
January,Qtr 1,2022,Continent.0000,Country.0002,States.0007,Districts.0004,Villages.0000,757977.7363119998,501579.510978,706964.719316,609554.0198283999,512579.011162
January,Qtr 1,2023,Continent.0000,Country.0002,States.0007,Districts.0004,Villages.0000,570801.7640029999,631855.3807499999,329099.927094,489263.54003200005,619721.515831
January,Qtr 1,2021,Continent.0000,Country.0002,States.0007,Districts.0004,Villages.0001,637072.0285629999,607737.0070600001,794472.36428,639374.9066340001,383319.29801100004
January,Qtr 1,2022,Continent.0000,Country.0002,States.0007,Districts.0004,Villages.0001,459486.77679780003,629062.5928160001,612794.16544,621620.9748897,617405.1449301
January,Qtr 1,2023,Continent.0000,Country.0002,States.0007,Districts.0004,Villages.0001,596541.835071,737086.801333,564015.579898,453883.9817228,680562.90709
January,Qtr 1,2021,Continent.0000,Country.0003,States.0000,Districts.0000,Villages.0000,608936.891039,568806.728972,551086.79975,423933.87229599996,502538.580798
January,Qtr 1,2022,Continent.0000,Country.0003,States.0000,Districts.0000,Villages.0000,785546.09868,672005.0021820001,681679.9780202999,543960.9193351,570309.74082
January,Qtr 1,2023,Continent.0000,Country.0003,States.0000,Districts.0000,Villages.0000,460854.38111849996,565135.19765,608820.2535499999,651171.9283710001,668886.687529
January,Qtr 1,2021,Continent.0000,Country.0003,States.0000,Districts.0000,Villages.0001,692917.6153557,588631.40865,786979.6259000001,636900.971377,752510.734194
January,Qtr 1,2022,Continent.0000,Country.0003,States.0000,Districts.0000,Villages.0001,538652.51469,695744.97477,535444.616339,480917.69268999994,631408.866951
January,Qtr 1,2023,Continent.0000,Country.0003,States.0000,Districts.0000,Villages.0001,720222.4128,544458.3191640001,588911.05914,685794.8847859999,655370.8020799999
January,Qtr 1,2021,Continent.0000,Country.0003,States.0000,Districts.0001,Villages.0000,675743.7309900001,543998.74905,600940.22292,619259.0290900001,589209.3205140001
January,Qtr 1,2022,Continent.0000,Country.0003,States.0000,Districts.0001,Villages.0000,722243.64597,356212.702419,736652.982078,482638.804568,500666.98643000005
January,Qtr 1,2023,Continent.0000,Country.0003,States.0000,Districts.0001,Villages.0000,571815.379573,732080.2694300001,540438.71496,641559.19261,546056.9683030001
January,Qtr 1,2021,Continent.0000,Country.0003,States.0000,Districts.0001,Villages.0001,545941.9043599999,445939.747752,728116.1006209999,619457.791258,518740.09161999996
January,Qtr 1,2022,Continent.0000,Country.0003,States.0000,Districts.0001,Villages.0001,646115.0359100001,520917.377819,577660.5891499999,616811.4689689999,575420.73533
January,Qtr 1,2023,Continent.0000,Country.0003,States.0000,Districts.0001,Villages.0001,521254.14742,641877.736211,496513.98445000005,567244.5339449999,614739.6784590001
January,Qtr 1,2021,Continent.0000,Country.0003,States.0000,Districts.0002,Villages.0000,749312.0960700001,490406.30423520005,538176.0978506,527542.614754,621932.087049
January,Qtr 1,2022,Continent.0000,Country.0003,States.0000,Districts.0002,Villages.0000,385854.535384,837381.1588000002,665152.7934900001,608178.675464,668226.83735
January,Qtr 1,2023,Continent.0000,Country.0003,States.0000,Districts.0002,Villages.0000,662699.87264,535652.1818178999,645285.65518,758719.89436,298077.417198
January,Qtr 1,2021,Continent.0000,Country.0003,States.0000,Districts.0002,Villages.0001,526942.215295,661399.223712,806880.20683,428042.053849,573857.23963
January,Qtr 1,2022,Continent.0000,Country.0003,States.0000,Districts.0002,Villages.0001,638403.4662519998,650360.84445,749516.131618,622559.6542851998,550699.5625609999
January,Qtr 1,2023,Continent.0000,Country.0003,States.0000,Districts.0002,Villages.0001,585338.2383183,834927.8634099999,733555.60681,418615.94692019996,509258.62085700006
January,Qtr 1,2021,Continent.0000,Country.0003,States.0000,Districts.0003,Villages.0000,660581.936318,583169.274394,567227.3289799999,618387.2058639999,465640.04426799994
January,Qtr 1,2022,Continent.0000,Country.0003,States.0000,Districts.0003,Villages.0000,604703.5389279999,543073.81597,680117.80852,576009.872312,663552.4236390002
January,Qtr 1,2023,Continent.0000,Country.0003,States.0000,Districts.0003,Villages.0000,473906.68102099997,538395.5850000001,446560.2437104,723857.8651299999,544111.635423
January,Qtr 1,2021,Continent.0000,Country.0003,States.0000,Districts.0003,Villages.0001,647754.01587,549776.025911,647772.2130469999,546133.668235,486168.70936599997
January,Qtr 1,2022,Continent.0000,Country.0003,States.0000,Districts.0003,Villages.0001,534483.672454,336221.3004649,527616.067387,703484.2292699999,754862.1973299999
January,Qtr 1,2023,Continent.0000,Country.0003,States.0000,Districts.0003,Villages.0001,546671.95513,618195.609518,680834.33808,640635.6806600001,405551.86834780005
January,Qtr 1,2021,Continent.0000,Country.0003,States.0000,Districts.0004,Villages.0000,686337.21157,642498.5939600002,626981.6022,523192.31580499996,568314.4130099999
January,Qtr 1,2022,Continent.0000,Country.0003,States.0000,Districts.0004,Villages.0000,482649.86335100007,558016.0547820001,657289.2318000001,467331.475895,592713.4436550001
January,Qtr 1,2023,Continent.0000,Country.0003,States.0000,Districts.0004,Villages.0000,719538.93124,537950.711714,423840.972726,603379.89101,523497.179963
January,Qtr 1,2021,Continent.0000,Country.0003,States.0000,Districts.0004,Villages.0001,485551.1990789,745910.167747,734567.517931,537681.755751,703156.2892900001
January,Qtr 1,2022,Continent.0000,Country.0003,States.0000,Districts.0004,Villages.0001,677269.04655,555318.892984,660414.685844,613089.4739709999,611433.0651659999
January,Qtr 1,2023,Continent.0000,Country.0003,States.0000,Districts.0004,Villages.0001,513450.92753990006,606211.4168800001,418595.6321420001,641311.787145,645393.148482
January,Qtr 1,2021,Continent.0000,Country.0003,States.0001,Districts.0000,Villages.0000,476601.5382319999,655268.91367,654091.703358,525837.584344,668373.4744400001
January,Qtr 1,2022,Continent.0000,Country.0003,States.0001,Districts.0000,Villages.0000,536963.3877600001,449028.85117830004,755333.35211,646308.625008,773045.79205
January,Qtr 1,2023,Continent.0000,Country.0003,States.0001,Districts.0000,Villages.0000,563567.2521313998,654339.7928299999,578922.06034,917345.8176600001,656431.1574899999
January,Qtr 1,2021,Continent.0000,Country.0003,States.0001,Districts.0000,Villages.0001,713282.6774497001,492976.4332469999,467910.8003184,331243.17271139997,604242.0202749999
January,Qtr 1,2022,Continent.0000,Country.0003,States.0001,Districts.0000,Villages.0001,667528.8605099999,509150.7104261,587353.337263,711560.1586160001,646928.7362193001
January,Qtr 1,2023,Continent.0000,Country.0003,States.0001,Districts.0000,Villages.0001,614258.1397709999,444268.965831,676728.7077460001,707190.5892970001,496953.46413999994
January,Qtr 1,2021,Continent.0000,Country.0003,States.0001,Districts.0001,Villages.0000,521759.09978800005,689174.1119260001,809229.6922599998,678912.0149500001,588994.6673629999
January,Qtr 1,2022,Continent.0000,Country.0003,States.0001,Districts.0001,Villages.0000,692233.9211050001,590051.3805705,427807.34871500003,561308.007485,632102.0178030002
January,Qtr 1,2023,Continent.0000,Country.0003,States.0001,Districts.0001,Villages.0000,543518.341976,653511.3982849999,688279.264927,571859.29887,734189.1152700001
January,Qtr 1,2021,Continent.0000,Country.0003,States.0001,Districts.0001,Villages.0001,692944.2405259999,501536.590649,637884.12207,628555.71484,612148.2537199999
January,Qtr 1,2022,Continent.0000,Country.0003,States.0001,Districts.0001,Villages.0001,534177.362228,614558.5235400001,566499.19054,525574.80059,490599.96095800004
January,Qtr 1,2023,Continent.0000,Country.0003,States.0001,Districts.0001,Villages.0001,620455.60283,570919.65871,631893.10488,820713.1230399999,638887.4266680001
January,Qtr 1,2021,Continent.0000,Country.0003,States.0001,Districts.0002,Villages.0000,619770.58973,629042.74783,663233.67065,536991.442177,529962.1281118001
January,Qtr 1,2022,Continent.0000,Country.0003,States.0001,Districts.0002,Villages.0000,491579.74622900004,500426.256162,696422.3240900001,537593.39084,469360.78612899996
January,Qtr 1,2023,Continent.0000,Country.0003,States.0001,Districts.0002,Villages.0000,547858.1701612,700839.1571500001,585631.894931,613651.175477,649733.9947209998
January,Qtr 1,2021,Continent.0000,Country.0003,States.0001,Districts.0002,Villages.0001,703983.750329,566568.3302,631800.2350999999,767308.5764861001,641737.16074
January,Qtr 1,2022,Continent.0000,Country.0003,States.0001,Districts.0002,Villages.0001,422078.67581,599154.8524301,596298.73008,434103.550988,633657.8089559999
January,Qtr 1,2023,Continent.0000,Country.0003,States.0001,Districts.0002,Villages.0001,765644.0363100001,740859.8467999999,753439.34781,717210.2347250001,702619.888485
January,Qtr 1,2021,Continent.0000,Country.0003,States.0001,Districts.0003,Villages.0000,496391.490415,534769.353134,612509.032364,599914.5789679999,529076.36406
January,Qtr 1,2022,Continent.0000,Country.0003,States.0001,Districts.0003,Villages.0000,688065.10618,561763.6013904999,364452.501994,522973.685503,592864.4967502999
January,Qtr 1,2023,Continent.0000,Country.0003,States.0001,Districts.0003,Villages.0000,422288.161674,649157.2387300001,665008.683253,612609.83961,670319.47827
January,Qtr 1,2021,Continent.0000,Country.0003,States.0001,Districts.0003,Villages.0001,697812.79965,770972.9310699999,588366.4692299999,667017.4268700001,619621.975915
January,Qtr 1,2022,Continent.0000,Country.0003,States.0001,Districts.0003,Villages.0001,580944.7540830001,662824.059866,587965.943018,663641.76168,650179.036926
January,Qtr 1,2023,Continent.0000,Country.0003,States.0001,Districts.0003,Villages.0001,635318.01691,390818.7573824,582286.126307,571933.4127454001,668321.4198099999
January,Qtr 1,2021,Continent.0000,Country.0003,States.0001,Districts.0004,Villages.0000,613317.16524,514556.98132200004,522378.503929,429588.161579,587626.9964838
January,Qtr 1,2022,Continent.0000,Country.0003,States.0001,Districts.0004,Villages.0000,431437.82395000005,434972.82763400004,477367.38476330007,413677.99809599994,584631.369451
January,Qtr 1,2023,Continent.0000,Country.0003,States.0001,Districts.0004,Villages.0000,783554.61933,600998.5662199999,498753.51852000004,665406.140494,652778.9524600001
January,Qtr 1,2021,Continent.0000,Country.0003,States.0001,Districts.0004,Villages.0001,484357.66414,653829.632714,384182.58578500006,518237.99347799993,588645.802374
January,Qtr 1,2022,Continent.0000,Country.0003,States.0001,Districts.0004,Villages.0001,601885.5587964001,603876.095363,578726.510692,577614.5474919999,577123.509754
January,Qtr 1,2023,Continent.0000,Country.0003,States.0001,Districts.0004,Villages.0001,717251.0933199999,593437.955057,465774.13957560004,748993.05608,598936.626983
January,Qtr 1,2021,Continent.0000,Country.0003,States.0002,Districts.0000,Villages.0000,506377.62924100005,621489.7983499999,639420.5179,723552.6347870001,542967.7520580001
January,Qtr 1,2022,Continent.0000,Country.0003,States.0002,Districts.0000,Villages.0000,534937.6499815001,753578.30914,577776.605523,475455.917792,768799.6420839999
January,Qtr 1,2023,Continent.0000,Country.0003,States.0002,Districts.0000,Villages.0000,593766.18565,521385.7453769,484953.901426,736332.891201,732139.77269
January,Qtr 1,2021,Continent.0000,Country.0003,States.0002,Districts.0000,Villages.0001,517950.38561289996,599963.4389269999,515255.602493,534231.860786,734941.8462300001
January,Qtr 1,2022,Continent.0000,Country.0003,States.0002,Districts.0000,Villages.0001,546223.830175,604726.49428,703847.88822,612596.508916,680965.841544
January,Qtr 1,2023,Continent.0000,Country.0003,States.0002,Districts.0000,Villages.0001,906775.4305539998,516749.96425200003,554870.454837,577031.496772,523691.265716
January,Qtr 1,2021,Continent.0000,Country.0003,States.0002,Districts.0001,Villages.0000,531232.981182,743604.92532,684694.3794880001,597711.39505,554153.1882707
January,Qtr 1,2022,Continent.0000,Country.0003,States.0002,Districts.0001,Villages.0000,793722.709021,480812.72939129994,671150.52091,621943.66158,524850.2482939999
January,Qtr 1,2023,Continent.0000,Country.0003,States.0002,Districts.0001,Villages.0000,640823.3308,545892.4643999999,525563.4678480001,543784.73096,671554.049297
January,Qtr 1,2021,Continent.0000,Country.0003,States.0002,Districts.0001,Villages.0001,595217.03519,650432.4426338999,634972.0066997,693453.0848059999,513696.09759699996
January,Qtr 1,2022,Continent.0000,Country.0003,States.0002,Districts.0001,Villages.0001,542954.3762879999,797550.9234820001,661126.0326350002,553451.46,656869.9728070002
January,Qtr 1,2023,Continent.0000,Country.0003,States.0002,Districts.0001,Villages.0001,598800.0114310001,657356.383153,570842.4288400001,531406.616409,571820.402682
January,Qtr 1,2021,Continent.0000,Country.0003,States.0002,Districts.0002,Villages.0000,596196.5331829999,552783.631389,867615.857143,570365.73565,534818.860418
January,Qtr 1,2022,Continent.0000,Country.0003,States.0002,Districts.0002,Villages.0000,571701.1028430001,647095.26961,486951.875521,743958.098883,558586.86938
January,Qtr 1,2023,Continent.0000,Country.0003,States.0002,Districts.0002,Villages.0000,661444.1114839001,601179.8926620001,458365.8284030001,677750.14878,456109.153534
January,Qtr 1,2021,Continent.0000,Country.0003,States.0002,Districts.0002,Villages.0001,471926.282208,272677.014471,369075.39033100003,634077.28637,729416.5586000001
January,Qtr 1,2022,Continent.0000,Country.0003,States.0002,Districts.0002,Villages.0001,562386.489098,528175.417946,657896.780755,663999.7209620001,603286.1867
January,Qtr 1,2023,Continent.0000,Country.0003,States.0002,Districts.0002,Villages.0001,644270.41143,649405.17013,631872.4171,540471.416584,567976.1614819999
January,Qtr 1,2021,Continent.0000,Country.0003,States.0002,Districts.0003,Villages.0000,436545.137459,625561.3582900001,639150.90577,654695.8979740001,674062.23013
January,Qtr 1,2022,Continent.0000,Country.0003,States.0002,Districts.0003,Villages.0000,696130.4221500999,639727.2336229999,691676.209847,819979.287358,656286.8039569999
January,Qtr 1,2023,Continent.0000,Country.0003,States.0002,Districts.0003,Villages.0000,738057.51792,547469.10817,722626.65218,437036.868875,561009.343164
January,Qtr 1,2021,Continent.0000,Country.0003,States.0002,Districts.0003,Villages.0001,508108.41770200006,641100.9839400001,539044.017451,825821.68038,619791.7727000001
January,Qtr 1,2022,Continent.0000,Country.0003,States.0002,Districts.0003,Villages.0001,635885.37825,808634.02879,617371.697676,614129.46684,656935.6805599999
January,Qtr 1,2023,Continent.0000,Country.0003,States.0002,Districts.0003,Villages.0001,592311.9003108001,345785.86444400006,732691.67205,598347.4600719999,575751.2016080001
January,Qtr 1,2021,Continent.0000,Country.0003,States.0002,Districts.0004,Villages.0000,618774.7704599999,701560.121952,609133.3719789999,577961.6787599999,651923.1520719999
January,Qtr 1,2022,Continent.0000,Country.0003,States.0002,Districts.0004,Villages.0000,517542.282153,697085.1261200001,484531.9412110001,544804.497618,732755.715379
January,Qtr 1,2023,Continent.0000,Country.0003,States.0002,Districts.0004,Villages.0000,653051.0607560001,599829.237573,736536.9017517,727843.9808869999,594996.8325283
January,Qtr 1,2021,Continent.0000,Country.0003,States.0002,Districts.0004,Villages.0001,417488.34996500006,579689.50983,639148.33013,538460.13239,597587.3224167
January,Qtr 1,2022,Continent.0000,Country.0003,States.0002,Districts.0004,Villages.0001,484526.203328,629505.4102299999,370992.85865999997,514761.44676,502594.8024368
January,Qtr 1,2023,Continent.0000,Country.0003,States.0002,Districts.0004,Villages.0001,674596.0613550001,608169.568204,668757.5371100002,563365.545798,419890.88729700004
January,Qtr 1,2021,Continent.0000,Country.0003,States.0003,Districts.0000,Villages.0000,450463.7744265,472754.75171310006,376743.823326,706795.1455600001,566773.9061990001
January,Qtr 1,2022,Continent.0000,Country.0003,States.0003,Districts.0000,Villages.0000,542742.416498,627866.0947850001,670928.87489,566424.289789,682107.1366750001
January,Qtr 1,2023,Continent.0000,Country.0003,States.0003,Districts.0000,Villages.0000,648399.98287,578503.677938,654234.08243,502337.9437849,556798.4792800001
January,Qtr 1,2021,Continent.0000,Country.0003,States.0003,Districts.0000,Villages.0001,609061.019563,676487.8869700001,732005.69425,604866.543754,653854.896082
January,Qtr 1,2022,Continent.0000,Country.0003,States.0003,Districts.0000,Villages.0001,553245.106653,688446.19713,625922.566248,756066.5325200001,639072.89888
January,Qtr 1,2023,Continent.0000,Country.0003,States.0003,Districts.0000,Villages.0001,489786.06293,414284.61309000006,649275.7349779999,582269.28242,680400.967196
January,Qtr 1,2021,Continent.0000,Country.0003,States.0003,Districts.0001,Villages.0000,659286.7458500001,803238.6314500001,533513.619804,753400.31466,515729.52035600005
January,Qtr 1,2022,Continent.0000,Country.0003,States.0003,Districts.0001,Villages.0000,751674.04299,644220.9143920001,698100.70069,724523.4016010001,517894.18145000003
January,Qtr 1,2023,Continent.0000,Country.0003,States.0003,Districts.0001,Villages.0000,740114.630504,526300.102695,510262.29297,620325.860827,507859.591635
January,Qtr 1,2021,Continent.0000,Country.0003,States.0003,Districts.0001,Villages.0001,612943.657738,480212.17309999996,642655.8302190001,516132.2645859999,534827.05564
January,Qtr 1,2022,Continent.0000,Country.0003,States.0003,Districts.0001,Villages.0001,505780.39969279995,539161.9784199999,752994.7416971001,621886.587368,644401.87347
January,Qtr 1,2023,Continent.0000,Country.0003,States.0003,Districts.0001,Villages.0001,592096.039573,585269.0614516,769159.7591299999,724461.4710840001,751745.17776
January,Qtr 1,2021,Continent.0000,Country.0003,States.0003,Districts.0002,Villages.0000,593091.29915,691925.8036900001,587980.651171,649441.75699,533901.710604
January,Qtr 1,2022,Continent.0000,Country.0003,States.0003,Districts.0002,Villages.0000,717075.700134,526829.2239834,549103.6055899999,547722.288257,707668.98949
January,Qtr 1,2023,Continent.0000,Country.0003,States.0003,Districts.0002,Villages.0000,315988.944639,576431.267594,561861.671105,678029.9977460001,581934.9060251
January,Qtr 1,2021,Continent.0000,Country.0003,States.0003,Districts.0002,Villages.0001,374350.81033099996,535282.693498,565869.3200728,706104.0651600001,540492.4872679999
January,Qtr 1,2022,Continent.0000,Country.0003,States.0003,Districts.0002,Villages.0001,487364.14746799995,470493.400846,594656.929155,739119.9368899999,515022.8870462
January,Qtr 1,2023,Continent.0000,Country.0003,States.0003,Districts.0002,Villages.0001,625147.91173,486073.602118,626306.8946440001,543166.0368100001,392586.68374899996
January,Qtr 1,2021,Continent.0000,Country.0003,States.0003,Districts.0003,Villages.0000,593415.4846,501999.1353033,485556.34481080004,547306.3279973,580321.19064
January,Qtr 1,2022,Continent.0000,Country.0003,States.0003,Districts.0003,Villages.0000,489476.17166,601800.212712,646731.4929489999,609797.928406,529984.899892
January,Qtr 1,2023,Continent.0000,Country.0003,States.0003,Districts.0003,Villages.0000,540062.9677700001,688377.751141,566773.280263,502889.1832,659282.260904
January,Qtr 1,2021,Continent.0000,Country.0003,States.0003,Districts.0003,Villages.0001,559819.996364,586642.1597,737766.412531,528290.2859499999,347656.00569699996
January,Qtr 1,2022,Continent.0000,Country.0003,States.0003,Districts.0003,Villages.0001,657248.436854,754990.9961039999,566746.5558068,712185.825459,471167.29260270006
January,Qtr 1,2023,Continent.0000,Country.0003,States.0003,Districts.0003,Villages.0001,581984.575584,511616.476722,574283.107513,630259.1624500001,793484.2913159999
January,Qtr 1,2021,Continent.0000,Country.0003,States.0003,Districts.0004,Villages.0000,671929.136037,682890.0701499999,496239.920211,522847.0678699999,644982.8086639999
January,Qtr 1,2022,Continent.0000,Country.0003,States.0003,Districts.0004,Villages.0000,592259.159558,525576.781318,582385.3617570001,758714.442452,609304.9638200001
January,Qtr 1,2023,Continent.0000,Country.0003,States.0003,Districts.0004,Villages.0000,615670.8981999999,461927.11902900005,716069.505135,631472.8295949999,753227.7099799999
January,Qtr 1,2021,Continent.0000,Country.0003,States.0003,Districts.0004,Villages.0001,635324.215473,428845.89941,464335.5420867001,751691.49193,472406.08676
January,Qtr 1,2022,Continent.0000,Country.0003,States.0003,Districts.0004,Villages.0001,678774.551076,512262.5633379999,607046.3778799999,553230.331365,613106.292017
January,Qtr 1,2023,Continent.0000,Country.0003,States.0003,Districts.0004,Villages.0001,430693.146095,759860.10316,425165.94275399996,423218.30247800006,655167.6504099999
January,Qtr 1,2021,Continent.0000,Country.0003,States.0004,Districts.0000,Villages.0000,560403.0287300001,582926.945786,657276.472876,483792.27587,648151.12924
January,Qtr 1,2022,Continent.0000,Country.0003,States.0004,Districts.0000,Villages.0000,612981.554359,610521.4390560001,594556.006233,465602.33978,570092.4036900001
January,Qtr 1,2023,Continent.0000,Country.0003,States.0004,Districts.0000,Villages.0000,604155.716661,439699.738911,488283.22274399997,737437.7122799999,613775.64544
January,Qtr 1,2021,Continent.0000,Country.0003,States.0004,Districts.0000,Villages.0001,597921.761215,616890.9918569999,511050.4144860001,615665.2722900001,590374.300821
January,Qtr 1,2022,Continent.0000,Country.0003,States.0004,Districts.0000,Villages.0001,525058.614081,654907.5577069999,525466.9935035999,811858.0096199999,535221.1155000001
January,Qtr 1,2023,Continent.0000,Country.0003,States.0004,Districts.0000,Villages.0001,764221.51012,527113.89913,661325.0166740001,641442.79592,447662.879614
January,Qtr 1,2021,Continent.0000,Country.0003,States.0004,Districts.0001,Villages.0000,617946.8217799999,481231.759786,635210.238768,682072.75941,621866.8871100001
January,Qtr 1,2022,Continent.0000,Country.0003,States.0004,Districts.0001,Villages.0000,596781.054126,402492.19577,394232.226197,580053.6098500001,643771.0495327
January,Qtr 1,2023,Continent.0000,Country.0003,States.0004,Districts.0001,Villages.0000,740664.476397,805934.7965900002,445765.33971200004,540667.838868,589610.468704
January,Qtr 1,2021,Continent.0000,Country.0003,States.0004,Districts.0001,Villages.0001,695145.2120670001,666969.7728500001,602283.2011530001,645791.0041700001,676188.5197299999
January,Qtr 1,2022,Continent.0000,Country.0003,States.0004,Districts.0001,Villages.0001,716605.144462,845543.4434500001,534664.0066417999,736516.56756,536587.121972
January,Qtr 1,2023,Continent.0000,Country.0003,States.0004,Districts.0001,Villages.0001,710928.1286199999,729736.8402399999,627608.0085495,623787.524456,508904.32918100007
January,Qtr 1,2021,Continent.0000,Country.0003,States.0004,Districts.0002,Villages.0000,441737.15877349995,634064.725409,683718.2262000002,572917.0982380001,532964.790071
January,Qtr 1,2022,Continent.0000,Country.0003,States.0004,Districts.0002,Villages.0000,758798.18414,589281.8953490001,494376.07262100006,563494.3907329999,578958.24687
January,Qtr 1,2023,Continent.0000,Country.0003,States.0004,Districts.0002,Villages.0000,480223.24349200004,711978.6792400001,423864.39829200006,569125.933318,409314.69103399996
January,Qtr 1,2021,Continent.0000,Country.0003,States.0004,Districts.0002,Villages.0001,586675.88088,548016.8138609999,644842.0721159999,513780.92371600005,744435.5634000001
January,Qtr 1,2022,Continent.0000,Country.0003,States.0004,Districts.0002,Villages.0001,565770.1973,650322.881523,565183.918841,540795.5661696001,735236.352083
January,Qtr 1,2023,Continent.0000,Country.0003,States.0004,Districts.0002,Villages.0001,543008.3459419999,489629.54219500005,561517.0352820001,618874.308506,479144.16569470003
January,Qtr 1,2021,Continent.0000,Country.0003,States.0004,Districts.0003,Villages.0000,382882.6145,647216.6109540001,506685.8919000001,590655.7183203,615324.50129
January,Qtr 1,2022,Continent.0000,Country.0003,States.0004,Districts.0003,Villages.0000,704346.247726,702637.31825,594879.10534,594702.9110940001,578581.1482909999
January,Qtr 1,2023,Continent.0000,Country.0003,States.0004,Districts.0003,Villages.0000,713561.294528,643795.005568,639631.20799,476515.25993199996,534189.401145
January,Qtr 1,2021,Continent.0000,Country.0003,States.0004,Districts.0003,Villages.0001,665252.4489057001,502746.87436400005,477519.7725692,636884.77439,484633.49393000006
January,Qtr 1,2022,Continent.0000,Country.0003,States.0004,Districts.0003,Villages.0001,535447.613468,731204.7340800001,737000.17714,519143.19656599994,492273.89332000003
January,Qtr 1,2023,Continent.0000,Country.0003,States.0004,Districts.0003,Villages.0001,609875.9334410001,662735.195245,628184.9289217,525669.674591,613425.9163
January,Qtr 1,2021,Continent.0000,Country.0003,States.0004,Districts.0004,Villages.0000,730129.6805299999,729469.08323,753520.3840600001,660724.473382,510998.83664000005
January,Qtr 1,2022,Continent.0000,Country.0003,States.0004,Districts.0004,Villages.0000,584240.626087,731913.1851400001,523015.86754199996,582137.5982400001,601459.17705
