Account Level 2,Year,Value Column Name,Value
"Income from discontinued operations","Jan_Mar","(PL - PY)%","-0.3846153846153847"
"Income from discontinued operations","Jan_Mar","FC - PY","-18"
"Income from discontinued operations","Jan_Mar","(FC - PY)%","-0.6923076923076923"
"Income from discontinued operations","Jan_Mar","FC - PL","-8"
"Income from discontinued operations","Jan_Mar","(FC - PL)%","-0.5"
"Income from discontinued operations","2022","PY","2"
"Income from discontinued operations","2022","PL","1"
"Income from discontinued operations","2022","FC","5"
"Income from discontinued operations","2022","AC","6"
"Income from discontinued operations","2022","AC - PY","4"
"Income from discontinued operations","2022","(AC - PY)%","2"
"Income from discontinued operations","2022","AC - PL","5"
"Income from discontinued operations","2022","(AC - PL)%","5"
"Income from discontinued operations","2022","AC - FC","1"
"Income from discontinued operations","2022","(AC - FC)%","0.2"
"Income from discontinued operations","2022","PL - PY","-1"
"Income from discontinued operations","2022","(PL - PY)%","-0.5"
"Income from discontinued operations","2022","FC - PY","3"
"Income from discontinued operations","2022","(FC - PY)%","1.5"
"Income from discontinued operations","2022","FC - PL","4"
"Income from discontinued operations","2022","(FC - PL)%","4"
"Gross Profit as % of Total","Jan_Mar","PY","0.26843853820598007"
"Gross Profit as % of Total","Jan_Mar","PL","0.23027375201288244"
"Gross Profit as % of Total","Jan_Mar","FC","0.24256756756756756"
"Gross Profit as % of Total","Jan_Mar","AC","0.21489255372313842"
"Gross Profit as % of Total","Jan_Mar","AC - PY","0.05241935483870968"
"Gross Profit as % of Total","Jan_Mar","(AC - PY)%",
"Gross Profit as % of Total","Jan_Mar","AC - PL","0.007246376811594203"
"Gross Profit as % of Total","Jan_Mar","(AC - PL)%",
"Gross Profit as % of Total","Jan_Mar","AC - FC","0.1362763915547025"
"Gross Profit as % of Total","Jan_Mar","(AC - FC)%",
"Gross Profit as % of Total","Jan_Mar","PL - PY","0.06983240223463687"
"Gross Profit as % of Total","Jan_Mar","(PL - PY)%",
"Gross Profit as % of Total","Jan_Mar","FC - PY","1.8"
"Gross Profit as % of Total","Jan_Mar","(FC - PY)%",
"Gross Profit as % of Total","Jan_Mar","FC - PL","0.18276762402088773"
"Gross Profit as % of Total","Jan_Mar","(FC - PL)%",
"Gross Profit as % of Total","2022","PY","0.21755162241887904"
"Gross Profit as % of Total","2022","PL","0.2172043010752688"
"Gross Profit as % of Total","2022","FC","0.23212536728697356"
"Gross Profit as % of Total","2022","AC","0.23796610169491525"
"Gross Profit as % of Total","2022","AC - PY","0.19320937752627323"
"Gross Profit as % of Total","2022","(AC - PY)%",
"Gross Profit as % of Total","2022","AC - PL","0.2"
"Gross Profit as % of Total","2022","(AC - PL)%",
"Gross Profit as % of Total","2022","AC - FC","0.2511013215859031"
"Gross Profit as % of Total","2022","(AC - FC)%",
"Gross Profit as % of Total","2022","PL - PY","0.2154696132596685"
"Gross Profit as % of Total","2022","(PL - PY)%",
"Gross Profit as % of Total","2022","FC - PY","0.20875221762270846"
"Gross Profit as % of Total","2022","(FC - PY)%",
"Gross Profit as % of Total","2022","FC - PL","0.21038495971351837"
"Gross Profit as % of Total","2022","(FC - PL)%",
