Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.Region,Orders.City,Sum(Orders.Profit)
2016,Consumer,East,Freeport,
2017,Consumer,East,Freeport,
2014,Consumer,East,Grove City,
2015,Consumer,East,Grove City,
2016,Consumer,East,Grove City,
2017,Consumer,East,Grove City,13.195199999999991
2014,Consumer,East,Hagerstown,
2015,Consumer,East,Hagerstown,
2016,Consumer,East,Hagerstown,
2017,Consumer,East,Hagerstown,20.586
2014,Consumer,East,Hamilton,-18.679000000000023
2015,Consumer,East,Hamilton,
2016,Consumer,East,Hamilton,9.293999999999997
2017,Consumer,East,Hamilton,
2014,Consumer,East,Hempstead,44.29559999999999
2015,Consumer,East,Hempstead,98.19680000000002
2016,Consumer,East,Hempstead,
2017,Consumer,East,Hempstead,
2014,Consumer,East,Jamestown,1228.1787000000004
2015,Consumer,East,Jamestown,
2016,Consumer,East,Jamestown,
2017,Consumer,East,Jamestown,
2014,Consumer,East,Kent,6.044999999999995
2015,Consumer,East,Kent,
2016,Consumer,East,Kent,
2017,Consumer,East,Kent,-34.2405
2014,Consumer,East,Lakewood,358.2815
2015,Consumer,East,Lakewood,-3.493800000000002
2016,Consumer,East,Lakewood,0.2992000000000008
2017,Consumer,East,Lakewood,152.51459999999983
2014,Consumer,East,Lancaster,-64.4274
2015,Consumer,East,Lancaster,1.7591
2016,Consumer,East,Lancaster,-6858.0664000000015
2017,Consumer,East,Lancaster,5.0882999999999825
2014,Consumer,East,Lawrence,215.8138
2015,Consumer,East,Lawrence,282.81899999999996
2016,Consumer,East,Lawrence,57.9095
2017,Consumer,East,Lawrence,9.3312
2014,Consumer,East,Leominster,
2015,Consumer,East,Leominster,11.735999999999999
2016,Consumer,East,Leominster,
2017,Consumer,East,Leominster,
2014,Consumer,East,Long Beach,729.6374999999999
2015,Consumer,East,Long Beach,31.243999999999996
2016,Consumer,East,Long Beach,488.0973999999999
2017,Consumer,East,Long Beach,114.29150000000001
2014,Consumer,East,Lorain,
2015,Consumer,East,Lorain,
2016,Consumer,East,Lorain,
2017,Consumer,East,Lorain,8.556799999999999
2014,Consumer,East,Lowell,97.67719999999997
2015,Consumer,East,Lowell,
2016,Consumer,East,Lowell,207.14699999999993
2017,Consumer,East,Lowell,383.4706999999999
2014,Consumer,East,Malden,
2015,Consumer,East,Malden,
2016,Consumer,East,Malden,10.3168
2017,Consumer,East,Malden,
2014,Consumer,East,Manchester,
2015,Consumer,East,Manchester,24.150000000000002
2016,Consumer,East,Manchester,
2017,Consumer,East,Manchester,265.0078
2014,Consumer,East,Marion,-9.147800000000053
2015,Consumer,East,Marion,-125.61960000000008
2016,Consumer,East,Marion,
2017,Consumer,East,Marion,19.176000000000002
2014,Consumer,East,Marlborough,
2015,Consumer,East,Marlborough,
2016,Consumer,East,Marlborough,67.60679999999999
2017,Consumer,East,Marlborough,
2014,Consumer,East,Medina,-131.50860000000003
2015,Consumer,East,Medina,-15.476400000000005
2016,Consumer,East,Medina,
2017,Consumer,East,Medina,
2014,Consumer,East,Meriden,6.205999999999998
2015,Consumer,East,Meriden,28.388599999999997
2016,Consumer,East,Meriden,
2017,Consumer,East,Meriden,113.8064
2014,Consumer,East,Middletown,9.8856
2015,Consumer,East,Middletown,
2016,Consumer,East,Middletown,0
2017,Consumer,East,Middletown,74.18620000000001
2014,Consumer,East,Milford,
2015,Consumer,East,Milford,
2016,Consumer,East,Milford,29.3724
2017,Consumer,East,Milford,
2014,Consumer,East,Morristown,
2015,Consumer,East,Morristown,739.5186
2016,Consumer,East,Morristown,0.3024
2017,Consumer,East,Morristown,235.134
2014,Consumer,East,Mount Vernon,29.2716
2015,Consumer,East,Mount Vernon,
2016,Consumer,East,Mount Vernon,
2017,Consumer,East,Mount Vernon,35.1983
2014,Consumer,East,Nashua,
2015,Consumer,East,Nashua,
2016,Consumer,East,Nashua,
2017,Consumer,East,Nashua,6.965400000000001
2014,Consumer,East,New Bedford,
2015,Consumer,East,New Bedford,
2016,Consumer,East,New Bedford,
2017,Consumer,East,New Bedford,7.649399999999998
2014,Consumer,East,New Rochelle,4.5188
2015,Consumer,East,New Rochelle,
2016,Consumer,East,New Rochelle,166.50559999999993
2017,Consumer,East,New Rochelle,33.59559999999999
2014,Consumer,East,New York City,7515.633200000006
2015,Consumer,East,New York City,8838.233499999995
2016,Consumer,East,New York City,6587.535399999999
2017,Consumer,East,New York City,7677.442000000001
2014,Consumer,East,Newark,63.63609999999999
2015,Consumer,East,Newark,-1775.8563000000004
2016,Consumer,East,Newark,481.4974000000001
2017,Consumer,East,Newark,5172.6956
2014,Consumer,East,Niagara Falls,47.80649999999999
2015,Consumer,East,Niagara Falls,
2016,Consumer,East,Niagara Falls,
2017,Consumer,East,Niagara Falls,
2014,Consumer,East,Norwich,
2015,Consumer,East,Norwich,144.3546
2016,Consumer,East,Norwich,
2017,Consumer,East,Norwich,5.0764
2014,Consumer,East,Oceanside,
2015,Consumer,East,Oceanside,411.56389999999993
2016,Consumer,East,Oceanside,60.11799999999994
2017,Consumer,East,Oceanside,61.697500000000005
2014,Consumer,East,Orange,
2015,Consumer,East,Orange,
2016,Consumer,East,Orange,
2017,Consumer,East,Orange,20.8529
2014,Consumer,East,Parma,-4.9704000000000015
2015,Consumer,East,Parma,
2016,Consumer,East,Parma,4.565399999999855
2017,Consumer,East,Parma,11.476799999999999
2014,Consumer,East,Passaic,
2015,Consumer,East,Passaic,
2016,Consumer,East,Passaic,356.81860000000006
2017,Consumer,East,Passaic,
2014,Consumer,East,Paterson,
2015,Consumer,East,Paterson,
2016,Consumer,East,Paterson,175.7344
2017,Consumer,East,Paterson,244.28799999999998
2014,Consumer,East,Perth Amboy,
2015,Consumer,East,Perth Amboy,74.56540000000001
2016,Consumer,East,Perth Amboy,160.60860000000002
2017,Consumer,East,Perth Amboy,
2014,Consumer,East,Philadelphia,-460.5795000000003
2015,Consumer,East,Philadelphia,-2584.3884000000007
2016,Consumer,East,Philadelphia,260.1173999999989
2017,Consumer,East,Philadelphia,-3349.550800000001
2014,Consumer,East,Plainfield,22.150800000000004
2015,Consumer,East,Plainfield,
2016,Consumer,East,Plainfield,
2017,Consumer,East,Plainfield,381.3169
2014,Consumer,East,Providence,
2015,Consumer,East,Providence,
2016,Consumer,East,Providence,18.422999999999995
2017,Consumer,East,Providence,57.9022
2014,Consumer,East,Quincy,
2015,Consumer,East,Quincy,7.021800000000001
2016,Consumer,East,Quincy,165.87689999999998
2017,Consumer,East,Quincy,5.842
2014,Consumer,East,Reading,
2015,Consumer,East,Reading,
2016,Consumer,East,Reading,-30.392000000000024
2017,Consumer,East,Reading,2.878199999999999
2014,Consumer,East,Rochester,24.954799999999985
2015,Consumer,East,Rochester,843.6916999999999
2016,Consumer,East,Rochester,274.0774
2017,Consumer,East,Rochester,14.365
2014,Consumer,East,Rockville,
2015,Consumer,East,Rockville,12.947400000000002
2016,Consumer,East,Rockville,120.26729999999999
2017,Consumer,East,Rockville,
2014,Consumer,East,Rome,
2015,Consumer,East,Rome,
2016,Consumer,East,Rome,9.1602
2017,Consumer,East,Rome,
2014,Consumer,East,Springfield,-27.08479999999999
2015,Consumer,East,Springfield,-145.52460000000002
2016,Consumer,East,Springfield,-262.19129999999996
2017,Consumer,East,Springfield,-49.43749999999997
2014,Consumer,East,Toledo,-335.3853000000002
2015,Consumer,East,Toledo,
2016,Consumer,East,Toledo,-5.748000000000001
2017,Consumer,East,Toledo,144.8995
2014,Consumer,East,Troy,
2015,Consumer,East,Troy,-254.7821
2016,Consumer,East,Troy,132.4632
2017,Consumer,East,Troy,22.244399999999995
2014,Consumer,East,Utica,139.1934
2015,Consumer,East,Utica,28.7964
2016,Consumer,East,Utica,
2017,Consumer,East,Utica,5.996999999999986
2014,Consumer,East,Vineland,
2015,Consumer,East,Vineland,
2016,Consumer,East,Vineland,-31.372200000000007
2017,Consumer,East,Vineland,57.76280000000001
2014,Consumer,East,Washington,
2015,Consumer,East,Washington,974.3135
2016,Consumer,East,Washington,36.983
2017,Consumer,East,Washington,
2014,Consumer,East,Waterbury,
2015,Consumer,East,Waterbury,
2016,Consumer,East,Waterbury,43.09469999999998
2017,Consumer,East,Waterbury,1.0208
2014,Consumer,East,Watertown,13.904699999999991
2015,Consumer,East,Watertown,
2016,Consumer,East,Watertown,229.70079999999996
2017,Consumer,East,Watertown,
2014,Consumer,East,Wheeling,
2015,Consumer,East,Wheeling,
2016,Consumer,East,Wheeling,
2017,Consumer,East,Wheeling,-76.9536
2014,Consumer,East,Wilmington,
2015,Consumer,East,Wilmington,492.67819999999983
2016,Consumer,East,Wilmington,167.151
2017,Consumer,East,Wilmington,77.89979999999996
2014,Consumer,East,Woonsocket,20.1248
2015,Consumer,East,Woonsocket,
2016,Consumer,East,Woonsocket,
2017,Consumer,East,Woonsocket,
2014,Consumer,East,Yonkers,279.7037
2015,Consumer,East,Yonkers,
2016,Consumer,East,Yonkers,2253.4264999999996
2017,Consumer,East,Yonkers,140.0003
2014,Consumer,South,Alexandria,6.876799999999999
2015,Consumer,South,Alexandria,
2016,Consumer,South,Alexandria,12.18
2017,Consumer,South,Alexandria,12.530000000000001
2014,Consumer,South,Apopka,34.69839999999999
2015,Consumer,South,Apopka,
2016,Consumer,South,Apopka,
2017,Consumer,South,Apopka,
2014,Consumer,South,Arlington,60.9174
2015,Consumer,South,Arlington,943.4151999999999
2016,Consumer,South,Arlington,3008.191999999999
2017,Consumer,South,Arlington,257.10629999999986
2014,Consumer,South,Asheville,
2015,Consumer,South,Asheville,
2016,Consumer,South,Asheville,85.2475
2017,Consumer,South,Asheville,7.910900000000001
2014,Consumer,South,Athens,341.3824
2015,Consumer,South,Athens,
2016,Consumer,South,Athens,48.2565
2017,Consumer,South,Athens,
2014,Consumer,South,Atlanta,104.14149999999998
2015,Consumer,South,Atlanta,3600.9049999999997
2016,Consumer,South,Atlanta,357.0514
2017,Consumer,South,Atlanta,734.8237999999998
2014,Consumer,South,Auburn,
2015,Consumer,South,Auburn,244.2543
2016,Consumer,South,Auburn,207.2624
2017,Consumer,South,Auburn,
2014,Consumer,South,Bartlett,
2015,Consumer,South,Bartlett,10.007999999999988
2016,Consumer,South,Bartlett,
2017,Consumer,South,Bartlett,
2014,Consumer,South,Boca Raton,1.6704
2015,Consumer,South,Boca Raton,
2016,Consumer,South,Boca Raton,-24.315999999999995
2017,Consumer,South,Boca Raton,
2014,Consumer,South,Bowling Green,
2015,Consumer,South,Bowling Green,
2016,Consumer,South,Bowling Green,
2017,Consumer,South,Bowling Green,27.689999999999998
2014,Consumer,South,Boynton Beach,5.4432
2015,Consumer,South,Boynton Beach,
2016,Consumer,South,Boynton Beach,25.108199999999997
2017,Consumer,South,Boynton Beach,9.702800000000002
2014,Consumer,South,Burlington,
2015,Consumer,South,Burlington,
2016,Consumer,South,Burlington,
2017,Consumer,South,Burlington,-564.6817
2014,Consumer,South,Charlotte,-932.4306000000005
2015,Consumer,South,Charlotte,1.764
2016,Consumer,South,Charlotte,100.6859
2017,Consumer,South,Charlotte,380.97219999999993
2014,Consumer,South,Charlottesville,
2015,Consumer,South,Charlottesville,
2016,Consumer,South,Charlottesville,
2017,Consumer,South,Charlottesville,10.395
2014,Consumer,South,Chattanooga,
2015,Consumer,South,Chattanooga,
2016,Consumer,South,Chattanooga,3.3439999999999994
2017,Consumer,South,Chattanooga,49.79809999999995
2014,Consumer,South,Chesapeake,314.17650000000003
2015,Consumer,South,Chesapeake,55.36160000000001
2016,Consumer,South,Chesapeake,388.8764
2017,Consumer,South,Chesapeake,80.78400000000002
2014,Consumer,South,Clarksville,11.247599999999995
2015,Consumer,South,Clarksville,-1053.36
2016,Consumer,South,Clarksville,
2017,Consumer,South,Clarksville,
2014,Consumer,South,Columbia,127.84589999999992
2015,Consumer,South,Columbia,771.5696999999999
2016,Consumer,South,Columbia,127.93600000000009
2017,Consumer,South,Columbia,93.5702
2014,Consumer,South,Columbus,32.1804
2015,Consumer,South,Columbus,156.13699999999994
2016,Consumer,South,Columbus,581.3396
2017,Consumer,South,Columbus,1019.8059
2014,Consumer,South,Concord,2.1006
2015,Consumer,South,Concord,-1862.3124000000003
2016,Consumer,South,Concord,66.08180000000002
2017,Consumer,South,Concord,5.4432
2014,Consumer,South,Conway,
2015,Consumer,South,Conway,45.29399999999998
2016,Consumer,South,Conway,
2017,Consumer,South,Conway,
2014,Consumer,South,Coral Springs,
2015,Consumer,South,Coral Springs,24.196000000000012
2016,Consumer,South,Coral Springs,
2017,Consumer,South,Coral Springs,-14.21999999999999
2014,Consumer,South,Daytona Beach,
2015,Consumer,South,Daytona Beach,-52.333999999999996
2016,Consumer,South,Daytona Beach,
2017,Consumer,South,Daytona Beach,
2014,Consumer,South,Decatur,46.581
2015,Consumer,South,Decatur,
2016,Consumer,South,Decatur,
2017,Consumer,South,Decatur,30.86439999999999
2014,Consumer,South,Delray Beach,3.2213999999999996
2015,Consumer,South,Delray Beach,
2016,Consumer,South,Delray Beach,
2017,Consumer,South,Delray Beach,
2014,Consumer,South,Deltona,13.9728
2015,Consumer,South,Deltona,37.79159999999999
2016,Consumer,South,Deltona,
2017,Consumer,South,Deltona,
2014,Consumer,South,Durham,
2015,Consumer,South,Durham,30.782399999999996
2016,Consumer,South,Durham,
2017,Consumer,South,Durham,
2014,Consumer,South,Fayetteville,843.1705999999999
2015,Consumer,South,Fayetteville,52.8114
2016,Consumer,South,Fayetteville,408.68050000000005
2017,Consumer,South,Fayetteville,410.0202999999999
2014,Consumer,South,Florence,240.60270000000003
2015,Consumer,South,Florence,1620.4624999999994
2016,Consumer,South,Florence,19.188000000000002
2017,Consumer,South,Florence,215.78079999999994
2014,Consumer,South,Fort Lauderdale,
2015,Consumer,South,Fort Lauderdale,-380.5146000000001
2016,Consumer,South,Fort Lauderdale,-104.93439999999998
2017,Consumer,South,Fort Lauderdale,-75.70979999999994
2014,Consumer,South,Franklin,
2015,Consumer,South,Franklin,
2016,Consumer,South,Franklin,-9.153000000000004
2017,Consumer,South,Franklin,1.8144
2014,Consumer,South,Georgetown,
2015,Consumer,South,Georgetown,
2016,Consumer,South,Georgetown,345.20920000000007
2017,Consumer,South,Georgetown,57.5508
2014,Consumer,South,Goldsboro,
2015,Consumer,South,Goldsboro,
2016,Consumer,South,Goldsboro,3.0576000000000008
2017,Consumer,South,Goldsboro,
2014,Consumer,South,Greensboro,-45.31689999999999
2015,Consumer,South,Greensboro,
2016,Consumer,South,Greensboro,11.69100000000001
2017,Consumer,South,Greensboro,2.4581999999999997
2014,Consumer,South,Greenville,-571.9956
2015,Consumer,South,Greenville,
2016,Consumer,South,Greenville,46.59339999999998
2017,Consumer,South,Greenville,-16.34020000000001
2014,Consumer,South,Gulfport,
2015,Consumer,South,Gulfport,
2016,Consumer,South,Gulfport,
2017,Consumer,South,Gulfport,23.8581
2014,Consumer,South,Hampton,40.473
2015,Consumer,South,Hampton,205.24439999999998
2016,Consumer,South,Hampton,75.6548
2017,Consumer,South,Hampton,
2014,Consumer,South,Harrisonburg,245.0209999999999
2015,Consumer,South,Harrisonburg,
2016,Consumer,South,Harrisonburg,
2017,Consumer,South,Harrisonburg,6.9239999999999995
2014,Consumer,South,Hattiesburg,
2015,Consumer,South,Hattiesburg,
2016,Consumer,South,Hattiesburg,363.4222000000001
2017,Consumer,South,Hattiesburg,113.17920000000001
2014,Consumer,South,Henderson,
2015,Consumer,South,Henderson,280.22270000000003
2016,Consumer,South,Henderson,482.71079999999995
2017,Consumer,South,Henderson,981.8604
2014,Consumer,South,Hendersonville,
2015,Consumer,South,Hendersonville,
2016,Consumer,South,Hendersonville,
2017,Consumer,South,Hendersonville,-34.43010000000001
2014,Consumer,South,Hialeah,4.038300000000001
2015,Consumer,South,Hialeah,-1.9791000000000025
2016,Consumer,South,Hialeah,0.5435999999999996
2017,Consumer,South,Hialeah,5.138199999999999
2014,Consumer,South,Hickory,
2015,Consumer,South,Hickory,
2016,Consumer,South,Hickory,2.7143999999999995
2017,Consumer,South,Hickory,-3.8100000000000005
2014,Consumer,South,Hollywood,63.673399999999965
2015,Consumer,South,Hollywood,10.666599999999999
2016,Consumer,South,Hollywood,11.222399999999999
2017,Consumer,South,Hollywood,
2014,Consumer,South,Homestead,
2015,Consumer,South,Homestead,
2016,Consumer,South,Homestead,7.457100000000004
2017,Consumer,South,Homestead,14.871999999999998
2014,Consumer,South,Hot Springs,
2015,Consumer,South,Hot Springs,2.9989999999999988
2016,Consumer,South,Hot Springs,
2017,Consumer,South,Hot Springs,
2014,Consumer,South,Huntsville,
2015,Consumer,South,Huntsville,
2016,Consumer,South,Huntsville,27.0572
2017,Consumer,South,Huntsville,
2014,Consumer,South,Jackson,426.61369999999994
2015,Consumer,South,Jackson,
2016,Consumer,South,Jackson,614.3835000000003
2017,Consumer,South,Jackson,32.60379999999998
2014,Consumer,South,Jacksonville,-361.5462000000001
2015,Consumer,South,Jacksonville,-103.47610000000009
2016,Consumer,South,Jacksonville,137.41959999999995
2017,Consumer,South,Jacksonville,-205.47140000000007
2014,Consumer,South,Johnson City,37.39760000000001
2015,Consumer,South,Johnson City,
2016,Consumer,South,Johnson City,-45.47179999999999
2017,Consumer,South,Johnson City,19.930400000000006
2014,Consumer,South,Jonesboro,609.7289
2015,Consumer,South,Jonesboro,
2016,Consumer,South,Jonesboro,132.95399999999998
2017,Consumer,South,Jonesboro,
2014,Consumer,South,Jupiter,
2015,Consumer,South,Jupiter,
2016,Consumer,South,Jupiter,
2017,Consumer,South,Jupiter,0.15480000000000005
2014,Consumer,South,Kenner,
2015,Consumer,South,Kenner,
2016,Consumer,South,Kenner,19.797600000000003
2017,Consumer,South,Kenner,
2014,Consumer,South,Kissimmee,
2015,Consumer,South,Kissimmee,
2016,Consumer,South,Kissimmee,
2017,Consumer,South,Kissimmee,84.59819999999988
2014,Consumer,South,Knoxville,17.87160000000001
2015,Consumer,South,Knoxville,
2016,Consumer,South,Knoxville,21.576000000000008
2017,Consumer,South,Knoxville,25.96909999999998
2014,Consumer,South,Lafayette,
2015,Consumer,South,Lafayette,177.60479999999995
2016,Consumer,South,Lafayette,21.227999999999998
2017,Consumer,South,Lafayette,775.4825000000003
2014,Consumer,South,Lake Charles,21.601200000000002
2015,Consumer,South,Lake Charles,
2016,Consumer,South,Lake Charles,
2017,Consumer,South,Lake Charles,
2014,Consumer,South,Lakeland,89.99699999999999
2015,Consumer,South,Lakeland,-9.980900000000002
2016,Consumer,South,Lakeland,
2017,Consumer,South,Lakeland,
2014,Consumer,South,Lebanon,
2015,Consumer,South,Lebanon,6.372
2016,Consumer,South,Lebanon,
2017,Consumer,South,Lebanon,59.4355
2014,Consumer,South,Little Rock,238.40380000000002
2015,Consumer,South,Little Rock,
2016,Consumer,South,Little Rock,348.3501
2017,Consumer,South,Little Rock,92.93079999999999
2014,Consumer,South,Louisville,260.247
2015,Consumer,South,Louisville,354.2948
2016,Consumer,South,Louisville,42.867599999999996
2017,Consumer,South,Louisville,685.1393999999999
2014,Consumer,South,Macon,56.1248
2015,Consumer,South,Macon,27.0112
2016,Consumer,South,Macon,
2017,Consumer,South,Macon,
2014,Consumer,South,Margate,2.332799999999999
2015,Consumer,South,Margate,
2016,Consumer,South,Margate,
2017,Consumer,South,Margate,
2014,Consumer,South,Marietta,
2015,Consumer,South,Marietta,2.7071999999999994
2016,Consumer,South,Marietta,
2017,Consumer,South,Marietta,
2014,Consumer,South,Memphis,4.913799999999998
2015,Consumer,South,Memphis,-114.83880000000003
2016,Consumer,South,Memphis,-237.7280000000001
2017,Consumer,South,Memphis,-1250.6647999999996
2014,Consumer,South,Miami,-291.99399999999986
2015,Consumer,South,Miami,-273.75759999999997
2016,Consumer,South,Miami,81.40899999999999
2017,Consumer,South,Miami,136.2983
2014,Consumer,South,Miramar,
2015,Consumer,South,Miramar,
2016,Consumer,South,Miramar,
2017,Consumer,South,Miramar,55.01600000000001
2014,Consumer,South,Mobile,2.7775999999999996
2015,Consumer,South,Mobile,506.9793999999999
2016,Consumer,South,Mobile,109.37699999999998
2017,Consumer,South,Mobile,
2014,Consumer,South,Monroe,
2015,Consumer,South,Monroe,115.29400000000001
2016,Consumer,South,Monroe,31.8076
2017,Consumer,South,Monroe,266.25699999999995
2014,Consumer,South,Montgomery,3.9609
2015,Consumer,South,Montgomery,
2016,Consumer,South,Montgomery,285.7610000000001
2017,Consumer,South,Montgomery,
2014,Consumer,South,Mount Pleasant,87.35040000000004
2015,Consumer,South,Mount Pleasant,
2016,Consumer,South,Mount Pleasant,
2017,Consumer,South,Mount Pleasant,
2014,Consumer,South,Murray,
2015,Consumer,South,Murray,
2016,Consumer,South,Murray,74.8098
2017,Consumer,South,Murray,19.656000000000002
2014,Consumer,South,Nashville,49.72859999999999
2015,Consumer,South,Nashville,-964.2415
2016,Consumer,South,Nashville,65.60149999999999
2017,Consumer,South,Nashville,-272.58000000000015
2014,Consumer,South,Newport News,
2015,Consumer,South,Newport News,14.6264
2016,Consumer,South,Newport News,757.3965
2017,Consumer,South,Newport News,189.93479999999994
2014,Consumer,South,North Charleston,
2015,Consumer,South,North Charleston,5.389799999999994
2016,Consumer,South,North Charleston,
2017,Consumer,South,North Charleston,
2014,Consumer,South,North Miami,-1.8126000000000002
2015,Consumer,South,North Miami,4.8924
2016,Consumer,South,North Miami,
2017,Consumer,South,North Miami,
2014,Consumer,South,Orlando,
2015,Consumer,South,Orlando,10.895999999999987
2016,Consumer,South,Orlando,
2017,Consumer,South,Orlando,324.19559999999996
2014,Consumer,South,Ormond Beach,
2015,Consumer,South,Ormond Beach,
2016,Consumer,South,Ormond Beach,
2017,Consumer,South,Ormond Beach,-1.9656000000000002
2014,Consumer,South,Owensboro,
2015,Consumer,South,Owensboro,21.0128
2016,Consumer,South,Owensboro,
2017,Consumer,South,Owensboro,
2014,Consumer,South,Palm Coast,
2015,Consumer,South,Palm Coast,
2016,Consumer,South,Palm Coast,
2017,Consumer,South,Palm Coast,8.8624
2014,Consumer,South,Pembroke Pines,
2015,Consumer,South,Pembroke Pines,-158.05919999999998
2016,Consumer,South,Pembroke Pines,-0.20879999999999743
2017,Consumer,South,Pembroke Pines,85.81889999999997
2014,Consumer,South,Pensacola,
2015,Consumer,South,Pensacola,
2016,Consumer,South,Pensacola,-1.4760000000000004
2017,Consumer,South,Pensacola,
2014,Consumer,South,Pine Bluff,
2015,Consumer,South,Pine Bluff,
2016,Consumer,South,Pine Bluff,
2017,Consumer,South,Pine Bluff,70.20479999999999
2014,Consumer,South,Plantation,
2015,Consumer,South,Plantation,55.74699999999999
2016,Consumer,South,Plantation,
2017,Consumer,South,Plantation,
2014,Consumer,South,Port Orange,
2015,Consumer,South,Port Orange,
2016,Consumer,South,Port Orange,
2017,Consumer,South,Port Orange,2.9339999999999997
2014,Consumer,South,Port Saint Lucie,
2015,Consumer,South,Port Saint Lucie,
2016,Consumer,South,Port Saint Lucie,-2.245
2017,Consumer,South,Port Saint Lucie,0.8959999999999999
2014,Consumer,South,Raleigh,14.8718
2015,Consumer,South,Raleigh,33.75179999999999
2016,Consumer,South,Raleigh,78.56079999999999
2017,Consumer,South,Raleigh,12.177999999999983
2014,Consumer,South,Richmond,36.248599999999996
2015,Consumer,South,Richmond,380.09649999999993
2016,Consumer,South,Richmond,236.44160000000002
2017,Consumer,South,Richmond,1202.5061999999998
2014,Consumer,South,Rock Hill,3.7919999999999994
2015,Consumer,South,Rock Hill,
2016,Consumer,South,Rock Hill,
2017,Consumer,South,Rock Hill,
2014,Consumer,South,Rogers,
2015,Consumer,South,Rogers,
2016,Consumer,South,Rogers,
2017,Consumer,South,Rogers,18.5886
2014,Consumer,South,Roswell,242.90519999999998
2015,Consumer,South,Roswell,292.62579999999997
2016,Consumer,South,Roswell,
2017,Consumer,South,Roswell,
2014,Consumer,South,Saint Petersburg,3.346999999999994
2015,Consumer,South,Saint Petersburg,
2016,Consumer,South,Saint Petersburg,
2017,Consumer,South,Saint Petersburg,1.0679999999999996
2014,Consumer,South,Salem,
2015,Consumer,South,Salem,
2016,Consumer,South,Salem,9.193799999999998
2017,Consumer,South,Salem,399.3860000000001
2014,Consumer,South,Sandy Springs,
2015,Consumer,South,Sandy Springs,
2016,Consumer,South,Sandy Springs,301.0896999999999
2017,Consumer,South,Sandy Springs,
2014,Consumer,South,Smyrna,
2015,Consumer,South,Smyrna,
2016,Consumer,South,Smyrna,10.2696
2017,Consumer,South,Smyrna,12.7926
2014,Consumer,South,Southaven,76.10520000000002
2015,Consumer,South,Southaven,
2016,Consumer,South,Southaven,
2017,Consumer,South,Southaven,
2014,Consumer,South,Springfield,24.13299999999999
2015,Consumer,South,Springfield,9.772400000000001
2016,Consumer,South,Springfield,654.9610999999999
2017,Consumer,South,Springfield,59.0248
2014,Consumer,South,Suffolk,
2015,Consumer,South,Suffolk,96.3438
2016,Consumer,South,Suffolk,
2017,Consumer,South,Suffolk,
2014,Consumer,South,Tallahassee,
2015,Consumer,South,Tallahassee,-6.032399999999999
2016,Consumer,South,Tallahassee,42.7264000000001
2017,Consumer,South,Tallahassee,367.898
2014,Consumer,South,Tampa,139.35629999999998
2015,Consumer,South,Tampa,23.6881
2016,Consumer,South,Tampa,-26.732999999999997
2017,Consumer,South,Tampa,2.1736000000000004
2014,Consumer,South,Thomasville,
2015,Consumer,South,Thomasville,
2016,Consumer,South,Thomasville,33.39389999999998
2017,Consumer,South,Thomasville,
2014,Consumer,South,Virginia Beach,57.773199999999996
2015,Consumer,South,Virginia Beach,53.04389999999998
2016,Consumer,South,Virginia Beach,165.80329999999998
2017,Consumer,South,Virginia Beach,173.87549999999993
2014,Consumer,South,Warner Robins,
2015,Consumer,South,Warner Robins,
2016,Consumer,South,Warner Robins,10.465
2017,Consumer,South,Warner Robins,
2014,Consumer,South,Waynesboro,98.92980000000001
2015,Consumer,South,Waynesboro,397.94479999999993
2016,Consumer,South,Waynesboro,
2017,Consumer,South,Waynesboro,
2014,Consumer,South,West Palm Beach,
2015,Consumer,South,West Palm Beach,4.1987999999999985
2016,Consumer,South,West Palm Beach,25.2784
2017,Consumer,South,West Palm Beach,
2014,Consumer,South,Wilmington,149.94259999999997
2015,Consumer,South,Wilmington,1.4759999999999982
2016,Consumer,South,Wilmington,-2.6256000000000004
2017,Consumer,South,Wilmington,14.068599999999996
2014,Consumer,South,Wilson,
2015,Consumer,South,Wilson,15.47919999999999
2016,Consumer,South,Wilson,
2017,Consumer,South,Wilson,
2014,Consumer,South,Woodstock,104.87879999999998
2015,Consumer,South,Woodstock,
2016,Consumer,South,Woodstock,
2017,Consumer,South,Woodstock,
2014,Consumer,West,Albuquerque,2.2952999999999983
2015,Consumer,West,Albuquerque,
2016,Consumer,West,Albuquerque,
2017,Consumer,West,Albuquerque,36.2185
2014,Consumer,West,Anaheim,43.26360000000007
2015,Consumer,West,Anaheim,
2016,Consumer,West,Anaheim,295.06079999999986
2017,Consumer,West,Anaheim,65.07359999999998
2014,Consumer,West,Apple Valley,
2015,Consumer,West,Apple Valley,
2016,Consumer,West,Apple Valley,7.04899999999995
2017,Consumer,West,Apple Valley,
2014,Consumer,West,Aurora,
2015,Consumer,West,Aurora,-295.099
2016,Consumer,West,Aurora,6.693699999999993
2017,Consumer,West,Aurora,
2014,Consumer,West,Avondale,70.49819999999991
2015,Consumer,West,Avondale,5.670799999999997
2016,Consumer,West,Avondale,
2017,Consumer,West,Avondale,
2014,Consumer,West,Bakersfield,
2015,Consumer,West,Bakersfield,-13.797600000000017
2016,Consumer,West,Bakersfield,14.143999999999998
2017,Consumer,West,Bakersfield,162.90120000000002
2014,Consumer,West,Bellevue,6.2208000000000006
2015,Consumer,West,Bellevue,7.893599999999999
2016,Consumer,West,Bellevue,
2017,Consumer,West,Bellevue,13.804199999999998
