15000.Date.Variation.Date Hierarchy.Year,15000.Date.Variation.Date Hierarchy.Quarter,15000.City,Sum(15000.Volume Sold (Gallons))
2013,Qtr 2,DYERSVILLE,1.19
2013,Qtr 4,DYERSVILLE,0.59
2014,Qtr 2,DYERSVILLE,10.7
2014,Qtr 4,DYERSVILLE,3.36
2015,Qtr 2,DYERSVILLE,
2015,Qtr 4,DYERSVILLE,0.26
2012,Qtr 2,DYSART,
2012,Qtr 4,DYSART,
2013,Qtr 2,DYSART,
2013,Qtr 4,DYSART,2.38
2014,Qtr 2,DYSART,
2014,Qtr 4,DYSART,
2015,Qtr 2,DYSART,
2015,Qtr 4,DYSART,2.77
2012,Qtr 2,EAGLE GROVE,0.79
2012,Qtr 4,EAGLE GROVE,1.19
2013,Qtr 2,EAGLE GROVE,4.5600000000000005
2013,Qtr 4,EAGLE GROVE,
2014,Qtr 2,EAGLE GROVE,
2014,Qtr 4,EAGLE GROVE,2.77
2015,Qtr 2,EAGLE GROVE,
2015,Qtr 4,EAGLE GROVE,
2012,Qtr 2,EDDYVILLE,
2012,Qtr 4,EDDYVILLE,
2013,Qtr 2,EDDYVILLE,0.2
2013,Qtr 4,EDDYVILLE,
2014,Qtr 2,EDDYVILLE,
2014,Qtr 4,EDDYVILLE,
2015,Qtr 2,EDDYVILLE,
2015,Qtr 4,EDDYVILLE,
2012,Qtr 2,EDGEWOOD,0.59
2012,Qtr 4,EDGEWOOD,1.19
2013,Qtr 2,EDGEWOOD,
2013,Qtr 4,EDGEWOOD,0.79
2014,Qtr 2,EDGEWOOD,
2014,Qtr 4,EDGEWOOD,
2015,Qtr 2,EDGEWOOD,
2015,Qtr 4,EDGEWOOD,
2012,Qtr 2,ELDORA,2.38
2012,Qtr 4,ELDORA,5.74
2013,Qtr 2,ELDORA,2.77
2013,Qtr 4,ELDORA,2.77
2014,Qtr 2,ELDORA,
2014,Qtr 4,ELDORA,2.77
2015,Qtr 2,ELDORA,
2015,Qtr 4,ELDORA,3.3
2012,Qtr 2,ELDRIDGE,0.79
2012,Qtr 4,ELDRIDGE,2.77
2013,Qtr 2,ELDRIDGE,5.9399999999999995
2013,Qtr 4,ELDRIDGE,9.009999999999998
2014,Qtr 2,ELDRIDGE,5.549999999999999
2014,Qtr 4,ELDRIDGE,6.640000000000001
2015,Qtr 2,ELDRIDGE,1.51
2015,Qtr 4,ELDRIDGE,3.83
2012,Qtr 2,ELKADER,
2012,Qtr 4,ELKADER,
2013,Qtr 2,ELKADER,
2013,Qtr 4,ELKADER,
2014,Qtr 2,ELKADER,0.4
2014,Qtr 4,ELKADER,2.38
2015,Qtr 2,ELKADER,2.97
2015,Qtr 4,ELKADER,1.19
2012,Qtr 2,ELLSWORTH,
2012,Qtr 4,ELLSWORTH,2.38
2013,Qtr 2,ELLSWORTH,
2013,Qtr 4,ELLSWORTH,1.19
2014,Qtr 2,ELLSWORTH,
2014,Qtr 4,ELLSWORTH,
2015,Qtr 2,ELLSWORTH,
2015,Qtr 4,ELLSWORTH,2.77
2012,Qtr 2,ELMA,
2012,Qtr 4,ELMA,
2013,Qtr 2,ELMA,
2013,Qtr 4,ELMA,5.9399999999999995
2014,Qtr 2,ELMA,
2014,Qtr 4,ELMA,
2015,Qtr 2,ELMA,
2015,Qtr 4,ELMA,
2012,Qtr 2,ELY,
2012,Qtr 4,ELY,2.38
2013,Qtr 2,ELY,
2013,Qtr 4,ELY,
2014,Qtr 2,ELY,
2014,Qtr 4,ELY,2.38
2015,Qtr 2,ELY,
2015,Qtr 4,ELY,
2012,Qtr 2,EMMETSBURG,2.04
2012,Qtr 4,EMMETSBURG,4.28
2013,Qtr 2,EMMETSBURG,4.35
2013,Qtr 4,EMMETSBURG,5.15
2014,Qtr 2,EMMETSBURG,1.92
2014,Qtr 4,EMMETSBURG,10.44
2015,Qtr 2,EMMETSBURG,4.03
2015,Qtr 4,EMMETSBURG,0.4
2012,Qtr 2,ESTHERVILLE,11.889999999999999
2012,Qtr 4,ESTHERVILLE,0.4
2013,Qtr 2,ESTHERVILLE,
2013,Qtr 4,ESTHERVILLE,3.17
2014,Qtr 2,ESTHERVILLE,
2014,Qtr 4,ESTHERVILLE,5.15
2015,Qtr 2,ESTHERVILLE,0.2
2015,Qtr 4,ESTHERVILLE,3.04
2012,Qtr 2,EVANSDALE,17.439999999999998
2012,Qtr 4,EVANSDALE,0.4
2013,Qtr 2,EVANSDALE,3.96
2013,Qtr 4,EVANSDALE,5.41
2014,Qtr 2,EVANSDALE,2.88
2014,Qtr 4,EVANSDALE,0.99
2015,Qtr 2,EVANSDALE,
2015,Qtr 4,EVANSDALE,7.529999999999999
2012,Qtr 2,EXIRA,1.19
2012,Qtr 4,EXIRA,1.19
2013,Qtr 2,EXIRA,
2013,Qtr 4,EXIRA,
2014,Qtr 2,EXIRA,
2014,Qtr 4,EXIRA,
2015,Qtr 2,EXIRA,2.38
2015,Qtr 4,EXIRA,
2012,Qtr 2,FAIRBANK,
2012,Qtr 4,FAIRBANK,
2013,Qtr 2,FAIRBANK,0.59
2013,Qtr 4,FAIRBANK,
2014,Qtr 2,FAIRBANK,
2014,Qtr 4,FAIRBANK,0.59
2015,Qtr 2,FAIRBANK,
2015,Qtr 4,FAIRBANK,0.59
2012,Qtr 2,FAIRFIELD,4.76
2012,Qtr 4,FAIRFIELD,8.719999999999999
2013,Qtr 2,FAIRFIELD,2.8
2013,Qtr 4,FAIRFIELD,7.92
2014,Qtr 2,FAIRFIELD,2.6399999999999997
2014,Qtr 4,FAIRFIELD,7.89
2015,Qtr 2,FAIRFIELD,3.76
2015,Qtr 4,FAIRFIELD,7.53
2012,Qtr 2,FARLEY,
2012,Qtr 4,FARLEY,
2013,Qtr 2,FARLEY,
2013,Qtr 4,FARLEY,
2014,Qtr 2,FARLEY,
2014,Qtr 4,FARLEY,
2015,Qtr 2,FARLEY,1.19
2015,Qtr 4,FARLEY,2.38
2012,Qtr 2,FAYETTE,
2012,Qtr 4,FAYETTE,
2013,Qtr 2,FAYETTE,
2013,Qtr 4,FAYETTE,1.19
2014,Qtr 2,FAYETTE,
2014,Qtr 4,FAYETTE,
2015,Qtr 2,FAYETTE,2.38
2015,Qtr 4,FAYETTE,
2012,Qtr 2,FLOYD,
2012,Qtr 4,FLOYD,
2013,Qtr 2,FLOYD,
2013,Qtr 4,FLOYD,0.79
2014,Qtr 2,FLOYD,0.53
2014,Qtr 4,FLOYD,
2015,Qtr 2,FLOYD,
2015,Qtr 4,FLOYD,0.2
2012,Qtr 2,FONTANELLE,
2012,Qtr 4,FONTANELLE,
2013,Qtr 2,FONTANELLE,
2013,Qtr 4,FONTANELLE,
2014,Qtr 2,FONTANELLE,
2014,Qtr 4,FONTANELLE,3.57
2015,Qtr 2,FONTANELLE,
2015,Qtr 4,FONTANELLE,
2012,Qtr 2,FOREST CITY,5.9399999999999995
2012,Qtr 4,FOREST CITY,11.489999999999998
2013,Qtr 2,FOREST CITY,
2013,Qtr 4,FOREST CITY,3.17
2014,Qtr 2,FOREST CITY,6.34
2014,Qtr 4,FOREST CITY,
2015,Qtr 2,FOREST CITY,11.89
2015,Qtr 4,FOREST CITY,3.17
2012,Qtr 2,FORT ATKINSON,
2012,Qtr 4,FORT ATKINSON,
2013,Qtr 2,FORT ATKINSON,3.17
2013,Qtr 4,FORT ATKINSON,0.85
2014,Qtr 2,FORT ATKINSON,0.59
2014,Qtr 4,FORT ATKINSON,
2015,Qtr 2,FORT ATKINSON,2.38
2015,Qtr 4,FORT ATKINSON,5.55
2012,Qtr 2,FORT DODGE,11.5
2012,Qtr 4,FORT DODGE,32.7
2013,Qtr 2,FORT DODGE,19.869999999999997
2013,Qtr 4,FORT DODGE,33.68
2014,Qtr 2,FORT DODGE,31.179999999999996
2014,Qtr 4,FORT DODGE,23.179999999999996
2015,Qtr 2,FORT DODGE,10.1
2015,Qtr 4,FORT DODGE,15.809999999999999
2012,Qtr 2,FORT MADISON,1.9900000000000002
2012,Qtr 4,FORT MADISON,3.1799999999999997
2013,Qtr 2,FORT MADISON,10.57
2013,Qtr 4,FORT MADISON,8.059999999999999
2014,Qtr 2,FORT MADISON,2.87
2014,Qtr 4,FORT MADISON,11.21
2015,Qtr 2,FORT MADISON,8.33
2015,Qtr 4,FORT MADISON,7.62
2012,Qtr 2,FREDERICKSBURG,
2012,Qtr 4,FREDERICKSBURG,3.17
2013,Qtr 2,FREDERICKSBURG,0.79
2013,Qtr 4,FREDERICKSBURG,
2014,Qtr 2,FREDERICKSBURG,
2014,Qtr 4,FREDERICKSBURG,3.36
2015,Qtr 2,FREDERICKSBURG,
2015,Qtr 4,FREDERICKSBURG,
2012,Qtr 2,GARNER,
2012,Qtr 4,GARNER,2.77
2013,Qtr 2,GARNER,2.38
2013,Qtr 4,GARNER,
2014,Qtr 2,GARNER,
2014,Qtr 4,GARNER,
2015,Qtr 2,GARNER,5.54
2015,Qtr 4,GARNER,
2012,Qtr 2,GEORGE,
2012,Qtr 4,GEORGE,
2013,Qtr 2,GEORGE,
2013,Qtr 4,GEORGE,0.53
2014,Qtr 2,GEORGE,
2014,Qtr 4,GEORGE,
2015,Qtr 2,GEORGE,
2015,Qtr 4,GEORGE,
2012,Qtr 2,GLADBROOK,
2012,Qtr 4,GLADBROOK,5.41
2013,Qtr 2,GLADBROOK,
2013,Qtr 4,GLADBROOK,2.38
2014,Qtr 2,GLADBROOK,
2014,Qtr 4,GLADBROOK,0.26
2015,Qtr 2,GLADBROOK,
2015,Qtr 4,GLADBROOK,
2012,Qtr 2,GLENWOOD,
2012,Qtr 4,GLENWOOD,11.1
2013,Qtr 2,GLENWOOD,4.76
2013,Qtr 4,GLENWOOD,2.38
2014,Qtr 2,GLENWOOD,2.38
2014,Qtr 4,GLENWOOD,5.55
2015,Qtr 2,GLENWOOD,5.9399999999999995
2015,Qtr 4,GLENWOOD,8.709999999999999
2012,Qtr 2,GOWRIE,
2012,Qtr 4,GOWRIE,0.4
2013,Qtr 2,GOWRIE,
2013,Qtr 4,GOWRIE,
2014,Qtr 2,GOWRIE,1.32
2014,Qtr 4,GOWRIE,
2015,Qtr 2,GOWRIE,
2015,Qtr 4,GOWRIE,
2012,Qtr 2,GRAETTINGER,
2012,Qtr 4,GRAETTINGER,
2013,Qtr 2,GRAETTINGER,
2013,Qtr 4,GRAETTINGER,3.17
2014,Qtr 2,GRAETTINGER,
2014,Qtr 4,GRAETTINGER,
2015,Qtr 2,GRAETTINGER,0.59
2015,Qtr 4,GRAETTINGER,
2012,Qtr 2,GRAND JUNCTION,
2012,Qtr 4,GRAND JUNCTION,1.19
2013,Qtr 2,GRAND JUNCTION,
2013,Qtr 4,GRAND JUNCTION,
2014,Qtr 2,GRAND JUNCTION,
2014,Qtr 4,GRAND JUNCTION,
2015,Qtr 2,GRAND JUNCTION,
2015,Qtr 4,GRAND JUNCTION,1.32
2012,Qtr 2,GRANGER,
2012,Qtr 4,GRANGER,
2013,Qtr 2,GRANGER,
2013,Qtr 4,GRANGER,
2014,Qtr 2,GRANGER,0.59
2014,Qtr 4,GRANGER,
2015,Qtr 2,GRANGER,
2015,Qtr 4,GRANGER,
2012,Qtr 2,GREENE,
2012,Qtr 4,GREENE,
2013,Qtr 2,GREENE,
2013,Qtr 4,GREENE,2.77
2014,Qtr 2,GREENE,
2014,Qtr 4,GREENE,3.96
2015,Qtr 2,GREENE,2.38
2015,Qtr 4,GREENE,
2012,Qtr 2,GREENFIELD,
2012,Qtr 4,GREENFIELD,0.4
2013,Qtr 2,GREENFIELD,
2013,Qtr 4,GREENFIELD,
2014,Qtr 2,GREENFIELD,
2014,Qtr 4,GREENFIELD,
2015,Qtr 2,GREENFIELD,0.2
2015,Qtr 4,GREENFIELD,
2012,Qtr 2,GRIMES,21.53
2012,Qtr 4,GRIMES,6.01
2013,Qtr 2,GRIMES,5.16
2013,Qtr 4,GRIMES,13.580000000000002
2014,Qtr 2,GRIMES,9.51
2014,Qtr 4,GRIMES,4.04
2015,Qtr 2,GRIMES,2.77
2015,Qtr 4,GRIMES,0.26
2012,Qtr 2,GRINNELL,11.069999999999999
2012,Qtr 4,GRINNELL,7.999999999999999
2013,Qtr 2,GRINNELL,3.62
2013,Qtr 4,GRINNELL,5.9399999999999995
2014,Qtr 2,GRINNELL,1.78
2014,Qtr 4,GRINNELL,4.79
2015,Qtr 2,GRINNELL,8.39
2015,Qtr 4,GRINNELL,1.6099999999999999
2012,Qtr 2,GRISWOLD,
2012,Qtr 4,GRISWOLD,2.41
2013,Qtr 2,GRISWOLD,
2013,Qtr 4,GRISWOLD,
2014,Qtr 2,GRISWOLD,
2014,Qtr 4,GRISWOLD,
2015,Qtr 2,GRISWOLD,
2015,Qtr 4,GRISWOLD,
2012,Qtr 2,GRUNDY CENTER,1.85
2012,Qtr 4,GRUNDY CENTER,0.5
2013,Qtr 2,GRUNDY CENTER,
2013,Qtr 4,GRUNDY CENTER,
2014,Qtr 2,GRUNDY CENTER,
2014,Qtr 4,GRUNDY CENTER,
2015,Qtr 2,GRUNDY CENTER,3.37
2015,Qtr 4,GRUNDY CENTER,2.46
2012,Qtr 2,GUTHRIE CENTER,
2012,Qtr 4,GUTHRIE CENTER,0.59
2013,Qtr 2,GUTHRIE CENTER,
2013,Qtr 4,GUTHRIE CENTER,5.54
2014,Qtr 2,GUTHRIE CENTER,
2014,Qtr 4,GUTHRIE CENTER,3.6599999999999997
2015,Qtr 2,GUTHRIE CENTER,
2015,Qtr 4,GUTHRIE CENTER,
2012,Qtr 2,GUTTENBERG,2.98
2012,Qtr 4,GUTTENBERG,8.52
2013,Qtr 2,GUTTENBERG,3.17
2013,Qtr 4,GUTTENBERG,8.52
2014,Qtr 2,GUTTENBERG,2.77
2014,Qtr 4,GUTTENBERG,
2015,Qtr 2,GUTTENBERG,6.13
2015,Qtr 4,GUTTENBERG,0.92
2012,Qtr 2,HAMBURG,
2012,Qtr 4,HAMBURG,
2013,Qtr 2,HAMBURG,1.19
2013,Qtr 4,HAMBURG,2.77
2014,Qtr 2,HAMBURG,
2014,Qtr 4,HAMBURG,
2015,Qtr 2,HAMBURG,
2015,Qtr 4,HAMBURG,
2012,Qtr 2,HAMPTON,5.88
2012,Qtr 4,HAMPTON,6.34
2013,Qtr 2,HAMPTON,8.12
2013,Qtr 4,HAMPTON,3.17
2014,Qtr 2,HAMPTON,2.97
2014,Qtr 4,HAMPTON,3.83
2015,Qtr 2,HAMPTON,1.32
2015,Qtr 4,HAMPTON,0.46
2012,Qtr 2,HARLAN,3.73
2012,Qtr 4,HARLAN,0.4
2013,Qtr 2,HARLAN,3.7
2013,Qtr 4,HARLAN,8.33
2014,Qtr 2,HARLAN,4.09
2014,Qtr 4,HARLAN,10.89
2015,Qtr 2,HARLAN,6.07
2015,Qtr 4,HARLAN,3.17
2012,Qtr 2,HARPERS FERRY,
2012,Qtr 4,HARPERS FERRY,
2013,Qtr 2,HARPERS FERRY,
2013,Qtr 4,HARPERS FERRY,
2014,Qtr 2,HARPERS FERRY,
2014,Qtr 4,HARPERS FERRY,
2015,Qtr 2,HARPERS FERRY,0.2
2015,Qtr 4,HARPERS FERRY,
2012,Qtr 2,HARTLEY,
2012,Qtr 4,HARTLEY,6.07
2013,Qtr 2,HARTLEY,
2013,Qtr 4,HARTLEY,1.38
2014,Qtr 2,HARTLEY,0.79
2014,Qtr 4,HARTLEY,0.79
2015,Qtr 2,HARTLEY,0.4
2015,Qtr 4,HARTLEY,0.13
2012,Qtr 2,HAWARDEN,
2012,Qtr 4,HAWARDEN,3.17
2013,Qtr 2,HAWARDEN,5.54
2013,Qtr 4,HAWARDEN,2.77
2014,Qtr 2,HAWARDEN,
2014,Qtr 4,HAWARDEN,6.34
2015,Qtr 2,HAWARDEN,
2015,Qtr 4,HAWARDEN,
2012,Qtr 2,HIAWATHA,2.94
2012,Qtr 4,HIAWATHA,
2013,Qtr 2,HIAWATHA,
2013,Qtr 4,HIAWATHA,1.19
2014,Qtr 2,HIAWATHA,2.38
2014,Qtr 4,HIAWATHA,4.35
2015,Qtr 2,HIAWATHA,1.19
2015,Qtr 4,HIAWATHA,2.77
2012,Qtr 2,HOLSTEIN,2.54
2012,Qtr 4,HOLSTEIN,2.38
2013,Qtr 2,HOLSTEIN,3.17
2013,Qtr 4,HOLSTEIN,
2014,Qtr 2,HOLSTEIN,
2014,Qtr 4,HOLSTEIN,1.78
2015,Qtr 2,HOLSTEIN,7.65
2015,Qtr 4,HOLSTEIN,4.75
2012,Qtr 2,HUBBARD,
2012,Qtr 4,HUBBARD,
2013,Qtr 2,HUBBARD,
2013,Qtr 4,HUBBARD,
2014,Qtr 2,HUBBARD,0.4
2014,Qtr 4,HUBBARD,
2015,Qtr 2,HUBBARD,
2015,Qtr 4,HUBBARD,
2012,Qtr 2,HUDSON,
2012,Qtr 4,HUDSON,
2013,Qtr 2,HUDSON,0.4
2013,Qtr 4,HUDSON,
2014,Qtr 2,HUDSON,
2014,Qtr 4,HUDSON,
2015,Qtr 2,HUDSON,
2015,Qtr 4,HUDSON,
2012,Qtr 2,HUMBOLDT,3.17
2012,Qtr 4,HUMBOLDT,18.090000000000003
2013,Qtr 2,HUMBOLDT,
2013,Qtr 4,HUMBOLDT,2.9699999999999998
2014,Qtr 2,HUMBOLDT,6.529999999999999
2014,Qtr 4,HUMBOLDT,3.17
2015,Qtr 2,HUMBOLDT,2.9699999999999998
2015,Qtr 4,HUMBOLDT,1.18
2012,Qtr 2,HUXLEY,
2012,Qtr 4,HUXLEY,
2013,Qtr 2,HUXLEY,
2013,Qtr 4,HUXLEY,
2014,Qtr 2,HUXLEY,
2014,Qtr 4,HUXLEY,
2015,Qtr 2,HUXLEY,0.79
2015,Qtr 4,HUXLEY,0.59
2012,Qtr 2,IDA GROVE,1.19
2012,Qtr 4,IDA GROVE,0.59
2013,Qtr 2,IDA GROVE,
2013,Qtr 4,IDA GROVE,0.2
2014,Qtr 2,IDA GROVE,3.17
2014,Qtr 4,IDA GROVE,
2015,Qtr 2,IDA GROVE,0.59
2015,Qtr 4,IDA GROVE,2.38
2012,Qtr 2,INDEPENDENCE,9.64
2012,Qtr 4,INDEPENDENCE,3.63
2013,Qtr 2,INDEPENDENCE,5.88
2013,Qtr 4,INDEPENDENCE,11.559999999999999
2014,Qtr 2,INDEPENDENCE,0.59
2014,Qtr 4,INDEPENDENCE,3.77
2015,Qtr 2,INDEPENDENCE,2.58
2015,Qtr 4,INDEPENDENCE,8.13
2012,Qtr 2,INDIANOLA,5.6899999999999995
2012,Qtr 4,INDIANOLA,10.27
2013,Qtr 2,INDIANOLA,13.549999999999999
2013,Qtr 4,INDIANOLA,19.18
2014,Qtr 2,INDIANOLA,10.7
2014,Qtr 4,INDIANOLA,0.73
2015,Qtr 2,INDIANOLA,0.2
2015,Qtr 4,INDIANOLA,7.3
2012,Qtr 2,INWOOD,
2012,Qtr 4,INWOOD,
2013,Qtr 2,INWOOD,2.38
2013,Qtr 4,INWOOD,
2014,Qtr 2,INWOOD,0.3
2014,Qtr 4,INWOOD,1.5499999999999998
2015,Qtr 2,INWOOD,0.4
2015,Qtr 4,INWOOD,
2012,Qtr 2,IOWA CITY,118.19999999999997
2012,Qtr 4,IOWA CITY,108.85999999999997
2013,Qtr 2,IOWA CITY,110.66999999999997
2013,Qtr 4,IOWA CITY,119.67999999999998
2014,Qtr 2,IOWA CITY,59.91000000000003
2014,Qtr 4,IOWA CITY,161.21999999999994
2015,Qtr 2,IOWA CITY,77.02999999999997
2015,Qtr 4,IOWA CITY,26.279999999999998
2012,Qtr 2,IOWA FALLS,7.93
2012,Qtr 4,IOWA FALLS,8.129999999999999
2013,Qtr 2,IOWA FALLS,3.57
2013,Qtr 4,IOWA FALLS,7.92
2014,Qtr 2,IOWA FALLS,6.34
2014,Qtr 4,IOWA FALLS,9.91
2015,Qtr 2,IOWA FALLS,21.39
2015,Qtr 4,IOWA FALLS,8.33
2012,Qtr 2,IRETON,
2012,Qtr 4,IRETON,
2013,Qtr 2,IRETON,
2013,Qtr 4,IRETON,
2014,Qtr 2,IRETON,
2014,Qtr 4,IRETON,3.17
2015,Qtr 2,IRETON,
2015,Qtr 4,IRETON,
2012,Qtr 2,JEFFERSON,1.02
2012,Qtr 4,JEFFERSON,7.85
2013,Qtr 2,JEFFERSON,1.19
2013,Qtr 4,JEFFERSON,0.5
2014,Qtr 2,JEFFERSON,7.7299999999999995
2014,Qtr 4,JEFFERSON,
2015,Qtr 2,JEFFERSON,0.92
2015,Qtr 4,JEFFERSON,6.13
2012,Qtr 2,JESUP,
2012,Qtr 4,JESUP,
2013,Qtr 2,JESUP,0.53
2013,Qtr 4,JESUP,
2014,Qtr 2,JESUP,
2014,Qtr 4,JESUP,0.79
2015,Qtr 2,JESUP,0.53
2015,Qtr 4,JESUP,0.59
2012,Qtr 2,JEWELL,2.38
2012,Qtr 4,JEWELL,
2013,Qtr 2,JEWELL,
2013,Qtr 4,JEWELL,
2014,Qtr 2,JEWELL,
2014,Qtr 4,JEWELL,0.8899999999999999
2015,Qtr 2,JEWELL,
2015,Qtr 4,JEWELL,0.79
2012,Qtr 2,JOHNSTON,5.9399999999999995
2012,Qtr 4,JOHNSTON,18.009999999999998
2013,Qtr 2,JOHNSTON,7.799999999999999
2013,Qtr 4,JOHNSTON,15.379999999999999
2014,Qtr 2,JOHNSTON,4.82
2014,Qtr 4,JOHNSTON,6.459999999999999
2015,Qtr 2,JOHNSTON,9.97
2015,Qtr 4,JOHNSTON,11.11
2012,Qtr 2,KELLOG,
2012,Qtr 4,KELLOG,0.42
2013,Qtr 2,KELLOG,
2013,Qtr 4,KELLOG,0.59
2014,Qtr 2,KELLOG,
2014,Qtr 4,KELLOG,
2015,Qtr 2,KELLOG,
2015,Qtr 4,KELLOG,
2012,Qtr 2,KEOKUK,6.409999999999999
2012,Qtr 4,KEOKUK,19.009999999999998
2013,Qtr 2,KEOKUK,15.649999999999999
2013,Qtr 4,KEOKUK,13.139999999999999
2014,Qtr 2,KEOKUK,10.05
2014,Qtr 4,KEOKUK,29.689999999999998
2015,Qtr 2,KEOKUK,7.5600000000000005
2015,Qtr 4,KEOKUK,9.52
2012,Qtr 2,KEOSAUQUA,
2012,Qtr 4,KEOSAUQUA,0.4
2013,Qtr 2,KEOSAUQUA,
2013,Qtr 4,KEOSAUQUA,0.4
2014,Qtr 2,KEOSAUQUA,3.7
2014,Qtr 4,KEOSAUQUA,3.4699999999999998
2015,Qtr 2,KEOSAUQUA,
2015,Qtr 4,KEOSAUQUA,
2012,Qtr 2,KEOTA,
2012,Qtr 4,KEOTA,1.39
2013,Qtr 2,KEOTA,1.19
2013,Qtr 4,KEOTA,2.77
2014,Qtr 2,KEOTA,
2014,Qtr 4,KEOTA,
2015,Qtr 2,KEOTA,
2015,Qtr 4,KEOTA,
2012,Qtr 2,KINGSLEY,2.77
2012,Qtr 4,KINGSLEY,
2013,Qtr 2,KINGSLEY,
2013,Qtr 4,KINGSLEY,
2014,Qtr 2,KINGSLEY,
2014,Qtr 4,KINGSLEY,
2015,Qtr 2,KINGSLEY,
2015,Qtr 4,KINGSLEY,
2012,Qtr 2,KNOXVILLE,6.65
2012,Qtr 4,KNOXVILLE,7.96
2013,Qtr 2,KNOXVILLE,1.65
2013,Qtr 4,KNOXVILLE,7.13
2014,Qtr 2,KNOXVILLE,6.4399999999999995
2014,Qtr 4,KNOXVILLE,1.1500000000000001
2015,Qtr 2,KNOXVILLE,9.96
2015,Qtr 4,KNOXVILLE,8.36
2012,Qtr 2,LA PORTE CITY,0.79
2012,Qtr 4,LA PORTE CITY,0.8
2013,Qtr 2,LA PORTE CITY,
2013,Qtr 4,LA PORTE CITY,0.53
2014,Qtr 2,LA PORTE CITY,0.1
2014,Qtr 4,LA PORTE CITY,
2015,Qtr 2,LA PORTE CITY,0.92
2015,Qtr 4,LA PORTE CITY,0.4
2012,Qtr 2,LAKE CITY,4.35
2012,Qtr 4,LAKE CITY,2.77
2013,Qtr 2,LAKE CITY,
2013,Qtr 4,LAKE CITY,3.17
2014,Qtr 2,LAKE CITY,0.59
2014,Qtr 4,LAKE CITY,
2015,Qtr 2,LAKE CITY,0.59
2015,Qtr 4,LAKE CITY,
2012,Qtr 2,LAKE MILLS,
2012,Qtr 4,LAKE MILLS,3.17
2013,Qtr 2,LAKE MILLS,3.3000000000000003
2013,Qtr 4,LAKE MILLS,
2014,Qtr 2,LAKE MILLS,3.17
2014,Qtr 4,LAKE MILLS,
2015,Qtr 2,LAKE MILLS,0.93
2015,Qtr 4,LAKE MILLS,
2012,Qtr 2,LAKE PARK,
2012,Qtr 4,LAKE PARK,
2013,Qtr 2,LAKE PARK,
2013,Qtr 4,LAKE PARK,
2014,Qtr 2,LAKE PARK,
2014,Qtr 4,LAKE PARK,4.16
2015,Qtr 2,LAKE PARK,
2015,Qtr 4,LAKE PARK,
2012,Qtr 2,LAKE VIEW,10.86
2012,Qtr 4,LAKE VIEW,
2013,Qtr 2,LAKE VIEW,2.77
2013,Qtr 4,LAKE VIEW,
2014,Qtr 2,LAKE VIEW,1.39
2014,Qtr 4,LAKE VIEW,
2015,Qtr 2,LAKE VIEW,6.34
2015,Qtr 4,LAKE VIEW,3.4299999999999997
2012,Qtr 2,LAMONI,0.16
2012,Qtr 4,LAMONI,
2013,Qtr 2,LAMONI,0.2
2013,Qtr 4,LAMONI,2.77
2014,Qtr 2,LAMONI,0.2
2014,Qtr 4,LAMONI,
2015,Qtr 2,LAMONI,0.2
2015,Qtr 4,LAMONI,2.77
2012,Qtr 2,LANSING,0.92
2012,Qtr 4,LANSING,
2013,Qtr 2,LANSING,0.5700000000000001
2013,Qtr 4,LANSING,0.26
2014,Qtr 2,LANSING,1.19
2014,Qtr 4,LANSING,2.78
2015,Qtr 2,LANSING,1.19
2015,Qtr 4,LANSING,0.5
2012,Qtr 2,LARCHWOOD,3.17
2012,Qtr 4,LARCHWOOD,2.77
2013,Qtr 2,LARCHWOOD,
2013,Qtr 4,LARCHWOOD,0.59
2014,Qtr 2,LARCHWOOD,2.38
2014,Qtr 4,LARCHWOOD,
2015,Qtr 2,LARCHWOOD,
2015,Qtr 4,LARCHWOOD,5.08
2012,Qtr 2,LATIMER,
2012,Qtr 4,LATIMER,
2013,Qtr 2,LATIMER,
2013,Qtr 4,LATIMER,
2014,Qtr 2,LATIMER,
2014,Qtr 4,LATIMER,
2015,Qtr 2,LATIMER,1.19
2015,Qtr 4,LATIMER,
2012,Qtr 2,LAURENS,
2012,Qtr 4,LAURENS,1.19
2013,Qtr 2,LAURENS,1.39
2013,Qtr 4,LAURENS,
2014,Qtr 2,LAURENS,0.59
2014,Qtr 4,LAURENS,
2015,Qtr 2,LAURENS,
2015,Qtr 4,LAURENS,
2012,Qtr 2,LAWLER,
2012,Qtr 4,LAWLER,
2013,Qtr 2,LAWLER,
2013,Qtr 4,LAWLER,
2014,Qtr 2,LAWLER,6.34
2014,Qtr 4,LAWLER,
2015,Qtr 2,LAWLER,
2015,Qtr 4,LAWLER,
2012,Qtr 2,LE CLAIRE,0.6000000000000001
2012,Qtr 4,LE CLAIRE,2.97
2013,Qtr 2,LE CLAIRE,
2013,Qtr 4,LE CLAIRE,
2014,Qtr 2,LE CLAIRE,
2014,Qtr 4,LE CLAIRE,
2015,Qtr 2,LE CLAIRE,
2015,Qtr 4,LE CLAIRE,0.59
2012,Qtr 2,LE GRAND,
2012,Qtr 4,LE GRAND,
2013,Qtr 2,LE GRAND,
2013,Qtr 4,LE GRAND,0.1
2014,Qtr 2,LE GRAND,0.13
2014,Qtr 4,LE GRAND,3.23
2015,Qtr 2,LE GRAND,
2015,Qtr 4,LE GRAND,
2012,Qtr 2,LE MARS,6.4
2012,Qtr 4,LE MARS,
