Category,Subcategory,Fiscal Year,Fiscal Quarter,Channel,Value Column Name,Value
"Components","Wheels","FY2019","FY2019 Q4","Reseller","Sales Amount - Unit Price","163638.35319999998"
"Components","Wheels","FY2019","FY2019 Q4","Reseller","(Sales Amount - Unit Price)%","1322.2296908356052"
"Components","Wheels","FY2019","FY2019 Q4","Reseller","Total Sales","933216056.6900003"
"Components","Wheels","FY2020","FY2020 Q1","Internet","Unit Price",
"Components","Wheels","FY2020","FY2020 Q1","Internet","Sales Amount",
"Components","Wheels","FY2020","FY2020 Q1","Internet","Sales Amount - Unit Price",
"Components","Wheels","FY2020","FY2020 Q1","Internet","(Sales Amount - Unit Price)%",
"Components","Wheels","FY2020","FY2020 Q1","Internet","Total Sales",
"Components","Wheels","FY2020","FY2020 Q1","Reseller","Unit Price",
"Components","Wheels","FY2020","FY2020 Q1","Reseller","Sales Amount",
"Components","Wheels","FY2020","FY2020 Q1","Reseller","Sales Amount - Unit Price",
"Components","Wheels","FY2020","FY2020 Q1","Reseller","(Sales Amount - Unit Price)%",
"Components","Wheels","FY2020","FY2020 Q1","Reseller","Total Sales",
"Components","Wheels","FY2020","FY2020 Q2","Internet","Unit Price",
"Components","Wheels","FY2020","FY2020 Q2","Internet","Sales Amount",
"Components","Wheels","FY2020","FY2020 Q2","Internet","Sales Amount - Unit Price",
"Components","Wheels","FY2020","FY2020 Q2","Internet","(Sales Amount - Unit Price)%",
"Components","Wheels","FY2020","FY2020 Q2","Internet","Total Sales",
"Components","Wheels","FY2020","FY2020 Q2","Reseller","Unit Price",
"Components","Wheels","FY2020","FY2020 Q2","Reseller","Sales Amount",
"Components","Wheels","FY2020","FY2020 Q2","Reseller","Sales Amount - Unit Price",
"Components","Wheels","FY2020","FY2020 Q2","Reseller","(Sales Amount - Unit Price)%",
"Components","Wheels","FY2020","FY2020 Q2","Reseller","Total Sales",
"Components","Wheels","FY2020","FY2020 Q3","Internet","Unit Price",
"Components","Wheels","FY2020","FY2020 Q3","Internet","Sales Amount",
"Components","Wheels","FY2020","FY2020 Q3","Internet","Sales Amount - Unit Price",
"Components","Wheels","FY2020","FY2020 Q3","Internet","(Sales Amount - Unit Price)%",
"Components","Wheels","FY2020","FY2020 Q3","Internet","Total Sales",
"Components","Wheels","FY2020","FY2020 Q3","Reseller","Unit Price",
"Components","Wheels","FY2020","FY2020 Q3","Reseller","Sales Amount",
"Components","Wheels","FY2020","FY2020 Q3","Reseller","Sales Amount - Unit Price",
"Components","Wheels","FY2020","FY2020 Q3","Reseller","(Sales Amount - Unit Price)%",
"Components","Wheels","FY2020","FY2020 Q3","Reseller","Total Sales",
"Components","Wheels","FY2020","FY2020 Q4","Internet","Unit Price",
"Components","Wheels","FY2020","FY2020 Q4","Internet","Sales Amount",
"Components","Wheels","FY2020","FY2020 Q4","Internet","Sales Amount - Unit Price",
"Components","Wheels","FY2020","FY2020 Q4","Internet","(Sales Amount - Unit Price)%",
"Components","Wheels","FY2020","FY2020 Q4","Internet","Total Sales",
"Components","Wheels","FY2020","FY2020 Q4","Reseller","Unit Price",
"Components","Wheels","FY2020","FY2020 Q4","Reseller","Sales Amount",
"Components","Wheels","FY2020","FY2020 Q4","Reseller","Sales Amount - Unit Price",
"Components","Wheels","FY2020","FY2020 Q4","Reseller","(Sales Amount - Unit Price)%",
"Components","Wheels","FY2020","FY2020 Q4","Reseller","Total Sales",
"Components","Cranksets","FY2018","FY2018 Q1","Internet","Unit Price",
"Components","Cranksets","FY2018","FY2018 Q1","Internet","Sales Amount",
"Components","Cranksets","FY2018","FY2018 Q1","Internet","Sales Amount - Unit Price",
"Components","Cranksets","FY2018","FY2018 Q1","Internet","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2018","FY2018 Q1","Internet","Total Sales",
"Components","Cranksets","FY2018","FY2018 Q1","Reseller","Unit Price",
"Components","Cranksets","FY2018","FY2018 Q1","Reseller","Sales Amount",
"Components","Cranksets","FY2018","FY2018 Q1","Reseller","Sales Amount - Unit Price",
"Components","Cranksets","FY2018","FY2018 Q1","Reseller","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2018","FY2018 Q1","Reseller","Total Sales",
"Components","Cranksets","FY2018","FY2018 Q2","Internet","Unit Price",
"Components","Cranksets","FY2018","FY2018 Q2","Internet","Sales Amount",
"Components","Cranksets","FY2018","FY2018 Q2","Internet","Sales Amount - Unit Price",
"Components","Cranksets","FY2018","FY2018 Q2","Internet","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2018","FY2018 Q2","Internet","Total Sales",
"Components","Cranksets","FY2018","FY2018 Q2","Reseller","Unit Price",
"Components","Cranksets","FY2018","FY2018 Q2","Reseller","Sales Amount",
"Components","Cranksets","FY2018","FY2018 Q2","Reseller","Sales Amount - Unit Price",
"Components","Cranksets","FY2018","FY2018 Q2","Reseller","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2018","FY2018 Q2","Reseller","Total Sales",
"Components","Cranksets","FY2018","FY2018 Q3","Internet","Unit Price",
"Components","Cranksets","FY2018","FY2018 Q3","Internet","Sales Amount",
"Components","Cranksets","FY2018","FY2018 Q3","Internet","Sales Amount - Unit Price",
"Components","Cranksets","FY2018","FY2018 Q3","Internet","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2018","FY2018 Q3","Internet","Total Sales",
"Components","Cranksets","FY2018","FY2018 Q3","Reseller","Unit Price",
"Components","Cranksets","FY2018","FY2018 Q3","Reseller","Sales Amount",
"Components","Cranksets","FY2018","FY2018 Q3","Reseller","Sales Amount - Unit Price",
"Components","Cranksets","FY2018","FY2018 Q3","Reseller","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2018","FY2018 Q3","Reseller","Total Sales",
"Components","Cranksets","FY2018","FY2018 Q4","Internet","Unit Price",
"Components","Cranksets","FY2018","FY2018 Q4","Internet","Sales Amount",
"Components","Cranksets","FY2018","FY2018 Q4","Internet","Sales Amount - Unit Price",
"Components","Cranksets","FY2018","FY2018 Q4","Internet","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2018","FY2018 Q4","Internet","Total Sales",
"Components","Cranksets","FY2018","FY2018 Q4","Reseller","Unit Price",
"Components","Cranksets","FY2018","FY2018 Q4","Reseller","Sales Amount",
"Components","Cranksets","FY2018","FY2018 Q4","Reseller","Sales Amount - Unit Price",
"Components","Cranksets","FY2018","FY2018 Q4","Reseller","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2018","FY2018 Q4","Reseller","Total Sales",
"Components","Cranksets","FY2019","FY2019 Q1","Internet","Unit Price",
"Components","Cranksets","FY2019","FY2019 Q1","Internet","Sales Amount",
"Components","Cranksets","FY2019","FY2019 Q1","Internet","Sales Amount - Unit Price",
"Components","Cranksets","FY2019","FY2019 Q1","Internet","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2019","FY2019 Q1","Internet","Total Sales",
"Components","Cranksets","FY2019","FY2019 Q1","Reseller","Unit Price",
"Components","Cranksets","FY2019","FY2019 Q1","Reseller","Sales Amount",
"Components","Cranksets","FY2019","FY2019 Q1","Reseller","Sales Amount - Unit Price",
"Components","Cranksets","FY2019","FY2019 Q1","Reseller","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2019","FY2019 Q1","Reseller","Total Sales",
"Components","Cranksets","FY2019","FY2019 Q2","Internet","Unit Price",
"Components","Cranksets","FY2019","FY2019 Q2","Internet","Sales Amount",
"Components","Cranksets","FY2019","FY2019 Q2","Internet","Sales Amount - Unit Price",
"Components","Cranksets","FY2019","FY2019 Q2","Internet","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2019","FY2019 Q2","Internet","Total Sales",
"Components","Cranksets","FY2019","FY2019 Q2","Reseller","Unit Price",
"Components","Cranksets","FY2019","FY2019 Q2","Reseller","Sales Amount",
"Components","Cranksets","FY2019","FY2019 Q2","Reseller","Sales Amount - Unit Price",
"Components","Cranksets","FY2019","FY2019 Q2","Reseller","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2019","FY2019 Q2","Reseller","Total Sales",
"Components","Cranksets","FY2019","FY2019 Q3","Internet","Unit Price",
"Components","Cranksets","FY2019","FY2019 Q3","Internet","Sales Amount",
"Components","Cranksets","FY2019","FY2019 Q3","Internet","Sales Amount - Unit Price",
"Components","Cranksets","FY2019","FY2019 Q3","Internet","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2019","FY2019 Q3","Internet","Total Sales",
"Components","Cranksets","FY2019","FY2019 Q3","Reseller","Unit Price",
"Components","Cranksets","FY2019","FY2019 Q3","Reseller","Sales Amount",
"Components","Cranksets","FY2019","FY2019 Q3","Reseller","Sales Amount - Unit Price",
"Components","Cranksets","FY2019","FY2019 Q3","Reseller","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2019","FY2019 Q3","Reseller","Total Sales",
"Components","Cranksets","FY2019","FY2019 Q4","Internet","Unit Price",
"Components","Cranksets","FY2019","FY2019 Q4","Internet","Sales Amount",
"Components","Cranksets","FY2019","FY2019 Q4","Internet","Sales Amount - Unit Price",
"Components","Cranksets","FY2019","FY2019 Q4","Internet","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2019","FY2019 Q4","Internet","Total Sales",
"Components","Cranksets","FY2019","FY2019 Q4","Reseller","Unit Price",
"Components","Cranksets","FY2019","FY2019 Q4","Reseller","Sales Amount",
"Components","Cranksets","FY2019","FY2019 Q4","Reseller","Sales Amount - Unit Price",
"Components","Cranksets","FY2019","FY2019 Q4","Reseller","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2019","FY2019 Q4","Reseller","Total Sales",
"Components","Cranksets","FY2020","FY2020 Q1","Internet","Unit Price",
"Components","Cranksets","FY2020","FY2020 Q1","Internet","Sales Amount",
"Components","Cranksets","FY2020","FY2020 Q1","Internet","Sales Amount - Unit Price",
"Components","Cranksets","FY2020","FY2020 Q1","Internet","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2020","FY2020 Q1","Internet","Total Sales",
"Components","Cranksets","FY2020","FY2020 Q1","Reseller","Unit Price","175.8797"
"Components","Cranksets","FY2020","FY2020 Q1","Reseller","Sales Amount","80121.9922"
"Components","Cranksets","FY2020","FY2020 Q1","Reseller","Sales Amount - Unit Price","79946.11249999999"
"Components","Cranksets","FY2020","FY2020 Q1","Reseller","(Sales Amount - Unit Price)%","454.54997080390734"
"Components","Cranksets","FY2020","FY2020 Q1","Reseller","Total Sales","933216056.6900003"
"Components","Cranksets","FY2020","FY2020 Q2","Internet","Unit Price",
"Components","Cranksets","FY2020","FY2020 Q2","Internet","Sales Amount",
"Components","Cranksets","FY2020","FY2020 Q2","Internet","Sales Amount - Unit Price",
"Components","Cranksets","FY2020","FY2020 Q2","Internet","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2020","FY2020 Q2","Internet","Total Sales",
"Components","Cranksets","FY2020","FY2020 Q2","Reseller","Unit Price","173.5005"
"Components","Cranksets","FY2020","FY2020 Q2","Reseller","Sales Amount","44127.282"
"Components","Cranksets","FY2020","FY2020 Q2","Reseller","Sales Amount - Unit Price","43953.7815"
"Components","Cranksets","FY2020","FY2020 Q2","Reseller","(Sales Amount - Unit Price)%","253.33518635392983"
"Components","Cranksets","FY2020","FY2020 Q2","Reseller","Total Sales","933216056.6900003"
"Components","Cranksets","FY2020","FY2020 Q3","Internet","Unit Price",
"Components","Cranksets","FY2020","FY2020 Q3","Internet","Sales Amount",
"Components","Cranksets","FY2020","FY2020 Q3","Internet","Sales Amount - Unit Price",
"Components","Cranksets","FY2020","FY2020 Q3","Internet","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2020","FY2020 Q3","Internet","Total Sales",
"Components","Cranksets","FY2020","FY2020 Q3","Reseller","Unit Price","206"
"Components","Cranksets","FY2020","FY2020 Q3","Reseller","Sales Amount","35460.768"
"Components","Cranksets","FY2020","FY2020 Q3","Reseller","Sales Amount - Unit Price","35254.768"
"Components","Cranksets","FY2020","FY2020 Q3","Reseller","(Sales Amount - Unit Price)%","171.13965048543687"
"Components","Cranksets","FY2020","FY2020 Q3","Reseller","Total Sales","933216056.6900003"
"Components","Cranksets","FY2020","FY2020 Q4","Internet","Unit Price",
"Components","Cranksets","FY2020","FY2020 Q4","Internet","Sales Amount",
"Components","Cranksets","FY2020","FY2020 Q4","Internet","Sales Amount - Unit Price",
"Components","Cranksets","FY2020","FY2020 Q4","Internet","(Sales Amount - Unit Price)%",
"Components","Cranksets","FY2020","FY2020 Q4","Internet","Total Sales",
"Components","Cranksets","FY2020","FY2020 Q4","Reseller","Unit Price","174.7757"
"Components","Cranksets","FY2020","FY2020 Q4","Reseller","Sales Amount","44232.576"
"Components","Cranksets","FY2020","FY2020 Q4","Reseller","Sales Amount - Unit Price","44057.8003"
"Components","Cranksets","FY2020","FY2020 Q4","Reseller","(Sales Amount - Unit Price)%","252.08195590119223"
"Components","Cranksets","FY2020","FY2020 Q4","Reseller","Total Sales","933216056.6900003"
"Components","Handlebars","FY2018","FY2018 Q1","Internet","Unit Price",
"Components","Handlebars","FY2018","FY2018 Q1","Internet","Sales Amount",
"Components","Handlebars","FY2018","FY2018 Q1","Internet","Sales Amount - Unit Price",
"Components","Handlebars","FY2018","FY2018 Q1","Internet","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2018","FY2018 Q1","Internet","Total Sales",
"Components","Handlebars","FY2018","FY2018 Q1","Reseller","Unit Price",
"Components","Handlebars","FY2018","FY2018 Q1","Reseller","Sales Amount",
"Components","Handlebars","FY2018","FY2018 Q1","Reseller","Sales Amount - Unit Price",
"Components","Handlebars","FY2018","FY2018 Q1","Reseller","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2018","FY2018 Q1","Reseller","Total Sales",
"Components","Handlebars","FY2018","FY2018 Q2","Internet","Unit Price",
"Components","Handlebars","FY2018","FY2018 Q2","Internet","Sales Amount",
"Components","Handlebars","FY2018","FY2018 Q2","Internet","Sales Amount - Unit Price",
"Components","Handlebars","FY2018","FY2018 Q2","Internet","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2018","FY2018 Q2","Internet","Total Sales",
"Components","Handlebars","FY2018","FY2018 Q2","Reseller","Unit Price",
"Components","Handlebars","FY2018","FY2018 Q2","Reseller","Sales Amount",
"Components","Handlebars","FY2018","FY2018 Q2","Reseller","Sales Amount - Unit Price",
"Components","Handlebars","FY2018","FY2018 Q2","Reseller","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2018","FY2018 Q2","Reseller","Total Sales",
"Components","Handlebars","FY2018","FY2018 Q3","Internet","Unit Price",
"Components","Handlebars","FY2018","FY2018 Q3","Internet","Sales Amount",
"Components","Handlebars","FY2018","FY2018 Q3","Internet","Sales Amount - Unit Price",
"Components","Handlebars","FY2018","FY2018 Q3","Internet","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2018","FY2018 Q3","Internet","Total Sales",
"Components","Handlebars","FY2018","FY2018 Q3","Reseller","Unit Price",
"Components","Handlebars","FY2018","FY2018 Q3","Reseller","Sales Amount",
"Components","Handlebars","FY2018","FY2018 Q3","Reseller","Sales Amount - Unit Price",
"Components","Handlebars","FY2018","FY2018 Q3","Reseller","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2018","FY2018 Q3","Reseller","Total Sales",
"Components","Handlebars","FY2018","FY2018 Q4","Internet","Unit Price",
"Components","Handlebars","FY2018","FY2018 Q4","Internet","Sales Amount",
"Components","Handlebars","FY2018","FY2018 Q4","Internet","Sales Amount - Unit Price",
"Components","Handlebars","FY2018","FY2018 Q4","Internet","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2018","FY2018 Q4","Internet","Total Sales",
"Components","Handlebars","FY2018","FY2018 Q4","Reseller","Unit Price",
"Components","Handlebars","FY2018","FY2018 Q4","Reseller","Sales Amount",
"Components","Handlebars","FY2018","FY2018 Q4","Reseller","Sales Amount - Unit Price",
"Components","Handlebars","FY2018","FY2018 Q4","Reseller","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2018","FY2018 Q4","Reseller","Total Sales",
"Components","Handlebars","FY2019","FY2019 Q1","Internet","Unit Price",
"Components","Handlebars","FY2019","FY2019 Q1","Internet","Sales Amount",
"Components","Handlebars","FY2019","FY2019 Q1","Internet","Sales Amount - Unit Price",
"Components","Handlebars","FY2019","FY2019 Q1","Internet","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2019","FY2019 Q1","Internet","Total Sales",
"Components","Handlebars","FY2019","FY2019 Q1","Reseller","Unit Price","42.0292"
"Components","Handlebars","FY2019","FY2019 Q1","Reseller","Sales Amount","35341.0863"
"Components","Handlebars","FY2019","FY2019 Q1","Reseller","Sales Amount - Unit Price","35299.057100000005"
"Components","Handlebars","FY2019","FY2019 Q1","Reseller","(Sales Amount - Unit Price)%","839.8698309746558"
"Components","Handlebars","FY2019","FY2019 Q1","Reseller","Total Sales","933216056.6900003"
"Components","Handlebars","FY2019","FY2019 Q2","Internet","Unit Price",
"Components","Handlebars","FY2019","FY2019 Q2","Internet","Sales Amount",
"Components","Handlebars","FY2019","FY2019 Q2","Internet","Sales Amount - Unit Price",
"Components","Handlebars","FY2019","FY2019 Q2","Internet","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2019","FY2019 Q2","Internet","Total Sales",
"Components","Handlebars","FY2019","FY2019 Q2","Reseller","Unit Price","45.5064"
"Components","Handlebars","FY2019","FY2019 Q2","Reseller","Sales Amount","18301.6095"
"Components","Handlebars","FY2019","FY2019 Q2","Reseller","Sales Amount - Unit Price","18256.1031"
"Components","Handlebars","FY2019","FY2019 Q2","Reseller","(Sales Amount - Unit Price)%","401.1766059279573"
"Components","Handlebars","FY2019","FY2019 Q2","Reseller","Total Sales","933216056.6900003"
"Components","Handlebars","FY2019","FY2019 Q3","Internet","Unit Price",
"Components","Handlebars","FY2019","FY2019 Q3","Internet","Sales Amount",
"Components","Handlebars","FY2019","FY2019 Q3","Internet","Sales Amount - Unit Price",
"Components","Handlebars","FY2019","FY2019 Q3","Internet","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2019","FY2019 Q3","Internet","Total Sales",
"Components","Handlebars","FY2019","FY2019 Q3","Reseller","Unit Price","30.6145"
"Components","Handlebars","FY2019","FY2019 Q3","Reseller","Sales Amount","6274.987"
"Components","Handlebars","FY2019","FY2019 Q3","Reseller","Sales Amount - Unit Price","6244.3725"
"Components","Handlebars","FY2019","FY2019 Q3","Reseller","(Sales Amount - Unit Price)%","203.96780937137632"
"Components","Handlebars","FY2019","FY2019 Q3","Reseller","Total Sales","933216056.6900003"
"Components","Handlebars","FY2019","FY2019 Q4","Internet","Unit Price",
"Components","Handlebars","FY2019","FY2019 Q4","Internet","Sales Amount",
"Components","Handlebars","FY2019","FY2019 Q4","Internet","Sales Amount - Unit Price",
"Components","Handlebars","FY2019","FY2019 Q4","Internet","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2019","FY2019 Q4","Internet","Total Sales",
"Components","Handlebars","FY2019","FY2019 Q4","Reseller","Unit Price","46.6726"
"Components","Handlebars","FY2019","FY2019 Q4","Reseller","Sales Amount","17186.3789"
"Components","Handlebars","FY2019","FY2019 Q4","Reseller","Sales Amount - Unit Price","17139.706299999998"
"Components","Handlebars","FY2019","FY2019 Q4","Reseller","(Sales Amount - Unit Price)%","367.23272969579574"
"Components","Handlebars","FY2019","FY2019 Q4","Reseller","Total Sales","933216056.6900003"
"Components","Handlebars","FY2020","FY2020 Q1","Internet","Unit Price",
"Components","Handlebars","FY2020","FY2020 Q1","Internet","Sales Amount",
"Components","Handlebars","FY2020","FY2020 Q1","Internet","Sales Amount - Unit Price",
"Components","Handlebars","FY2020","FY2020 Q1","Internet","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2020","FY2020 Q1","Internet","Total Sales",
"Components","Handlebars","FY2020","FY2020 Q1","Reseller","Unit Price","45.3163"
"Components","Handlebars","FY2020","FY2020 Q1","Reseller","Sales Amount","43573.9432"
"Components","Handlebars","FY2020","FY2020 Q1","Reseller","Sales Amount - Unit Price","43528.6269"
"Components","Handlebars","FY2020","FY2020 Q1","Reseller","(Sales Amount - Unit Price)%","960.5512122569584"
"Components","Handlebars","FY2020","FY2020 Q1","Reseller","Total Sales","933216056.6900003"
"Components","Handlebars","FY2020","FY2020 Q2","Internet","Unit Price",
"Components","Handlebars","FY2020","FY2020 Q2","Internet","Sales Amount",
"Components","Handlebars","FY2020","FY2020 Q2","Internet","Sales Amount - Unit Price",
"Components","Handlebars","FY2020","FY2020 Q2","Internet","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2020","FY2020 Q2","Internet","Total Sales",
"Components","Handlebars","FY2020","FY2020 Q2","Reseller","Unit Price","51.8552"
"Components","Handlebars","FY2020","FY2020 Q2","Reseller","Sales Amount","21675.684"
"Components","Handlebars","FY2020","FY2020 Q2","Reseller","Sales Amount - Unit Price","21623.8288"
"Components","Handlebars","FY2020","FY2020 Q2","Reseller","(Sales Amount - Unit Price)%","417.00405745229017"
"Components","Handlebars","FY2020","FY2020 Q2","Reseller","Total Sales","933216056.6900003"
"Components","Handlebars","FY2020","FY2020 Q3","Internet","Unit Price",
"Components","Handlebars","FY2020","FY2020 Q3","Internet","Sales Amount",
"Components","Handlebars","FY2020","FY2020 Q3","Internet","Sales Amount - Unit Price",
"Components","Handlebars","FY2020","FY2020 Q3","Internet","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2020","FY2020 Q3","Internet","Total Sales",
"Components","Handlebars","FY2020","FY2020 Q3","Reseller","Unit Price","33.3719"
"Components","Handlebars","FY2020","FY2020 Q3","Reseller","Sales Amount","6345.216"
"Components","Handlebars","FY2020","FY2020 Q3","Reseller","Sales Amount - Unit Price","6311.8441"
"Components","Handlebars","FY2020","FY2020 Q3","Reseller","(Sales Amount - Unit Price)%","189.13649207866504"
"Components","Handlebars","FY2020","FY2020 Q3","Reseller","Total Sales","933216056.6900003"
"Components","Handlebars","FY2020","FY2020 Q4","Internet","Unit Price",
"Components","Handlebars","FY2020","FY2020 Q4","Internet","Sales Amount",
"Components","Handlebars","FY2020","FY2020 Q4","Internet","Sales Amount - Unit Price",
"Components","Handlebars","FY2020","FY2020 Q4","Internet","(Sales Amount - Unit Price)%",
"Components","Handlebars","FY2020","FY2020 Q4","Internet","Total Sales",
"Components","Handlebars","FY2020","FY2020 Q4","Reseller","Unit Price","49.019"
"Components","Handlebars","FY2020","FY2020 Q4","Reseller","Sales Amount","21892.416"
"Components","Handlebars","FY2020","FY2020 Q4","Reseller","Sales Amount - Unit Price","21843.397"
"Components","Handlebars","FY2020","FY2020 Q4","Reseller","(Sales Amount - Unit Price)%","445.61082437422226"
"Components","Handlebars","FY2020","FY2020 Q4","Reseller","Total Sales","933216056.6900003"
"Components","Pedals","FY2018","FY2018 Q1","Internet","Unit Price",
"Components","Pedals","FY2018","FY2018 Q1","Internet","Sales Amount",
"Components","Pedals","FY2018","FY2018 Q1","Internet","Sales Amount - Unit Price",
"Components","Pedals","FY2018","FY2018 Q1","Internet","(Sales Amount - Unit Price)%",
"Components","Pedals","FY2018","FY2018 Q1","Internet","Total Sales",
"Components","Pedals","FY2018","FY2018 Q1","Reseller","Unit Price",
"Components","Pedals","FY2018","FY2018 Q1","Reseller","Sales Amount",
"Components","Pedals","FY2018","FY2018 Q1","Reseller","Sales Amount - Unit Price",
"Components","Pedals","FY2018","FY2018 Q1","Reseller","(Sales Amount - Unit Price)%",
"Components","Pedals","FY2018","FY2018 Q1","Reseller","Total Sales",
"Components","Pedals","FY2018","FY2018 Q2","Internet","Unit Price",
"Components","Pedals","FY2018","FY2018 Q2","Internet","Sales Amount",
"Components","Pedals","FY2018","FY2018 Q2","Internet","Sales Amount - Unit Price",
"Components","Pedals","FY2018","FY2018 Q2","Internet","(Sales Amount - Unit Price)%",
"Components","Pedals","FY2018","FY2018 Q2","Internet","Total Sales",
"Components","Pedals","FY2018","FY2018 Q2","Reseller","Unit Price",
"Components","Pedals","FY2018","FY2018 Q2","Reseller","Sales Amount",
"Components","Pedals","FY2018","FY2018 Q2","Reseller","Sales Amount - Unit Price",
"Components","Pedals","FY2018","FY2018 Q2","Reseller","(Sales Amount - Unit Price)%",
"Components","Pedals","FY2018","FY2018 Q2","Reseller","Total Sales",
"Components","Pedals","FY2018","FY2018 Q3","Internet","Unit Price",
"Components","Pedals","FY2018","FY2018 Q3","Internet","Sales Amount",
"Components","Pedals","FY2018","FY2018 Q3","Internet","Sales Amount - Unit Price",
"Components","Pedals","FY2018","FY2018 Q3","Internet","(Sales Amount - Unit Price)%",
"Components","Pedals","FY2018","FY2018 Q3","Internet","Total Sales",
"Components","Pedals","FY2018","FY2018 Q3","Reseller","Unit Price",
"Components","Pedals","FY2018","FY2018 Q3","Reseller","Sales Amount",
"Components","Pedals","FY2018","FY2018 Q3","Reseller","Sales Amount - Unit Price",
"Components","Pedals","FY2018","FY2018 Q3","Reseller","(Sales Amount - Unit Price)%",
"Components","Pedals","FY2018","FY2018 Q3","Reseller","Total Sales",
"Components","Pedals","FY2018","FY2018 Q4","Internet","Unit Price",
"Components","Pedals","FY2018","FY2018 Q4","Internet","Sales Amount",
"Components","Pedals","FY2018","FY2018 Q4","Internet","Sales Amount - Unit Price",
"Components","Pedals","FY2018","FY2018 Q4","Internet","(Sales Amount - Unit Price)%",
"Components","Pedals","FY2018","FY2018 Q4","Internet","Total Sales",
"Components","Pedals","FY2018","FY2018 Q4","Reseller","Unit Price",
"Components","Pedals","FY2018","FY2018 Q4","Reseller","Sales Amount",
"Components","Pedals","FY2018","FY2018 Q4","Reseller","Sales Amount - Unit Price",
"Components","Pedals","FY2018","FY2018 Q4","Reseller","(Sales Amount - Unit Price)%",
"Components","Pedals","FY2018","FY2018 Q4","Reseller","Total Sales",
"Components","Pedals","FY2019","FY2019 Q1","Internet","Unit Price",
"Components","Pedals","FY2019","FY2019 Q1","Internet","Sales Amount",
"Components","Pedals","FY2019","FY2019 Q1","Internet","Sales Amount - Unit Price",
"Components","Pedals","FY2019","FY2019 Q1","Internet","(Sales Amount - Unit Price)%",
"Components","Pedals","FY2019","FY2019 Q1","Internet","Total Sales",
"Components","Pedals","FY2019","FY2019 Q1","Reseller","Unit Price",
"Components","Pedals","FY2019","FY2019 Q1","Reseller","Sales Amount",
"Components","Pedals","FY2019","FY2019 Q1","Reseller","Sales Amount - Unit Price",
"Components","Pedals","FY2019","FY2019 Q1","Reseller","(Sales Amount - Unit Price)%",
"Components","Pedals","FY2019","FY2019 Q1","Reseller","Total Sales",
"Components","Pedals","FY2019","FY2019 Q2","Internet","Unit Price",
"Components","Pedals","FY2019","FY2019 Q2","Internet","Sales Amount",
"Components","Pedals","FY2019","FY2019 Q2","Internet","Sales Amount - Unit Price",
"Components","Pedals","FY2019","FY2019 Q2","Internet","(Sales Amount - Unit Price)%",
"Components","Pedals","FY2019","FY2019 Q2","Internet","Total Sales",
"Components","Pedals","FY2019","FY2019 Q2","Reseller","Unit Price",
"Components","Pedals","FY2019","FY2019 Q2","Reseller","Sales Amount",
"Components","Pedals","FY2019","FY2019 Q2","Reseller","Sales Amount - Unit Price",
"Components","Pedals","FY2019","FY2019 Q2","Reseller","(Sales Amount - Unit Price)%",
"Components","Pedals","FY2019","FY2019 Q2","Reseller","Total Sales",
"Components","Pedals","FY2019","FY2019 Q3","Internet","Unit Price",
"Components","Pedals","FY2019","FY2019 Q3","Internet","Sales Amount",
"Components","Pedals","FY2019","FY2019 Q3","Internet","Sales Amount - Unit Price",
"Components","Pedals","FY2019","FY2019 Q3","Internet","(Sales Amount - Unit Price)%",
"Components","Pedals","FY2019","FY2019 Q3","Internet","Total Sales",
"Components","Pedals","FY2019","FY2019 Q3","Reseller","Unit Price",
