World Food Price.Food Group,Table3.Date.Variation.Date Hierarchy.Year,Table3.Date.Variation.Date Hierarchy.Month,Sum(World Food Price.Price),
FOOD PRICE INDEX,2007,August,98.91528163964315,98.2717052576407
FAO CEREAL PRICE INDEX,2007,September,117.15778236928273,101.17827210952213
FAO DAIRY FOOD PRICE INDEX,2007,September,145.09356082759675,103.84621437396761
FAO MEAT PRICE INDEX,2007,September,80.5102093174831,93.00257260656764
FAO SUGAR PRICE INDEX,2007,September,60.37665271691669,93.89311016104124
FAO VEGETABLE OIL PRICE INDEX,2007,September,118.24714214415421,102.31418609382202
FOOD PRICE INDEX,2007,September,105.0295442327727,98.50212207078461
FAO CEREAL PRICE INDEX,2007,October,121.33372722424738,101.8571219449347
FAO DAIRY FOOD PRICE INDEX,2007,October,147.97130049537702,104.62964308281964
FAO MEAT PRICE INDEX,2007,October,79.22091771064376,91.96498722673425
FAO SUGAR PRICE INDEX,2007,October,61.891178979607666,96.3546808785908
FAO VEGETABLE OIL PRICE INDEX,2007,October,125.85059371436603,102.79642199338896
FOOD PRICE INDEX,2007,October,107.5851254343452,98.71712421645435
FAO CEREAL PRICE INDEX,2007,November,121.03796689438724,102.35957129498412
FAO DAIRY FOOD PRICE INDEX,2007,November,153.99103143825062,104.49185233613642
FAO MEAT PRICE INDEX,2007,November,80.21911401679124,91.91808658895592
FAO SUGAR PRICE INDEX,2007,November,62.489184132560304,95.87622296088315
FAO VEGETABLE OIL PRICE INDEX,2007,November,136.2503391120927,106.0066577417501
FOOD PRICE INDEX,2007,November,110.45332585943603,99.3286168852461
FAO CEREAL PRICE INDEX,2007,December,132.23404696259226,103.26800669791598
FAO DAIRY FOOD PRICE INDEX,2007,December,152.55942223703758,104.78757904117812
FAO MEAT PRICE INDEX,2007,December,80.97285588306045,90.71526611326958
FAO SUGAR PRICE INDEX,2007,December,66.27084840769226,95.83529807773397
FAO VEGETABLE OIL PRICE INDEX,2007,December,138.55715162548233,107.10895926373618
FOOD PRICE INDEX,2007,December,114.39050078061214,99.41264911092858
FAO CEREAL PRICE INDEX,2007,,1210.8973958198249,1128.2227879560035
FAO DAIRY FOOD PRICE INDEX,2007,,1468.7935516610116,1128.2227879560035
FAO MEAT PRICE INDEX,2007,,922.3958048533091,1128.2227879560035
FAO SUGAR PRICE INDEX,2007,,748.429715654858,1128.2227879560035
FAO VEGETABLE OIL PRICE INDEX,2007,,1287.777672464977,1128.2227879560035
FOOD PRICE INDEX,2007,,1131.042587282041,1128.2227879560035
FAO CEREAL PRICE INDEX,2008,January,140.97686975332374,102.63742916595577
FAO DAIRY FOOD PRICE INDEX,2008,January,150.6343670788682,102.00492945559489
FAO MEAT PRICE INDEX,2008,January,81.63930027807827,88.06036790640158
FAO SUGAR PRICE INDEX,2008,January,74.1391855318715,96.61330829648912
FAO VEGETABLE OIL PRICE INDEX,2008,January,154.09675236708162,107.59094383620615
FOOD PRICE INDEX,2008,January,120.01583017968713,98.09062736119324
FAO CEREAL PRICE INDEX,2008,February,160.82642185718515,104.1463044043392
FAO DAIRY FOOD PRICE INDEX,2008,February,149.87806700361918,103.28815882696858
FAO MEAT PRICE INDEX,2008,February,79.50995151216192,88.34166999338643
FAO SUGAR PRICE INDEX,2008,February,83.60771256557462,97.93407346617218
FAO VEGETABLE OIL PRICE INDEX,2008,February,168.63237904158967,109.81480904431206
FOOD PRICE INDEX,2008,February,128.02840441177617,99.26465512562595
FAO CEREAL PRICE INDEX,2008,March,163.3315367807624,104.79473299308552
FAO DAIRY FOOD PRICE INDEX,2008,March,152.63293596208666,104.30682235844907
FAO MEAT PRICE INDEX,2008,March,84.72537447532969,89.64441027384376
FAO SUGAR PRICE INDEX,2008,March,81.68925283979162,93.5406663314412
FAO VEGETABLE OIL PRICE INDEX,2008,March,176.6016471901168,112.13459295240872
FOOD PRICE INDEX,2008,March,132.06947096045573,100.10479854995658
FAO CEREAL PRICE INDEX,2008,April,162.73581812646003,101.42500763717695
FAO DAIRY FOOD PRICE INDEX,2008,April,148.94895083980435,102.17201806113785
FAO MEAT PRICE INDEX,2008,April,86.15107105487544,89.25242743857746
FAO SUGAR PRICE INDEX,2008,April,77.73137478381383,88.48188559670608
FAO VEGETABLE OIL PRICE INDEX,2008,April,169.40502328163345,105.34454427402288
FOOD PRICE INDEX,2008,April,130.37540375996133,97.21090148164497
FAO CEREAL PRICE INDEX,2008,May,157.44070678663013,101.98351881314993
FAO DAIRY FOOD PRICE INDEX,2008,May,144.2598033258472,101.86377897843484
FAO MEAT PRICE INDEX,2008,May,91.0327465283811,90.39458409118944
FAO SUGAR PRICE INDEX,2008,May,74.7017836919252,87.82690676805765
FAO VEGETABLE OIL PRICE INDEX,2008,May,172.01814139872513,106.28896868346804
FOOD PRICE INDEX,2008,May,130.03518233921287,97.82066009598026
FAO CEREAL PRICE INDEX,2008,June,160.28729664983305,101.62428406480797
FAO DAIRY FOOD PRICE INDEX,2008,June,143.89822620373437,102.59587277595189
FAO MEAT PRICE INDEX,2008,June,92.97756258634644,91.48465272217048
FAO SUGAR PRICE INDEX,2008,June,75.03800306852868,89.08028204861803
FAO VEGETABLE OIL PRICE INDEX,2008,June,178.31613778641312,104.46835786753736
FOOD PRICE INDEX,2008,June,132.52861651196463,97.96808621369334
FAO CEREAL PRICE INDEX,2008,July,148.21039499182567,100.52989723869926
FAO DAIRY FOOD PRICE INDEX,2008,July,144.11797548639063,103.02880989297145
FAO MEAT PRICE INDEX,2008,July,100.07827715169518,92.60140364152569
FAO SUGAR PRICE INDEX,2008,July,88.06348999319962,93.94961334754449
FAO VEGETABLE OIL PRICE INDEX,2008,July,164.79942909636068,102.58369953955201
FOOD PRICE INDEX,2008,July,130.10511546870418,98.11531050432275
FAO CEREAL PRICE INDEX,2008,August,136.51007774827985,100.72586227130942
FAO DAIRY FOOD PRICE INDEX,2008,August,133.54864560697305,102.95162161375463
FAO MEAT PRICE INDEX,2008,August,101.76473291849992,93.06032948683205
FAO SUGAR PRICE INDEX,2008,August,90.39452170302195,93.80606354872593
FAO VEGETABLE OIL PRICE INDEX,2008,August,135.61861672624036,102.390855715947
FOOD PRICE INDEX,2008,August,121.10344435063858,98.2717052576407
FAO CEREAL PRICE INDEX,2008,September,125.32846978285959,101.17827210952213
FAO DAIRY FOOD PRICE INDEX,2008,September,120.50416860191667,103.84621437396761
FAO MEAT PRICE INDEX,2008,September,100.85210276076158,93.00257260656764
FAO SUGAR PRICE INDEX,2008,September,83.7373780462727,93.89311016104124
FAO VEGETABLE OIL PRICE INDEX,2008,September,120.59239830168778,102.31418609382202
FOOD PRICE INDEX,2008,September,112.76152808586448,98.50212207078461
FAO CEREAL PRICE INDEX,2008,October,104.92750466809048,101.8571219449347
FAO DAIRY FOOD PRICE INDEX,2008,October,106.95039605821971,104.62964308281964
FAO MEAT PRICE INDEX,2008,October,95.0446953002767,91.96498722673425
FAO SUGAR PRICE INDEX,2008,October,73.64409915102428,96.3546808785908
FAO VEGETABLE OIL PRICE INDEX,2008,October,92.21375071696663,102.79642199338896
FOOD PRICE INDEX,2008,October,97.58430378812001,98.71712421645435
FAO CEREAL PRICE INDEX,2008,November,95.99249978591419,102.35957129498412
FAO DAIRY FOOD PRICE INDEX,2008,November,97.77558849558571,104.49185233613642
FAO MEAT PRICE INDEX,2008,November,87.36966465475803,91.91808658895592
FAO SUGAR PRICE INDEX,2008,November,74.88181510314233,95.87622296088315
FAO VEGETABLE OIL PRICE INDEX,2008,November,82.0299490236945,106.0066577417501
FOOD PRICE INDEX,2008,November,89.54742717132447,99.3286168852461
FAO CEREAL PRICE INDEX,2008,December,95.13421693561969,103.26800669791598
FAO DAIRY FOOD PRICE INDEX,2008,December,94.89029124488255,104.78757904117812
FAO MEAT PRICE INDEX,2008,December,80.80336282803063,90.71526611326958
FAO SUGAR PRICE INDEX,2008,December,72.71581218693574,95.83529807773397
FAO VEGETABLE OIL PRICE INDEX,2008,December,78.55005828426157,107.10895926373618
FOOD PRICE INDEX,2008,December,85.97297772322219,99.41264911092858
FAO CEREAL PRICE INDEX,2008,,1651.7018138667838,1395.8394147424522
FAO DAIRY FOOD PRICE INDEX,2008,,1588.0394159079283,1395.8394147424522
FAO MEAT PRICE INDEX,2008,,1081.9488420491948,1395.8394147424522
FAO SUGAR PRICE INDEX,2008,,950.3444286651021,1395.8394147424522
FAO VEGETABLE OIL PRICE INDEX,2008,,1692.8742832147714,1395.8394147424522
FOOD PRICE INDEX,2008,,1410.1277047509316,1395.8394147424522
FAO CEREAL PRICE INDEX,2009,January,100.36729167675543,102.63742916595577
FAO DAIRY FOOD PRICE INDEX,2009,January,88.1939832451639,102.00492945559489
FAO MEAT PRICE INDEX,2009,January,77.31819002395828,88.06036790640158
FAO SUGAR PRICE INDEX,2009,January,77.41913280498434,96.61330829648912
FAO VEGETABLE OIL PRICE INDEX,2009,January,82.77786639675318,107.59094383620615
FOOD PRICE INDEX,2009,January,86.42134842428425,98.09062736119324
FAO CEREAL PRICE INDEX,2009,February,97.21164769965797,104.1463044043392
FAO DAIRY FOOD PRICE INDEX,2009,February,82.5604918108171,103.28815882696858
FAO MEAT PRICE INDEX,2009,February,74.9530917896286,88.34166999338643
FAO SUGAR PRICE INDEX,2009,February,81.87491023260934,97.93407346617218
FAO VEGETABLE OIL PRICE INDEX,2009,February,82.23674590116377,109.81480904431206
FOOD PRICE INDEX,2009,February,84.15598266176568,99.26465512562595
FAO CEREAL PRICE INDEX,2009,March,97.20889214711,104.79473299308552
FAO DAIRY FOOD PRICE INDEX,2009,March,80.85013686744838,104.30682235844907
FAO MEAT PRICE INDEX,2009,March,75.40434142700437,89.64441027384376
FAO SUGAR PRICE INDEX,2009,March,82.9269687919097,93.5406663314412
FAO VEGETABLE OIL PRICE INDEX,2009,March,81.4880995992628,112.13459295240872
FOOD PRICE INDEX,2009,March,84.01513910154009,100.10479854995658
FAO CEREAL PRICE INDEX,2009,April,98.11301618483162,101.42500763717695
FAO DAIRY FOOD PRICE INDEX,2009,April,80.39093481117422,102.17201806113785
FAO MEAT PRICE INDEX,2009,April,77.91862797516649,89.25242743857746
FAO SUGAR PRICE INDEX,2009,April,84.45554799277548,88.48188559670608
FAO VEGETABLE OIL PRICE INDEX,2009,April,93.803813163422,105.34454427402288
FOOD PRICE INDEX,2009,April,87.2110231655888,97.21090148164497
FAO CEREAL PRICE INDEX,2009,May,103.31104773970134,101.98351881314993
FAO DAIRY FOOD PRICE INDEX,2009,May,83.49287298621505,101.86377897843484
FAO MEAT PRICE INDEX,2009,May,80.93156122455387,90.39458409118944
FAO SUGAR PRICE INDEX,2009,May,99.36108615614387,87.82690676805765
FAO VEGETABLE OIL PRICE INDEX,2009,May,106.60507260192162,106.28896868346804
FOOD PRICE INDEX,2009,May,93.3414103300093,97.82066009598026
FAO CEREAL PRICE INDEX,2009,June,102.98619431204455,101.62428406480797
FAO DAIRY FOOD PRICE INDEX,2009,June,84.66477839310501,102.59587277595189
FAO MEAT PRICE INDEX,2009,June,83.13140500188881,91.48465272217048
FAO SUGAR PRICE INDEX,2009,June,101.66148752169659,89.08028204861803
FAO VEGETABLE OIL PRICE INDEX,2009,June,100.7203983045275,104.46835786753736
FOOD PRICE INDEX,2009,June,93.326916583544,97.96808621369334
FAO CEREAL PRICE INDEX,2009,July,94.45961683306045,100.52989723869926
FAO DAIRY FOOD PRICE INDEX,2009,July,85.12781263305786,103.02880989297145
FAO MEAT PRICE INDEX,2009,July,85.24713279592955,92.60140364152569
FAO SUGAR PRICE INDEX,2009,July,114.0330210612766,93.94961334754449
FAO VEGETABLE OIL PRICE INDEX,2009,July,89.90346509621538,102.58369953955201
FOOD PRICE INDEX,2009,July,90.70598863707079,98.11531050432275
FAO CEREAL PRICE INDEX,2009,August,91.90025141116715,100.72586227130942
FAO DAIRY FOOD PRICE INDEX,2009,August,87.952889262134,102.95162161375463
FAO MEAT PRICE INDEX,2009,August,85.28857698601513,93.06032948683205
FAO SUGAR PRICE INDEX,2009,August,138.84491264868325,93.80606354872593
FAO VEGETABLE OIL PRICE INDEX,2009,August,97.85431528800916,102.390855715947
FOOD PRICE INDEX,2009,August,93.45880759033197,98.2717052576407
FAO CEREAL PRICE INDEX,2009,September,89.83589555222025,101.17827210952213
FAO DAIRY FOOD PRICE INDEX,2009,September,95.07893740080516,103.84621437396761
FAO MEAT PRICE INDEX,2009,September,84.34801927705887,93.00257260656764
FAO SUGAR PRICE INDEX,2009,September,142.57014297028422,93.89311016104124
FAO VEGETABLE OIL PRICE INDEX,2009,September,93.24716636643932,102.31418609382202
FOOD PRICE INDEX,2009,September,93.04492570925896,98.50212207078461
FAO CEREAL PRICE INDEX,2009,October,93.82238434353734,101.8571219449347
FAO DAIRY FOOD PRICE INDEX,2009,October,102.65651223659819,104.62964308281964
FAO MEAT PRICE INDEX,2009,October,82.48034217248326,91.96498722673425
FAO SUGAR PRICE INDEX,2009,October,140.13476269696628,96.3546808785908
FAO VEGETABLE OIL PRICE INDEX,2009,October,95.17111550124794,102.79642199338896
FOOD PRICE INDEX,2009,October,94.78633447146011,98.71712421645435
FAO CEREAL PRICE INDEX,2009,November,98.01742234570031,102.35957129498412
FAO DAIRY FOOD PRICE INDEX,2009,November,113.09700616399462,104.49185233613642
FAO MEAT PRICE INDEX,2009,November,83.72130763795043,91.91808658895592
FAO SUGAR PRICE INDEX,2009,November,137.7784140699415,95.87622296088315
FAO VEGETABLE OIL PRICE INDEX,2009,November,101.75547855044475,106.0066577417501
FOOD PRICE INDEX,2009,November,98.80824098574561,99.3286168852461
FAO CEREAL PRICE INDEX,2009,December,99.04553053916857,103.26800669791598
FAO DAIRY FOOD PRICE INDEX,2009,December,112.80240797624249,104.78757904117812
FAO MEAT PRICE INDEX,2009,December,83.93279494932196,90.71526611326958
FAO SUGAR PRICE INDEX,2009,December,145.64541167469187,95.83529807773397
FAO VEGETABLE OIL PRICE INDEX,2009,December,107.56477678394711,107.10895926373618
FOOD PRICE INDEX,2009,December,100.65974676348125,99.41264911092858
FAO CEREAL PRICE INDEX,2009,,1166.2791907849548,1136.265553738678
FAO DAIRY FOOD PRICE INDEX,2009,,1096.868763786756,1136.265553738678
FAO MEAT PRICE INDEX,2009,,974.6753912609595,1136.265553738678
FAO SUGAR PRICE INDEX,2009,,1346.705798621963,1136.265553738678
FAO VEGETABLE OIL PRICE INDEX,2009,,1133.1283135533545,1136.265553738678
FOOD PRICE INDEX,2009,,1099.9358644240808,1136.265553738678
FAO CEREAL PRICE INDEX,2010,January,98.3611878438115,102.63742916595577
FAO DAIRY FOOD PRICE INDEX,2010,January,108.97795360006737,102.00492945559489
FAO MEAT PRICE INDEX,2010,January,85.0255380800997,88.06036790640158
FAO SUGAR PRICE INDEX,2010,January,163.77457478426106,96.61330829648912
FAO VEGETABLE OIL PRICE INDEX,2010,January,107.10200269756302,107.59094383620615
FOOD PRICE INDEX,2010,January,101.49552559347393,98.09062736119324
FAO CEREAL PRICE INDEX,2010,February,93.96967030118623,104.1463044043392
FAO DAIRY FOOD PRICE INDEX,2010,February,101.58821313999312,103.28815882696858
FAO MEAT PRICE INDEX,2010,February,85.65486890071351,88.34166999338643
FAO SUGAR PRICE INDEX,2010,February,157.35701757252892,97.93407346617218
FAO VEGETABLE OIL PRICE INDEX,2010,February,107.30910271285059,109.81480904431206
FOOD PRICE INDEX,2010,February,98.97938667928173,99.26465512562595
FAO CEREAL PRICE INDEX,2010,March,91.7724532906682,104.79473299308552
FAO DAIRY FOOD PRICE INDEX,2010,March,101.600171820501,104.30682235844907
FAO MEAT PRICE INDEX,2010,March,86.92559847635067,89.64441027384376
FAO SUGAR PRICE INDEX,2010,March,115.4923517668767,93.5406663314412
FAO VEGETABLE OIL PRICE INDEX,2010,March,110.32530581140149,112.13459295240872
FOOD PRICE INDEX,2010,March,96.30892033186423,100.10479854995658
FAO CEREAL PRICE INDEX,2010,April,90.66416366994729,101.42500763717695
FAO DAIRY FOOD PRICE INDEX,2010,April,109.73751423436313,102.17201806113785
FAO MEAT PRICE INDEX,2010,April,89.45353030216381,89.25242743857746
FAO SUGAR PRICE INDEX,2010,April,101.79919011896688,88.48188559670608
FAO VEGETABLE OIL PRICE INDEX,2010,April,109.3639768987986,105.34454427402288
FOOD PRICE INDEX,2010,April,96.84372055209583,97.21090148164497
FAO CEREAL PRICE INDEX,2010,May,90.55718246677861,101.98351881314993
FAO DAIRY FOOD PRICE INDEX,2010,May,111.75742694995961,101.86377897843484
FAO MEAT PRICE INDEX,2010,May,89.76523769168641,90.39458409118944
FAO SUGAR PRICE INDEX,2010,May,94.07878952049337,87.82690676805765
FAO VEGETABLE OIL PRICE INDEX,2010,May,107.16661204157421,106.28896868346804
FOOD PRICE INDEX,2010,May,96.28737386132067,97.82066009598026
FAO CEREAL PRICE INDEX,2010,June,87.79753556300948,101.62428406480797
FAO DAIRY FOOD PRICE INDEX,2010,June,110.44055117791332,102.59587277595189
FAO MEAT PRICE INDEX,2010,June,90.81550058425022,91.48465272217048
FAO SUGAR PRICE INDEX,2010,June,98.10024116855693,89.08028204861803
FAO VEGETABLE OIL PRICE INDEX,2010,June,106.02801172765368,104.46835786753736
FOOD PRICE INDEX,2010,June,95.75005588313682,97.96808621369334
FAO CEREAL PRICE INDEX,2010,July,95.27884293702971,100.52989723869926
FAO DAIRY FOOD PRICE INDEX,2010,July,112.84235900343094,103.02880989297145
FAO MEAT PRICE INDEX,2010,July,91.82057675185727,92.60140364152569
FAO SUGAR PRICE INDEX,2010,July,107.87819719028957,93.94961334754449
FAO VEGETABLE OIL PRICE INDEX,2010,July,110.13361444095018,102.58369953955201
FOOD PRICE INDEX,2010,July,99.96017481256163,98.11531050432275
FAO CEREAL PRICE INDEX,2010,August,112.94199348855705,100.72586227130942
FAO DAIRY FOOD PRICE INDEX,2010,August,112.25690892641927,102.95162161375463
FAO MEAT PRICE INDEX,2010,August,92.61712239431355,93.06032948683205
FAO SUGAR PRICE INDEX,2010,August,114.56748931332761,93.80606354872593
FAO VEGETABLE OIL PRICE INDEX,2010,August,121.80694109173973,102.390855715947
FOOD PRICE INDEX,2010,August,107.66610706924877,98.2717052576407
FAO CEREAL PRICE INDEX,2010,September,125.94591690333323,101.17827210952213
FAO DAIRY FOOD PRICE INDEX,2010,September,116.02601308546389,103.84621437396761
FAO MEAT PRICE INDEX,2010,September,92.50382092775467,93.00257260656764
FAO SUGAR PRICE INDEX,2010,September,138.72264131523153,93.89311016104124
FAO VEGETABLE OIL PRICE INDEX,2010,September,124.85278174522956,102.31418609382202
FOOD PRICE INDEX,2010,September,114.13213959784272,98.50212207078461
FAO CEREAL PRICE INDEX,2010,October,130.58904041405575,101.8571219449347
FAO DAIRY FOOD PRICE INDEX,2010,October,121.38566901809834,104.62964308281964
FAO MEAT PRICE INDEX,2010,October,93.98918894348202,91.96498722673425
FAO SUGAR PRICE INDEX,2010,October,152.32747039281492,96.3546808785908
FAO VEGETABLE OIL PRICE INDEX,2010,October,139.17832004048861,102.79642199338896
FOOD PRICE INDEX,2010,October,120.07213927332403,98.71712421645435
FAO CEREAL PRICE INDEX,2010,November,132.39219684440704,102.35957129498412
FAO DAIRY FOOD PRICE INDEX,2010,November,118.73574665999132,104.49185233613642
FAO MEAT PRICE INDEX,2010,November,96.10945396730074,91.91808658895592
FAO SUGAR PRICE INDEX,2010,November,162.82997247353097,95.87622296088315
FAO VEGETABLE OIL PRICE INDEX,2010,November,153.87187377834493,106.0066577417501
FOOD PRICE INDEX,2010,November,124.12062280743339,99.3286168852461
FAO CEREAL PRICE INDEX,2010,December,139.7215647225498,103.26800669791598
FAO DAIRY FOOD PRICE INDEX,2010,December,117.4390783828456,104.78757904117812
FAO MEAT PRICE INDEX,2010,December,97.35224088255428,90.71526611326958
FAO SUGAR PRICE INDEX,2010,December,173.7607899683718,95.83529807773397
FAO VEGETABLE OIL PRICE INDEX,2010,December,166.26365938828508,107.10895926373618
FOOD PRICE INDEX,2010,December,129.3098708683066,99.41264911092858
FAO CEREAL PRICE INDEX,2010,,1289.9917484453338,1341.638166272821
FAO DAIRY FOOD PRICE INDEX,2010,,1342.787605999047,1341.638166272821
FAO MEAT PRICE INDEX,2010,,1092.032677902527,1341.638166272821
FAO SUGAR PRICE INDEX,2010,,1580.6887255852503,1341.638166272821
FAO VEGETABLE OIL PRICE INDEX,2010,,1463.4022023748796,1341.638166272821
FOOD PRICE INDEX,2010,,1280.9260373298903,1341.638166272821
FAO CEREAL PRICE INDEX,2011,January,144.89906746585473,102.63742916595577
FAO DAIRY FOOD PRICE INDEX,2011,January,122.78377839826979,102.00492945559489
FAO MEAT PRICE INDEX,2011,January,97.62055713418823,88.06036790640158
FAO SUGAR PRICE INDEX,2011,January,183.23765813131746,96.61330829648912
FAO VEGETABLE OIL PRICE INDEX,2011,January,174.48816539640967,107.59094383620615
FOOD PRICE INDEX,2011,January,133.6873154121894,98.09062736119324
FAO CEREAL PRICE INDEX,2011,February,151.44312865176028,104.1463044043392
FAO DAIRY FOOD PRICE INDEX,2011,February,130.26172007492016,103.28815882696858
FAO MEAT PRICE INDEX,2011,February,100.31488412842825,88.34166999338643
FAO SUGAR PRICE INDEX,2011,February,182.38070269183785,97.93407346617218
FAO VEGETABLE OIL PRICE INDEX,2011,February,175.4335062678547,109.81480904431206
FOOD PRICE INDEX,2011,February,137.62240001491392,99.26465512562595
FAO CEREAL PRICE INDEX,2011,March,145.53184657578572,104.79473299308552
FAO DAIRY FOOD PRICE INDEX,2011,March,135.80884661921067,104.30682235844907
FAO MEAT PRICE INDEX,2011,March,103.48551823910425,89.64441027384376
FAO SUGAR PRICE INDEX,2011,March,162.37757017047915,93.5406663314412
FAO VEGETABLE OIL PRICE INDEX,2011,March,163.11081840854428,112.13459295240872
FOOD PRICE INDEX,2011,March,134.27942316454204,100.10479854995658
FAO CEREAL PRICE INDEX,2011,April,151.7317547021396,101.42500763717695
FAO DAIRY FOOD PRICE INDEX,2011,April,134.5187195670132,102.17201806113785
FAO MEAT PRICE INDEX,2011,April,107.71197051232107,89.25242743857746
FAO SUGAR PRICE INDEX,2011,April,150.7420151970065,88.48188559670608
FAO VEGETABLE OIL PRICE INDEX,2011,April,162.7870129355594,105.34454427402288
FOOD PRICE INDEX,2011,April,136.4202438571842,97.21090148164497
FAO CEREAL PRICE INDEX,2011,May,150.89328820032293,101.98351881314993
FAO DAIRY FOOD PRICE INDEX,2011,May,134.1712871726195,101.86377897843484
FAO MEAT PRICE INDEX,2011,May,108.10265542207345,90.39458409118944
FAO SUGAR PRICE INDEX,2011,May,136.1628196869874,87.82690676805765
FAO VEGETABLE OIL PRICE INDEX,2011,May,162.40300853935508,106.28896868346804
FOOD PRICE INDEX,2011,May,135.16333931522834,97.82066009598026
FAO CEREAL PRICE INDEX,2011,June,147.1299421546808,101.62428406480797
FAO DAIRY FOOD PRICE INDEX,2011,June,135.31776107677763,102.59587277595189
FAO MEAT PRICE INDEX,2011,June,106.86219611607696,91.48465272217048
FAO SUGAR PRICE INDEX,2011,June,155.9887788472784,89.08028204861803
FAO VEGETABLE OIL PRICE INDEX,2011,June,160.7759031295058,104.46835786753736
FOOD PRICE INDEX,2011,June,134.95586798495637,97.96808621369334
FAO CEREAL PRICE INDEX,2011,July,140.47522034103807,100.52989723869926
FAO DAIRY FOOD PRICE INDEX,2011,July,133.56806088229402,103.02880989297145
FAO MEAT PRICE INDEX,2011,July,106.50106934975831,92.60140364152569
FAO SUGAR PRICE INDEX,2011,July,174.62109224465564,93.94961334754449
FAO VEGETABLE OIL PRICE INDEX,2011,July,156.05325903196555,102.58369953955201
FOOD PRICE INDEX,2011,July,133.19896606404478,98.11531050432275
FAO CEREAL PRICE INDEX,2011,August,144.86708972193426,100.72586227130942
FAO DAIRY FOOD PRICE INDEX,2011,August,131.88090086321301,102.95162161375463
FAO MEAT PRICE INDEX,2011,August,105.64126254997068,93.06032948683205
FAO SUGAR PRICE INDEX,2011,August,171.7106659659432,93.80606354872593
FAO VEGETABLE OIL PRICE INDEX,2011,August,151.482288630799,102.390855715947
FOOD PRICE INDEX,2011,August,132.9764676496892,98.2717052576407
FAO CEREAL PRICE INDEX,2011,September,140.48020342389955,101.17827210952213
FAO DAIRY FOOD PRICE INDEX,2011,September,127.11880760173975,103.84621437396761
FAO MEAT PRICE INDEX,2011,September,106.948232305848,93.00257260656764
FAO SUGAR PRICE INDEX,2011,September,165.26602250656325,93.89311016104124
FAO VEGETABLE OIL PRICE INDEX,2011,September,147.82016590327402,102.31418609382202
FOOD PRICE INDEX,2011,September,130.40936988673025,98.50212207078461
FAO CEREAL PRICE INDEX,2011,October,133.1265985443652,101.8571219449347
FAO DAIRY FOOD PRICE INDEX,2011,October,126.20544430219104,104.62964308281964
FAO MEAT PRICE INDEX,2011,October,106.19742920519766,91.96498722673425
FAO SUGAR PRICE INDEX,2011,October,157.5140896207382,96.3546808785908
FAO VEGETABLE OIL PRICE INDEX,2011,October,137.9906860450972,102.79642199338896
FOOD PRICE INDEX,2011,October,125.71902110433562,98.71712421645435
FAO CEREAL PRICE INDEX,2011,November,130.895207649098,102.35957129498412
FAO DAIRY FOOD PRICE INDEX,2011,November,125.05884830449345,104.49185233613642
FAO MEAT PRICE INDEX,2011,November,108.30111064941913,91.91808658895592
FAO SUGAR PRICE INDEX,2011,November,148.23336321093868,95.87622296088315
FAO VEGETABLE OIL PRICE INDEX,2011,November,144.96036891140812,106.0066577417501
FOOD PRICE INDEX,2011,November,126.11929200837886,99.3286168852461
FAO CEREAL PRICE INDEX,2011,December,124.41555350034183,103.26800669791598
FAO DAIRY FOOD PRICE INDEX,2011,December,121.99424801067642,104.78757904117812
FAO MEAT PRICE INDEX,2011,December,106.48946348002409,90.71526611326958
FAO SUGAR PRICE INDEX,2011,December,142.57210759877967,95.83529807773397
FAO VEGETABLE OIL PRICE INDEX,2011,December,140.4534860181637,107.10895926373618
FOOD PRICE INDEX,2011,December,122.06128774194863,99.41264911092858
FAO CEREAL PRICE INDEX,2011,,1705.8889009312209,1653.322037031942
FAO DAIRY FOOD PRICE INDEX,2011,,1558.6884228734189,1653.322037031942
FAO MEAT PRICE INDEX,2011,,1264.17634909241,1653.322037031942
FAO SUGAR PRICE INDEX,2011,,1930.8068858725253,1653.322037031942
FAO VEGETABLE OIL PRICE INDEX,2011,,1877.7586692179366,1653.322037031942
FOOD PRICE INDEX,2011,,1582.6129942041416,1653.322037031942
FAO CEREAL PRICE INDEX,2012,January,127.23947878042762,102.63742916595577
FAO DAIRY FOOD PRICE INDEX,2012,January,120.33402187690524,102.00492945559489
FAO MEAT PRICE INDEX,2012,January,103.13794797592593,88.06036790640158
FAO SUGAR PRICE INDEX,2012,January,145.79409833127747,96.61330829648912
FAO VEGETABLE OIL PRICE INDEX,2012,January,144.32842952940265,107.59094383620615
FOOD PRICE INDEX,2012,January,122.40138703068955,98.09062736119324
FAO CEREAL PRICE INDEX,2012,February,131.13842029846285,104.1463044043392
FAO DAIRY FOOD PRICE INDEX,2012,February,121.24206301143494,103.28815882696858
FAO MEAT PRICE INDEX,2012,February,105.57798550361429,88.34166999338643
FAO SUGAR PRICE INDEX,2012,February,149.27738465366687,97.93407346617218
FAO VEGETABLE OIL PRICE INDEX,2012,February,148.33528850437838,109.81480904431206
FOOD PRICE INDEX,2012,February,125.38292659308009,99.26465512562595
FAO CEREAL PRICE INDEX,2012,March,130.60556654366675,104.79473299308552
FAO DAIRY FOOD PRICE INDEX,2012,March,118.06704529449252,104.30682235844907
FAO MEAT PRICE INDEX,2012,March,106.48074571698065,89.64441027384376
FAO SUGAR PRICE INDEX,2012,March,149.12601895822385,93.5406663314412
FAO VEGETABLE OIL PRICE INDEX,2012,March,152.47338216364557,112.13459295240872
