Orders.Region,Orders.State,Orders.City,Min(Orders.Order ID),Min(Orders.Ship Date)
South,North Carolina,Monroe,CA-2015-102778,2015-11-08T18:30:00.000Z
South,North Carolina,Concord,CA-2015-116638,2014-06-25T18:30:00.000Z
South,North Carolina,Wilson,CA-2015-125696,2015-05-23T18:30:00.000Z
South,North Carolina,Greensboro,CA-2015-133396,2014-03-25T18:30:00.000Z
South,North Carolina,Durham,CA-2015-141327,2014-10-08T18:30:00.000Z
South,North Carolina,Greenville,CA-2016-113733,2014-09-12T18:30:00.000Z
South,North Carolina,Thomasville,CA-2016-121958,2016-09-10T18:30:00.000Z
South,North Carolina,Goldsboro,CA-2016-130442,2016-12-18T18:30:00.000Z
South,North Carolina,Burlington,CA-2016-130820,2016-11-14T18:30:00.000Z
South,North Carolina,Hickory,CA-2017-133928,2016-11-29T18:30:00.000Z
South,North Carolina,Chapel Hill,CA-2017-136826,2017-06-19T18:30:00.000Z
South,North Carolina,Gastonia,US-2016-123750,2016-04-20T18:30:00.000Z
South,Mississippi,Southaven,CA-2014-104283,2014-06-30T18:30:00.000Z
South,Mississippi,Jackson,CA-2014-156006,2014-03-20T18:30:00.000Z
South,Mississippi,Hattiesburg,CA-2015-164427,2015-08-05T18:30:00.000Z
South,Mississippi,Gulfport,CA-2016-109407,2016-01-25T18:30:00.000Z
South,Tennessee,Memphis,CA-2014-107811,2014-05-02T18:30:00.000Z
South,Tennessee,Johnson City,CA-2014-116407,2014-11-20T18:30:00.000Z
South,Tennessee,Columbia,CA-2014-134551,2014-12-24T18:30:00.000Z
South,Tennessee,Clarksville,CA-2014-140886,2014-10-03T18:30:00.000Z
South,Tennessee,Nashville,CA-2014-146731,2014-11-07T18:30:00.000Z
South,Tennessee,Knoxville,CA-2014-152849,2014-03-24T18:30:00.000Z
South,Tennessee,Franklin,CA-2015-102260,2015-09-25T18:30:00.000Z
South,Tennessee,Murfreesboro,CA-2015-103870,2015-10-01T18:30:00.000Z
South,Tennessee,Lebanon,CA-2015-114503,2015-11-16T18:30:00.000Z
South,Tennessee,Bartlett,CA-2015-151547,2015-01-22T18:30:00.000Z
South,Tennessee,Smyrna,CA-2015-156734,2014-01-25T18:30:00.000Z
South,Tennessee,Jackson,CA-2015-166975,2015-11-29T18:30:00.000Z
South,Tennessee,Hendersonville,CA-2016-118934,2016-08-13T18:30:00.000Z
South,Tennessee,Chattanooga,CA-2016-125017,2016-02-10T18:30:00.000Z
South,Tennessee,Bristol,CA-2016-139689,2014-06-11T18:30:00.000Z
South,Alabama,Montgomery,CA-2014-110408,2014-10-19T18:30:00.000Z
South,Alabama,Florence,CA-2014-120768,2014-12-20T18:30:00.000Z
South,Alabama,Mobile,CA-2014-124023,2014-04-09T18:30:00.000Z
South,Alabama,Decatur,CA-2014-143840,2014-04-11T18:30:00.000Z
South,Alabama,Huntsville,CA-2015-121552,2015-03-26T18:30:00.000Z
South,Alabama,Auburn,CA-2015-134257,2015-03-18T18:30:00.000Z
South,Alabama,Tuscaloosa,CA-2017-100412,2017-01-12T18:30:00.000Z
South,Alabama,Hoover,CA-2017-122707,2017-01-30T18:30:00.000Z
South,Arkansas,Little Rock,CA-2014-111500,2014-06-05T18:30:00.000Z
South,Arkansas,Fayetteville,CA-2014-114314,2014-09-06T18:30:00.000Z
South,Arkansas,Texarkana,CA-2014-115084,2014-10-21T18:30:00.000Z
South,Arkansas,Conway,CA-2015-108119,2015-11-07T18:30:00.000Z
South,Arkansas,Hot Springs,CA-2015-169740,2015-02-24T18:30:00.000Z
South,Arkansas,Jonesboro,CA-2016-117604,2014-01-25T18:30:00.000Z
South,Arkansas,Pine Bluff,CA-2017-102309,2017-09-24T18:30:00.000Z
South,Arkansas,Rogers,CA-2017-152786,2017-03-16T18:30:00.000Z
South,Arkansas,Springdale,CA-2017-159135,2017-11-07T18:30:00.000Z
South,Louisiana,Lake Charles,CA-2014-142727,2014-04-30T18:30:00.000Z
South,Louisiana,Lafayette,CA-2014-149538,2014-04-07T18:30:00.000Z
South,Louisiana,Bossier City,CA-2014-151967,2014-01-14T18:30:00.000Z
South,Louisiana,Monroe,CA-2014-158274,2014-11-23T18:30:00.000Z
South,Louisiana,Kenner,US-2016-156692,2016-08-12T18:30:00.000Z
Central,Texas,Houston,CA-2014-100678,2014-01-06T18:30:00.000Z
Central,Texas,El Paso,CA-2014-101602,2014-02-26T18:30:00.000Z
Central,Texas,Huntsville,CA-2014-103492,2014-01-11T18:30:00.000Z
Central,Texas,Fort Worth,CA-2014-103849,2014-05-15T18:30:00.000Z
Central,Texas,Laredo,CA-2014-104738,2014-01-12T18:30:00.000Z
Central,Texas,Pasadena,CA-2014-105340,2014-11-14T18:30:00.000Z
Central,Texas,Brownsville,CA-2014-109932,2014-03-31T18:30:00.000Z
Central,Texas,San Antonio,CA-2014-110219,2014-05-07T18:30:00.000Z
Central,Texas,Beaumont,CA-2014-113257,2014-10-21T18:30:00.000Z
Central,Texas,Odessa,CA-2014-113859,2014-09-16T18:30:00.000Z
Central,Texas,Mesquite,CA-2014-120544,2014-09-25T18:30:00.000Z
Central,Texas,Dallas,CA-2014-120775,2014-02-20T18:30:00.000Z
Central,Texas,Grand Prairie,CA-2014-120852,2014-12-24T18:30:00.000Z
Central,Texas,Carrollton,CA-2014-122609,2014-11-17T18:30:00.000Z
Central,Texas,Texas City,CA-2014-124723,2014-08-11T18:30:00.000Z
Central,Texas,Port Arthur,CA-2014-126333,2014-12-27T18:30:00.000Z
Central,Texas,Arlington,CA-2014-127446,2014-02-23T18:30:00.000Z
Central,Texas,San Marcos,CA-2014-130673,2014-05-21T18:30:00.000Z
Central,Texas,Cedar Hill,CA-2014-130869,2014-11-20T18:30:00.000Z
Central,Texas,Plano,CA-2014-137274,2014-04-01T18:30:00.000Z
Central,Texas,Austin,CA-2014-138940,2014-04-15T18:30:00.000Z
Central,Texas,Irving,CA-2014-148782,2014-11-06T18:30:00.000Z
Central,Texas,League City,CA-2014-161508,2014-07-15T18:30:00.000Z
Central,Texas,Coppell,CA-2015-104052,2015-03-01T18:30:00.000Z
Central,Texas,Mcallen,CA-2015-105613,2015-04-21T18:30:00.000Z
Central,Texas,Lubbock,CA-2015-109190,2014-02-17T18:30:00.000Z
Central,Texas,Amarillo,CA-2015-112711,2015-07-17T18:30:00.000Z
Central,Texas,Haltom City,CA-2015-121041,2015-05-27T18:30:00.000Z
Central,Texas,Baytown,CA-2015-121097,2015-01-07T18:30:00.000Z
Central,Texas,Allen,CA-2015-129112,2015-05-11T18:30:00.000Z
Central,Texas,Bedford,CA-2015-142139,2015-09-04T18:30:00.000Z
Central,Texas,Conroe,CA-2016-100671,2016-11-03T18:30:00.000Z
Central,Texas,Round Rock,CA-2016-103982,2016-03-07T18:30:00.000Z
Central,Texas,Edinburg,CA-2016-113551,2016-08-19T18:30:00.000Z
Central,Texas,Deer Park,CA-2016-117226,2016-12-31T18:30:00.000Z
Central,Texas,Waco,CA-2016-117408,2016-09-05T18:30:00.000Z
Central,Texas,Richardson,CA-2016-117590,2016-12-09T18:30:00.000Z
Central,Texas,The Colony,CA-2016-121601,2016-10-03T18:30:00.000Z
Central,Texas,La Porte,CA-2016-126627,2016-10-11T18:30:00.000Z
Central,Texas,San Angelo,CA-2016-130393,2016-12-02T18:30:00.000Z
Central,Texas,Bryan,CA-2016-149272,2016-03-18T18:30:00.000Z
Central,Texas,Harlingen,CA-2016-162082,2016-03-16T18:30:00.000Z
Central,Texas,Garland,CA-2017-100783,2014-09-22T18:30:00.000Z
Central,Texas,Mansfield,CA-2017-107797,2017-05-10T18:30:00.000Z
Central,Texas,College Station,CA-2017-121216,2017-11-25T18:30:00.000Z
Central,Texas,Pearland,CA-2017-126788,2017-06-05T18:30:00.000Z
Central,Texas,Frisco,CA-2017-149720,2015-11-25T18:30:00.000Z
Central,Texas,Keller,CA-2017-154718,2017-01-22T18:30:00.000Z
Central,Texas,Missouri City,CA-2017-158953,2017-06-07T18:30:00.000Z
Central,Texas,Corpus Christi,CA-2017-162712,2014-09-17T18:30:00.000Z
Central,Texas,Abilene,CA-2017-165099,2017-12-12T18:30:00.000Z
Central,Texas,Tyler,US-2014-115987,2014-09-12T18:30:00.000Z
Central,Texas,Grapevine,US-2016-132423,2016-04-18T18:30:00.000Z
Central,Texas,Pharr,US-2016-160528,2016-08-29T18:30:00.000Z
Central,Michigan,Jackson,CA-2014-100762,2014-05-07T18:30:00.000Z
Central,Michigan,Midland,CA-2014-121006,2014-05-22T18:30:00.000Z
Central,Michigan,Trenton,CA-2014-124478,2014-08-11T18:30:00.000Z
Central,Michigan,Taylor,CA-2014-130960,2015-01-03T18:30:00.000Z
Central,Michigan,Detroit,CA-2014-133228,2014-02-03T18:30:00.000Z
Central,Michigan,Westland,CA-2014-146703,2014-01-25T18:30:00.000Z
Central,Michigan,Dearborn Heights,CA-2014-149104,2014-04-06T18:30:00.000Z
Central,Michigan,Lansing,CA-2015-112452,2015-04-03T18:30:00.000Z
Central,Michigan,Ann Arbor,CA-2015-124107,2015-10-11T18:30:00.000Z
Central,Michigan,Sterling Heights,CA-2015-130610,2015-02-23T18:30:00.000Z
Central,Michigan,Dearborn,CA-2015-138009,2015-12-02T18:30:00.000Z
Central,Michigan,Royal Oak,CA-2015-144190,2014-03-13T18:30:00.000Z
Central,Michigan,Lincoln Park,CA-2015-168480,2015-09-26T18:30:00.000Z
Central,Michigan,Holland,CA-2015-169537,2015-09-06T18:30:00.000Z
Central,Michigan,Roseville,CA-2016-118101,2016-06-25T18:30:00.000Z
Central,Michigan,Grand Rapids,CA-2016-126284,2014-08-27T18:30:00.000Z
Central,Michigan,Rochester Hills,CA-2017-106103,2017-06-14T18:30:00.000Z
Central,Michigan,Canton,CA-2017-129000,2017-11-25T18:30:00.000Z
Central,Michigan,Saginaw,CA-2017-135860,2017-11-23T18:30:00.000Z
Central,Michigan,Mount Pleasant,US-2015-126235,2015-10-14T18:30:00.000Z
Central,Michigan,Oak Park,US-2017-136721,2017-04-11T18:30:00.000Z
Central,Illinois,Chicago,CA-2014-101147,2014-02-23T18:30:00.000Z
Central,Illinois,Aurora,CA-2014-106229,2014-06-10T18:30:00.000Z
Central,Illinois,Buffalo Grove,CA-2014-106971,2014-06-04T18:30:00.000Z
Central,Illinois,Romeoville,CA-2014-108182,2014-02-09T18:30:00.000Z
Central,Illinois,Naperville,CA-2014-112326,2014-01-07T18:30:00.000Z
Central,Illinois,Elmhurst,CA-2014-113880,2014-03-04T18:30:00.000Z
Central,Illinois,Saint Charles,CA-2014-118276,2015-01-01T18:30:00.000Z
Central,Illinois,Oswego,CA-2014-126193,2014-09-13T18:30:00.000Z
Central,Illinois,Decatur,CA-2014-151001,2014-04-06T18:30:00.000Z
Central,Illinois,Evanston,CA-2014-153976,2014-10-07T18:30:00.000Z
Central,Illinois,Freeport,CA-2014-160738,2014-05-09T18:30:00.000Z
Central,Illinois,Skokie,CA-2014-162866,2014-12-03T18:30:00.000Z
Central,Illinois,Des Plaines,CA-2014-163468,2014-11-20T18:30:00.000Z
Central,Illinois,Woodstock,CA-2014-165540,2014-02-24T18:30:00.000Z
Central,Illinois,Quincy,CA-2015-103961,2015-10-04T18:30:00.000Z
Central,Illinois,Normal,CA-2015-104871,2015-04-02T18:30:00.000Z
Central,Illinois,Bolingbrook,CA-2015-114468,2014-11-27T18:30:00.000Z
Central,Illinois,Bloomington,CA-2015-117898,2014-09-24T18:30:00.000Z
Central,Illinois,Peoria,CA-2015-118423,2014-06-09T18:30:00.000Z
Central,Illinois,Orland Park,CA-2015-129476,2015-10-19T18:30:00.000Z
Central,Illinois,Tinley Park,CA-2015-129700,2015-05-04T18:30:00.000Z
Central,Illinois,Rockford,CA-2015-139738,2015-09-28T18:30:00.000Z
Central,Illinois,Champaign,CA-2015-157133,2015-12-02T18:30:00.000Z
Central,Illinois,Carol Stream,CA-2015-157322,2015-07-05T18:30:00.000Z
Central,Illinois,Arlington Heights,CA-2016-103128,2016-11-14T18:30:00.000Z
Central,Illinois,Park Ridge,CA-2016-121377,2015-01-23T18:30:00.000Z
Central,Illinois,Highland Park,CA-2016-153577,2015-07-26T18:30:00.000Z
Central,Illinois,Wheeling,CA-2017-110940,2016-09-13T18:30:00.000Z
Central,Illinois,Oak Park,CA-2017-136063,2017-12-18T18:30:00.000Z
Central,Illinois,Palatine,CA-2017-149706,2017-12-11T18:30:00.000Z
Central,Illinois,Glenview,US-2015-110261,2015-12-22T18:30:00.000Z
Central,Illinois,Frankfort,US-2015-168914,2015-05-26T18:30:00.000Z
Central,Illinois,Danville,US-2017-144582,2017-05-04T18:30:00.000Z
Central,Indiana,Indianapolis,CA-2014-103100,2014-10-08T18:30:00.000Z
Central,Indiana,Richmond,CA-2014-109491,2014-02-25T18:30:00.000Z
Central,Indiana,Mishawaka,CA-2014-136644,2014-06-21T18:30:00.000Z
Central,Indiana,Lafayette,CA-2014-146997,2014-01-26T18:30:00.000Z
Central,Indiana,Columbus,CA-2014-166590,2014-11-01T18:30:00.000Z
Central,Indiana,Lawrence,CA-2015-109337,2015-11-08T18:30:00.000Z
Central,Indiana,New Albany,CA-2015-115742,2015-04-21T18:30:00.000Z
Central,Indiana,Noblesville,CA-2015-134747,2015-10-16T18:30:00.000Z
Central,Indiana,New Castle,CA-2015-153108,2015-03-08T18:30:00.000Z
Central,Indiana,South Bend,CA-2015-160472,2015-07-24T18:30:00.000Z
Central,Indiana,La Porte,CA-2016-152170,2016-10-01T18:30:00.000Z
Central,Indiana,Bloomington,CA-2016-154235,2014-04-16T18:30:00.000Z
Central,Indiana,Greenwood,CA-2017-118213,2016-12-09T18:30:00.000Z
Central,Indiana,Portage,US-2014-129609,2014-03-21T18:30:00.000Z
Central,Indiana,Elkhart,US-2017-169320,2017-07-24T18:30:00.000Z
Central,Wisconsin,Madison,CA-2014-105893,2014-11-17T18:30:00.000Z
Central,Wisconsin,Wausau,CA-2014-120278,2014-11-11T18:30:00.000Z
Central,Wisconsin,Milwaukee,CA-2014-127159,2014-05-14T18:30:00.000Z
Central,Wisconsin,Appleton,CA-2014-130274,2014-05-04T18:30:00.000Z
Central,Wisconsin,Green Bay,CA-2014-140795,2014-02-02T18:30:00.000Z
Central,Wisconsin,Eau Claire,CA-2014-148761,2014-05-20T18:30:00.000Z
Central,Wisconsin,Franklin,CA-2014-161032,2014-11-22T18:30:00.000Z
Central,Wisconsin,Kenosha,CA-2015-105627,2015-02-18T18:30:00.000Z
Central,Wisconsin,Superior,CA-2015-153612,2015-12-26T18:30:00.000Z
Central,Wisconsin,La Crosse,CA-2016-101448,2016-02-29T18:30:00.000Z
Central,Wisconsin,West Allis,CA-2016-156251,2016-08-17T18:30:00.000Z
Central,Wisconsin,Waukesha,CA-2016-163986,2016-09-09T18:30:00.000Z
Central,Wisconsin,Sheboygan,US-2016-117793,2016-08-28T18:30:00.000Z
Central,Minnesota,Cottage Grove,CA-2014-106803,2015-01-01T18:30:00.000Z
Central,Minnesota,Minneapolis,CA-2014-116904,2014-06-23T18:30:00.000Z
Central,Minnesota,Lakeville,CA-2014-118339,2014-03-23T18:30:00.000Z
Central,Minnesota,Moorhead,CA-2014-145926,2014-11-20T18:30:00.000Z
Central,Minnesota,Coon Rapids,CA-2014-150518,2014-11-23T18:30:00.000Z
Central,Minnesota,Rochester,CA-2015-105158,2015-09-09T18:30:00.000Z
Central,Minnesota,Roseville,CA-2015-121783,2015-11-13T18:30:00.000Z
Central,Minnesota,Eagan,CA-2015-130022,2015-08-15T18:30:00.000Z
Central,Minnesota,Woodbury,CA-2015-149811,2015-01-09T18:30:00.000Z
Central,Minnesota,Saint Paul,CA-2016-134425,2016-09-10T18:30:00.000Z
Central,Minnesota,Saint Cloud,CA-2017-142034,2017-09-27T18:30:00.000Z
Central,Minnesota,Maple Grove,CA-2017-150497,2017-06-17T18:30:00.000Z
Central,Minnesota,Apple Valley,CA-2017-158106,2014-04-04T18:30:00.000Z
Central,Kansas,Garden City,CA-2014-107769,2014-10-31T18:30:00.000Z
Central,Kansas,Manhattan,CA-2014-149643,2014-11-19T18:30:00.000Z
Central,Kansas,Wichita,CA-2016-122017,2015-05-26T18:30:00.000Z
Central,Kansas,Olathe,CA-2016-140774,2014-09-18T18:30:00.000Z
Central,Kansas,Overland Park,CA-2016-144911,2016-11-29T18:30:00.000Z
Central,Nebraska,Omaha,CA-2014-109890,2014-07-26T18:30:00.000Z
Central,Nebraska,Norfolk,CA-2015-120551,2015-04-19T18:30:00.000Z
Central,Nebraska,Fremont,CA-2016-137330,2016-12-12T18:30:00.000Z
Central,Nebraska,Grand Island,CA-2017-134439,2017-09-22T18:30:00.000Z
Central,Missouri,Columbia,CA-2014-111150,2014-02-14T18:30:00.000Z
Central,Missouri,Saint Louis,CA-2014-164861,2014-11-28T18:30:00.000Z
Central,Missouri,Saint Charles,CA-2015-115168,2014-08-24T18:30:00.000Z
Central,Missouri,Springfield,CA-2015-127509,2014-08-07T18:30:00.000Z
Central,Missouri,Jefferson City,CA-2016-113061,2016-04-25T18:30:00.000Z
Central,Missouri,Saint Peters,CA-2016-127670,2016-03-23T18:30:00.000Z
Central,Missouri,Independence,CA-2017-103877,2017-09-13T18:30:00.000Z
Central,Missouri,Gladstone,CA-2017-135307,2017-11-26T18:30:00.000Z
Central,Missouri,Kirkwood,US-2015-124219,2015-08-07T18:30:00.000Z
Central,South Dakota,Sioux Falls,CA-2014-115980,2014-07-18T18:30:00.000Z
Central,South Dakota,Rapid City,CA-2014-167997,2014-01-28T18:30:00.000Z
Central,South Dakota,Aberdeen,CA-2017-167976,2017-11-13T18:30:00.000Z
Central,Oklahoma,Tulsa,CA-2014-117765,2014-09-11T18:30:00.000Z
Central,Oklahoma,Oklahoma City,CA-2014-122749,2014-12-08T18:30:00.000Z
Central,Oklahoma,Norman,CA-2016-100153,2016-03-24T18:30:00.000Z
Central,Oklahoma,Broken Arrow,CA-2016-105207,2015-09-26T18:30:00.000Z
Central,Oklahoma,Edmond,CA-2016-114104,2016-11-23T18:30:00.000Z
Central,Oklahoma,Lawton,CA-2017-130211,2014-06-26T18:30:00.000Z
Central,Oklahoma,Muskogee,CA-2017-145884,2017-02-24T18:30:00.000Z
Central,Iowa,Des Moines,CA-2015-115924,2014-04-01T18:30:00.000Z
Central,Iowa,Dubuque,CA-2015-153381,2015-09-27T18:30:00.000Z
Central,Iowa,Marion,CA-2016-105354,2016-12-05T18:30:00.000Z
Central,Iowa,Urbandale,CA-2016-128867,2016-11-09T18:30:00.000Z
Central,Iowa,Iowa City,CA-2016-157714,2016-09-30T18:30:00.000Z
Central,Iowa,Cedar Rapids,CA-2016-160815,2016-09-05T18:30:00.000Z
Central,Iowa,Waterloo,CA-2017-127656,2017-07-16T18:30:00.000Z
Central,Iowa,Burlington,CA-2017-142776,2017-12-13T18:30:00.000Z
Central,North Dakota,Fargo,CA-2017-111332,2017-05-21T18:30:00.000Z
