Orders.Order Date.Variation.Date Hierarchy.Year,Sum(Orders.Sales),Sum(Orders.Profit),Orders.Category,Orders.Sub-Category,Orders.Region,Orders.Segment
2017,26.07,1.2783000000000002,Office Supplies,Fasteners,Central,Home Office
2014,54.32000000000001,17.551199999999994,Office Supplies,Fasteners,East,Consumer
2015,103.50599999999999,37.262499999999996,Office Supplies,Fasteners,East,Consumer
2016,161.37600000000003,51.4534,Office Supplies,Fasteners,East,Consumer
2017,104.496,42.9059,Office Supplies,Fasteners,East,Consumer
2014,36.912,12.913999999999996,Office Supplies,Fasteners,East,Corporate
2015,65.9,7.9364,Office Supplies,Fasteners,East,Corporate
2016,125.23400000000001,41.2991,Office Supplies,Fasteners,East,Corporate
2017,58.04600000000001,14.320899999999998,Office Supplies,Fasteners,East,Corporate
2014,5.68,1.9169999999999998,Office Supplies,Fasteners,East,Home Office
2015,22.247999999999998,5.004,Office Supplies,Fasteners,East,Home Office
2016,57.56,19.7248,Office Supplies,Fasteners,East,Home Office
2017,24.44,11.7016,Office Supplies,Fasteners,East,Home Office
2014,78.08200000000001,32.9158,Office Supplies,Fasteners,South,Consumer
2015,86.664,32.79959999999999,Office Supplies,Fasteners,South,Consumer
2016,30.740000000000002,14.8626,Office Supplies,Fasteners,South,Consumer
2017,80.93,33.6934,Office Supplies,Fasteners,South,Consumer
2014,30.55,9.363,Office Supplies,Fasteners,South,Corporate
2015,38.74400000000001,12.990499999999999,Office Supplies,Fasteners,South,Corporate
2016,11.34,5.2164,Office Supplies,Fasteners,South,Corporate
2017,,,Office Supplies,Fasteners,South,Corporate
2014,57.160000000000004,8.626299999999999,Office Supplies,Fasteners,South,Home Office
2015,,,Office Supplies,Fasteners,South,Home Office
2016,62.79,14.822399999999998,Office Supplies,Fasteners,South,Home Office
2017,26.316,8.428099999999999,Office Supplies,Fasteners,South,Home Office
2014,116.76400000000002,50.3514,Office Supplies,Fasteners,West,Consumer
2015,115.452,42.463699999999996,Office Supplies,Fasteners,West,Consumer
2016,183.35000000000002,36.4727,Office Supplies,Fasteners,West,Consumer
2017,142.83,55.9209,Office Supplies,Fasteners,West,Consumer
2014,75.642,29.1785,Office Supplies,Fasteners,West,Corporate
2015,8.72,2.289000000000001,Office Supplies,Fasteners,West,Corporate
2016,49.46,18.812499999999996,Office Supplies,Fasteners,West,Corporate
2017,50.632,19.0264,Office Supplies,Fasteners,West,Corporate
2014,84.402,-0.32230000000000203,Office Supplies,Fasteners,West,Home Office
2015,15.38,6.093599999999999,Office Supplies,Fasteners,West,Home Office
2016,30.91,8.184000000000001,Office Supplies,Fasteners,West,Home Office
2017,49.67400000000001,6.7203,Office Supplies,Fasteners,West,Home Office
2014,143.09400000000002,67.3107,Office Supplies,Labels,Central,Consumer
2015,148.412,66.0458,Office Supplies,Labels,Central,Consumer
2016,133.426,55.1777,Office Supplies,Labels,Central,Consumer
2017,318.274,145.66809999999995,Office Supplies,Labels,Central,Consumer
2014,716.754,346.6299,Office Supplies,Labels,Central,Corporate
2015,110.946,39.0177,Office Supplies,Labels,Central,Corporate
2016,104.67200000000001,35.196799999999996,Office Supplies,Labels,Central,Corporate
2017,162.73600000000002,66.3256,Office Supplies,Labels,Central,Corporate
2014,188.62400000000002,67.61019999999998,Office Supplies,Labels,Central,Home Office
2015,45.15,21.672,Office Supplies,Labels,Central,Home Office
2016,273.15200000000004,114.5873,Office Supplies,Labels,Central,Home Office
2017,106.23200000000001,47.837599999999995,Office Supplies,Labels,Central,Home Office
2014,325.462,149.1173,Office Supplies,Labels,East,Consumer
2015,281.702,124.16619999999999,Office Supplies,Labels,East,Consumer
2016,581.9199999999998,254.60210000000004,Office Supplies,Labels,East,Consumer
2017,463.7159999999999,205.64340000000007,Office Supplies,Labels,East,Consumer
2014,162.042,65.2848,Office Supplies,Labels,East,Corporate
2015,45.24000000000001,19.2288,Office Supplies,Labels,East,Corporate
2016,70.206,30.6441,Office Supplies,Labels,East,Corporate
2017,231.098,103.47220000000002,Office Supplies,Labels,East,Corporate
2014,28.638000000000005,10.6245,Office Supplies,Labels,East,Home Office
2015,189.32,69.84349999999999,Office Supplies,Labels,East,Home Office
2016,127.03,50.4524,Office Supplies,Labels,East,Home Office
2017,96.56,46.2007,Office Supplies,Labels,East,Home Office
2014,251.23000000000002,110.52149999999997,Office Supplies,Labels,South,Consumer
2015,1010.604,492.72780000000006,Office Supplies,Labels,South,Consumer
2016,183.63800000000003,85.77489999999999,Office Supplies,Labels,South,Consumer
2017,422.75000000000006,151.8796,Office Supplies,Labels,South,Consumer
2014,146.85999999999999,58.09689999999999,Office Supplies,Labels,South,Corporate
2015,83.744,33.31049999999999,Office Supplies,Labels,South,Corporate
2016,81.39599999999999,36.6768,Office Supplies,Labels,South,Corporate
2017,53.226000000000006,22.353,Office Supplies,Labels,South,Corporate
2014,2.952,0.9963,Office Supplies,Labels,South,Home Office
2015,23.695999999999998,8.1474,Office Supplies,Labels,South,Home Office
2016,23.165999999999997,10.0524,Office Supplies,Labels,South,Home Office
2017,69.918,30.235200000000003,Office Supplies,Labels,South,Home Office
2014,301.098,139.3539,Office Supplies,Labels,West,Consumer
2015,266.37000000000006,124.31269999999996,Office Supplies,Labels,West,Consumer
2016,475.82,226.33559999999997,Office Supplies,Labels,West,Consumer
2017,1401.7459999999999,677.3511000000001,Office Supplies,Labels,West,Consumer
2014,416.24,194.3524,Office Supplies,Labels,West,Corporate
2015,736.6579999999999,317.68479999999994,Office Supplies,Labels,West,Corporate
2016,696.1880000000001,258.59979999999996,Office Supplies,Labels,West,Corporate
2017,283.64,133.9532,Office Supplies,Labels,West,Corporate
2014,158.4,76.1058,Office Supplies,Labels,West,Home Office
2015,14.62,6.8713999999999995,Office Supplies,Labels,West,Home Office
2016,76.626,34.51199999999999,Office Supplies,Labels,West,Home Office
2017,251.32,113.6896,Office Supplies,Labels,West,Home Office
2014,1535.76,553.0337,Office Supplies,Paper,Central,Consumer
2015,1569.6900000000003,625.1057,Office Supplies,Paper,Central,Consumer
2016,1769.2240000000004,667.3287,Office Supplies,Paper,Central,Consumer
2017,2689.346000000001,1069.1695999999997,Office Supplies,Paper,Central,Consumer
2014,578.704,247.9758,Office Supplies,Paper,Central,Corporate
2015,1309.4919999999995,509.7322999999999,Office Supplies,Paper,Central,Corporate
2016,1909.71,783.6163,Office Supplies,Paper,Central,Corporate
2017,2154.0960000000005,857.9061000000002,Office Supplies,Paper,Central,Corporate
2014,232.31200000000004,95.1976,Office Supplies,Paper,Central,Home Office
2015,665.056,263.9047,Office Supplies,Paper,Central,Home Office
2016,1686.674,754.4257000000001,Office Supplies,Paper,Central,Home Office
2017,1391.838,544.5043000000001,Office Supplies,Paper,Central,Home Office
2014,1638.7539999999997,706.7534,Office Supplies,Paper,East,Consumer
2015,1269.654,583.9636999999999,Office Supplies,Paper,East,Consumer
2016,2143.892,979.1502,Office Supplies,Paper,East,Consumer
2017,3608.9680000000008,1647.4633999999999,Office Supplies,Paper,East,Consumer
2014,1546.7720000000002,703.1220999999999,Office Supplies,Paper,East,Corporate
2015,1406.792,660.5631000000002,Office Supplies,Paper,East,Corporate
2016,1105.202,487.00470000000007,Office Supplies,Paper,East,Corporate
2017,1916.3500000000008,818.2683000000002,Office Supplies,Paper,East,Corporate
2014,731.6219999999998,338.9796999999999,Office Supplies,Paper,East,Home Office
2015,1291.2320000000004,564.5344,Office Supplies,Paper,East,Home Office
2016,1677.0260000000003,668.8683,Office Supplies,Paper,East,Home Office
2017,1836.338,856.6996999999998,Office Supplies,Paper,East,Home Office
2014,1279.316,488.02459999999996,Office Supplies,Paper,South,Consumer
2015,1619.0319999999997,699.585,Office Supplies,Paper,South,Consumer
2016,1802.7979999999998,778.9839,Office Supplies,Paper,South,Consumer
2017,2902.1260000000007,1118.7429,Office Supplies,Paper,South,Consumer
2014,1628.0560000000003,740.6026,Office Supplies,Paper,South,Corporate
2015,479.82000000000005,173.78799999999998,Office Supplies,Paper,South,Corporate
2016,454.10800000000006,175.12279999999998,Office Supplies,Paper,South,Corporate
2017,783.338,320.5499,Office Supplies,Paper,South,Corporate
2014,277.204,110.20219999999999,Office Supplies,Paper,South,Home Office
2015,204.40000000000003,75.2952,Office Supplies,Paper,South,Home Office
2016,1666.258,769.9554999999998,Office Supplies,Paper,South,Home Office
2017,1054.528,496.2088,Office Supplies,Paper,South,Home Office
2014,2661.138,1138.2850999999998,Office Supplies,Paper,West,Consumer
2015,2996.8760000000007,1282.4415000000001,Office Supplies,Paper,West,Consumer
2016,3551.728,1672.3316999999993,Office Supplies,Paper,West,Consumer
2017,3286.0660000000016,1524.2805,Office Supplies,Paper,West,Consumer
2014,1864.2640000000001,849.2582999999998,Office Supplies,Paper,West,Corporate
2015,1672.9719999999998,763.3985999999999,Office Supplies,Paper,West,Corporate
2016,1744.7320000000007,792.2316,Office Supplies,Paper,West,Corporate
2017,3328.7220000000007,1478.4063,Office Supplies,Paper,West,Corporate
2014,861.054,399.5863,Office Supplies,Paper,West,Home Office
2015,802.6220000000001,367.85779999999994,Office Supplies,Paper,West,Home Office
2016,1150.542,542.5151000000001,Office Supplies,Paper,West,Home Office
2017,2743.002,1308.6435999999999,Office Supplies,Paper,West,Home Office
2014,7349.325999999997,-2.6856000000001146,Office Supplies,Storage,Central,Consumer
2015,4996.564000000001,-173.60840000000042,Office Supplies,Storage,Central,Consumer
2016,6238.274000000001,438.4566,Office Supplies,Storage,Central,Consumer
2017,6087.646,151.14749999999998,Office Supplies,Storage,Central,Consumer
2014,1428.7300000000002,25.58059999999999,Office Supplies,Storage,Central,Corporate
2015,2273.248,449.8159999999999,Office Supplies,Storage,Central,Corporate
2016,3985.1600000000003,413.9957999999998,Office Supplies,Storage,Central,Corporate
2017,4969.466,195.11779999999993,Office Supplies,Storage,Central,Corporate
2014,2315.33,321.5443999999999,Office Supplies,Storage,Central,Home Office
2015,1061.662,161.20809999999994,Office Supplies,Storage,Central,Home Office
2016,2588.0780000000004,-73.47590000000008,Office Supplies,Storage,Central,Home Office
2017,2636.628,62.73960000000004,Office Supplies,Storage,Central,Home Office
2014,6443.852000000001,364.26749999999964,Office Supplies,Storage,East,Consumer
2015,5359.602000000001,525.1284999999997,Office Supplies,Storage,East,Consumer
2016,9561.482000000002,1024.9028999999998,Office Supplies,Storage,East,Consumer
2017,3629.5220000000004,59.62530000000004,Office Supplies,Storage,East,Consumer
2014,8385.52,822.5079000000002,Office Supplies,Storage,East,Corporate
2015,5395.728000000001,1012.5210999999999,Office Supplies,Storage,East,Corporate
2016,7164.718000000001,504.28479999999973,Office Supplies,Storage,East,Corporate
2017,10022.404,1497.1426999999992,Office Supplies,Storage,East,Corporate
2014,1377.89,125.23099999999997,Office Supplies,Storage,East,Home Office
2015,2553.876,194.90819999999982,Office Supplies,Storage,East,Home Office
2016,5369.858000000001,1275.1011999999998,Office Supplies,Storage,East,Home Office
2017,6348.131999999999,983.7500999999999,Office Supplies,Storage,East,Home Office
2014,2688.864,360.1185999999998,Office Supplies,Storage,South,Consumer
2015,4368.752000000001,-290.7855,Office Supplies,Storage,South,Consumer
2016,4882.456000000001,433.4962999999999,Office Supplies,Storage,South,Consumer
2017,4941.674000000001,385.8402999999997,Office Supplies,Storage,South,Consumer
2014,3036.9739999999993,91.18639999999988,Office Supplies,Storage,South,Corporate
2015,2372.986,90.51020000000001,Office Supplies,Storage,South,Corporate
2016,2996.2780000000002,389.7424999999999,Office Supplies,Storage,South,Corporate
2017,2956.02,147.13199999999978,Office Supplies,Storage,South,Corporate
2014,989.1679999999999,10.92160000000003,Office Supplies,Storage,South,Home Office
2015,745.488,-67.77260000000001,Office Supplies,Storage,South,Home Office
2016,2961.6620000000003,264.8304,Office Supplies,Storage,South,Home Office
2017,2827.7380000000003,459.07629999999983,Office Supplies,Storage,South,Home Office
2014,8744.173999999999,770.8347999999999,Office Supplies,Storage,West,Consumer
2015,10784.966,1214.8914999999995,Office Supplies,Storage,West,Consumer
2016,5740.273999999999,838.3638,Office Supplies,Storage,West,Consumer
2017,8674.973999999997,1004.2062999999998,Office Supplies,Storage,West,Consumer
2014,4773.114,724.6847000000001,Office Supplies,Storage,West,Corporate
2015,3650.7160000000003,277.1819999999998,Office Supplies,Storage,West,Corporate
2016,5096.104000000001,416.53740000000005,Office Supplies,Storage,West,Corporate
2017,11283.831999999999,2073.082799999999,Office Supplies,Storage,West,Corporate
2014,2796.1,552.0868999999998,Office Supplies,Storage,West,Home Office
2015,1484.66,111.46100000000008,Office Supplies,Storage,West,Home Office
2016,2204.3559999999998,278.05099999999976,Office Supplies,Storage,West,Home Office
2017,5299.582,383.93999999999994,Office Supplies,Storage,West,Home Office
2014,43.632,3.927300000000002,Office Supplies,Supplies,Central,Consumer
2015,78.488,4.516200000000001,Office Supplies,Supplies,Central,Consumer
2016,4252.38,-819.4432000000003,Office Supplies,Supplies,Central,Consumer
2017,185.41199999999998,28.907499999999985,Office Supplies,Supplies,Central,Consumer
2014,38.896,-0.6210000000000049,Office Supplies,Supplies,Central,Corporate
2015,106.71799999999999,10.814599999999995,Office Supplies,Supplies,Central,Corporate
2016,42.528000000000006,7.691400000000002,Office Supplies,Supplies,Central,Corporate
2017,4194.785999999999,83.96480000000005,Office Supplies,Supplies,Central,Corporate
2014,357.93,7.158600000000007,Office Supplies,Supplies,Central,Home Office
2015,139.24,6.347999999999995,Office Supplies,Supplies,Central,Home Office
2016,,,Office Supplies,Supplies,Central,Home Office
2017,27.362,4.847700000000001,Office Supplies,Supplies,Central,Home Office
2014,433.12800000000004,-27.754800000000003,Office Supplies,Supplies,East,Consumer
2015,1184.818,-122.0361,Office Supplies,Supplies,East,Consumer
2016,1875.5980000000004,-82.37489999999995,Office Supplies,Supplies,East,Consumer
2017,5074.282000000001,-939.4698999999999,Office Supplies,Supplies,East,Consumer
2014,17.14,4.4564,Office Supplies,Supplies,East,Corporate
2015,,,Office Supplies,Supplies,East,Corporate
2016,154.8,38.971199999999996,Office Supplies,Supplies,East,Corporate
2017,1677.3180000000002,-56.325000000000045,Office Supplies,Supplies,East,Corporate
2014,17.604000000000003,0.00039999999999906777,Office Supplies,Supplies,East,Home Office
2015,3.4880000000000004,-0.6976000000000007,Office Supplies,Supplies,East,Home Office
2016,55.86,16.199399999999997,Office Supplies,Supplies,East,Home Office
2017,266.08,13.895700000000016,Office Supplies,Supplies,East,Home Office
2014,52.206,9.7335,Office Supplies,Supplies,South,Consumer
2015,88.96000000000001,10.007999999999988,Office Supplies,Supplies,South,Consumer
2016,69.944,7.452899999999995,Office Supplies,Supplies,South,Consumer
2017,1912.444,42.66480000000001,Office Supplies,Supplies,South,Consumer
2014,4189.549999999999,89.91100000000006,Office Supplies,Supplies,South,Corporate
2015,41.376,4.654799999999993,Office Supplies,Supplies,South,Corporate
2016,1253.748,-226.52049999999997,Office Supplies,Supplies,South,Corporate
2017,537.48,20.316800000000004,Office Supplies,Supplies,South,Corporate
2014,5.5520000000000005,-1.0410000000000006,Office Supplies,Supplies,South,Home Office
2015,,,Office Supplies,Supplies,South,Home Office
2016,132.608,34.17899999999999,Office Supplies,Supplies,South,Home Office
2017,35.06,10.517999999999997,Office Supplies,Supplies,South,Home Office
2014,8395.541999999998,361.16859999999957,Office Supplies,Supplies,West,Consumer
2015,239.46399999999997,42.0286,Office Supplies,Supplies,West,Consumer
2016,138.51999999999998,26.738800000000005,Office Supplies,Supplies,West,Consumer
2017,1716.678,-203.61860000000004,Office Supplies,Supplies,West,Consumer
2014,820.01,38.46860000000004,Office Supplies,Supplies,West,Corporate
2015,64.09,18.75509999999999,Office Supplies,Supplies,West,Corporate
2016,5904.524,272.6279999999997,Office Supplies,Supplies,West,Corporate
2017,392.32000000000005,31.760200000000005,Office Supplies,Supplies,West,Corporate
2014,22.88,4.647999999999998,Office Supplies,Supplies,West,Home Office
2015,5.84,0.7299999999999995,Office Supplies,Supplies,West,Home Office
2016,397.06600000000003,25.513999999999967,Office Supplies,Supplies,West,Home Office
2017,30.188000000000002,7.225199999999999,Office Supplies,Supplies,West,Home Office
2014,3137.73,622.1514000000001,Technology,Accessories,Central,Consumer
2015,4051.0919999999996,791.0439999999998,Technology,Accessories,Central,Consumer
2016,7690.97,1371.3057,Technology,Accessories,Central,Consumer
2017,4182.512,958.8847999999996,Technology,Accessories,Central,Consumer
2014,792,169.61589999999998,Technology,Accessories,Central,Corporate
2015,1471.1039999999998,266.8103,Technology,Accessories,Central,Corporate
2016,1788.966,435.2235999999999,Technology,Accessories,Central,Corporate
2017,2143.168,591.2838999999999,Technology,Accessories,Central,Corporate
2014,509.24,99.49419999999998,Technology,Accessories,Central,Home Office
2015,2273.032,473.19339999999994,Technology,Accessories,Central,Home Office
2016,1322.278,81.56060000000002,Technology,Accessories,Central,Home Office
2017,4593.984,1391.0628000000002,Technology,Accessories,Central,Home Office
2014,2785.562,628.1177999999998,Technology,Accessories,East,Consumer
2015,11843.260000000002,2949.7856999999995,Technology,Accessories,East,Consumer
2016,2482.4400000000005,497.3909000000001,Technology,Accessories,East,Consumer
2017,5749.793999999999,1164.7838999999997,Technology,Accessories,East,Consumer
2014,836.53,285.4739,Technology,Accessories,East,Corporate
2015,2084.7459999999996,691.2335,Technology,Accessories,East,Corporate
2016,1918.672,422.33049999999986,Technology,Accessories,East,Corporate
2017,6908.05,1534.5531999999998,Technology,Accessories,East,Corporate
2014,2431.676,974.4441000000002,Technology,Accessories,East,Home Office
2015,3983.43,1047.4399,Technology,Accessories,East,Home Office
2016,1830.266,340.28149999999994,Technology,Accessories,East,Home Office
2017,2178.946,660.0294999999999,Technology,Accessories,East,Home Office
2014,2610.7960000000003,654.2967,Technology,Accessories,South,Consumer
2015,2110.15,357.7556999999999,Technology,Accessories,South,Consumer
2016,3826.0720000000006,1092.9295,Technology,Accessories,South,Consumer
2017,3104.5460000000003,683.3252999999996,Technology,Accessories,South,Consumer
2014,1925.896,721.8762999999999,Technology,Accessories,South,Corporate
2015,1175.652,287.0609999999999,Technology,Accessories,South,Corporate
2016,4165.411999999999,1318.4211999999998,Technology,Accessories,South,Corporate
2017,2908.4959999999996,758.1191999999999,Technology,Accessories,South,Corporate
2014,1058.598,309.55559999999997,Technology,Accessories,South,Home Office
2015,855.732,183.21739999999997,Technology,Accessories,South,Home Office
2016,1388.3600000000001,132.49019999999996,Technology,Accessories,South,Home Office
2017,2147.0440000000003,505.49429999999995,Technology,Accessories,South,Home Office
2014,5764.523999999999,1152.2438,Technology,Accessories,West,Consumer
2015,8394.364,2510.7203,Technology,Accessories,West,Consumer
2016,9461.813999999998,2343.5202999999997,Technology,Accessories,West,Consumer
2017,9909.612,2957.6667000000007,Technology,Accessories,West,Consumer
2014,1687.1200000000003,482.6298,Technology,Accessories,West,Corporate
2015,1427.508,408.38689999999997,Technology,Accessories,West,Corporate
2016,4795.588,1297.8576999999998,Technology,Accessories,West,Corporate
2017,12161.655999999999,3036.6036,Technology,Accessories,West,Corporate
2014,1474.6000000000001,302.81549999999993,Technology,Accessories,West,Home Office
2015,853.89,230.62709999999996,Technology,Accessories,West,Home Office
2016,1225.0160000000003,330.9768,Technology,Accessories,West,Home Office
2017,3958.4240000000004,1430.5498000000002,Technology,Accessories,West,Home Office
2014,1999.96,624.9875,Technology,Copiers,Central,Consumer
2015,2519.924,857.9740999999999,Technology,Copiers,Central,Consumer
2016,,,Technology,Copiers,Central,Consumer
2017,,,Technology,Copiers,Central,Consumer
2014,719.9760000000001,134.9955,Technology,Copiers,Central,Corporate
2015,8739.872000000001,3576.9476999999993,Technology,Copiers,Central,Corporate
2016,17499.949999999997,8399.975999999999,Technology,Copiers,Central,Corporate
2017,2719.944,677.9851000000001,Technology,Copiers,Central,Corporate
2014,549.99,274.995,Technology,Copiers,Central,Home Office
2015,1549.97,724.986,Technology,Copiers,Central,Home Office
2016,,,Technology,Copiers,Central,Home Office
2017,959.984,335.99440000000004,Technology,Copiers,Central,Home Office
2014,4099.9259999999995,650.9887,Technology,Copiers,East,Consumer
2015,4159.912,1404.9717,Technology,Copiers,East,Consumer
2016,11039.927999999998,1491.9899999999989,Technology,Copiers,East,Consumer
2017,11099.939999999999,5109.9821,Technology,Copiers,East,Consumer
2014,,,Technology,Copiers,East,Corporate
2015,,,Technology,Copiers,East,Corporate
2016,3319.932,1059.9779999999998,Technology,Copiers,East,Corporate
2017,899.982,74.99849999999992,Technology,Copiers,East,Corporate
2014,,,Technology,Copiers,East,Home Office
2015,799.984,249.99499999999998,Technology,Copiers,East,Home Office
2016,5399.91,2591.9568,Technology,Copiers,East,Home Office
2017,12399.948,4387.980999999999,Technology,Copiers,East,Home Office
2014,479.98400000000004,89.99699999999999,Technology,Copiers,South,Consumer
2015,,,Technology,Copiers,South,Consumer
2016,1599.92,751.9624,Technology,Copiers,South,Consumer
2017,2359.964,941.9857999999999,Technology,Copiers,South,Consumer
2014,,,Technology,Copiers,South,Corporate
2015,899.97,314.9895,Technology,Copiers,South,Corporate
2016,959.9680000000001,119.99599999999992,Technology,Copiers,South,Corporate
2017,2999.95,1439.976,Technology,Copiers,South,Corporate
2014,2999.946,1136.9796000000001,Technology,Copiers,West,Consumer
2015,3919.8960000000006,1154.9706999999999,Technology,Copiers,West,Consumer
2016,7079.876000000002,2501.9559,Technology,Copiers,West,Consumer
2017,16459.894,7364.9650999999985,Technology,Copiers,West,Consumer
2014,,,Technology,Copiers,West,Corporate
2015,3589.9220000000005,1645.4641,Technology,Copiers,West,Corporate
2016,1199.976,374.99249999999995,Technology,Copiers,West,Corporate
2017,3279.944,1169.98,Technology,Copiers,West,Corporate
2014,,,Technology,Copiers,West,Home Office
2015,,,Technology,Copiers,West,Home Office
2016,1499.95,449.9849999999999,Technology,Copiers,West,Home Office
2017,9719.838,3527.9421999999995,Technology,Copiers,West,Home Office
2014,9577.601999999999,-1657.482000000002,Technology,Machines,Central,Consumer
2015,771.3499999999999,-23.665500000000023,Technology,Machines,Central,Consumer
2016,1650.81,14.119499999999846,Technology,Machines,Central,Consumer
2017,,,Technology,Machines,Central,Consumer
2014,6139.65,-883.2633000000006,Technology,Machines,Central,Corporate
2015,479.988,55.99859999999995,Technology,Machines,Central,Corporate
2016,,,Technology,Machines,Central,Corporate
2017,5097.096,465.76029999999935,Technology,Machines,Central,Corporate
2014,574.91,156.04699999999997,Technology,Machines,Central,Home Office
2015,600.53,137.26399999999995,Technology,Machines,Central,Home Office
2016,1007.979,43.199100000000044,Technology,Machines,Central,Home Office
2017,897.469,205.95569999999992,Technology,Machines,Central,Home Office
2014,10174.875,3399.0852,Technology,Machines,East,Consumer
2015,4754.802,-1870.1156000000005,Technology,Machines,East,Consumer
2016,15004.997000000001,-2863.7971000000016,Technology,Machines,East,Consumer
2017,733.755,38.74250000000009,Technology,Machines,East,Consumer
2014,399.54,-559.3559999999999,Technology,Machines,East,Corporate
2015,7349.9400000000005,1210.2939999999999,Technology,Machines,East,Corporate
2016,10210.941,1521.4505999999994,Technology,Machines,East,Corporate
2017,5931.615,452.2137,Technology,Machines,East,Corporate
2014,4061.97,2026.0857,Technology,Machines,East,Home Office
2015,2321.9,1114.512,Technology,Machines,East,Home Office
2016,,,Technology,Machines,East,Home Office
2017,5161.83,2459.5279,Technology,Machines,East,Home Office
2014,4134.945,-1426.7031000000004,Technology,Machines,South,Consumer
2015,3112.985,1414.8208999999997,Technology,Machines,South,Consumer
2016,9841.650000000001,2962.2359999999994,Technology,Machines,South,Consumer
2017,1248.97,-39.795000000000144,Technology,Machines,South,Consumer
2014,,,Technology,Machines,South,Corporate
2015,,,Technology,Machines,South,Corporate
2016,3305.475,1347.7005,Technology,Machines,South,Corporate
2017,8695.68,-3867.8183999999987,Technology,Machines,South,Corporate
2014,23459.78,-1827.504400000002,Technology,Machines,South,Home Office
2015,,,Technology,Machines,South,Home Office
2016,91.475,-1.829499999999996,Technology,Machines,South,Home Office
2017,,,Technology,Machines,South,Home Office
2014,1452.181,438.2881999999999,Technology,Machines,West,Consumer
2015,8072.232,903.3806999999989,Technology,Machines,West,Consumer
2016,7216.718999999999,585.4388999999996,Technology,Machines,West,Consumer
2017,1794.952,266.50820000000004,Technology,Machines,West,Consumer
2014,767.9520000000001,287.98199999999997,Technology,Machines,West,Corporate
2015,299.97,34.99649999999998,Technology,Machines,West,Corporate
2016,3503.9700000000003,-144.4069999999998,Technology,Machines,West,Corporate
2017,8094.937999999999,781.4674999999993,Technology,Machines,West,Corporate
2014,1279.968,415.98959999999994,Technology,Machines,West,Home Office
2015,,,Technology,Machines,West,Home Office
2016,4072.8700000000003,-556.7930000000003,Technology,Machines,West,Home Office
2017,5888.370000000001,-3631.7780000000007,Technology,Machines,West,Home Office
2014,5550.280000000001,735.6789999999996,Technology,Phones,Central,Consumer
2015,8957.145999999999,1798.2329999999995,Technology,Phones,Central,Consumer
2016,11299.903999999999,1865.3407000000002,Technology,Phones,Central,Consumer
2017,11301.456,2016.7668999999996,Technology,Phones,Central,Consumer
2014,2548.196000000001,277.50849999999997,Technology,Phones,Central,Corporate
2015,6451.064,891.0112999999997,Technology,Phones,Central,Corporate
2016,5353.372000000001,789.2826999999997,Technology,Phones,Central,Corporate
2017,2828.1639999999998,433.4771999999999,Technology,Phones,Central,Corporate
2014,1827.276,467.74119999999994,Technology,Phones,Central,Home Office
2015,3955.7120000000004,617.9998,Technology,Phones,Central,Home Office
2016,3249.1759999999995,760.5102,Technology,Phones,Central,Home Office
2017,9081.536,1669.4761999999998,Technology,Phones,Central,Home Office
2014,16651.997999999996,3043.2290000000003,Technology,Phones,East,Consumer
2015,12095.466,2038.22,Technology,Phones,East,Consumer
2016,6680.607999999999,635.6175999999998,Technology,Phones,East,Consumer
2017,16083.965999999999,1611.187,Technology,Phones,East,Consumer
2014,3744.7819999999997,299.65110000000004,Technology,Phones,East,Corporate
2015,7726.91,914.1632999999997,Technology,Phones,East,Corporate
2016,7130.253999999999,1104.0686,Technology,Phones,East,Corporate
2017,11263.672,811.7353000000003,Technology,Phones,East,Corporate
2014,291.87,86.2218,Technology,Phones,East,Home Office
2015,2739.03,347.2843,Technology,Phones,East,Home Office
2016,7479.493999999999,428.1258999999999,Technology,Phones,East,Home Office
2017,8726.931999999999,995.1821000000001,Technology,Phones,East,Home Office
2014,4690.514,1185.0283,Technology,Phones,South,Consumer
2015,5847.6579999999985,1558.2632999999998,Technology,Phones,South,Consumer
2016,7732.339999999999,976.231,Technology,Phones,South,Consumer
2017,12575.692000000001,1904.3891999999998,Technology,Phones,South,Consumer
2014,9740.380000000001,2277.5083999999997,Technology,Phones,South,Corporate
2015,2000.7240000000002,383.77779999999984,Technology,Phones,South,Corporate
2016,1767.8080000000002,196.22480000000002,Technology,Phones,South,Corporate
2017,5765.3200000000015,822.701,Technology,Phones,South,Corporate
2014,2818.0699999999997,623.1709,Technology,Phones,South,Home Office
2015,,,Technology,Phones,South,Home Office
2016,2343.674,335.4691999999998,Technology,Phones,South,Home Office
2017,3022.2580000000007,504.5114000000001,Technology,Phones,South,Home Office
2014,19498.272,1812.6377999999995,Technology,Phones,West,Consumer
2015,11779.96,1143.4174999999996,Technology,Phones,West,Consumer
2016,7625.639999999999,589.7996999999996,Technology,Phones,West,Consumer
2017,11561.864000000001,923.0746999999998,Technology,Phones,West,Consumer
2014,5094.312,639.2624000000001,Technology,Phones,West,Corporate
2015,4197.688,476.4329999999997,Technology,Phones,West,Corporate
2016,8693.488000000001,845.2782000000007,Technology,Phones,West,Corporate
2017,6847.280000000001,604.136,Technology,Phones,West,Corporate
2014,4934.856000000001,360.3668999999999,Technology,Phones,West,Home Office
2015,2562.344,230.00410000000008,Technology,Phones,West,Home Office
2016,9606.272,933.6443000000002,Technology,Phones,West,Home Office
2017,6282.376000000001,552.688,Technology,Phones,West,Home Office
