Region,Category,Sub-Category,Value Column Name,Value
"East","Technology","Accessories","Profit - FC","9660.8644"
"East","Technology","Accessories","(Profit - FC)%","6.293722736156352"
"East","Technology","Accessories","PL - Quantity","2062"
"East","Technology","Accessories","(PL - Quantity)%","2.848066298342542"
"East","Technology","Accessories","FC - Quantity","811"
"East","Technology","Accessories","(FC - Quantity)%","1.1201657458563536"
"East","Technology","Accessories","FC - PL","-1251"
"East","Technology","Accessories","(FC - PL)%","-0.44903086862885855"
"East","Technology","Copiers","Quantity","71"
"East","Technology","Copiers","PL","2786"
"East","Technology","Copiers","FC","1535"
"East","Technology","Copiers","Profit","17022.8418"
"East","Technology","Copiers","Profit - Quantity","16951.8418"
"East","Technology","Copiers","(Profit - Quantity)%","238.7583352112676"
"East","Technology","Copiers","Profit - PL","14236.841799999998"
"East","Technology","Copiers","(Profit - PL)%","5.11013704235463"
"East","Technology","Copiers","Profit - FC","15487.841799999998"
"East","Technology","Copiers","(Profit - FC)%","10.08979921824104"
"East","Technology","Copiers","PL - Quantity","2715"
"East","Technology","Copiers","(PL - Quantity)%","38.23943661971831"
"East","Technology","Copiers","FC - Quantity","1464"
"East","Technology","Copiers","(FC - Quantity)%","20.619718309859152"
"East","Technology","Copiers","FC - PL","-1251"
"East","Technology","Copiers","(FC - PL)%","-0.44903086862885855"
"East","Technology","Machines","Quantity","165"
"East","Technology","Machines","PL","2786"
"East","Technology","Machines","FC","1535"
"East","Technology","Machines","Profit","6928.6429"
"East","Technology","Machines","Profit - Quantity","6763.6429"
"East","Technology","Machines","(Profit - Quantity)%","40.99177515151515"
"East","Technology","Machines","Profit - PL","4142.6429"
"East","Technology","Machines","(Profit - PL)%","1.4869500717875086"
"East","Technology","Machines","Profit - FC","5393.6429"
"East","Technology","Machines","(Profit - FC)%","3.513773876221498"
"East","Technology","Machines","PL - Quantity","2621"
"East","Technology","Machines","(PL - Quantity)%","15.884848484848485"
"East","Technology","Machines","FC - Quantity","1370"
"East","Technology","Machines","(FC - Quantity)%","8.303030303030303"
"East","Technology","Machines","FC - PL","-1251"
"East","Technology","Machines","(FC - PL)%","-0.44903086862885855"
"East","Technology","Phones","Quantity","982"
"East","Technology","Phones","PL","2786"
"East","Technology","Phones","FC","1535"
"East","Technology","Phones","Profit","12314.686"
"East","Technology","Phones","Profit - Quantity","11332.686"
"East","Technology","Phones","(Profit - Quantity)%","11.540413441955193"
"East","Technology","Phones","Profit - PL","9528.686"
"East","Technology","Phones","(Profit - PL)%","3.420203158650395"
"East","Technology","Phones","Profit - FC","10779.686"
"East","Technology","Phones","(Profit - FC)%","7.022596742671009"
"East","Technology","Phones","PL - Quantity","1804"
"East","Technology","Phones","(PL - Quantity)%","1.8370672097759675"
"East","Technology","Phones","FC - Quantity","553"
"East","Technology","Phones","(FC - Quantity)%","0.5631364562118126"
"East","Technology","Phones","FC - PL","-1251"
"East","Technology","Phones","(FC - PL)%","-0.44903086862885855"
"South","Furniture","Bookcases","Quantity","118"
"South","Furniture","Bookcases","PL","2786"
"South","Furniture","Bookcases","FC","1535"
"South","Furniture","Bookcases","Profit","1339.4918"
"South","Furniture","Bookcases","Profit - Quantity","1221.4918"
"South","Furniture","Bookcases","(Profit - Quantity)%","10.351625423728814"
"South","Furniture","Bookcases","Profit - PL","-1446.5082"
"South","Furniture","Bookcases","(Profit - PL)%","-0.5192061019382628"
"South","Furniture","Bookcases","Profit - FC","-195.5082"
"South","Furniture","Bookcases","(Profit - FC)%","-0.12736690553745927"
"South","Furniture","Bookcases","PL - Quantity","2668"
"South","Furniture","Bookcases","(PL - Quantity)%","22.610169491525422"
"South","Furniture","Bookcases","FC - Quantity","1417"
"South","Furniture","Bookcases","(FC - Quantity)%","12.008474576271187"
"South","Furniture","Bookcases","FC - PL","-1251"
"South","Furniture","Bookcases","(FC - PL)%","-0.44903086862885855"
"South","Furniture","Chairs","Quantity","331"
"South","Furniture","Chairs","PL","2786"
"South","Furniture","Chairs","FC","1535"
"South","Furniture","Chairs","Profit","6612.0893"
"South","Furniture","Chairs","Profit - Quantity","6281.0893"
"South","Furniture","Chairs","(Profit - Quantity)%","18.976100604229607"
"South","Furniture","Chairs","Profit - PL","3826.0892999999996"
"South","Furniture","Chairs","(Profit - PL)%","1.3733270997846376"
"South","Furniture","Chairs","Profit - FC","5077.0893"
"South","Furniture","Chairs","(Profit - FC)%","3.3075500325732903"
"South","Furniture","Chairs","PL - Quantity","2455"
"South","Furniture","Chairs","(PL - Quantity)%","7.4169184290030215"
"South","Furniture","Chairs","FC - Quantity","1204"
"South","Furniture","Chairs","(FC - Quantity)%","3.6374622356495467"
"South","Furniture","Chairs","FC - PL","-1251"
"South","Furniture","Chairs","(FC - PL)%","-0.44903086862885855"
"South","Furniture","Furnishings","Quantity","615"
"South","Furniture","Furnishings","PL","2786"
"South","Furniture","Furnishings","FC","1535"
"South","Furniture","Furnishings","Profit","3442.6829"
"South","Furniture","Furnishings","Profit - Quantity","2827.6829"
"South","Furniture","Furnishings","(Profit - Quantity)%","4.5978583739837395"
"South","Furniture","Furnishings","Profit - PL","656.6828999999998"
"South","Furniture","Furnishings","(Profit - PL)%","0.2357081478822684"
"South","Furniture","Furnishings","Profit - FC","1907.6828999999998"
"South","Furniture","Furnishings","(Profit - FC)%","1.2427901628664493"
"South","Furniture","Furnishings","PL - Quantity","2171"
"South","Furniture","Furnishings","(PL - Quantity)%","3.530081300813008"
"South","Furniture","Furnishings","FC - Quantity","920"
"South","Furniture","Furnishings","(FC - Quantity)%","1.4959349593495934"
"South","Furniture","Furnishings","FC - PL","-1251"
"South","Furniture","Furnishings","(FC - PL)%","-0.44903086862885855"
"South","Furniture","Tables","Quantity","227"
"South","Furniture","Tables","PL","2786"
"South","Furniture","Tables","FC","1535"
"South","Furniture","Tables","Profit","-4623.0579"
"South","Furniture","Tables","Profit - Quantity","-4850.0579"
"South","Furniture","Tables","(Profit - Quantity)%","-21.365893832599117"
"South","Furniture","Tables","Profit - PL","-7409.0579"
"South","Furniture","Tables","(Profit - PL)%","-2.6593890524048813"
"South","Furniture","Tables","Profit - FC","-6158.0579"
"South","Furniture","Tables","(Profit - FC)%","-4.011764104234527"
"South","Furniture","Tables","PL - Quantity","2559"
"South","Furniture","Tables","(PL - Quantity)%","11.273127753303966"
"South","Furniture","Tables","FC - Quantity","1308"
"South","Furniture","Tables","(FC - Quantity)%","5.762114537444933"
"South","Furniture","Tables","FC - PL","-1251"
"South","Furniture","Tables","(FC - PL)%","-0.44903086862885855"
"South","Office Supplies","Appliances","Quantity","293"
"South","Office Supplies","Appliances","PL","2786"
"South","Office Supplies","Appliances","FC","1535"
"South","Office Supplies","Appliances","Profit","4123.9396"
"South","Office Supplies","Appliances","Profit - Quantity","3830.9395999999997"
"South","Office Supplies","Appliances","(Profit - Quantity)%","13.07487918088737"
"South","Office Supplies","Appliances","Profit - PL","1337.9395999999997"
"South","Office Supplies","Appliances","(Profit - PL)%","0.4802367552045943"
"South","Office Supplies","Appliances","Profit - FC","2588.9395999999997"
"South","Office Supplies","Appliances","(Profit - FC)%","1.686605602605863"
"South","Office Supplies","Appliances","PL - Quantity","2493"
"South","Office Supplies","Appliances","(PL - Quantity)%","8.508532423208191"
"South","Office Supplies","Appliances","FC - Quantity","1242"
"South","Office Supplies","Appliances","(FC - Quantity)%","4.238907849829351"
"South","Office Supplies","Appliances","FC - PL","-1251"
"South","Office Supplies","Appliances","(FC - PL)%","-0.44903086862885855"
"South","Office Supplies","Art","Quantity","547"
"South","Office Supplies","Art","PL","2786"
"South","Office Supplies","Art","FC","1535"
"South","Office Supplies","Art","Profit","1058.5866"
"South","Office Supplies","Art","Profit - Quantity","511.5866000000001"
"South","Office Supplies","Art","(Profit - Quantity)%","0.93525886654479"
"South","Office Supplies","Art","Profit - PL","-1727.4134"
"South","Office Supplies","Art","(Profit - PL)%","-0.6200335247666906"
"South","Office Supplies","Art","Profit - FC","-476.4133999999999"
"South","Office Supplies","Art","(Profit - FC)%","-0.3103670358306188"
"South","Office Supplies","Art","PL - Quantity","2239"
"South","Office Supplies","Art","(PL - Quantity)%","4.093235831809872"
"South","Office Supplies","Art","FC - Quantity","988"
"South","Office Supplies","Art","(FC - Quantity)%","1.806215722120658"
"South","Office Supplies","Art","FC - PL","-1251"
"South","Office Supplies","Art","(FC - PL)%","-0.44903086862885855"
"South","Office Supplies","Binders","Quantity","981"
"South","Office Supplies","Binders","PL","2786"
"South","Office Supplies","Binders","FC","1535"
"South","Office Supplies","Binders","Profit","3900.664"
"South","Office Supplies","Binders","Profit - Quantity","2919.664"
"South","Office Supplies","Binders","(Profit - Quantity)%","2.976212028542304"
"South","Office Supplies","Binders","Profit - PL","1114.6640000000002"
"South","Office Supplies","Binders","(Profit - PL)%","0.40009475951184503"
"South","Office Supplies","Binders","Profit - FC","2365.664"
"South","Office Supplies","Binders","(Profit - FC)%","1.5411491856677526"
"South","Office Supplies","Binders","PL - Quantity","1805"
"South","Office Supplies","Binders","(PL - Quantity)%","1.8399592252803263"
"South","Office Supplies","Binders","FC - Quantity","554"
"South","Office Supplies","Binders","(FC - Quantity)%","0.564729867482161"
"South","Office Supplies","Binders","FC - PL","-1251"
"South","Office Supplies","Binders","(FC - PL)%","-0.44903086862885855"
"South","Office Supplies","Envelopes","Quantity","206"
"South","Office Supplies","Envelopes","PL","2786"
"South","Office Supplies","Envelopes","FC","1535"
"South","Office Supplies","Envelopes","Profit","1465.477"
"South","Office Supplies","Envelopes","Profit - Quantity","1259.477"
"South","Office Supplies","Envelopes","(Profit - Quantity)%","6.113966019417476"
"South","Office Supplies","Envelopes","Profit - PL","-1320.523"
"South","Office Supplies","Envelopes","(Profit - PL)%","-0.4739852835606604"
"South","Office Supplies","Envelopes","Profit - FC","-69.52299999999991"
"South","Office Supplies","Envelopes","(Profit - FC)%","-0.045291856677524375"
"South","Office Supplies","Envelopes","PL - Quantity","2580"
"South","Office Supplies","Envelopes","(PL - Quantity)%","12.524271844660195"
"South","Office Supplies","Envelopes","FC - Quantity","1329"
"South","Office Supplies","Envelopes","(FC - Quantity)%","6.451456310679612"
"South","Office Supplies","Envelopes","FC - PL","-1251"
"South","Office Supplies","Envelopes","(FC - PL)%","-0.44903086862885855"
"South","Office Supplies","Fasteners","Quantity","126"
"South","Office Supplies","Fasteners","PL","2786"
"South","Office Supplies","Fasteners","FC","1535"
"South","Office Supplies","Fasteners","Profit","173.7181"
"South","Office Supplies","Fasteners","Profit - Quantity","47.71809999999999"
"South","Office Supplies","Fasteners","(Profit - Quantity)%","0.3787150793650793"
"South","Office Supplies","Fasteners","Profit - PL","-2612.2819"
"South","Office Supplies","Fasteners","(Profit - PL)%","-0.9376460516870064"
"South","Office Supplies","Fasteners","Profit - FC","-1361.2819"
"South","Office Supplies","Fasteners","(Profit - FC)%","-0.8868285993485343"
"South","Office Supplies","Fasteners","PL - Quantity","2660"
"South","Office Supplies","Fasteners","(PL - Quantity)%","21.111111111111107"
"South","Office Supplies","Fasteners","FC - Quantity","1409"
"South","Office Supplies","Fasteners","(FC - Quantity)%","11.182539682539682"
"South","Office Supplies","Fasteners","FC - PL","-1251"
"South","Office Supplies","Fasteners","(FC - PL)%","-0.44903086862885855"
"South","Office Supplies","Labels","Quantity","216"
"South","Office Supplies","Labels","PL","2786"
"South","Office Supplies","Labels","FC","1535"
"South","Office Supplies","Labels","Profit","1040.7723"
"South","Office Supplies","Labels","Profit - Quantity","824.7723000000001"
"South","Office Supplies","Labels","(Profit - Quantity)%","3.818390277777778"
"South","Office Supplies","Labels","Profit - PL","-1745.2277"
"South","Office Supplies","Labels","(Profit - PL)%","-0.6264277458722182"
"South","Office Supplies","Labels","Profit - FC","-494.2276999999999"
"South","Office Supplies","Labels","(Profit - FC)%","-0.3219724429967426"
"South","Office Supplies","Labels","PL - Quantity","2570"
"South","Office Supplies","Labels","(PL - Quantity)%","11.898148148148147"
"South","Office Supplies","Labels","FC - Quantity","1319"
"South","Office Supplies","Labels","(FC - Quantity)%","6.106481481481482"
"South","Office Supplies","Labels","FC - PL","-1251"
"South","Office Supplies","Labels","(FC - PL)%","-0.44903086862885855"
"South","Office Supplies","Paper","Quantity","851"
"South","Office Supplies","Paper","PL","2786"
"South","Office Supplies","Paper","FC","1535"
"South","Office Supplies","Paper","Profit","5947.0614"
"South","Office Supplies","Paper","Profit - Quantity","5096.0614"
"South","Office Supplies","Paper","(Profit - Quantity)%","5.988321269095182"
"South","Office Supplies","Paper","Profit - PL","3161.0613999999996"
"South","Office Supplies","Paper","(Profit - PL)%","1.134623618090452"
"South","Office Supplies","Paper","Profit - FC","4412.0614"
"South","Office Supplies","Paper","(Profit - FC)%","2.8743071009771985"
"South","Office Supplies","Paper","PL - Quantity","1935"
"South","Office Supplies","Paper","(PL - Quantity)%","2.2737955346651"
"South","Office Supplies","Paper","FC - Quantity","684"
"South","Office Supplies","Paper","(FC - Quantity)%","0.8037602820211515"
"South","Office Supplies","Paper","FC - PL","-1251"
"South","Office Supplies","Paper","(FC - PL)%","-0.44903086862885855"
"South","Office Supplies","Storage","Quantity","488"
"South","Office Supplies","Storage","PL","2786"
"South","Office Supplies","Storage","FC","1535"
"South","Office Supplies","Storage","Profit","2274.2965"
"South","Office Supplies","Storage","Profit - Quantity","1786.2965"
"South","Office Supplies","Storage","(Profit - Quantity)%","3.6604436475409834"
"South","Office Supplies","Storage","Profit - PL","-511.7035000000001"
"South","Office Supplies","Storage","(Profit - PL)%","-0.18366959798994975"
"South","Office Supplies","Storage","Profit - FC","739.2964999999999"
"South","Office Supplies","Storage","(Profit - FC)%","0.48162638436482086"
"South","Office Supplies","Storage","PL - Quantity","2298"
"South","Office Supplies","Storage","(PL - Quantity)%","4.709016393442623"
"South","Office Supplies","Storage","FC - Quantity","1047"
"South","Office Supplies","Storage","(FC - Quantity)%","2.1454918032786887"
"South","Office Supplies","Storage","FC - PL","-1251"
"South","Office Supplies","Storage","(FC - PL)%","-0.44903086862885855"
"South","Office Supplies","Supplies","Quantity","92"
"South","Office Supplies","Supplies","PL","2786"
"South","Office Supplies","Supplies","FC","1535"
"South","Office Supplies","Supplies","Profit","1.8773"
"South","Office Supplies","Supplies","Profit - Quantity","-90.1227"
"South","Office Supplies","Supplies","(Profit - Quantity)%","-0.9795945652173913"
"South","Office Supplies","Supplies","Profit - PL","-2784.1227"
"South","Office Supplies","Supplies","(Profit - PL)%","-0.9993261665470208"
"South","Office Supplies","Supplies","Profit - FC","-1533.1227"
"South","Office Supplies","Supplies","(Profit - FC)%","-0.9987770032573289"
"South","Office Supplies","Supplies","PL - Quantity","2694"
"South","Office Supplies","Supplies","(PL - Quantity)%","29.282608695652176"
"South","Office Supplies","Supplies","FC - Quantity","1443"
"South","Office Supplies","Supplies","(FC - Quantity)%","15.684782608695652"
"South","Office Supplies","Supplies","FC - PL","-1251"
"South","Office Supplies","Supplies","(FC - PL)%","-0.44903086862885855"
"South","Technology","Accessories","Quantity","504"
"South","Technology","Accessories","PL","2786"
"South","Technology","Accessories","FC","1535"
"South","Technology","Accessories","Profit","7004.5424"
"South","Technology","Accessories","Profit - Quantity","6500.5424"
"South","Technology","Accessories","(Profit - Quantity)%","12.897901587301588"
"South","Technology","Accessories","Profit - PL","4218.5424"
"South","Technology","Accessories","(Profit - PL)%","1.5141932519741566"
"South","Technology","Accessories","Profit - FC","5469.5424"
"South","Technology","Accessories","(Profit - FC)%","3.5632198045602608"
"South","Technology","Accessories","PL - Quantity","2282"
"South","Technology","Accessories","(PL - Quantity)%","4.527777777777778"
"South","Technology","Accessories","FC - Quantity","1031"
"South","Technology","Accessories","(FC - Quantity)%","2.0456349206349205"
"South","Technology","Accessories","FC - PL","-1251"
"South","Technology","Accessories","(FC - PL)%","-0.44903086862885855"
"South","Technology","Copiers","Quantity","26"
"South","Technology","Copiers","PL","2786"
"South","Technology","Copiers","FC","1535"
"South","Technology","Copiers","Profit","3658.9067"
"South","Technology","Copiers","Profit - Quantity","3632.9067"
"South","Technology","Copiers","(Profit - Quantity)%","139.72718076923076"
"South","Technology","Copiers","Profit - PL","872.9067"
"South","Technology","Copiers","(Profit - PL)%","0.3133189877961235"
"South","Technology","Copiers","Profit - FC","2123.9067"
"South","Technology","Copiers","(Profit - FC)%","1.3836525732899023"
"South","Technology","Copiers","PL - Quantity","2760"
"South","Technology","Copiers","(PL - Quantity)%","106.15384615384615"
"South","Technology","Copiers","FC - Quantity","1509"
"South","Technology","Copiers","(FC - Quantity)%","58.03846153846154"
"South","Technology","Copiers","FC - PL","-1251"
"South","Technology","Copiers","(FC - PL)%","-0.44903086862885855"
"South","Technology","Machines","Quantity","62"
"South","Technology","Machines","PL","2786"
"South","Technology","Machines","FC","1535"
"South","Technology","Machines","Profit","-1438.893"
"South","Technology","Machines","Profit - Quantity","-1500.893"
"South","Technology","Machines","(Profit - Quantity)%","-24.207951612903226"
"South","Technology","Machines","Profit - PL","-4224.893"
"South","Technology","Machines","(Profit - PL)%","-1.5164727207465902"
"South","Technology","Machines","Profit - FC","-2973.893"
"South","Technology","Machines","(Profit - FC)%","-1.9373895765472313"
"South","Technology","Machines","PL - Quantity","2724"
"South","Technology","Machines","(PL - Quantity)%","43.935483870967744"
"South","Technology","Machines","FC - Quantity","1473"
"South","Technology","Machines","(FC - Quantity)%","23.758064516129036"
"South","Technology","Machines","FC - PL","-1251"
"South","Technology","Machines","(FC - PL)%","-0.44903086862885855"
"South","Technology","Phones","Quantity","526"
"South","Technology","Phones","PL","2786"
"South","Technology","Phones","FC","1535"
"South","Technology","Phones","Profit","10767.2753"
"South","Technology","Phones","Profit - Quantity","10241.2753"
"South","Technology","Phones","(Profit - Quantity)%","19.470105133079848"
"South","Technology","Phones","Profit - PL","7981.275299999999"
"South","Technology","Phones","(Profit - PL)%","2.86477936109117"
"South","Technology","Phones","Profit - FC","9232.2753"
"South","Technology","Phones","(Profit - FC)%","6.0145115960912054"
"South","Technology","Phones","PL - Quantity","2260"
"South","Technology","Phones","(PL - Quantity)%","4.2965779467680605"
"South","Technology","Phones","FC - Quantity","1009"
"South","Technology","Phones","(FC - Quantity)%","1.9182509505703422"
"South","Technology","Phones","FC - PL","-1251"
"South","Technology","Phones","(FC - PL)%","-0.44903086862885855"
"Central","Furniture","Bookcases","Quantity","192"
"Central","Furniture","Bookcases","PL","2786"
"Central","Furniture","Bookcases","FC","1535"
"Central","Furniture","Bookcases","Profit","-1997.9043"
"Central","Furniture","Bookcases","Profit - Quantity","-2189.9043"
"Central","Furniture","Bookcases","(Profit - Quantity)%","-11.405751562499999"
"Central","Furniture","Bookcases","Profit - PL","-4783.9043"
"Central","Furniture","Bookcases","(Profit - PL)%","-1.7171228643216083"
"Central","Furniture","Bookcases","Profit - FC","-3532.9043"
"Central","Furniture","Bookcases","(Profit - FC)%","-2.301566319218241"
"Central","Furniture","Bookcases","PL - Quantity","2594"
"Central","Furniture","Bookcases","(PL - Quantity)%","13.510416666666664"
"Central","Furniture","Bookcases","FC - Quantity","1343"
"Central","Furniture","Bookcases","(FC - Quantity)%","6.994791666666668"
"Central","Furniture","Bookcases","FC - PL","-1251"
"Central","Furniture","Bookcases","(FC - PL)%","-0.44903086862885855"
"Central","Furniture","Chairs","Quantity","615"
"Central","Furniture","Chairs","PL","2786"
"Central","Furniture","Chairs","FC","1535"
"Central","Furniture","Chairs","Profit","6592.7221"
"Central","Furniture","Chairs","Profit - Quantity","5977.7221"
"Central","Furniture","Chairs","(Profit - Quantity)%","9.719873333333334"
"Central","Furniture","Chairs","Profit - PL","3806.7221"
"Central","Furniture","Chairs","(Profit - PL)%","1.3663754845656855"
"Central","Furniture","Chairs","Profit - FC","5057.7221"
"Central","Furniture","Chairs","(Profit - FC)%","3.294932964169381"
"Central","Furniture","Chairs","PL - Quantity","2171"
"Central","Furniture","Chairs","(PL - Quantity)%","3.530081300813008"
"Central","Furniture","Chairs","FC - Quantity","920"
"Central","Furniture","Chairs","(FC - Quantity)%","1.4959349593495934"
"Central","Furniture","Chairs","FC - PL","-1251"
"Central","Furniture","Chairs","(FC - PL)%","-0.44903086862885855"
"Central","Furniture","Furnishings","Quantity","758"
"Central","Furniture","Furnishings","PL","2786"
"Central","Furniture","Furnishings","FC","1535"
"Central","Furniture","Furnishings","Profit","-3906.2168"
"Central","Furniture","Furnishings","Profit - Quantity","-4664.2168"
"Central","Furniture","Furnishings","(Profit - Quantity)%","-6.1533203166226915"
"Central","Furniture","Furnishings","Profit - PL","-6692.2168"
"Central","Furniture","Furnishings","(Profit - PL)%","-2.4020878679109834"
"Central","Furniture","Furnishings","Profit - FC","-5441.2168"
"Central","Furniture","Furnishings","(Profit - FC)%","-3.54476664495114"
"Central","Furniture","Furnishings","PL - Quantity","2028"
"Central","Furniture","Furnishings","(PL - Quantity)%","2.6754617414248028"
"Central","Furniture","Furnishings","FC - Quantity","777"
"Central","Furniture","Furnishings","(FC - Quantity)%","1.025065963060686"
"Central","Furniture","Furnishings","FC - PL","-1251"
"Central","Furniture","Furnishings","(FC - PL)%","-0.44903086862885855"
"Central","Furniture","Tables","Quantity","262"
"Central","Furniture","Tables","PL","2786"
"Central","Furniture","Tables","FC","1535"
"Central","Furniture","Tables","Profit","-3559.6504"
"Central","Furniture","Tables","Profit - Quantity","-3821.6504"
"Central","Furniture","Tables","(Profit - Quantity)%","-14.586451908396947"
"Central","Furniture","Tables","Profit - PL","-6345.6504"
"Central","Furniture","Tables","(Profit - PL)%","-2.2776921751615222"
"Central","Furniture","Tables","Profit - FC","-5094.6504"
"Central","Furniture","Tables","(Profit - FC)%","-3.318990488599349"
"Central","Furniture","Tables","PL - Quantity","2524"
"Central","Furniture","Tables","(PL - Quantity)%","9.633587786259541"
"Central","Furniture","Tables","FC - Quantity","1273"
"Central","Furniture","Tables","(FC - Quantity)%","4.858778625954199"
"Central","Furniture","Tables","FC - PL","-1251"
"Central","Furniture","Tables","(FC - PL)%","-0.44903086862885855"
"Central","Office Supplies","Appliances","Quantity","470"
"Central","Office Supplies","Appliances","PL","2786"
"Central","Office Supplies","Appliances","FC","1535"
"Central","Office Supplies","Appliances","Profit","-2638.6175"
"Central","Office Supplies","Appliances","Profit - Quantity","-3108.6175"
"Central","Office Supplies","Appliances","(Profit - Quantity)%","-6.614079787234042"
"Central","Office Supplies","Appliances","Profit - PL","-5424.6175"
"Central","Office Supplies","Appliances","(Profit - PL)%","-1.947098887293611"
"Central","Office Supplies","Appliances","Profit - FC","-4173.6175"
"Central","Office Supplies","Appliances","(Profit - FC)%","-2.718969055374593"
"Central","Office Supplies","Appliances","PL - Quantity","2316"
"Central","Office Supplies","Appliances","(PL - Quantity)%","4.927659574468085"
"Central","Office Supplies","Appliances","FC - Quantity","1065"
"Central","Office Supplies","Appliances","(FC - Quantity)%","2.265957446808511"
"Central","Office Supplies","Appliances","FC - PL","-1251"
"Central","Office Supplies","Appliances","(FC - PL)%","-0.44903086862885855"
"Central","Office Supplies","Art","Quantity","678"
"Central","Office Supplies","Art","PL","2786"
"Central","Office Supplies","Art","FC","1535"
"Central","Office Supplies","Art","Profit","1195.1591"
"Central","Office Supplies","Art","Profit - Quantity","517.1591000000001"
"Central","Office Supplies","Art","(Profit - Quantity)%","0.7627715339233041"
"Central","Office Supplies","Art","Profit - PL","-1590.8409"
"Central","Office Supplies","Art","(Profit - PL)%","-0.5710125269203158"
"Central","Office Supplies","Art","Profit - FC","-339.8408999999999"
"Central","Office Supplies","Art","(Profit - FC)%","-0.2213947231270358"
"Central","Office Supplies","Art","PL - Quantity","2108"
"Central","Office Supplies","Art","(PL - Quantity)%","3.1091445427728615"
"Central","Office Supplies","Art","FC - Quantity","857"
"Central","Office Supplies","Art","(FC - Quantity)%","1.2640117994100295"
"Central","Office Supplies","Art","FC - PL","-1251"
"Central","Office Supplies","Art","(FC - PL)%","-0.44903086862885855"
"Central","Office Supplies","Binders","Quantity","1473"
"Central","Office Supplies","Binders","PL","2786"
"Central","Office Supplies","Binders","FC","1535"
"Central","Office Supplies","Binders","Profit","-1043.6369"
"Central","Office Supplies","Binders","Profit - Quantity","-2516.6369"
"Central","Office Supplies","Binders","(Profit - Quantity)%","-1.7085111337406653"
"Central","Office Supplies","Binders","Profit - PL","-3829.6369"
"Central","Office Supplies","Binders","(Profit - PL)%","-1.3746004666188083"
"Central","Office Supplies","Binders","Profit - FC","-2578.6369"
"Central","Office Supplies","Binders","(Profit - FC)%","-1.6798937459283387"
"Central","Office Supplies","Binders","PL - Quantity","1313"
"Central","Office Supplies","Binders","(PL - Quantity)%","0.891378139850645"
"Central","Office Supplies","Binders","FC - Quantity","62"
"Central","Office Supplies","Binders","(FC - Quantity)%","0.04209097080787508"
"Central","Office Supplies","Binders","FC - PL","-1251"
"Central","Office Supplies","Binders","(FC - PL)%","-0.44903086862885855"
"Central","Office Supplies","Envelopes","Quantity","206"
"Central","Office Supplies","Envelopes","PL","2786"
"Central","Office Supplies","Envelopes","FC","1535"
"Central","Office Supplies","Envelopes","Profit","1777.5283"
"Central","Office Supplies","Envelopes","Profit - Quantity","1571.5283"
"Central","Office Supplies","Envelopes","(Profit - Quantity)%","7.6287781553398055"
"Central","Office Supplies","Envelopes","Profit - PL","-1008.4717"
"Central","Office Supplies","Envelopes","(Profit - PL)%","-0.3619783560660445"
"Central","Office Supplies","Envelopes","Profit - FC","242.52829999999994"
"Central","Office Supplies","Envelopes","(Profit - FC)%","0.15799889250814328"
"Central","Office Supplies","Envelopes","PL - Quantity","2580"
"Central","Office Supplies","Envelopes","(PL - Quantity)%","12.524271844660195"
"Central","Office Supplies","Envelopes","FC - Quantity","1329"
"Central","Office Supplies","Envelopes","(FC - Quantity)%","6.451456310679612"
"Central","Office Supplies","Envelopes","FC - PL","-1251"
"Central","Office Supplies","Envelopes","(FC - PL)%","-0.44903086862885855"
"Central","Office Supplies","Fasteners","Quantity","227"
"Central","Office Supplies","Fasteners","PL","2786"
"Central","Office Supplies","Fasteners","FC","1535"
"Central","Office Supplies","Fasteners","Profit","236.6186"
"Central","Office Supplies","Fasteners","Profit - Quantity","9.618599999999986"
"Central","Office Supplies","Fasteners","(Profit - Quantity)%","0.04237268722466955"
"Central","Office Supplies","Fasteners","Profit - PL","-2549.3814"
"Central","Office Supplies","Fasteners","(Profit - PL)%","-0.9150687006460878"
"Central","Office Supplies","Fasteners","Profit - FC","-1298.3814"
"Central","Office Supplies","Fasteners","(Profit - FC)%","-0.8458510749185667"
"Central","Office Supplies","Fasteners","PL - Quantity","2559"
"Central","Office Supplies","Fasteners","(PL - Quantity)%","11.273127753303966"
"Central","Office Supplies","Fasteners","FC - Quantity","1308"
"Central","Office Supplies","Fasteners","(FC - Quantity)%","5.762114537444933"
"Central","Office Supplies","Fasteners","FC - PL","-1251"
"Central","Office Supplies","Fasteners","(FC - PL)%","-0.44903086862885855"
"Central","Office Supplies","Labels","Quantity","284"
"Central","Office Supplies","Labels","PL","2786"
"Central","Office Supplies","Labels","FC","1535"
"Central","Office Supplies","Labels","Profit","1073.0794"
"Central","Office Supplies","Labels","Profit - Quantity","789.0794000000001"
"Central","Office Supplies","Labels","(Profit - Quantity)%","2.7784485915492962"
"Central","Office Supplies","Labels","Profit - PL","-1712.9206"
"Central","Office Supplies","Labels","(Profit - PL)%","-0.6148315147164393"
"Central","Office Supplies","Labels","Profit - FC","-461.9205999999999"
"Central","Office Supplies","Labels","(Profit - FC)%","-0.30092547231270356"
"Central","Office Supplies","Labels","PL - Quantity","2502"
"Central","Office Supplies","Labels","(PL - Quantity)%","8.809859154929578"
"Central","Office Supplies","Labels","FC - Quantity","1251"
"Central","Office Supplies","Labels","(FC - Quantity)%","4.404929577464789"
"Central","Office Supplies","Labels","FC - PL","-1251"
