Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Segment,Orders.Region,Orders.City,Sum(Orders.Sales)
2014,Consumer,East,Lancaster,286.34400000000005
2015,Consumer,East,Lancaster,20.104
2016,Consumer,East,Lancaster,5759.813000000001
2017,Consumer,East,Lancaster,927.2670000000002
2014,Consumer,East,Lawrence,1091.35
2015,Consumer,East,Lawrence,661.3199999999998
2016,Consumer,East,Lawrence,125.81
2017,Consumer,East,Lawrence,19.44
2014,Consumer,East,Leominster,
2015,Consumer,East,Leominster,25.869999999999997
2016,Consumer,East,Leominster,
2017,Consumer,East,Leominster,
2014,Consumer,East,Long Beach,3743.42
2015,Consumer,East,Long Beach,87.1
2016,Consumer,East,Long Beach,1577.142
2017,Consumer,East,Long Beach,300.86199999999997
2014,Consumer,East,Lorain,
2015,Consumer,East,Lorain,
2016,Consumer,East,Lorain,
2017,Consumer,East,Lorain,48.896
2014,Consumer,East,Lowell,327.55999999999995
2015,Consumer,East,Lowell,
2016,Consumer,East,Lowell,714.3000000000001
2017,Consumer,East,Lowell,1316.2499999999998
2014,Consumer,East,Malden,
2015,Consumer,East,Malden,
2016,Consumer,East,Malden,39.68
2017,Consumer,East,Malden,
2014,Consumer,East,Manchester,
2015,Consumer,East,Manchester,93.78999999999999
2016,Consumer,East,Manchester,
2017,Consumer,East,Manchester,853.22
2014,Consumer,East,Marion,403.11400000000003
2015,Consumer,East,Marion,799.3779999999999
2016,Consumer,East,Marion,
2017,Consumer,East,Marion,63.92000000000001
2014,Consumer,East,Marlborough,
2015,Consumer,East,Marlborough,
2016,Consumer,East,Marlborough,206.64
2017,Consumer,East,Marlborough,
2014,Consumer,East,Medina,609.4379999999999
2015,Consumer,East,Medina,51.588
2016,Consumer,East,Medina,
2017,Consumer,East,Medina,
2014,Consumer,East,Meriden,21.400000000000002
2015,Consumer,East,Meriden,63.14
2016,Consumer,East,Meriden,
2017,Consumer,East,Meriden,237.64
2014,Consumer,East,Middletown,27.46
2015,Consumer,East,Middletown,
2016,Consumer,East,Middletown,552.56
2017,Consumer,East,Middletown,317.58
2014,Consumer,East,Milford,
2015,Consumer,East,Milford,
2016,Consumer,East,Milford,67.32000000000001
2017,Consumer,East,Milford,
2014,Consumer,East,Morristown,
2015,Consumer,East,Morristown,2643.06
2016,Consumer,East,Morristown,7.5600000000000005
2017,Consumer,East,Morristown,514.05
2014,Consumer,East,Mount Vernon,62.28
2015,Consumer,East,Mount Vernon,
2016,Consumer,East,Mount Vernon,
2017,Consumer,East,Mount Vernon,74.89
2014,Consumer,East,Nashua,
2015,Consumer,East,Nashua,
2016,Consumer,East,Nashua,
2017,Consumer,East,Nashua,14.82
2014,Consumer,East,New Bedford,
2015,Consumer,East,New Bedford,
2016,Consumer,East,New Bedford,
2017,Consumer,East,New Bedford,23.18
2014,Consumer,East,New Rochelle,13.904
2015,Consumer,East,New Rochelle,
2016,Consumer,East,New Rochelle,692.5020000000001
2017,Consumer,East,New Rochelle,201.262
2014,Consumer,East,New York City,29227.86199999998
2015,Consumer,East,New York City,42312.99299999999
2016,Consumer,East,New York City,30099.197999999986
2017,Consumer,East,New York City,35229.77
2014,Consumer,East,Newark,155.49599999999998
2015,Consumer,East,Newark,5442.988
2016,Consumer,East,Newark,3025.4869999999996
2017,Consumer,East,Newark,10942.162000000002
2014,Consumer,East,Niagara Falls,164.85000000000002
2015,Consumer,East,Niagara Falls,
2016,Consumer,East,Niagara Falls,
2017,Consumer,East,Niagara Falls,
2014,Consumer,East,Norwich,
2015,Consumer,East,Norwich,370.14
2016,Consumer,East,Norwich,
2017,Consumer,East,Norwich,10.36
2014,Consumer,East,Oceanside,
2015,Consumer,East,Oceanside,1914.1460000000002
2016,Consumer,East,Oceanside,1200.628
2017,Consumer,East,Oceanside,305.1
2014,Consumer,East,Orange,
2015,Consumer,East,Orange,
2016,Consumer,East,Orange,
2017,Consumer,East,Orange,75.85999999999999
2014,Consumer,East,Parma,191.33999999999997
2015,Consumer,East,Parma,
2016,Consumer,East,Parma,3588.096
2017,Consumer,East,Parma,36.352000000000004
2014,Consumer,East,Passaic,
2015,Consumer,East,Passaic,
2016,Consumer,East,Passaic,1562.0860000000002
2017,Consumer,East,Passaic,
2014,Consumer,East,Paterson,
2015,Consumer,East,Paterson,
2016,Consumer,East,Paterson,475.85999999999996
2017,Consumer,East,Paterson,1016.06
2014,Consumer,East,Perth Amboy,
2015,Consumer,East,Perth Amboy,286.78999999999996
2016,Consumer,East,Perth Amboy,436.96000000000004
2017,Consumer,East,Perth Amboy,
2014,Consumer,East,Philadelphia,11448.006000000001
2015,Consumer,East,Philadelphia,10955.407
2016,Consumer,East,Philadelphia,16385.775999999998
2017,Consumer,East,Philadelphia,24414.083000000002
2014,Consumer,East,Plainfield,79.56
2015,Consumer,East,Plainfield,
2016,Consumer,East,Plainfield,
2017,Consumer,East,Plainfield,896.77
2014,Consumer,East,Providence,
2015,Consumer,East,Providence,
2016,Consumer,East,Providence,84.42
2017,Consumer,East,Providence,126.52000000000001
2014,Consumer,East,Quincy,
2015,Consumer,East,Quincy,14.940000000000001
2016,Consumer,East,Quincy,549.775
2017,Consumer,East,Quincy,12.7
2014,Consumer,East,Reading,
2015,Consumer,East,Reading,
2016,Consumer,East,Reading,303.92
2017,Consumer,East,Reading,8.856
2014,Consumer,East,Rochester,491.03999999999996
2015,Consumer,East,Rochester,2754.9700000000003
2016,Consumer,East,Rochester,1030.4940000000001
2017,Consumer,East,Rochester,55.25
2014,Consumer,East,Rockville,
2015,Consumer,East,Rockville,26.82
2016,Consumer,East,Rockville,442.95000000000005
2017,Consumer,East,Rockville,
2014,Consumer,East,Rome,
2015,Consumer,East,Rome,
2016,Consumer,East,Rome,35.01
2017,Consumer,East,Rome,
2014,Consumer,East,Springfield,53.344
2015,Consumer,East,Springfield,646.7760000000001
2016,Consumer,East,Springfield,768.983
2017,Consumer,East,Springfield,299.26500000000004
2014,Consumer,East,Toledo,1709.654
2015,Consumer,East,Toledo,
2016,Consumer,East,Toledo,53.696
2017,Consumer,East,Toledo,906.733
2014,Consumer,East,Troy,
2015,Consumer,East,Troy,1143.066
2016,Consumer,East,Troy,726.394
2017,Consumer,East,Troy,60.12
2014,Consumer,East,Utica,414.62999999999994
2015,Consumer,East,Utica,79.99
2016,Consumer,East,Utica,
2017,Consumer,East,Utica,119.94
2014,Consumer,East,Vineland,
2015,Consumer,East,Vineland,
2016,Consumer,East,Vineland,244.00599999999997
2017,Consumer,East,Vineland,153.41
2014,Consumer,East,Washington,
2015,Consumer,East,Washington,2670.1899999999996
2016,Consumer,East,Washington,83.15
2017,Consumer,East,Washington,
2014,Consumer,East,Waterbury,
2015,Consumer,East,Waterbury,
2016,Consumer,East,Waterbury,253.03000000000003
2017,Consumer,East,Waterbury,3.52
2014,Consumer,East,Watertown,90.60999999999999
2015,Consumer,East,Watertown,
2016,Consumer,East,Watertown,698.5
2017,Consumer,East,Watertown,
2014,Consumer,East,Wheeling,
2015,Consumer,East,Wheeling,
2016,Consumer,East,Wheeling,
2017,Consumer,East,Wheeling,673.3439999999999
2014,Consumer,East,Wilmington,
2015,Consumer,East,Wilmington,1979.06
2016,Consumer,East,Wilmington,487.49999999999994
2017,Consumer,East,Wilmington,728.9730000000001
2014,Consumer,East,Woonsocket,52.96
2015,Consumer,East,Woonsocket,
2016,Consumer,East,Woonsocket,
2017,Consumer,East,Woonsocket,
2014,Consumer,East,Yonkers,756.634
2015,Consumer,East,Yonkers,
2016,Consumer,East,Yonkers,6125.822
2017,Consumer,East,Yonkers,558.81
2014,Consumer,South,Alexandria,24.56
2015,Consumer,South,Alexandria,
2016,Consumer,South,Alexandria,81.19999999999999
2017,Consumer,South,Alexandria,25.060000000000002
2014,Consumer,South,Apopka,193.152
2015,Consumer,South,Apopka,
2016,Consumer,South,Apopka,
2017,Consumer,South,Apopka,
2014,Consumer,South,Arlington,129.33
2015,Consumer,South,Arlington,3283.46
2016,Consumer,South,Arlington,9454.7
2017,Consumer,South,Arlington,963.8999999999999
2014,Consumer,South,Asheville,
2015,Consumer,South,Asheville,
2016,Consumer,South,Asheville,1363.96
2017,Consumer,South,Asheville,68.26400000000001
2014,Consumer,South,Athens,1220.67
2015,Consumer,South,Athens,
2016,Consumer,South,Athens,201.26999999999998
2017,Consumer,South,Athens,
2014,Consumer,South,Atlanta,256.48
2015,Consumer,South,Atlanta,7755.0599999999995
2016,Consumer,South,Atlanta,2047.3400000000004
2017,Consumer,South,Atlanta,2608.81
2014,Consumer,South,Auburn,
2015,Consumer,South,Auburn,498.93
2016,Consumer,South,Auburn,1264.1399999999999
2017,Consumer,South,Auburn,
2014,Consumer,South,Bartlett,
2015,Consumer,South,Bartlett,88.96000000000001
2016,Consumer,South,Bartlett,
2017,Consumer,South,Bartlett,
2014,Consumer,South,Boca Raton,4.608
2015,Consumer,South,Boca Raton,
2016,Consumer,South,Boca Raton,58.400000000000006
2017,Consumer,South,Boca Raton,
2014,Consumer,South,Bowling Green,
2015,Consumer,South,Bowling Green,
2016,Consumer,South,Bowling Green,
2017,Consumer,South,Bowling Green,71
2014,Consumer,South,Boynton Beach,15.552000000000003
2015,Consumer,South,Boynton Beach,
2016,Consumer,South,Boynton Beach,314.39300000000003
2017,Consumer,South,Boynton Beach,107.55200000000002
2014,Consumer,South,Burlington,
2015,Consumer,South,Burlington,
2016,Consumer,South,Burlington,
2017,Consumer,South,Burlington,2241.098
2014,Consumer,South,Charlotte,2715.801
2015,Consumer,South,Charlotte,5.04
2016,Consumer,South,Charlotte,2974.117
2017,Consumer,South,Charlotte,2341.781000000001
2014,Consumer,South,Charlottesville,
2015,Consumer,South,Charlottesville,
2016,Consumer,South,Charlottesville,
2017,Consumer,South,Charlottesville,34.650000000000006
2014,Consumer,South,Chattanooga,
2015,Consumer,South,Chattanooga,
2016,Consumer,South,Chattanooga,16.72
2017,Consumer,South,Chattanooga,740.284
2014,Consumer,South,Chesapeake,1795.5000000000002
2015,Consumer,South,Chesapeake,197.72
2016,Consumer,South,Chesapeake,1911.48
2017,Consumer,South,Chesapeake,504.90000000000003
2014,Consumer,South,Clarksville,69.21600000000001
2015,Consumer,South,Clarksville,1635.0180000000003
2016,Consumer,South,Clarksville,
2017,Consumer,South,Clarksville,
2014,Consumer,South,Columbia,1150.122
2015,Consumer,South,Columbia,4183.224
2016,Consumer,South,Columbia,957.3000000000001
2017,Consumer,South,Columbia,865.388
2014,Consumer,South,Columbus,83.72999999999999
2015,Consumer,South,Columbus,508.29999999999995
2016,Consumer,South,Columbus,1893.17
2017,Consumer,South,Columbus,4167.99
2014,Consumer,South,Concord,23.119999999999997
2015,Consumer,South,Concord,4297.644
2016,Consumer,South,Concord,775.5280000000001
2017,Consumer,South,Concord,15.552000000000003
2014,Consumer,South,Conway,
2015,Consumer,South,Conway,301.96
2016,Consumer,South,Conway,
2017,Consumer,South,Conway,
2014,Consumer,South,Coral Springs,
2015,Consumer,South,Coral Springs,387.136
2016,Consumer,South,Coral Springs,
2017,Consumer,South,Coral Springs,318.96
2014,Consumer,South,Daytona Beach,
2015,Consumer,South,Daytona Beach,272.3315
2016,Consumer,South,Daytona Beach,
2017,Consumer,South,Daytona Beach,
2014,Consumer,South,Decatur,180.93
2015,Consumer,South,Decatur,
2016,Consumer,South,Decatur,
2017,Consumer,South,Decatur,254.85999999999999
2014,Consumer,South,Delray Beach,9.912
2015,Consumer,South,Delray Beach,
2016,Consumer,South,Delray Beach,
2017,Consumer,South,Delray Beach,
2014,Consumer,South,Deltona,186.304
2015,Consumer,South,Deltona,107.97600000000001
2016,Consumer,South,Deltona,
2017,Consumer,South,Deltona,
2014,Consumer,South,Durham,
2015,Consumer,South,Durham,440.144
2016,Consumer,South,Durham,
2017,Consumer,South,Durham,
2014,Consumer,South,Fayetteville,1793.98
2015,Consumer,South,Fayetteville,115.69200000000001
2016,Consumer,South,Fayetteville,2270.7439999999997
2017,Consumer,South,Fayetteville,2159.3560000000007
2014,Consumer,South,Florence,1979.89
2015,Consumer,South,Florence,3807.4100000000003
2016,Consumer,South,Florence,191.88
2017,Consumer,South,Florence,753.0699999999999
2014,Consumer,South,Fort Lauderdale,
2015,Consumer,South,Fort Lauderdale,979.9455
2016,Consumer,South,Fort Lauderdale,455.5470000000001
2017,Consumer,South,Fort Lauderdale,743.024
2014,Consumer,South,Franklin,
2015,Consumer,South,Franklin,
2016,Consumer,South,Franklin,40.68
2017,Consumer,South,Franklin,5.184000000000001
2014,Consumer,South,Georgetown,
2015,Consumer,South,Georgetown,
2016,Consumer,South,Georgetown,1576.5400000000002
2017,Consumer,South,Georgetown,209.88
2014,Consumer,South,Goldsboro,
2015,Consumer,South,Goldsboro,
2016,Consumer,South,Goldsboro,34.944
2017,Consumer,South,Goldsboro,
2014,Consumer,South,Greensboro,59.109000000000016
2015,Consumer,South,Greensboro,
2016,Consumer,South,Greensboro,187.056
2017,Consumer,South,Greensboro,32.776
2014,Consumer,South,Greenville,1299.99
2015,Consumer,South,Greenville,
2016,Consumer,South,Greenville,334.25600000000003
2017,Consumer,South,Greenville,428.704
2014,Consumer,South,Gulfport,
2015,Consumer,South,Gulfport,
2016,Consumer,South,Gulfport,
2017,Consumer,South,Gulfport,48.69
2014,Consumer,South,Hampton,149.9
2015,Consumer,South,Hampton,750.9299999999998
2016,Consumer,South,Hampton,290.98
2017,Consumer,South,Hampton,
2014,Consumer,South,Harrisonburg,1441.3
2015,Consumer,South,Harrisonburg,
2016,Consumer,South,Harrisonburg,
2017,Consumer,South,Harrisonburg,23.08
2014,Consumer,South,Hattiesburg,
2015,Consumer,South,Hattiesburg,
2016,Consumer,South,Hattiesburg,1110.5
2017,Consumer,South,Hattiesburg,372.64
2014,Consumer,South,Henderson,
2015,Consumer,South,Henderson,905.44
2016,Consumer,South,Henderson,2221.55
2017,Consumer,South,Henderson,2421.7799999999997
2014,Consumer,South,Hendersonville,
2015,Consumer,South,Hendersonville,
2016,Consumer,South,Hendersonville,
2017,Consumer,South,Hendersonville,303.32000000000005
2014,Consumer,South,Hialeah,15.384
2015,Consumer,South,Hialeah,32.985
2016,Consumer,South,Hialeah,36.364
2017,Consumer,South,Hialeah,174.472
2014,Consumer,South,Hickory,
2015,Consumer,South,Hickory,
2016,Consumer,South,Hickory,36.192
2017,Consumer,South,Hickory,4.572000000000001
2014,Consumer,South,Hollywood,580.6880000000001
2015,Consumer,South,Hollywood,37.456
2016,Consumer,South,Hollywood,32.064
2017,Consumer,South,Hollywood,
2014,Consumer,South,Homestead,
2015,Consumer,South,Homestead,
2016,Consumer,South,Homestead,85.224
2017,Consumer,South,Homestead,47.328
2014,Consumer,South,Hot Springs,
2015,Consumer,South,Hot Springs,29.99
2016,Consumer,South,Hot Springs,
2017,Consumer,South,Hot Springs,
2014,Consumer,South,Huntsville,
2015,Consumer,South,Huntsville,
2016,Consumer,South,Huntsville,102.36
2017,Consumer,South,Huntsville,
2014,Consumer,South,Jackson,1335.52
2015,Consumer,South,Jackson,
2016,Consumer,South,Jackson,3264.882
2017,Consumer,South,Jackson,2364.9480000000003
2014,Consumer,South,Jacksonville,1963.0900000000001
2015,Consumer,South,Jacksonville,3598.005
2016,Consumer,South,Jacksonville,1446.8880000000004
2017,Consumer,South,Jacksonville,5342.148000000001
2014,Consumer,South,Johnson City,362.17600000000004
2015,Consumer,South,Johnson City,
2016,Consumer,South,Johnson City,228.586
2017,Consumer,South,Johnson City,175.086
2014,Consumer,South,Jonesboro,2498.2200000000003
2015,Consumer,South,Jonesboro,
2016,Consumer,South,Jonesboro,299.48
2017,Consumer,South,Jonesboro,
2014,Consumer,South,Jupiter,
2015,Consumer,South,Jupiter,
2016,Consumer,South,Jupiter,
2017,Consumer,South,Jupiter,2.064
2014,Consumer,South,Kenner,
2015,Consumer,South,Kenner,
2016,Consumer,South,Kenner,89.32000000000001
2017,Consumer,South,Kenner,
2014,Consumer,South,Kissimmee,
2015,Consumer,South,Kissimmee,
2016,Consumer,South,Kissimmee,
2017,Consumer,South,Kissimmee,751.984
2014,Consumer,South,Knoxville,310.528
2015,Consumer,South,Knoxville,
2016,Consumer,South,Knoxville,135.808
2017,Consumer,South,Knoxville,266
2014,Consumer,South,Lafayette,
2015,Consumer,South,Lafayette,603.48
2016,Consumer,South,Lafayette,73.2
2017,Consumer,South,Lafayette,4364.14
2014,Consumer,South,Lake Charles,69.9
2015,Consumer,South,Lake Charles,
2016,Consumer,South,Lake Charles,
2017,Consumer,South,Lake Charles,
2014,Consumer,South,Lakeland,479.98400000000004
2015,Consumer,South,Lakeland,78.456
2016,Consumer,South,Lakeland,
2017,Consumer,South,Lakeland,
2014,Consumer,South,Lebanon,
2015,Consumer,South,Lebanon,84.96000000000001
2016,Consumer,South,Lebanon,
2017,Consumer,South,Lebanon,163.96
2014,Consumer,South,Little Rock,904.13
2015,Consumer,South,Little Rock,
2016,Consumer,South,Little Rock,819.39
2017,Consumer,South,Little Rock,199.17000000000004
2014,Consumer,South,Louisville,1000.95
2015,Consumer,South,Louisville,1343.53
2016,Consumer,South,Louisville,92.49
2017,Consumer,South,Louisville,2563.63
2014,Consumer,South,Macon,149.56
2015,Consumer,South,Macon,58.72
2016,Consumer,South,Macon,
2017,Consumer,South,Macon,
2014,Consumer,South,Margate,15.552000000000003
2015,Consumer,South,Margate,
2016,Consumer,South,Margate,
2017,Consumer,South,Margate,
2014,Consumer,South,Marietta,
2015,Consumer,South,Marietta,5.64
2016,Consumer,South,Marietta,
2017,Consumer,South,Marietta,
2014,Consumer,South,Memphis,81.336
2015,Consumer,South,Memphis,1059.8100000000002
2016,Consumer,South,Memphis,567.2280000000001
2017,Consumer,South,Memphis,3381.7340000000004
2014,Consumer,South,Miami,1504.5305000000003
2015,Consumer,South,Miami,836.748
2016,Consumer,South,Miami,1466.32
2017,Consumer,South,Miami,1218.2060000000001
2014,Consumer,South,Miramar,
2015,Consumer,South,Miramar,
2016,Consumer,South,Miramar,
2017,Consumer,South,Miramar,559.2
2014,Consumer,South,Mobile,8.96
2015,Consumer,South,Mobile,1918.79
2016,Consumer,South,Mobile,298.8299999999999
2017,Consumer,South,Mobile,
2014,Consumer,South,Monroe,
2015,Consumer,South,Monroe,332.4959999999999
2016,Consumer,South,Monroe,99.87200000000001
2017,Consumer,South,Monroe,1435.98
2014,Consumer,South,Montgomery,14.669999999999998
2015,Consumer,South,Montgomery,
2016,Consumer,South,Montgomery,1002.7
2017,Consumer,South,Montgomery,
2014,Consumer,South,Mount Pleasant,545.9399999999999
2015,Consumer,South,Mount Pleasant,
2016,Consumer,South,Mount Pleasant,
2017,Consumer,South,Mount Pleasant,
2014,Consumer,South,Murray,
2015,Consumer,South,Murray,
2016,Consumer,South,Murray,191.82
2017,Consumer,South,Murray,72.8
2014,Consumer,South,Nashville,147.34400000000002
2015,Consumer,South,Nashville,1688.8760000000002
2016,Consumer,South,Nashville,250.789
2017,Consumer,South,Nashville,649
2014,Consumer,South,Newport News,
2015,Consumer,South,Newport News,31.12
2016,Consumer,South,Newport News,1611.01
2017,Consumer,South,Newport News,629.86
2014,Consumer,South,North Charleston,
2015,Consumer,South,North Charleston,269.49
2016,Consumer,South,North Charleston,
2017,Consumer,South,North Charleston,
2014,Consumer,South,North Miami,7.6320000000000014
2015,Consumer,South,North Miami,14.496000000000002
2016,Consumer,South,North Miami,
2017,Consumer,South,North Miami,
2014,Consumer,South,Orlando,
2015,Consumer,South,Orlando,87.168
2016,Consumer,South,Orlando,
2017,Consumer,South,Orlando,1051.4780000000003
2014,Consumer,South,Ormond Beach,
2015,Consumer,South,Ormond Beach,
2016,Consumer,South,Ormond Beach,
2017,Consumer,South,Ormond Beach,2.8080000000000007
2014,Consumer,South,Owensboro,
2015,Consumer,South,Owensboro,45.68
2016,Consumer,South,Owensboro,
2017,Consumer,South,Owensboro,
2014,Consumer,South,Palm Coast,
2015,Consumer,South,Palm Coast,
2016,Consumer,South,Palm Coast,
2017,Consumer,South,Palm Coast,24.448
2014,Consumer,South,Pembroke Pines,
2015,Consumer,South,Pembroke Pines,459.43350000000004
2016,Consumer,South,Pembroke Pines,24.066
2017,Consumer,South,Pembroke Pines,1230.8760000000002
2014,Consumer,South,Pensacola,
2015,Consumer,South,Pensacola,
2016,Consumer,South,Pensacola,2.2140000000000004
2017,Consumer,South,Pensacola,
2014,Consumer,South,Pine Bluff,
2015,Consumer,South,Pine Bluff,
2016,Consumer,South,Pine Bluff,
2017,Consumer,South,Pine Bluff,212.91000000000003
2014,Consumer,South,Plantation,
2015,Consumer,South,Plantation,598.352
2016,Consumer,South,Plantation,
2017,Consumer,South,Plantation,
2014,Consumer,South,Port Orange,
2015,Consumer,South,Port Orange,
2016,Consumer,South,Port Orange,
2017,Consumer,South,Port Orange,7.824
2014,Consumer,South,Port Saint Lucie,
2015,Consumer,South,Port Saint Lucie,
2016,Consumer,South,Port Saint Lucie,2.6940000000000004
2017,Consumer,South,Port Saint Lucie,14.336000000000002
2014,Consumer,South,Raleigh,52.608000000000004
2015,Consumer,South,Raleigh,228.24
2016,Consumer,South,Raleigh,1051.156
2017,Consumer,South,Raleigh,194.848
2014,Consumer,South,Richmond,77.98
2015,Consumer,South,Richmond,1095.5900000000001
2016,Consumer,South,Richmond,906.3199999999999
2017,Consumer,South,Richmond,3691.250000000001
2014,Consumer,South,Rock Hill,11.850000000000001
2015,Consumer,South,Rock Hill,
2016,Consumer,South,Rock Hill,
2017,Consumer,South,Rock Hill,
2014,Consumer,South,Rogers,
2015,Consumer,South,Rogers,
2016,Consumer,South,Rogers,
2017,Consumer,South,Rogers,40.410000000000004
2014,Consumer,South,Roswell,755.4199999999998
2015,Consumer,South,Roswell,1049.1299999999999
2016,Consumer,South,Roswell,
2017,Consumer,South,Roswell,
2014,Consumer,South,Saint Petersburg,231.28000000000003
2015,Consumer,South,Saint Petersburg,
2016,Consumer,South,Saint Petersburg,
2017,Consumer,South,Saint Petersburg,17.088
2014,Consumer,South,Salem,
2015,Consumer,South,Salem,
2016,Consumer,South,Salem,27.86
2017,Consumer,South,Salem,1738.1000000000001
2014,Consumer,South,Sandy Springs,
2015,Consumer,South,Sandy Springs,
2016,Consumer,South,Sandy Springs,1302.83
2017,Consumer,South,Sandy Springs,
2014,Consumer,South,Smyrna,
2015,Consumer,South,Smyrna,
2016,Consumer,South,Smyrna,24.592
2017,Consumer,South,Smyrna,36.57
2014,Consumer,South,Southaven,616.14
2015,Consumer,South,Southaven,
2016,Consumer,South,Southaven,
2017,Consumer,South,Southaven,
2014,Consumer,South,Springfield,142.8
2015,Consumer,South,Springfield,36.4
2016,Consumer,South,Springfield,2674.44
2017,Consumer,South,Springfield,210.38000000000002
2014,Consumer,South,Suffolk,
2015,Consumer,South,Suffolk,196.62
2016,Consumer,South,Suffolk,
2017,Consumer,South,Suffolk,
2014,Consumer,South,Tallahassee,
2015,Consumer,South,Tallahassee,8.226
2016,Consumer,South,Tallahassee,1401.2440000000001
2017,Consumer,South,Tallahassee,4617.064000000001
2014,Consumer,South,Tampa,2158.923
2015,Consumer,South,Tampa,133.56
2016,Consumer,South,Tampa,38.19000000000001
2017,Consumer,South,Tampa,7.904000000000001
2014,Consumer,South,Thomasville,
2015,Consumer,South,Thomasville,
2016,Consumer,South,Thomasville,151.292
2017,Consumer,South,Thomasville,
2014,Consumer,South,Virginia Beach,139.72
2015,Consumer,South,Virginia Beach,182.91
2016,Consumer,South,Virginia Beach,1120.73
2017,Consumer,South,Virginia Beach,608.4300000000001
2014,Consumer,South,Warner Robins,
2015,Consumer,South,Warner Robins,
2016,Consumer,South,Warner Robins,41.86
2017,Consumer,South,Warner Robins,
2014,Consumer,South,Waynesboro,425.66999999999996
2015,Consumer,South,Waynesboro,2298.9
2016,Consumer,South,Waynesboro,
2017,Consumer,South,Waynesboro,
2014,Consumer,South,West Palm Beach,
2015,Consumer,South,West Palm Beach,55.98400000000001
2016,Consumer,South,West Palm Beach,72.224
2017,Consumer,South,West Palm Beach,
2014,Consumer,South,Wilmington,632.52
2015,Consumer,South,Wilmington,13.120000000000001
2016,Consumer,South,Wilmington,3.2820000000000005
2017,Consumer,South,Wilmington,55.168000000000006
2014,Consumer,South,Wilson,
2015,Consumer,South,Wilson,169.54399999999998
2016,Consumer,South,Wilson,
2017,Consumer,South,Wilson,
2014,Consumer,South,Woodstock,286.65000000000003
2015,Consumer,South,Woodstock,
2016,Consumer,South,Woodstock,
2017,Consumer,South,Woodstock,
2014,Consumer,West,Albuquerque,57.266000000000005
2015,Consumer,West,Albuquerque,
2016,Consumer,West,Albuquerque,
2017,Consumer,West,Albuquerque,122.53
2014,Consumer,West,Anaheim,1049.97
2015,Consumer,West,Anaheim,
2016,Consumer,West,Anaheim,2240.3
2017,Consumer,West,Anaheim,174.56000000000003
2014,Consumer,West,Apple Valley,
2015,Consumer,West,Apple Valley,
2016,Consumer,West,Apple Valley,563.92
2017,Consumer,West,Apple Valley,
2014,Consumer,West,Aurora,
2015,Consumer,West,Aurora,682.482
2016,Consumer,West,Aurora,805.162
2017,Consumer,West,Aurora,
2014,Consumer,West,Avondale,892.568
2015,Consumer,West,Avondale,54.24
2016,Consumer,West,Avondale,
2017,Consumer,West,Avondale,
2014,Consumer,West,Bakersfield,
2015,Consumer,West,Bakersfield,195.466
2016,Consumer,West,Bakersfield,41.6
2017,Consumer,West,Bakersfield,1075.3980000000001
2014,Consumer,West,Bellevue,12.96
2015,Consumer,West,Bellevue,20.24
2016,Consumer,West,Bellevue,
2017,Consumer,West,Bellevue,39.792
2014,Consumer,West,Bellingham,
2015,Consumer,West,Bellingham,
2016,Consumer,West,Bellingham,
2017,Consumer,West,Bellingham,2690.74
2014,Consumer,West,Boise,
2015,Consumer,West,Boise,
2016,Consumer,West,Boise,
2017,Consumer,West,Boise,89.97
2014,Consumer,West,Brentwood,408.76800000000003
2015,Consumer,West,Brentwood,79.9
2016,Consumer,West,Brentwood,
2017,Consumer,West,Brentwood,
2014,Consumer,West,Broomfield,
2015,Consumer,West,Broomfield,
2016,Consumer,West,Broomfield,725.072
2017,Consumer,West,Broomfield,
2014,Consumer,West,Bullhead City,
2015,Consumer,West,Bullhead City,22.288000000000004
2016,Consumer,West,Bullhead City,
2017,Consumer,West,Bullhead City,
2014,Consumer,West,Camarillo,
2015,Consumer,West,Camarillo,
2016,Consumer,West,Camarillo,
2017,Consumer,West,Camarillo,14.73
2014,Consumer,West,Carlsbad,
2015,Consumer,West,Carlsbad,
2016,Consumer,West,Carlsbad,39.176
2017,Consumer,West,Carlsbad,
2014,Consumer,West,Chandler,
2015,Consumer,West,Chandler,
2016,Consumer,West,Chandler,
2017,Consumer,West,Chandler,18.24
2014,Consumer,West,Chico,
2015,Consumer,West,Chico,54.17
2016,Consumer,West,Chico,
2017,Consumer,West,Chico,
2014,Consumer,West,Chula Vista,182.94
2015,Consumer,West,Chula Vista,
2016,Consumer,West,Chula Vista,192.8
2017,Consumer,West,Chula Vista,
2014,Consumer,West,Citrus Heights,
2015,Consumer,West,Citrus Heights,
2016,Consumer,West,Citrus Heights,
2017,Consumer,West,Citrus Heights,129.39000000000001
2014,Consumer,West,Clovis,
2015,Consumer,West,Clovis,
2016,Consumer,West,Clovis,
2017,Consumer,West,Clovis,111.42
2014,Consumer,West,Colorado Springs,
2015,Consumer,West,Colorado Springs,1334.1360000000002
2016,Consumer,West,Colorado Springs,11.328000000000001
2017,Consumer,West,Colorado Springs,
2014,Consumer,West,Commerce City,
2015,Consumer,West,Commerce City,
2016,Consumer,West,Commerce City,
2017,Consumer,West,Commerce City,146.352
2014,Consumer,West,Concord,172.87800000000001
2015,Consumer,West,Concord,
2016,Consumer,West,Concord,61.120000000000005
2017,Consumer,West,Concord,239.66599999999997
