Region,State,Category,Value Column Name,Value
"East","Maryland","Office Supplies","Profit - Quantity","3530.473799999999"
"East","Maryland","Office Supplies","(Profit - Quantity)%","12.97968308823529"
"East","Maryland","Technology","Quantity","44"
"East","Maryland","Technology","Profit","1322.8776000000005"
"East","Maryland","Technology","Sales","4166.04"
"East","Maryland","Technology","Sales - Quantity","4122.04"
"East","Maryland","Technology","(Sales - Quantity)%","93.68272727272728"
"East","Maryland","Technology","Sales - Profit","2843.1623999999993"
"East","Maryland","Technology","(Sales - Profit)%","2.149225597288818"
"East","Maryland","Technology","Profit - Quantity","1278.8776000000005"
"East","Maryland","Technology","(Profit - Quantity)%","29.065400000000007"
"East","Rhode Island","Furniture","Quantity","53"
"East","Rhode Island","Furniture","Profit","913.3770000000004"
"East","Rhode Island","Furniture","Sales","5918.755999999999"
"East","Rhode Island","Furniture","Sales - Quantity","5865.755999999999"
"East","Rhode Island","Furniture","(Sales - Quantity)%","110.67464150943395"
"East","Rhode Island","Furniture","Sales - Profit","5005.378999999999"
"East","Rhode Island","Furniture","(Sales - Profit)%","5.480079966979678"
"East","Rhode Island","Furniture","Profit - Quantity","860.3770000000004"
"East","Rhode Island","Furniture","(Profit - Quantity)%","16.2335283018868"
"East","Rhode Island","Office Supplies","Quantity","111"
"East","Rhode Island","Office Supplies","Profit","1774.2399999999993"
"East","Rhode Island","Office Supplies","Sales","6234.789999999997"
"East","Rhode Island","Office Supplies","Sales - Quantity","6123.789999999997"
"East","Rhode Island","Office Supplies","(Sales - Quantity)%","55.16927927927925"
"East","Rhode Island","Office Supplies","Sales - Profit","4460.549999999997"
"East","Rhode Island","Office Supplies","(Sales - Profit)%","2.5140623590945976"
"East","Rhode Island","Office Supplies","Profit - Quantity","1663.2399999999993"
"East","Rhode Island","Office Supplies","(Profit - Quantity)%","14.984144144144135"
"East","Rhode Island","Technology","Quantity","35"
"East","Rhode Island","Technology","Profit","4598.0123"
"East","Rhode Island","Technology","Sales","10474.409999999998"
"East","Rhode Island","Technology","Sales - Quantity","10439.409999999998"
"East","Rhode Island","Technology","(Sales - Quantity)%","298.2688571428571"
"East","Rhode Island","Technology","Sales - Profit","5876.397699999998"
"East","Rhode Island","Technology","(Sales - Profit)%","1.2780300087496497"
"East","Rhode Island","Technology","Profit - Quantity","4563.0123"
"East","Rhode Island","Technology","(Profit - Quantity)%","130.37178"
"East","Connecticut","Furniture","Quantity","46"
"East","Connecticut","Furniture","Profit","1226.2805000000005"
"East","Connecticut","Furniture","Sales","5174.986999999999"
"East","Connecticut","Furniture","Sales - Quantity","5128.986999999999"
"East","Connecticut","Furniture","(Sales - Quantity)%","111.49971739130433"
"East","Connecticut","Furniture","Sales - Profit","3948.7064999999984"
"East","Connecticut","Furniture","(Sales - Profit)%","3.2200679208386633"
"East","Connecticut","Furniture","Profit - Quantity","1180.2805000000005"
"East","Connecticut","Furniture","(Profit - Quantity)%","25.658271739130445"
"East","Connecticut","Office Supplies","Quantity","206"
"East","Connecticut","Office Supplies","Profit","1504.2777000000006"
"East","Connecticut","Office Supplies","Sales","5418.339999999998"
"East","Connecticut","Office Supplies","Sales - Quantity","5212.339999999998"
"East","Connecticut","Office Supplies","(Sales - Quantity)%","25.30262135922329"
"East","Connecticut","Office Supplies","Sales - Profit","3914.062299999998"
"East","Connecticut","Office Supplies","(Sales - Profit)%","2.601954612502729"
"East","Connecticut","Office Supplies","Profit - Quantity","1298.2777000000006"
"East","Connecticut","Office Supplies","(Profit - Quantity)%","6.302318932038839"
"East","Connecticut","Technology","Quantity","29"
"East","Connecticut","Technology","Profit","780.9336"
"East","Connecticut","Technology","Sales","2791.0299999999997"
"East","Connecticut","Technology","Sales - Quantity","2762.0299999999997"
"East","Connecticut","Technology","(Sales - Quantity)%","95.24241379310344"
"East","Connecticut","Technology","Sales - Profit","2010.0964"
"East","Connecticut","Technology","(Sales - Profit)%","2.573965827568438"
"East","Connecticut","Technology","Profit - Quantity","751.9336"
"East","Connecticut","Technology","(Profit - Quantity)%","25.928744827586208"
"East","Vermont","Furniture","Quantity","8"
"East","Vermont","Furniture","Profit","1191.9270000000001"
"East","Vermont","Furniture","Sales","5120.099999999999"
"East","Vermont","Furniture","Sales - Quantity","5112.099999999999"
"East","Vermont","Furniture","(Sales - Quantity)%","639.0124999999999"
"East","Vermont","Furniture","Sales - Profit","3928.1729999999993"
"East","Vermont","Furniture","(Sales - Profit)%","3.295648978502877"
"East","Vermont","Furniture","Profit - Quantity","1183.9270000000001"
"East","Vermont","Furniture","(Profit - Quantity)%","147.99087500000002"
"East","Vermont","Office Supplies","Quantity","28"
"East","Vermont","Office Supplies","Profit","605.765"
"East","Vermont","Office Supplies","Sales","2209.51"
"East","Vermont","Office Supplies","Sales - Quantity","2181.51"
"East","Vermont","Office Supplies","(Sales - Quantity)%","77.91107142857143"
"East","Vermont","Office Supplies","Sales - Profit","1603.7450000000003"
"East","Vermont","Office Supplies","(Sales - Profit)%","2.647470553762598"
"East","Vermont","Office Supplies","Profit - Quantity","577.765"
"East","Vermont","Office Supplies","(Profit - Quantity)%","20.634464285714284"
"East","Vermont","Technology","Quantity","14"
"East","Vermont","Technology","Profit","447.2863"
"East","Vermont","Technology","Sales","1599.76"
"East","Vermont","Technology","Sales - Quantity","1585.76"
"East","Vermont","Technology","(Sales - Quantity)%","113.26857142857143"
"East","Vermont","Technology","Sales - Profit","1152.4737"
"East","Vermont","Technology","(Sales - Profit)%","2.5765906534584224"
"East","Vermont","Technology","Profit - Quantity","433.2863"
"East","Vermont","Technology","(Profit - Quantity)%","30.949021428571427"
"East","New Hampshire","Furniture","Quantity","27"
"East","New Hampshire","Furniture","Profit","153.93700000000007"
"East","New Hampshire","Furniture","Sales","1886.4740000000002"
"East","New Hampshire","Furniture","Sales - Quantity","1859.4740000000002"
"East","New Hampshire","Furniture","(Sales - Quantity)%","68.86940740740741"
"East","New Hampshire","Furniture","Sales - Profit","1732.537"
"East","New Hampshire","Furniture","(Sales - Profit)%","11.254844514314293"
"East","New Hampshire","Furniture","Profit - Quantity","126.93700000000007"
"East","New Hampshire","Furniture","(Profit - Quantity)%","4.701370370370373"
"East","New Hampshire","Office Supplies","Quantity","80"
"East","New Hampshire","Office Supplies","Profit","649.8584999999998"
"East","New Hampshire","Office Supplies","Sales","1769.2500000000002"
"East","New Hampshire","Office Supplies","Sales - Quantity","1689.2500000000002"
"East","New Hampshire","Office Supplies","(Sales - Quantity)%","21.115625"
"East","New Hampshire","Office Supplies","Sales - Profit","1119.3915000000004"
"East","New Hampshire","Office Supplies","(Sales - Profit)%","1.7225157476589146"
"East","New Hampshire","Office Supplies","Profit - Quantity","569.8584999999998"
"East","New Hampshire","Office Supplies","(Profit - Quantity)%","7.123231249999998"
"East","New Hampshire","Technology","Quantity","20"
"East","New Hampshire","Technology","Profit","902.7072999999999"
"East","New Hampshire","Technology","Sales","3636.7999999999997"
"East","New Hampshire","Technology","Sales - Quantity","3616.7999999999997"
"East","New Hampshire","Technology","(Sales - Quantity)%","180.83999999999997"
"East","New Hampshire","Technology","Sales - Profit","2734.0926999999997"
"East","New Hampshire","Technology","(Sales - Profit)%","3.0287699013844245"
"East","New Hampshire","Technology","Profit - Quantity","882.7072999999999"
"East","New Hampshire","Technology","(Profit - Quantity)%","44.13536499999999"
"East","District of Columbia","Furniture","Quantity","8"
"East","District of Columbia","Furniture","Profit","350.0835"
"East","District of Columbia","Furniture","Sales","1346.58"
"East","District of Columbia","Furniture","Sales - Quantity","1338.58"
"East","District of Columbia","Furniture","(Sales - Quantity)%","167.3225"
"East","District of Columbia","Furniture","Sales - Profit","996.4965"
"East","District of Columbia","Furniture","(Sales - Profit)%","2.846453774599488"
"East","District of Columbia","Furniture","Profit - Quantity","342.0835"
"East","District of Columbia","Furniture","(Profit - Quantity)%","42.760437499999995"
"East","District of Columbia","Office Supplies","Quantity","24"
"East","District of Columbia","Office Supplies","Profit","60.9434"
"East","District of Columbia","Office Supplies","Sales","138.52"
"East","District of Columbia","Office Supplies","Sales - Quantity","114.52000000000001"
"East","District of Columbia","Office Supplies","(Sales - Quantity)%","4.771666666666667"
"East","District of Columbia","Office Supplies","Sales - Profit","77.57660000000001"
"East","District of Columbia","Office Supplies","(Sales - Profit)%","1.2729286518310434"
"East","District of Columbia","Office Supplies","Profit - Quantity","36.9434"
"East","District of Columbia","Office Supplies","(Profit - Quantity)%","1.5393083333333335"
"East","District of Columbia","Technology","Quantity","8"
"East","District of Columbia","Technology","Profit","648.5624"
"East","District of Columbia","Technology","Sales","1379.92"
"East","District of Columbia","Technology","Sales - Quantity","1371.92"
"East","District of Columbia","Technology","(Sales - Quantity)%","171.49"
"East","District of Columbia","Technology","Sales - Profit","731.3576"
"East","District of Columbia","Technology","(Sales - Profit)%","1.127659574468085"
"East","District of Columbia","Technology","Profit - Quantity","640.5624"
"East","District of Columbia","Technology","(Profit - Quantity)%","80.0703"
"East","Maine","Furniture","Quantity","2"
"East","Maine","Furniture","Profit","33.9388"
"East","Maine","Furniture","Sales","109.48"
"East","Maine","Furniture","Sales - Quantity","107.48"
"East","Maine","Furniture","(Sales - Quantity)%","53.74"
"East","Maine","Furniture","Sales - Profit","75.5412"
"East","Maine","Furniture","(Sales - Profit)%","2.2258064516129035"
"East","Maine","Furniture","Profit - Quantity","31.9388"
"East","Maine","Furniture","(Profit - Quantity)%","15.9694"
"East","Maine","Office Supplies","Quantity","19"
"East","Maine","Office Supplies","Profit","169.5146"
"East","Maine","Office Supplies","Sales","399.8"
"East","Maine","Office Supplies","Sales - Quantity","380.8"
"East","Maine","Office Supplies","(Sales - Quantity)%","20.042105263157897"
"East","Maine","Office Supplies","Sales - Profit","230.2854"
"East","Maine","Office Supplies","(Sales - Profit)%","1.3584989139578538"
"East","Maine","Office Supplies","Profit - Quantity","150.5146"
"East","Maine","Office Supplies","(Profit - Quantity)%","7.921821052631579"
"East","Maine","Technology","Quantity","14"
"East","Maine","Technology","Profit","251.03279999999995"
"East","Maine","Technology","Sales","761.25"
"East","Maine","Technology","Sales - Quantity","747.25"
"East","Maine","Technology","(Sales - Quantity)%","53.375"
"East","Maine","Technology","Sales - Profit","510.21720000000005"
"East","Maine","Technology","(Sales - Profit)%","2.0324722506381643"
"East","Maine","Technology","Profit - Quantity","237.03279999999995"
"East","Maine","Technology","(Profit - Quantity)%","16.930914285714284"
"East","West Virginia","Furniture","Quantity","3"
"East","West Virginia","Furniture","Profit","-76.9536"
"East","West Virginia","Furniture","Sales","673.3439999999999"
"East","West Virginia","Furniture","Sales - Quantity","670.3439999999999"
"East","West Virginia","Furniture","(Sales - Quantity)%","223.44799999999998"
"East","West Virginia","Furniture","Sales - Profit","750.2975999999999"
"East","West Virginia","Furniture","(Sales - Profit)%","9.749999999999998"
"East","West Virginia","Furniture","Profit - Quantity","-79.9536"
"East","West Virginia","Furniture","(Profit - Quantity)%","-26.6512"
"East","West Virginia","Office Supplies","Quantity","15"
"East","West Virginia","Office Supplies","Profit","262.8752"
"East","West Virginia","Office Supplies","Sales","536.48"
"East","West Virginia","Office Supplies","Sales - Quantity","521.48"
"East","West Virginia","Office Supplies","(Sales - Quantity)%","34.76533333333334"
"East","West Virginia","Office Supplies","Sales - Profit","273.6048"
"East","West Virginia","Office Supplies","(Sales - Profit)%","1.0408163265306123"
"East","West Virginia","Office Supplies","Profit - Quantity","247.8752"
"East","West Virginia","Office Supplies","(Profit - Quantity)%","16.525013333333334"
"East","West Virginia","Technology","Quantity",
"East","West Virginia","Technology","Profit",
"East","West Virginia","Technology","Sales",
"East","West Virginia","Technology","Sales - Quantity",
"East","West Virginia","Technology","(Sales - Quantity)%",
"East","West Virginia","Technology","Sales - Profit",
"East","West Virginia","Technology","(Sales - Profit)%",
"East","West Virginia","Technology","Profit - Quantity",
"East","West Virginia","Technology","(Profit - Quantity)%",
"Central","Texas","Furniture","Quantity","766"
"Central","Texas","Furniture","Profit","-10436.1419"
"Central","Texas","Furniture","Sales","60593.29180000003"
"Central","Texas","Furniture","Sales - Quantity","59827.29180000003"
"Central","Texas","Furniture","(Sales - Quantity)%","78.10351409921675"
"Central","Texas","Furniture","Sales - Profit","71029.43370000002"
"Central","Texas","Furniture","(Sales - Profit)%","6.806100796693845"
"Central","Texas","Furniture","Profit - Quantity","-11202.1419"
"Central","Texas","Furniture","(Profit - Quantity)%","-14.624206135770235"
"Central","Texas","Office Supplies","Quantity","2299"
"Central","Texas","Office Supplies","Profit","-18584.6434"
"Central","Texas","Office Supplies","Sales","44490.53000000001"
"Central","Texas","Office Supplies","Sales - Quantity","42191.53000000001"
"Central","Texas","Office Supplies","(Sales - Quantity)%","18.352122662026975"
"Central","Texas","Office Supplies","Sales - Profit","63075.173400000014"
"Central","Texas","Office Supplies","(Sales - Profit)%","3.393940472379471"
"Central","Texas","Office Supplies","Profit - Quantity","-20883.6434"
"Central","Texas","Office Supplies","(Profit - Quantity)%","-9.083794432361897"
"Central","Texas","Technology","Quantity","659"
"Central","Texas","Technology","Profit","3291.4289999999946"
"Central","Texas","Technology","Sales","65104.22400000001"
"Central","Texas","Technology","Sales - Quantity","64445.22400000001"
"Central","Texas","Technology","(Sales - Quantity)%","97.79244916540215"
"Central","Texas","Technology","Sales - Profit","61812.79500000001"
"Central","Texas","Technology","(Sales - Profit)%","18.779926591155427"
"Central","Texas","Technology","Profit - Quantity","2632.4289999999946"
"Central","Texas","Technology","(Profit - Quantity)%","3.9945811836115244"
"Central","Illinois","Furniture","Quantity","448"
"Central","Illinois","Furniture","Profit","-9076.289400000001"
"Central","Illinois","Furniture","Sales","28274.522"
"Central","Illinois","Furniture","Sales - Quantity","27826.522"
"Central","Illinois","Furniture","(Sales - Quantity)%","62.11277232142857"
"Central","Illinois","Furniture","Sales - Profit","37350.811400000006"
"Central","Illinois","Furniture","(Sales - Profit)%","4.115207190286374"
"Central","Illinois","Furniture","Profit - Quantity","-9524.289400000001"
"Central","Illinois","Furniture","(Profit - Quantity)%","-21.259574553571433"
"Central","Illinois","Office Supplies","Quantity","1095"
"Central","Illinois","Office Supplies","Profit","-8354.156800000004"
"Central","Illinois","Office Supplies","Sales","19907.90599999999"
"Central","Illinois","Office Supplies","Sales - Quantity","18812.90599999999"
"Central","Illinois","Office Supplies","(Sales - Quantity)%","17.180736073059354"
"Central","Illinois","Office Supplies","Sales - Profit","28262.062799999996"
"Central","Illinois","Office Supplies","(Sales - Profit)%","3.3829940563241503"
"Central","Illinois","Office Supplies","Profit - Quantity","-9449.156800000004"
"Central","Illinois","Office Supplies","(Profit - Quantity)%","-8.629366940639274"
"Central","Illinois","Technology","Quantity","302"
"Central","Illinois","Technology","Profit","4822.559199999998"
"Central","Illinois","Technology","Sales","31983.67300000001"
"Central","Illinois","Technology","Sales - Quantity","31681.67300000001"
"Central","Illinois","Technology","(Sales - Quantity)%","104.90620198675498"
"Central","Illinois","Technology","Sales - Profit","27161.113800000014"
"Central","Illinois","Technology","(Sales - Profit)%","5.6320954649970965"
"Central","Illinois","Technology","Profit - Quantity","4520.559199999998"
"Central","Illinois","Technology","(Profit - Quantity)%","14.968739072847676"
"Central","Michigan","Furniture","Quantity","184"
"Central","Michigan","Furniture","Profit","4675.551600000001"
"Central","Michigan","Furniture","Sales","22321.100000000002"
"Central","Michigan","Furniture","Sales - Quantity","22137.100000000002"
"Central","Michigan","Furniture","(Sales - Quantity)%","120.31032608695654"
"Central","Michigan","Furniture","Sales - Profit","17645.5484"
"Central","Michigan","Furniture","(Sales - Profit)%","3.7740035635581473"
"Central","Michigan","Furniture","Profit - Quantity","4491.551600000001"
"Central","Michigan","Furniture","(Profit - Quantity)%","24.410606521739133"
"Central","Michigan","Office Supplies","Quantity","612"
"Central","Michigan","Office Supplies","Profit","15005.333499999999"
"Central","Michigan","Office Supplies","Sales","37723.759000000005"
"Central","Michigan","Office Supplies","Sales - Quantity","37111.759000000005"
"Central","Michigan","Office Supplies","(Sales - Quantity)%","60.64012908496733"
"Central","Michigan","Office Supplies","Sales - Profit","22718.425500000005"
"Central","Michigan","Office Supplies","(Sales - Profit)%","1.514023363759293"
"Central","Michigan","Office Supplies","Profit - Quantity","14393.333499999999"
"Central","Michigan","Office Supplies","(Profit - Quantity)%","23.518518790849672"
"Central","Michigan","Technology","Quantity","150"
"Central","Michigan","Technology","Profit","4782.302500000001"
"Central","Michigan","Technology","Sales","16224.754999999996"
"Central","Michigan","Technology","Sales - Quantity","16074.754999999996"
"Central","Michigan","Technology","(Sales - Quantity)%","107.1650333333333"
"Central","Michigan","Technology","Sales - Profit","11442.452499999996"
"Central","Michigan","Technology","(Sales - Profit)%","2.3926659804560657"
"Central","Michigan","Technology","Profit - Quantity","4632.302500000001"
"Central","Michigan","Technology","(Profit - Quantity)%","30.882016666666672"
"Central","Indiana","Furniture","Quantity","83"
"Central","Indiana","Furniture","Profit","2181.2753"
"Central","Indiana","Furniture","Sales","11496.71"
"Central","Indiana","Furniture","Sales - Quantity","11413.71"
"Central","Indiana","Furniture","(Sales - Quantity)%","137.514578313253"
"Central","Indiana","Furniture","Sales - Profit","9315.4347"
"Central","Indiana","Furniture","(Sales - Profit)%","4.2706368609225995"
"Central","Indiana","Furniture","Profit - Quantity","2098.2753"
"Central","Indiana","Furniture","(Profit - Quantity)%","25.280425301204815"
"Central","Indiana","Office Supplies","Quantity","389"
"Central","Indiana","Office Supplies","Profit","5200.783699999999"
"Central","Indiana","Office Supplies","Sales","15735.399999999996"
"Central","Indiana","Office Supplies","Sales - Quantity","15346.399999999996"
"Central","Indiana","Office Supplies","(Sales - Quantity)%","39.45089974293058"
"Central","Indiana","Office Supplies","Sales - Profit","10534.616299999998"
"Central","Indiana","Office Supplies","(Sales - Profit)%","2.025582471349462"
"Central","Indiana","Office Supplies","Profit - Quantity","4811.783699999999"
"Central","Indiana","Office Supplies","(Profit - Quantity)%","12.36962390745501"
"Central","Indiana","Technology","Quantity","106"
"Central","Indiana","Technology","Profit","11000.877299999998"
"Central","Indiana","Technology","Sales","26323.249999999996"
"Central","Indiana","Technology","Sales - Quantity","26217.249999999996"
"Central","Indiana","Technology","(Sales - Quantity)%","247.3325471698113"
"Central","Indiana","Technology","Sales - Profit","15322.372699999998"
"Central","Indiana","Technology","(Sales - Profit)%","1.3928318880531463"
"Central","Indiana","Technology","Profit - Quantity","10894.877299999998"
"Central","Indiana","Technology","(Profit - Quantity)%","102.7818613207547"
"Central","Wisconsin","Furniture","Quantity","144"
"Central","Wisconsin","Furniture","Profit","3838.954499999999"
"Central","Wisconsin","Furniture","Sales","17256.610000000004"
"Central","Wisconsin","Furniture","Sales - Quantity","17112.610000000004"
"Central","Wisconsin","Furniture","(Sales - Quantity)%","118.83756944444447"
"Central","Wisconsin","Furniture","Sales - Profit","13417.655500000004"
"Central","Wisconsin","Furniture","(Sales - Profit)%","3.4951327242873047"
"Central","Wisconsin","Furniture","Profit - Quantity","3694.954499999999"
"Central","Wisconsin","Furniture","(Profit - Quantity)%","25.659406249999993"
"Central","Wisconsin","Office Supplies","Quantity","215"
"Central","Wisconsin","Office Supplies","Profit","1965.7761999999998"
"Central","Wisconsin","Office Supplies","Sales","6059.840000000002"
"Central","Wisconsin","Office Supplies","Sales - Quantity","5844.840000000002"
"Central","Wisconsin","Office Supplies","(Sales - Quantity)%","27.185302325581407"
"Central","Wisconsin","Office Supplies","Sales - Profit","4094.063800000002"
"Central","Wisconsin","Office Supplies","(Sales - Profit)%","2.0826703467057963"
"Central","Wisconsin","Office Supplies","Profit - Quantity","1750.7761999999998"
"Central","Wisconsin","Office Supplies","(Profit - Quantity)%","8.143145116279069"
"Central","Wisconsin","Technology","Quantity","104"
"Central","Wisconsin","Technology","Profit","2597.0696999999996"
"Central","Wisconsin","Technology","Sales","8798.159999999998"
"Central","Wisconsin","Technology","Sales - Quantity","8694.159999999998"
"Central","Wisconsin","Technology","(Sales - Quantity)%","83.59769230769228"
"Central","Wisconsin","Technology","Sales - Profit","6201.090299999998"
"Central","Wisconsin","Technology","(Sales - Profit)%","2.3877257895696826"
"Central","Wisconsin","Technology","Profit - Quantity","2493.0696999999996"
"Central","Wisconsin","Technology","(Profit - Quantity)%","23.971824038461538"
"Central","Minnesota","Furniture","Quantity","52"
"Central","Minnesota","Furniture","Profit","2023.8871"
"Central","Minnesota","Furniture","Sales","7611.35"
"Central","Minnesota","Furniture","Sales - Quantity","7559.35"
"Central","Minnesota","Furniture","(Sales - Quantity)%","145.3721153846154"
"Central","Minnesota","Furniture","Sales - Profit","5587.4629"
"Central","Minnesota","Furniture","(Sales - Profit)%","2.760758196442875"
"Central","Minnesota","Furniture","Profit - Quantity","1971.8871"
"Central","Minnesota","Furniture","(Profit - Quantity)%","37.92090576923077"
"Central","Minnesota","Office Supplies","Quantity","241"
"Central","Minnesota","Office Supplies","Profit","7780.4995"
"Central","Minnesota","Office Supplies","Sales","19406.539999999997"
"Central","Minnesota","Office Supplies","Sales - Quantity","19165.539999999997"
"Central","Minnesota","Office Supplies","(Sales - Quantity)%","79.52506224066389"
"Central","Minnesota","Office Supplies","Sales - Profit","11626.040499999997"
"Central","Minnesota","Office Supplies","(Sales - Profit)%","1.494253742963417"
"Central","Minnesota","Office Supplies","Profit - Quantity","7539.4995"
"Central","Minnesota","Office Supplies","(Profit - Quantity)%","31.28423029045643"
"Central","Minnesota","Technology","Quantity","38"
"Central","Minnesota","Technology","Profit","1018.8008"
"Central","Minnesota","Technology","Sales","2845.26"
"Central","Minnesota","Technology","Sales - Quantity","2807.26"
"Central","Minnesota","Technology","(Sales - Quantity)%","73.87526315789474"
"Central","Minnesota","Technology","Sales - Profit","1826.4592000000002"
"Central","Minnesota","Technology","(Sales - Profit)%","1.7927539907703254"
"Central","Minnesota","Technology","Profit - Quantity","980.8008"
"Central","Minnesota","Technology","(Profit - Quantity)%","25.81054736842105"
"Central","Missouri","Furniture","Quantity","35"
"Central","Missouri","Furniture","Profit","625.2169"
"Central","Missouri","Furniture","Sales","2936.4500000000003"
"Central","Missouri","Furniture","Sales - Quantity","2901.4500000000003"
"Central","Missouri","Furniture","(Sales - Quantity)%","82.89857142857143"
"Central","Missouri","Furniture","Sales - Profit","2311.2331000000004"
"Central","Missouri","Furniture","(Sales - Profit)%","3.6966900606813415"
"Central","Missouri","Furniture","Profit - Quantity","590.2169"
"Central","Missouri","Furniture","(Profit - Quantity)%","16.86334"
"Central","Missouri","Office Supplies","Quantity","163"
"Central","Missouri","Office Supplies","Profit","2796.2668000000003"
"Central","Missouri","Office Supplies","Sales","12182.179999999997"
"Central","Missouri","Office Supplies","Sales - Quantity","12019.179999999997"
"Central","Missouri","Office Supplies","(Sales - Quantity)%","73.73730061349691"
"Central","Missouri","Office Supplies","Sales - Profit","9385.913199999995"
"Central","Missouri","Office Supplies","(Sales - Profit)%","3.356587146834485"
"Central","Missouri","Office Supplies","Profit - Quantity","2633.2668000000003"
"Central","Missouri","Office Supplies","(Profit - Quantity)%","16.15501104294479"
"Central","Missouri","Technology","Quantity","54"
"Central","Missouri","Technology","Profit","3014.7267999999995"
"Central","Missouri","Technology","Sales","7086.52"
"Central","Missouri","Technology","Sales - Quantity","7032.52"
"Central","Missouri","Technology","(Sales - Quantity)%","130.23185185185187"
"Central","Missouri","Technology","Sales - Profit","4071.793200000001"
"Central","Missouri","Technology","(Sales - Profit)%","1.350634226623786"
"Central","Missouri","Technology","Profit - Quantity","2960.7267999999995"
"Central","Missouri","Technology","(Profit - Quantity)%","54.82827407407407"
"Central","Oklahoma","Furniture","Quantity","57"
"Central","Oklahoma","Furniture","Profit","2153.8621999999996"
"Central","Oklahoma","Furniture","Sales","8284.099999999999"
"Central","Oklahoma","Furniture","Sales - Quantity","8227.099999999999"
"Central","Oklahoma","Furniture","(Sales - Quantity)%","144.33508771929823"
"Central","Oklahoma","Furniture","Sales - Profit","6130.237799999999"
"Central","Oklahoma","Furniture","(Sales - Profit)%","2.846160631817579"
"Central","Oklahoma","Furniture","Profit - Quantity","2096.8621999999996"
"Central","Oklahoma","Furniture","(Profit - Quantity)%","36.78705614035087"
"Central","Oklahoma","Office Supplies","Quantity","123"
"Central","Oklahoma","Office Supplies","Profit","1119.1934999999994"
"Central","Oklahoma","Office Supplies","Sales","5030.84"
"Central","Oklahoma","Office Supplies","Sales - Quantity","4907.84"
"Central","Oklahoma","Office Supplies","(Sales - Quantity)%","39.90113821138212"
"Central","Oklahoma","Office Supplies","Sales - Profit","3911.6465000000007"
"Central","Oklahoma","Office Supplies","(Sales - Profit)%","3.4950582718716676"
"Central","Oklahoma","Office Supplies","Profit - Quantity","996.1934999999994"
"Central","Oklahoma","Office Supplies","(Profit - Quantity)%","8.09913414634146"
"Central","Oklahoma","Technology","Quantity","67"
"Central","Oklahoma","Technology","Profit","1580.9002999999998"
"Central","Oklahoma","Technology","Sales","6368.45"
"Central","Oklahoma","Technology","Sales - Quantity","6301.45"
"Central","Oklahoma","Technology","(Sales - Quantity)%","94.05149253731344"
"Central","Oklahoma","Technology","Sales - Profit","4787.5497"
"Central","Oklahoma","Technology","(Sales - Profit)%","3.028369151425932"
"Central","Oklahoma","Technology","Profit - Quantity","1513.9002999999998"
"Central","Oklahoma","Technology","(Profit - Quantity)%","22.595526865671637"
"Central","Nebraska","Furniture","Quantity","21"
"Central","Nebraska","Furniture","Profit","518.4363999999998"
"Central","Nebraska","Furniture","Sales","1944.6999999999998"
"Central","Nebraska","Furniture","Sales - Quantity","1923.6999999999998"
"Central","Nebraska","Furniture","(Sales - Quantity)%","91.60476190476192"
"Central","Nebraska","Furniture","Sales - Profit","1426.2636"
"Central","Nebraska","Furniture","(Sales - Profit)%","2.7510869221374126"
"Central","Nebraska","Furniture","Profit - Quantity","497.4363999999998"
"Central","Nebraska","Furniture","(Profit - Quantity)%","23.68744761904761"
"Central","Nebraska","Office Supplies","Quantity","89"
"Central","Nebraska","Office Supplies","Profit","557.1428"
"Central","Nebraska","Office Supplies","Sales","2234.4900000000002"
"Central","Nebraska","Office Supplies","Sales - Quantity","2145.4900000000002"
"Central","Nebraska","Office Supplies","(Sales - Quantity)%","24.106629213483146"
"Central","Nebraska","Office Supplies","Sales - Profit","1677.3472000000002"
"Central","Nebraska","Office Supplies","(Sales - Profit)%","3.010623488269076"
"Central","Nebraska","Office Supplies","Profit - Quantity","468.14279999999997"
"Central","Nebraska","Office Supplies","(Profit - Quantity)%","5.260031460674157"
"Central","Nebraska","Technology","Quantity","26"
"Central","Nebraska","Technology","Profit","961.5149999999998"
"Central","Nebraska","Technology","Sales","3285.7399999999993"
"Central","Nebraska","Technology","Sales - Quantity","3259.7399999999993"
"Central","Nebraska","Technology","(Sales - Quantity)%","125.37461538461535"
"Central","Nebraska","Technology","Sales - Profit","2324.2249999999995"
"Central","Nebraska","Technology","(Sales - Profit)%","2.417252980972736"
"Central","Nebraska","Technology","Profit - Quantity","935.5149999999998"
"Central","Nebraska","Technology","(Profit - Quantity)%","35.98134615384615"
"Central","Iowa","Furniture","Quantity","24"
"Central","Iowa","Furniture","Profit","520.0385000000001"
"Central","Iowa","Furniture","Sales","2642.3099999999995"
"Central","Iowa","Furniture","Sales - Quantity","2618.3099999999995"
"Central","Iowa","Furniture","(Sales - Quantity)%","109.09624999999998"
"Central","Iowa","Furniture","Sales - Profit","2122.2714999999994"
"Central","Iowa","Furniture","(Sales - Profit)%","4.080989195992218"
"Central","Iowa","Furniture","Profit - Quantity","496.0385000000001"
"Central","Iowa","Furniture","(Profit - Quantity)%","20.668270833333334"
"Central","Iowa","Office Supplies","Quantity","75"
"Central","Iowa","Office Supplies","Profit","345.4051999999999"
"Central","Iowa","Office Supplies","Sales","783.1500000000002"
"Central","Iowa","Office Supplies","Sales - Quantity","708.1500000000002"
