Region,PL,City,Country,FC,BU,Year,Value Column Name,Value
"Europe","141000","Flanders","Belgium","135000","83000","2019","PY",
"Europe","141000","Flanders","Belgium","135000","83000","2019","AC",
"Europe","141000","Flanders","Belgium","135000","83000","2019","AC - PY",
"Europe","141000","Flanders","Belgium","135000","83000","2019","(AC - PY)%",
"Europe","63000","Paris","France","88000","92000","2017","PY",
"Europe","63000","Paris","France","88000","92000","2017","AC",
"Europe","63000","Paris","France","88000","92000","2017","AC - PY",
"Europe","63000","Paris","France","88000","92000","2017","(AC - PY)%",
"Europe","63000","Paris","France","88000","92000","2018","PY",
"Europe","63000","Paris","France","88000","92000","2018","AC",
"Europe","63000","Paris","France","88000","92000","2018","AC - PY",
"Europe","63000","Paris","France","88000","92000","2018","(AC - PY)%",
"Europe","63000","Paris","France","88000","92000","2019","PY","51000"
"Europe","63000","Paris","France","88000","92000","2019","AC","131000"
"Europe","63000","Paris","France","88000","92000","2019","AC - PY","80000"
"Europe","63000","Paris","France","88000","92000","2019","(AC - PY)%","1.5686274509803924"
"Europe","93000","Berlin","Germany","63000","86000","2017","PY",
"Europe","93000","Berlin","Germany","63000","86000","2017","AC",
"Europe","93000","Berlin","Germany","63000","86000","2017","AC - PY",
"Europe","93000","Berlin","Germany","63000","86000","2017","(AC - PY)%",
"Europe","93000","Berlin","Germany","63000","86000","2018","PY",
"Europe","93000","Berlin","Germany","63000","86000","2018","AC",
"Europe","93000","Berlin","Germany","63000","86000","2018","AC - PY",
"Europe","93000","Berlin","Germany","63000","86000","2018","(AC - PY)%",
"Europe","93000","Berlin","Germany","63000","86000","2019","PY","48000"
"Europe","93000","Berlin","Germany","63000","86000","2019","AC","128000"
"Europe","93000","Berlin","Germany","63000","86000","2019","AC - PY","80000"
"Europe","93000","Berlin","Germany","63000","86000","2019","(AC - PY)%","1.666666666666667"
"Europe","106000","Lublin","Poland","53000","97000","2017","PY",
"Europe","106000","Lublin","Poland","53000","97000","2017","AC",
"Europe","106000","Lublin","Poland","53000","97000","2017","AC - PY",
"Europe","106000","Lublin","Poland","53000","97000","2017","(AC - PY)%",
"Europe","106000","Lublin","Poland","53000","97000","2018","PY",
"Europe","106000","Lublin","Poland","53000","97000","2018","AC",
"Europe","106000","Lublin","Poland","53000","97000","2018","AC - PY",
"Europe","106000","Lublin","Poland","53000","97000","2018","(AC - PY)%",
"Europe","106000","Lublin","Poland","53000","97000","2019","PY","128000"
"Europe","106000","Lublin","Poland","53000","97000","2019","AC","121000"
"Europe","106000","Lublin","Poland","53000","97000","2019","AC - PY","-7000"
"Europe","106000","Lublin","Poland","53000","97000","2019","(AC - PY)%","-0.0546875"
"Europe","35000","Brussels","Belgium","140000","136000","2017","PY",
"Europe","35000","Brussels","Belgium","140000","136000","2017","AC",
"Europe","35000","Brussels","Belgium","140000","136000","2017","AC - PY",
"Europe","35000","Brussels","Belgium","140000","136000","2017","(AC - PY)%",
"Europe","35000","Brussels","Belgium","140000","136000","2018","PY",
"Europe","35000","Brussels","Belgium","140000","136000","2018","AC",
"Europe","35000","Brussels","Belgium","140000","136000","2018","AC - PY",
"Europe","35000","Brussels","Belgium","140000","136000","2018","(AC - PY)%",
"Europe","35000","Brussels","Belgium","140000","136000","2019","PY","112000"
"Europe","35000","Brussels","Belgium","140000","136000","2019","AC","119000"
"Europe","35000","Brussels","Belgium","140000","136000","2019","AC - PY","7000"
"Europe","35000","Brussels","Belgium","140000","136000","2019","(AC - PY)%","0.0625"
"Europe","67000","Warsaw","Poland","118000","131000","2017","PY",
"Europe","67000","Warsaw","Poland","118000","131000","2017","AC",
"Europe","67000","Warsaw","Poland","118000","131000","2017","AC - PY",
"Europe","67000","Warsaw","Poland","118000","131000","2017","(AC - PY)%",
"Europe","67000","Warsaw","Poland","118000","131000","2018","PY",
"Europe","67000","Warsaw","Poland","118000","131000","2018","AC",
"Europe","67000","Warsaw","Poland","118000","131000","2018","AC - PY",
"Europe","67000","Warsaw","Poland","118000","131000","2018","(AC - PY)%",
"Europe","67000","Warsaw","Poland","118000","131000","2019","PY","144000"
"Europe","67000","Warsaw","Poland","118000","131000","2019","AC","118000"
"Europe","67000","Warsaw","Poland","118000","131000","2019","AC - PY","-26000"
"Europe","67000","Warsaw","Poland","118000","131000","2019","(AC - PY)%","-0.18055555555555552"
"Europe","99000","Marseille","France","99000","90000","2017","PY","107000"
"Europe","99000","Marseille","France","99000","90000","2017","AC","118000"
"Europe","99000","Marseille","France","99000","90000","2017","AC - PY","11000"
"Europe","99000","Marseille","France","99000","90000","2017","(AC - PY)%","0.10280373831775699"
"Europe","99000","Marseille","France","99000","90000","2018","PY",
"Europe","99000","Marseille","France","99000","90000","2018","AC",
"Europe","99000","Marseille","France","99000","90000","2018","AC - PY",
"Europe","99000","Marseille","France","99000","90000","2018","(AC - PY)%",
"Europe","99000","Marseille","France","99000","90000","2019","PY",
"Europe","99000","Marseille","France","99000","90000","2019","AC",
"Europe","99000","Marseille","France","99000","90000","2019","AC - PY",
"Europe","99000","Marseille","France","99000","90000","2019","(AC - PY)%",
"Europe","130000","Stockholm","Sweden","45000","99000","2017","PY","84000"
"Europe","130000","Stockholm","Sweden","45000","99000","2017","AC","115000"
"Europe","130000","Stockholm","Sweden","45000","99000","2017","AC - PY","31000"
"Europe","130000","Stockholm","Sweden","45000","99000","2017","(AC - PY)%","0.36904761904761907"
"Europe","130000","Stockholm","Sweden","45000","99000","2018","PY",
"Europe","130000","Stockholm","Sweden","45000","99000","2018","AC",
"Europe","130000","Stockholm","Sweden","45000","99000","2018","AC - PY",
"Europe","130000","Stockholm","Sweden","45000","99000","2018","(AC - PY)%",
"Europe","130000","Stockholm","Sweden","45000","99000","2019","PY",
"Europe","130000","Stockholm","Sweden","45000","99000","2019","AC",
"Europe","130000","Stockholm","Sweden","45000","99000","2019","AC - PY",
"Europe","130000","Stockholm","Sweden","45000","99000","2019","(AC - PY)%",
"Europe","78000","Flanders","Belgium","51000","67000","2017","PY",
"Europe","78000","Flanders","Belgium","51000","67000","2017","AC",
"Europe","78000","Flanders","Belgium","51000","67000","2017","AC - PY",
"Europe","78000","Flanders","Belgium","51000","67000","2017","(AC - PY)%",
"Europe","78000","Flanders","Belgium","51000","67000","2018","PY",
"Europe","78000","Flanders","Belgium","51000","67000","2018","AC",
"Europe","78000","Flanders","Belgium","51000","67000","2018","AC - PY",
"Europe","78000","Flanders","Belgium","51000","67000","2018","(AC - PY)%",
"Europe","78000","Flanders","Belgium","51000","67000","2019","PY","128000"
"Europe","78000","Flanders","Belgium","51000","67000","2019","AC","108000"
"Europe","78000","Flanders","Belgium","51000","67000","2019","AC - PY","-20000"
"Europe","78000","Flanders","Belgium","51000","67000","2019","(AC - PY)%","-0.15625"
"Europe","133000","Frankfurt","Germany","121000","118000","2017","PY","0"
"Europe","133000","Frankfurt","Germany","121000","118000","2017","AC","107000"
"Europe","133000","Frankfurt","Germany","121000","118000","2017","AC - PY","107000"
"Europe","133000","Frankfurt","Germany","121000","118000","2017","(AC - PY)%",
"Europe","133000","Frankfurt","Germany","121000","118000","2018","PY",
"Europe","133000","Frankfurt","Germany","121000","118000","2018","AC",
"Europe","133000","Frankfurt","Germany","121000","118000","2018","AC - PY",
"Europe","133000","Frankfurt","Germany","121000","118000","2018","(AC - PY)%",
"Europe","133000","Frankfurt","Germany","121000","118000","2019","PY",
"Europe","133000","Frankfurt","Germany","121000","118000","2019","AC",
"Europe","133000","Frankfurt","Germany","121000","118000","2019","AC - PY",
"Europe","133000","Frankfurt","Germany","121000","118000","2019","(AC - PY)%",
"Europe","90000","Warsaw","Poland","145000","64000","2017","PY","0"
"Europe","90000","Warsaw","Poland","145000","64000","2017","AC","103000"
"Europe","90000","Warsaw","Poland","145000","64000","2017","AC - PY","103000"
"Europe","90000","Warsaw","Poland","145000","64000","2017","(AC - PY)%",
"Europe","90000","Warsaw","Poland","145000","64000","2018","PY",
"Europe","90000","Warsaw","Poland","145000","64000","2018","AC",
"Europe","90000","Warsaw","Poland","145000","64000","2018","AC - PY",
"Europe","90000","Warsaw","Poland","145000","64000","2018","(AC - PY)%",
"Europe","90000","Warsaw","Poland","145000","64000","2019","PY",
"Europe","90000","Warsaw","Poland","145000","64000","2019","AC",
"Europe","90000","Warsaw","Poland","145000","64000","2019","AC - PY",
"Europe","90000","Warsaw","Poland","145000","64000","2019","(AC - PY)%",
"Europe","126000","Frankfurt","Germany","39000","54000","2017","PY",
"Europe","126000","Frankfurt","Germany","39000","54000","2017","AC",
"Europe","126000","Frankfurt","Germany","39000","54000","2017","AC - PY",
"Europe","126000","Frankfurt","Germany","39000","54000","2017","(AC - PY)%",
"Europe","126000","Frankfurt","Germany","39000","54000","2018","PY","100000"
"Europe","126000","Frankfurt","Germany","39000","54000","2018","AC","91000"
"Europe","126000","Frankfurt","Germany","39000","54000","2018","AC - PY","-9000"
"Europe","126000","Frankfurt","Germany","39000","54000","2018","(AC - PY)%","-0.09"
"Europe","126000","Frankfurt","Germany","39000","54000","2019","PY",
"Europe","126000","Frankfurt","Germany","39000","54000","2019","AC",
"Europe","126000","Frankfurt","Germany","39000","54000","2019","AC - PY",
"Europe","126000","Frankfurt","Germany","39000","54000","2019","(AC - PY)%",
"Europe","139000","Frankfurt","Germany","53000","113000","2017","PY",
"Europe","139000","Frankfurt","Germany","53000","113000","2017","AC",
"Europe","139000","Frankfurt","Germany","53000","113000","2017","AC - PY",
"Europe","139000","Frankfurt","Germany","53000","113000","2017","(AC - PY)%",
"Europe","139000","Frankfurt","Germany","53000","113000","2018","PY",
"Europe","139000","Frankfurt","Germany","53000","113000","2018","AC",
"Europe","139000","Frankfurt","Germany","53000","113000","2018","AC - PY",
"Europe","139000","Frankfurt","Germany","53000","113000","2018","(AC - PY)%",
"Europe","139000","Frankfurt","Germany","53000","113000","2019","PY","142000"
"Europe","139000","Frankfurt","Germany","53000","113000","2019","AC","91000"
"Europe","139000","Frankfurt","Germany","53000","113000","2019","AC - PY","-51000"
"Europe","139000","Frankfurt","Germany","53000","113000","2019","(AC - PY)%","-0.3591549295774648"
"Europe","77000","Flanders","Belgium","150000","35000","2017","PY","118000"
"Europe","77000","Flanders","Belgium","150000","35000","2017","AC","88000"
"Europe","77000","Flanders","Belgium","150000","35000","2017","AC - PY","-30000"
"Europe","77000","Flanders","Belgium","150000","35000","2017","(AC - PY)%","-0.2542372881355932"
"Europe","77000","Flanders","Belgium","150000","35000","2018","PY",
"Europe","77000","Flanders","Belgium","150000","35000","2018","AC",
"Europe","77000","Flanders","Belgium","150000","35000","2018","AC - PY",
"Europe","77000","Flanders","Belgium","150000","35000","2018","(AC - PY)%",
"Europe","77000","Flanders","Belgium","150000","35000","2019","PY",
"Europe","77000","Flanders","Belgium","150000","35000","2019","AC",
"Europe","77000","Flanders","Belgium","150000","35000","2019","AC - PY",
"Europe","77000","Flanders","Belgium","150000","35000","2019","(AC - PY)%",
"Europe","45000","Finland","Other","102000","74000","2017","PY",
"Europe","45000","Finland","Other","102000","74000","2017","AC",
"Europe","45000","Finland","Other","102000","74000","2017","AC - PY",
"Europe","45000","Finland","Other","102000","74000","2017","(AC - PY)%",
"Europe","45000","Finland","Other","102000","74000","2018","PY",
"Europe","45000","Finland","Other","102000","74000","2018","AC",
"Europe","45000","Finland","Other","102000","74000","2018","AC - PY",
"Europe","45000","Finland","Other","102000","74000","2018","(AC - PY)%",
"Europe","45000","Finland","Other","102000","74000","2019","PY","50000"
"Europe","45000","Finland","Other","102000","74000","2019","AC","83000"
"Europe","45000","Finland","Other","102000","74000","2019","AC - PY","33000"
"Europe","45000","Finland","Other","102000","74000","2019","(AC - PY)%","0.66"
"Europe","118000","Lublin","Poland","80000","59000","2017","PY",
"Europe","118000","Lublin","Poland","80000","59000","2017","AC",
"Europe","118000","Lublin","Poland","80000","59000","2017","AC - PY",
"Europe","118000","Lublin","Poland","80000","59000","2017","(AC - PY)%",
"Europe","118000","Lublin","Poland","80000","59000","2018","PY","79000"
"Europe","118000","Lublin","Poland","80000","59000","2018","AC","81000"
"Europe","118000","Lublin","Poland","80000","59000","2018","AC - PY","2000"
"Europe","118000","Lublin","Poland","80000","59000","2018","(AC - PY)%","0.025316455696202535"
"Europe","118000","Lublin","Poland","80000","59000","2019","PY",
"Europe","118000","Lublin","Poland","80000","59000","2019","AC",
"Europe","118000","Lublin","Poland","80000","59000","2019","AC - PY",
"Europe","118000","Lublin","Poland","80000","59000","2019","(AC - PY)%",
"Europe","94000","Brussels","Belgium","76000","64000","2017","PY",
"Europe","94000","Brussels","Belgium","76000","64000","2017","AC",
"Europe","94000","Brussels","Belgium","76000","64000","2017","AC - PY",
"Europe","94000","Brussels","Belgium","76000","64000","2017","(AC - PY)%",
"Europe","94000","Brussels","Belgium","76000","64000","2018","PY","78000"
"Europe","94000","Brussels","Belgium","76000","64000","2018","AC","64000"
"Europe","94000","Brussels","Belgium","76000","64000","2018","AC - PY","-14000"
"Europe","94000","Brussels","Belgium","76000","64000","2018","(AC - PY)%","-0.1794871794871795"
"Europe","94000","Brussels","Belgium","76000","64000","2019","PY",
"Europe","94000","Brussels","Belgium","76000","64000","2019","AC",
"Europe","94000","Brussels","Belgium","76000","64000","2019","AC - PY",
"Europe","94000","Brussels","Belgium","76000","64000","2019","(AC - PY)%",
"Europe","140000","Malmo","Sweden","38000","120000","2017","PY","80000"
"Europe","140000","Malmo","Sweden","38000","120000","2017","AC","61000"
"Europe","140000","Malmo","Sweden","38000","120000","2017","AC - PY","-19000"
"Europe","140000","Malmo","Sweden","38000","120000","2017","(AC - PY)%","-0.2375"
"Europe","140000","Malmo","Sweden","38000","120000","2018","PY",
"Europe","140000","Malmo","Sweden","38000","120000","2018","AC",
"Europe","140000","Malmo","Sweden","38000","120000","2018","AC - PY",
"Europe","140000","Malmo","Sweden","38000","120000","2018","(AC - PY)%",
"Europe","140000","Malmo","Sweden","38000","120000","2019","PY",
"Europe","140000","Malmo","Sweden","38000","120000","2019","AC",
"Europe","140000","Malmo","Sweden","38000","120000","2019","AC - PY",
"Europe","140000","Malmo","Sweden","38000","120000","2019","(AC - PY)%",
"Europe","148000","Malmo","Sweden","122000","107000","2017","PY",
"Europe","148000","Malmo","Sweden","122000","107000","2017","AC",
"Europe","148000","Malmo","Sweden","122000","107000","2017","AC - PY",
"Europe","148000","Malmo","Sweden","122000","107000","2017","(AC - PY)%",
"Europe","148000","Malmo","Sweden","122000","107000","2018","PY",
"Europe","148000","Malmo","Sweden","122000","107000","2018","AC",
"Europe","148000","Malmo","Sweden","122000","107000","2018","AC - PY",
"Europe","148000","Malmo","Sweden","122000","107000","2018","(AC - PY)%",
"Europe","148000","Malmo","Sweden","122000","107000","2019","PY","101000"
"Europe","148000","Malmo","Sweden","122000","107000","2019","AC","60000"
"Europe","148000","Malmo","Sweden","122000","107000","2019","AC - PY","-41000"
"Europe","148000","Malmo","Sweden","122000","107000","2019","(AC - PY)%","-0.40594059405940597"
"Europe","95000","Marseille","France","54000","150000","2017","PY",
"Europe","95000","Marseille","France","54000","150000","2017","AC",
"Europe","95000","Marseille","France","54000","150000","2017","AC - PY",
"Europe","95000","Marseille","France","54000","150000","2017","(AC - PY)%",
"Europe","95000","Marseille","France","54000","150000","2018","PY",
"Europe","95000","Marseille","France","54000","150000","2018","AC",
"Europe","95000","Marseille","France","54000","150000","2018","AC - PY",
"Europe","95000","Marseille","France","54000","150000","2018","(AC - PY)%",
"Europe","95000","Marseille","France","54000","150000","2019","PY","101000"
"Europe","95000","Marseille","France","54000","150000","2019","AC","44000"
"Europe","95000","Marseille","France","54000","150000","2019","AC - PY","-57000"
"Europe","95000","Marseille","France","54000","150000","2019","(AC - PY)%","-0.5643564356435643"
"Europe","131000","Finland","Other","129000","120000","2017","PY",
"Europe","131000","Finland","Other","129000","120000","2017","AC",
"Europe","131000","Finland","Other","129000","120000","2017","AC - PY",
"Europe","131000","Finland","Other","129000","120000","2017","(AC - PY)%",
"Europe","131000","Finland","Other","129000","120000","2018","PY","0"
"Europe","131000","Finland","Other","129000","120000","2018","AC","41000"
"Europe","131000","Finland","Other","129000","120000","2018","AC - PY","41000"
"Europe","131000","Finland","Other","129000","120000","2018","(AC - PY)%",
"Europe","131000","Finland","Other","129000","120000","2019","PY",
"Europe","131000","Finland","Other","129000","120000","2019","AC",
"Europe","131000","Finland","Other","129000","120000","2019","AC - PY",
"Europe","131000","Finland","Other","129000","120000","2019","(AC - PY)%",
"Europe","0","Marseille","France","43000","101000","2017","PY",
"Europe","0","Marseille","France","43000","101000","2017","AC",
"Europe","0","Marseille","France","43000","101000","2017","AC - PY",
"Europe","0","Marseille","France","43000","101000","2017","(AC - PY)%",
"Europe","0","Marseille","France","43000","101000","2018","PY","0"
"Europe","0","Marseille","France","43000","101000","2018","AC","0"
"Europe","0","Marseille","France","43000","101000","2018","AC - PY","0"
"Europe","0","Marseille","France","43000","101000","2018","(AC - PY)%",
"Europe","0","Marseille","France","43000","101000","2019","PY",
"Europe","0","Marseille","France","43000","101000","2019","AC",
"Europe","0","Marseille","France","43000","101000","2019","AC - PY",
"Europe","0","Marseille","France","43000","101000","2019","(AC - PY)%",
"Europe","0","Paris","France","127000","52000","2017","PY",
"Europe","0","Paris","France","127000","52000","2017","AC",
"Europe","0","Paris","France","127000","52000","2017","AC - PY",
"Europe","0","Paris","France","127000","52000","2017","(AC - PY)%",
"Europe","0","Paris","France","127000","52000","2018","PY","0"
"Europe","0","Paris","France","127000","52000","2018","AC","0"
"Europe","0","Paris","France","127000","52000","2018","AC - PY","0"
"Europe","0","Paris","France","127000","52000","2018","(AC - PY)%",
"Europe","0","Paris","France","127000","52000","2019","PY",
"Europe","0","Paris","France","127000","52000","2019","AC",
"Europe","0","Paris","France","127000","52000","2019","AC - PY",
"Europe","0","Paris","France","127000","52000","2019","(AC - PY)%",
"Europe","82000","Lublin","Poland","63000","80000","2017","PY","0"
"Europe","82000","Lublin","Poland","63000","80000","2017","AC","0"
"Europe","82000","Lublin","Poland","63000","80000","2017","AC - PY","0"
"Europe","82000","Lublin","Poland","63000","80000","2017","(AC - PY)%",
"Europe","82000","Lublin","Poland","63000","80000","2018","PY",
"Europe","82000","Lublin","Poland","63000","80000","2018","AC",
"Europe","82000","Lublin","Poland","63000","80000","2018","AC - PY",
"Europe","82000","Lublin","Poland","63000","80000","2018","(AC - PY)%",
"Europe","82000","Lublin","Poland","63000","80000","2019","PY",
"Europe","82000","Lublin","Poland","63000","80000","2019","AC",
"Europe","82000","Lublin","Poland","63000","80000","2019","AC - PY",
"Europe","82000","Lublin","Poland","63000","80000","2019","(AC - PY)%",
"Europe","100000","Paris","France","92000","131000","2017","PY","89000"
"Europe","100000","Paris","France","92000","131000","2017","AC","0"
"Europe","100000","Paris","France","92000","131000","2017","AC - PY","-89000"
"Europe","100000","Paris","France","92000","131000","2017","(AC - PY)%","-1"
"Europe","100000","Paris","France","92000","131000","2018","PY",
"Europe","100000","Paris","France","92000","131000","2018","AC",
"Europe","100000","Paris","France","92000","131000","2018","AC - PY",
"Europe","100000","Paris","France","92000","131000","2018","(AC - PY)%",
"Europe","100000","Paris","France","92000","131000","2019","PY",
"Europe","100000","Paris","France","92000","131000","2019","AC",
"Europe","100000","Paris","France","92000","131000","2019","AC - PY",
"Europe","100000","Paris","France","92000","131000","2019","(AC - PY)%",
"Europe","115000","Brussels","Belgium","101000","141000","2017","PY","0"
"Europe","115000","Brussels","Belgium","101000","141000","2017","AC","0"
"Europe","115000","Brussels","Belgium","101000","141000","2017","AC - PY","0"
"Europe","115000","Brussels","Belgium","101000","141000","2017","(AC - PY)%",
"Europe","115000","Brussels","Belgium","101000","141000","2018","PY",
"Europe","115000","Brussels","Belgium","101000","141000","2018","AC",
"Europe","115000","Brussels","Belgium","101000","141000","2018","AC - PY",
"Europe","115000","Brussels","Belgium","101000","141000","2018","(AC - PY)%",
"Europe","115000","Brussels","Belgium","101000","141000","2019","PY",
"Europe","115000","Brussels","Belgium","101000","141000","2019","AC",
"Europe","115000","Brussels","Belgium","101000","141000","2019","AC - PY",
"Europe","115000","Brussels","Belgium","101000","141000","2019","(AC - PY)%",
"Europe","127000","Berlin","Germany","86000","76000","2017","PY","0"
"Europe","127000","Berlin","Germany","86000","76000","2017","AC","0"
"Europe","127000","Berlin","Germany","86000","76000","2017","AC - PY","0"
"Europe","127000","Berlin","Germany","86000","76000","2017","(AC - PY)%",
"Europe","127000","Berlin","Germany","86000","76000","2018","PY",
"Europe","127000","Berlin","Germany","86000","76000","2018","AC",
"Europe","127000","Berlin","Germany","86000","76000","2018","AC - PY",
"Europe","127000","Berlin","Germany","86000","76000","2018","(AC - PY)%",
"Europe","127000","Berlin","Germany","86000","76000","2019","PY",
"Europe","127000","Berlin","Germany","86000","76000","2019","AC",
"Europe","127000","Berlin","Germany","86000","76000","2019","AC - PY",
"Europe","127000","Berlin","Germany","86000","76000","2019","(AC - PY)%",
"Europe","135000","Gothenburg","Sweden","54000","109000","2017","PY","112000"
"Europe","135000","Gothenburg","Sweden","54000","109000","2017","AC","0"
"Europe","135000","Gothenburg","Sweden","54000","109000","2017","AC - PY","-112000"
"Europe","135000","Gothenburg","Sweden","54000","109000","2017","(AC - PY)%","-1"
"Europe","135000","Gothenburg","Sweden","54000","109000","2018","PY",
"Europe","135000","Gothenburg","Sweden","54000","109000","2018","AC",
"Europe","135000","Gothenburg","Sweden","54000","109000","2018","AC - PY",
"Europe","135000","Gothenburg","Sweden","54000","109000","2018","(AC - PY)%",
"Europe","135000","Gothenburg","Sweden","54000","109000","2019","PY",
"Europe","135000","Gothenburg","Sweden","54000","109000","2019","AC",
"Europe","135000","Gothenburg","Sweden","54000","109000","2019","AC - PY",
"Europe","135000","Gothenburg","Sweden","54000","109000","2019","(AC - PY)%",
"Europe","68000","Gothenburg","Sweden","123000","37000","2017","PY",
"Europe","68000","Gothenburg","Sweden","123000","37000","2017","AC",
"Europe","68000","Gothenburg","Sweden","123000","37000","2017","AC - PY",
"Europe","68000","Gothenburg","Sweden","123000","37000","2017","(AC - PY)%",
"Europe","68000","Gothenburg","Sweden","123000","37000","2018","PY","130000"
"Europe","68000","Gothenburg","Sweden","123000","37000","2018","AC",
"Europe","68000","Gothenburg","Sweden","123000","37000","2018","AC - PY","-130000"
"Europe","68000","Gothenburg","Sweden","123000","37000","2018","(AC - PY)%","-1"
"Europe","68000","Gothenburg","Sweden","123000","37000","2019","PY",
"Europe","68000","Gothenburg","Sweden","123000","37000","2019","AC",
"Europe","68000","Gothenburg","Sweden","123000","37000","2019","AC - PY",
"Europe","68000","Gothenburg","Sweden","123000","37000","2019","(AC - PY)%",
"Europe","68000","Malmo","Sweden","76000","73000","2017","PY",
"Europe","68000","Malmo","Sweden","76000","73000","2017","AC",
"Europe","68000","Malmo","Sweden","76000","73000","2017","AC - PY",
"Europe","68000","Malmo","Sweden","76000","73000","2017","(AC - PY)%",
"Europe","68000","Malmo","Sweden","76000","73000","2018","PY","84000"
"Europe","68000","Malmo","Sweden","76000","73000","2018","AC",
"Europe","68000","Malmo","Sweden","76000","73000","2018","AC - PY","-84000"
"Europe","68000","Malmo","Sweden","76000","73000","2018","(AC - PY)%","-1"
"Europe","68000","Malmo","Sweden","76000","73000","2019","PY",
"Europe","68000","Malmo","Sweden","76000","73000","2019","AC",
"Europe","68000","Malmo","Sweden","76000","73000","2019","AC - PY",
"Europe","68000","Malmo","Sweden","76000","73000","2019","(AC - PY)%",
"Europe","111000","Stockholm","Sweden","126000","70000","2017","PY",
"Europe","111000","Stockholm","Sweden","126000","70000","2017","AC",
"Europe","111000","Stockholm","Sweden","126000","70000","2017","AC - PY",
"Europe","111000","Stockholm","Sweden","126000","70000","2017","(AC - PY)%",
"Europe","111000","Stockholm","Sweden","126000","70000","2018","PY","131000"
"Europe","111000","Stockholm","Sweden","126000","70000","2018","AC",
"Europe","111000","Stockholm","Sweden","126000","70000","2018","AC - PY","-131000"
"Europe","111000","Stockholm","Sweden","126000","70000","2018","(AC - PY)%","-1"
"Europe","111000","Stockholm","Sweden","126000","70000","2019","PY",
"Europe","111000","Stockholm","Sweden","126000","70000","2019","AC",
"Europe","111000","Stockholm","Sweden","126000","70000","2019","AC - PY",
"Europe","111000","Stockholm","Sweden","126000","70000","2019","(AC - PY)%",
"Asia-Pacific","204000","Brisbane","Australia","275000","225000","2017","PY","266000"
"Asia-Pacific","204000","Brisbane","Australia","275000","225000","2017","AC","231000"
"Asia-Pacific","204000","Brisbane","Australia","275000","225000","2017","AC - PY","-35000"
"Asia-Pacific","204000","Brisbane","Australia","275000","225000","2017","(AC - PY)%","-0.13157894736842105"
"Asia-Pacific","204000","Brisbane","Australia","275000","225000","2018","PY",
"Asia-Pacific","204000","Brisbane","Australia","275000","225000","2018","AC",
"Asia-Pacific","204000","Brisbane","Australia","275000","225000","2018","AC - PY",
"Asia-Pacific","204000","Brisbane","Australia","275000","225000","2018","(AC - PY)%",
"Asia-Pacific","204000","Brisbane","Australia","275000","225000","2019","PY",
"Asia-Pacific","204000","Brisbane","Australia","275000","225000","2019","AC",
"Asia-Pacific","204000","Brisbane","Australia","275000","225000","2019","AC - PY",
"Asia-Pacific","204000","Brisbane","Australia","275000","225000","2019","(AC - PY)%",
"Asia-Pacific","71000","Brisbane","Australia","131000","82000","2017","PY",
"Asia-Pacific","71000","Brisbane","Australia","131000","82000","2017","AC",
"Asia-Pacific","71000","Brisbane","Australia","131000","82000","2017","AC - PY",
"Asia-Pacific","71000","Brisbane","Australia","131000","82000","2017","(AC - PY)%",
"Asia-Pacific","71000","Brisbane","Australia","131000","82000","2018","PY","46000"
"Asia-Pacific","71000","Brisbane","Australia","131000","82000","2018","AC","149000"
"Asia-Pacific","71000","Brisbane","Australia","131000","82000","2018","AC - PY","103000"
"Asia-Pacific","71000","Brisbane","Australia","131000","82000","2018","(AC - PY)%","2.239130434782609"
"Asia-Pacific","71000","Brisbane","Australia","131000","82000","2019","PY",
"Asia-Pacific","71000","Brisbane","Australia","131000","82000","2019","AC",
"Asia-Pacific","71000","Brisbane","Australia","131000","82000","2019","AC - PY",
"Asia-Pacific","71000","Brisbane","Australia","131000","82000","2019","(AC - PY)%",
"Asia-Pacific","129000","Shangai","China","80000","136000","2017","PY","108000"
"Asia-Pacific","129000","Shangai","China","80000","136000","2017","AC","134000"
"Asia-Pacific","129000","Shangai","China","80000","136000","2017","AC - PY","26000"
"Asia-Pacific","129000","Shangai","China","80000","136000","2017","(AC - PY)%","0.24074074074074073"
"Asia-Pacific","129000","Shangai","China","80000","136000","2018","PY",
"Asia-Pacific","129000","Shangai","China","80000","136000","2018","AC",
"Asia-Pacific","129000","Shangai","China","80000","136000","2018","AC - PY",
"Asia-Pacific","129000","Shangai","China","80000","136000","2018","(AC - PY)%",
"Asia-Pacific","129000","Shangai","China","80000","136000","2019","PY",
"Asia-Pacific","129000","Shangai","China","80000","136000","2019","AC",
"Asia-Pacific","129000","Shangai","China","80000","136000","2019","AC - PY",
"Asia-Pacific","129000","Shangai","China","80000","136000","2019","(AC - PY)%",
"Asia-Pacific","130000","Melbourne","Australia","63000","103000","2017","PY",
"Asia-Pacific","130000","Melbourne","Australia","63000","103000","2017","AC",
"Asia-Pacific","130000","Melbourne","Australia","63000","103000","2017","AC - PY",
"Asia-Pacific","130000","Melbourne","Australia","63000","103000","2017","(AC - PY)%",
"Asia-Pacific","130000","Melbourne","Australia","63000","103000","2018","PY","96000"
"Asia-Pacific","130000","Melbourne","Australia","63000","103000","2018","AC","69000"
"Asia-Pacific","130000","Melbourne","Australia","63000","103000","2018","AC - PY","-27000"
"Asia-Pacific","130000","Melbourne","Australia","63000","103000","2018","(AC - PY)%","-0.28125"
"Asia-Pacific","130000","Melbourne","Australia","63000","103000","2019","PY",
