Category,Sub-Category,Value Column Name,Value
"Office Supplies","Binders","2015 Qtr 3 Quantity","383"
"Office Supplies","Binders","2015 Qtr 3 Profit","-1456.0905"
"Office Supplies","Binders","2015 Qtr 3 Sales","6844.15"
"Office Supplies","Binders","2015 Qtr 4 Row ID","102"
"Office Supplies","Binders","2015 Qtr 4 Quantity","393"
"Office Supplies","Binders","2015 Qtr 4 Profit","-345.7066"
"Office Supplies","Binders","2015 Qtr 4 Sales","6450.318"
"Office Supplies","Binders","2016 Qtr 1 Row ID","70"
"Office Supplies","Binders","2016 Qtr 1 Quantity","248"
"Office Supplies","Binders","2016 Qtr 1 Profit","1645.2305"
"Office Supplies","Binders","2016 Qtr 1 Sales","7419.996"
"Office Supplies","Binders","2016 Qtr 2 Row ID","101"
"Office Supplies","Binders","2016 Qtr 2 Quantity","383"
"Office Supplies","Binders","2016 Qtr 2 Profit","186.9593"
"Office Supplies","Binders","2016 Qtr 2 Sales","6084.115"
"Office Supplies","Binders","2016 Qtr 3 Row ID","115"
"Office Supplies","Binders","2016 Qtr 3 Quantity","457"
"Office Supplies","Binders","2016 Qtr 3 Profit","532.6123"
"Office Supplies","Binders","2016 Qtr 3 Sales","9627.616"
"Office Supplies","Binders","2016 Qtr 4 Row ID","130"
"Office Supplies","Binders","2016 Qtr 4 Quantity","527"
"Office Supplies","Binders","2016 Qtr 4 Profit","8297.2359"
"Office Supplies","Binders","2016 Qtr 4 Sales","27498.922"
"Office Supplies","Binders","2017 Qtr 1 Row ID","85"
"Office Supplies","Binders","2017 Qtr 1 Quantity","351"
"Office Supplies","Binders","2017 Qtr 1 Profit","1502.3016"
"Office Supplies","Binders","2017 Qtr 1 Sales","11317.296"
"Office Supplies","Binders","2017 Qtr 2 Row ID","134"
"Office Supplies","Binders","2017 Qtr 2 Quantity","569"
"Office Supplies","Binders","2017 Qtr 2 Profit","4939.618"
"Office Supplies","Binders","2017 Qtr 2 Sales","15865.428"
"Office Supplies","Binders","2017 Qtr 3 Row ID","128"
"Office Supplies","Binders","2017 Qtr 3 Quantity","516"
"Office Supplies","Binders","2017 Qtr 3 Profit","3795.9308"
"Office Supplies","Binders","2017 Qtr 3 Sales","26337.221"
"Office Supplies","Binders","2017 Qtr 4 Row ID","149"
"Office Supplies","Binders","2017 Qtr 4 Quantity","615"
"Office Supplies","Binders","2017 Qtr 4 Profit","-2465.0006"
"Office Supplies","Binders","2017 Qtr 4 Sales","19280.792"
"Office Supplies","Binders","2018 Qtr 1 Row ID","9"
"Office Supplies","Binders","2018 Qtr 1 Quantity","35"
"Office Supplies","Binders","2018 Qtr 1 Profit","-83.3329"
"Office Supplies","Binders","2018 Qtr 1 Sales","211.24"
"Office Supplies","Binders","2018 Qtr 2 Row ID","1"
"Office Supplies","Binders","2018 Qtr 2 Quantity","7"
"Office Supplies","Binders","2018 Qtr 2 Profit","11.2266"
"Office Supplies","Binders","2018 Qtr 2 Sales","33.264"
"Office Supplies","Envelopes","2014 Qtr 1 Row ID","9"
"Office Supplies","Envelopes","2014 Qtr 1 Quantity","34"
"Office Supplies","Envelopes","2014 Qtr 1 Profit","239.7955"
"Office Supplies","Envelopes","2014 Qtr 1 Sales","644.508"
"Office Supplies","Envelopes","2014 Qtr 2 Row ID","8"
"Office Supplies","Envelopes","2014 Qtr 2 Quantity","39"
"Office Supplies","Envelopes","2014 Qtr 2 Profit","332.116"
"Office Supplies","Envelopes","2014 Qtr 2 Sales","752.73"
"Office Supplies","Envelopes","2014 Qtr 3 Row ID","16"
"Office Supplies","Envelopes","2014 Qtr 3 Quantity","65"
"Office Supplies","Envelopes","2014 Qtr 3 Profit","430.2586"
"Office Supplies","Envelopes","2014 Qtr 3 Sales","1114.06"
"Office Supplies","Envelopes","2014 Qtr 4 Row ID","19"
"Office Supplies","Envelopes","2014 Qtr 4 Quantity","63"
"Office Supplies","Envelopes","2014 Qtr 4 Profit","470.6336"
"Office Supplies","Envelopes","2014 Qtr 4 Sales","1281.9"
"Office Supplies","Envelopes","2015 Qtr 1 Row ID","15"
"Office Supplies","Envelopes","2015 Qtr 1 Quantity","39"
"Office Supplies","Envelopes","2015 Qtr 1 Profit","403.6981"
"Office Supplies","Envelopes","2015 Qtr 1 Sales","860.172"
"Office Supplies","Envelopes","2015 Qtr 2 Row ID","13"
"Office Supplies","Envelopes","2015 Qtr 2 Quantity","43"
"Office Supplies","Envelopes","2015 Qtr 2 Profit","395.128"
"Office Supplies","Envelopes","2015 Qtr 2 Sales","940.922"
"Office Supplies","Envelopes","2015 Qtr 3 Row ID","19"
"Office Supplies","Envelopes","2015 Qtr 3 Quantity","81"
"Office Supplies","Envelopes","2015 Qtr 3 Profit","606.1345"
"Office Supplies","Envelopes","2015 Qtr 3 Sales","1382.384"
"Office Supplies","Envelopes","2015 Qtr 4 Row ID","21"
"Office Supplies","Envelopes","2015 Qtr 4 Quantity","76"
"Office Supplies","Envelopes","2015 Qtr 4 Profit","455.7571"
"Office Supplies","Envelopes","2015 Qtr 4 Sales","1119.822"
"Office Supplies","Envelopes","2016 Qtr 1 Row ID","12"
"Office Supplies","Envelopes","2016 Qtr 1 Quantity","44"
"Office Supplies","Envelopes","2016 Qtr 1 Profit","344.9576"
"Office Supplies","Envelopes","2016 Qtr 1 Sales","775.574"
"Office Supplies","Envelopes","2016 Qtr 2 Row ID","21"
"Office Supplies","Envelopes","2016 Qtr 2 Quantity","75"
"Office Supplies","Envelopes","2016 Qtr 2 Profit","573.9904"
"Office Supplies","Envelopes","2016 Qtr 2 Sales","1247.448"
"Office Supplies","Envelopes","2016 Qtr 3 Row ID","15"
"Office Supplies","Envelopes","2016 Qtr 3 Quantity","44"
"Office Supplies","Envelopes","2016 Qtr 3 Profit","632.5515"
"Office Supplies","Envelopes","2016 Qtr 3 Sales","1450.452"
"Office Supplies","Envelopes","2016 Qtr 4 Row ID","15"
"Office Supplies","Envelopes","2016 Qtr 4 Quantity","62"
"Office Supplies","Envelopes","2016 Qtr 4 Profit","637.3968"
"Office Supplies","Envelopes","2016 Qtr 4 Sales","1527.856"
"Office Supplies","Envelopes","2017 Qtr 1 Row ID","17"
"Office Supplies","Envelopes","2017 Qtr 1 Quantity","53"
"Office Supplies","Envelopes","2017 Qtr 1 Profit","584.4125"
"Office Supplies","Envelopes","2017 Qtr 1 Sales","1368.39"
"Office Supplies","Envelopes","2017 Qtr 2 Row ID","17"
"Office Supplies","Envelopes","2017 Qtr 2 Quantity","74"
"Office Supplies","Envelopes","2017 Qtr 2 Profit","327.3679"
"Office Supplies","Envelopes","2017 Qtr 2 Sales","772.362"
"Office Supplies","Envelopes","2017 Qtr 3 Row ID","19"
"Office Supplies","Envelopes","2017 Qtr 3 Quantity","63"
"Office Supplies","Envelopes","2017 Qtr 3 Profit","254.5444"
"Office Supplies","Envelopes","2017 Qtr 3 Sales","598.706"
"Office Supplies","Envelopes","2017 Qtr 4 Row ID","18"
"Office Supplies","Envelopes","2017 Qtr 4 Quantity","51"
"Office Supplies","Envelopes","2017 Qtr 4 Profit","275.4342"
"Office Supplies","Envelopes","2017 Qtr 4 Sales","639.116"
"Office Supplies","Envelopes","2018 Qtr 1 Row ID",
"Office Supplies","Envelopes","2018 Qtr 1 Quantity",
"Office Supplies","Envelopes","2018 Qtr 1 Profit",
"Office Supplies","Envelopes","2018 Qtr 1 Sales",
"Office Supplies","Envelopes","2018 Qtr 2 Row ID",
"Office Supplies","Envelopes","2018 Qtr 2 Quantity",
"Office Supplies","Envelopes","2018 Qtr 2 Profit",
"Office Supplies","Envelopes","2018 Qtr 2 Sales",
"Office Supplies","Fasteners","2014 Qtr 1 Row ID","5"
"Office Supplies","Fasteners","2014 Qtr 1 Quantity","18"
"Office Supplies","Fasteners","2014 Qtr 1 Profit","11.8115"
"Office Supplies","Fasteners","2014 Qtr 1 Sales","47.82"
"Office Supplies","Fasteners","2014 Qtr 2 Row ID","19"
"Office Supplies","Fasteners","2014 Qtr 2 Quantity","78"
"Office Supplies","Fasteners","2014 Qtr 2 Profit","59.8582"
"Office Supplies","Fasteners","2014 Qtr 2 Sales","267.688"
"Office Supplies","Fasteners","2014 Qtr 3 Row ID","18"
"Office Supplies","Fasteners","2014 Qtr 3 Quantity","80"
"Office Supplies","Fasteners","2014 Qtr 3 Profit","72.7363"
"Office Supplies","Fasteners","2014 Qtr 3 Sales","225.008"
"Office Supplies","Fasteners","2014 Qtr 4 Row ID","8"
"Office Supplies","Fasteners","2014 Qtr 4 Quantity","25"
"Office Supplies","Fasteners","2014 Qtr 4 Profit","34.1523"
"Office Supplies","Fasteners","2014 Qtr 4 Sales","120.812"
"Office Supplies","Fasteners","2015 Qtr 1 Row ID","7"
"Office Supplies","Fasteners","2015 Qtr 1 Quantity","31"
"Office Supplies","Fasteners","2015 Qtr 1 Profit","40.2702"
"Office Supplies","Fasteners","2015 Qtr 1 Sales","109.5"
"Office Supplies","Fasteners","2015 Qtr 2 Row ID","10"
"Office Supplies","Fasteners","2015 Qtr 2 Quantity","40"
"Office Supplies","Fasteners","2015 Qtr 2 Profit","15.8393"
"Office Supplies","Fasteners","2015 Qtr 2 Sales","79.806"
"Office Supplies","Fasteners","2015 Qtr 3 Row ID","8"
"Office Supplies","Fasteners","2015 Qtr 3 Quantity","27"
"Office Supplies","Fasteners","2015 Qtr 3 Profit","19.7358"
"Office Supplies","Fasteners","2015 Qtr 3 Sales","76.304"
"Office Supplies","Fasteners","2015 Qtr 4 Row ID","17"
"Office Supplies","Fasteners","2015 Qtr 4 Quantity","71"
"Office Supplies","Fasteners","2015 Qtr 4 Profit","85.0915"
"Office Supplies","Fasteners","2015 Qtr 4 Sales","253.926"
"Office Supplies","Fasteners","2016 Qtr 1 Row ID","10"
"Office Supplies","Fasteners","2016 Qtr 1 Quantity","44"
"Office Supplies","Fasteners","2016 Qtr 1 Profit","35.4733"
"Office Supplies","Fasteners","2016 Qtr 1 Sales","105.036"
"Office Supplies","Fasteners","2016 Qtr 2 Row ID","16"
"Office Supplies","Fasteners","2016 Qtr 2 Quantity","66"
"Office Supplies","Fasteners","2016 Qtr 2 Profit","74.6389"
"Office Supplies","Fasteners","2016 Qtr 2 Sales","204.244"
"Office Supplies","Fasteners","2016 Qtr 3 Row ID","13"
"Office Supplies","Fasteners","2016 Qtr 3 Quantity","63"
"Office Supplies","Fasteners","2016 Qtr 3 Profit","77.0455"
"Office Supplies","Fasteners","2016 Qtr 3 Sales","220.432"
"Office Supplies","Fasteners","2016 Qtr 4 Row ID","22"
"Office Supplies","Fasteners","2016 Qtr 4 Quantity","122"
"Office Supplies","Fasteners","2016 Qtr 4 Profit","117.9165"
"Office Supplies","Fasteners","2016 Qtr 4 Sales","456.11"
"Office Supplies","Fasteners","2017 Qtr 1 Row ID","14"
"Office Supplies","Fasteners","2017 Qtr 1 Quantity","57"
"Office Supplies","Fasteners","2017 Qtr 1 Profit","38.6716"
"Office Supplies","Fasteners","2017 Qtr 1 Sales","172.1"
"Office Supplies","Fasteners","2017 Qtr 2 Row ID","16"
"Office Supplies","Fasteners","2017 Qtr 2 Quantity","51"
"Office Supplies","Fasteners","2017 Qtr 2 Profit","46.4555"
"Office Supplies","Fasteners","2017 Qtr 2 Sales","136.064"
"Office Supplies","Fasteners","2017 Qtr 3 Row ID","12"
"Office Supplies","Fasteners","2017 Qtr 3 Quantity","50"
"Office Supplies","Fasteners","2017 Qtr 3 Profit","81.0466"
"Office Supplies","Fasteners","2017 Qtr 3 Sales","204.388"
"Office Supplies","Fasteners","2017 Qtr 4 Row ID","19"
"Office Supplies","Fasteners","2017 Qtr 4 Quantity","79"
"Office Supplies","Fasteners","2017 Qtr 4 Profit","123.3544"
"Office Supplies","Fasteners","2017 Qtr 4 Sales","308.458"
"Office Supplies","Fasteners","2018 Qtr 1 Row ID","2"
"Office Supplies","Fasteners","2018 Qtr 1 Quantity","8"
"Office Supplies","Fasteners","2018 Qtr 1 Profit","8.9992"
"Office Supplies","Fasteners","2018 Qtr 1 Sales","22.624"
"Office Supplies","Fasteners","2018 Qtr 2 Row ID","1"
"Office Supplies","Fasteners","2018 Qtr 2 Quantity","4"
"Office Supplies","Fasteners","2018 Qtr 2 Profit","6.4216"
"Office Supplies","Fasteners","2018 Qtr 2 Sales","13.96"
"Office Supplies","Labels","2014 Qtr 1 Row ID","15"
"Office Supplies","Labels","2014 Qtr 1 Quantity","68"
"Office Supplies","Labels","2014 Qtr 1 Profit","180.0954"
"Office Supplies","Labels","2014 Qtr 1 Sales","430.6"
"Office Supplies","Labels","2014 Qtr 2 Row ID","12"
"Office Supplies","Labels","2014 Qtr 2 Quantity","52"
"Office Supplies","Labels","2014 Qtr 2 Profit","353.8218"
"Office Supplies","Labels","2014 Qtr 2 Sales","753.788"
"Office Supplies","Labels","2014 Qtr 3 Row ID","23"
"Office Supplies","Labels","2014 Qtr 3 Quantity","99"
"Office Supplies","Labels","2014 Qtr 3 Profit","251.542"
"Office Supplies","Labels","2014 Qtr 3 Sales","548.11"
"Office Supplies","Labels","2014 Qtr 4 Row ID","23"
"Office Supplies","Labels","2014 Qtr 4 Quantity","89"
"Office Supplies","Labels","2014 Qtr 4 Profit","321.0568"
"Office Supplies","Labels","2014 Qtr 4 Sales","726.426"
"Office Supplies","Labels","2015 Qtr 1 Row ID","18"
"Office Supplies","Labels","2015 Qtr 1 Quantity","65"
"Office Supplies","Labels","2015 Qtr 1 Profit","586.3242"
"Office Supplies","Labels","2015 Qtr 1 Sales","1276.768"
"Office Supplies","Labels","2015 Qtr 2 Row ID","13"
"Office Supplies","Labels","2015 Qtr 2 Quantity","63"
"Office Supplies","Labels","2015 Qtr 2 Profit","340.6685"
"Office Supplies","Labels","2015 Qtr 2 Sales","777.802"
"Office Supplies","Labels","2015 Qtr 3 Row ID","24"
"Office Supplies","Labels","2015 Qtr 3 Quantity","72"
"Office Supplies","Labels","2015 Qtr 3 Profit","321.0349"
"Office Supplies","Labels","2015 Qtr 3 Sales","705.092"
"Office Supplies","Labels","2015 Qtr 4 Row ID","25"
"Office Supplies","Labels","2015 Qtr 4 Quantity","81"
"Office Supplies","Labels","2015 Qtr 4 Profit","254.4892"
"Office Supplies","Labels","2015 Qtr 4 Sales","579.27"
"Office Supplies","Labels","2016 Qtr 1 Row ID","14"
"Office Supplies","Labels","2016 Qtr 1 Quantity","59"
"Office Supplies","Labels","2016 Qtr 1 Profit","170.861"
"Office Supplies","Labels","2016 Qtr 1 Sales","402.88"
"Office Supplies","Labels","2016 Qtr 2 Row ID","22"
"Office Supplies","Labels","2016 Qtr 2 Quantity","80"
"Office Supplies","Labels","2016 Qtr 2 Profit","457.3803"
"Office Supplies","Labels","2016 Qtr 2 Sales","1126.196"
"Office Supplies","Labels","2016 Qtr 3 Row ID","34"
"Office Supplies","Labels","2016 Qtr 3 Quantity","115"
"Office Supplies","Labels","2016 Qtr 3 Profit","278.0422"
"Office Supplies","Labels","2016 Qtr 3 Sales","624.898"
"Office Supplies","Labels","2016 Qtr 4 Row ID","25"
"Office Supplies","Labels","2016 Qtr 4 Quantity","106"
"Office Supplies","Labels","2016 Qtr 4 Profit","283.1352"
"Office Supplies","Labels","2016 Qtr 4 Sales","664.752"
"Office Supplies","Labels","2017 Qtr 1 Row ID","24"
"Office Supplies","Labels","2017 Qtr 1 Quantity","95"
"Office Supplies","Labels","2017 Qtr 1 Profit","224.2892"
"Office Supplies","Labels","2017 Qtr 1 Sales","521.882"
"Office Supplies","Labels","2017 Qtr 2 Row ID","31"
"Office Supplies","Labels","2017 Qtr 2 Quantity","100"
"Office Supplies","Labels","2017 Qtr 2 Profit","281.4997"
"Office Supplies","Labels","2017 Qtr 2 Sales","657.102"
"Office Supplies","Labels","2017 Qtr 3 Row ID","27"
"Office Supplies","Labels","2017 Qtr 3 Quantity","119"
"Office Supplies","Labels","2017 Qtr 3 Profit","813.7151"
"Office Supplies","Labels","2017 Qtr 3 Sales","1742.436"
"Office Supplies","Labels","2017 Qtr 4 Row ID","33"
"Office Supplies","Labels","2017 Qtr 4 Quantity","130"
"Office Supplies","Labels","2017 Qtr 4 Profit","393.5225"
"Office Supplies","Labels","2017 Qtr 4 Sales","875.86"
"Office Supplies","Labels","2018 Qtr 1 Row ID",
"Office Supplies","Labels","2018 Qtr 1 Quantity",
"Office Supplies","Labels","2018 Qtr 1 Profit",
"Office Supplies","Labels","2018 Qtr 1 Sales",
"Office Supplies","Labels","2018 Qtr 2 Row ID","1"
"Office Supplies","Labels","2018 Qtr 2 Quantity","7"
"Office Supplies","Labels","2018 Qtr 2 Profit","34.776"
"Office Supplies","Labels","2018 Qtr 2 Sales","72.45"
"Office Supplies","Paper","2014 Qtr 1 Row ID","52"
"Office Supplies","Paper","2014 Qtr 1 Quantity","204"
"Office Supplies","Paper","2014 Qtr 1 Profit","1030.4684"
"Office Supplies","Paper","2014 Qtr 1 Sales","2493.81"
"Office Supplies","Paper","2014 Qtr 2 Row ID","43"
"Office Supplies","Paper","2014 Qtr 2 Quantity","149"
"Office Supplies","Paper","2014 Qtr 2 Profit","743.4447"
"Office Supplies","Paper","2014 Qtr 2 Sales","1778.26"
"Office Supplies","Paper","2014 Qtr 3 Row ID","91"
"Office Supplies","Paper","2014 Qtr 3 Quantity","339"
"Office Supplies","Paper","2014 Qtr 3 Profit","1947.1495"
"Office Supplies","Paper","2014 Qtr 3 Sales","4538.458"
"Office Supplies","Paper","2014 Qtr 4 Row ID","81"
"Office Supplies","Paper","2014 Qtr 4 Quantity","303"
"Office Supplies","Paper","2014 Qtr 4 Profit","2457.3562"
"Office Supplies","Paper","2014 Qtr 4 Sales","5614.208"
"Office Supplies","Paper","2015 Qtr 1 Row ID","51"
"Office Supplies","Paper","2015 Qtr 1 Quantity","226"
"Office Supplies","Paper","2015 Qtr 1 Profit","1668.3117"
"Office Supplies","Paper","2015 Qtr 1 Sales","3872.928"
"Office Supplies","Paper","2015 Qtr 2 Row ID","56"
"Office Supplies","Paper","2015 Qtr 2 Quantity","212"
"Office Supplies","Paper","2015 Qtr 2 Profit","841.2105"
"Office Supplies","Paper","2015 Qtr 2 Sales","2133.456"
"Office Supplies","Paper","2015 Qtr 3 Row ID","68"
"Office Supplies","Paper","2015 Qtr 3 Quantity","249"
"Office Supplies","Paper","2015 Qtr 3 Profit","1697.8539"
"Office Supplies","Paper","2015 Qtr 3 Sales","3754.238"
"Office Supplies","Paper","2015 Qtr 4 Row ID","101"
"Office Supplies","Paper","2015 Qtr 4 Quantity","416"
"Office Supplies","Paper","2015 Qtr 4 Profit","2515.3807"
"Office Supplies","Paper","2015 Qtr 4 Sales","5851.376"
"Office Supplies","Paper","2016 Qtr 1 Row ID","61"
"Office Supplies","Paper","2016 Qtr 1 Quantity","218"
"Office Supplies","Paper","2016 Qtr 1 Profit","1197.7365"
"Office Supplies","Paper","2016 Qtr 1 Sales","2801.906"
"Office Supplies","Paper","2016 Qtr 2 Row ID","95"
"Office Supplies","Paper","2016 Qtr 2 Quantity","373"
"Office Supplies","Paper","2016 Qtr 2 Profit","3219.3416"
"Office Supplies","Paper","2016 Qtr 2 Sales","7334.158"
"Office Supplies","Paper","2016 Qtr 3 Row ID","103"
"Office Supplies","Paper","2016 Qtr 3 Quantity","377"
"Office Supplies","Paper","2016 Qtr 3 Profit","2400.4004"
"Office Supplies","Paper","2016 Qtr 3 Sales","5339.846"
"Office Supplies","Paper","2016 Qtr 4 Row ID","105"
"Office Supplies","Paper","2016 Qtr 4 Quantity","395"
"Office Supplies","Paper","2016 Qtr 4 Profit","2249.5466"
"Office Supplies","Paper","2016 Qtr 4 Sales","5142.092"
"Office Supplies","Paper","2017 Qtr 1 Row ID","83"
"Office Supplies","Paper","2017 Qtr 1 Quantity","298"
"Office Supplies","Paper","2017 Qtr 1 Profit","2248.0064"
"Office Supplies","Paper","2017 Qtr 1 Sales","5012.492"
"Office Supplies","Paper","2017 Qtr 2 Row ID","98"
"Office Supplies","Paper","2017 Qtr 2 Quantity","360"
"Office Supplies","Paper","2017 Qtr 2 Profit","2599.8278"
"Office Supplies","Paper","2017 Qtr 2 Sales","5994.746"
"Office Supplies","Paper","2017 Qtr 3 Row ID","139"
"Office Supplies","Paper","2017 Qtr 3 Quantity","539"
"Office Supplies","Paper","2017 Qtr 3 Profit","3353.5952"
"Office Supplies","Paper","2017 Qtr 3 Sales","7735.84"
"Office Supplies","Paper","2017 Qtr 4 Row ID","139"
"Office Supplies","Paper","2017 Qtr 4 Quantity","509"
"Office Supplies","Paper","2017 Qtr 4 Profit","3755.161"
"Office Supplies","Paper","2017 Qtr 4 Sales","8806.63"
"Office Supplies","Paper","2018 Qtr 1 Row ID","3"
"Office Supplies","Paper","2018 Qtr 1 Quantity","9"
"Office Supplies","Paper","2018 Qtr 1 Profit","28.1222"
"Office Supplies","Paper","2018 Qtr 1 Sales","65.062"
"Office Supplies","Paper","2018 Qtr 2 Row ID","1"
"Office Supplies","Paper","2018 Qtr 2 Quantity","2"
"Office Supplies","Paper","2018 Qtr 2 Profit","100.656"
"Office Supplies","Paper","2018 Qtr 2 Sales","209.7"
"Office Supplies","Storage","2014 Qtr 1 Row ID","27"
"Office Supplies","Storage","2014 Qtr 1 Quantity","100"
"Office Supplies","Storage","2014 Qtr 1 Profit","930.7129"
"Office Supplies","Storage","2014 Qtr 1 Sales","11623.356"
"Office Supplies","Storage","2014 Qtr 2 Row ID","29"
"Office Supplies","Storage","2014 Qtr 2 Quantity","118"
"Office Supplies","Storage","2014 Qtr 2 Profit","315.4957"
"Office Supplies","Storage","2014 Qtr 2 Sales","8713.64"
"Office Supplies","Storage","2014 Qtr 3 Row ID","50"
"Office Supplies","Storage","2014 Qtr 3 Quantity","181"
"Office Supplies","Storage","2014 Qtr 3 Profit","1112.6527"
"Office Supplies","Storage","2014 Qtr 3 Sales","10419.938"
"Office Supplies","Storage","2014 Qtr 4 Row ID","64"
"Office Supplies","Storage","2014 Qtr 4 Quantity","248"
"Office Supplies","Storage","2014 Qtr 4 Profit","1692.8013"
"Office Supplies","Storage","2014 Qtr 4 Sales","17462.02"
"Office Supplies","Storage","2015 Qtr 1 Row ID","35"
"Office Supplies","Storage","2015 Qtr 1 Quantity","139"
"Office Supplies","Storage","2015 Qtr 1 Profit","1199.3518"
"Office Supplies","Storage","2015 Qtr 1 Sales","9884.872"
"Office Supplies","Storage","2015 Qtr 2 Row ID","32"
"Office Supplies","Storage","2015 Qtr 2 Quantity","113"
"Office Supplies","Storage","2015 Qtr 2 Profit","731.6042"
"Office Supplies","Storage","2015 Qtr 2 Sales","7332.752"
"Office Supplies","Storage","2015 Qtr 3 Row ID","53"
"Office Supplies","Storage","2015 Qtr 3 Quantity","210"
"Office Supplies","Storage","2015 Qtr 3 Profit","860.65"
"Office Supplies","Storage","2015 Qtr 3 Sales","13534.212"
"Office Supplies","Storage","2015 Qtr 4 Row ID","54"
"Office Supplies","Storage","2015 Qtr 4 Quantity","209"
"Office Supplies","Storage","2015 Qtr 4 Profit","842.5691"
"Office Supplies","Storage","2015 Qtr 4 Sales","16141.384"
"Office Supplies","Storage","2016 Qtr 1 Row ID","37"
"Office Supplies","Storage","2016 Qtr 1 Quantity","168"
"Office Supplies","Storage","2016 Qtr 1 Profit","1501.9888"
"Office Supplies","Storage","2016 Qtr 1 Sales","15057.092"
"Office Supplies","Storage","2016 Qtr 2 Row ID","54"
"Office Supplies","Storage","2016 Qtr 2 Quantity","216"
"Office Supplies","Storage","2016 Qtr 2 Profit","1154.4394"
"Office Supplies","Storage","2016 Qtr 2 Sales","14698.95"
"Office Supplies","Storage","2016 Qtr 3 Row ID","62"
"Office Supplies","Storage","2016 Qtr 3 Quantity","209"
"Office Supplies","Storage","2016 Qtr 3 Profit","2488.8165"
"Office Supplies","Storage","2016 Qtr 3 Sales","18169.238"
"Office Supplies","Storage","2016 Qtr 4 Row ID","59"
"Office Supplies","Storage","2016 Qtr 4 Quantity","220"
"Office Supplies","Storage","2016 Qtr 4 Profit","1076.0898"
"Office Supplies","Storage","2016 Qtr 4 Sales","10957.994"
"Office Supplies","Storage","2017 Qtr 1 Row ID","49"
"Office Supplies","Storage","2017 Qtr 1 Quantity","169"
"Office Supplies","Storage","2017 Qtr 1 Profit","1092.3714"
"Office Supplies","Storage","2017 Qtr 1 Sales","9629.276"
"Office Supplies","Storage","2017 Qtr 2 Row ID","63"
"Office Supplies","Storage","2017 Qtr 2 Quantity","207"
"Office Supplies","Storage","2017 Qtr 2 Profit","1780.8388"
"Office Supplies","Storage","2017 Qtr 2 Sales","17365.84"
"Office Supplies","Storage","2017 Qtr 3 Row ID","80"
"Office Supplies","Storage","2017 Qtr 3 Quantity","300"
"Office Supplies","Storage","2017 Qtr 3 Profit","1557.0114"
"Office Supplies","Storage","2017 Qtr 3 Sales","16729.63"
"Office Supplies","Storage","2017 Qtr 4 Row ID","95"
"Office Supplies","Storage","2017 Qtr 4 Quantity","341"
"Office Supplies","Storage","2017 Qtr 4 Profit","2709.6033"
"Office Supplies","Storage","2017 Qtr 4 Sales","25214.54"
"Office Supplies","Storage","2018 Qtr 1 Row ID","3"
"Office Supplies","Storage","2018 Qtr 1 Quantity","10"
"Office Supplies","Storage","2018 Qtr 1 Profit","231.8293"
"Office Supplies","Storage","2018 Qtr 1 Sales","908.874"
"Office Supplies","Storage","2018 Qtr 2 Row ID",
"Office Supplies","Storage","2018 Qtr 2 Quantity",
"Office Supplies","Storage","2018 Qtr 2 Profit",
"Office Supplies","Storage","2018 Qtr 2 Sales",
"Office Supplies","Supplies","2014 Qtr 1 Row ID","1"
"Office Supplies","Supplies","2014 Qtr 1 Quantity","2"
"Office Supplies","Supplies","2014 Qtr 1 Profit","4.7724"
"Office Supplies","Supplies","2014 Qtr 1 Sales","238.62"
"Office Supplies","Supplies","2014 Qtr 2 Row ID","7"
"Office Supplies","Supplies","2014 Qtr 2 Quantity","25"
"Office Supplies","Supplies","2014 Qtr 2 Profit","21.2978"
"Office Supplies","Supplies","2014 Qtr 2 Sales","154.096"
"Office Supplies","Supplies","2014 Qtr 3 Row ID","16"
"Office Supplies","Supplies","2014 Qtr 3 Quantity","54"
"Office Supplies","Supplies","2014 Qtr 3 Profit","410.6302"
"Office Supplies","Supplies","2014 Qtr 3 Sales","13257.026"
"Office Supplies","Supplies","2014 Qtr 4 Row ID","15"
"Office Supplies","Supplies","2014 Qtr 4 Quantity","44"
"Office Supplies","Supplies","2014 Qtr 4 Profit","40.0562"
"Office Supplies","Supplies","2014 Qtr 4 Sales","693.178"
"Office Supplies","Supplies","2015 Qtr 1 Row ID","5"
"Office Supplies","Supplies","2015 Qtr 1 Quantity","22"
"Office Supplies","Supplies","2015 Qtr 1 Profit","41.9338"
"Office Supplies","Supplies","2015 Qtr 1 Sales","212.25"
"Office Supplies","Supplies","2015 Qtr 2 Row ID","9"
"Office Supplies","Supplies","2015 Qtr 2 Quantity","25"
"Office Supplies","Supplies","2015 Qtr 2 Profit","91.0175"
"Office Supplies","Supplies","2015 Qtr 2 Sales","695.114"
"Office Supplies","Supplies","2015 Qtr 3 Row ID","9"
"Office Supplies","Supplies","2015 Qtr 3 Quantity","26"
"Office Supplies","Supplies","2015 Qtr 3 Profit","-129.7732"
"Office Supplies","Supplies","2015 Qtr 3 Sales","870.88"
"Office Supplies","Supplies","2015 Qtr 4 Row ID","7"
"Office Supplies","Supplies","2015 Qtr 4 Quantity","37"
"Office Supplies","Supplies","2015 Qtr 4 Profit","-13.4963"
"Office Supplies","Supplies","2015 Qtr 4 Sales","213.14"
"Office Supplies","Supplies","2016 Qtr 1 Row ID","7"
"Office Supplies","Supplies","2016 Qtr 1 Quantity","26"
"Office Supplies","Supplies","2016 Qtr 1 Profit","225.9543"
"Office Supplies","Supplies","2016 Qtr 1 Sales","5138.968"
