Category,Sub-Category,Value Column Name,Value
"Office Supplies","Supplies","2016 Qtr 3 Quantity","65"
"Office Supplies","Supplies","2016 Qtr 3 Sales","5335.036"
"Office Supplies","Supplies","2016 Qtr 4 Quantity","60"
"Office Supplies","Supplies","2016 Qtr 4 Sales","1922.054"
"Office Supplies","Supplies","2017 Qtr 1 Quantity","24"
"Office Supplies","Supplies","2017 Qtr 1 Sales","5993.236"
"Office Supplies","Supplies","2017 Qtr 2 Quantity","67"
"Office Supplies","Supplies","2017 Qtr 2 Sales","1908.108"
"Office Supplies","Supplies","2017 Qtr 3 Quantity","64"
"Office Supplies","Supplies","2017 Qtr 3 Sales","5513.794"
"Office Supplies","Supplies","2017 Qtr 4 Quantity","34"
"Office Supplies","Supplies","2017 Qtr 4 Sales","2631.256"
"Office Supplies","Supplies","2018 Qtr 1 Quantity","7"
"Office Supplies","Supplies","2018 Qtr 1 Sales","44.688"
"Office Supplies","Supplies","2018 Qtr 2 Quantity",
"Office Supplies","Supplies","2018 Qtr 2 Sales",
"Technology","Accessories","2014 Qtr 1 Quantity","102"
"Technology","Accessories","2014 Qtr 1 Sales","3661.712"
"Technology","Accessories","2014 Qtr 2 Quantity","100"
"Technology","Accessories","2014 Qtr 2 Sales","4238.19"
"Technology","Accessories","2014 Qtr 3 Quantity","187"
"Technology","Accessories","2014 Qtr 3 Sales","8145.902"
"Technology","Accessories","2014 Qtr 4 Quantity","161"
"Technology","Accessories","2014 Qtr 4 Sales","6390.646"
"Technology","Accessories","2015 Qtr 1 Quantity","102"
"Technology","Accessories","2015 Qtr 1 Sales","4328.61"
"Technology","Accessories","2015 Qtr 2 Quantity","106"
"Technology","Accessories","2015 Qtr 2 Sales","5071.776"
"Technology","Accessories","2015 Qtr 3 Quantity","189"
"Technology","Accessories","2015 Qtr 3 Sales","14158.326"
"Technology","Accessories","2015 Qtr 4 Quantity","268"
"Technology","Accessories","2015 Qtr 4 Sales","19543.07"
"Technology","Accessories","2016 Qtr 1 Quantity","129"
"Technology","Accessories","2016 Qtr 1 Sales","8247.794"
"Technology","Accessories","2016 Qtr 2 Quantity","105"
"Technology","Accessories","2016 Qtr 2 Sales","6415.982"
"Technology","Accessories","2016 Qtr 3 Quantity","176"
"Technology","Accessories","2016 Qtr 3 Sales","12091.4"
"Technology","Accessories","2016 Qtr 4 Quantity","267"
"Technology","Accessories","2016 Qtr 4 Sales","14994.758"
"Technology","Accessories","2017 Qtr 1 Quantity","192"
"Technology","Accessories","2017 Qtr 1 Sales","11929.318"
"Technology","Accessories","2017 Qtr 2 Quantity","226"
"Technology","Accessories","2017 Qtr 2 Sales","12086.874"
"Technology","Accessories","2017 Qtr 3 Quantity","308"
"Technology","Accessories","2017 Qtr 3 Sales","20989.714"
"Technology","Accessories","2017 Qtr 4 Quantity","358"
"Technology","Accessories","2017 Qtr 4 Sales","15086.246"
"Technology","Accessories","2018 Qtr 1 Quantity",
"Technology","Accessories","2018 Qtr 1 Sales",
"Technology","Accessories","2018 Qtr 2 Quantity",
"Technology","Accessories","2018 Qtr 2 Sales",
"Technology","Copiers","2014 Qtr 1 Quantity","5"
"Technology","Copiers","2014 Qtr 1 Sales","1379.964"
"Technology","Copiers","2014 Qtr 2 Quantity","2"
"Technology","Copiers","2014 Qtr 2 Sales","479.984"
"Technology","Copiers","2014 Qtr 3 Quantity","7"
"Technology","Copiers","2014 Qtr 3 Sales","3559.938"
"Technology","Copiers","2014 Qtr 4 Quantity","15"
"Technology","Copiers","2014 Qtr 4 Sales","5429.896"
"Technology","Copiers","2015 Qtr 1 Quantity","14"
"Technology","Copiers","2015 Qtr 1 Sales","6989.872"
"Technology","Copiers","2015 Qtr 2 Quantity","22"
"Technology","Copiers","2015 Qtr 2 Sales","7339.814"
"Technology","Copiers","2015 Qtr 3 Quantity","6"
"Technology","Copiers","2015 Qtr 3 Sales","2359.948"
"Technology","Copiers","2015 Qtr 4 Quantity","21"
"Technology","Copiers","2015 Qtr 4 Sales","9489.816"
"Technology","Copiers","2016 Qtr 1 Quantity","10"
"Technology","Copiers","2016 Qtr 1 Sales","2819.914"
"Technology","Copiers","2016 Qtr 2 Quantity","9"
"Technology","Copiers","2016 Qtr 2 Sales","11199.936"
"Technology","Copiers","2016 Qtr 3 Quantity","40"
"Technology","Copiers","2016 Qtr 3 Sales","31899.64"
"Technology","Copiers","2016 Qtr 4 Quantity","10"
"Technology","Copiers","2016 Qtr 4 Sales","3679.92"
"Technology","Copiers","2017 Qtr 1 Quantity","25"
"Technology","Copiers","2017 Qtr 1 Sales","24319.772"
"Technology","Copiers","2017 Qtr 2 Quantity",
"Technology","Copiers","2017 Qtr 2 Sales",
"Technology","Copiers","2017 Qtr 3 Quantity","17"
"Technology","Copiers","2017 Qtr 3 Sales","5619.872"
"Technology","Copiers","2017 Qtr 4 Quantity","31"
"Technology","Copiers","2017 Qtr 4 Sales","32959.744"
"Technology","Copiers","2018 Qtr 1 Quantity",
"Technology","Copiers","2018 Qtr 1 Sales",
"Technology","Copiers","2018 Qtr 2 Quantity",
"Technology","Copiers","2018 Qtr 2 Sales",
"Technology","Machines","2014 Qtr 1 Quantity","23"
"Technology","Machines","2014 Qtr 1 Sales","26999.828"
"Technology","Machines","2014 Qtr 2 Quantity","12"
"Technology","Machines","2014 Qtr 2 Sales","979.729"
"Technology","Machines","2014 Qtr 3 Quantity","37"
"Technology","Machines","2014 Qtr 3 Sales","17565.99"
"Technology","Machines","2014 Qtr 4 Quantity","18"
"Technology","Machines","2014 Qtr 4 Sales","15709.874"
"Technology","Machines","2015 Qtr 1 Quantity","26"
"Technology","Machines","2015 Qtr 1 Sales","3077.772"
"Technology","Machines","2015 Qtr 2 Quantity","14"
"Technology","Machines","2015 Qtr 2 Sales","5851.236"
"Technology","Machines","2015 Qtr 3 Quantity","30"
"Technology","Machines","2015 Qtr 3 Sales","9931.086"
"Technology","Machines","2015 Qtr 4 Quantity","24"
"Technology","Machines","2015 Qtr 4 Sales","7122.995"
"Technology","Machines","2016 Qtr 1 Quantity","19"
"Technology","Machines","2016 Qtr 1 Sales","11413.645"
"Technology","Machines","2016 Qtr 2 Quantity","49"
"Technology","Machines","2016 Qtr 2 Sales","32849.218"
"Technology","Machines","2016 Qtr 3 Quantity","31"
"Technology","Machines","2016 Qtr 3 Sales","5483.147"
"Technology","Machines","2016 Qtr 4 Quantity","34"
"Technology","Machines","2016 Qtr 4 Sales","8439.466"
"Technology","Machines","2017 Qtr 1 Quantity","28"
"Technology","Machines","2017 Qtr 1 Sales","10263.723"
"Technology","Machines","2017 Qtr 2 Quantity","39"
"Technology","Machines","2017 Qtr 2 Sales","16681.967"
"Technology","Machines","2017 Qtr 3 Quantity","27"
"Technology","Machines","2017 Qtr 3 Sales","8847.621"
"Technology","Machines","2017 Qtr 4 Quantity","29"
"Technology","Machines","2017 Qtr 4 Sales","8021.334"
"Technology","Machines","2018 Qtr 1 Quantity",
"Technology","Machines","2018 Qtr 1 Sales",
"Technology","Machines","2018 Qtr 2 Quantity",
"Technology","Machines","2018 Qtr 2 Sales",
"Technology","Phones","2014 Qtr 1 Quantity","104"
"Technology","Phones","2014 Qtr 1 Sales","11783.624"
"Technology","Phones","2014 Qtr 2 Quantity","170"
"Technology","Phones","2014 Qtr 2 Sales","19350.276"
"Technology","Phones","2014 Qtr 3 Quantity","172"
"Technology","Phones","2014 Qtr 3 Sales","16743.658"
"Technology","Phones","2014 Qtr 4 Quantity","217"
"Technology","Phones","2014 Qtr 4 Sales","28179.004"
"Technology","Phones","2015 Qtr 1 Quantity","131"
"Technology","Phones","2015 Qtr 1 Sales","13763.25"
"Technology","Phones","2015 Qtr 2 Quantity","160"
"Technology","Phones","2015 Qtr 2 Sales","13352.012"
"Technology","Phones","2015 Qtr 3 Quantity","200"
"Technology","Phones","2015 Qtr 3 Sales","22760.934"
"Technology","Phones","2015 Qtr 4 Quantity","222"
"Technology","Phones","2015 Qtr 4 Sales","19409.89"
"Technology","Phones","2016 Qtr 1 Quantity","140"
"Technology","Phones","2016 Qtr 1 Sales","14707.13"
"Technology","Phones","2016 Qtr 2 Quantity","177"
"Technology","Phones","2016 Qtr 2 Sales","15413.444"
"Technology","Phones","2016 Qtr 3 Quantity","235"
"Technology","Phones","2016 Qtr 3 Sales","14919.29"
"Technology","Phones","2016 Qtr 4 Quantity","268"
"Technology","Phones","2016 Qtr 4 Sales","33981.65"
"Technology","Phones","2017 Qtr 1 Quantity","256"
"Technology","Phones","2017 Qtr 1 Sales","23790.248"
"Technology","Phones","2017 Qtr 2 Quantity","226"
"Technology","Phones","2017 Qtr 2 Sales","24816.226"
"Technology","Phones","2017 Qtr 3 Quantity","280"
"Technology","Phones","2017 Qtr 3 Sales","31167.49"
"Technology","Phones","2017 Qtr 4 Quantity","318"
"Technology","Phones","2017 Qtr 4 Sales","25460.772"
"Technology","Phones","2018 Qtr 1 Quantity","10"
"Technology","Phones","2018 Qtr 1 Sales","393.306"
"Technology","Phones","2018 Qtr 2 Quantity","3"
"Technology","Phones","2018 Qtr 2 Sales","14.85"
