Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.City,Sum(Orders.Sales)
2015,Office Supplies,Binders,Ann Arbor,152.79999999999998
2015,Technology,Binders,Ann Arbor,
2015,Furniture,Binders,Arlington,
2015,Office Supplies,Binders,Arlington,70.34400000000001
2015,Technology,Binders,Arlington,
2015,Furniture,Binders,Atlanta,
2015,Office Supplies,Binders,Atlanta,6354.95
2015,Technology,Binders,Atlanta,
2015,Furniture,Binders,Aurora,
2015,Office Supplies,Binders,Aurora,52.470000000000006
2015,Technology,Binders,Aurora,
2015,Furniture,Binders,Austin,
2015,Office Supplies,Binders,Austin,6.653999999999998
2015,Technology,Binders,Austin,
2015,Furniture,Binders,Bakersfield,
2015,Office Supplies,Binders,Bakersfield,19.152
2015,Technology,Binders,Bakersfield,
2015,Furniture,Binders,Bayonne,
2015,Office Supplies,Binders,Bayonne,14.46
2015,Technology,Binders,Bayonne,
2015,Furniture,Binders,Bloomington,
2015,Office Supplies,Binders,Bloomington,5.175999999999998
2015,Technology,Binders,Bloomington,
2015,Furniture,Binders,Boise,
2015,Office Supplies,Binders,Boise,3.3040000000000003
2015,Technology,Binders,Boise,
2015,Furniture,Binders,Bristol,
2015,Office Supplies,Binders,Bristol,157.79400000000004
2015,Technology,Binders,Bristol,
2015,Furniture,Binders,Cambridge,
2015,Office Supplies,Binders,Cambridge,22.450000000000003
2015,Technology,Binders,Cambridge,
2015,Furniture,Binders,Carrollton,
2015,Office Supplies,Binders,Carrollton,312.90399999999994
2015,Technology,Binders,Carrollton,
2015,Furniture,Binders,Chesapeake,
2015,Office Supplies,Binders,Chesapeake,63.96
2015,Technology,Binders,Chesapeake,
2015,Furniture,Binders,Chester,
2015,Office Supplies,Binders,Chester,23.484000000000005
2015,Technology,Binders,Chester,
2015,Furniture,Binders,Chicago,
2015,Office Supplies,Binders,Chicago,51.715999999999994
2015,Technology,Binders,Chicago,
2015,Furniture,Binders,Clarksville,
2015,Office Supplies,Binders,Clarksville,1598.0580000000002
2015,Technology,Binders,Clarksville,
2015,Furniture,Binders,Clinton,
2015,Office Supplies,Binders,Clinton,346.21
2015,Technology,Binders,Clinton,
2015,Furniture,Binders,Colorado Springs,
2015,Office Supplies,Binders,Colorado Springs,1.9380000000000002
2015,Technology,Binders,Colorado Springs,
2015,Furniture,Binders,Columbia,
2015,Office Supplies,Binders,Columbia,2556.58
2015,Technology,Binders,Columbia,
2015,Furniture,Binders,Columbus,
2015,Office Supplies,Binders,Columbus,200.46199999999996
2015,Technology,Binders,Columbus,
2015,Furniture,Binders,Concord,
2015,Office Supplies,Binders,Concord,68.62
2015,Technology,Binders,Concord,
2015,Furniture,Binders,Dallas,
2015,Office Supplies,Binders,Dallas,12.833999999999996
2015,Technology,Binders,Dallas,
2015,Furniture,Binders,Decatur,
2015,Office Supplies,Binders,Decatur,19.14
2015,Technology,Binders,Decatur,
2015,Furniture,Binders,Des Moines,
2015,Office Supplies,Binders,Des Moines,25.9
2015,Technology,Binders,Des Moines,
2015,Furniture,Binders,Detroit,
2015,Office Supplies,Binders,Detroit,675.6300000000001
2015,Technology,Binders,Detroit,
2015,Furniture,Binders,Dover,
2015,Office Supplies,Binders,Dover,691.9
2015,Technology,Binders,Dover,
2015,Furniture,Binders,Dublin,
2015,Office Supplies,Binders,Dublin,19.776000000000003
2015,Technology,Binders,Dublin,
2015,Furniture,Binders,Dubuque,
2015,Office Supplies,Binders,Dubuque,15.24
2015,Technology,Binders,Dubuque,
2015,Furniture,Binders,Durham,
2015,Office Supplies,Binders,Durham,6.048000000000001
2015,Technology,Binders,Durham,
2015,Furniture,Binders,East Point,
2015,Office Supplies,Binders,East Point,165.98
2015,Technology,Binders,East Point,
2015,Furniture,Binders,Fayetteville,
2015,Office Supplies,Binders,Fayetteville,13.470000000000002
2015,Technology,Binders,Fayetteville,
2015,Furniture,Binders,Fort Worth,
2015,Office Supplies,Binders,Fort Worth,12.219999999999999
2015,Technology,Binders,Fort Worth,
2015,Furniture,Binders,Franklin,
2015,Office Supplies,Binders,Franklin,240.74400000000003
2015,Technology,Binders,Franklin,
2015,Furniture,Binders,Grand Prairie,
2015,Office Supplies,Binders,Grand Prairie,3.6559999999999993
2015,Technology,Binders,Grand Prairie,
2015,Furniture,Binders,Hampton,
2015,Office Supplies,Binders,Hampton,113.10000000000001
2015,Technology,Binders,Hampton,
2015,Furniture,Binders,Henderson,
2015,Office Supplies,Binders,Henderson,596.48
2015,Technology,Binders,Henderson,
2015,Furniture,Binders,Highland Park,
2015,Office Supplies,Binders,Highland Park,2.879999999999999
2015,Technology,Binders,Highland Park,
2015,Furniture,Binders,Houston,
2015,Office Supplies,Binders,Houston,213.84199999999993
2015,Technology,Binders,Houston,
2015,Furniture,Binders,Jacksonville,
2015,Office Supplies,Binders,Jacksonville,174.61200000000002
2015,Technology,Binders,Jacksonville,
2015,Furniture,Binders,Kirkwood,
2015,Office Supplies,Binders,Kirkwood,28.4
2015,Technology,Binders,Kirkwood,
2015,Furniture,Binders,Lakeland,
2015,Office Supplies,Binders,Lakeland,82.36800000000001
2015,Technology,Binders,Lakeland,
2015,Furniture,Binders,Lakewood,
2015,Office Supplies,Binders,Lakewood,7.218
2015,Technology,Binders,Lakewood,
2015,Furniture,Binders,Lansing,
2015,Office Supplies,Binders,Lansing,12.76
2015,Technology,Binders,Lansing,
2015,Furniture,Binders,Las Vegas,
2015,Office Supplies,Binders,Las Vegas,111.632
2015,Technology,Binders,Las Vegas,
2015,Furniture,Binders,Lawrence,
2015,Office Supplies,Binders,Lawrence,496.28
2015,Technology,Binders,Lawrence,
2015,Furniture,Binders,Leominster,
2015,Office Supplies,Binders,Leominster,75.77
2015,Technology,Binders,Leominster,
2015,Furniture,Binders,Lewiston,
2015,Office Supplies,Binders,Lewiston,38.1
2015,Technology,Binders,Lewiston,
2015,Furniture,Binders,Long Beach,
2015,Office Supplies,Binders,Long Beach,24.448
2015,Technology,Binders,Long Beach,
2015,Furniture,Binders,Los Angeles,
2015,Office Supplies,Binders,Los Angeles,805.6320000000001
2015,Technology,Binders,Los Angeles,
2015,Furniture,Binders,Louisville,
2015,Office Supplies,Binders,Louisville,295.26
2015,Technology,Binders,Louisville,
2015,Furniture,Binders,Lubbock,
2015,Office Supplies,Binders,Lubbock,6.079999999999998
2015,Technology,Binders,Lubbock,
2015,Furniture,Binders,Macon,
2015,Office Supplies,Binders,Macon,58.72
2015,Technology,Binders,Macon,
2015,Furniture,Binders,Marietta,
2015,Office Supplies,Binders,Marietta,5.64
2015,Technology,Binders,Marietta,
2015,Furniture,Binders,Mcallen,
2015,Office Supplies,Binders,Mcallen,5.7879999999999985
2015,Technology,Binders,Mcallen,
2015,Furniture,Binders,Medford,
2015,Office Supplies,Binders,Medford,9.762
2015,Technology,Binders,Medford,
2015,Furniture,Binders,Memphis,
2015,Office Supplies,Binders,Memphis,2.9460000000000006
2015,Technology,Binders,Memphis,
2015,Furniture,Binders,Meriden,
2015,Office Supplies,Binders,Meriden,10.76
2015,Technology,Binders,Meriden,
2015,Furniture,Binders,Mesa,
2015,Office Supplies,Binders,Mesa,149.61900000000003
2015,Technology,Binders,Mesa,
2015,Furniture,Binders,Miami,
2015,Office Supplies,Binders,Miami,1668.6510000000003
2015,Technology,Binders,Miami,
2015,Furniture,Binders,Middletown,
2015,Office Supplies,Binders,Middletown,26.9
2015,Technology,Binders,Middletown,
2015,Furniture,Binders,Midland,
2015,Office Supplies,Binders,Midland,3812.9700000000003
2015,Technology,Binders,Midland,
2015,Furniture,Binders,Minneapolis,
2015,Office Supplies,Binders,Minneapolis,76.94
2015,Technology,Binders,Minneapolis,
2015,Furniture,Binders,Missoula,
2015,Office Supplies,Binders,Missoula,487.98400000000004
2015,Technology,Binders,Missoula,
2015,Furniture,Binders,Monroe,
2015,Office Supplies,Binders,Monroe,36.26
2015,Technology,Binders,Monroe,
2015,Furniture,Binders,Murfreesboro,
2015,Office Supplies,Binders,Murfreesboro,12.069000000000003
2015,Technology,Binders,Murfreesboro,
2015,Furniture,Binders,Naperville,
2015,Office Supplies,Binders,Naperville,10.463999999999999
2015,Technology,Binders,Naperville,
2015,Furniture,Binders,Nashville,
2015,Office Supplies,Binders,Nashville,1369.7640000000001
2015,Technology,Binders,Nashville,
2015,Furniture,Binders,New Albany,
2015,Office Supplies,Binders,New Albany,38.22
2015,Technology,Binders,New Albany,
2015,Furniture,Binders,New Bedford,
2015,Office Supplies,Binders,New Bedford,52.199999999999996
2015,Technology,Binders,New Bedford,
2015,Furniture,Binders,New York City,
2015,Office Supplies,Binders,New York City,6727.792000000001
2015,Technology,Binders,New York City,
2015,Furniture,Binders,Newark,
2015,Office Supplies,Binders,Newark,99.72
2015,Technology,Binders,Newark,
2015,Furniture,Binders,Noblesville,
2015,Office Supplies,Binders,Noblesville,12.56
2015,Technology,Binders,Noblesville,
2015,Furniture,Binders,Norfolk,
2015,Office Supplies,Binders,Norfolk,17.43
2015,Technology,Binders,Norfolk,
2015,Furniture,Binders,Oceanside,
2015,Office Supplies,Binders,Oceanside,79.05600000000001
2015,Technology,Binders,Oceanside,
2015,Furniture,Binders,Omaha,
2015,Office Supplies,Binders,Omaha,7.04
2015,Technology,Binders,Omaha,
2015,Furniture,Binders,Oxnard,
2015,Office Supplies,Binders,Oxnard,32.28
2015,Technology,Binders,Oxnard,
2015,Furniture,Binders,Paterson,
2015,Office Supplies,Binders,Paterson,209.6
2015,Technology,Binders,Paterson,
2015,Furniture,Binders,Peoria,
2015,Office Supplies,Binders,Peoria,13.692000000000002
2015,Technology,Binders,Peoria,
2015,Furniture,Binders,Philadelphia,
2015,Office Supplies,Binders,Philadelphia,455.8080000000001
2015,Technology,Binders,Philadelphia,
2015,Furniture,Binders,Phoenix,
2015,Office Supplies,Binders,Phoenix,21.219
2015,Technology,Binders,Phoenix,
2015,Furniture,Binders,Plantation,
2015,Office Supplies,Binders,Plantation,9.900000000000002
2015,Technology,Binders,Plantation,
2015,Furniture,Binders,Pleasant Grove,
2015,Office Supplies,Binders,Pleasant Grove,12.144
2015,Technology,Binders,Pleasant Grove,
2015,Furniture,Binders,Quincy,
2015,Office Supplies,Binders,Quincy,2.9919999999999995
2015,Technology,Binders,Quincy,
2015,Furniture,Binders,Raleigh,
2015,Office Supplies,Binders,Raleigh,2.892000000000001
2015,Technology,Binders,Raleigh,
2015,Furniture,Binders,Redlands,
2015,Office Supplies,Binders,Redlands,398.352
2015,Technology,Binders,Redlands,
2015,Furniture,Binders,Revere,
2015,Office Supplies,Binders,Revere,37.88
2015,Technology,Binders,Revere,
2015,Furniture,Binders,Richmond,
2015,Office Supplies,Binders,Richmond,244.98
2015,Technology,Binders,Richmond,
2015,Furniture,Binders,Rochester,
2015,Office Supplies,Binders,Rochester,1260.6
2015,Technology,Binders,Rochester,
2015,Furniture,Binders,Rockville,
2015,Office Supplies,Binders,Rockville,7.38
2015,Technology,Binders,Rockville,
2015,Furniture,Binders,Roseville,
2015,Office Supplies,Binders,Roseville,74.76
2015,Technology,Binders,Roseville,
2015,Furniture,Binders,Sacramento,
2015,Office Supplies,Binders,Sacramento,12.832
2015,Technology,Binders,Sacramento,
2015,Furniture,Binders,Saint Petersburg,
2015,Office Supplies,Binders,Saint Petersburg,18.264000000000003
2015,Technology,Binders,Saint Petersburg,
2015,Furniture,Binders,Salinas,
2015,Office Supplies,Binders,Salinas,39.528000000000006
2015,Technology,Binders,Salinas,
2015,Furniture,Binders,San Antonio,
2015,Office Supplies,Binders,San Antonio,62.603999999999985
2015,Technology,Binders,San Antonio,
2015,Furniture,Binders,San Bernardino,
2015,Office Supplies,Binders,San Bernardino,177.88800000000003
2015,Technology,Binders,San Bernardino,
2015,Furniture,Binders,San Diego,
2015,Office Supplies,Binders,San Diego,411.136
2015,Technology,Binders,San Diego,
2015,Furniture,Binders,San Francisco,
2015,Office Supplies,Binders,San Francisco,377.312
2015,Technology,Binders,San Francisco,
2015,Furniture,Binders,San Jose,
2015,Office Supplies,Binders,San Jose,13.847999999999999
2015,Technology,Binders,San Jose,
2015,Furniture,Binders,Scottsdale,
2015,Office Supplies,Binders,Scottsdale,4.401
2015,Technology,Binders,Scottsdale,
2015,Furniture,Binders,Seattle,
2015,Office Supplies,Binders,Seattle,568.8079999999999
2015,Technology,Binders,Seattle,
2015,Furniture,Binders,Smyrna,
2015,Office Supplies,Binders,Smyrna,125.68900000000001
2015,Technology,Binders,Smyrna,
2015,Furniture,Binders,Springfield,
2015,Office Supplies,Binders,Springfield,44.349000000000004
2015,Technology,Binders,Springfield,
2015,Furniture,Binders,Sterling Heights,
2015,Office Supplies,Binders,Sterling Heights,19
2015,Technology,Binders,Sterling Heights,
2015,Furniture,Binders,Tallahassee,
2015,Office Supplies,Binders,Tallahassee,8.226
2015,Technology,Binders,Tallahassee,
2015,Furniture,Binders,Tamarac,
2015,Office Supplies,Binders,Tamarac,3.444000000000001
2015,Technology,Binders,Tamarac,
2015,Furniture,Binders,Temecula,
2015,Office Supplies,Binders,Temecula,29.2
2015,Technology,Binders,Temecula,
2015,Furniture,Binders,Tempe,
2015,Office Supplies,Binders,Tempe,3.366000000000001
2015,Technology,Binders,Tempe,
2015,Furniture,Binders,Toledo,
2015,Office Supplies,Binders,Toledo,222.39000000000001
2015,Technology,Binders,Toledo,
2015,Furniture,Binders,Troy,
2015,Office Supplies,Binders,Troy,25.164000000000005
2015,Technology,Binders,Troy,
2015,Furniture,Binders,Waynesboro,
2015,Office Supplies,Binders,Waynesboro,9.14
2015,Technology,Binders,Waynesboro,
2015,Furniture,Binders,West Jordan,
2015,Office Supplies,Binders,West Jordan,91.68
2015,Technology,Binders,West Jordan,
2015,Furniture,Binders,Wichita,
2015,Office Supplies,Binders,Wichita,127.96
2015,Technology,Binders,Wichita,
2015,Furniture,Binders,Wilmington,
2015,Office Supplies,Binders,Wilmington,221.06
2015,Technology,Binders,Wilmington,
2015,Furniture,Binders,Wilson,
2015,Office Supplies,Binders,Wilson,13.788
2015,Technology,Binders,Wilson,
2015,Furniture,Binders,Woodbury,
2015,Office Supplies,Binders,Woodbury,32.339999999999996
2015,Technology,Binders,Woodbury,
2015,Furniture,Bookcases,Arlington,61.96
2015,Office Supplies,Bookcases,Arlington,
2015,Technology,Bookcases,Arlington,
2015,Furniture,Bookcases,Aurora,145.764
2015,Office Supplies,Bookcases,Aurora,
2015,Technology,Bookcases,Aurora,
2015,Furniture,Bookcases,Bakersfield,195.466
2015,Office Supplies,Bookcases,Bakersfield,
2015,Technology,Bookcases,Bakersfield,
2015,Furniture,Bookcases,Burlington,4404.9
2015,Office Supplies,Bookcases,Burlington,
2015,Technology,Bookcases,Burlington,
2015,Furniture,Bookcases,Camarillo,509.9574999999999
2015,Office Supplies,Bookcases,Camarillo,
2015,Technology,Bookcases,Camarillo,
2015,Furniture,Bookcases,Chicago,359.05799999999994
2015,Office Supplies,Bookcases,Chicago,
2015,Technology,Bookcases,Chicago,
2015,Furniture,Bookcases,Colorado Springs,659.6340000000001
2015,Office Supplies,Bookcases,Colorado Springs,
2015,Technology,Bookcases,Colorado Springs,
2015,Furniture,Bookcases,Columbus,35.49
2015,Office Supplies,Bookcases,Columbus,
2015,Technology,Bookcases,Columbus,
2015,Furniture,Bookcases,Dallas,1352.3975999999998
2015,Office Supplies,Bookcases,Dallas,
2015,Technology,Bookcases,Dallas,
2015,Furniture,Bookcases,Detroit,160.98
2015,Office Supplies,Bookcases,Detroit,
2015,Technology,Bookcases,Detroit,
2015,Furniture,Bookcases,Everett,170.98
2015,Office Supplies,Bookcases,Everett,
2015,Technology,Bookcases,Everett,
2015,Furniture,Bookcases,Highland Park,1298.374
2015,Office Supplies,Bookcases,Highland Park,
2015,Technology,Bookcases,Highland Park,
2015,Furniture,Bookcases,Holyoke,301.96
2015,Office Supplies,Bookcases,Holyoke,
2015,Technology,Bookcases,Holyoke,
2015,Furniture,Bookcases,Houston,3127.0615999999995
2015,Office Supplies,Bookcases,Houston,
2015,Technology,Bookcases,Houston,
2015,Furniture,Bookcases,Kenosha,512.9399999999999
2015,Office Supplies,Bookcases,Kenosha,
2015,Technology,Bookcases,Kenosha,
2015,Furniture,Bookcases,Las Vegas,141.96
2015,Office Supplies,Bookcases,Las Vegas,
2015,Technology,Bookcases,Las Vegas,
2015,Furniture,Bookcases,Lincoln Park,194.32
2015,Office Supplies,Bookcases,Lincoln Park,
2015,Technology,Bookcases,Lincoln Park,
2015,Furniture,Bookcases,Los Angeles,428.332
2015,Office Supplies,Bookcases,Los Angeles,
2015,Technology,Bookcases,Los Angeles,
2015,Furniture,Bookcases,Medina,452.45
2015,Office Supplies,Bookcases,Medina,
2015,Technology,Bookcases,Medina,
2015,Furniture,Bookcases,Mesa,127.76400000000002
2015,Office Supplies,Bookcases,Mesa,
2015,Technology,Bookcases,Mesa,
2015,Furniture,Bookcases,Miami,290.35200000000003
2015,Office Supplies,Bookcases,Miami,
2015,Technology,Bookcases,Miami,
2015,Furniture,Bookcases,Milwaukee,687.4
2015,Office Supplies,Bookcases,Milwaukee,
2015,Technology,Bookcases,Milwaukee,
2015,Furniture,Bookcases,Murfreesboro,131.104
2015,Office Supplies,Bookcases,Murfreesboro,
2015,Technology,Bookcases,Murfreesboro,
2015,Furniture,Bookcases,New York City,9121.52
2015,Office Supplies,Bookcases,New York City,
2015,Technology,Bookcases,New York City,
2015,Furniture,Bookcases,Newark,299.96999999999997
2015,Office Supplies,Bookcases,Newark,
2015,Technology,Bookcases,Newark,
2015,Furniture,Bookcases,Orem,1406.86
2015,Office Supplies,Bookcases,Orem,
2015,Technology,Bookcases,Orem,
2015,Furniture,Bookcases,Peoria,359.05799999999994
2015,Office Supplies,Bookcases,Peoria,
2015,Technology,Bookcases,Peoria,
2015,Furniture,Bookcases,Philadelphia,3737.35
2015,Office Supplies,Bookcases,Philadelphia,
2015,Technology,Bookcases,Philadelphia,
2015,Furniture,Bookcases,Port Arthur,246.13279999999997
2015,Office Supplies,Bookcases,Port Arthur,
2015,Technology,Bookcases,Port Arthur,
2015,Furniture,Bookcases,Port Saint Lucie,231.92000000000002
2015,Office Supplies,Bookcases,Port Saint Lucie,
2015,Technology,Bookcases,Port Saint Lucie,
2015,Furniture,Bookcases,Portland,66.29400000000001
2015,Office Supplies,Bookcases,Portland,
2015,Technology,Bookcases,Portland,
2015,Furniture,Bookcases,Redlands,425.833
2015,Office Supplies,Bookcases,Redlands,
2015,Technology,Bookcases,Redlands,
2015,Furniture,Bookcases,Revere,361.96
2015,Office Supplies,Bookcases,Revere,
2015,Technology,Bookcases,Revere,
2015,Furniture,Bookcases,San Bernardino,683.332
2015,Office Supplies,Bookcases,San Bernardino,
2015,Technology,Bookcases,San Bernardino,
2015,Furniture,Bookcases,San Diego,1217.03
2015,Office Supplies,Bookcases,San Diego,
2015,Technology,Bookcases,San Diego,
2015,Furniture,Bookcases,San Francisco,2498.7279999999996
2015,Office Supplies,Bookcases,San Francisco,
2015,Technology,Bookcases,San Francisco,
2015,Furniture,Bookcases,Seattle,846.86
2015,Office Supplies,Bookcases,Seattle,
2015,Technology,Bookcases,Seattle,
2015,Furniture,Bookcases,Troy,482.93999999999994
2015,Office Supplies,Bookcases,Troy,
2015,Technology,Bookcases,Troy,
2015,Furniture,Bookcases,Waynesboro,523.26
2015,Office Supplies,Bookcases,Waynesboro,
2015,Technology,Bookcases,Waynesboro,
2015,Furniture,Bookcases,Wilmington,283.92
2015,Office Supplies,Bookcases,Wilmington,
2015,Technology,Bookcases,Wilmington,
2015,Furniture,Chairs,Amarillo,2453.43
2015,Office Supplies,Chairs,Amarillo,
2015,Technology,Chairs,Amarillo,
2015,Furniture,Chairs,Anaheim,717.72
2015,Office Supplies,Chairs,Anaheim,
2015,Technology,Chairs,Anaheim,
2015,Furniture,Chairs,Aurora,128.058
2015,Office Supplies,Chairs,Aurora,
2015,Technology,Chairs,Aurora,
2015,Furniture,Chairs,Austin,179.886
2015,Office Supplies,Chairs,Austin,
2015,Technology,Chairs,Austin,
2015,Furniture,Chairs,Baltimore,693.92
2015,Office Supplies,Chairs,Baltimore,
2015,Technology,Chairs,Baltimore,
2015,Furniture,Chairs,Bethlehem,99.372
2015,Office Supplies,Chairs,Bethlehem,
2015,Technology,Chairs,Bethlehem,
2015,Furniture,Chairs,Buffalo,1522.638
2015,Office Supplies,Chairs,Buffalo,
2015,Technology,Chairs,Buffalo,
2015,Furniture,Chairs,Burlington,715.2
2015,Office Supplies,Chairs,Burlington,
2015,Technology,Chairs,Burlington,
2015,Furniture,Chairs,Camarillo,819.9200000000001
2015,Office Supplies,Chairs,Camarillo,
2015,Technology,Chairs,Camarillo,
2015,Furniture,Chairs,Carol Stream,790.538
2015,Office Supplies,Chairs,Carol Stream,
2015,Technology,Chairs,Carol Stream,
2015,Furniture,Chairs,Chicago,766.794
2015,Office Supplies,Chairs,Chicago,
2015,Technology,Chairs,Chicago,
2015,Furniture,Chairs,Chico,915.1360000000001
2015,Office Supplies,Chairs,Chico,
2015,Technology,Chairs,Chico,
2015,Furniture,Chairs,Cleveland,181.986
2015,Office Supplies,Chairs,Cleveland,
2015,Technology,Chairs,Cleveland,
2015,Furniture,Chairs,Columbia,2241.304
2015,Office Supplies,Chairs,Columbia,
2015,Technology,Chairs,Columbia,
2015,Furniture,Chairs,Columbus,1833.258
2015,Office Supplies,Chairs,Columbus,
2015,Technology,Chairs,Columbus,
2015,Furniture,Chairs,Dearborn,301.96
2015,Office Supplies,Chairs,Dearborn,
2015,Technology,Chairs,Dearborn,
2015,Furniture,Chairs,Denver,582.336
2015,Office Supplies,Chairs,Denver,
2015,Technology,Chairs,Denver,
2015,Furniture,Chairs,Detroit,2488.84
2015,Office Supplies,Chairs,Detroit,
2015,Technology,Chairs,Detroit,
2015,Furniture,Chairs,Dubuque,1408.1
2015,Office Supplies,Chairs,Dubuque,
2015,Technology,Chairs,Dubuque,
2015,Furniture,Chairs,El Paso,47.51599999999999
2015,Office Supplies,Chairs,El Paso,
2015,Technology,Chairs,El Paso,
2015,Furniture,Chairs,Everett,542.9399999999999
2015,Office Supplies,Chairs,Everett,
2015,Technology,Chairs,Everett,
2015,Furniture,Chairs,Franklin,60.74
2015,Office Supplies,Chairs,Franklin,
2015,Technology,Chairs,Franklin,
2015,Furniture,Chairs,Freeport,102.58200000000001
2015,Office Supplies,Chairs,Freeport,
2015,Technology,Chairs,Freeport,
2015,Furniture,Chairs,Gilbert,883.84
2015,Office Supplies,Chairs,Gilbert,
2015,Technology,Chairs,Gilbert,
2015,Furniture,Chairs,Glendale,266.35200000000003
2015,Office Supplies,Chairs,Glendale,
2015,Technology,Chairs,Glendale,
2015,Furniture,Chairs,Grand Prairie,197.37199999999999
2015,Office Supplies,Chairs,Grand Prairie,
2015,Technology,Chairs,Grand Prairie,
2015,Furniture,Chairs,Hempstead,726.174
2015,Office Supplies,Chairs,Hempstead,
2015,Technology,Chairs,Hempstead,
2015,Furniture,Chairs,Henderson,283.92
2015,Office Supplies,Chairs,Henderson,
2015,Technology,Chairs,Henderson,
2015,Furniture,Chairs,Houston,1003.31
2015,Office Supplies,Chairs,Houston,
2015,Technology,Chairs,Houston,
2015,Furniture,Chairs,Jackson,191.96
2015,Office Supplies,Chairs,Jackson,
2015,Technology,Chairs,Jackson,
2015,Furniture,Chairs,Jacksonville,1166.92
2015,Office Supplies,Chairs,Jacksonville,
2015,Technology,Chairs,Jacksonville,
2015,Furniture,Chairs,Kenosha,860.93
2015,Office Supplies,Chairs,Kenosha,
2015,Technology,Chairs,Kenosha,
2015,Furniture,Chairs,Lafayette,517.5
2015,Office Supplies,Chairs,Lafayette,
2015,Technology,Chairs,Lafayette,
2015,Furniture,Chairs,Lake Elsinore,283.92
2015,Office Supplies,Chairs,Lake Elsinore,
2015,Technology,Chairs,Lake Elsinore,
2015,Furniture,Chairs,Lakeland,1123.92
2015,Office Supplies,Chairs,Lakeland,
2015,Technology,Chairs,Lakeland,
2015,Furniture,Chairs,Lakeville,155.88
2015,Office Supplies,Chairs,Lakeville,
2015,Technology,Chairs,Lakeville,
2015,Furniture,Chairs,Lancaster,348.92800000000005
2015,Office Supplies,Chairs,Lancaster,
2015,Technology,Chairs,Lancaster,
2015,Furniture,Chairs,Long Beach,1448.8200000000002
2015,Office Supplies,Chairs,Long Beach,
2015,Technology,Chairs,Long Beach,
2015,Furniture,Chairs,Los Angeles,4917.856
2015,Office Supplies,Chairs,Los Angeles,
2015,Technology,Chairs,Los Angeles,
2015,Furniture,Chairs,Louisville,479.9
2015,Office Supplies,Chairs,Louisville,
2015,Technology,Chairs,Louisville,
2015,Furniture,Chairs,Marion,70.68599999999999
2015,Office Supplies,Chairs,Marion,
2015,Technology,Chairs,Marion,
2015,Furniture,Chairs,Mcallen,56.686
2015,Office Supplies,Chairs,Mcallen,
2015,Technology,Chairs,Mcallen,
2015,Furniture,Chairs,Memphis,831.9360000000001
2015,Office Supplies,Chairs,Memphis,
2015,Technology,Chairs,Memphis,
2015,Furniture,Chairs,Mesa,441.92
2015,Office Supplies,Chairs,Mesa,
2015,Technology,Chairs,Mesa,
2015,Furniture,Chairs,Minneapolis,2567.84
2015,Office Supplies,Chairs,Minneapolis,
2015,Technology,Chairs,Minneapolis,
2015,Furniture,Chairs,Mobile,1056.86
2015,Office Supplies,Chairs,Mobile,
2015,Technology,Chairs,Mobile,
2015,Furniture,Chairs,Monroe,207
2015,Office Supplies,Chairs,Monroe,
2015,Technology,Chairs,Monroe,
2015,Furniture,Chairs,Naperville,602.651
2015,Office Supplies,Chairs,Naperville,
2015,Technology,Chairs,Naperville,
2015,Furniture,Chairs,Nashville,97.424
2015,Office Supplies,Chairs,Nashville,
2015,Technology,Chairs,Nashville,
2015,Furniture,Chairs,New Albany,89.99
2015,Office Supplies,Chairs,New Albany,
2015,Technology,Chairs,New Albany,
2015,Furniture,Chairs,New York City,7440.219
2015,Office Supplies,Chairs,New York City,
2015,Technology,Chairs,New York City,
2015,Furniture,Chairs,Newark,687.902
2015,Office Supplies,Chairs,Newark,
2015,Technology,Chairs,Newark,
2015,Furniture,Chairs,Normal,366.74399999999997
2015,Office Supplies,Chairs,Normal,
2015,Technology,Chairs,Normal,
2015,Furniture,Chairs,Oakland,1026.4320000000002
2015,Office Supplies,Chairs,Oakland,
2015,Technology,Chairs,Oakland,
2015,Furniture,Chairs,Oklahoma City,1323.8999999999999
2015,Office Supplies,Chairs,Oklahoma City,
2015,Technology,Chairs,Oklahoma City,
2015,Furniture,Chairs,Pasadena,170.35200000000003
2015,Office Supplies,Chairs,Pasadena,
2015,Technology,Chairs,Pasadena,
2015,Furniture,Chairs,Philadelphia,1952.6009999999997
2015,Office Supplies,Chairs,Philadelphia,
2015,Technology,Chairs,Philadelphia,
2015,Furniture,Chairs,Phoenix,191.96800000000002
2015,Office Supplies,Chairs,Phoenix,
2015,Technology,Chairs,Phoenix,
2015,Furniture,Chairs,Plantation,670.056
2015,Office Supplies,Chairs,Plantation,
2015,Technology,Chairs,Plantation,
2015,Furniture,Chairs,Portland,291.168
2015,Office Supplies,Chairs,Portland,
2015,Technology,Chairs,Portland,
2015,Furniture,Chairs,Providence,110.98
2015,Office Supplies,Chairs,Providence,
2015,Technology,Chairs,Providence,
2015,Furniture,Chairs,Redlands,323.136
2015,Office Supplies,Chairs,Redlands,
2015,Technology,Chairs,Redlands,
2015,Furniture,Chairs,Richmond,403.92
2015,Office Supplies,Chairs,Richmond,
2015,Technology,Chairs,Richmond,
2015,Furniture,Chairs,Rio Rancho,1114.192
2015,Office Supplies,Chairs,Rio Rancho,
2015,Technology,Chairs,Rio Rancho,
2015,Furniture,Chairs,Rome,90.882
2015,Office Supplies,Chairs,Rome,
