Superstore 2023.Category,Dates.Date,Key measures.Total sales,Key measures.Total YTD
Furniture,"Tuesday, August 09, 2022",,79599.00199999998
Furniture,"Wednesday, August 10, 2022",,79599.00199999998
Furniture,"Thursday, August 11, 2022",,79599.00199999998
Furniture,"Friday, August 12, 2022",917.2045,80516.20649999999
Furniture,"Saturday, August 13, 2022",241.96,80758.16649999999
Furniture,"Sunday, August 14, 2022",,80758.16649999999
Furniture,"Monday, August 15, 2022",537.326,81295.4925
Furniture,"Tuesday, August 16, 2022",161.28,81456.77249999999
Furniture,"Wednesday, August 17, 2022",,81456.77249999999
Furniture,"Thursday, August 18, 2022",14.896,81471.66849999999
Furniture,"Friday, August 19, 2022",,81471.66849999999
Furniture,"Saturday, August 20, 2022",,81471.66849999999
Furniture,"Sunday, August 21, 2022",4275.522,85747.19049999998
Furniture,"Monday, August 22, 2022",98.328,85845.51849999998
Furniture,"Tuesday, August 23, 2022",555.312,86400.83049999998
Furniture,"Wednesday, August 24, 2022",,86400.83049999998
Furniture,"Thursday, August 25, 2022",,86400.83049999998
Furniture,"Friday, August 26, 2022",3262.232,89663.06249999999
Furniture,"Saturday, August 27, 2022",244.615,89907.67749999999
Furniture,"Sunday, August 28, 2022",156.3728,90064.05029999999
Furniture,"Monday, August 29, 2022",405.8,90469.85029999999
Furniture,"Tuesday, August 30, 2022",833.784,91303.63429999999
Furniture,"Wednesday, August 31, 2022",,91303.63429999999
Furniture,"Thursday, September 01, 2022",191.82,91495.4543
Furniture,"Friday, September 02, 2022",1476.154,92971.60829999999
Furniture,"Saturday, September 03, 2022",642.396,93614.00429999999
Furniture,"Sunday, September 04, 2022",130.81,93744.81429999998
Furniture,"Monday, September 05, 2022",3461.917,97206.73129999998
Furniture,"Tuesday, September 06, 2022",722.352,97929.08329999998
Furniture,"Wednesday, September 07, 2022",,97929.08329999998
Furniture,"Thursday, September 08, 2022",3374.9816,101304.06489999998
Furniture,"Friday, September 09, 2022",15.008,101319.07289999998
Furniture,"Saturday, September 10, 2022",300.93,101620.00289999998
Furniture,"Sunday, September 11, 2022",,101620.00289999998
Furniture,"Monday, September 12, 2022",1679.872,103299.87489999998
Furniture,"Tuesday, September 13, 2022",1336.44,104636.31489999998
Furniture,"Wednesday, September 14, 2022",,104636.31489999998
Furniture,"Thursday, September 15, 2022",1128.39,105764.70489999998
Furniture,"Friday, September 16, 2022",395.446,106160.15089999998
Furniture,"Saturday, September 17, 2022",430.008,106590.15889999998
Furniture,"Sunday, September 18, 2022",3218.74,109808.89889999999
Furniture,"Monday, September 19, 2022",1599.324,111408.22289999998
Furniture,"Tuesday, September 20, 2022",279.36,111687.58289999998
Furniture,"Wednesday, September 21, 2022",,111687.58289999998
Furniture,"Thursday, September 22, 2022",100.672,111788.25489999999
Furniture,"Friday, September 23, 2022",1114.426,112902.68089999999
Furniture,"Saturday, September 24, 2022",931.202,113833.8829
Furniture,"Sunday, September 25, 2022",1624.567,115458.44989999999
Furniture,"Monday, September 26, 2022",1627.4805,117085.9304
Furniture,"Tuesday, September 27, 2022",956.6648,118042.5952
Furniture,"Wednesday, September 28, 2022",,118042.5952
Furniture,"Thursday, September 29, 2022",,118042.5952
Furniture,"Friday, September 30, 2022",523.92,118566.5152
Furniture,"Saturday, October 01, 2022",567.286,119133.80119999999
Furniture,"Sunday, October 02, 2022",,119133.80119999999
Furniture,"Monday, October 03, 2022",1552.508,120686.30919999999
Furniture,"Tuesday, October 04, 2022",250.94,120937.24919999999
Furniture,"Wednesday, October 05, 2022",,120937.24919999999
Furniture,"Thursday, October 06, 2022",,120937.24919999999
Furniture,"Friday, October 07, 2022",,120937.24919999999
Furniture,"Saturday, October 08, 2022",51.712,120988.96119999999
Furniture,"Sunday, October 09, 2022",502.4,121491.36119999998
Furniture,"Monday, October 10, 2022",225.666,121717.02719999998
Furniture,"Tuesday, October 11, 2022",,121717.02719999998
Furniture,"Wednesday, October 12, 2022",,121717.02719999998
Furniture,"Thursday, October 13, 2022",1017.71,122734.73719999999
Furniture,"Friday, October 14, 2022",102.592,122837.3292
Furniture,"Saturday, October 15, 2022",,122837.3292
Furniture,"Sunday, October 16, 2022",142.182,122979.5112
Furniture,"Monday, October 17, 2022",241.646,123221.15719999999
Furniture,"Tuesday, October 18, 2022",307.92,123529.07719999999
Furniture,"Wednesday, October 19, 2022",,123529.07719999999
Furniture,"Thursday, October 20, 2022",504.922,124033.99919999999
Furniture,"Friday, October 21, 2022",2012.76,126046.75919999999
Furniture,"Saturday, October 22, 2022",173.26,126220.01919999998
Furniture,"Sunday, October 23, 2022",16.156,126236.17519999998
Furniture,"Monday, October 24, 2022",,126236.17519999998
Furniture,"Tuesday, October 25, 2022",,126236.17519999998
Furniture,"Wednesday, October 26, 2022",,126236.17519999998
Furniture,"Thursday, October 27, 2022",758.824,126994.99919999998
Furniture,"Friday, October 28, 2022",1111.368,128106.36719999998
Furniture,"Saturday, October 29, 2022",67,128173.36719999998
Furniture,"Sunday, October 30, 2022",,128173.36719999998
Furniture,"Monday, October 31, 2022",2265.725,130439.09219999998
Furniture,"Tuesday, November 01, 2022",,130439.09219999998
Furniture,"Wednesday, November 02, 2022",,130439.09219999998
Furniture,"Thursday, November 03, 2022",1554.779,131993.8712
Furniture,"Friday, November 04, 2022",2007.59,134001.4612
Furniture,"Saturday, November 05, 2022",2964.4408,136965.902
Furniture,"Sunday, November 06, 2022",563.536,137529.438
Furniture,"Monday, November 07, 2022",1662.416,139191.854
Furniture,"Tuesday, November 08, 2022",993.9,140185.754
Furniture,"Wednesday, November 09, 2022",,140185.754
Furniture,"Thursday, November 10, 2022",1004.988,141190.742
Furniture,"Friday, November 11, 2022",3472.65,144663.392
Furniture,"Saturday, November 12, 2022",4158.352,148821.744
Furniture,"Sunday, November 13, 2022",54.08,148875.824
Furniture,"Monday, November 14, 2022",856.56,149732.384
Furniture,"Tuesday, November 15, 2022",630.024,150362.408
Furniture,"Wednesday, November 16, 2022",,150362.408
Furniture,"Thursday, November 17, 2022",,150362.408
Furniture,"Friday, November 18, 2022",557.068,150919.476
Furniture,"Saturday, November 19, 2022",34.288,150953.764
Furniture,"Sunday, November 20, 2022",702.036,151655.8
Furniture,"Monday, November 21, 2022",514.21,152170.00999999998
Furniture,"Tuesday, November 22, 2022",39.88,152209.88999999998
Furniture,"Wednesday, November 23, 2022",84.816,152294.70599999998
Furniture,"Thursday, November 24, 2022",2324.632,154619.338
Furniture,"Friday, November 25, 2022",1762.962,156382.3
Furniture,"Saturday, November 26, 2022",4315.22,160697.52
Furniture,"Sunday, November 27, 2022",362.583,161060.103
Furniture,"Monday, November 28, 2022",530.472,161590.575
Furniture,"Tuesday, November 29, 2022",242.176,161832.75100000002
Furniture,"Wednesday, November 30, 2022",389.97,162222.72100000002
Furniture,"Thursday, December 01, 2022",1801.265,164023.98600000003
Furniture,"Friday, December 02, 2022",868.804,164892.79000000004
Furniture,"Saturday, December 03, 2022",2140.888,167033.67800000004
Furniture,"Sunday, December 04, 2022",113.79,167147.46800000005
Furniture,"Monday, December 05, 2022",2239,169386.46800000005
Furniture,"Tuesday, December 06, 2022",,169386.46800000005
Furniture,"Wednesday, December 07, 2022",,169386.46800000005
Furniture,"Thursday, December 08, 2022",2698.454,172084.92200000005
Furniture,"Friday, December 09, 2022",1136.834,173221.75600000005
Furniture,"Saturday, December 10, 2022",1746.468,174968.22400000005
Furniture,"Sunday, December 11, 2022",2461.796,177430.02000000005
Furniture,"Monday, December 12, 2022",477.47,177907.49000000005
Furniture,"Tuesday, December 13, 2022",1114.272,179021.76200000005
Furniture,"Wednesday, December 14, 2022",611.724,179633.48600000003
Furniture,"Thursday, December 15, 2022",2231.895,181865.38100000002
Furniture,"Friday, December 16, 2022",563.92,182429.30100000004
Furniture,"Saturday, December 17, 2022",2003.52,184432.82100000003
Furniture,"Sunday, December 18, 2022",1183.99,185616.81100000002
Furniture,"Monday, December 19, 2022",759.89,186376.70100000003
Furniture,"Tuesday, December 20, 2022",18.92,186395.62100000004
Furniture,"Wednesday, December 21, 2022",,186395.62100000004
Furniture,"Thursday, December 22, 2022",919.304,187314.92500000005
Furniture,"Friday, December 23, 2022",1002.84,188317.76500000004
Furniture,"Saturday, December 24, 2022",843.52,189161.28500000003
Furniture,"Sunday, December 25, 2022",6636.863,195798.14800000004
Furniture,"Monday, December 26, 2022",1262.004,197060.15200000003
Furniture,"Tuesday, December 27, 2022",845.488,197905.64000000004
Furniture,"Wednesday, December 28, 2022",,197905.64000000004
Furniture,"Thursday, December 29, 2022",825.01,198730.65000000005
Furniture,"Friday, December 30, 2022",170.786,198901.43600000005
Furniture,"Saturday, December 31, 2022",,198901.43600000005
Furniture,"Sunday, January 01, 2023",975.49,975.49
Furniture,"Monday, January 02, 2023",913.43,1888.92
Furniture,"Tuesday, January 03, 2023",,1888.92
Furniture,"Wednesday, January 04, 2023",,1888.92
Furniture,"Thursday, January 05, 2023",,1888.92
Furniture,"Friday, January 06, 2023",,1888.92
Furniture,"Saturday, January 07, 2023",,1888.92
Furniture,"Sunday, January 08, 2023",892.98,2781.9
Furniture,"Monday, January 09, 2023",,2781.9
Furniture,"Tuesday, January 10, 2023",,2781.9
Furniture,"Wednesday, January 11, 2023",,2781.9
Furniture,"Thursday, January 12, 2023",37.68,2819.58
Furniture,"Friday, January 13, 2023",212.94,3032.52
Furniture,"Saturday, January 14, 2023",18.96,3051.48
Furniture,"Sunday, January 15, 2023",,3051.48
Furniture,"Monday, January 16, 2023",730.262,3781.742
Furniture,"Tuesday, January 17, 2023",,3781.742
Furniture,"Wednesday, January 18, 2023",,3781.742
Furniture,"Thursday, January 19, 2023",919.239,4700.981
Furniture,"Friday, January 20, 2023",207.846,4908.826999999999
Furniture,"Saturday, January 21, 2023",84.98,4993.806999999999
Furniture,"Sunday, January 22, 2023",,4993.806999999999
Furniture,"Monday, January 23, 2023",210.98,5204.786999999998
Furniture,"Tuesday, January 24, 2023",,5204.786999999998
Furniture,"Wednesday, January 25, 2023",,5204.786999999998
Furniture,"Thursday, January 26, 2023",62.72,5267.506999999999
Furniture,"Friday, January 27, 2023",,5267.506999999999
Furniture,"Saturday, January 28, 2023",37.74,5305.2469999999985
Furniture,"Sunday, January 29, 2023",14.91,5320.156999999998
Furniture,"Monday, January 30, 2023",643.875,5964.031999999998
Furniture,"Tuesday, January 31, 2023",,5964.031999999998
Furniture,"Wednesday, February 01, 2023",,5964.031999999998
Furniture,"Thursday, February 02, 2023",296.84,6260.8719999999985
Furniture,"Friday, February 03, 2023",22.2,6283.071999999998
Furniture,"Saturday, February 04, 2023",,6283.071999999998
Furniture,"Sunday, February 05, 2023",,6283.071999999998
Furniture,"Monday, February 06, 2023",600.754,6883.825999999998
Furniture,"Tuesday, February 07, 2023",,6883.825999999998
Furniture,"Wednesday, February 08, 2023",,6883.825999999998
Furniture,"Thursday, February 09, 2023",25.104,6908.9299999999985
Furniture,"Friday, February 10, 2023",203.983,7112.912999999999
Furniture,"Saturday, February 11, 2023",1110.704,8223.616999999998
Furniture,"Sunday, February 12, 2023",,8223.616999999998
Furniture,"Monday, February 13, 2023",107.53,8331.146999999999
Furniture,"Tuesday, February 14, 2023",,8331.146999999999
Furniture,"Wednesday, February 15, 2023",,8331.146999999999
Furniture,"Thursday, February 16, 2023",608.25,8939.396999999999
Furniture,"Friday, February 17, 2023",1955.5704,10894.9674
Furniture,"Saturday, February 18, 2023",,10894.9674
Furniture,"Sunday, February 19, 2023",44.67,10939.6374
Furniture,"Monday, February 20, 2023",477.844,11417.481399999999
Furniture,"Tuesday, February 21, 2023",,11417.481399999999
Furniture,"Wednesday, February 22, 2023",,11417.481399999999
Furniture,"Thursday, February 23, 2023",,11417.481399999999
Furniture,"Friday, February 24, 2023",,11417.481399999999
Furniture,"Saturday, February 25, 2023",428.704,11846.185399999998
Furniture,"Sunday, February 26, 2023",984.184,12830.369399999998
Furniture,"Monday, February 27, 2023",,12830.369399999998
Furniture,"Tuesday, February 28, 2023",,12830.369399999998
Furniture,"Wednesday, March 01, 2023",,12830.369399999998
Furniture,"Thursday, March 02, 2023",441.96,13272.329399999997
Furniture,"Friday, March 03, 2023",751.004,14023.333399999998
Furniture,"Saturday, March 04, 2023",103.5,14126.833399999998
Furniture,"Sunday, March 05, 2023",,14126.833399999998
Furniture,"Monday, March 06, 2023",71.97,14198.803399999997
Furniture,"Tuesday, March 07, 2023",,14198.803399999997
Furniture,"Wednesday, March 08, 2023",,14198.803399999997
Furniture,"Thursday, March 09, 2023",,14198.803399999997
Furniture,"Friday, March 10, 2023",983.976,15182.779399999998
Furniture,"Saturday, March 11, 2023",181.484,15364.263399999998
Furniture,"Sunday, March 12, 2023",,15364.263399999998
Furniture,"Monday, March 13, 2023",89.768,15454.031399999998
Furniture,"Tuesday, March 14, 2023",,15454.031399999998
Furniture,"Wednesday, March 15, 2023",,15454.031399999998
Furniture,"Thursday, March 16, 2023",51.264,15505.295399999997
Furniture,"Friday, March 17, 2023",,15505.295399999997
Furniture,"Saturday, March 18, 2023",82.524,15587.819399999997
Furniture,"Sunday, March 19, 2023",728.09,16315.909399999997
Furniture,"Monday, March 20, 2023",2.91,16318.819399999997
Furniture,"Tuesday, March 21, 2023",1828.02,18146.839399999997
Furniture,"Wednesday, March 22, 2023",,18146.839399999997
Furniture,"Thursday, March 23, 2023",211.84,18358.679399999997
Furniture,"Friday, March 24, 2023",479.61,18838.289399999998
Furniture,"Saturday, March 25, 2023",1986.52,20824.8094
Furniture,"Sunday, March 26, 2023",318.408,21143.217399999998
Furniture,"Monday, March 27, 2023",2142.244,23285.461399999997
Furniture,"Tuesday, March 28, 2023",48.04,23333.501399999997
Furniture,"Wednesday, March 29, 2023",,23333.501399999997
Furniture,"Thursday, March 30, 2023",94.2,23427.701399999998
Furniture,"Friday, March 31, 2023",296.1128,23723.814199999997
Furniture,"Saturday, April 01, 2023",828.966,24552.780199999997
Furniture,"Sunday, April 02, 2023",436.91,24989.690199999997
Furniture,"Monday, April 03, 2023",25.472,25015.1622
Furniture,"Tuesday, April 04, 2023",,25015.1622
Furniture,"Wednesday, April 05, 2023",,25015.1622
Furniture,"Thursday, April 06, 2023",,25015.1622
Furniture,"Friday, April 07, 2023",1112.5465,26127.7087
Furniture,"Saturday, April 08, 2023",637.14,26764.8487
Furniture,"Sunday, April 09, 2023",,26764.8487
Furniture,"Monday, April 10, 2023",48.992,26813.840699999997
Furniture,"Tuesday, April 11, 2023",,26813.840699999997
Furniture,"Wednesday, April 12, 2023",,26813.840699999997
Furniture,"Thursday, April 13, 2023",436.704,27250.5447
Furniture,"Friday, April 14, 2023",515.074,27765.6187
Furniture,"Saturday, April 15, 2023",196.45,27962.0687
Furniture,"Sunday, April 16, 2023",102.833,28064.9017
Furniture,"Monday, April 17, 2023",278.664,28343.5657
Furniture,"Tuesday, April 18, 2023",,28343.5657
Furniture,"Wednesday, April 19, 2023",,28343.5657
Furniture,"Thursday, April 20, 2023",470.394,28813.9597
Furniture,"Friday, April 21, 2023",1071.42,29885.379699999998
Furniture,"Saturday, April 22, 2023",272.632,30158.0117
Furniture,"Sunday, April 23, 2023",567.252,30725.2637
Furniture,"Monday, April 24, 2023",,30725.2637
Furniture,"Tuesday, April 25, 2023",344.981,31070.2447
Furniture,"Wednesday, April 26, 2023",1.988,31072.2327
Furniture,"Thursday, April 27, 2023",359.8456,31432.0783
Furniture,"Friday, April 28, 2023",,31432.0783
Furniture,"Saturday, April 29, 2023",1048.35,32480.4283
Furniture,"Sunday, April 30, 2023",309.344,32789.7723
Furniture,"Monday, May 01, 2023",4051.534,36841.3063
Furniture,"Tuesday, May 02, 2023",129.93,36971.2363
Furniture,"Wednesday, May 03, 2023",405.918,37377.154299999995
Furniture,"Thursday, May 04, 2023",300.904,37678.0583
Furniture,"Friday, May 05, 2023",89.991,37768.0493
Furniture,"Saturday, May 06, 2023",623.4648,38391.5141
Furniture,"Sunday, May 07, 2023",1962.09,40353.6041
Furniture,"Monday, May 08, 2023",176.05,40529.6541
Furniture,"Tuesday, May 09, 2023",493.85,41023.5041
Furniture,"Wednesday, May 10, 2023",,41023.5041
Furniture,"Thursday, May 11, 2023",217.975,41241.4791
Furniture,"Friday, May 12, 2023",328.33,41569.8091
Furniture,"Saturday, May 13, 2023",458.43,42028.2391
Furniture,"Sunday, May 14, 2023",1179.67,43207.9091
Furniture,"Monday, May 15, 2023",303.544,43511.4531
Furniture,"Tuesday, May 16, 2023",,43511.4531
Furniture,"Wednesday, May 17, 2023",,43511.4531
Furniture,"Thursday, May 18, 2023",342,43853.4531
Furniture,"Friday, May 19, 2023",2624.58,46478.0331
Furniture,"Saturday, May 20, 2023",525.252,47003.2851
Furniture,"Sunday, May 21, 2023",520.05,47523.335100000004
Furniture,"Monday, May 22, 2023",181.986,47705.3211
Furniture,"Tuesday, May 23, 2023",171.288,47876.6091
Furniture,"Wednesday, May 24, 2023",,47876.6091
Furniture,"Thursday, May 25, 2023",18.84,47895.4491
Furniture,"Friday, May 26, 2023",,47895.4491
Furniture,"Saturday, May 27, 2023",512.3,48407.7491
Furniture,"Sunday, May 28, 2023",799.689,49207.4381
Furniture,"Monday, May 29, 2023",71.664,49279.1021
Furniture,"Tuesday, May 30, 2023",468.2284,49747.3305
Furniture,"Wednesday, May 31, 2023",,49747.3305
Furniture,"Thursday, June 01, 2023",1925.88,51673.210499999994
Furniture,"Friday, June 02, 2023",,51673.210499999994
Furniture,"Saturday, June 03, 2023",661.504,52334.714499999995
Furniture,"Sunday, June 04, 2023",62.32,52397.034499999994
Furniture,"Monday, June 05, 2023",,52397.034499999994
Furniture,"Tuesday, June 06, 2023",4.95,52401.98449999999
Furniture,"Wednesday, June 07, 2023",,52401.98449999999
Furniture,"Thursday, June 08, 2023",1497.666,53899.65049999999
Furniture,"Friday, June 09, 2023",132.901,54032.55149999999
Furniture,"Saturday, June 10, 2023",514.165,54546.71649999999
Furniture,"Sunday, June 11, 2023",455.212,55001.92849999999
Furniture,"Monday, June 12, 2023",1337.124,56339.05249999999
Furniture,"Tuesday, June 13, 2023",761.438,57100.49049999999
Furniture,"Wednesday, June 14, 2023",,57100.49049999999
Furniture,"Thursday, June 15, 2023",928.208,58028.69849999999
Furniture,"Friday, June 16, 2023",1514.92,59543.61849999999
Furniture,"Saturday, June 17, 2023",155.25,59698.86849999999
Furniture,"Sunday, June 18, 2023",917.9235,60616.79199999999
Furniture,"Monday, June 19, 2023",1306.705,61923.49699999999
Furniture,"Tuesday, June 20, 2023",,61923.49699999999
Furniture,"Wednesday, June 21, 2023",17.92,61941.41699999999
Furniture,"Thursday, June 22, 2023",487.96,62429.376999999986
Furniture,"Friday, June 23, 2023",,62429.376999999986
Furniture,"Saturday, June 24, 2023",449.454,62878.830999999984
Furniture,"Sunday, June 25, 2023",1272.184,64151.014999999985
Furniture,"Monday, June 26, 2023",800.002,64951.016999999985
Furniture,"Tuesday, June 27, 2023",317.946,65268.96299999999
Furniture,"Wednesday, June 28, 2023",,65268.96299999999
Furniture,"Thursday, June 29, 2023",1381.2932,66650.25619999999
Furniture,"Friday, June 30, 2023",2105.661,68755.9172
Furniture,"Saturday, July 01, 2023",,68755.9172
Furniture,"Sunday, July 02, 2023",,68755.9172
Furniture,"Monday, July 03, 2023",1016.678,69772.5952
Furniture,"Tuesday, July 04, 2023",,69772.5952
Furniture,"Wednesday, July 05, 2023",332.028,70104.6232
Furniture,"Thursday, July 06, 2023",361.376,70465.9992
Furniture,"Friday, July 07, 2023",87.21,70553.20920000001
Furniture,"Saturday, July 08, 2023",484.1,71037.30920000002
Furniture,"Sunday, July 09, 2023",526.45,71563.75920000001
Furniture,"Monday, July 10, 2023",18.84,71582.59920000001
Furniture,"Tuesday, July 11, 2023",,71582.59920000001
Furniture,"Wednesday, July 12, 2023",,71582.59920000001
Furniture,"Thursday, July 13, 2023",91.008,71673.60720000001
Furniture,"Friday, July 14, 2023",692.45,72366.05720000001
Furniture,"Saturday, July 15, 2023",1847.529,74213.5862
Furniture,"Sunday, July 16, 2023",313.724,74527.3102
Furniture,"Monday, July 17, 2023",1241.149,75768.45920000001
Furniture,"Tuesday, July 18, 2023",1473.888,77242.34720000002
Furniture,"Wednesday, July 19, 2023",,77242.34720000002
Furniture,"Thursday, July 20, 2023",539.416,77781.76320000002
Furniture,"Friday, July 21, 2023",661.44,78443.20320000002
Furniture,"Saturday, July 22, 2023",526.344,78969.54720000002
Furniture,"Sunday, July 23, 2023",,78969.54720000002
Furniture,"Monday, July 24, 2023",,78969.54720000002
Furniture,"Tuesday, July 25, 2023",456.8,79426.34720000002
Furniture,"Wednesday, July 26, 2023",362.352,79788.69920000002
Furniture,"Thursday, July 27, 2023",324.65,80113.34920000001
Furniture,"Friday, July 28, 2023",,80113.34920000001
Furniture,"Saturday, July 29, 2023",418.63,80531.97920000002
Furniture,"Sunday, July 30, 2023",,80531.97920000002
Furniture,"Monday, July 31, 2023",36.96,80568.93920000002
Furniture,"Tuesday, August 01, 2023",,80568.93920000002
Furniture,"Wednesday, August 02, 2023",,80568.93920000002
Furniture,"Thursday, August 03, 2023",307.332,80876.27120000002
Furniture,"Friday, August 04, 2023",,80876.27120000002
Furniture,"Saturday, August 05, 2023",,80876.27120000002
Furniture,"Sunday, August 06, 2023",161.14,81037.41120000002
Furniture,"Monday, August 07, 2023",258.934,81296.34520000001
Furniture,"Tuesday, August 08, 2023",,81296.34520000001
Furniture,"Wednesday, August 09, 2023",,81296.34520000001
Furniture,"Thursday, August 10, 2023",121.3,81417.64520000001
Furniture,"Friday, August 11, 2023",,81417.64520000001
Furniture,"Saturday, August 12, 2023",1834.82,83252.46520000002
Furniture,"Sunday, August 13, 2023",455.632,83708.09720000002
Furniture,"Monday, August 14, 2023",418.296,84126.39320000002
Furniture,"Tuesday, August 15, 2023",,84126.39320000002
Furniture,"Wednesday, August 16, 2023",,84126.39320000002
Furniture,"Thursday, August 17, 2023",4970.114,89096.50720000002
Furniture,"Friday, August 18, 2023",204.38,89300.88720000003
Furniture,"Saturday, August 19, 2023",,89300.88720000003
Furniture,"Sunday, August 20, 2023",,89300.88720000003
Furniture,"Monday, August 21, 2023",2093.584,91394.47120000003
Furniture,"Tuesday, August 22, 2023",524.54,91919.01120000002
Furniture,"Wednesday, August 23, 2023",2.784,91921.79520000002
Furniture,"Thursday, August 24, 2023",,91921.79520000002
Furniture,"Friday, August 25, 2023",130.98,92052.77520000002
Furniture,"Saturday, August 26, 2023",64.96,92117.73520000002
Furniture,"Sunday, August 27, 2023",2037.74,94155.47520000003
Furniture,"Monday, August 28, 2023",1137.75,95293.22520000003
Furniture,"Tuesday, August 29, 2023",148.02,95441.24520000003
Furniture,"Wednesday, August 30, 2023",,95441.24520000003
Furniture,"Thursday, August 31, 2023",569.568,96010.81320000003
Furniture,"Friday, September 01, 2023",896.72,96907.53320000003
Furniture,"Saturday, September 02, 2023",2527.552,99435.08520000003
Furniture,"Sunday, September 03, 2023",620.631,100055.71620000002
Furniture,"Monday, September 04, 2023",3722.982,103778.69820000003
Furniture,"Tuesday, September 05, 2023",,103778.69820000003
Furniture,"Wednesday, September 06, 2023",,103778.69820000003
Furniture,"Thursday, September 07, 2023",470.688,104249.38620000002
Furniture,"Friday, September 08, 2023",1000.239,105249.62520000002
Furniture,"Saturday, September 09, 2023",482.564,105732.18920000002
Furniture,"Sunday, September 10, 2023",362.352,106094.54120000002
Furniture,"Monday, September 11, 2023",2810.894,108905.43520000002
Furniture,"Tuesday, September 12, 2023",8.36,108913.79520000002
Furniture,"Wednesday, September 13, 2023",,108913.79520000002
Furniture,"Thursday, September 14, 2023",830.718,109744.51320000002
Furniture,"Friday, September 15, 2023",2612.768,112357.28120000001
Furniture,"Saturday, September 16, 2023",22.512,112379.79320000001
Furniture,"Sunday, September 17, 2023",2335.29,114715.08320000001
Furniture,"Monday, September 18, 2023",30.14,114745.22320000001
Furniture,"Tuesday, September 19, 2023",481.804,115227.02720000001
Furniture,"Wednesday, September 20, 2023",5496.174,120723.20120000001
Furniture,"Thursday, September 21, 2023",,120723.20120000001
Furniture,"Friday, September 22, 2023",254.03,120977.23120000001
Furniture,"Saturday, September 23, 2023",804.732,121781.96320000001
Furniture,"Sunday, September 24, 2023",1427.24,123209.20320000002
Furniture,"Monday, September 25, 2023",805.736,124014.93920000002
Furniture,"Tuesday, September 26, 2023",428.376,124443.31520000003
Furniture,"Wednesday, September 27, 2023",,124443.31520000003
Furniture,"Thursday, September 28, 2023",42.016,124485.33120000003
Furniture,"Friday, September 29, 2023",553.688,125039.01920000002
Furniture,"Saturday, September 30, 2023",,125039.01920000002
Furniture,"Sunday, October 01, 2023",559.76,125598.77920000002
Furniture,"Monday, October 02, 2023",2758.464,128357.24320000003
Furniture,"Tuesday, October 03, 2023",255.208,128612.45120000002
Furniture,"Wednesday, October 04, 2023",19.98,128632.43120000002
Furniture,"Thursday, October 05, 2023",935.802,129568.23320000002
Furniture,"Friday, October 06, 2023",41.96,129610.19320000002
Furniture,"Saturday, October 07, 2023",462.43,130072.62320000002
Furniture,"Sunday, October 08, 2023",145.764,130218.38720000001
Furniture,"Monday, October 09, 2023",1333.393,131551.7802
Furniture,"Tuesday, October 10, 2023",239.358,131791.13820000002
Furniture,"Wednesday, October 11, 2023",,131791.13820000002
Furniture,"Thursday, October 12, 2023",3123.328,134914.46620000002
Furniture,"Friday, October 13, 2023",1514.996,136429.46220000004
Furniture,"Saturday, October 14, 2023",9.46,136438.92220000003
Furniture,"Sunday, October 15, 2023",532.96,136971.88220000002
Furniture,"Monday, October 16, 2023",2422.558,139394.4402
Furniture,"Tuesday, October 17, 2023",,139394.4402
Furniture,"Wednesday, October 18, 2023",,139394.4402
Furniture,"Thursday, October 19, 2023",531.1622,139925.6024
Furniture,"Friday, October 20, 2023",328.3,140253.9024
Furniture,"Saturday, October 21, 2023",1470.238,141724.1404
Furniture,"Sunday, October 22, 2023",1005.341,142729.4814
Furniture,"Monday, October 23, 2023",1193.4,143922.88139999998
Furniture,"Tuesday, October 24, 2023",517.405,144440.28639999998
Furniture,"Wednesday, October 25, 2023",,144440.28639999998
Furniture,"Thursday, October 26, 2023",356.85,144797.1364
Furniture,"Friday, October 27, 2023",746.241,145543.3774
Furniture,"Saturday, October 28, 2023",77.952,145621.3294
Furniture,"Sunday, October 29, 2023",,145621.3294
Furniture,"Monday, October 30, 2023",1301.758,146923.0874
Furniture,"Tuesday, October 31, 2023",,146923.0874
Furniture,"Wednesday, November 01, 2023",2665.62,149588.70739999998
Furniture,"Thursday, November 02, 2023",1159.624,150748.3314
Furniture,"Friday, November 03, 2023",2524.05,153272.38139999998
Furniture,"Saturday, November 04, 2023",523.764,153796.14539999998
Furniture,"Sunday, November 05, 2023",396.024,154192.16939999998
Furniture,"Monday, November 06, 2023",2681.362,156873.53139999998
Furniture,"Tuesday, November 07, 2023",623.322,157496.85339999996
Furniture,"Wednesday, November 08, 2023",274.2,157771.05339999998
Furniture,"Thursday, November 09, 2023",883.018,158654.0714
Furniture,"Friday, November 10, 2023",1482.52,160136.59139999998
Furniture,"Saturday, November 11, 2023",123.84,160260.43139999997
Furniture,"Sunday, November 12, 2023",250.304,160510.73539999998
Furniture,"Monday, November 13, 2023",2765.6532,163276.38859999998
Furniture,"Tuesday, November 14, 2023",321.568,163597.95659999998
Furniture,"Wednesday, November 15, 2023",559.2,164157.1566
Furniture,"Thursday, November 16, 2023",289.59,164446.74659999998
Furniture,"Friday, November 17, 2023",515.4928,164962.2394
Furniture,"Saturday, November 18, 2023",152.966,165115.20539999998
Furniture,"Sunday, November 19, 2023",2603.165,167718.37039999999
Furniture,"Monday, November 20, 2023",880.862,168599.23239999998
Furniture,"Tuesday, November 21, 2023",98.4,168697.63239999997
